#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_2111	chr2	159497277	159497677	+	1000	61.0	[10.586677]	[117]	[8.892592]	[98]	[159497486]	[159497467]
39_21113	chr22	20106130	20106530	+	1000	30.0	[10.370103]	[178]	[]	[]	[20106346]	[]
39_21115	chr22	20146617	20147017	+	1000	30.0	[]	[]	[7.2151175]	[179]	[]	[20146854]
39_21117	chr22	20180308	20180708	+	966	30.0	[8.329008]	[184]	[]	[]	[20180539]	[]
39_2112	chr2	168976191	168976591	+	1000	61.0	[10.586677]	[134]	[]	[]	[168976402]	[]
39_21132	chr22	20707755	20708155	+	1000	30.0	[]	[]	[8.892592]	[79]	[]	[20707932]
39_21144	chr22	22367451	22367851	+	821	30.0	[8.909202]	[179]	[]	[]	[22367693]	[]
39_21149	chr22	22664950	22665350	+	1000	30.0	[]	[]	[7.3683157]	[189]	[]	[22665200]
39_21150	chr22	22724825	22725225	+	592	30.0	[7.7944894, 8.044104]	[125, 144]	[8.909202, 8.260495]	[115, 153]	[22725026, 22725045]	[22725016, 22725054]
39_21161	chr22	30881457	30881857	+	965	30.0	[]	[]	[7.151105]	[105]	[]	[30881656]
39_21177	chr3	9691058	9691458	+	1000	30.0	[8.329008]	[159]	[]	[]	[9691282]	[]
39_21182	chr3	12878077	12878477	+	1000	30.0	[]	[]	[8.329008]	[127]	[]	[12878288]
39_21201	chr3	38017036	38017436	+	1000	30.0	[]	[]	[10.370103]	[117]	[]	[38017210]
39_21205	chr3	43621011	43621411	+	959	30.0	[]	[]	[9.738007, 7.7944894]	[152, 184]	[]	[43621227, 43621259]
39_21209	chr3	46980576	46980976	+	1000	30.0	[]	[]	[9.738007]	[188]	[]	[46980785]
39_21211	chr3	49098464	49098864	+	1000	30.0	[]	[]	[8.260495]	[143]	[]	[49098645]
39_21213	chr3	49939698	49940098	+	1000	30.0	[]	[]	[7.151105, 12.064187]	[106, 143]	[]	[49939876, 49939913]
39_21222	chr3	129056632	129057032	+	1000	30.0	[9.738007]	[109]	[7.151105]	[88]	[129056832]	[129056811]
39_2123	chr22	21772253	21772653	+	1000	61.0	[]	[]	[10.370103]	[157]	[]	[21772420]
39_21238	chr3	185572183	185572583	+	1000	30.0	[]	[]	[10.586677]	[153]	[]	[185572432]
39_21262	chr4	10184355	10184755	+	1000	30.0	[]	[]	[7.151105]	[126]	[]	[10184531]
39_21276	chr4	77618568	77618968	+	983	30.0	[]	[]	[7.7944894, 8.044104]	[108, 153]	[]	[77618742, 77618787]
39_21278	chr4	80006977	80007377	+	1000	30.0	[]	[]	[7.151105]	[176]	[]	[80007200]
39_21288	chr4	127632443	127632843	+	1000	30.0	[8.502309]	[81]	[8.017088]	[138]	[127632594]	[127632651]
39_21293	chr4	151745892	151746292	+	1000	30.0	[]	[]	[7.2151175]	[97]	[]	[151746076]
39_21294	chr4	153023976	153024376	+	1000	30.0	[10.586677]	[133]	[]	[]	[153024200]	[]
39_21298	chr4	158723046	158723446	+	1000	30.0	[7.7944894]	[105]	[]	[]	[158723249]	[]
39_213	chr9	135951931	135952331	+	1000	132.0	[10.370103]	[149]	[]	[]	[135952172]	[]
39_21322	chr5	95878468	95878868	+	965	30.0	[]	[]	[8.044104]	[144]	[]	[95878705]
39_2135	chr5	73296740	73297140	+	1000	61.0	[]	[]	[12.064187]	[131]	[]	[73296962]
39_21361	chr6	4134037	4134437	+	1000	30.0	[]	[]	[10.370103]	[212]	[]	[4134277]
39_21362	chr6	5244608	5245008	+	1000	30.0	[8.260495, 8.909202]	[107, 114]	[]	[]	[5244804, 5244811]	[]
39_21369	chr6	13194865	13195265	+	1000	30.0	[]	[]	[8.329008]	[83]	[]	[13195044]
39_21373	chr6	15106444	15106844	+	1000	30.0	[7.2151175]	[137]	[]	[]	[15106659]	[]
39_21377	chr6	16168246	16168646	+	1000	30.0	[]	[]	[10.586677]	[134]	[]	[16168461]
39_21378	chr6	16239035	16239435	+	1000	30.0	[]	[]	[7.748347]	[138]	[]	[16239249]
39_21380	chr6	20426461	20426861	+	1000	30.0	[]	[]	[8.892592]	[61]	[]	[20426617]
39_21397	chr6	31402395	31402795	+	581	30.0	[10.370103]	[161]	[]	[]	[31402613]	[]
39_2143	chr6	84547409	84547809	+	1000	61.0	[]	[]	[8.502309]	[98]	[]	[84547587]
39_21431	chr6	73224071	73224471	+	1000	30.0	[10.370103]	[200]	[]	[]	[73224304]	[]
39_21435	chr6	89372034	89372434	+	1000	30.0	[7.7944894]	[66]	[]	[]	[89372188]	[]
39_21454	chr6	149318410	149318810	+	994	30.0	[8.892592, 7.748347, 12.064187]	[142, 170, 207]	[8.044104]	[189]	[149318593, 149318621, 149318658]	[149318640]
39_21466	chr6	157790552	157790952	+	1000	30.0	[]	[]	[12.064187]	[81]	[]	[157790722]
39_21482	chr6	161228049	161228449	+	1000	30.0	[10.370103]	[82]	[]	[]	[161228230]	[]
39_2149	chr7	117014686	117015086	+	1000	61.0	[9.738007, 7.151105]	[101, 107]	[]	[]	[117014872, 117014878]	[]
39_21490	chr7	2247133	2247533	+	1000	30.0	[]	[]	[7.7944894]	[122]	[]	[2247352]
39_21492	chr7	4683259	4683659	+	1000	30.0	[]	[]	[7.7944894]	[165]	[]	[4683452]
39_21496	chr7	6023386	6023786	+	821	30.0	[10.586677]	[92]	[]	[]	[6023570]	[]
39_21504	chr7	37354536	37354936	+	1000	30.0	[]	[]	[7.748347, 10.370103]	[140, 152]	[]	[37354774, 37354786]
39_21508	chr7	50266834	50267234	+	758	30.0	[9.738007]	[141]	[12.064187]	[128]	[50267058]	[50267045]
39_21515	chr7	73606932	73607332	+	1000	30.0	[8.892592]	[160]	[8.892592]	[163]	[73607170]	[73607173]
39_21516	chr7	73622852	73623252	+	1000	30.0	[8.260495]	[217]	[]	[]	[73623091]	[]
39_21521	chr7	78018964	78019364	+	1000	30.0	[]	[]	[7.151105]	[107]	[]	[78019156]
39_21528	chr7	99733384	99733784	+	1000	30.0	[]	[]	[10.370103]	[132]	[]	[99733598]
39_2153	chr7	155069907	155070307	+	1000	61.0	[8.329008]	[162]	[8.329008]	[155]	[155070154]	[155070147]
39_21540	chr7	105877166	105877566	+	1000	30.0	[]	[]	[7.397283]	[189]	[]	[105877378]
39_2155	chr8	56015978	56016378	+	1000	61.0	[]	[]	[10.586677]	[114]	[]	[56016179]
39_21554	chr7	121083077	121083477	+	1000	30.0	[9.738007]	[117]	[]	[]	[121083282]	[]
39_21559	chr7	128381091	128381491	+	1000	30.0	[10.586677, 8.892592]	[88, 142]	[8.329008]	[119]	[128381251, 128381305]	[128381282]
39_21575	chr7	135911036	135911436	+	1000	30.0	[]	[]	[10.370103]	[89]	[]	[135911203]
39_21578	chr7	137903525	137903925	+	929	30.0	[8.017088]	[146]	[]	[]	[137903685]	[]
39_21589	chr7	148883019	148883419	+	1000	30.0	[7.2151175]	[190]	[]	[]	[148883263]	[]
39_21594	chr7	150876942	150877342	+	940	30.0	[]	[]	[10.586677]	[136]	[]	[150877131]
39_21597	chr7	151244861	151245261	+	1000	30.0	[]	[]	[12.064187]	[203]	[]	[151245073]
39_2160	chr9	97922058	97922458	+	1000	61.0	[]	[]	[7.151105]	[98]	[]	[97922251]
39_21609	chr8	22141706	22142106	+	1000	30.0	[]	[]	[7.7944894]	[136]	[]	[22141915]
39_2161	chr9	97938128	97938528	+	1000	61.0	[7.748347]	[69]	[10.586677]	[77]	[97938284]	[97938292]
39_21614	chr8	29175607	29176007	+	929	30.0	[]	[]	[7.7944894]	[157]	[]	[29175847]
39_21619	chr8	41612609	41613009	+	972	30.0	[12.064187]	[128]	[]	[]	[41612771]	[]
39_21620	chr8	41834656	41835056	+	1000	30.0	[]	[]	[8.892592]	[102]	[]	[41834814]
39_21630	chr8	66666238	66666638	+	1000	30.0	[7.748347]	[132]	[8.260495]	[113]	[66666441]	[66666422]
39_21631	chr8	73174313	73174713	+	918	30.0	[8.260495]	[71]	[]	[]	[73174477]	[]
39_21632	chr8	73312246	73312646	+	894	30.0	[7.151105]	[119]	[]	[]	[73312450]	[]
39_21663	chr9	7067088	7067488	+	1000	30.0	[7.151105, 8.329008]	[82, 130]	[12.064187, 7.151105]	[145, 172]	[7067244, 7067292]	[7067307, 7067334]
39_21672	chr9	92292380	92292780	+	1000	30.0	[]	[]	[12.064187]	[120]	[]	[92292583]
39_21677	chr9	98263713	98264113	+	984	30.0	[8.909202]	[96]	[]	[]	[98263900]	[]
39_21679	chr9	99071874	99072274	+	994	30.0	[]	[]	[10.370103]	[159]	[]	[99072086]
39_21680	chr9	107341140	107341540	+	1000	30.0	[8.329008]	[140]	[]	[]	[107341362]	[]
39_21694	chr9	125374680	125375080	+	1000	30.0	[8.892592]	[148]	[]	[]	[125374904]	[]
39_21695	chr9	126723450	126723850	+	1000	30.0	[]	[]	[8.329008]	[151]	[]	[126723661]
39_21696	chr9	127159193	127159593	+	1000	30.0	[]	[]	[10.370103, 7.7944894]	[158, 164]	[]	[127159416, 127159422]
39_21700	chr9	127940986	127941386	+	1000	30.0	[7.3683157, 8.892592, 7.2151175, 7.7944894]	[73, 79, 132, 154]	[]	[]	[127941150, 127941156, 127941209, 127941231]	[]
39_21704	chr9	128153543	128153943	+	815	30.0	[]	[]	[8.892592]	[164]	[]	[128153767]
39_21705	chr9	128209053	128209453	+	1000	30.0	[]	[]	[9.738007]	[159]	[]	[128209249]
39_2171	chr9	131120731	131121131	+	1000	61.0	[]	[]	[8.892592]	[178]	[]	[131120974]
39_21716	chr9	129875335	129875735	+	1000	30.0	[8.329008]	[120]	[10.370103]	[153]	[129875493]	[129875526]
39_21726	chr9	132166689	132167089	+	1000	30.0	[]	[]	[10.586677]	[168]	[]	[132166909]
39_21732	chr9	136245359	136245759	+	1000	30.0	[]	[]	[8.892592, 9.738007]	[68, 151]	[]	[136245527, 136245610]
39_21736	chr9	137083343	137083743	+	1000	30.0	[7.151105]	[144]	[]	[]	[137083498]	[]
39_21738	chr9	137115574	137115974	+	831	30.0	[]	[]	[8.892592]	[172]	[]	[137115790]
39_21747	chrX	318590	318990	+	1000	30.0	[]	[]	[8.260495, 8.260495]	[109, 152]	[]	[318780, 318823]
39_21749	chrX	2475468	2475868	+	988	30.0	[12.064187]	[170]	[]	[]	[2475684]	[]
39_21769	chrX	154776200	154776600	+	1000	30.0	[8.892592]	[135]	[]	[]	[154776425]	[]
39_21780	chr1	5745688	5746088	+	1000	29.0	[]	[]	[8.892592]	[182]	[]	[5745937]
39_21782	chr1	8525219	8525619	+	954	29.0	[]	[]	[10.370103]	[88]	[]	[8525387]
39_21783	chr1	8862669	8863069	+	1000	29.0	[]	[]	[12.064187]	[125]	[]	[8862851]
39_21785	chr1	9128687	9129087	+	1000	29.0	[]	[]	[8.892592]	[199]	[]	[9128909]
39_21801	chr1	15364771	15365171	+	996	29.0	[]	[]	[8.892592]	[191]	[]	[15365022]
39_21808	chr1	18927725	18928125	+	1000	29.0	[]	[]	[8.909202]	[133]	[]	[18927921]
39_21810	chr1	19405927	19406327	+	1000	29.0	[7.2151175]	[103]	[10.370103, 8.502309]	[94, 116]	[19406114]	[19406105, 19406127]
39_21816	chr1	21468545	21468945	+	1000	29.0	[]	[]	[7.2151175]	[71]	[]	[21468707]
39_21820	chr1	22131905	22132305	+	1000	29.0	[8.260495]	[165]	[8.892592]	[186]	[22132104]	[22132125]
39_21834	chr1	27342667	27343067	+	1000	29.0	[]	[]	[8.892592]	[166]	[]	[27342906]
39_21856	chr1	38561697	38562097	+	974	29.0	[8.044104]	[244]	[]	[]	[38561947]	[]
39_21865	chr1	43360573	43360973	+	1000	29.0	[7.397283, 8.892592, 8.260495]	[75, 131, 165]	[8.892592, 8.892592, 8.892592]	[90, 134, 147]	[43360731, 43360787, 43360821]	[43360746, 43360790, 43360803]
39_21870	chr1	46449498	46449898	+	658	29.0	[]	[]	[12.064187]	[151]	[]	[46449730]
39_21882	chr1	66925960	66926360	+	1000	29.0	[10.586677, 8.044104]	[92, 154]	[]	[]	[66926146, 66926208]	[]
39_21891	chr1	91764386	91764786	+	1000	29.0	[9.738007]	[131]	[10.370103]	[75]	[91764616]	[91764560]
39_21896	chr1	100265611	100266011	+	1000	29.0	[]	[]	[7.3683157]	[88]	[]	[100265788]
39_21903	chr1	110615732	110616132	+	1000	29.0	[]	[]	[8.892592]	[122]	[]	[110615946]
39_2191	chr1	205631943	205632343	+	1000	60.0	[8.892592, 8.502309]	[60, 124]	[]	[]	[205632095, 205632159]	[]
39_2192	chr1	207084704	207085104	+	1000	60.0	[8.892592]	[116]	[8.329008, 8.502309]	[66, 138]	[207084913]	[207084863, 207084935]
39_21922	chr1	154348452	154348852	+	998	29.0	[10.370103]	[92]	[8.892592]	[154]	[154348626]	[154348688]
39_21926	chr1	155989307	155989707	+	628	29.0	[8.260495]	[174]	[7.151105]	[108]	[155989544]	[155989478]
39_21928	chr1	156281120	156281520	+	990	29.0	[7.397283]	[128]	[]	[]	[156281272]	[]
39_2193	chr1	212635585	212635985	+	1000	60.0	[]	[]	[8.017088]	[96]	[]	[212635779]
39_21930	chr1	157311139	157311539	+	1000	29.0	[12.064187]	[74]	[]	[]	[157311298]	[]
39_21935	chr1	161541960	161542360	+	777	29.0	[7.151105, 12.064187]	[108, 114]	[]	[]	[161542163, 161542169]	[]
39_21940	chr1	167628923	167629323	+	1000	29.0	[7.7944894]	[131]	[]	[]	[167629150]	[]
39_21941	chr1	168235269	168235669	+	743	29.0	[8.329008]	[124]	[10.370103, 10.370103]	[113, 170]	[168235452]	[168235441, 168235498]
39_21943	chr1	172821593	172821993	+	1000	29.0	[8.892592]	[96]	[]	[]	[172821784]	[]
39_21944	chr1	173393170	173393570	+	920	29.0	[]	[]	[7.2151175]	[120]	[]	[173393348]
39_21949	chr1	181136458	181136858	+	1000	29.0	[]	[]	[8.329008, 8.909202, 8.329008, 8.329008, 8.329008, 8.329008]	[65, 76, 93, 106, 125, 142]	[]	[181136620, 181136631, 181136648, 181136661, 181136680, 181136697]
39_21950	chr1	183636064	183636464	+	1000	29.0	[9.738007]	[56]	[]	[]	[183636216]	[]
39_21961	chr1	203641050	203641450	+	1000	29.0	[8.892592]	[125]	[]	[]	[203641226]	[]
39_21969	chr1	206685620	206686020	+	1000	29.0	[7.7944894]	[172]	[]	[]	[206685854]	[]
39_21993	chr1	230124622	230125022	+	994	29.0	[8.892592, 10.586677, 12.064187]	[188, 205, 234]	[]	[]	[230124823, 230124840, 230124869]	[]
39_21994	chr1	230139195	230139595	+	1000	29.0	[]	[]	[7.2151175]	[143]	[]	[230139374]
39_21999	chr1	231053627	231054027	+	850	29.0	[7.3683157]	[112]	[8.502309]	[85]	[231053824]	[231053797]
39_22004	chr1	234486915	234487315	+	579	29.0	[7.151105]	[148]	[7.3683157]	[78]	[234487162]	[234487092]
39_22008	chr1	234840752	234841152	+	1000	29.0	[]	[]	[7.3683157, 8.329008]	[122, 138]	[]	[234840935, 234840951]
39_22020	chr10	789371	789771	+	667	29.0	[]	[]	[8.892592]	[170]	[]	[789593]
39_22022	chr10	4828024	4828424	+	1000	29.0	[8.502309]	[177]	[]	[]	[4828268]	[]
39_22023	chr10	4847424	4847824	+	1000	29.0	[]	[]	[10.370103]	[118]	[]	[4847639]
39_22025	chr10	6151325	6151725	+	652	29.0	[7.151105]	[152]	[]	[]	[6151534]	[]
39_22036	chr10	24951471	24951871	+	1000	29.0	[]	[]	[7.397283]	[135]	[]	[24951705]
39_22041	chr10	32256625	32257025	+	1000	29.0	[8.502309]	[101]	[]	[]	[32256810]	[]
39_22042	chr10	35447707	35448107	+	1000	29.0	[7.151105]	[239]	[7.3683157]	[184]	[35447948]	[35447893]
39_22046	chr10	47322210	47322610	+	1000	29.0	[8.017088]	[128]	[]	[]	[47322406]	[]
39_22057	chr10	68599217	68599617	+	995	29.0	[]	[]	[8.329008]	[121]	[]	[68599417]
39_22073	chr10	79127036	79127436	+	1000	29.0	[10.370103, 8.017088]	[172, 208]	[]	[]	[79127240, 79127276]	[]
39_22083	chr10	95741913	95742313	+	991	29.0	[8.260495]	[60]	[]	[]	[95742071]	[]
39_22087	chr10	101066066	101066466	+	957	29.0	[]	[]	[8.892592]	[163]	[]	[101066311]
39_22089	chr10	123773038	123773438	+	1000	29.0	[10.586677, 12.064187, 12.064187, 10.586677, 12.064187]	[74, 95, 116, 137, 158]	[]	[]	[123773202, 123773223, 123773244, 123773265, 123773286]	[]
39_22091	chr11	308018	308418	+	845	29.0	[]	[]	[12.064187]	[82]	[]	[308196]
39_22095	chr11	3894273	3894673	+	854	29.0	[7.397283]	[94]	[]	[]	[3894438]	[]
39_221	chr11	57424685	57425085	+	1000	130.0	[]	[]	[8.892592]	[120]	[]	[57424904]
39_22100	chr11	12204114	12204514	+	881	29.0	[10.370103]	[140]	[]	[]	[12204274]	[]
39_22102	chr11	16280285	16280685	+	1000	29.0	[7.2151175]	[142]	[]	[]	[16280508]	[]
39_22103	chr11	18731881	18732281	+	1000	29.0	[]	[]	[12.064187, 7.7944894]	[190, 208]	[]	[18732102, 18732120]
39_22113	chr11	46383938	46384338	+	916	29.0	[]	[]	[8.329008, 9.738007]	[109, 155]	[]	[46384091, 46384137]
39_22117	chr11	47394780	47395180	+	1000	29.0	[]	[]	[8.909202]	[95]	[]	[47394965]
39_22132	chr11	64877315	64877715	+	974	29.0	[]	[]	[8.044104, 10.370103]	[130, 176]	[]	[64877489, 64877535]
39_22138	chr11	65525408	65525808	+	1000	29.0	[]	[]	[8.892592]	[74]	[]	[65525573]
39_22139	chr11	65780121	65780521	+	1000	29.0	[]	[]	[8.892592]	[171]	[]	[65780296]
39_22140	chr11	65855872	65856272	+	882	29.0	[]	[]	[8.260495]	[114]	[]	[65856063]
39_22142	chr11	67266127	67266527	+	1000	29.0	[7.748347]	[95]	[]	[]	[67266308]	[]
39_2215	chr15	40330475	40330875	+	1000	60.0	[7.7944894, 10.586677]	[117, 123]	[]	[]	[40330643, 40330649]	[]
39_22163	chr11	86955113	86955513	+	1000	29.0	[]	[]	[8.260495]	[175]	[]	[86955320]
39_22183	chr11	131673970	131674370	+	866	29.0	[]	[]	[7.2151175]	[115]	[]	[131674165]
39_22198	chr12	47777113	47777513	+	584	29.0	[]	[]	[9.738007]	[146]	[]	[47777293]
39_2220	chr16	58859949	58860349	+	1000	60.0	[7.748347]	[133]	[10.586677]	[100]	[58860176]	[58860143]
39_22201	chr12	48971163	48971563	+	1000	29.0	[7.151105, 9.738007]	[176, 184]	[]	[]	[48971346, 48971354]	[]
39_22210	chr12	53190099	53190499	+	1000	29.0	[8.017088]	[141]	[]	[]	[53190335]	[]
39_22213	chr12	53743597	53743997	+	969	29.0	[7.2151175]	[113]	[]	[]	[53743789]	[]
39_22214	chr12	54262516	54262916	+	949	29.0	[]	[]	[8.017088]	[152]	[]	[54262709]
39_22219	chr12	56337599	56337999	+	1000	29.0	[]	[]	[8.044104]	[187]	[]	[56337824]
39_22222	chr12	57583241	57583641	+	1000	29.0	[]	[]	[12.064187]	[145]	[]	[57583448]
39_22226	chr12	75330048	75330448	+	1000	29.0	[8.892592]	[112]	[8.044104]	[175]	[75330222]	[75330285]
39_22236	chr12	98490949	98491349	+	1000	29.0	[8.502309]	[87]	[]	[]	[98491131]	[]
39_2225	chr17	48047646	48048046	+	1000	60.0	[]	[]	[12.064187, 12.064187]	[93, 102]	[]	[48047839, 48047848]
39_22274	chr12	131440883	131441283	+	1000	29.0	[12.064187]	[102]	[]	[]	[131441077]	[]
39_22276	chr13	30307450	30307850	+	1000	29.0	[8.892592]	[92]	[]	[]	[30307631]	[]
39_22292	chr13	93226005	93226405	+	1000	29.0	[10.586677, 7.748347]	[139, 144]	[]	[]	[93226236, 93226241]	[]
39_22293	chr13	93226665	93227065	+	1000	29.0	[8.044104]	[222]	[]	[]	[93226904]	[]
39_22304	chr14	22589005	22589405	+	1000	29.0	[]	[]	[10.586677]	[143]	[]	[22589210]
39_22307	chr14	23054351	23054751	+	1000	29.0	[8.892592]	[152]	[]	[]	[23054584]	[]
39_22313	chr14	49598761	49599161	+	1000	29.0	[8.892592]	[198]	[]	[]	[49599004]	[]
39_22319	chr14	75831334	75831734	+	999	29.0	[]	[]	[8.260495]	[88]	[]	[75831506]
39_22330	chr15	39801932	39802332	+	1000	29.0	[]	[]	[10.370103, 8.017088]	[141, 159]	[]	[39802128, 39802146]
39_22337	chr15	41495931	41496331	+	853	29.0	[]	[]	[10.370103]	[91]	[]	[41496098]
39_22339	chr15	43793187	43793587	+	1000	29.0	[12.064187]	[107]	[]	[]	[43793365]	[]
39_22343	chr15	50353836	50354236	+	961	29.0	[7.3683157]	[229]	[]	[]	[50354083]	[]
39_22348	chr15	63192245	63192645	+	960	29.0	[7.151105]	[194]	[]	[]	[63192465]	[]
39_22349	chr15	63466670	63467070	+	1000	29.0	[]	[]	[9.738007]	[213]	[]	[63466899]
39_22356	chr15	72116837	72117237	+	1000	29.0	[]	[]	[7.3683157]	[143]	[]	[72117023]
39_22358	chr15	74438652	74439052	+	912	29.0	[8.329008]	[135]	[]	[]	[74438881]	[]
39_22359	chr15	74541898	74542298	+	910	29.0	[]	[]	[7.2151175]	[93]	[]	[74542088]
39_22369	chr15	80989043	80989443	+	1000	29.0	[]	[]	[10.586677]	[182]	[]	[80989242]
39_22373	chr15	83559359	83559759	+	1000	29.0	[10.370103]	[95]	[]	[]	[83559540]	[]
39_22377	chr15	90189827	90190227	+	1000	29.0	[8.892592]	[90]	[7.151105]	[83]	[90190009]	[90190002]
39_22378	chr15	90868379	90868779	+	619	29.0	[7.397283]	[157]	[9.738007]	[110]	[90868580]	[90868533]
39_22390	chr16	1942978	1943378	+	857	29.0	[]	[]	[8.502309]	[94]	[]	[1943168]
39_224	chr9	130941088	130941488	+	1000	130.0	[]	[]	[10.370103]	[177]	[]	[130941319]
39_22403	chr16	13957323	13957723	+	950	29.0	[12.064187, 8.260495]	[165, 183]	[]	[]	[13957552, 13957570]	[]
39_2241	chr22	19644129	19644529	+	1000	60.0	[10.370103, 8.892592]	[174, 220]	[]	[]	[19644322, 19644368]	[]
39_22412	chr16	30070130	30070530	+	975	29.0	[8.329008]	[204]	[]	[]	[30070340]	[]
39_22416	chr16	30524246	30524646	+	1000	29.0	[]	[]	[8.260495]	[223]	[]	[30524484]
39_22419	chr16	30927831	30928231	+	1000	29.0	[8.260495, 9.738007]	[142, 163]	[]	[]	[30928042, 30928063]	[]
39_22429	chr16	56450239	56450639	+	1000	29.0	[7.748347, 8.329008]	[89, 154]	[]	[]	[56450409, 56450474]	[]
39_22433	chr16	58020655	58021055	+	1000	29.0	[10.586677, 7.748347]	[96, 152]	[]	[]	[58020824, 58020880]	[]
39_22435	chr16	58511879	58512279	+	786	29.0	[]	[]	[10.370103]	[112]	[]	[58512072]
39_2244	chr22	22702618	22703018	+	1000	60.0	[7.7944894]	[149]	[]	[]	[22702797]	[]
39_22441	chr16	80466371	80466771	+	981	29.0	[10.370103]	[145]	[8.502309]	[91]	[80466594]	[80466540]
39_22458	chr16	85558026	85558426	+	872	29.0	[10.370103]	[214]	[]	[]	[85558271]	[]
39_22462	chr16	88508342	88508742	+	1000	29.0	[8.892592]	[179]	[]	[]	[88508573]	[]
39_22472	chr17	1710471	1710871	+	1000	29.0	[]	[]	[8.044104]	[60]	[]	[1710627]
39_22473	chr17	2398507	2398907	+	1000	29.0	[]	[]	[8.017088]	[71]	[]	[2398677]
39_22477	chr17	7437807	7438207	+	1000	29.0	[8.502309]	[121]	[]	[]	[7437965]	[]
39_22489	chr17	32341062	32341462	+	932	29.0	[]	[]	[10.370103]	[133]	[]	[32341290]
39_2249	chr22	23255475	23255875	+	1000	60.0	[]	[]	[9.738007]	[140]	[]	[23255688]
39_22491	chr17	34361403	34361803	+	586	29.0	[10.370103]	[158]	[8.017088]	[78]	[34361644]	[34361564]
39_225	chrX	48936979	48937379	+	1000	130.0	[9.738007]	[69]	[8.892592]	[81]	[48937145]	[48937157]
39_22500	chr17	41689848	41690248	+	984	29.0	[7.151105]	[156]	[]	[]	[41690077]	[]
39_22517	chr17	46863013	46863413	+	570	29.0	[]	[]	[10.586677]	[311]	[]	[46863232]
39_22520	chr17	47896575	47896975	+	1000	29.0	[]	[]	[7.748347]	[200]	[]	[47896810]
39_22526	chr17	50108609	50109009	+	1000	29.0	[8.892592]	[120]	[]	[]	[50108810]	[]
39_22538	chr17	64231061	64231461	+	1000	29.0	[7.7944894]	[156]	[]	[]	[64231233]	[]
39_22539	chr17	64662505	64662905	+	822	29.0	[]	[]	[7.7944894]	[154]	[]	[64662754]
39_2254	chr3	33798882	33799282	+	1000	60.0	[10.586677]	[130]	[]	[]	[33799070]	[]
39_22548	chr17	76246464	76246864	+	1000	29.0	[]	[]	[7.397283]	[151]	[]	[76246653]
39_22560	chr17	79393256	79393656	+	931	29.0	[10.586677]	[113]	[]	[]	[79393444]	[]
39_2257	chr3	42836545	42836945	+	1000	60.0	[7.2151175]	[92]	[]	[]	[42836735]	[]
39_22570	chr17_GL000205v2_random	57854	58254	+	842	29.0	[10.586677]	[192]	[]	[]	[58094]	[]
39_22579	chr18	8659893	8660293	+	575	29.0	[8.044104, 7.3683157]	[162, 167]	[]	[]	[8660118, 8660123]	[]
39_22582	chr18	9871204	9871604	+	964	29.0	[]	[]	[8.260495]	[82]	[]	[9871365]
39_22606	chr19	2289234	2289634	+	1000	29.0	[7.748347]	[59]	[]	[]	[2289390]	[]
39_22626	chr19	7868389	7868789	+	1000	29.0	[]	[]	[8.502309]	[157]	[]	[7868588]
39_22633	chr19	10718741	10719141	+	1000	29.0	[7.3683157]	[57]	[]	[]	[10718895]	[]
39_22637	chr19	12333352	12333752	+	1000	29.0	[]	[]	[7.2151175]	[144]	[]	[12333558]
39_22645	chr19	14348410	14348810	+	1000	29.0	[8.260495]	[146]	[]	[]	[14348638]	[]
39_22648	chr19	14516213	14516613	+	998	29.0	[]	[]	[8.329008]	[60]	[]	[14516371]
39_22649	chr19	14786275	14786675	+	978	29.0	[]	[]	[8.260495]	[89]	[]	[14786464]
39_22673	chr19	39498244	39498644	+	838	29.0	[]	[]	[8.017088, 10.370103, 10.370103]	[148, 170, 178]	[]	[39498436, 39498458, 39498466]
39_2271	chr6	32971438	32971838	+	1000	60.0	[]	[]	[8.892592]	[123]	[]	[32971650]
39_22711	chr19	51002624	51003024	+	1000	29.0	[7.397283]	[162]	[10.370103]	[180]	[51002806]	[51002824]
39_22716	chr19	51531398	51531798	+	747	29.0	[]	[]	[8.260495]	[97]	[]	[51531584]
39_22729	chr19	55354208	55354608	+	1000	29.0	[7.748347]	[151]	[]	[]	[55354437]	[]
39_22736	chr2	9004088	9004488	+	1000	29.0	[]	[]	[7.3683157]	[164]	[]	[9004328]
39_22757	chr2	27211286	27211686	+	1000	29.0	[7.151105]	[180]	[]	[]	[27211501]	[]
39_22758	chr2	27703661	27704061	+	1000	29.0	[7.7944894]	[180]	[]	[]	[27703853]	[]
39_22762	chr2	39515275	39515675	+	1000	29.0	[]	[]	[10.370103]	[191]	[]	[39515503]
39_22763	chr2	43426424	43426824	+	1000	29.0	[]	[]	[10.370103]	[112]	[]	[43426627]
39_22766	chr2	45650263	45650663	+	868	29.0	[]	[]	[10.586677]	[142]	[]	[45650447]
39_22770	chr2	55111290	55111690	+	770	29.0	[]	[]	[8.044104]	[168]	[]	[55111461]
39_22774	chr2	65377497	65377897	+	1000	29.0	[9.738007]	[136]	[]	[]	[65377709]	[]
