#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_1	chr7	4775392	4775792	+	1000	1223.0	[11.787619, 12.827876, 12.827922]	[83, 95, 127]	[6.3357368, 12.086817, 12.367886]	[83, 95, 127]	[4775572, 4775584, 4775616]	[4775572, 4775584, 4775616]
77_14917	chr8	143407408	143407808	+	1000	59.0	[9.702637]	[101]	[10.161823]	[101]	[143407608]	[143407608]
77_14941	chr9	138207322	138207722	+	1000	59.0	[10.442892]	[112]	[9.702682]	[112]	[138207534]	[138207534]
77_14950	chr1	936816	937216	+	1000	58.0	[7.0282474]	[125]	[]	[]	[936985]	[]
77_14967	chr1	39271938	39272338	+	1000	58.0	[12.742989]	[109]	[7.468907, 7.5088897]	[78, 109]	[39272140]	[39272109, 39272140]
77_1497	chr4	77156968	77157368	+	1000	385.0	[12.086817]	[108]	[12.827876]	[108]	[77157175]	[77157175]
77_14973	chr1	90704831	90705231	+	1000	58.0	[13.541038]	[114]	[13.783291]	[114]	[90705041]	[90705041]
77_14980	chr1	155050720	155051120	+	1000	58.0	[]	[]	[6.924056]	[119]	[]	[155050929]
77_14982	chr1	159015464	159015864	+	1000	58.0	[6.173662, 11.344889]	[77, 145]	[]	[]	[159015618, 159015686]	[]
77_14983	chr1	161021212	161021612	+	1000	58.0	[7.766054, 8.559837]	[82, 107]	[]	[]	[161021367, 161021392]	[]
77_14987	chr1	203346688	203347088	+	1000	58.0	[8.604708, 12.678137, 10.368816]	[95, 117, 150]	[12.863889, 11.70322, 6.768257]	[95, 117, 150]	[203346880, 203346902, 203346935]	[203346880, 203346902, 203346935]
77_1499	chr6	122399346	122399746	+	1000	385.0	[8.712692]	[125]	[9.913788]	[125]	[122399559]	[122399559]
77_15	chr11	126211525	126211925	+	1000	1111.0	[10.415798, 9.242645]	[97, 127]	[11.858298, 10.902928]	[97, 127]	[126211719, 126211749]	[126211719, 126211749]
77_150	chr1	42682147	42682547	+	1000	845.0	[6.9333253]	[86]	[]	[]	[42682332]	[]
77_1500	chr7	13991368	13991768	+	1000	385.0	[10.415798]	[105]	[11.858298]	[105]	[13991571]	[13991571]
77_15003	chr10	71064663	71065063	+	1000	58.0	[8.017387]	[113]	[6.679178]	[113]	[71064870]	[71064870]
77_15008	chr10	117375460	117375860	+	1000	58.0	[7.777689]	[107]	[7.3176527]	[107]	[117375656]	[117375656]
77_1501	chr10	119080639	119081039	+	1000	384.0	[13.817017]	[89]	[12.61677]	[89]	[119080823]	[119080823]
77_15014	chr11	47148266	47148666	+	1000	58.0	[7.7848682, 16.90268]	[88, 106]	[11.5764675, 11.66858]	[88, 106]	[47148450, 47148468]	[47148450, 47148468]
77_15019	chr11	68128630	68129030	+	1000	58.0	[6.712904]	[99]	[7.0931196]	[99]	[68128828]	[68128828]
77_1502	chr12	117005436	117005836	+	1000	384.0	[9.657327]	[91]	[8.457079]	[91]	[117005627]	[117005627]
77_15020	chr11	69192370	69192770	+	1000	58.0	[7.340239, 10.691777]	[86, 102]	[10.691777]	[102]	[69192554, 69192570]	[69192570]
77_15041	chr12	103505585	103505985	+	1000	58.0	[11.582319, 7.3339367]	[80, 130]	[11.582319]	[80]	[103505761, 103505811]	[103505761]
77_15042	chr12	103800211	103800611	+	1000	58.0	[12.863889]	[111]	[8.604708]	[111]	[103800413]	[103800413]
77_15044	chr12	107685444	107685844	+	1000	58.0	[]	[]	[10.389888]	[89]	[]	[107685608]
77_1505	chr5	179818923	179819323	+	1000	384.0	[11.487917, 6.923335]	[76, 106]	[6.3393655, 8.106478]	[76, 106]	[179819097, 179819127]	[179819097, 179819127]
77_15054	chr13	108158741	108159141	+	1000	58.0	[7.9271264]	[100]	[8.668185]	[100]	[108158936]	[108158936]
77_1506	chr10	80203091	80203491	+	1000	383.0	[9.804418]	[99]	[9.942381]	[99]	[80203290]	[80203290]
77_15061	chr14	93036286	93036686	+	1000	58.0	[10.719419, 7.2139645, 6.2918677]	[84, 115, 124]	[9.502248, 6.9717116]	[84, 115]	[93036469, 93036500, 93036509]	[93036469, 93036500]
77_15078	chr16	1044436	1044836	+	1000	58.0	[9.702682]	[122]	[10.442892]	[122]	[1044642]	[1044642]
77_15087	chr16	47029117	47029517	+	1000	58.0	[8.329096]	[101]	[9.76405]	[101]	[47029312]	[47029312]
77_15102	chr17	21452391	21452791	+	1000	58.0	[7.2139645]	[111]	[6.9717116]	[111]	[21452590]	[21452590]
77_15107	chr17	49570024	49570424	+	1000	58.0	[6.4237375]	[58]	[]	[]	[49570181]	[]
77_1512	chr17	40100516	40100916	+	1000	383.0	[10.817995]	[80]	[]	[]	[40100695]	[]
77_15133	chr2	18440778	18441178	+	1000	58.0	[7.340239, 15.742009]	[96, 103]	[15.742009]	[103]	[18440968, 18440975]	[18440975]
77_15137	chr2	33360615	33361015	+	1000	58.0	[6.342368]	[106]	[13.018968]	[106]	[33360819]	[33360819]
77_15143	chr2	85538589	85538989	+	1000	58.0	[9.668331]	[158]	[]	[]	[85538829]	[]
77_15145	chr2	96122413	96122813	+	1000	58.0	[10.869158]	[109]	[9.885845]	[109]	[96122618]	[96122618]
77_15153	chr2	168975867	168976267	+	1000	58.0	[9.363774, 9.304013]	[82, 100]	[8.789132]	[100]	[168976042, 168976060]	[168976060]
77_15160	chr2	235469008	235469408	+	1000	58.0	[7.2571707, 14.94396]	[110, 124]	[9.467608]	[124]	[235469216, 235469230]	[235469230]
77_15161	chr2	238950536	238950936	+	1000	58.0	[15.742009]	[108]	[15.742009]	[108]	[238950743]	[238950743]
77_15168	chr20	64240030	64240430	+	1000	58.0	[9.242645]	[97]	[10.902928]	[97]	[64240223]	[64240223]
77_15171	chr21	46120010	46120410	+	1000	58.0	[10.902928, 7.4950976]	[78, 146]	[9.242645]	[78]	[46120171, 46120239]	[46120171]
77_15176	chr22	19712269	19712669	+	1000	58.0	[]	[]	[7.393361]	[131]	[]	[19712465]
77_15185	chr22	21673684	21674084	+	1000	58.0	[7.534675]	[156]	[]	[]	[21673877]	[]
77_152	chr12	93570691	93571091	+	1000	844.0	[12.367886]	[90]	[12.827922]	[90]	[93570881]	[93570881]
77_15224	chr3	42051813	42052213	+	1000	58.0	[7.4660916, 12.029826]	[87, 102]	[7.519894]	[87]	[42051995, 42052010]	[42051995]
77_15226	chr3	48663363	48663763	+	1000	58.0	[6.712904]	[92]	[7.0931196, 6.437684]	[92, 112]	[48663553]	[48663553, 48663573]
77_15235	chr3	183392411	183392811	+	1000	58.0	[9.743587]	[126]	[7.7096124, 13.777439]	[89, 126]	[183392627]	[183392590, 183392627]
77_15237	chr3	195077708	195078108	+	1000	58.0	[15.742009]	[117]	[15.742009]	[117]	[195077899]	[195077899]
77_15239	chr4	6855618	6856018	+	1000	58.0	[8.497726]	[100]	[8.497726]	[100]	[6855818]	[6855818]
77_15243	chr4	68349937	68350337	+	1000	58.0	[7.1847854, 10.378852]	[136, 141]	[6.4017863, 10.432654]	[136, 141]	[68350169, 68350174]	[68350169, 68350174]
77_15244	chr4	78646087	78646487	+	836	58.0	[]	[]	[9.178057]	[128]	[]	[78646303]
77_15250	chr5	1200035	1200435	+	1000	58.0	[8.478322]	[112]	[8.573783]	[74]	[1200234]	[1200196]
77_15251	chr5	14153097	14153497	+	1000	58.0	[9.242645]	[111]	[10.902928]	[111]	[14153304]	[14153304]
77_1526	chr5	176537262	176537662	+	1000	381.0	[9.913788]	[104]	[8.712692]	[104]	[176537463]	[176537463]
77_15261	chr5	90644988	90645388	+	1000	58.0	[6.247253]	[96]	[7.9725304]	[130]	[90645180]	[90645214]
77_15276	chr6	21523639	21524039	+	1000	58.0	[8.497726]	[129]	[8.497726]	[129]	[21523850]	[21523850]
77_15281	chr6	42563905	42564305	+	1000	58.0	[]	[]	[6.399996]	[117]	[]	[42564095]
77_15286	chr6	106086081	106086481	+	1000	58.0	[6.1814847]	[82]	[]	[]	[106086244]	[]
77_15289	chr6	170235614	170236014	+	1000	58.0	[10.218359]	[136]	[8.637897]	[136]	[170235835]	[170235835]
77_1529	chr11	57515602	57516002	+	1000	380.0	[9.913788]	[107]	[8.712692]	[107]	[57515807]	[57515807]
77_15293	chr7	39732961	39733361	+	1000	58.0	[7.4950333]	[111]	[6.971757]	[111]	[39733169]	[39733169]
77_153	chr1	15526617	15527017	+	1000	843.0	[15.742009]	[104]	[15.742009]	[104]	[15526817]	[15526817]
77_15303	chr7	78523909	78524309	+	1000	58.0	[10.409166]	[93]	[10.62695]	[93]	[78524098]	[78524098]
77_15304	chr7	87111877	87112277	+	1000	58.0	[7.960852]	[126]	[7.7439175]	[126]	[87112090]	[87112090]
77_15308	chr7	106589199	106589599	+	1000	58.0	[6.618347]	[177]	[11.852447]	[177]	[106589415]	[106589415]
77_1531	chr16	85416322	85416722	+	1000	380.0	[7.3176527]	[90]	[7.777689]	[90]	[85416512]	[85416512]
77_15314	chr8	26279019	26279419	+	1000	58.0	[8.457079]	[144]	[9.657327]	[144]	[26279229]	[26279229]
77_15318	chr8	37807740	37808140	+	1000	58.0	[7.5505943, 8.1323805, 10.902928]	[64, 88, 103]	[9.242645]	[103]	[37807892, 37807916, 37807931]	[37807931]
77_1532	chr19	5790627	5791027	+	1000	380.0	[11.074457]	[125]	[]	[]	[5790848]	[]
77_15323	chr8	122638726	122639126	+	1000	58.0	[6.178773]	[103]	[6.864139]	[103]	[122638928]	[122638928]
77_15325	chr8	130642203	130642603	+	1000	58.0	[8.203105]	[112]	[7.5016646]	[112]	[130642403]	[130642403]
77_1534	chr22	44026873	44027273	+	1000	380.0	[10.415798]	[99]	[11.858298]	[99]	[44027068]	[44027068]
77_15346	chr9	131264120	131264520	+	1000	58.0	[6.9946923]	[101]	[]	[]	[131264311]	[]
77_15347	chr9	134004410	134004810	+	1000	58.0	[8.107944]	[87]	[9.2292185]	[87]	[134004595]	[134004595]
77_15349	chrX	115311671	115312071	+	1000	58.0	[11.616045]	[106]	[10.658051]	[106]	[115311859]	[115311859]
77_1535	chr3	66220770	66221170	+	1000	380.0	[10.415798]	[113]	[11.858298]	[113]	[66220975]	[66220975]
77_15350	chr1	2126352	2126752	+	1000	57.0	[11.66858, 6.2301664]	[121, 143]	[16.90268]	[121]	[2126538, 2126560]	[2126538]
77_15351	chr1	2174345	2174745	+	1000	57.0	[9.022944]	[150]	[8.789086]	[150]	[2174549]	[2174549]
77_15352	chr1	3317365	3317765	+	1000	57.0	[7.283927]	[120]	[8.701957]	[120]	[3317583]	[3317583]
77_15353	chr1	7437796	7438196	+	1000	57.0	[15.742009]	[93]	[15.742009]	[93]	[7437988]	[7437988]
77_15355	chr1	14142484	14142884	+	1000	57.0	[12.367886]	[158]	[12.827922]	[158]	[14142710]	[14142710]
77_1536	chr6	10722636	10723036	+	1000	380.0	[7.50171]	[87]	[8.484174]	[87]	[10722823]	[10722823]
77_15362	chr1	26233764	26234164	+	1000	57.0	[6.6591177]	[131]	[]	[]	[26233981]	[]
77_15367	chr1	32471240	32471640	+	1000	57.0	[7.879425]	[117]	[6.8171406]	[117]	[32471448]	[32471448]
77_1537	chr1	108816321	108816721	+	1000	379.0	[10.869158]	[95]	[9.885845]	[95]	[108816512]	[108816512]
77_15377	chr1	119713130	119713530	+	1000	57.0	[6.5320864]	[106]	[6.5320864]	[106]	[119713314]	[119713314]
77_15378	chr1	121519461	121519861	+	1000	57.0	[7.4329224]	[97]	[10.518601]	[97]	[121519633]	[121519633]
77_15391	chr1	226650189	226650589	+	1000	57.0	[14.977686]	[97]	[8.54334]	[97]	[226650381]	[226650381]
77_15392	chr1	230071378	230071778	+	1000	57.0	[7.50171]	[144]	[8.484174]	[144]	[230071597]	[230071597]
77_15395	chr1	234776433	234776833	+	1000	57.0	[]	[]	[7.5606484]	[111]	[]	[234776598]
77_15399	chr10	14838181	14838581	+	1000	57.0	[]	[]	[6.185811]	[156]	[]	[14838398]
77_154	chr4	83455683	83456083	+	1000	842.0	[12.827922]	[96]	[12.367886]	[96]	[83455877]	[83455877]
77_1540	chr21	38831511	38831911	+	1000	379.0	[13.838806]	[110]	[7.6297903]	[110]	[38831718]	[38831718]
77_15402	chr10	43109376	43109776	+	1000	57.0	[10.902928]	[105]	[9.242645]	[105]	[43109579]	[43109579]
77_15403	chr10	44913754	44914154	+	1000	57.0	[13.838806]	[89]	[7.6297903, 6.9198985]	[89, 116]	[44913941]	[44913941, 44913968]
77_15404	chr10	61896728	61897128	+	1000	57.0	[9.709861]	[90]	[14.701707]	[90]	[61896910]	[61896910]
77_15408	chr10	97037793	97038193	+	1000	57.0	[12.61677]	[110]	[13.817017]	[110]	[97037985]	[97037985]
77_15409	chr10	118108237	118108637	+	1000	57.0	[8.362677, 7.0931196]	[79, 114]	[6.712904]	[114]	[118108407, 118108442]	[118108442]
77_1541	chr8	10334694	10335094	+	1000	379.0	[8.701957]	[104]	[7.283927]	[104]	[10334896]	[10334896]
77_15414	chr11	36345016	36345416	+	1000	57.0	[12.827876]	[129]	[12.086817]	[129]	[36345224]	[36345224]
77_15419	chr11	63917879	63918279	+	1000	57.0	[6.9717116]	[101]	[7.2139645]	[101]	[63918080]	[63918080]
77_15421	chr11	65614120	65614520	+	1000	57.0	[7.400541]	[115]	[9.766744]	[115]	[65614332]	[65614332]
77_15429	chr12	57936019	57936419	+	1000	57.0	[7.6818066]	[138]	[11.507696]	[138]	[57936239]	[57936239]
77_15435	chr12	131070615	131071015	+	1000	57.0	[10.2401495, 6.737386]	[79, 132]	[]	[]	[131070792, 131070845]	[]
77_15439	chr14	53953264	53953664	+	1000	57.0	[12.367886]	[109]	[12.827922]	[109]	[53953471]	[53953471]
77_15443	chr14	100037355	100037755	+	1000	57.0	[10.869158]	[91]	[9.885845]	[91]	[100037543]	[100037543]
77_15449	chr15	89750653	89751053	+	1000	57.0	[7.243577]	[78]	[]	[]	[89750822]	[]
77_15455	chr16	30534823	30535223	+	1000	57.0	[8.133572]	[110]	[]	[]	[30535027]	[]
77_15458	chr16	56246508	56246908	+	1000	57.0	[13.247486]	[102]	[8.754446]	[102]	[56246703]	[56246703]
77_15460	chr16	74756240	74756640	+	1000	57.0	[9.743587]	[112]	[13.777439]	[112]	[74756444]	[74756444]
77_15461	chr16	87891814	87892214	+	1000	57.0	[7.4950333]	[111]	[6.971757]	[111]	[87892021]	[87892021]
77_15464	chr17	17028114	17028514	+	1000	57.0	[]	[]	[10.863305]	[136]	[]	[17028333]
77_15465	chr17	27280528	27280928	+	1000	57.0	[10.307449]	[81]	[8.882053]	[81]	[27280708]	[27280708]
77_15472	chr17	47868164	47868564	+	1000	57.0	[8.294456]	[90]	[13.988591]	[90]	[47868352]	[47868352]
77_15483	chr18	35580991	35581391	+	1000	57.0	[6.5290837]	[96]	[]	[]	[35581185]	[]
77_15495	chr19	45499178	45499578	+	1000	57.0	[8.639347]	[124]	[8.639347]	[124]	[45499394]	[45499394]
77_15504	chr2	11743863	11744263	+	1000	57.0	[9.268613]	[102]	[]	[]	[11744051]	[]
77_15507	chr2	49974020	49974420	+	1000	57.0	[11.70322]	[94]	[12.678137]	[94]	[49974214]	[49974214]
77_15509	chr2	64115930	64116330	+	1000	57.0	[9.885845]	[122]	[10.869158]	[122]	[64116138]	[64116138]
77_1551	chr21	45255334	45255734	+	1000	377.0	[9.778227, 11.616045]	[97, 112]	[9.552897, 10.658051]	[97, 112]	[45255527, 45255542]	[45255527, 45255542]
77_15513	chr2	74530473	74530873	+	1000	57.0	[6.737386]	[146]	[]	[]	[74530700]	[]
77_15516	chr2	102082867	102083267	+	1000	57.0	[12.827876]	[101]	[12.086817]	[101]	[102083068]	[102083068]
77_15527	chr2	219551500	219551900	+	1000	57.0	[6.638809]	[107]	[6.404103]	[107]	[219551693]	[219551693]
77_15528	chr2	222981999	222982399	+	1000	57.0	[]	[]	[9.489765]	[121]	[]	[222982212]
77_15530	chr2	230929274	230929674	+	1000	57.0	[6.754243, 7.2477355]	[102, 112]	[6.328512]	[112]	[230929470, 230929480]	[230929480]
77_15538	chr20	35318491	35318891	+	1000	57.0	[10.477165]	[163]	[9.744501]	[163]	[35318724]	[35318724]
77_15539	chr20	38446510	38446910	+	1000	57.0	[8.219648]	[130]	[]	[]	[38446705]	[]
77_15543	chr20	52871301	52871701	+	1000	57.0	[]	[]	[12.063598]	[112]	[]	[52871505]
77_15551	chr21	40133980	40134380	+	1000	57.0	[6.2406216, 12.61677]	[90, 108]	[13.817017]	[108]	[40134162, 40134180]	[40134180]
77_15552	chr21	46131048	46131448	+	1000	57.0	[6.247253, 10.902928]	[76, 93]	[9.242645]	[93]	[46131215, 46131232]	[46131232]
77_15553	chr22	16825270	16825670	+	1000	57.0	[13.432689]	[119]	[10.807047]	[119]	[16825465]	[16825465]
77_15554	chr22	19196209	19196609	+	1000	57.0	[]	[]	[6.182951]	[148]	[]	[19196446]
77_15556	chr22	19772623	19773023	+	1000	57.0	[6.185811]	[96]	[]	[]	[19772811]	[]
77_15557	chr22	19848812	19849212	+	1000	57.0	[6.5529537]	[162]	[]	[]	[19849044]	[]
77_15587	chr22	22695354	22695754	+	1000	57.0	[7.8929586]	[157]	[10.058565]	[157]	[22695571]	[22695571]
77_1559	chr7	117014690	117015090	+	1000	376.0	[7.9946666, 8.54334]	[98, 103]	[14.977686]	[103]	[117014883, 117014888]	[117014888]
77_15598	chr22	23288931	23289331	+	1000	57.0	[]	[]	[6.1748533]	[133]	[]	[23289124]
77_15607	chr3	37969012	37969412	+	1000	57.0	[11.858298]	[123]	[10.415798]	[123]	[37969220]	[37969220]
77_15608	chr3	43748209	43748609	+	1000	57.0	[8.733058]	[124]	[8.490806]	[124]	[43748417]	[43748417]
77_1561	chr17	73092520	73092920	+	1000	375.0	[6.638809]	[90]	[6.404103]	[90]	[73092708]	[73092708]
77_15611	chr3	47282844	47283244	+	1000	57.0	[8.453859]	[135]	[7.307415]	[135]	[47283078]	[47283078]
77_1562	chr18	80108761	80109161	+	1000	375.0	[8.017387, 6.342368]	[97, 109]	[6.679178, 13.018968]	[97, 109]	[80108955, 80108967]	[80108955, 80108967]
77_15628	chr4	101347511	101347911	+	1000	57.0	[8.382457]	[117]	[]	[]	[101347710]	[]
77_15630	chr4	121696046	121696446	+	1000	57.0	[8.754492]	[60]	[13.528555]	[60]	[121696205]	[121696205]
77_1564	chr2	112541974	112542374	+	1000	375.0	[]	[]	[12.029826]	[94]	[]	[112542167]
77_15642	chr5	139272704	139273104	+	1000	57.0	[16.90268]	[115]	[11.66858]	[115]	[139272918]	[139272918]
77_15650	chr6	2667167	2667567	+	1000	57.0	[15.742009]	[134]	[15.742009]	[134]	[2667373]	[2667373]
77_1566	chr7	87004477	87004877	+	1000	375.0	[]	[]	[12.029826]	[98]	[]	[87004675]
77_15660	chr6	35468292	35468692	+	1000	57.0	[6.1788387]	[112]	[]	[]	[35468481]	[]
77_15662	chr6	36266915	36267315	+	965	57.0	[8.701957, 7.0763535]	[82, 153]	[7.283927]	[82]	[36267088, 36267159]	[36267088]
77_15678	chr7	1707092	1707492	+	1000	57.0	[10.218359]	[107]	[8.637897]	[107]	[1707290]	[1707290]
77_1568	chr7	135510103	135510503	+	1000	375.0	[9.702682]	[96]	[10.442892]	[96]	[135510299]	[135510299]
77_15681	chr7	23531840	23532240	+	1000	57.0	[6.9501348]	[129]	[8.259226]	[129]	[23532053]	[23532053]
77_15688	chr7	101880559	101880959	+	1000	57.0	[15.742009, 9.942381]	[85, 142]	[15.742009, 9.804418]	[85, 142]	[101880727, 101880784]	[101880727, 101880784]
77_1570	chr8	18083944	18084344	+	1000	375.0	[8.103613]	[101]	[6.6007094]	[101]	[18084143]	[18084143]
77_15705	chr8	60651552	60651952	+	1000	57.0	[]	[]	[6.4583592]	[99]	[]	[60651742]
77_15708	chr8	94155053	94155453	+	1000	57.0	[10.415798]	[81]	[11.858298, 8.19934]	[81, 155]	[94155218]	[94155218, 94155292]
77_15709	chr8	97865660	97866060	+	1000	57.0	[]	[]	[6.658361]	[113]	[]	[97865871]
77_15710	chr8	100457896	100458296	+	1000	57.0	[10.218359]	[71]	[8.637897]	[71]	[100458051]	[100458051]
77_15715	chr8	144754903	144755303	+	1000	57.0	[10.442892]	[129]	[9.702682]	[129]	[144755113]	[144755113]
77_15719	chr9	109345297	109345697	+	1000	57.0	[7.283927]	[98]	[8.701957]	[98]	[109345488]	[109345488]
77_15727	chr9	130986885	130987285	+	1000	57.0	[7.4891815]	[185]	[]	[]	[130987122]	[]
77_15732	chr9	131221480	131221880	+	1000	57.0	[]	[]	[7.192928]	[68]	[]	[131221632]
77_15733	chr9	131227034	131227434	+	1000	57.0	[]	[]	[8.123334]	[122]	[]	[131227254]
77_15736	chr9	136664003	136664403	+	1000	57.0	[8.203105]	[100]	[7.5016646]	[100]	[136664201]	[136664201]
77_15743	chrX	135170772	135171172	+	1000	57.0	[8.107944]	[99]	[9.2292185]	[99]	[135170970]	[135170970]
77_15744	chr1	10771817	10772217	+	1000	56.0	[13.817017]	[157]	[12.61677]	[157]	[10772058]	[10772058]
77_15749	chr1	16904910	16905310	+	1000	56.0	[8.795217]	[126]	[6.3150864]	[126]	[16905134]	[16905134]
77_15750	chr1	18926410	18926810	+	1000	56.0	[8.484174]	[123]	[7.50171]	[123]	[18926626]	[18926626]
77_15752	chr1	19209430	19209830	+	1000	56.0	[7.2139645]	[108]	[6.9717116]	[108]	[19209631]	[19209631]
77_15764	chr1	39900568	39900968	+	1000	56.0	[7.2477355]	[113]	[6.328512]	[113]	[39900771]	[39900771]
77_15775	chr1	117120834	117121234	+	1000	56.0	[7.3519254]	[118]	[7.8195086]	[118]	[117121045]	[117121045]
77_15778	chr1	153465760	153466160	+	1000	56.0	[7.0931196]	[108]	[6.712904]	[108]	[153465961]	[153465961]
77_15781	chr1	164703406	164703806	+	1000	56.0	[10.2401495]	[116]	[]	[]	[164703608]	[]
77_15782	chr1	183936002	183936402	+	1000	56.0	[8.754492]	[102]	[13.528555, 8.067076, 8.067076]	[102, 121, 135]	[183936192]	[183936192, 183936211, 183936225]
77_15791	chr1	247209387	247209787	+	1000	56.0	[8.604708]	[193]	[12.863889]	[193]	[247209630]	[247209630]
77_15795	chr10	35447612	35448012	+	1000	56.0	[7.5941787]	[115]	[7.5772552]	[115]	[35447823]	[35447823]
77_15798	chr10	48708100	48708500	+	1000	56.0	[12.61677]	[113]	[13.817017]	[113]	[48708303]	[48708303]
77_1580	chr16	58515257	58515657	+	1000	373.0	[6.5320864]	[93]	[6.5320864]	[93]	[58515449]	[58515449]
77_15800	chr10	50675551	50675951	+	1000	56.0	[8.017387]	[126]	[6.679178]	[126]	[50675765]	[50675765]
77_15802	chr10	68074754	68075154	+	1000	56.0	[]	[]	[8.275141]	[55]	[]	[68074909]
77_15810	chr10	97689624	97690024	+	1000	56.0	[13.988545, 7.1628027]	[109, 117]	[8.013387]	[109]	[97689833, 97689841]	[97689833]
77_15816	chr11	747915	748315	+	1000	56.0	[7.0931196]	[123]	[6.712904]	[123]	[748121]	[748121]
77_15819	chr11	9752159	9752559	+	1000	56.0	[]	[]	[10.924718]	[110]	[]	[9752363]
77_15820	chr11	10392759	10393159	+	1000	56.0	[11.582319]	[127]	[11.582319]	[127]	[10392962]	[10392962]
77_15821	chr11	47552421	47552821	+	1000	56.0	[7.345294]	[115]	[6.58816]	[115]	[47552573]	[47552573]
77_15827	chr11	70804442	70804842	+	1000	56.0	[15.742009]	[135]	[15.742009]	[135]	[70804652]	[70804652]
77_15830	chr11	112276778	112277178	+	1000	56.0	[8.701957]	[97]	[7.283927]	[97]	[112276970]	[112276970]
77_15835	chr12	27821264	27821664	+	1000	56.0	[6.404103]	[99]	[6.638809]	[99]	[27821460]	[27821460]
77_15836	chr12	29518341	29518741	+	1000	56.0	[11.616045]	[103]	[10.658051]	[103]	[29518541]	[29518541]
77_1584	chr1	236524372	236524772	+	1000	372.0	[11.130949, 16.90268]	[69, 106]	[7.635921, 11.66858]	[69, 106]	[236524537, 236524574]	[236524537, 236524574]
77_15840	chr12	53954647	53955047	+	1000	56.0	[7.5288043]	[88]	[6.3285575]	[88]	[53954830]	[53954830]
77_15842	chr12	56990999	56991399	+	1000	56.0	[6.328512]	[112]	[7.2477355]	[112]	[56991206]	[56991206]
77_15865	chr14	23021348	23021748	+	1000	56.0	[6.5881147]	[125]	[7.0642257]	[125]	[23021560]	[23021560]
77_15867	chr14	77014157	77014557	+	1000	56.0	[11.66858]	[126]	[16.90268]	[126]	[77014375]	[77014375]
77_15868	chr14	81533951	81534351	+	1000	56.0	[11.10305]	[96]	[]	[]	[81534147]	[]
77_1588	chr2	11465434	11465834	+	1000	372.0	[8.668185]	[103]	[7.9271264]	[103]	[11465636]	[11465636]
77_15881	chr15	90293349	90293749	+	1000	56.0	[6.8281736]	[110]	[9.834032]	[110]	[90293559]	[90293559]
77_15886	chr16	31141629	31142029	+	1000	56.0	[8.54334]	[123]	[14.977686]	[123]	[31141821]	[31141821]
77_15889	chr16	85082411	85082811	+	1000	56.0	[10.218359]	[137]	[8.637897]	[137]	[85082603]	[85082603]
77_15901	chr17	47790121	47790521	+	1000	56.0	[6.864139]	[101]	[6.178773]	[101]	[47790316]	[47790316]
77_15907	chr17	67031591	67031991	+	1000	56.0	[13.817017]	[135]	[12.61677]	[135]	[67031805]	[67031805]
77_1591	chr14	96361985	96362385	+	1000	371.0	[8.637897]	[94]	[10.218359]	[94]	[96362176]	[96362176]
77_15917	chr18	49561801	49562201	+	1000	56.0	[9.35926]	[114]	[11.967716]	[114]	[49562009]	[49562009]
77_15918	chr19	1249517	1249917	+	1000	56.0	[7.3176527]	[95]	[7.777689]	[95]	[1249705]	[1249705]
77_1592	chr2	219495440	219495840	+	1000	371.0	[10.691777]	[107]	[10.691777]	[107]	[219495641]	[219495641]
77_15921	chr19	3520434	3520834	+	1000	56.0	[8.938358]	[113]	[6.294588]	[142]	[3520615]	[3520644]
77_15924	chr19	9792731	9793131	+	1000	56.0	[7.0931196]	[98]	[6.712904]	[98]	[9792902]	[9792902]
77_1593	chr4	2963191	2963591	+	1000	371.0	[9.022944]	[97]	[8.789086]	[97]	[2963384]	[2963384]
77_15934	chr19	46411453	46411853	+	1000	56.0	[9.648472]	[141]	[]	[]	[46411674]	[]
77_15937	chr19	58554940	58555340	+	1000	56.0	[6.4951406]	[83]	[8.3035145]	[93]	[58555108]	[58555118]
77_1594	chr5	91381623	91382023	+	1000	371.0	[6.923335]	[89]	[8.106478]	[89]	[91381807]	[91381807]
77_15946	chr2	88627707	88628107	+	1000	56.0	[9.419895]	[127]	[]	[]	[88627926]	[]
77_15948	chr2	118750970	118751370	+	1000	56.0	[]	[]	[10.614421]	[69]	[]	[118751137]
