#PeakID(python scan_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_2627	chr16	69186843	69187243	+	1000	76.0	[8.716876]	[94]	[]	[]	[69187036]	[]
686_2628	chr17	18697810	18698210	+	1000	76.0	[]	[]	[9.919916]	[104]	[]	[18697991]
686_2629	chr2	27081213	27081613	+	1000	76.0	[7.867843]	[185]	[11.651423]	[146]	[27081453]	[27081414]
686_2630	chr20	46689500	46689900	+	1000	76.0	[10.647848, 6.659025]	[165, 197]	[7.534257]	[175]	[46689682, 46689714]	[46689692]
686_2631	chr3	125375124	125375524	+	1000	76.0	[]	[]	[9.595095, 9.595095, 7.590616]	[101, 113, 180]	[]	[125375278, 125375290, 125375357]
686_2632	chr5	150700856	150701256	+	1000	76.0	[]	[]	[6.699158]	[189]	[]	[150701103]
686_2634	chr8	66428798	66429198	+	1000	76.0	[8.716876]	[116]	[8.716876]	[102]	[66428998]	[66428984]
686_2635	chr8	79853846	79854246	+	1000	76.0	[7.963109, 9.919916]	[104, 110]	[]	[]	[79854043, 79854049]	[]
686_2637	chr9	131046608	131047008	+	1000	76.0	[9.449611]	[212]	[]	[]	[131046827]	[]
686_2638	chr1	1185486	1185886	+	1000	75.5	[]	[]	[6.591644]	[150]	[]	[1185728]
686_264	chr7	134316835	134317235	+	1000	248.0	[7.0460796]	[98]	[]	[]	[134317028]	[]
686_2641	chr1	148155954	148156354	+	1000	75.5	[12.453062]	[149]	[]	[]	[148156173]	[]
686_2643	chr1	162497616	162498016	+	1000	75.5	[]	[]	[9.595095, 9.56109]	[89, 98]	[]	[162497795, 162497804]
686_2645	chr10	68550744	68551144	+	1000	75.5	[13.115062, 12.453062]	[112, 135]	[]	[]	[68550944, 68550967]	[]
686_2646	chr11	72722039	72722439	+	1000	75.5	[]	[]	[9.054054]	[192]	[]	[72722276]
686_2648	chr14	104077956	104078356	+	1000	75.5	[7.2679267]	[95]	[12.453062]	[112]	[104078144]	[104078161]
686_2649	chr16	30996869	30997269	+	1000	75.5	[6.6342473]	[160]	[9.473548]	[89]	[30997108]	[30997037]
686_265	chr1	32222157	32222557	+	1000	247.5	[12.777884]	[132]	[10.263223]	[98]	[32222375]	[32222341]
686_2650	chr19	17075357	17075757	+	1000	75.5	[6.779136]	[103]	[]	[]	[17075513]	[]
686_2653	chr2	60807090	60807490	+	1000	75.5	[7.230721]	[168]	[]	[]	[60807249]	[]
686_2656	chr5	132190196	132190596	+	1000	75.5	[]	[]	[9.054054]	[102]	[]	[132190371]
686_2657	chr7	66493336	66493736	+	1000	75.5	[6.4641566]	[109]	[]	[]	[66493536]	[]
686_2658	chrX	38327341	38327741	+	1000	75.5	[9.875818]	[91]	[]	[]	[38327520]	[]
686_2659	chr1	45687989	45688389	+	1000	75.0	[13.502466, 12.777884]	[93, 124]	[]	[]	[45688155, 45688186]	[]
686_266	chr1	39799145	39799545	+	1000	247.5	[]	[]	[12.777884]	[108]	[]	[39799350]
686_2660	chr1	88992539	88992939	+	1000	75.0	[7.1942296]	[231]	[]	[]	[88992749]	[]
686_2661	chr1	89994623	89995023	+	1000	75.0	[9.938401]	[102]	[]	[]	[89994821]	[]
686_2662	chr1	99766419	99766819	+	1000	75.0	[]	[]	[9.473548]	[146]	[]	[99766632]
686_2663	chr1	170531868	170532268	+	1000	75.0	[6.4641566]	[143]	[]	[]	[170532038]	[]
686_2664	chr1	183635567	183635967	+	1000	75.0	[]	[]	[7.6718717, 6.3558517]	[120, 127]	[]	[183635750, 183635757]
686_2665	chr1	203287378	203287778	+	1000	75.0	[9.942367]	[226]	[]	[]	[203287601]	[]
686_2668	chr12	96401349	96401749	+	1000	75.0	[10.263223]	[124]	[]	[]	[96401530]	[]
686_2669	chr16	29645706	29646106	+	1000	75.0	[7.9740243, 9.509456]	[114, 150]	[]	[]	[29645896, 29645932]	[]
686_2670	chr16	47461074	47461474	+	1000	75.0	[]	[]	[12.777884]	[112]	[]	[47461246]
686_2671	chr16	57244801	57245201	+	1000	75.0	[]	[]	[7.2606525, 8.725028, 10.257094, 7.123038]	[99, 103, 112, 118]	[]	[57244978, 57244982, 57244991, 57244997]
686_2673	chr2	65227458	65227858	+	1000	75.0	[8.716876]	[158]	[]	[]	[65227645]	[]
686_2674	chr2	230219830	230220230	+	1000	75.0	[6.594993]	[102]	[]	[]	[230219998]	[]
686_2675	chr21	36860165	36860565	+	1000	75.0	[13.115062, 9.054054, 9.054054, 13.115062]	[82, 100, 118, 135]	[]	[]	[36860328, 36860346, 36860364, 36860381]	[]
686_2678	chr22	21870123	21870523	+	1000	75.0	[9.550997]	[220]	[]	[]	[21870364]	[]
686_268	chr19	55634785	55635185	+	1000	247.0	[9.875818, 7.505192]	[120, 145]	[8.716876]	[140]	[55634991, 55635016]	[55635011]
686_2681	chr22	50118779	50119179	+	1000	75.0	[7.265795]	[142]	[]	[]	[50119008]	[]
686_2682	chr3	52154654	52155054	+	1000	75.0	[8.716876]	[146]	[]	[]	[52154876]	[]
686_2686	chr6	29649970	29650370	+	1000	75.0	[]	[]	[8.651784]	[185]	[]	[29650212]
686_2688	chr8	41812703	41813103	+	1000	75.0	[6.770984]	[103]	[9.441459, 16.017126]	[127, 146]	[41812876]	[41812900, 41812919]
686_2689	chr8	124538856	124539256	+	1000	75.0	[9.919916]	[158]	[8.725028]	[183]	[124539077]	[124539102]
686_269	chr19	40778023	40778423	+	1000	246.5	[9.919916]	[136]	[]	[]	[40778245]	[]
686_2690	chr9	133336033	133336433	+	1000	75.0	[8.716876]	[212]	[]	[]	[133336282]	[]
686_2691	chr1	2643093	2643493	+	1000	74.5	[11.95612]	[79]	[9.56109, 6.683428, 6.770984]	[108, 145, 178]	[2643244]	[2643273, 2643310, 2643343]
686_2692	chr1	109213651	109214051	+	1000	74.5	[11.964272]	[148]	[8.716876]	[99]	[109213892]	[109213843]
686_2694	chr1	204763787	204764187	+	1000	74.5	[13.115062]	[87]	[9.938401]	[97]	[204763969]	[204763979]
686_2696	chr11	3854405	3854805	+	1000	74.5	[16.017126]	[98]	[7.9740243]	[175]	[3854559]	[3854636]
686_2697	chr11	63838547	63838947	+	1000	74.5	[9.56109]	[85]	[]	[]	[63838730]	[]
686_2699	chr12	12356874	12357274	+	1000	74.5	[8.41218]	[84]	[]	[]	[12357043]	[]
686_270	chr6	83859467	83859867	+	1000	246.0	[12.777884]	[121]	[]	[]	[83859674]	[]
686_2700	chr12	109461162	109461562	+	1000	74.5	[13.115062]	[80]	[12.712791]	[98]	[109461342]	[109461360]
686_2702	chr13	24512518	24512918	+	1000	74.5	[]	[]	[6.836773]	[180]	[]	[24512765]
686_2704	chr19	1503367	1503767	+	1000	74.5	[9.919916]	[99]	[]	[]	[1503563]	[]
686_2705	chr19	6111334	6111734	+	1000	74.5	[]	[]	[9.373884]	[129]	[]	[6111534]
686_2706	chr19	14439995	14440395	+	1000	74.5	[7.9299264, 13.15916]	[78, 142]	[]	[]	[14440152, 14440216]	[]
686_2707	chr19	48899860	48900260	+	1000	74.5	[6.615581, 7.382767]	[116, 142]	[]	[]	[48900050, 48900076]	[]
686_2708	chr19	57240421	57240821	+	1000	74.5	[]	[]	[9.875818]	[141]	[]	[57240593]
686_2709	chr19	58326835	58327235	+	1000	74.5	[8.725028]	[158]	[7.5927477]	[153]	[58327085]	[58327080]
686_271	chr7	103344570	103344970	+	1000	246.0	[7.590416]	[73]	[12.777884]	[104]	[103344740]	[103344771]
686_2710	chr2	197499778	197500178	+	1000	74.5	[]	[]	[11.098322]	[73]	[]	[197499935]
686_2711	chr20	63658122	63658522	+	1000	74.5	[12.777884, 9.919916]	[120, 133]	[]	[]	[63658297, 63658310]	[]
686_2712	chr3	100400989	100401389	+	1000	74.5	[]	[]	[12.777884]	[164]	[]	[100401185]
686_2713	chr3	121749675	121750075	+	1000	74.5	[]	[]	[9.098152]	[134]	[]	[121749888]
686_2714	chr4	186538184	186538584	+	1000	74.5	[9.919916]	[132]	[]	[]	[186538372]	[]
686_2717	chr7	116950155	116950555	+	1000	74.5	[]	[]	[6.511952]	[148]	[]	[116950386]
686_2718	chr7	153190429	153190829	+	1000	74.5	[]	[]	[12.453062]	[80]	[]	[153190599]
686_2719	chr8	38386013	38386413	+	1000	74.5	[]	[]	[10.82986]	[193]	[]	[38386245]
686_272	chr7	140479190	140479590	+	1000	246.0	[]	[]	[9.473548]	[118]	[]	[140479376]
686_2721	chr8	143289419	143289819	+	1000	74.5	[9.473548]	[111]	[]	[]	[143289608]	[]
686_2722	chr9	127451209	127451609	+	1000	74.5	[9.286342, 6.659025, 6.3342037]	[61, 105, 136]	[]	[]	[127451363, 127451407, 127451438]	[]
686_2724	chrX	109536624	109537024	+	1000	74.5	[11.651423, 7.6718717]	[82, 92]	[10.263223]	[147]	[109536788, 109536798]	[109536853]
686_2725	chr1	5992463	5992863	+	1000	74.0	[7.1942296]	[76]	[]	[]	[5992635]	[]
686_2726	chr1	179129590	179129990	+	1000	74.0	[13.502466]	[139]	[]	[]	[179129817]	[]
686_2727	chr10	70331627	70332027	+	1000	74.0	[]	[]	[9.373884, 13.502466]	[72, 154]	[]	[70331793, 70331875]
686_2728	chr10	72320664	72321064	+	1000	74.0	[]	[]	[13.15916]	[114]	[]	[72320831]
686_2729	chr11	78039999	78040399	+	1000	74.0	[6.466288]	[154]	[9.550997]	[200]	[78040169]	[78040215]
686_273	chr17	36948738	36949138	+	1000	245.5	[12.777884]	[132]	[]	[]	[36948961]	[]
686_2730	chr14	75831384	75831784	+	1000	74.0	[9.919916]	[122]	[]	[]	[75831597]	[]
686_2731	chr15	85008866	85009266	+	1000	74.0	[12.590676]	[83]	[16.017126]	[121]	[85009030]	[85009068]
686_2734	chr19	1624457	1624857	+	1000	74.0	[]	[]	[9.062206]	[150]	[]	[1624679]
686_2735	chr19	4145774	4146174	+	1000	74.0	[11.964272]	[155]	[]	[]	[4146006]	[]
686_2737	chr19	55407836	55408236	+	1000	74.0	[9.106304]	[233]	[]	[]	[55408041]	[]
686_2738	chr2	11132614	11133014	+	1000	74.0	[7.0279646]	[134]	[]	[]	[11132835]	[]
686_274	chr5	173055983	173056383	+	1000	245.0	[]	[]	[12.453062]	[106]	[]	[173056184]
686_2740	chr20	46684278	46684678	+	1000	74.0	[16.017126]	[119]	[]	[]	[46684478]	[]
686_2741	chr3	42652708	42653108	+	1000	74.0	[13.15916, 9.595095]	[112, 128]	[]	[]	[42652904, 42652920]	[]
686_2742	chr4	55948612	55949012	+	1000	74.0	[]	[]	[9.56109]	[112]	[]	[55948812]
686_2743	chr6	34273241	34273641	+	1000	74.0	[16.017126]	[84]	[7.265795]	[57]	[34273425]	[34273398]
686_2744	chr6	136822300	136822700	+	1000	74.0	[]	[]	[8.7474785]	[122]	[]	[136822513]
686_2745	chr7	2314613	2315013	+	1000	74.0	[]	[]	[13.15916]	[113]	[]	[2314817]
686_2746	chr7	39733244	39733644	+	1000	74.0	[]	[]	[7.4277062]	[156]	[]	[39733405]
686_2747	chr7	143263296	143263696	+	1000	74.0	[]	[]	[9.213819]	[114]	[]	[143263495]
686_2748	chr7	151008083	151008483	+	1000	74.0	[6.591644, 9.026612]	[133, 141]	[]	[]	[151008238, 151008246]	[]
686_2749	chr8	2733687	2734087	+	1000	74.0	[11.651423, 8.719781]	[153, 178]	[]	[]	[2733884, 2733909]	[]
686_275	chr1	114716541	114716941	+	1000	244.5	[]	[]	[12.777884]	[129]	[]	[114716759]
686_2750	chr8	42790174	42790574	+	1000	74.0	[13.502466]	[123]	[]	[]	[42790383]	[]
686_2752	chr1	32351119	32351519	+	1000	73.5	[]	[]	[8.52967]	[143]	[]	[32351285]
686_2754	chr1	212414850	212415250	+	1000	73.5	[]	[]	[13.15916]	[149]	[]	[212415072]
686_2755	chr10	110918729	110919129	+	1000	73.5	[8.784873]	[113]	[9.473548]	[130]	[110918929]	[110918946]
686_2756	chr12	103929867	103930267	+	1000	73.5	[10.263223]	[120]	[]	[]	[103930052]	[]
686_2757	chr14	93023017	93023417	+	1000	73.5	[]	[]	[16.017126]	[106]	[]	[93023214]
686_2758	chr17	4142821	4143221	+	1000	73.5	[]	[]	[9.054054]	[124]	[]	[4143023]
686_2759	chr17	28645249	28645649	+	1000	73.5	[]	[]	[10.239052]	[151]	[]	[28645419]
686_276	chr7	73308661	73309061	+	1000	244.5	[12.777884]	[124]	[9.875818]	[90]	[73308882]	[73308848]
686_2760	chr17	81193873	81194273	+	1000	73.5	[]	[]	[16.017126]	[114]	[]	[81194078]
686_2761	chr17	81977407	81977807	+	1000	73.5	[]	[]	[6.683428]	[83]	[]	[81977581]
686_2762	chr19	32405399	32405799	+	1000	73.5	[9.919916]	[98]	[8.52967]	[110]	[32405595]	[32405607]
686_2763	chr19	43983969	43984369	+	1000	73.5	[7.1053114]	[97]	[12.777884]	[133]	[43984157]	[43984193]
686_2764	chr19	51460454	51460854	+	1000	73.5	[]	[]	[9.441459]	[115]	[]	[51460635]
686_2765	chr19	55503895	55504295	+	1000	73.5	[8.716876]	[138]	[]	[]	[55504118]	[]
686_2768	chr20	36843340	36843740	+	1000	73.5	[13.15916, 7.431055, 13.15916]	[86, 98, 127]	[]	[]	[36843504, 36843516, 36843545]	[]
686_277	chr1	117929496	117929896	+	1000	243.5	[6.3558517, 8.725028]	[133, 157]	[9.942367]	[101]	[117929700, 117929724]	[117929668]
686_2771	chr3	47513279	47513679	+	1000	73.5	[]	[]	[8.725028]	[145]	[]	[47513511]
686_2772	chr3	101573845	101574245	+	1000	73.5	[]	[]	[9.026612, 9.919916]	[109, 147]	[]	[101574032, 101574070]
686_2775	chr6	17907355	17907755	+	1000	73.5	[8.224974]	[144]	[]	[]	[17907566]	[]
686_2777	chr6	43687620	43688020	+	1000	73.5	[7.598568]	[159]	[6.703123, 8.716876]	[114, 120]	[43687853]	[43687808, 43687814]
686_2779	chr7	106598740	106599140	+	1000	73.5	[]	[]	[11.098322]	[80]	[]	[106598916]
686_278	chr1	16366891	16367291	+	1000	243.0	[]	[]	[9.213819]	[159]	[]	[16367130]
686_2781	chr8	117520566	117520966	+	1000	73.5	[7.0178514]	[114]	[7.1883307]	[196]	[117520730]	[117520812]
686_2782	chr1	36212779	36213179	+	1000	73.0	[9.106304, 6.5834923, 13.115062]	[95, 117, 124]	[]	[]	[36212956, 36212978, 36212985]	[]
686_2783	chr1	124098799	124099199	+	1000	73.0	[]	[]	[9.286342]	[70]	[]	[124098956]
686_2785	chr1	157367140	157367540	+	1000	73.0	[]	[]	[13.115062]	[98]	[]	[157367318]
686_2786	chr1	234612654	234613054	+	1000	73.0	[10.427574, 9.854824]	[82, 124]	[]	[]	[234612806, 234612848]	[]
686_2788	chr10	26697227	26697627	+	1000	73.0	[7.534257]	[100]	[]	[]	[26697409]	[]
686_2789	chr10	101042881	101043281	+	1000	73.0	[]	[]	[13.115062, 7.2679267]	[103, 153]	[]	[101043079, 101043129]
686_279	chr1_KI270713v1_random	21580	21980	+	1000	242.0	[]	[]	[9.509456]	[73]	[]	[21739]
686_2790	chr11	71453105	71453505	+	1000	73.0	[7.054231]	[170]	[]	[]	[71453293]	[]
686_2791	chr11	71630064	71630464	+	1000	73.0	[12.453062]	[120]	[]	[]	[71630268]	[]
686_2792	chr12	31733700	31734100	+	1000	73.0	[]	[]	[16.017126]	[133]	[]	[31733905]
686_2793	chr12	51885880	51886280	+	1000	73.0	[8.651784, 8.651784]	[86, 102]	[]	[]	[51886058, 51886074]	[]
686_2794	chr15	63121472	63121872	+	1000	73.0	[9.026612, 7.080435]	[130, 152]	[]	[]	[63121684, 63121706]	[]
686_2795	chr16	87806745	87807145	+	896	73.0	[]	[]	[13.502466]	[107]	[]	[87806924]
686_2796	chr17	5191829	5192229	+	1000	73.0	[]	[]	[9.875818]	[131]	[]	[5192047]
686_2797	chr17	75289482	75289882	+	1000	73.0	[7.4055414]	[180]	[]	[]	[75289658]	[]
686_2799	chr19	10119718	10120118	+	1000	73.0	[]	[]	[9.875818]	[175]	[]	[10119921]
686_28	chr6	30066975	30067375	+	1000	510.0	[8.716876, 12.777884]	[131, 145]	[]	[]	[30067205, 30067219]	[]
686_2801	chr2	26764059	26764459	+	1000	73.0	[6.779136, 8.716876]	[103, 128]	[]	[]	[26764247, 26764272]	[]
686_2802	chr2	240604314	240604714	+	1000	73.0	[]	[]	[16.017126]	[119]	[]	[240604516]
686_2804	chr22	19730563	19730963	+	1000	73.0	[8.651784]	[100]	[]	[]	[19730752]	[]
686_2805	chr22	24555595	24555995	+	1000	73.0	[6.765284]	[127]	[]	[]	[24555752]	[]
686_2806	chr22	37242386	37242786	+	1000	73.0	[]	[]	[16.017126]	[160]	[]	[37242561]
686_2807	chr4	6909285	6909685	+	1000	73.0	[]	[]	[6.765284]	[120]	[]	[6909472]
686_2808	chr4	49161115	49161515	+	1000	73.0	[12.777884]	[79]	[]	[]	[49161288]	[]
686_281	chr22	21982627	21983027	+	1000	241.0	[]	[]	[7.0464296]	[81]	[]	[21982791]
686_2810	chr6	37314741	37315141	+	1000	73.0	[]	[]	[8.583661]	[77]	[]	[37314918]
686_2812	chr7	75486101	75486501	+	1000	73.0	[11.95612, 7.123038]	[95, 144]	[]	[]	[75486283, 75486332]	[]
686_2813	chr8	143383538	143383938	+	1000	73.0	[9.213819]	[91]	[7.4703093]	[117]	[143383718]	[143383744]
686_2814	chr1	64864068	64864468	+	1000	72.5	[13.15916]	[173]	[16.017126]	[128]	[64864299]	[64864254]
686_2815	chr1	109090623	109091023	+	1000	72.5	[11.098322]	[66]	[]	[]	[109090787]	[]
686_2816	chr1	116139041	116139441	+	1000	72.5	[6.401559]	[152]	[]	[]	[116139218]	[]
686_2818	chr10	43287305	43287705	+	1000	72.5	[16.017126]	[113]	[]	[]	[43287506]	[]
686_2819	chr11	16337757	16338157	+	1000	72.5	[16.017126]	[90]	[9.854824]	[146]	[16337936]	[16337992]
686_282	chr6	49463174	49463574	+	1000	241.0	[]	[]	[12.777884]	[104]	[]	[49463369]
686_2820	chr11	17077527	17077927	+	1000	72.5	[9.054054, 16.017126, 6.770984]	[115, 134, 171]	[9.098152]	[157]	[17077689, 17077708, 17077745]	[17077731]
686_2822	chr12	53675706	53676106	+	1000	72.5	[6.3558517]	[105]	[]	[]	[53675892]	[]
686_2824	chr15	40323338	40323738	+	1000	72.5	[]	[]	[12.777884]	[160]	[]	[40323569]
686_2825	chr15	42208114	42208514	+	1000	72.5	[]	[]	[13.115062, 6.3558517, 9.106304]	[101, 124, 147]	[]	[42208306, 42208329, 42208352]
686_2826	chr15	67076298	67076698	+	1000	72.5	[]	[]	[12.777884]	[177]	[]	[67076474]
686_283	chr1	47314259	47314659	+	1000	240.5	[12.777884]	[135]	[]	[]	[47314487]	[]
686_2830	chr19	46859942	46860342	+	1000	72.5	[]	[]	[6.699158]	[140]	[]	[46860168]
686_2831	chr2	8525974	8526374	+	1000	72.5	[6.741383]	[109]	[6.401559, 7.3318443, 16.017126]	[69, 82, 128]	[8526178]	[8526138, 8526151, 8526197]
686_2832	chr2	11154788	11155188	+	1000	72.5	[]	[]	[7.8562293]	[140]	[]	[11154994]
686_2833	chr2	112056120	112056520	+	1000	72.5	[]	[]	[6.568722, 8.749358, 11.651423, 8.41218]	[104, 112, 131, 143]	[]	[112056296, 112056304, 112056323, 112056335]
686_2834	chr2	144152847	144153247	+	1000	72.5	[]	[]	[6.3787317]	[126]	[]	[144153030]
686_2835	chr20	18507338	18507738	+	1000	72.5	[]	[]	[6.699158]	[74]	[]	[18507494]
686_2836	chr20	63326898	63327298	+	1000	72.5	[]	[]	[13.115062, 13.115062, 13.115062, 13.115062, 7.7496295]	[64, 86, 108, 129, 151]	[]	[63327050, 63327072, 63327094, 63327115, 63327137]
686_2838	chr3	165918669	165919069	+	1000	72.5	[10.651694]	[208]	[]	[]	[165918879]	[]
686_2839	chr5	173057195	173057595	+	1000	72.5	[13.502466]	[148]	[]	[]	[173057414]	[]
686_2841	chr6	44052445	44052845	+	1000	72.5	[12.453062]	[94]	[]	[]	[44052608]	[]
686_2843	chr6	52598203	52598603	+	1000	72.5	[]	[]	[6.7770047, 13.502466]	[105, 114]	[]	[52598407, 52598416]
686_2845	chr6	155642667	155643067	+	1000	72.5	[]	[]	[16.017126]	[176]	[]	[155642878]
686_2847	chr7	96709655	96710055	+	1000	72.5	[]	[]	[9.595095]	[116]	[]	[96709818]
686_2849	chr9	112061254	112061654	+	1000	72.5	[]	[]	[7.8291354, 16.017126]	[82, 109]	[]	[112061435, 112061462]
686_285	chr16	8797623	8798023	+	1000	239.5	[9.473548]	[117]	[7.534257]	[81]	[8797817]	[8797781]
686_2850	chr9	128127921	128128321	+	1000	72.5	[]	[]	[7.971261, 9.875818]	[118, 146]	[]	[128128097, 128128125]
686_2851	chr9	128214898	128215298	+	1000	72.5	[12.777884]	[82]	[]	[]	[128215078]	[]
686_2852	chr1	16896047	16896447	+	1000	72.0	[9.509456]	[119]	[]	[]	[16896258]	[]
686_2853	chr1	109075867	109076267	+	1000	72.0	[6.703123]	[154]	[]	[]	[109076099]	[]
686_2855	chr1	202927071	202927471	+	1000	72.0	[7.9740243]	[217]	[]	[]	[202927314]	[]
686_2856	chr10	5487491	5487891	+	1000	72.0	[7.8562293]	[161]	[6.765284, 16.017126]	[77, 155]	[5487729]	[5487645, 5487723]
686_2857	chr10	49538550	49538950	+	1000	72.0	[8.716876]	[162]	[10.263223]	[138]	[49538798]	[49538774]
686_2858	chr11	4608194	4608594	+	1000	72.0	[]	[]	[13.502466]	[140]	[]	[4608408]
686_286	chr3	170908548	170908948	+	1000	239.5	[]	[]	[7.0464296]	[90]	[]	[170908709]
686_2860	chr16	29815795	29816195	+	1000	72.0	[]	[]	[8.196257]	[89]	[]	[29815975]
686_2862	chr17	28598878	28599278	+	1000	72.0	[]	[]	[11.95612, 6.7770047]	[54, 139]	[]	[28599032, 28599117]
686_2863	chr17	48478241	48478641	+	1000	72.0	[9.875818]	[162]	[]	[]	[48478486]	[]
686_2865	chr20	30580041	30580441	+	1000	72.0	[7.9299264]	[104]	[9.919916]	[127]	[30580234]	[30580257]
686_2868	chr4	80253417	80253817	+	1000	72.0	[6.6380315, 16.017126]	[122, 173]	[]	[]	[80253605, 80253656]	[]
686_2870	chr7	90403248	90403648	+	1000	72.0	[]	[]	[16.017126]	[130]	[]	[90403468]
686_2871	chr8	76999921	77000321	+	1000	72.0	[12.777884]	[111]	[]	[]	[77000123]	[]
686_2872	chr8	109334026	109334426	+	1000	72.0	[6.770984]	[201]	[]	[]	[109334262]	[]
686_2876	chrX	135344473	135344873	+	1000	72.0	[8.7393265, 12.453062]	[81, 127]	[]	[]	[135344632, 135344678]	[]
686_2878	chr1	160031798	160032198	+	1000	71.5	[]	[]	[6.659025]	[122]	[]	[160032014]
686_2879	chr1	244366914	244367314	+	1000	71.5	[13.15916]	[91]	[]	[]	[244367103]	[]
686_288	chr18	11851171	11851571	+	1000	238.5	[16.017126]	[130]	[]	[]	[11851400]	[]
686_2880	chr11	65492858	65493258	+	1000	71.5	[]	[]	[6.3558517]	[130]	[]	[65493076]
686_2882	chr12	120231333	120231733	+	1000	71.5	[12.590676, 9.054054, 7.391173]	[66, 94, 163]	[]	[]	[120231486, 120231514, 120231583]	[]
686_2885	chr14	34982688	34983088	+	1000	71.5	[8.716876, 7.405256]	[166, 172]	[]	[]	[34982929, 34982935]	[]
686_2886	chr15	84715959	84716359	+	1000	71.5	[]	[]	[9.919916, 8.716876]	[154, 160]	[]	[84716185, 84716191]
686_2889	chr17	47831356	47831756	+	1000	71.5	[6.699158]	[132]	[]	[]	[47831517]	[]
686_289	chr19	52734849	52735249	+	1000	238.5	[11.098322]	[147]	[8.716876]	[95]	[52735084]	[52735032]
686_2890	chr17	58352009	58352409	+	1000	71.5	[13.502466]	[129]	[12.777884, 10.257094, 9.213819]	[164, 179, 185]	[58352190]	[58352225, 58352240, 58352246]
686_2891	chr17	82287957	82288357	+	1000	71.5	[7.123038, 7.123038]	[74, 121]	[]	[]	[82288127, 82288174]	[]
686_2894	chr19	34962391	34962791	+	1000	71.5	[]	[]	[13.502466, 9.054054, 9.054054]	[119, 152, 183]	[]	[34962556, 34962589, 34962620]
686_2898	chr2	171434153	171434553	+	1000	71.5	[7.2606525]	[168]	[]	[]	[171434350]	[]
686_29	chr6	136250128	136250528	+	1000	503.5	[]	[]	[7.405256, 7.405256]	[65, 87]	[]	[136250289, 136250311]
686_290	chr1	179882534	179882934	+	1000	236.5	[6.893543]	[64]	[]	[]	[179882692]	[]
686_2900	chr21	39313545	39313945	+	1000	71.5	[7.793728]	[219]	[]	[]	[39313793]	[]
686_2902	chr3	196287611	196288011	+	1000	71.5	[7.391173]	[174]	[]	[]	[196287843]	[]
686_2903	chr6	28136586	28136986	+	1000	71.5	[12.777884]	[192]	[]	[]	[28136837]	[]
686_2904	chr8	56074281	56074681	+	1000	71.5	[]	[]	[6.69303]	[215]	[]	[56074492]
686_2905	chrX	38816974	38817374	+	1000	71.5	[8.224974, 16.017126]	[69, 132]	[]	[]	[38817138, 38817201]	[]
686_2906	chr10	71319059	71319459	+	1000	71.0	[10.647848]	[400]	[]	[]	[71319309]	[]
686_2907	chr12	124939734	124940134	+	1000	71.0	[]	[]	[16.017126]	[126]	[]	[124939921]
686_2909	chr15	66504671	66505071	+	1000	71.0	[9.236269, 12.590676]	[75, 81]	[]	[]	[66504838, 66504844]	[]
686_291	chr12	120686676	120687076	+	1000	236.5	[]	[]	[9.919916]	[153]	[]	[120686904]
686_2910	chr15	90301162	90301562	+	1000	71.0	[7.5430217]	[152]	[]	[]	[90301411]	[]
686_2913	chr17	48928863	48929263	+	1000	71.0	[13.15916]	[112]	[]	[]	[48929058]	[]
686_2914	chr17	49708038	49708438	+	1000	71.0	[7.680637, 7.9740243]	[149, 209]	[]	[]	[49708229, 49708289]	[]
686_2917	chr2	121335888	121336288	+	1000	71.0	[]	[]	[9.56109]	[101]	[]	[121336066]
686_2919	chr22	35399721	35400121	+	1000	71.0	[]	[]	[6.69158, 12.590676]	[86, 101]	[]	[35399905, 35399920]
686_2920	chr3	24521277	24521677	+	1000	71.0	[8.725028]	[135]	[]	[]	[24521471]	[]
686_2923	chr5	177426262	177426662	+	1000	71.0	[12.453062]	[155]	[]	[]	[177426480]	[]
686_2924	chr6	39114776	39115176	+	1000	71.0	[7.590416]	[108]	[]	[]	[39114934]	[]
686_2926	chr7	23022427	23022827	+	1000	71.0	[7.534257]	[130]	[12.777884]	[124]	[23022651]	[23022645]
686_2928	chr9	110256795	110257195	+	1000	71.0	[8.583661]	[88]	[]	[]	[110256962]	[]
686_2929	chr9	131102585	131102985	+	1000	71.0	[]	[]	[9.441459]	[162]	[]	[131102829]
686_293	chr9	120793262	120793662	+	1000	236.5	[7.5927477]	[150]	[12.777884]	[134]	[120793484]	[120793468]
686_2931	chr11	66372294	66372694	+	1000	70.5	[9.919916]	[96]	[]	[]	[66372483]	[]
686_2933	chr11	96389771	96390171	+	1000	70.5	[]	[]	[8.725028]	[76]	[]	[96389923]
686_2937	chr14	90256359	90256759	+	1000	70.5	[]	[]	[7.0178514, 9.473548]	[85, 119]	[]	[90256527, 90256561]
686_2939	chr16	70746623	70747023	+	1000	70.5	[8.592426, 6.6342473, 12.800334]	[76, 130, 149]	[]	[]	[70746782, 70746836, 70746855]	[]
686_294	chr18	57630102	57630502	+	1000	235.0	[]	[]	[9.919916, 8.807323]	[103, 132]	[]	[57630301, 57630330]
686_2940	chr17	4555270	4555670	+	1000	70.5	[7.0178514]	[185]	[6.703123]	[165]	[4555505]	[4555485]
