#PeakID(python scan_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_1646	chr1	32907425	32907825	+	1000	193.0	[]	[]	[17.61965]	[98]	[]	[32907623]
685_16460	chr6	26484130	26484530	+	1000	47.0	[15.575173]	[93]	[]	[]	[26484321]	[]
685_16461	chr6	28351143	28351543	+	1000	47.0	[]	[]	[10.96052, 8.88049]	[93, 101]	[]	[28351312, 28351320]
685_16462	chr6	28988489	28988889	+	1000	47.0	[]	[]	[12.612571, 10.398035]	[121, 174]	[]	[28988687, 28988740]
685_16463	chr6	31767027	31767427	+	1000	47.0	[11.94852, 13.92105, 5.9450283]	[98, 104, 140]	[]	[]	[31767219, 31767225, 31767261]	[]
685_16464	chr6	32843838	32844238	+	1000	47.0	[16.918556, 6.0719714]	[96, 102]	[6.86315, 5.882849]	[146, 152]	[32844031, 32844037]	[32844081, 32844087]
685_16465	chr6	34055274	34055674	+	1000	47.0	[]	[]	[9.529002]	[96]	[]	[34055464]
685_16466	chr6	34458115	34458515	+	1000	47.0	[]	[]	[7.982018]	[100]	[]	[34458308]
685_16467	chr6	34595681	34596081	+	1000	47.0	[]	[]	[13.875428, 7.865811, 6.500998]	[100, 108, 130]	[]	[34595873, 34595881, 34595903]
685_16469	chr6	34894683	34895083	+	1000	47.0	[5.652622, 13.904964]	[109, 117]	[]	[]	[34894881, 34894889]	[]
685_1647	chr1	87180073	87180473	+	1000	193.0	[]	[]	[15.358653]	[99]	[]	[87180271]
685_16470	chr6	37313947	37314347	+	967	47.0	[]	[]	[9.505144, 6.5692954]	[141, 167]	[]	[37314164, 37314190]
685_16471	chr6	42030923	42031323	+	1000	47.0	[]	[]	[9.235893, 8.106158, 7.9762454]	[63, 66, 108]	[]	[42031079, 42031082, 42031124]
685_16472	chr6	42775220	42775620	+	1000	47.0	[]	[]	[6.646859, 15.990694, 6.5442953]	[93, 99, 110]	[]	[42775406, 42775412, 42775423]
685_16473	chr6	47584767	47585167	+	1000	47.0	[]	[]	[15.302139, 5.7273035]	[99, 125]	[]	[47584960, 47584986]
685_16474	chr6	50962298	50962698	+	1000	47.0	[13.716775]	[89]	[]	[]	[50962484]	[]
685_16475	chr6	57876687	57877087	+	963	47.0	[5.9807196, 13.733645]	[60, 69]	[12.28155, 8.930119]	[111, 150]	[57876843, 57876852]	[57876894, 57876933]
685_16477	chr6	108971833	108972233	+	1000	47.0	[10.136459]	[90]	[]	[]	[108972021]	[]
685_16478	chr6	111663578	111663978	+	611	47.0	[]	[]	[11.205421, 6.9361444]	[105, 158]	[]	[111663748, 111663801]
685_16479	chr6	117806738	117807138	+	1000	47.0	[]	[]	[18.345798, 11.485566, 7.1195483]	[96, 104, 127]	[]	[117806933, 117806941, 117806964]
685_1648	chr1	109844608	109845008	+	1000	193.0	[]	[]	[19.177654]	[96]	[]	[109844803]
685_16480	chr6	125956618	125957018	+	1000	47.0	[]	[]	[5.6676216]	[110]	[]	[125956827]
685_16481	chr6	125974475	125974875	+	1000	47.0	[5.685971, 16.703485]	[98, 104]	[]	[]	[125974664, 125974670]	[]
685_16482	chr6	143110470	143110870	+	1000	47.0	[9.3813715, 6.8683405, 16.751482, 8.438679]	[70, 86, 94, 118]	[]	[]	[143110628, 143110644, 143110652, 143110676]	[]
685_16483	chr6	143627382	143627782	+	983	47.0	[7.3319564]	[156]	[16.558989]	[136]	[143627619]	[143627599]
685_16484	chr6	143942073	143942473	+	1000	47.0	[8.252329]	[106]	[]	[]	[143942258]	[]
685_16485	chr6	146950266	146950666	+	1000	47.0	[13.661614]	[102]	[]	[]	[146950464]	[]
685_16486	chr6	150437075	150437475	+	1000	47.0	[7.874324, 7.101303, 18.345798]	[68, 92, 100]	[]	[]	[150437241, 150437265, 150437273]	[]
685_16487	chr6	150641368	150641768	+	1000	47.0	[]	[]	[6.974817, 11.9151945]	[62, 100]	[]	[150641528, 150641566]
685_16489	chr6	157095567	157095967	+	1000	47.0	[]	[]	[12.902748, 8.772662]	[98, 106]	[]	[157095764, 157095772]
685_16491	chr6	170553112	170553512	+	1000	47.0	[]	[]	[7.7592444, 8.763679]	[60, 107]	[]	[170553267, 170553314]
685_16492	chr7	3042999	3043399	+	1000	47.0	[]	[]	[10.302136]	[78]	[]	[3043153]
685_16493	chr7	6374307	6374707	+	1000	47.0	[]	[]	[12.982883]	[121]	[]	[6374520]
685_16494	chr7	16415547	16415947	+	1000	47.0	[]	[]	[14.6272335]	[107]	[]	[16415742]
685_16495	chr7	25214746	25215146	+	1000	47.0	[15.852435, 6.0940266, 9.738925]	[93, 128, 134]	[]	[]	[25214935, 25214970, 25214976]	[]
685_16496	chr7	26293578	26293978	+	1000	47.0	[]	[]	[16.13724]	[109]	[]	[26293785]
685_16497	chr7	27652469	27652869	+	1000	47.0	[6.226343]	[149]	[14.604543, 7.1596875]	[96, 118]	[27652710]	[27652657, 27652679]
685_16498	chr7	30347933	30348333	+	1000	47.0	[6.87059]	[118]	[12.831847]	[108]	[30348145]	[30348135]
685_16499	chr7	38819450	38819850	+	1000	47.0	[]	[]	[16.407028]	[121]	[]	[38819660]
685_165	chr14	100015333	100015733	+	1000	414.0	[21.247185]	[90]	[]	[]	[100015523]	[]
685_1650	chr16	19521406	19521806	+	1000	193.0	[16.720299, 6.81985]	[91, 143]	[]	[]	[19521596, 19521648]	[]
685_16500	chr7	38909002	38909402	+	1000	47.0	[8.641172]	[129]	[]	[]	[38909210]	[]
685_16501	chr7	39508113	39508513	+	1000	47.0	[5.9996266]	[79]	[10.744702, 10.21167]	[125, 138]	[39508280]	[39508326, 39508339]
685_16502	chr7	42945997	42946397	+	943	47.0	[8.378882, 7.490461]	[77, 83]	[]	[]	[42946170, 42946176]	[]
685_16503	chr7	44491250	44491650	+	1000	47.0	[12.102688]	[92]	[]	[]	[44491435]	[]
685_16504	chr7	44852589	44852989	+	1000	47.0	[]	[]	[13.600171]	[112]	[]	[44852796]
685_16505	chr7	67302325	67302725	+	1000	47.0	[]	[]	[7.449524]	[107]	[]	[67302530]
685_16506	chr7	69365259	69365659	+	1000	47.0	[13.078766]	[87]	[]	[]	[69365445]	[]
685_16507	chr7	72601702	72602102	+	1000	47.0	[18.38044]	[112]	[]	[]	[72601911]	[]
685_16508	chr7	81460644	81461044	+	1000	47.0	[6.1345077, 16.093534]	[69, 75]	[]	[]	[81460812, 81460818]	[]
685_16509	chr7	98328914	98329314	+	1000	47.0	[]	[]	[10.737089, 8.472576]	[111, 156]	[]	[98329119, 98329164]
685_1651	chr17	5226169	5226569	+	1000	193.0	[19.177654, 7.1892843]	[95, 116]	[]	[]	[5226360, 5226381]	[]
685_16510	chr7	98364176	98364576	+	1000	47.0	[]	[]	[5.823361, 13.728187]	[119, 137]	[]	[98364386, 98364404]
685_16511	chr7	99218423	99218823	+	1000	47.0	[]	[]	[16.407028]	[94]	[]	[99218608]
685_16512	chr7	99929419	99929819	+	1000	47.0	[]	[]	[10.377499]	[97]	[]	[99929615]
685_16513	chr7	100148492	100148892	+	1000	47.0	[]	[]	[9.1506815]	[135]	[]	[100148703]
685_16514	chr7	100550140	100550540	+	1000	47.0	[16.558989]	[88]	[6.3309236]	[109]	[100550326]	[100550347]
685_16515	chr7	100803741	100804141	+	1000	47.0	[5.755846, 12.348607, 13.145822, 8.167624]	[93, 105, 123, 129]	[]	[]	[100803927, 100803939, 100803957, 100803963]	[]
685_16516	chr7	103934110	103934510	+	1000	47.0	[]	[]	[14.596051, 7.693355]	[95, 139]	[]	[103934303, 103934347]
685_16517	chr7	121071749	121072149	+	1000	47.0	[]	[]	[11.184649, 9.3429785]	[98, 110]	[]	[121071940, 121071952]
685_16519	chr7	137965932	137966332	+	1000	47.0	[13.696254]	[131]	[]	[]	[137966157]	[]
685_1652	chr18	51211611	51212011	+	1000	193.0	[7.7963414]	[149]	[19.618229]	[94]	[51211859]	[51211804]
685_16520	chr7	137996870	137997270	+	1000	47.0	[]	[]	[13.520501]	[106]	[]	[137997073]
685_16521	chr7	139588438	139588838	+	1000	47.0	[16.558989, 7.0307565]	[65, 99]	[]	[]	[139588597, 139588631]	[]
685_16522	chr7	140196467	140196867	+	1000	47.0	[]	[]	[5.9749546, 18.402313]	[93, 101]	[]	[140196657, 140196665]
685_16523	chr7	142478351	142478751	+	1000	47.0	[]	[]	[6.7264285]	[91]	[]	[142478542]
685_16524	chr7	151038444	151038844	+	1000	47.0	[]	[]	[16.133993]	[102]	[]	[151038644]
685_16525	chr7	151511308	151511708	+	1000	47.0	[]	[]	[13.767207]	[106]	[]	[151511512]
685_16526	chr7	151687429	151687829	+	1000	47.0	[11.558446, 8.201024]	[109, 130]	[]	[]	[151687638, 151687659]	[]
685_16527	chr7	152435454	152435854	+	1000	47.0	[10.895944]	[95]	[5.847077]	[73]	[152435644]	[152435622]
685_16528	chr7	152885639	152886039	+	1000	47.0	[]	[]	[8.358341, 6.431881, 6.681847, 11.693159]	[66, 72, 90, 96]	[]	[152885803, 152885809, 152885827, 152885833]
685_16529	chr7	152989950	152990350	+	646	47.0	[]	[]	[15.498934]	[89]	[]	[152990119]
685_1653	chr2	73187550	73187950	+	1000	193.0	[18.345798]	[93]	[]	[]	[73187742]	[]
685_16530	chr7	156413694	156414094	+	1000	47.0	[15.804134, 10.131784]	[87, 126]	[]	[]	[156413877, 156413916]	[]
685_16531	chr8	26467391	26467791	+	1000	47.0	[]	[]	[15.29632, 5.7480707]	[96, 130]	[]	[26467582, 26467616]
685_16532	chr8	28890575	28890975	+	1000	47.0	[15.289599, 7.2531176]	[101, 157]	[6.898547]	[59]	[28890769, 28890825]	[28890727]
685_16533	chr8	41485481	41485881	+	1000	47.0	[12.653823]	[87]	[]	[]	[41485663]	[]
685_16534	chr8	52089016	52089416	+	1000	47.0	[5.88611]	[93]	[13.448849, 9.93174]	[121, 129]	[52089204]	[52089232, 52089240]
685_16535	chr8	72944009	72944409	+	1000	47.0	[11.1066]	[110]	[6.920005]	[68]	[72944219]	[72944177]
685_16536	chr8	80416025	80416425	+	1000	47.0	[6.49704]	[93]	[]	[]	[80416217]	[]
685_16537	chr8	94905707	94906107	+	1000	47.0	[]	[]	[18.789831]	[120]	[]	[94905919]
685_16538	chr8	96680491	96680891	+	1000	47.0	[12.336037]	[89]	[]	[]	[96680677]	[]
685_16539	chr8	96811710	96812110	+	1000	47.0	[11.789416, 5.7350435, 17.944551]	[104, 115, 121]	[]	[]	[96811898, 96811909, 96811915]	[]
685_1654	chr22	23141994	23142394	+	1000	193.0	[7.13764, 15.441559]	[94, 99]	[]	[]	[23142184, 23142189]	[]
685_16540	chr8	123631103	123631503	+	752	47.0	[14.409155]	[102]	[]	[]	[123631295]	[]
685_16541	chr8	125001024	125001424	+	1000	47.0	[]	[]	[9.177705]	[101]	[]	[125001224]
685_16542	chr8	129556802	129557202	+	1000	47.0	[7.6229944]	[118]	[7.288368]	[142]	[129557008]	[129557032]
685_16543	chr8	142473672	142474072	+	1000	47.0	[9.923434]	[123]	[]	[]	[142473882]	[]
685_16544	chr8	144088470	144088870	+	1000	47.0	[8.374338, 15.338759]	[160, 168]	[]	[]	[144088691, 144088699]	[]
685_16545	chr9	41404	41804	+	554	47.0	[]	[]	[6.9226823, 6.051395, 7.2965784, 16.787796, 8.106684]	[75, 79, 80, 97, 140]	[]	[41579, 41583, 41584, 41601, 41644]
685_16546	chr9	92295389	92295789	+	1000	47.0	[6.5655203, 10.670456]	[99, 109]	[]	[]	[92295588, 92295598]	[]
685_16548	chr9	104869049	104869449	+	1000	47.0	[8.774935]	[98]	[]	[]	[104869246]	[]
685_16549	chr9	108099859	108100259	+	1000	47.0	[]	[]	[14.549826]	[97]	[]	[108100019]
685_1655	chr3	9354085	9354485	+	1000	193.0	[10.314591, 10.061703]	[90, 128]	[7.189356]	[110]	[9354275, 9354313]	[9354295]
685_16550	chr9	122332117	122332517	+	1000	47.0	[14.210121]	[100]	[]	[]	[122332311]	[]
685_16551	chr9	129889425	129889825	+	1000	47.0	[15.761773, 6.5258226]	[87, 137]	[]	[]	[129889595, 129889645]	[]
685_16553	chr9	131107731	131108131	+	1000	47.0	[6.4986773, 11.777164, 9.673428]	[68, 116, 121]	[]	[]	[131107894, 131107942, 131107947]	[]
685_16554	chr9	131302102	131302502	+	1000	47.0	[9.059027]	[105]	[]	[]	[131302296]	[]
685_16555	chr9	135164630	135165030	+	1000	47.0	[10.737089]	[92]	[]	[]	[135164817]	[]
685_16557	chr9	136238222	136238622	+	1000	47.0	[]	[]	[12.3164425]	[120]	[]	[136238441]
685_16558	chrUn_GL000224v1	2112	2512	+	1000	47.0	[]	[]	[8.328998]	[119]	[]	[2327]
685_1656	chr3	183331514	183331914	+	1000	193.0	[10.260758]	[89]	[]	[]	[183331703]	[]
685_16560	chrX	7926914	7927314	+	1000	47.0	[6.1405687, 6.213085]	[113, 118]	[]	[]	[7927126, 7927131]	[]
685_16561	chrX	15549631	15550031	+	1000	47.0	[]	[]	[15.783648]	[106]	[]	[15549798]
685_16562	chrX	47373199	47373599	+	1000	47.0	[17.944551, 8.916919]	[96, 110]	[]	[]	[47373391, 47373405]	[]
685_16563	chrX	49708441	49708841	+	1000	47.0	[16.093534]	[88]	[]	[]	[49708626]	[]
685_16564	chrX	52853116	52853516	+	1000	47.0	[6.370634, 9.846775, 12.102688, 6.1331806]	[73, 81, 95, 146]	[]	[]	[52853287, 52853295, 52853309, 52853360]	[]
685_16565	chrX	65581886	65582286	+	1000	47.0	[8.523039]	[62]	[]	[]	[65582046]	[]
685_16566	chrX	70129855	70130255	+	1000	47.0	[12.867857, 10.163877]	[93, 109]	[]	[]	[70130044, 70130060]	[]
685_16567	chrX	110145818	110146218	+	1000	47.0	[]	[]	[13.518575]	[102]	[]	[110146009]
685_16568	chrX	111892375	111892775	+	1000	47.0	[13.3044195, 12.670549]	[94, 108]	[]	[]	[111892566, 111892580]	[]
685_16569	chrX	119817152	119817552	+	814	47.0	[14.575991, 8.319975]	[89, 126]	[]	[]	[119817334, 119817371]	[]
685_1657	chr5	65479535	65479935	+	1000	193.0	[5.7350435, 18.38044]	[88, 94]	[]	[]	[65479719, 65479725]	[]
685_16570	chrX	135171061	135171461	+	1000	47.0	[]	[]	[15.421331]	[130]	[]	[135171274]
685_16571	chrX	153724260	153724660	+	1000	47.0	[6.2962537]	[90]	[7.418397]	[150]	[153724423]	[153724483]
685_16572	chrX	154805433	154805833	+	1000	47.0	[8.553664]	[102]	[]	[]	[154805630]	[]
685_16573	chrX	155509381	155509781	+	1000	47.0	[]	[]	[18.107643]	[105]	[]	[155509578]
685_16574	chr1	3558291	3558691	+	1000	46.0	[]	[]	[6.1524167, 6.4861197, 10.613942, 5.849654]	[116, 159, 172, 177]	[]	[3558469, 3558512, 3558525, 3558530]
685_16575	chr1	6528112	6528512	+	1000	46.0	[17.548697]	[121]	[]	[]	[6528322]	[]
685_16576	chr1	8829413	8829813	+	1000	46.0	[]	[]	[15.036625]	[104]	[]	[8829612]
685_16577	chr1	9362652	9363052	+	1000	46.0	[]	[]	[12.833217]	[106]	[]	[9362834]
685_16578	chr1	12143662	12144062	+	1000	46.0	[13.331438]	[101]	[5.803756]	[90]	[12143856]	[12143845]
685_16579	chr1	18651757	18652157	+	1000	46.0	[16.133993, 6.7068744]	[103, 146]	[]	[]	[18651935, 18651978]	[]
685_1658	chr5	81225457	81225857	+	1000	193.0	[]	[]	[12.435392]	[102]	[]	[81225657]
685_16580	chr1	23744891	23745291	+	1000	46.0	[]	[]	[13.524581]	[103]	[]	[23745089]
685_16581	chr1	24572297	24572697	+	1000	46.0	[19.618229]	[101]	[]	[]	[24572495]	[]
685_16582	chr1	24872500	24872900	+	1000	46.0	[]	[]	[6.7830334]	[84]	[]	[24872683]
685_16583	chr1	25461793	25462193	+	782	46.0	[]	[]	[11.639235, 6.055803, 7.40936]	[89, 122, 135]	[]	[25461979, 25462012, 25462025]
685_16584	chr1	25630673	25631073	+	1000	46.0	[]	[]	[18.345798, 6.091232, 7.040476]	[94, 123, 127]	[]	[25630866, 25630895, 25630899]
685_16585	chr1	26179180	26179580	+	1000	46.0	[9.492543, 18.62852]	[71, 88]	[]	[]	[26179347, 26179364]	[]
685_16586	chr1	26434350	26434750	+	1000	46.0	[10.942888, 7.6373425]	[84, 98]	[]	[]	[26434525, 26434539]	[]
685_16587	chr1	27001843	27002243	+	1000	46.0	[7.769469, 10.113597]	[100, 121]	[]	[]	[27002013, 27002034]	[]
685_16588	chr1	27317965	27318365	+	1000	46.0	[]	[]	[16.751482]	[97]	[]	[27318159]
685_16589	chr1	27422036	27422436	+	769	46.0	[19.122936]	[87]	[]	[]	[27422220]	[]
685_1659	chr5	96886024	96886424	+	1000	193.0	[]	[]	[7.2101727, 18.191957]	[97, 103]	[]	[96886220, 96886226]
685_16590	chr1	27488596	27488996	+	1000	46.0	[5.844948]	[134]	[12.531513]	[109]	[27488818]	[27488793]
685_16591	chr1	30768821	30769221	+	1000	46.0	[6.6691394]	[158]	[7.8582687]	[136]	[30769070]	[30769048]
685_16592	chr1	31788016	31788416	+	1000	46.0	[9.233306]	[86]	[]	[]	[31788198]	[]
685_16593	chr1	32120665	32121065	+	883	46.0	[]	[]	[6.787128, 7.59074]	[99, 103]	[]	[32120861, 32120865]
685_16594	chr1	32920704	32921104	+	1000	46.0	[18.633694, 11.261788]	[90, 148]	[]	[]	[32920880, 32920938]	[]
685_16595	chr1	37851942	37852342	+	1000	46.0	[]	[]	[10.60233, 11.540669, 8.07384]	[103, 109, 149]	[]	[37852140, 37852146, 37852186]
685_16596	chr1	39115611	39116011	+	1000	46.0	[7.3691735, 7.3476577, 9.355691, 10.9059, 6.9103365]	[64, 70, 100, 122, 132]	[]	[]	[39115772, 39115778, 39115808, 39115830, 39115840]	[]
685_16597	chr1	43239424	43239824	+	1000	46.0	[11.652699]	[113]	[]	[]	[43239624]	[]
685_16598	chr1	43472413	43472813	+	1000	46.0	[5.6718364]	[105]	[18.789831]	[136]	[43472617]	[43472648]
685_16599	chr1	43653888	43654288	+	1000	46.0	[]	[]	[14.348892]	[106]	[]	[43654093]
685_166	chr2	54077388	54077788	+	1000	414.0	[17.61965]	[90]	[]	[]	[54077578]	[]
685_1660	chr6	87397021	87397421	+	1000	193.0	[18.789831]	[89]	[]	[]	[87397210]	[]
685_16600	chr1	52071569	52071969	+	1000	46.0	[8.933551]	[72]	[9.688514, 5.880777]	[106, 110]	[52071730]	[52071764, 52071768]
685_16601	chr1	54095935	54096335	+	1000	46.0	[9.285101]	[121]	[6.8926854, 12.480339]	[96, 102]	[54096156]	[54096131, 54096137]
685_16602	chr1	58782063	58782463	+	1000	46.0	[]	[]	[7.851503, 8.279259, 10.752644]	[59, 90, 135]	[]	[58782218, 58782249, 58782294]
685_16603	chr1	61246045	61246445	+	1000	46.0	[15.87502]	[84]	[]	[]	[61246212]	[]
685_16604	chr1	84619318	84619718	+	1000	46.0	[10.544943]	[135]	[]	[]	[84619507]	[]
685_16605	chr1	89754430	89754830	+	1000	46.0	[]	[]	[15.240896]	[98]	[]	[89754626]
685_16606	chr1	100048698	100049098	+	1000	46.0	[6.611508, 8.812947]	[62, 92]	[]	[]	[100048855, 100048885]	[]
685_16607	chr1	100362811	100363211	+	1000	46.0	[7.134343]	[101]	[]	[]	[100363009]	[]
685_16608	chr1	110877360	110877760	+	1000	46.0	[14.723354]	[110]	[10.551175]	[153]	[110877563]	[110877606]
685_1661	chr6	132757678	132758078	+	1000	193.0	[21.247185]	[89]	[]	[]	[132757867]	[]
685_16610	chr1	111202671	111203071	+	1000	46.0	[12.867857]	[130]	[9.888008]	[95]	[111202899]	[111202864]
685_16611	chr1	113658917	113659317	+	1000	46.0	[7.965513]	[97]	[]	[]	[113659107]	[]
685_16612	chr1	113861637	113862037	+	1000	46.0	[11.652699]	[102]	[]	[]	[113861830]	[]
685_16613	chr1	116666181	116666581	+	1000	46.0	[]	[]	[12.3816]	[106]	[]	[116666357]
685_16616	chr1	147486822	147487222	+	917	46.0	[15.193479]	[135]	[]	[]	[147487035]	[]
685_16617	chr1	151539596	151539996	+	721	46.0	[7.0171666]	[135]	[]	[]	[151539810]	[]
685_16618	chr1	155208351	155208751	+	1000	46.0	[12.359391]	[130]	[]	[]	[155208516]	[]
685_16619	chr1	156214141	156214541	+	879	46.0	[]	[]	[8.942217]	[107]	[]	[156214346]
685_1662	chr6	143598387	143598787	+	1000	193.0	[8.52747, 6.1506243, 9.398426]	[71, 77, 89]	[]	[]	[143598553, 143598559, 143598571]	[]
685_16620	chr1	156381112	156381512	+	979	46.0	[]	[]	[15.857894, 6.4562]	[97, 101]	[]	[156381305, 156381309]
685_16621	chr1	156584013	156584413	+	1000	46.0	[6.904734]	[53]	[]	[]	[156584164]	[]
685_16622	chr1	160890819	160891219	+	1000	46.0	[11.485566, 18.345798]	[101, 109]	[]	[]	[160891011, 160891019]	[]
685_16623	chr1	161019085	161019485	+	657	46.0	[6.230213, 8.606422, 9.380839, 12.882261]	[73, 87, 103, 126]	[]	[]	[161019247, 161019261, 161019277, 161019300]	[]
685_16625	chr1	172499490	172499890	+	623	46.0	[15.602871, 5.7559648]	[97, 105]	[5.917824]	[142]	[172499686, 172499694]	[172499731]
685_16626	chr1	172542695	172543095	+	1000	46.0	[12.814234]	[163]	[]	[]	[172542924]	[]
685_16627	chr1	173331190	173331590	+	1000	46.0	[18.595427, 5.946202]	[123, 144]	[]	[]	[173331399, 173331420]	[]
685_16629	chr1	200979515	200979915	+	1000	46.0	[7.381133]	[130]	[]	[]	[200979726]	[]
685_1663	chr6	170306545	170306945	+	1000	193.0	[6.395491, 15.10106]	[102, 108]	[]	[]	[170306741, 170306747]	[]
685_16630	chr1	201326700	201327100	+	768	46.0	[8.791551, 14.958855]	[65, 84]	[]	[]	[201326859, 201326878]	[]
685_16631	chr1	202160438	202160838	+	1000	46.0	[]	[]	[6.4983416]	[100]	[]	[202160634]
685_16632	chr1	203305450	203305850	+	1000	46.0	[6.204327]	[71]	[7.851258]	[116]	[203305612]	[203305657]
685_16633	chr1	205230263	205230663	+	1000	46.0	[8.126645]	[139]	[8.938458]	[113]	[205230495]	[205230469]
685_16634	chr1	206563037	206563437	+	1000	46.0	[8.782005, 7.476031]	[98, 133]	[]	[]	[206563213, 206563248]	[]
685_16635	chr1	224774375	224774775	+	969	46.0	[]	[]	[6.231145, 13.861906, 10.365168]	[92, 100, 108]	[]	[224774555, 224774563, 224774571]
685_16636	chr1	225850067	225850467	+	1000	46.0	[]	[]	[14.826116, 15.091343]	[84, 102]	[]	[225850247, 225850265]
685_16637	chr1	226420913	226421313	+	1000	46.0	[]	[]	[14.596051]	[113]	[]	[226421108]
685_16638	chr1	227310394	227310794	+	1000	46.0	[5.9694004, 11.24324, 5.731339, 11.302384]	[96, 100, 162, 168]	[]	[]	[227310572, 227310576, 227310638, 227310644]	[]
685_16639	chr1	235326637	235327037	+	1000	46.0	[]	[]	[7.488544, 8.087589]	[92, 145]	[]	[235326808, 235326861]
685_1664	chr7	1160156	1160556	+	1000	193.0	[]	[]	[11.886372]	[97]	[]	[1160351]
685_16640	chr1	235868168	235868568	+	1000	46.0	[13.904964]	[107]	[]	[]	[235868371]	[]
685_16641	chr1	236516829	236517229	+	1000	46.0	[13.220068]	[89]	[]	[]	[236517017]	[]
685_16642	chr1	241895024	241895424	+	1000	46.0	[]	[]	[13.127505]	[107]	[]	[241895224]
685_16643	chr1	246564850	246565250	+	1000	46.0	[]	[]	[13.480103, 14.509116]	[71, 124]	[]	[246565006, 246565059]
685_16644	chr10	4149591	4149991	+	1000	46.0	[]	[]	[9.531153, 8.322737, 7.677801]	[104, 109, 117]	[]	[4149788, 4149793, 4149801]
685_16646	chr10	20617152	20617552	+	910	46.0	[]	[]	[6.902369, 16.133993, 9.077865]	[75, 95, 101]	[]	[20617321, 20617341, 20617347]
685_16647	chr10	21478388	21478788	+	1000	46.0	[12.384123]	[91]	[]	[]	[21478563]	[]
685_16648	chr10	24556774	24557174	+	1000	46.0	[]	[]	[15.162296]	[96]	[]	[24556969]
685_16649	chr10	27504034	27504434	+	1000	46.0	[8.516273]	[78]	[]	[]	[27504209]	[]
685_1665	chr7	128831558	128831958	+	1000	193.0	[6.0365386, 10.96052]	[75, 100]	[]	[]	[128831733, 128831758]	[]
685_16650	chr10	31947643	31948043	+	1000	46.0	[8.653117]	[119]	[]	[]	[31947849]	[]
685_16652	chr10	50625041	50625441	+	1000	46.0	[6.422008]	[90]	[6.632631]	[113]	[50625219]	[50625242]
685_16653	chr10	70744758	70745158	+	1000	46.0	[7.98454, 13.145822, 9.730115]	[83, 99, 119]	[]	[]	[70744939, 70744955, 70744975]	[]
685_16654	chr10	71084789	71085189	+	1000	46.0	[]	[]	[15.400449]	[118]	[]	[71085005]
685_16655	chr10	72694893	72695293	+	1000	46.0	[13.519802]	[136]	[]	[]	[72695105]	[]
685_16656	chr10	73901944	73902344	+	1000	46.0	[8.002839]	[97]	[]	[]	[73902137]	[]
685_16657	chr10	73907892	73908292	+	1000	46.0	[7.2748322, 8.121231]	[70, 102]	[12.868531, 5.983577]	[131, 143]	[73908046, 73908078]	[73908107, 73908119]
685_16658	chr10	77849143	77849543	+	1000	46.0	[]	[]	[10.565323]	[144]	[]	[77849370]
685_16659	chr10	77890146	77890546	+	1000	46.0	[]	[]	[18.060225]	[93]	[]	[77890336]
685_1666	chr8	102385294	102385694	+	1000	193.0	[]	[]	[18.38044]	[100]	[]	[102385494]
685_16660	chr10	80160909	80161309	+	1000	46.0	[]	[]	[13.904964]	[120]	[]	[80161119]
685_16661	chr10	98446094	98446494	+	1000	46.0	[]	[]	[9.213977]	[164]	[]	[98446320]
685_16662	chr10	103833576	103833976	+	1000	46.0	[10.117649]	[59]	[11.057974]	[106]	[103833734]	[103833781]
685_16663	chr10	112376005	112376405	+	1000	46.0	[13.618846]	[103]	[13.877226]	[68]	[112376201]	[112376166]
685_16665	chr10	123402661	123403061	+	948	46.0	[13.928584]	[90]	[]	[]	[123402850]	[]
685_16666	chr10	131874850	131875250	+	1000	46.0	[9.676434]	[88]	[]	[]	[131875028]	[]
685_16667	chr10	131992989	131993389	+	1000	46.0	[]	[]	[13.503716]	[119]	[]	[131993201]
685_16668	chr11	6652176	6652576	+	1000	46.0	[14.42632, 12.007224, 5.685103]	[95, 103, 110]	[8.476079]	[51]	[6652371, 6652379, 6652386]	[6652327]
685_16669	chr11	12724397	12724797	+	1000	46.0	[]	[]	[9.735673]	[98]	[]	[12724593]
685_1667	chr8	128528251	128528651	+	1000	193.0	[17.944551]	[89]	[]	[]	[128528440]	[]
685_16670	chr11	12802764	12803164	+	1000	46.0	[11.694803]	[109]	[]	[]	[12802965]	[]
685_16671	chr11	17268463	17268863	+	657	46.0	[]	[]	[10.670456, 5.8827467]	[103, 108]	[]	[17268664, 17268669]
685_16672	chr11	33891395	33891795	+	1000	46.0	[]	[]	[11.135984]	[124]	[]	[33891605]
685_16673	chr11	34617913	34618313	+	1000	46.0	[]	[]	[12.056019, 10.579747]	[98, 106]	[]	[34618108, 34618116]
