#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1388	chr17	76248054	76248454	+	1000	126.5	[5.9220176]	[91]	[]	[]	[76248238]	[]
582_13884	chr22	29303687	29304087	+	858	42.5	[11.390118]	[61]	[8.601925]	[60]	[29303848]	[29303847]
582_13887	chr3	32196014	32196414	+	860	42.5	[7.947534]	[101]	[10.1494055]	[100]	[32196211]	[32196210]
582_13888	chr3	37222527	37222927	+	787	42.5	[5.9220176]	[101]	[]	[]	[37222726]	[]
582_1389	chr2	62561610	62562010	+	1000	126.5	[15.210169]	[104]	[15.617505]	[103]	[62561809]	[62561808]
582_13890	chr3	50044427	50044827	+	548	42.5	[]	[]	[5.9220176]	[98]	[]	[50044619]
582_13892	chr3	72414575	72414975	+	631	42.5	[]	[]	[6.4424567, 8.302944]	[188, 242]	[]	[72414753, 72414807]
582_13895	chr3	120680156	120680556	+	778	42.5	[5.9220176]	[99]	[]	[]	[120680332]	[]
582_13896	chr3	129461521	129461921	+	725	42.5	[10.636991]	[112]	[7.485369]	[111]	[129461732]	[129461731]
582_13897	chr3	143469150	143469550	+	842	42.5	[10.636991]	[105]	[11.910557]	[104]	[143469351]	[143469350]
582_13898	chr3	145737953	145738353	+	796	42.5	[7.947534]	[98]	[10.1494055]	[97]	[145738149]	[145738148]
582_139	chr22	20904580	20904980	+	1000	285.5	[5.9388933]	[152]	[5.7660985, 8.710281]	[113, 151]	[20904816]	[20904777, 20904815]
582_1390	chr22	21783349	21783749	+	1000	126.5	[5.9220176]	[105]	[]	[]	[21783547]	[]
582_13901	chr4	91226848	91227248	+	868	42.5	[11.166897, 9.4143305]	[110, 129]	[11.166897]	[109]	[91227055, 91227074]	[91227054]
582_13902	chr4	105976922	105977322	+	832	42.5	[]	[]	[5.7037597]	[193]	[]	[105977140]
582_13904	chr4	122701959	122702359	+	822	42.5	[7.947534]	[86]	[9.742069]	[85]	[122702135]	[122702134]
582_13905	chr4	139683313	139683713	+	870	42.5	[]	[]	[5.9220176]	[117]	[]	[139683522]
582_13907	chr4	158672939	158673339	+	557	42.5	[5.422971]	[89]	[7.3027105]	[88]	[158673121]	[158673120]
582_13910	chr4	188198973	188199373	+	754	42.5	[]	[]	[5.5146813]	[101]	[]	[188199170]
582_13915	chr5	31533099	31533499	+	869	42.5	[6.641512]	[96]	[15.12992]	[95]	[31533258]	[31533257]
582_13918	chr5	52587188	52587588	+	540	42.5	[5.4289308]	[162]	[]	[]	[52587380]	[]
582_13920	chr5	54440423	54440823	+	864	42.5	[]	[]	[5.9220176]	[112]	[]	[54440635]
582_13923	chr5	79605575	79605975	+	732	42.5	[]	[]	[5.5146813]	[102]	[]	[79605773]
582_13924	chr5	92449613	92450013	+	857	42.5	[]	[]	[5.9220176, 9.742069]	[85, 133]	[]	[92449771, 92449819]
582_13925	chr5	106768362	106768762	+	880	42.5	[10.636991, 6.266632]	[135, 150]	[11.503221, 11.422971]	[134, 149]	[106768584, 106768599]	[106768583, 106768598]
582_13928	chr5	148801903	148802303	+	642	42.5	[5.7790465]	[78]	[7.4599485]	[77]	[148802062]	[148802061]
582_13929	chr5	149448825	149449225	+	759	42.5	[5.9220176]	[137]	[]	[]	[149449045]	[]
582_1393	chr5	87013111	87013511	+	1000	126.5	[6.4424567, 7.947534]	[111, 126]	[10.1494055]	[125]	[87013303, 87013318]	[87013317]
582_13931	chr5	177114104	177114504	+	868	42.5	[6.409603]	[169]	[]	[]	[177114345]	[]
582_13932	chr6	4651821	4652221	+	832	42.5	[10.759561]	[135]	[11.166897]	[134]	[4652027]	[4652026]
582_13935	chr6	31496257	31496657	+	870	42.5	[11.390118]	[107]	[8.601925]	[106]	[31496424]	[31496423]
582_13939	chr6	133790755	133791155	+	834	42.5	[]	[]	[5.9220176]	[104]	[]	[133790956]
582_13940	chr6	137768775	137769175	+	778	42.5	[7.485369]	[160]	[5.62402]	[159]	[137768956]	[137768955]
582_13943	chr6	144621311	144621711	+	823	42.5	[5.9220176]	[148]	[]	[]	[144621533]	[]
582_13947	chr7	2410015	2410415	+	768	42.5	[8.710281, 5.198277]	[129, 177]	[5.9388933, 6.055884]	[128, 176]	[2410185, 2410233]	[2410184, 2410232]
582_13948	chr7	25481869	25482269	+	866	42.5	[5.9220176]	[126]	[]	[]	[25482076]	[]
582_13949	chr7	36667040	36667440	+	876	42.5	[5.3023133]	[136]	[]	[]	[36667254]	[]
582_1395	chr7	138245715	138246115	+	1000	126.5	[6.5180492]	[164]	[9.1358795, 6.0776796]	[163, 206]	[138245907]	[138245906, 138245949]
582_13950	chr7	40394404	40394804	+	802	42.5	[10.636991]	[115]	[11.503221]	[114]	[40394606]	[40394605]
582_13952	chr7	73885843	73886243	+	820	42.5	[]	[]	[6.409603]	[106]	[]	[73886041]
582_13958	chr7	121020686	121021086	+	821	42.5	[10.1494055]	[134]	[9.993486, 7.540198]	[114, 133]	[121020887]	[121020867, 121020886]
582_13959	chr7	121448435	121448835	+	806	42.5	[8.601925]	[126]	[11.390118]	[125]	[121448637]	[121448636]
582_1396	chrX	131970401	131970801	+	1000	126.5	[5.5146813]	[114]	[]	[]	[131970605]	[]
582_13960	chr7	131107083	131107483	+	807	42.5	[9.148765]	[203]	[]	[]	[131107297]	[]
582_13962	chr7	137489889	137490289	+	845	42.5	[9.623465]	[116]	[10.481071]	[115]	[137490075]	[137490074]
582_13967	chr7	147471002	147471402	+	867	42.5	[5.9220176]	[95]	[]	[]	[147471195]	[]
582_1397	chr1	28249386	28249786	+	1000	126.0	[9.006994]	[148]	[]	[]	[28249633]	[]
582_13970	chr7	152774898	152775298	+	841	42.5	[]	[]	[6.409603]	[150]	[]	[152775143]
582_13972	chr8	8712917	8713317	+	867	42.5	[10.902532]	[163]	[5.095232]	[80]	[8713158]	[8713075]
582_13974	chr8	28467594	28467994	+	856	42.5	[11.422971]	[63]	[6.6739683]	[62]	[28467751]	[28467750]
582_13979	chr8	110088936	110089336	+	818	42.5	[11.910557]	[101]	[10.229654]	[100]	[110089129]	[110089128]
582_13980	chr8	123413787	123414187	+	868	42.5	[5.7037597]	[134]	[]	[]	[123413995]	[]
582_13983	chr9	99712258	99712658	+	549	42.5	[11.910557]	[142]	[10.636991]	[141]	[99712500]	[99712499]
582_13984	chr9	122083566	122083966	+	864	42.5	[]	[]	[5.9220176]	[104]	[]	[122083762]
582_1399	chr1	236576999	236577399	+	1000	126.0	[15.617505, 6.409603]	[105, 113]	[15.617505, 5.3023133]	[104, 112]	[236577201, 236577209]	[236577200, 236577208]
582_13992	chr9	133825750	133826150	+	869	42.5	[5.9220176]	[131]	[]	[]	[133825972]	[]
582_13994	chrX	7119970	7120370	+	709	42.5	[10.902532]	[108]	[]	[]	[7120133]	[]
582_13996	chrX	54045603	54046003	+	878	42.5	[10.810822]	[168]	[11.009659]	[167]	[54045833]	[54045832]
582_13998	chrX	70463379	70463779	+	761	42.5	[11.910557]	[98]	[10.636991]	[97]	[70463572]	[70463571]
582_13999	chrX	86215265	86215665	+	873	42.5	[11.654483]	[92]	[15.12992]	[91]	[86215455]	[86215454]
582_140	chr2	215620016	215620416	+	1000	283.5	[15.617505]	[97]	[15.210169, 5.8889008]	[96, 149]	[215620212]	[215620211, 215620264]
582_14000	chrX	87959670	87960070	+	606	42.5	[5.9220176]	[101]	[]	[]	[87959863]	[]
582_14002	chr1	16012681	16013081	+	824	42.0	[10.481071]	[89]	[9.216128]	[88]	[16012869]	[16012868]
582_14003	chr1	28785459	28785859	+	802	42.0	[8.601925]	[127]	[11.390118]	[126]	[28785653]	[28785652]
582_14004	chr1	32188346	32188746	+	726	42.0	[]	[]	[5.9220176]	[268]	[]	[32188590]
582_14005	chr1	35765870	35766270	+	788	42.0	[6.409603]	[118]	[]	[]	[35766052]	[]
582_14007	chr1	51780934	51781334	+	738	42.0	[]	[]	[5.5146813]	[92]	[]	[51781102]
582_14009	chr1	54153805	54154205	+	681	42.0	[10.403485]	[126]	[11.009659]	[125]	[54154027]	[54154026]
582_1401	chr11	68722144	68722544	+	1000	126.0	[15.210169]	[105]	[15.210169]	[104]	[68722347]	[68722346]
582_14010	chr1	69827735	69828135	+	854	42.0	[]	[]	[5.9220176]	[109]	[]	[69827935]
582_14012	chr1	93673084	93673484	+	822	42.0	[10.481071]	[171]	[9.623465]	[170]	[93673331]	[93673330]
582_14013	chr1	121417341	121417741	+	834	42.0	[]	[]	[10.902532]	[94]	[]	[121417498]
582_14016	chr1	167863113	167863513	+	739	42.0	[5.830307]	[109]	[7.3027105]	[108]	[167863309]	[167863308]
582_14018	chr1	173388333	173388733	+	635	42.0	[11.910557]	[122]	[10.636991]	[121]	[173388546]	[173388545]
582_14019	chr1	174101936	174102336	+	818	42.0	[5.9220176]	[172]	[]	[]	[174102175]	[]
582_1402	chr12	39638844	39639244	+	1000	126.0	[11.654483]	[91]	[15.12992]	[90]	[39639035]	[39639034]
582_14020	chr1	176178250	176178650	+	769	42.0	[]	[]	[5.9220176]	[103]	[]	[176178443]
582_14027	chr1	226006944	226007344	+	829	42.0	[11.390118]	[95]	[8.601925]	[94]	[226007135]	[226007134]
582_14029	chr1	234369692	234370092	+	556	42.0	[7.947534]	[133]	[9.742069]	[132]	[234369904]	[234369903]
582_14031	chr1	244920948	244921348	+	852	42.0	[5.9388933]	[145]	[]	[]	[244921129]	[]
582_14032	chr10	9825422	9825822	+	780	42.0	[7.485369]	[61]	[6.2118034]	[60]	[9825574]	[9825573]
582_14033	chr10	17659302	17659702	+	784	42.0	[5.531557]	[106]	[8.302944]	[105]	[17659508]	[17659507]
582_14034	chr10	29034582	29034982	+	860	42.0	[5.9220176]	[96]	[]	[]	[29034776]	[]
582_14037	chr10	51144143	51144543	+	821	42.0	[10.229654, 5.490918, 6.186383]	[120, 130, 139]	[11.910557]	[119]	[51144355, 51144365, 51144374]	[51144354]
582_14038	chr10	61323717	61324117	+	837	42.0	[6.5180492]	[145]	[9.1358795, 7.540198]	[144, 178]	[61323934]	[61323933, 61323967]
582_1404	chr16	12041562	12041962	+	1000	126.0	[5.7242174]	[91]	[6.9395094, 7.947534]	[70, 90]	[12041752]	[12041731, 12041751]
582_14040	chr10	65472826	65473226	+	849	42.0	[9.623465]	[104]	[10.481071]	[103]	[65472987]	[65472986]
582_14042	chr10	99681549	99681949	+	827	42.0	[9.216128]	[231]	[10.073735]	[230]	[99681793]	[99681792]
582_14044	chr10	124306540	124306940	+	849	42.0	[11.910557]	[89]	[10.636991]	[88]	[124306714]	[124306713]
582_14045	chr11	8781664	8782064	+	726	42.0	[10.481071]	[103]	[9.623465, 5.2940693]	[102, 123]	[8781832]	[8781831, 8781852]
582_14046	chr11	10996668	10997068	+	697	42.0	[]	[]	[5.5146813]	[95]	[]	[10996862]
582_14048	chr11	25537518	25537918	+	714	42.0	[9.623465]	[114]	[10.481071]	[113]	[25537732]	[25537731]
582_14049	chr11	33774393	33774793	+	768	42.0	[5.7790465]	[118]	[7.0526123]	[117]	[33774595]	[33774594]
582_14050	chr11	35274826	35275226	+	640	42.0	[]	[]	[5.9220176]	[106]	[]	[35275024]
582_14053	chr11	114449120	114449520	+	810	42.0	[9.197866]	[113]	[9.901916]	[112]	[114449332]	[114449331]
582_14054	chr11	119274847	119275247	+	792	42.0	[11.009659]	[102]	[10.403485, 5.163814]	[101, 118]	[119275043]	[119275042, 119275059]
582_14060	chr12	69336536	69336936	+	624	42.0	[]	[]	[5.9220176]	[122]	[]	[69336713]
582_14061	chr12	69476428	69476828	+	859	42.0	[6.040163]	[97]	[7.0526123, 5.9220176]	[108, 178]	[69476595]	[69476606, 69476676]
582_14063	chr12	89840510	89840910	+	845	42.0	[6.6739683, 10.636991]	[61, 81]	[6.410001, 11.910557]	[60, 80]	[89840670, 89840690]	[89840669, 89840689]
582_14065	chr12	94089883	94090283	+	842	42.0	[5.468101]	[92]	[9.623465]	[91]	[94090054]	[94090053]
582_14067	chr12	122523250	122523650	+	823	42.0	[8.601925]	[135]	[11.390118]	[134]	[122523469]	[122523468]
582_14074	chr13	91059537	91059937	+	861	42.0	[9.216128]	[117]	[10.073735]	[116]	[91059691]	[91059690]
582_14080	chr13	102592304	102592704	+	830	42.0	[10.1494055]	[138]	[]	[]	[102592528]	[]
582_14081	chr13	102670187	102670587	+	789	42.0	[]	[]	[5.9220176]	[125]	[]	[102670384]
582_14082	chr14	35678588	35678988	+	855	42.0	[]	[]	[5.9220176]	[94]	[]	[35678779]
582_14083	chr14	37147489	37147889	+	800	42.0	[7.540198]	[108]	[10.1494055]	[107]	[37147688]	[37147687]
582_14088	chr15	66136939	66137339	+	736	42.0	[5.674388, 10.1494055]	[64, 102]	[7.947534]	[101]	[66137096, 66137134]	[66137133]
582_14089	chr15	75835965	75836365	+	734	42.0	[7.947534]	[165]	[10.1494055]	[164]	[75836174]	[75836173]
582_1409	chr20	2300433	2300833	+	1000	126.0	[]	[]	[9.993486]	[102]	[]	[2300634]
582_14093	chr16	26554014	26554414	+	581	42.0	[11.910557]	[113]	[10.636991]	[112]	[26554221]	[26554220]
582_14095	chr16	79274203	79274603	+	814	42.0	[15.617505]	[91]	[15.210169]	[90]	[79274392]	[79274391]
582_14096	chr16	87163562	87163962	+	854	42.0	[6.5180492]	[133]	[9.1358795]	[132]	[87163778]	[87163777]
582_14098	chr17	42645153	42645553	+	670	42.0	[10.759561]	[137]	[11.166897]	[136]	[42645370]	[42645369]
582_1410	chr3	128010216	128010616	+	1000	126.0	[]	[]	[5.9220176]	[109]	[]	[128010422]
582_14102	chr17	55746331	55746731	+	853	42.0	[]	[]	[5.9220176]	[154]	[]	[55746557]
582_14104	chr17	66808491	66808891	+	780	42.0	[10.810822]	[118]	[10.602323]	[117]	[66808694]	[66808693]
582_14109	chr18	26193660	26194060	+	823	42.0	[11.390118]	[109]	[8.601925]	[108]	[26193864]	[26193863]
582_1411	chr4	103009103	103009503	+	1000	126.0	[5.7037597, 5.396077, 10.229654]	[77, 104, 114]	[11.503221]	[113]	[103009263, 103009290, 103009300]	[103009299]
582_14111	chr18	49133088	49133488	+	690	42.0	[11.910557]	[133]	[10.636991]	[132]	[49133308]	[49133307]
582_14113	chr19	1940629	1941029	+	821	42.0	[6.532173]	[103]	[]	[]	[1940795]	[]
582_14114	chr19	7159071	7159471	+	841	42.0	[10.636991]	[93]	[11.503221]	[92]	[7159258]	[7159257]
582_14115	chr19	8514058	8514458	+	838	42.0	[6.409603]	[108]	[]	[]	[8514255]	[]
582_14116	chr19	10240162	10240562	+	807	42.0	[11.390118]	[108]	[8.601925]	[107]	[10240361]	[10240360]
582_14118	chr19	16197763	16198163	+	659	42.0	[10.073735]	[124]	[5.198277]	[123]	[16197948]	[16197947]
582_1412	chr5	42846787	42847187	+	1000	126.0	[10.636991]	[88]	[11.910557]	[87]	[42846971]	[42846970]
582_14124	chr19	49261606	49262006	+	865	42.0	[11.503221]	[76]	[10.229654, 7.3027105]	[75, 85]	[49261769]	[49261768, 49261778]
582_14126	chr2	7075817	7076217	+	818	42.0	[7.103873]	[141]	[5.7037597, 5.9220176, 6.0291443]	[66, 94, 140]	[7076058]	[7075983, 7076011, 7076057]
582_14129	chr2	25829292	25829692	+	708	42.0	[11.009659]	[89]	[10.810822, 5.674388]	[88, 131]	[25829466]	[25829465, 25829508]
582_14130	chr2	32862479	32862879	+	846	42.0	[5.830307]	[101]	[7.3027105]	[100]	[32862650]	[32862649]
582_14132	chr2	38485742	38486142	+	818	42.0	[10.073735]	[107]	[9.623465]	[106]	[38485940]	[38485939]
582_14133	chr2	42872677	42873077	+	825	42.0	[11.422971]	[187]	[6.6739683]	[186]	[42872911]	[42872910]
582_14135	chr2	79320857	79321257	+	862	42.0	[11.166897]	[107]	[11.166897]	[106]	[79321059]	[79321058]
582_14137	chr2	99514961	99515361	+	835	42.0	[11.654483]	[94]	[14.722584]	[93]	[99515154]	[99515153]
582_14138	chr2	100211526	100211926	+	654	42.0	[10.759561, 5.094671]	[108, 113]	[10.759561]	[107]	[100211732, 100211737]	[100211731]
582_14142	chr2	168536937	168537337	+	816	42.0	[5.9220176]	[99]	[]	[]	[168537134]	[]
582_14143	chr2	169709273	169709673	+	606	42.0	[5.9220176]	[181]	[]	[]	[169709503]	[]
582_14145	chr2	173997360	173997760	+	811	42.0	[5.234844]	[200]	[]	[]	[173997579]	[]
582_14147	chr2	189782062	189782462	+	827	42.0	[10.636991, 6.6965365]	[114, 161]	[11.503221]	[113]	[189782255, 189782302]	[189782254]
582_14148	chr20	1793810	1794210	+	695	42.0	[5.9220176]	[108]	[]	[]	[1794008]	[]
582_14149	chr20	41698165	41698565	+	814	42.0	[5.9220176]	[102]	[]	[]	[41698363]	[]
582_14150	chr20	53619294	53619694	+	818	42.0	[10.636991]	[132]	[11.910557]	[131]	[53619514]	[53619513]
582_14154	chr21	26647637	26648037	+	859	42.0	[11.910557]	[142]	[10.636991]	[141]	[26647855]	[26647854]
582_14157	chr21	37033064	37033464	+	784	42.0	[]	[]	[5.9220176]	[97]	[]	[37033257]
582_1416	chr6	43802934	43803334	+	1000	126.0	[10.229654, 11.422971]	[94, 108]	[11.910557]	[93]	[43803125, 43803139]	[43803124]
582_14171	chr3	21739494	21739894	+	641	42.0	[5.9220176]	[130]	[]	[]	[21739714]	[]
582_14172	chr3	33636408	33636808	+	662	42.0	[]	[]	[6.7822714]	[114]	[]	[33636617]
582_14173	chr3	42157919	42158319	+	853	42.0	[6.6739683]	[99]	[11.422971]	[98]	[42158106]	[42158105]
582_14176	chr3	139458290	139458690	+	847	42.0	[5.7037597, 11.247147]	[149, 181]	[14.722584]	[180]	[139458506, 139458538]	[139458537]
582_14177	chr3	154815860	154816260	+	677	42.0	[11.503221]	[155]	[9.494579, 10.636991]	[98, 154]	[154816094]	[154816037, 154816093]
582_14182	chr4	32771893	32772293	+	826	42.0	[]	[]	[5.9220176]	[139]	[]	[32772128]
582_14183	chr4	111281230	111281630	+	851	42.0	[]	[]	[5.9220176]	[105]	[]	[111281426]
582_14184	chr4	122706475	122706875	+	825	42.0	[11.009659]	[141]	[10.810822]	[140]	[122706712]	[122706711]
582_14186	chr4	133250084	133250484	+	858	42.0	[15.210169]	[93]	[15.617505]	[92]	[133250275]	[133250274]
582_14188	chr4	139688459	139688859	+	576	42.0	[10.229654]	[108]	[11.910557]	[107]	[139688660]	[139688659]
582_14189	chr4	145351107	145351507	+	840	42.0	[5.9220176]	[162]	[]	[]	[145351351]	[]
582_14191	chr4	152380210	152380610	+	839	42.0	[10.1494055]	[91]	[7.540198]	[90]	[152380397]	[152380396]
582_14193	chr4	179755269	179755669	+	798	42.0	[]	[]	[5.9220176]	[140]	[]	[179755494]
582_14197	chr5	35640614	35641014	+	786	42.0	[]	[]	[5.9220176]	[107]	[]	[35640818]
582_14198	chr5	37310366	37310766	+	639	42.0	[]	[]	[5.9220176]	[108]	[]	[37310562]
582_142	chr15	41689801	41690201	+	1000	283.0	[11.503221]	[102]	[10.636991]	[101]	[41690001]	[41690000]
582_14214	chr6	408885	409285	+	632	42.0	[]	[]	[9.068516]	[125]	[]	[409083]
582_14215	chr6	4582535	4582935	+	782	42.0	[5.422971, 7.103873]	[88, 102]	[7.3027105, 6.0291443]	[87, 101]	[4582692, 4582706]	[4582691, 4582705]
582_14219	chr6	11598695	11599095	+	849	42.0	[5.674388, 9.197866]	[92, 100]	[5.674388, 9.901916]	[78, 99]	[11598879, 11598887]	[11598865, 11598886]
582_1422	chr11	33266457	33266857	+	1000	125.5	[8.601925]	[121]	[11.390118]	[120]	[33266665]	[33266664]
582_14220	chr6	13203106	13203506	+	849	42.0	[]	[]	[7.0526123]	[120]	[]	[13203323]
582_14223	chr6	19997704	19998104	+	836	42.0	[11.503221]	[101]	[6.208951, 10.636991]	[56, 100]	[19997903]	[19997858, 19997902]
582_14225	chr6	20906758	20907158	+	819	42.0	[10.1494055]	[108]	[7.947534]	[107]	[20906955]	[20906954]
582_14227	chr6	28609645	28610045	+	765	42.0	[5.9220176]	[132]	[]	[]	[28609869]	[]
582_14228	chr6	28891431	28891831	+	764	42.0	[]	[]	[7.3027105]	[230]	[]	[28891673]
582_14230	chr6	36423984	36424384	+	851	42.0	[11.503221]	[93]	[10.636991]	[92]	[36424176]	[36424175]
582_14233	chr6	52933711	52934111	+	775	42.0	[]	[]	[5.4289308]	[180]	[]	[52933911]
582_14236	chr6	110492598	110492998	+	858	42.0	[]	[]	[10.902532]	[112]	[]	[110492805]
582_14237	chr6	111585621	111586021	+	836	42.0	[11.910557]	[101]	[6.2118034]	[100]	[111585821]	[111585820]
582_14238	chr6	116292557	116292957	+	739	42.0	[6.0351205, 10.759561]	[85, 100]	[11.166897]	[99]	[116292737, 116292752]	[116292751]
582_14241	chr6	139980687	139981087	+	848	42.0	[]	[]	[5.9220176]	[107]	[]	[139980864]
582_14243	chr6	144543337	144543737	+	859	42.0	[]	[]	[5.3587623]	[106]	[]	[144543500]
582_14244	chr6	147463646	147464046	+	852	42.0	[6.0291443]	[97]	[5.5146813, 7.103873]	[88, 96]	[147463830]	[147463821, 147463829]
582_14246	chr6	161117906	161118306	+	856	42.0	[7.947534, 10.636991]	[90, 142]	[5.1364346, 11.503221]	[89, 141]	[161118084, 161118136]	[161118083, 161118135]
582_1425	chr13	93318560	93318960	+	1000	125.5	[5.830307]	[122]	[6.8953743]	[121]	[93318771]	[93318770]
582_14250	chr7	32957943	32958343	+	850	42.0	[11.503221]	[88]	[10.229654]	[87]	[32958121]	[32958120]
582_14251	chr7	44604870	44605270	+	792	42.0	[5.6604424]	[130]	[9.993486]	[129]	[44605040]	[44605039]
582_14252	chr7	49974012	49974412	+	827	42.0	[11.910557]	[132]	[10.636991]	[131]	[49974221]	[49974220]
582_14254	chr7	73719757	73720157	+	852	42.0	[6.409603]	[146]	[]	[]	[73719985]	[]
582_14259	chr7	126884330	126884730	+	850	42.0	[]	[]	[5.9220176, 5.674388]	[103, 139]	[]	[126884527, 126884563]
582_14261	chr7	134277904	134278304	+	819	42.0	[11.910557]	[127]	[10.636991]	[126]	[134278122]	[134278121]
582_14266	chr7	153398381	153398781	+	827	42.0	[6.741709]	[174]	[11.166897]	[173]	[153398575]	[153398574]
582_14269	chr8	13055247	13055647	+	684	42.0	[9.148765]	[144]	[]	[]	[13055405]	[]
582_14270	chr8	30643406	30643806	+	853	42.0	[]	[]	[5.9220176]	[107]	[]	[30643608]
582_14271	chr8	52468070	52468470	+	648	42.0	[5.9220176]	[140]	[]	[]	[52468288]	[]
582_14272	chr8	59912779	59913179	+	824	42.0	[11.910557]	[133]	[10.636991]	[132]	[59912990]	[59912989]
582_14279	chr8	129456041	129456441	+	825	42.0	[5.873225]	[67]	[]	[]	[129456208]	[]
582_1428	chr16	66899639	66900039	+	1000	125.5	[7.229295]	[141]	[15.12992]	[140]	[66899829]	[66899828]
582_14280	chr9	27573771	27574171	+	568	42.0	[11.390118]	[106]	[]	[]	[27573971]	[]
582_14282	chr9	81788247	81788647	+	623	42.0	[15.210169]	[111]	[15.617505]	[110]	[81788447]	[81788446]
582_14284	chr9	94070364	94070764	+	814	42.0	[6.6739683]	[104]	[11.422971]	[103]	[94070561]	[94070560]
582_14287	chr9	131025604	131026004	+	858	42.0	[5.396077]	[126]	[]	[]	[131025808]	[]
582_14289	chrX	16930270	16930670	+	867	42.0	[10.229654]	[82]	[7.485369]	[81]	[16930448]	[16930447]
582_1429	chr2	178112071	178112471	+	1000	125.5	[11.503221]	[117]	[10.636991]	[116]	[178112278]	[178112277]
582_14290	chrX	24084555	24084955	+	767	42.0	[11.910557]	[109]	[10.229654]	[108]	[24084753]	[24084752]
582_14291	chrX	39875827	39876227	+	848	42.0	[15.617505]	[110]	[11.192318]	[109]	[39876029]	[39876028]
582_14292	chrX	53265679	53266079	+	609	42.0	[5.5711503, 10.1494055]	[74, 122]	[5.9220176, 7.947534]	[89, 121]	[53265845, 53265893]	[53265860, 53265892]
582_14293	chrX	65880015	65880415	+	849	42.0	[]	[]	[5.5146813]	[106]	[]	[65880214]
582_14294	chrX	75156669	75157069	+	796	42.0	[10.604535]	[95]	[15.210169]	[94]	[75156847]	[75156846]
582_14296	chrX	107683029	107683429	+	555	42.0	[11.910557]	[150]	[6.2118034]	[149]	[107683252]	[107683251]
582_14298	chr1	32576234	32576634	+	570	41.5	[]	[]	[9.009261]	[175]	[]	[32576485]
582_14299	chr1	33149441	33149841	+	761	41.5	[11.009659]	[124]	[10.403485]	[123]	[33149648]	[33149647]
582_1430	chr20	18053459	18053859	+	1000	125.5	[15.210169]	[99]	[15.617505]	[98]	[18053654]	[18053653]
582_14300	chr1	35497559	35497959	+	843	41.5	[11.910557]	[97]	[10.636991]	[96]	[35497752]	[35497751]
582_14303	chr1	53954840	53955240	+	845	41.5	[5.7790465]	[130]	[6.110713, 7.4599485]	[94, 129]	[53955065]	[53955029, 53955064]
582_14304	chr1	71001635	71002035	+	822	41.5	[9.901916]	[111]	[9.197866]	[110]	[71001836]	[71001835]
582_14313	chr1	180727117	180727517	+	775	41.5	[11.192318]	[91]	[11.192318]	[90]	[180727306]	[180727305]
582_14317	chr1	197424481	197424881	+	744	41.5	[]	[]	[10.902532]	[92]	[]	[197424669]
582_14318	chr1	202976662	202977062	+	832	41.5	[10.636991]	[103]	[11.910557]	[102]	[202976849]	[202976848]
582_1432	chr5	30100939	30101339	+	1000	125.5	[]	[]	[5.9220176, 5.9220176]	[108, 121]	[]	[30101131, 30101144]
582_14320	chr1	205102400	205102800	+	722	41.5	[11.910557]	[97]	[10.636991]	[96]	[205102594]	[205102593]
582_14324	chr1	215003600	215004000	+	842	41.5	[10.636991]	[127]	[11.910557]	[126]	[215003817]	[215003816]
