#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID2_idr.fa ARID2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
652_1821	chr7	121366813	121367213	+	1000	74.0	[]	[]	[8.236117]	[142]	[]	[121367040]
652_18218	chr11	12689033	12689433	+	747	36.5	[6.5447836]	[129]	[]	[]	[12689239]	[]
652_18219	chr11	12824395	12824795	+	929	36.5	[13.202995]	[116]	[6.5447836]	[170]	[12824584]	[12824638]
652_18221	chr11	57396355	57396755	+	778	36.5	[]	[]	[6.5447836]	[124]	[]	[57396569]
652_18222	chr11	59557173	59557573	+	981	36.5	[6.5447836]	[161]	[]	[]	[59557354]	[]
652_18223	chr11	61797928	61798328	+	882	36.5	[]	[]	[6.5447836]	[65]	[]	[61798079]
652_18224	chr11	61949665	61950065	+	979	36.5	[13.202995]	[70]	[]	[]	[61949821]	[]
652_18225	chr11	61972335	61972735	+	933	36.5	[13.202995]	[117]	[]	[]	[61972492]	[]
652_18229	chr11	65169426	65169826	+	980	36.5	[6.5447836]	[148]	[]	[]	[65169633]	[]
652_18231	chr11	66258205	66258605	+	901	36.5	[6.5447836]	[106]	[]	[]	[66258406]	[]
652_18232	chr11	66478926	66479326	+	910	36.5	[]	[]	[6.5447836]	[150]	[]	[66479137]
652_18236	chr11	74615398	74615798	+	761	36.5	[6.5447836, 6.5447836, 6.5447836]	[111, 128, 143]	[]	[]	[74615568, 74615585, 74615600]	[]
652_18239	chr11	88420299	88420699	+	984	36.5	[13.202995, 6.5447836]	[103, 113]	[]	[]	[88420470, 88420480]	[]
652_18240	chr11	88434294	88434694	+	969	36.5	[]	[]	[6.5447836]	[140]	[]	[88434526]
652_18241	chr11	96054949	96055349	+	744	36.5	[6.5447836]	[157]	[]	[]	[96055149]	[]
652_18246	chr11	119106908	119107308	+	989	36.5	[6.5447836]	[118]	[]	[]	[119107125]	[]
652_18248	chr11	120229774	120230174	+	969	36.5	[]	[]	[6.5447836]	[163]	[]	[120230025]
652_18259	chr12	57229593	57229993	+	827	36.5	[]	[]	[6.5447836]	[103]	[]	[57229787]
652_18262	chr12	75938210	75938610	+	974	36.5	[6.5447836]	[177]	[]	[]	[75938391]	[]
652_18263	chr12	93592898	93593298	+	971	36.5	[]	[]	[6.5447836]	[70]	[]	[93593056]
652_18264	chr12	93682399	93682799	+	825	36.5	[]	[]	[6.5447836]	[155]	[]	[93682650]
652_18265	chr12	93738596	93738996	+	811	36.5	[6.5447836]	[133]	[]	[]	[93738801]	[]
652_18266	chr12	103804901	103805301	+	971	36.5	[6.5447836]	[168]	[]	[]	[103805150]	[]
652_18267	chr12	104877083	104877483	+	772	36.5	[]	[]	[6.5447836, 6.5447836]	[62, 104]	[]	[104877240, 104877282]
652_18268	chr12	108690577	108690977	+	961	36.5	[6.5447836]	[119]	[]	[]	[108690772]	[]
652_18271	chr12	112418381	112418781	+	894	36.5	[6.5447836]	[153]	[11.127059]	[139]	[112418565]	[112418551]
652_18272	chr12	120713810	120714210	+	914	36.5	[]	[]	[6.5447836]	[205]	[]	[120714032]
652_18273	chr12	123238058	123238458	+	809	36.5	[]	[]	[6.5447836]	[117]	[]	[123238260]
652_18280	chr13	50208937	50209337	+	706	36.5	[6.5447836]	[172]	[]	[]	[50209171]	[]
652_18281	chr13	80570100	80570500	+	874	36.5	[]	[]	[6.5447836]	[78]	[]	[80570265]
652_18287	chr13	107965887	107966287	+	890	36.5	[6.6472974, 6.5447836]	[143, 188]	[]	[]	[107966084, 107966129]	[]
652_18290	chr14	33792629	33793029	+	855	36.5	[6.5447836]	[138]	[]	[]	[33792844]	[]
652_18295	chr14	67694864	67695264	+	898	36.5	[]	[]	[6.5447836]	[155]	[]	[67695114]
652_18299	chr15	28321366	28321766	+	914	36.5	[6.5447836, 6.5447836, 6.5447836]	[74, 110, 131]	[]	[]	[28321533, 28321569, 28321590]	[]
652_183	chr22	20564271	20564671	+	1000	145.5	[]	[]	[6.5447836]	[69]	[]	[20564440]
652_18300	chr15	28911211	28911611	+	968	36.5	[6.5447836]	[94]	[]	[]	[28911369]	[]
652_18302	chr15	31435214	31435614	+	975	36.5	[6.5447836, 6.5447836]	[106, 115]	[]	[]	[31435380, 31435389]	[]
652_18304	chr15	43827000	43827400	+	804	36.5	[]	[]	[8.236117]	[242]	[]	[43827243]
652_18305	chr15	55401635	55402035	+	691	36.5	[]	[]	[6.5447836]	[206]	[]	[55401877]
652_18308	chr15	66503789	66504189	+	654	36.5	[]	[]	[6.5447836, 6.5447836]	[206, 217]	[]	[66504020, 66504031]
652_18310	chr15	72230565	72230965	+	969	36.5	[6.5447836]	[176]	[]	[]	[72230791]	[]
652_18313	chr15	89577324	89577724	+	823	36.5	[13.202995]	[122]	[]	[]	[89577492]	[]
652_18316	chr15	90994759	90995159	+	906	36.5	[6.5447836]	[158]	[]	[]	[90994934]	[]
652_18317	chr15	96330609	96331009	+	974	36.5	[]	[]	[6.5447836]	[85]	[]	[96330792]
652_18320	chr16	9089872	9090272	+	874	36.5	[6.5447836]	[150]	[]	[]	[9090115]	[]
652_18321	chr16	11641390	11641790	+	983	36.5	[]	[]	[11.127059]	[109]	[]	[11641588]
652_18336	chr16	87376737	87377137	+	902	36.5	[]	[]	[6.5447836]	[96]	[]	[87376931]
652_18344	chr17	29580304	29580704	+	962	36.5	[]	[]	[6.5447836]	[128]	[]	[29580509]
652_18345	chr17	30378483	30378883	+	603	36.5	[6.5447836]	[186]	[]	[]	[30378722]	[]
652_18352	chr17	43171203	43171603	+	994	36.5	[]	[]	[6.5447836]	[194]	[]	[43171422]
652_18353	chr17	43846187	43846587	+	975	36.5	[]	[]	[6.5447836]	[68]	[]	[43846342]
652_18358	chr17	50721089	50721489	+	903	36.5	[]	[]	[8.236117]	[132]	[]	[50721275]
652_18379	chr18	9608927	9609327	+	976	36.5	[]	[]	[6.5447836]	[179]	[]	[9609159]
652_18388	chr19	8352061	8352461	+	933	36.5	[6.5447836]	[155]	[]	[]	[8352303]	[]
652_18389	chr19	9309203	9309603	+	969	36.5	[6.5447836]	[143]	[]	[]	[9309369]	[]
652_1839	chr14	23265081	23265481	+	1000	73.5	[6.5447836]	[110]	[]	[]	[23265284]	[]
652_18393	chr19	12982607	12983007	+	949	36.5	[]	[]	[6.5447836, 6.5447836]	[109, 128]	[]	[12982812, 12982831]
652_18395	chr19	15419179	15419579	+	952	36.5	[6.5447836]	[131]	[]	[]	[15419399]	[]
652_18396	chr19	16497079	16497479	+	842	36.5	[]	[]	[6.5447836]	[122]	[]	[16497276]
652_18397	chr19	16561942	16562342	+	908	36.5	[6.9436774, 6.5447836]	[124, 171]	[]	[]	[16562120, 16562167]	[]
652_18399	chr19	21602833	21603233	+	939	36.5	[11.127059]	[136]	[13.202995]	[77]	[21603056]	[21602997]
652_18406	chr19	43596293	43596693	+	957	36.5	[]	[]	[6.5447836, 6.5447836]	[115, 176]	[]	[43596462, 43596523]
652_18412	chr19	53395869	53396269	+	875	36.5	[6.5447836]	[107]	[]	[]	[53396041]	[]
652_1842	chr16	90081921	90082321	+	1000	73.5	[]	[]	[6.5447836]	[126]	[]	[90082136]
652_18421	chr2	31812162	31812562	+	881	36.5	[]	[]	[9.98438]	[91]	[]	[31812352]
652_18423	chr2	55118598	55118998	+	943	36.5	[6.5447836, 6.5447836]	[135, 195]	[]	[]	[55118783, 55118843]	[]
652_18428	chr2	74440196	74440596	+	961	36.5	[6.5447836]	[113]	[]	[]	[74440364]	[]
652_18430	chr2	75241704	75242104	+	965	36.5	[13.202995]	[93]	[13.202995]	[102]	[75241886]	[75241895]
652_18431	chr2	85455679	85456079	+	962	36.5	[6.5447836, 13.202995]	[135, 140]	[]	[]	[85455901, 85455906]	[]
652_18435	chr2	105464540	105464940	+	955	36.5	[]	[]	[6.5447836, 6.5447836]	[130, 214]	[]	[105464691, 105464775]
652_18436	chr2	108588308	108588708	+	981	36.5	[6.5447836]	[94]	[]	[]	[108588478]	[]
652_18444	chr2	152718725	152719125	+	973	36.5	[9.212816]	[106]	[]	[]	[152718876]	[]
652_18450	chr2	177693883	177694283	+	968	36.5	[6.5447836]	[125]	[]	[]	[177694035]	[]
652_18453	chr2	190271762	190272162	+	935	36.5	[]	[]	[13.202995, 6.9436774]	[71, 94]	[]	[190271916, 190271939]
652_18456	chr2	241882378	241882778	+	909	36.5	[]	[]	[6.5447836]	[60]	[]	[241882537]
652_18459	chr20	1470001	1470401	+	979	36.5	[6.5447836]	[75]	[]	[]	[1470164]	[]
652_18462	chr20	32404038	32404438	+	979	36.5	[]	[]	[11.127059]	[164]	[]	[32404264]
652_18465	chr20	35329600	35330000	+	944	36.5	[6.5447836]	[144]	[]	[]	[35329767]	[]
652_18467	chr20	37095889	37096289	+	901	36.5	[8.236117]	[146]	[6.5447836]	[83]	[37096130]	[37096067]
652_18471	chr20	49790248	49790648	+	956	36.5	[9.98438]	[143]	[]	[]	[49790466]	[]
652_18472	chr20	50386397	50386797	+	988	36.5	[]	[]	[13.202995]	[110]	[]	[50386593]
652_18474	chr21	14737848	14738248	+	959	36.5	[6.5447836]	[184]	[]	[]	[14738070]	[]
652_18475	chr21	14752241	14752641	+	871	36.5	[11.127059, 6.5447836, 11.127059]	[114, 123, 157]	[]	[]	[14752436, 14752445, 14752479]	[]
652_18490	chr22	19436595	19436995	+	889	36.5	[9.98438]	[96]	[]	[]	[19436785]	[]
652_18494	chr22	20755629	20756029	+	933	36.5	[6.5447836]	[89]	[]	[]	[20755817]	[]
652_18495	chr22	20788674	20789074	+	820	36.5	[]	[]	[6.5447836]	[108]	[]	[20788842]
652_18497	chr22	22758215	22758615	+	760	36.5	[6.5447836]	[151]	[]	[]	[22758451]	[]
652_18498	chr22	22923504	22923904	+	877	36.5	[6.5447836]	[107]	[]	[]	[22923669]	[]
652_1850	chr22	16599560	16599960	+	1000	73.5	[]	[]	[6.5447836]	[185]	[]	[16599797]
652_18500	chr22	23023527	23023927	+	938	36.5	[6.5447836]	[118]	[]	[]	[23023737]	[]
652_18501	chr22	23041580	23041980	+	970	36.5	[6.5447836]	[142]	[]	[]	[23041731]	[]
652_18503	chr22	23200594	23200994	+	973	36.5	[6.5447836]	[73]	[]	[]	[23200745]	[]
652_1851	chr22	20741783	20742183	+	1000	73.5	[9.98438]	[147]	[]	[]	[20742011]	[]
652_18517	chr3	33911782	33912182	+	902	36.5	[]	[]	[6.5447836]	[162]	[]	[33911951]
652_18518	chr3	36969863	36970263	+	956	36.5	[6.9436774]	[140]	[]	[]	[36970036]	[]
652_1852	chr22	20922173	20922573	+	1000	73.5	[11.127059, 6.5447836]	[139, 145]	[]	[]	[20922371, 20922377]	[]
652_18525	chr3	45574104	45574504	+	942	36.5	[13.202995]	[82]	[]	[]	[45574276]	[]
652_18528	chr3	143216477	143216877	+	991	36.5	[]	[]	[6.5447836, 6.5447836]	[137, 180]	[]	[143216659, 143216702]
652_18529	chr3	143674370	143674770	+	948	36.5	[]	[]	[6.5447836]	[122]	[]	[143674590]
652_18533	chr3	172138969	172139369	+	890	36.5	[]	[]	[6.5447836, 6.5447836]	[144, 185]	[]	[172139145, 172139186]
652_18536	chr3	184018038	184018438	+	927	36.5	[6.5447836]	[123]	[]	[]	[184018257]	[]
652_18537	chr3	184748458	184748858	+	929	36.5	[6.5447836]	[102]	[]	[]	[184748610]	[]
652_18538	chr3	193853464	193853864	+	938	36.5	[6.6472974]	[231]	[]	[]	[193853711]	[]
652_18544	chr4	40292313	40292713	+	780	36.5	[]	[]	[6.5447836]	[169]	[]	[40292529]
652_18550	chr4	87422161	87422561	+	954	36.5	[]	[]	[6.5447836]	[82]	[]	[87422343]
652_18553	chr4	110195911	110196311	+	980	36.5	[6.5447836, 6.5447836]	[62, 129]	[]	[]	[110196065, 110196132]	[]
652_18554	chr4	138870965	138871365	+	964	36.5	[6.5447836]	[112]	[6.5447836]	[89]	[138871160]	[138871137]
652_18556	chr4	159487203	159487603	+	922	36.5	[6.5447836, 6.5447836]	[60, 117]	[]	[]	[159487358, 159487415]	[]
652_18557	chr4	173281690	173282090	+	914	36.5	[]	[]	[6.5447836]	[126]	[]	[173281866]
652_18558	chr4	177441708	177442108	+	964	36.5	[6.5447836]	[121]	[]	[]	[177441925]	[]
652_1856	chr4	86922362	86922762	+	1000	73.5	[]	[]	[8.236117]	[91]	[]	[86922545]
652_18568	chr5	65482328	65482728	+	915	36.5	[6.5447836]	[170]	[]	[]	[65482578]	[]
652_18572	chr5	103224595	103224995	+	744	36.5	[6.5447836]	[128]	[6.5447836]	[73]	[103224812]	[103224757]
652_18573	chr5	109191284	109191684	+	902	36.5	[6.5447836]	[163]	[]	[]	[109191531]	[]
652_1858	chr7	73886065	73886465	+	1000	73.5	[]	[]	[6.5447836, 8.236117]	[83, 128]	[]	[73886239, 73886284]
652_18581	chr5	132663847	132664247	+	879	36.5	[]	[]	[6.9436774]	[153]	[]	[132664033]
652_18587	chr5	140637719	140638119	+	931	36.5	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[142, 147, 160]	[]	[140637948, 140637953, 140637966]
652_1859	chr7	111329643	111330043	+	1000	73.5	[11.127059]	[140]	[]	[]	[111329875]	[]
652_18597	chr5	178449181	178449581	+	801	36.5	[8.236117]	[174]	[]	[]	[178449401]	[]
652_18603	chr6	11700079	11700479	+	611	36.5	[6.9436774]	[149]	[]	[]	[11700285]	[]
652_18605	chr6	15337511	15337911	+	981	36.5	[]	[]	[6.5447836]	[186]	[]	[15337720]
652_18606	chr6	15409943	15410343	+	979	36.5	[]	[]	[6.5447836]	[109]	[]	[15410125]
652_18609	chr6	26233829	26234229	+	997	36.5	[]	[]	[6.5447836]	[142]	[]	[26234019]
652_1861	chr9	94065456	94065856	+	1000	73.5	[]	[]	[6.5447836, 6.5447836]	[122, 127]	[]	[94065672, 94065677]
652_18610	chr6	27288661	27289061	+	952	36.5	[6.5447836]	[175]	[]	[]	[27288878]	[]
652_1862	chr9	130774655	130775055	+	1000	73.5	[]	[]	[6.5447836]	[109]	[]	[130774834]
652_18622	chr6	37222970	37223370	+	893	36.5	[6.5447836, 6.5447836]	[58, 106]	[]	[]	[37223123, 37223171]	[]
652_18624	chr6	38796416	38796816	+	804	36.5	[]	[]	[9.98438]	[128]	[]	[38796592]
652_18625	chr6	39227234	39227634	+	971	36.5	[]	[]	[6.6472974]	[193]	[]	[39227484]
652_18630	chr6	49940179	49940579	+	959	36.5	[]	[]	[6.5447836]	[134]	[]	[49940410]
652_18631	chr6	52285118	52285518	+	916	36.5	[6.5447836]	[117]	[]	[]	[52285312]	[]
652_18636	chr6	89970670	89971070	+	987	36.5	[6.5447836]	[142]	[]	[]	[89970899]	[]
652_18639	chr6	109303508	109303908	+	850	36.5	[]	[]	[6.5447836]	[174]	[]	[109303686]
652_18646	chr6	139516323	139516723	+	985	36.5	[]	[]	[9.98438]	[148]	[]	[139516551]
652_1865	chr1	26997599	26997999	+	1000	73.0	[]	[]	[6.5447836]	[67]	[]	[26997763]
652_18651	chr6	160534139	160534539	+	582	36.5	[8.236117]	[78]	[]	[]	[160534314]	[]
652_18656	chr7	5574043	5574443	+	769	36.5	[]	[]	[6.5447836]	[164]	[]	[5574210]
652_18657	chr7	5595683	5596083	+	940	36.5	[9.98438]	[151]	[]	[]	[5595888]	[]
652_18659	chr7	11281974	11282374	+	982	36.5	[13.202995]	[144]	[]	[]	[11282171]	[]
652_18660	chr7	13057822	13058222	+	950	36.5	[]	[]	[6.5447836]	[188]	[]	[13058070]
652_18662	chr7	24665579	24665979	+	854	36.5	[6.5447836]	[138]	[]	[]	[24665755]	[]
652_18665	chr7	32506206	32506606	+	730	36.5	[6.6472974]	[147]	[]	[]	[32506443]	[]
652_18669	chr7	44998386	44998786	+	996	36.5	[6.6472974, 6.5447836]	[68, 113]	[]	[]	[44998553, 44998598]	[]
652_18675	chr7	77331815	77332215	+	912	36.5	[]	[]	[6.5447836]	[92]	[]	[77331985]
652_1868	chr1	204706402	204706802	+	1000	73.0	[6.5447836]	[169]	[]	[]	[204706643]	[]
652_18682	chr7	99504563	99504963	+	974	36.5	[6.5447836]	[151]	[]	[]	[99504808]	[]
652_18685	chr7	103348907	103349307	+	696	36.5	[]	[]	[6.5447836, 6.5447836]	[59, 122]	[]	[103349058, 103349121]
652_18686	chr7	106862506	106862906	+	901	36.5	[]	[]	[6.5447836]	[131]	[]	[106862720]
652_1869	chr1	207021091	207021491	+	1000	73.0	[]	[]	[6.6472974]	[113]	[]	[207021272]
652_18692	chr7	121159576	121159976	+	992	36.5	[]	[]	[6.5447836]	[76]	[]	[121159736]
652_18695	chr7	134420503	134420903	+	975	36.5	[6.5447836, 6.5447836]	[95, 100]	[]	[]	[134420691, 134420696]	[]
652_18699	chr7	152402322	152402722	+	897	36.5	[]	[]	[6.5447836]	[145]	[]	[152402498]
652_18702	chr8	6428612	6429012	+	839	36.5	[]	[]	[8.236117]	[137]	[]	[6428791]
652_18705	chr8	28884557	28884957	+	909	36.5	[6.5447836]	[123]	[]	[]	[28884767]	[]
652_18707	chr8	30743291	30743691	+	947	36.5	[6.9436774]	[99]	[]	[]	[30743459]	[]
652_18708	chr8	38177001	38177401	+	970	36.5	[]	[]	[6.5447836]	[146]	[]	[38177226]
652_18713	chr8	72107284	72107684	+	970	36.5	[]	[]	[9.98438]	[133]	[]	[72107481]
652_18734	chr9	37984756	37985156	+	976	36.5	[]	[]	[6.5447836]	[180]	[]	[37984997]
652_18737	chr9	75077141	75077541	+	974	36.5	[6.5447836, 6.6472974]	[78, 109]	[]	[]	[75077317, 75077348]	[]
652_18740	chr9	91194341	91194741	+	893	36.5	[]	[]	[6.5447836]	[162]	[]	[91194545]
652_18743	chr9	111299324	111299724	+	976	36.5	[9.98438, 6.5447836]	[139, 153]	[]	[]	[111299555, 111299569]	[]
652_18749	chr9	126398410	126398810	+	976	36.5	[]	[]	[6.5447836]	[110]	[]	[126398565]
652_18751	chr9	127864933	127865333	+	927	36.5	[]	[]	[6.5447836]	[88]	[]	[127865119]
652_18752	chr9	127919333	127919733	+	966	36.5	[]	[]	[6.5447836]	[127]	[]	[127919501]
652_18755	chr9	130917593	130917993	+	661	36.5	[6.5447836]	[190]	[]	[]	[130917792]	[]
652_18758	chrX	11408794	11409194	+	960	36.5	[]	[]	[6.5447836]	[140]	[]	[11408963]
652_18759	chrX	12946840	12947240	+	894	36.5	[]	[]	[13.202995]	[192]	[]	[12947077]
652_1876	chr14	22777450	22777850	+	1000	73.0	[]	[]	[9.98438]	[128]	[]	[22777670]
652_18769	chr1	10556902	10557302	+	961	36.0	[]	[]	[6.5447836]	[56]	[]	[10557053]
652_18773	chr1	21770108	21770508	+	957	36.0	[6.5447836]	[115]	[]	[]	[21770322]	[]
652_18775	chr1	23031865	23032265	+	586	36.0	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[81, 113, 138]	[]	[23032026, 23032058, 23032083]
652_18781	chr1	26501917	26502317	+	966	36.0	[6.5447836]	[171]	[]	[]	[26502138]	[]
652_18782	chr1	26722964	26723364	+	920	36.0	[6.5447836]	[99]	[]	[]	[26723132]	[]
652_18783	chr1	27773404	27773804	+	890	36.0	[]	[]	[6.5447836]	[222]	[]	[27773637]
652_18784	chr1	28086868	28087268	+	900	36.0	[13.202995]	[137]	[]	[]	[28087024]	[]
652_18785	chr1	28261271	28261671	+	971	36.0	[]	[]	[6.5447836, 6.5447836]	[131, 136]	[]	[28261430, 28261435]
652_18786	chr1	28391927	28392327	+	952	36.0	[6.5447836, 6.5447836]	[80, 98]	[]	[]	[28392092, 28392110]	[]
652_18789	chr1	31159776	31160176	+	938	36.0	[13.202995]	[195]	[9.212816]	[144]	[31160023]	[31159972]
652_18790	chr1	31970785	31971185	+	818	36.0	[]	[]	[6.5447836]	[112]	[]	[31970984]
652_18791	chr1	32015526	32015926	+	920	36.0	[6.6472974]	[124]	[]	[]	[32015746]	[]
652_18795	chr1	33086334	33086734	+	819	36.0	[]	[]	[6.5447836]	[78]	[]	[33086512]
652_18797	chr1	35499526	35499926	+	911	36.0	[6.5447836]	[135]	[]	[]	[35499713]	[]
652_18799	chr1	39178957	39179357	+	881	36.0	[]	[]	[13.202995, 6.5447836]	[109, 179]	[]	[39179114, 39179184]
652_1880	chr17	40013679	40014079	+	1000	73.0	[9.98438, 6.5447836, 6.5447836]	[71, 86, 99]	[]	[]	[40013847, 40013862, 40013875]	[]
652_18803	chr1	42955622	42956022	+	959	36.0	[6.5447836]	[231]	[]	[]	[42955869]	[]
652_18806	chr1	51516671	51517071	+	904	36.0	[6.5447836]	[182]	[]	[]	[51516866]	[]
652_1881	chr17	40358298	40358698	+	1000	73.0	[6.5447836]	[103]	[]	[]	[40358493]	[]
652_18812	chr1	85225954	85226354	+	892	36.0	[6.5447836]	[57]	[6.5447836]	[109]	[85226110]	[85226162]
652_18816	chr1	108557965	108558365	+	939	36.0	[]	[]	[6.5447836]	[189]	[]	[108558164]
652_18820	chr1	114369567	114369967	+	922	36.0	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[139, 162, 167]	[]	[114369781, 114369804, 114369809]
652_18821	chr1	114512753	114513153	+	936	36.0	[6.5447836]	[128]	[]	[]	[114512976]	[]
652_18822	chr1	116476359	116476759	+	759	36.0	[]	[]	[13.202995]	[95]	[]	[116476550]
652_18828	chr1	147243909	147244309	+	910	36.0	[]	[]	[11.127059]	[127]	[]	[147244080]
652_1883	chr18	9824037	9824437	+	1000	73.0	[6.5447836]	[62]	[]	[]	[9824188]	[]
652_18836	chr1	156624410	156624810	+	905	36.0	[]	[]	[6.6472974]	[115]	[]	[156624570]
652_18838	chr1	160548783	160549183	+	926	36.0	[]	[]	[6.5447836]	[118]	[]	[160548995]
652_18843	chr1	172933688	172934088	+	803	36.0	[]	[]	[6.5447836]	[170]	[]	[172933921]
652_18846	chr1	182316374	182316774	+	940	36.0	[6.5447836, 6.5447836, 6.5447836]	[145, 156, 167]	[]	[]	[182316532, 182316543, 182316554]	[]
652_18847	chr1	182355021	182355421	+	968	36.0	[6.5447836, 6.5447836]	[89, 125]	[]	[]	[182355210, 182355246]	[]
652_18851	chr1	196517068	196517468	+	738	36.0	[6.5447836]	[180]	[]	[]	[196517315]	[]
652_18855	chr1	202349176	202349576	+	951	36.0	[]	[]	[6.6472974]	[245]	[]	[202349425]
652_18856	chr1	202531693	202532093	+	931	36.0	[6.5447836]	[95]	[]	[]	[202531860]	[]
652_18858	chr1	203301269	203301669	+	919	36.0	[6.5447836]	[128]	[]	[]	[203301471]	[]
652_18859	chr1	203328722	203329122	+	778	36.0	[]	[]	[6.9436774]	[121]	[]	[203328920]
652_18862	chr1	206738935	206739335	+	909	36.0	[6.5447836]	[135]	[6.5447836]	[100]	[206739169]	[206739134]
652_18863	chr1	206982068	206982468	+	900	36.0	[]	[]	[6.5447836]	[90]	[]	[206982234]
652_18865	chr1	214261454	214261854	+	897	36.0	[6.5447836]	[139]	[]	[]	[214261660]	[]
652_18866	chr1	225767006	225767406	+	847	36.0	[]	[]	[13.202995]	[135]	[]	[225767189]
652_18876	chr10	11603002	11603402	+	912	36.0	[13.202995]	[175]	[8.236117]	[226]	[11603189]	[11603240]
652_1888	chr20	44609924	44610324	+	1000	73.0	[6.5447836]	[142]	[]	[]	[44610149]	[]
652_18881	chr10	49539266	49539666	+	969	36.0	[]	[]	[6.5447836]	[210]	[]	[49539506]
652_18888	chr10	69338488	69338888	+	850	36.0	[6.5447836]	[95]	[]	[]	[69338651]	[]
652_18894	chr10	86754847	86755247	+	635	36.0	[6.5447836]	[172]	[]	[]	[86755044]	[]
652_18900	chr11	5476231	5476631	+	941	36.0	[]	[]	[6.5447836]	[53]	[]	[5476383]
652_18904	chr11	9385437	9385837	+	825	36.0	[6.9436774]	[179]	[]	[]	[9385653]	[]
652_18905	chr11	12124612	12125012	+	703	36.0	[]	[]	[6.5447836]	[115]	[]	[12124813]
652_1891	chr22	16600665	16601065	+	1000	73.0	[]	[]	[6.5447836]	[192]	[]	[16600889]
652_18912	chr11	57514952	57515352	+	810	36.0	[]	[]	[6.5447836]	[83]	[]	[57515130]
652_18915	chr11	59556214	59556614	+	894	36.0	[]	[]	[6.5447836]	[108]	[]	[59556416]
652_18916	chr11	61901331	61901731	+	803	36.0	[6.5447836]	[142]	[]	[]	[61901572]	[]
652_18918	chr11	62600465	62600865	+	951	36.0	[6.5447836]	[101]	[]	[]	[62600650]	[]
652_18922	chr11	69905588	69905988	+	642	36.0	[]	[]	[13.202995, 13.202995]	[103, 126]	[]	[69905760, 69905783]
652_18924	chr11	72103412	72103812	+	899	36.0	[]	[]	[6.5447836]	[89]	[]	[72103571]
652_18925	chr11	74011461	74011861	+	916	36.0	[]	[]	[6.9436774]	[230]	[]	[74011698]
652_18926	chr11	74086159	74086559	+	960	36.0	[]	[]	[13.202995]	[162]	[]	[74086356]
652_18927	chr11	74702355	74702755	+	779	36.0	[]	[]	[8.236117]	[150]	[]	[74702604]
652_18928	chr11	75767910	75768310	+	923	36.0	[]	[]	[6.5447836]	[113]	[]	[75768097]
652_18934	chr11	124763172	124763572	+	965	36.0	[]	[]	[6.5447836]	[113]	[]	[124763376]
652_18935	chr12	6765195	6765595	+	780	36.0	[13.202995, 6.5447836]	[155, 160]	[]	[]	[6765434, 6765439]	[]
652_18937	chr12	31322708	31323108	+	936	36.0	[6.5447836]	[168]	[]	[]	[31322942]	[]
652_18942	chr12	54011072	54011472	+	962	36.0	[6.5447836, 6.5447836]	[72, 152]	[]	[]	[54011223, 54011303]	[]
652_18943	chr12	54161492	54161892	+	894	36.0	[]	[]	[6.5447836]	[148]	[]	[54161724]
652_18944	chr12	54299667	54300067	+	732	36.0	[6.5447836]	[157]	[]	[]	[54299897]	[]
652_18948	chr12	62192646	62193046	+	877	36.0	[6.5447836]	[73]	[]	[]	[62192818]	[]
652_18950	chr12	62603185	62603585	+	941	36.0	[]	[]	[6.5447836]	[177]	[]	[62603417]
652_18953	chr12	70660422	70660822	+	937	36.0	[6.5447836, 9.98438]	[122, 138]	[]	[]	[70660641, 70660657]	[]
652_18958	chr12	102301057	102301457	+	944	36.0	[]	[]	[6.5447836, 11.127059]	[133, 145]	[]	[102301282, 102301294]
652_18959	chr12	105108453	105108853	+	951	36.0	[]	[]	[13.202995]	[210]	[]	[105108675]
652_1896	chr3	42830345	42830745	+	1000	73.0	[6.5447836]	[98]	[]	[]	[42830535]	[]
652_18962	chr12	121748719	121749119	+	905	36.0	[6.5447836]	[168]	[]	[]	[121748945]	[]
652_18966	chr12	131231031	131231431	+	788	36.0	[]	[]	[13.202995]	[208]	[]	[131231274]
652_18967	chr13	27203895	27204295	+	914	36.0	[6.5447836, 6.6472974]	[140, 164]	[]	[]	[27204100, 27204124]	[]
652_18970	chr13	80593573	80593973	+	965	36.0	[]	[]	[6.5447836]	[128]	[]	[80593778]
652_18973	chr13	93265484	93265884	+	663	36.0	[13.202995]	[115]	[]	[]	[93265654]	[]
652_18974	chr13	100573014	100573414	+	792	36.0	[]	[]	[6.5447836, 6.5447836]	[63, 81]	[]	[100573177, 100573195]
652_18977	chr13	107917822	107918222	+	950	36.0	[]	[]	[6.5447836]	[96]	[]	[107917984]
652_18979	chr14	22900225	22900625	+	560	36.0	[6.5447836]	[106]	[]	[]	[22900427]	[]
652_18980	chr14	23056287	23056687	+	886	36.0	[6.9436774]	[153]	[]	[]	[23056498]	[]
652_18985	chr14	92783786	92784186	+	828	36.0	[6.5447836, 11.127059]	[128, 174]	[6.5447836]	[87]	[92783981, 92784027]	[92783940]
652_18996	chr15	57328616	57329016	+	959	36.0	[6.5447836]	[131]	[]	[]	[57328785]	[]
