#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1000	chr10	73246885	73247285	+	1000	67.5	[8.786449, 10.0477295, 8.836867]	[59, 63, 140]	[7.797938]	[76]	[73247042, 73247046, 73247123]	[73247059]
293_345	chr1	45521770	45522170	+	1000	102.5	[10.534392]	[174]	[7.5940995]	[160]	[45521992]	[45521978]
293_3459	chr1	2652725	2653125	+	1000	45.5	[7.5940995, 14.252311, 14.252311]	[97, 137, 177]	[]	[]	[2652881, 2652921, 2652961]	[]
293_3461	chr1	31181568	31181968	+	1000	45.5	[6.224293]	[188]	[7.5088573]	[163]	[31181786]	[31181761]
293_3462	chr1	34859535	34859935	+	1000	45.5	[7.5940995, 8.214792, 7.5088573, 7.9705]	[102, 104, 128, 159]	[]	[]	[34859689, 34859691, 34859715, 34859746]	[]
293_347	chr4	39638928	39639328	+	1000	102.5	[]	[]	[8.956747, 12.265705, 6.7998433]	[112, 117, 146]	[]	[39639125, 39639130, 39639159]
293_3472	chr10	72215685	72216085	+	889	45.5	[]	[]	[6.7998433]	[204]	[]	[72215911]
293_3473	chr10	72273788	72274188	+	1000	45.5	[10.823473]	[166]	[7.5940995]	[131]	[72273999]	[72273964]
293_3474	chr11	16280297	16280697	+	1000	45.5	[7.9705]	[109]	[]	[]	[16280493]	[]
293_3476	chr11	57741098	57741498	+	1000	45.5	[7.5088573, 9.495462]	[174, 220]	[]	[]	[57741289, 57741335]	[]
293_3478	chr11	75768309	75768709	+	1000	45.5	[10.534392]	[61]	[]	[]	[75768463]	[]
293_3479	chr11	95923829	95924229	+	1000	45.5	[]	[]	[7.0663056, 7.5088573]	[94, 110]	[]	[95924006, 95924022]
293_3480	chr12	103957111	103957511	+	1000	45.5	[]	[]	[8.057231]	[161]	[]	[103957282]
293_3485	chr15	65610987	65611387	+	1000	45.5	[7.5940995]	[117]	[10.534392]	[177]	[65611167]	[65611227]
293_3486	chr15	66803202	66803602	+	1000	45.5	[9.792437]	[108]	[7.5088573]	[158]	[66803370]	[66803420]
293_3489	chr16	8182662	8183062	+	1000	45.5	[12.520998]	[146]	[]	[]	[8182871]	[]
293_3490	chr16	11256359	11256759	+	1000	45.5	[11.779043, 7.5088573, 14.252311]	[138, 148, 165]	[]	[]	[11256558, 11256568, 11256585]	[]
293_3491	chr16	70523230	70523630	+	1000	45.5	[9.052912, 7.9846697]	[175, 177]	[]	[]	[70523469, 70523471]	[]
293_3492	chr16	87854522	87854922	+	1000	45.5	[8.956747]	[159]	[]	[]	[87854762]	[]
293_3495	chr17	35578372	35578772	+	1000	45.5	[7.9705]	[123]	[]	[]	[35578577]	[]
293_3497	chr17	43983818	43984218	+	1000	45.5	[8.836867]	[120]	[]	[]	[43984035]	[]
293_3498	chr17	50397353	50397753	+	1000	45.5	[8.836867]	[134]	[]	[]	[50397586]	[]
293_3500	chr17	59707487	59707887	+	1000	45.5	[]	[]	[10.7842245]	[156]	[]	[59707682]
293_3501	chr17_GL000205v2_random	39223	39623	+	1000	45.5	[7.5088573]	[64]	[]	[]	[39386]	[]
293_3502	chr19	4007295	4007695	+	1000	45.5	[8.057231]	[96]	[7.801938]	[148]	[4007476]	[4007528]
293_3503	chr19	6425330	6425730	+	1000	45.5	[]	[]	[7.5088573]	[59]	[]	[6425488]
293_3507	chr19	45584558	45584958	+	1000	45.5	[]	[]	[10.534392]	[185]	[]	[45584803]
293_353	chr22	22848331	22848731	+	1000	102.0	[7.9705, 6.483479]	[140, 144]	[]	[]	[22848486, 22848490]	[]
293_3544	chr6	33200441	33200841	+	1000	45.5	[7.0663056]	[148]	[]	[]	[33200682]	[]
293_3545	chr6	157021301	157021701	+	1000	45.5	[]	[]	[10.534392, 10.534392]	[142, 191]	[]	[157021497, 157021546]
293_355	chr10	50326830	50327230	+	1000	101.5	[]	[]	[12.520998]	[125]	[]	[50327047]
293_3551	chr7	99558178	99558578	+	1000	45.5	[]	[]	[8.956747]	[124]	[]	[99558353]
293_3553	chr8	11284276	11284676	+	1000	45.5	[]	[]	[12.265705]	[206]	[]	[11284509]
293_356	chr19	12784615	12785015	+	1000	101.5	[11.779043]	[121]	[]	[]	[12784789]	[]
293_3562	chr1	9539234	9539634	+	1000	45.0	[8.797619, 10.534392]	[87, 92]	[]	[]	[9539387, 9539392]	[]
293_3565	chr1	25430128	25430528	+	1000	45.0	[]	[]	[11.779043, 7.5940995]	[169, 185]	[]	[25430303, 25430319]
293_3569	chr1	44674341	44674741	+	1000	45.0	[8.786449]	[166]	[]	[]	[44674578]	[]
293_3572	chr1	145979187	145979587	+	1000	45.0	[]	[]	[7.5940995]	[206]	[]	[145979397]
293_3574	chr1	201559627	201560027	+	1000	45.0	[12.265705]	[151]	[]	[]	[201559870]	[]
293_3575	chr1	201714596	201714996	+	1000	45.0	[14.252311]	[118]	[]	[]	[201714785]	[]
293_3577	chr1	207751764	207752164	+	1000	45.0	[7.5088573]	[209]	[]	[]	[207751988]	[]
293_3580	chr1	230978900	230979300	+	1000	45.0	[]	[]	[7.5088573]	[152]	[]	[230979118]
293_3581	chr10	38527551	38527951	+	1000	45.0	[]	[]	[7.643828]	[139]	[]	[38527762]
293_3587	chr11	6612212	6612612	+	1000	45.0	[]	[]	[7.5088573]	[111]	[]	[6612364]
293_3588	chr11	34105262	34105662	+	1000	45.0	[9.577935]	[95]	[]	[]	[34105457]	[]
293_3599	chr14_GL000009v2_random	124577	124977	+	1000	45.0	[6.7998433]	[60]	[]	[]	[124737]	[]
293_3604	chr16	16021977	16022377	+	1000	45.0	[]	[]	[12.265705, 9.052912]	[145, 151]	[]	[16022161, 16022167]
293_3606	chr16	81006463	81006863	+	1000	45.0	[8.057231]	[142]	[]	[]	[81006620]	[]
293_361	chr11	3057241	3057641	+	1000	101.0	[9.792437]	[160]	[]	[]	[3057471]	[]
293_3611	chr19	9674895	9675295	+	1000	45.0	[7.5940995]	[77]	[12.520998]	[137]	[9675070]	[9675130]
293_3618	chr2	208253936	208254336	+	1000	45.0	[]	[]	[8.836867]	[134]	[]	[208254164]
293_362	chr22	18001469	18001869	+	1000	101.0	[12.265705]	[202]	[]	[]	[18001714]	[]
293_3620	chr20	53621770	53622170	+	797	45.0	[8.057231]	[117]	[]	[]	[53621932]	[]
293_3632	chr22	21709776	21710176	+	1000	45.0	[]	[]	[9.495462]	[126]	[]	[21709970]
293_3646	chr22	23101873	23102273	+	1000	45.0	[7.315276]	[117]	[]	[]	[23102032]	[]
293_3648	chr3	4492969	4493369	+	1000	45.0	[8.956747]	[181]	[]	[]	[4493176]	[]
293_3655	chr4	86935966	86936366	+	1000	45.0	[]	[]	[9.495462]	[160]	[]	[86936217]
293_3657	chr4	174283628	174284028	+	1000	45.0	[]	[]	[7.643828]	[184]	[]	[174283876]
293_3658	chr5	36151776	36152176	+	1000	45.0	[]	[]	[7.5940995]	[158]	[]	[36151956]
293_3662	chr6	151452090	151452490	+	1000	45.0	[6.0706253]	[154]	[]	[]	[151452340]	[]
293_3665	chr7	100585932	100586332	+	1000	45.0	[12.520998, 7.9846697]	[125, 127]	[]	[]	[100586154, 100586156]	[]
293_3667	chr7	139133511	139133911	+	1000	45.0	[]	[]	[6.0706253]	[171]	[]	[139133757]
293_3668	chr8	9002606	9003006	+	1000	45.0	[12.265705]	[136]	[]	[]	[9002778]	[]
293_3680	chr1	112700677	112701077	+	1000	44.5	[8.956747, 7.5940995]	[72, 101]	[]	[]	[112700838, 112700867]	[]
293_3681	chr1	117605752	117606152	+	1000	44.5	[12.265705, 10.534392]	[185, 190]	[10.534392]	[224]	[117605952, 117605957]	[117605991]
293_3687	chr1	225813589	225813989	+	632	44.5	[9.09216, 8.061124, 14.252311]	[96, 100, 180]	[10.0477295, 14.252311]	[140, 144]	[225813746, 225813750, 225813830]	[225813790, 225813794]
293_3693	chr10	31603387	31603787	+	1000	44.5	[12.265705, 12.265705]	[140, 190]	[]	[]	[31603553, 31603603]	[]
293_3694	chr11	33885308	33885708	+	1000	44.5	[]	[]	[7.5940995]	[123]	[]	[33885518]
293_3696	chr11	59565922	59566322	+	1000	44.5	[]	[]	[7.9705]	[105]	[]	[59566085]
293_370	chr19	4182391	4182791	+	1000	100.0	[]	[]	[10.534392, 10.534392]	[110, 115]	[]	[4182601, 4182606]
293_3700	chr12	27710587	27710987	+	1000	44.5	[7.1055546]	[132]	[]	[]	[27710788]	[]
293_3701	chr12	94102147	94102547	+	1000	44.5	[]	[]	[12.520998]	[146]	[]	[94102331]
293_3703	chr15	43791871	43792271	+	1000	44.5	[7.9705, 9.495462, 7.9846697]	[99, 107, 109]	[]	[]	[43792065, 43792073, 43792075]	[]
293_3705	chr15	72375866	72376266	+	1000	44.5	[14.252311]	[206]	[]	[]	[72376101]	[]
293_3706	chr15	101451279	101451679	+	1000	44.5	[8.057231, 7.5940995]	[58, 82]	[]	[]	[101451434, 101451458]	[]
293_3708	chr16	30378240	30378640	+	1000	44.5	[]	[]	[10.534392, 12.265705]	[149, 154]	[]	[30378419, 30378424]
293_3713	chr16	87391887	87392287	+	1000	44.5	[7.5940995]	[94]	[7.9705, 10.534392]	[80, 136]	[87392070]	[87392056, 87392112]
293_372	chr22	22508456	22508856	+	1000	100.0	[12.265705]	[167]	[]	[]	[22508641]	[]
293_3730	chr20	45971459	45971859	+	1000	44.5	[6.7998433]	[216]	[6.483479]	[179]	[45971701]	[45971664]
293_3731	chr20	46089605	46090005	+	1000	44.5	[7.801938]	[144]	[]	[]	[46089778]	[]
293_3735	chr21	34908431	34908831	+	1000	44.5	[10.7842245]	[240]	[]	[]	[34908679]	[]
293_3736	chr21	38985558	38985958	+	1000	44.5	[8.786449]	[155]	[]	[]	[38985795]	[]
293_3737	chr21	46286102	46286502	+	1000	44.5	[10.534392, 7.5940995]	[129, 158]	[]	[]	[46286309, 46286338]	[]
293_3740	chr22	20778644	20779044	+	1000	44.5	[6.224293, 14.252311]	[99, 123]	[]	[]	[20778796, 20778820]	[]
293_3754	chr3	42804399	42804799	+	1000	44.5	[]	[]	[12.520998]	[94]	[]	[42804577]
293_3762	chr6	6886330	6886730	+	1000	44.5	[12.265705]	[125]	[]	[]	[6886497]	[]
293_3764	chr6	33249023	33249423	+	1000	44.5	[]	[]	[6.0706253, 6.7998433]	[95, 140]	[]	[33249207, 33249252]
293_3765	chr6	33454399	33454799	+	1000	44.5	[]	[]	[9.792437]	[172]	[]	[33454646]
293_377	chr17	42998125	42998525	+	1000	99.5	[]	[]	[7.0663056]	[183]	[]	[42998374]
293_3774	chr7	131327629	131328029	+	1000	44.5	[12.265705, 8.956747]	[126, 132]	[10.534392]	[75]	[131327834, 131327840]	[131327783]
293_3778	chr9	19380120	19380520	+	1000	44.5	[]	[]	[9.09216]	[109]	[]	[19380322]
293_378	chr8	27948311	27948711	+	1000	99.5	[]	[]	[14.252311]	[157]	[]	[27948552]
293_3788	chr9	136964297	136964697	+	1000	44.5	[10.68806, 14.252311]	[61, 95]	[]	[]	[136964458, 136964492]	[]
293_3791	chr1	1069251	1069651	+	917	44.0	[8.956747]	[109]	[]	[]	[1069416]	[]
293_3792	chr1	15886292	15886692	+	1000	44.0	[7.5940995]	[77]	[10.534392, 8.956747]	[95, 144]	[15886457]	[15886475, 15886524]
293_3796	chr1	100132802	100133202	+	1000	44.0	[]	[]	[7.5940995]	[197]	[]	[100133028]
293_3798	chr1	109041739	109042139	+	1000	44.0	[]	[]	[7.5940995]	[158]	[]	[109041981]
293_3810	chr12	110450083	110450483	+	1000	44.0	[]	[]	[6.7998433]	[229]	[]	[110450334]
293_3815	chr14	34060303	34060703	+	1000	44.0	[7.1055546]	[135]	[12.265705, 7.5088573]	[90, 112]	[34060521]	[34060476, 34060498]
293_3817	chr15	58933439	58933839	+	1000	44.0	[8.956747]	[189]	[]	[]	[58933690]	[]
293_3819	chr15	73992062	73992462	+	1000	44.0	[9.792437, 10.534392]	[88, 141]	[]	[]	[73992239, 73992292]	[]
293_3825	chr16	70251729	70252129	+	1000	44.0	[7.591329]	[108]	[]	[]	[70251932]	[]
293_3829	chr17	33871650	33872050	+	1000	44.0	[7.315276]	[156]	[12.520998, 8.786449]	[166, 171]	[33871872]	[33871882, 33871887]
293_383	chr8	124538933	124539333	+	1000	99.0	[7.5088573]	[83]	[]	[]	[124539097]	[]
293_3830	chr18	21612211	21612611	+	1000	44.0	[]	[]	[7.2199736]	[223]	[]	[21612448]
293_3831	chr18	35240830	35241230	+	1000	44.0	[]	[]	[10.534392, 10.0477295]	[108, 190]	[]	[35240988, 35241070]
293_3834	chr19	12763317	12763717	+	1000	44.0	[7.5940995]	[189]	[]	[]	[12763511]	[]
293_3837	chr19	44890313	44890713	+	1000	44.0	[]	[]	[10.0477295]	[113]	[]	[44890523]
293_3840	chr2	112645462	112645862	+	1000	44.0	[]	[]	[6.7998433, 8.956747]	[197, 210]	[]	[112645700, 112645713]
293_3841	chr2	119366713	119367113	+	1000	44.0	[8.836867]	[119]	[]	[]	[119366881]	[]
293_3846	chr22	19756437	19756837	+	1000	44.0	[]	[]	[14.252311]	[163]	[]	[19756687]
293_3847	chr22	20267576	20267976	+	1000	44.0	[10.534392, 10.534392]	[90, 112]	[]	[]	[20267750, 20267772]	[]
293_3854	chr22	22025254	22025654	+	1000	44.0	[]	[]	[6.483479]	[182]	[]	[22025461]
293_3858	chr22	22822090	22822490	+	1000	44.0	[]	[]	[10.68806]	[175]	[]	[22822309]
293_3865	chr3	4980259	4980659	+	1000	44.0	[]	[]	[7.1055546, 8.061124]	[137, 141]	[]	[4980454, 4980458]
293_3867	chr3	42600383	42600783	+	1000	44.0	[9.792437, 7.9846697]	[92, 151]	[]	[]	[42600538, 42600597]	[]
293_3868	chr3	171960876	171961276	+	1000	44.0	[6.483479, 7.5940995]	[109, 115]	[8.214792]	[147]	[171961083, 171961089]	[171961121]
293_387	chr6	149648507	149648907	+	1000	98.5	[]	[]	[7.0663056]	[167]	[]	[149648752]
293_3872	chr5	154938056	154938456	+	1000	44.0	[6.0706253]	[131]	[10.534392]	[112]	[154938227]	[154938208]
293_3875	chr6	30721371	30721771	+	1000	44.0	[10.534392]	[147]	[10.534392, 6.253357, 7.9846697]	[211, 215, 218]	[30721533]	[30721597, 30721601, 30721604]
293_388	chr16	85612980	85613380	+	1000	98.0	[]	[]	[10.68806, 11.779043]	[111, 133]	[]	[85613187, 85613209]
293_3895	chr8	102864236	102864636	+	1000	44.0	[]	[]	[14.252311]	[162]	[]	[102864428]
293_3897	chr8	140511289	140511689	+	1000	44.0	[]	[]	[7.0663056, 10.534392]	[161, 200]	[]	[140511490, 140511529]
293_39	chr19	12919106	12919506	+	1000	345.0	[10.534392]	[113]	[]	[]	[12919305]	[]
293_3902	chr9	131191764	131192164	+	1000	44.0	[6.3597064]	[181]	[]	[]	[131191972]	[]
293_3903	chr9	135992634	135993034	+	1000	44.0	[]	[]	[7.1055546]	[150]	[]	[135992883]
293_3906	chr1	6579670	6580070	+	1000	43.5	[]	[]	[6.7998433]	[198]	[]	[6579888]
293_391	chr16	70801002	70801402	+	1000	97.5	[7.1055546, 12.265705, 12.265705]	[94, 110, 143]	[]	[]	[70801196, 70801212, 70801245]	[]
293_3912	chr1	93180519	93180919	+	1000	43.5	[]	[]	[10.534392]	[69]	[]	[93180678]
293_3913	chr1	109254326	109254726	+	981	43.5	[14.252311]	[112]	[7.022195]	[195]	[109254490]	[109254573]
293_3918	chr1	160343020	160343420	+	1000	43.5	[11.779043]	[91]	[]	[]	[160343211]	[]
293_392	chr2	120222980	120223380	+	1000	97.5	[]	[]	[14.252311]	[116]	[]	[120223191]
293_3921	chr1	212261416	212261816	+	1000	43.5	[7.5088573]	[194]	[]	[]	[212261661]	[]
293_3926	chr1	234778552	234778952	+	1000	43.5	[7.5940995]	[169]	[]	[]	[234778726]	[]
293_3927	chr10	59906556	59906956	+	1000	43.5	[8.061124]	[92]	[7.1055546, 7.9705]	[119, 147]	[59906725]	[59906752, 59906780]
293_3929	chr11	62787208	62787608	+	1000	43.5	[]	[]	[10.534392]	[88]	[]	[62787387]
293_393	chr22	21632783	21633183	+	1000	97.5	[]	[]	[6.0706253, 7.9705]	[151, 156]	[]	[21633025, 21633030]
293_3931	chr11	73983029	73983429	+	933	43.5	[10.0477295]	[159]	[]	[]	[73983278]	[]
293_3935	chr12	69585278	69585678	+	1000	43.5	[]	[]	[9.792437, 7.5940995]	[80, 82]	[]	[69585429, 69585431]
293_394	chr7	151028026	151028426	+	1000	97.5	[14.252311]	[95]	[]	[]	[151028209]	[]
293_3946	chr16	69330493	69330893	+	1000	43.5	[6.0706253]	[148]	[]	[]	[69330672]	[]
293_3948	chr16	78099241	78099641	+	868	43.5	[8.836867]	[111]	[7.5088573]	[82]	[78099435]	[78099406]
293_3951	chr17	75124267	75124667	+	1000	43.5	[12.520998]	[177]	[14.252311]	[98]	[75124515]	[75124436]
293_3954	chr19	488833	489233	+	1000	43.5	[7.5940995, 9.792437]	[138, 140]	[]	[]	[489047, 489049]	[]
293_3960	chr19	38417789	38418189	+	1000	43.5	[]	[]	[8.956747, 10.534392, 10.534392]	[79, 109, 114]	[]	[38417950, 38417980, 38417985]
293_3966	chr2	176002037	176002437	+	1000	43.5	[7.9846697]	[124]	[]	[]	[176002193]	[]
293_3975	chr22	20920807	20921207	+	1000	43.5	[10.68806]	[178]	[]	[]	[20921025]	[]
293_3983	chr22	21994562	21994962	+	1000	43.5	[]	[]	[10.7842245]	[219]	[]	[21994786]
293_3994	chr22	41446731	41447131	+	1000	43.5	[]	[]	[10.534392]	[77]	[]	[41446889]
293_400	chr22	21755722	21756122	+	1000	96.5	[8.956747]	[177]	[]	[]	[21755962]	[]
293_4000	chr4	77862493	77862893	+	978	43.5	[10.534392]	[145]	[]	[]	[77862721]	[]
293_4005	chr5	140664507	140664907	+	1000	43.5	[9.495462, 9.09216]	[142, 162]	[]	[]	[140664737, 140664757]	[]
293_4007	chr6	27807990	27808390	+	1000	43.5	[]	[]	[12.265705]	[150]	[]	[27808216]
293_4013	chr6	42746923	42747323	+	1000	43.5	[]	[]	[7.846622, 9.788544]	[145, 207]	[]	[42747108, 42747170]
293_4017	chr7	44606625	44607025	+	1000	43.5	[]	[]	[10.68806]	[74]	[]	[44606781]
293_402	chr16	29290871	29291271	+	1000	96.0	[9.495462]	[96]	[]	[]	[29291043]	[]
293_4021	chr7	105353679	105354079	+	1000	43.5	[7.591329]	[113]	[]	[]	[105353872]	[]
293_4026	chr9	130043655	130044055	+	1000	43.5	[]	[]	[7.801938]	[191]	[]	[130043855]
293_4029	chr9	134164679	134165079	+	1000	43.5	[]	[]	[7.1055546]	[84]	[]	[134164862]
293_4032	chr1	19081494	19081894	+	1000	43.0	[8.214792, 12.520998, 7.662525, 12.265705]	[106, 111, 130, 153]	[]	[]	[19081697, 19081702, 19081721, 19081744]	[]
293_4033	chr1	23368597	23368997	+	1000	43.0	[10.68806]	[162]	[]	[]	[23368828]	[]
293_4034	chr1	23558299	23558699	+	1000	43.0	[]	[]	[6.0706253]	[94]	[]	[23558471]
293_4036	chr1	151070332	151070732	+	1000	43.0	[7.5088573]	[179]	[]	[]	[151070562]	[]
293_4037	chr1	159780884	159781284	+	1000	43.0	[]	[]	[7.5088573, 8.836867]	[153, 218]	[]	[159781038, 159781103]
293_404	chr3	42582112	42582512	+	1000	96.0	[]	[]	[6.0706253, 6.766902]	[97, 135]	[]	[42582301, 42582339]
293_4046	chr11	18634256	18634656	+	1000	43.0	[7.1055546]	[67]	[]	[]	[18634413]	[]
293_4049	chr11	83156129	83156529	+	1000	43.0	[]	[]	[14.252311]	[147]	[]	[83156343]
293_4057	chr15	52568901	52569301	+	1000	43.0	[8.956747, 7.9705]	[159, 170]	[]	[]	[52569089, 52569100]	[]
293_4058	chr15	64825618	64826018	+	1000	43.0	[]	[]	[12.265705]	[146]	[]	[64825857]
293_4059	chr15	74954403	74954803	+	1000	43.0	[7.9846697, 12.520998, 7.9846697]	[63, 105, 107]	[]	[]	[74954557, 74954599, 74954601]	[]
293_406	chr5	41904051	41904451	+	1000	96.0	[10.534392]	[209]	[]	[]	[41904291]	[]
293_4060	chr15	83067037	83067437	+	1000	43.0	[8.956747]	[196]	[]	[]	[83067281]	[]
293_4062	chr16	30957441	30957841	+	1000	43.0	[10.534392, 7.1055546]	[174, 178]	[]	[]	[30957624, 30957628]	[]
293_4063	chr16	81096003	81096403	+	1000	43.0	[9.09216, 7.9846697]	[78, 80]	[]	[]	[81096171, 81096173]	[]
293_4065	chr17	8176216	8176616	+	1000	43.0	[7.0663056]	[76]	[]	[]	[8176388]	[]
293_4069	chr17	46193801	46194201	+	1000	43.0	[7.1055546]	[83]	[10.534392]	[173]	[46193961]	[46194051]
293_407	chr1	153617549	153617949	+	1000	95.5	[7.1055546]	[124]	[]	[]	[153617764]	[]
293_4071	chr17	75182866	75183266	+	1000	43.0	[7.9846697, 12.520998, 7.9846697, 7.1055546]	[188, 192, 194, 232]	[]	[]	[75183068, 75183072, 75183074, 75183112]	[]
293_4072	chr17	81871408	81871808	+	1000	43.0	[7.9705]	[141]	[]	[]	[81871593]	[]
293_4074	chr18	26089968	26090368	+	1000	43.0	[9.792437]	[153]	[]	[]	[26090171]	[]
293_4075	chr19	1854590	1854990	+	1000	43.0	[]	[]	[10.534392]	[150]	[]	[1854798]
293_4076	chr19	5690241	5690641	+	1000	43.0	[7.5088573]	[162]	[7.5940995]	[91]	[5690475]	[5690404]
293_4079	chr19	17579698	17580098	+	1000	43.0	[]	[]	[14.252311, 7.801938]	[149, 167]	[]	[17579860, 17579878]
293_408	chr22	22802386	22802786	+	1000	95.5	[]	[]	[8.753508, 10.7842245]	[117, 176]	[]	[22802548, 22802607]
293_4082	chr19	40623845	40624245	+	1000	43.0	[10.534392]	[181]	[]	[]	[40624087]	[]
293_4083	chr19	40777972	40778372	+	1000	43.0	[7.0663056, 7.0663056]	[145, 173]	[]	[]	[40778149, 40778177]	[]
293_4085	chr19	48720794	48721194	+	1000	43.0	[]	[]	[8.061124, 7.2199736]	[135, 208]	[]	[48720963, 48721036]
293_4089	chr2	47176324	47176724	+	1000	43.0	[7.5088573]	[148]	[]	[]	[47176522]	[]
293_409	chr7	127651577	127651977	+	1000	95.5	[9.495462, 6.483479]	[101, 105]	[]	[]	[127651746, 127651750]	[]
293_4092	chr2	99336223	99336623	+	1000	43.0	[7.0663056]	[177]	[7.1055546]	[137]	[99336446]	[99336406]
293_4093	chr2	100562734	100563134	+	1000	43.0	[]	[]	[10.534392, 7.801938]	[115, 144]	[]	[100562947, 100562976]
293_4102	chr22	20804025	20804425	+	1000	43.0	[7.5940995]	[156]	[]	[]	[20804218]	[]
293_411	chr11	117327635	117328035	+	1000	95.0	[9.577935]	[147]	[]	[]	[117327870]	[]
293_4118	chr22	22894675	22895075	+	1000	43.0	[7.5940995]	[213]	[]	[]	[22894913]	[]
293_412	chr19	12881276	12881676	+	1000	95.0	[]	[]	[10.534392]	[120]	[]	[12881493]
293_4124	chr4	1712434	1712834	+	1000	43.0	[]	[]	[10.534392]	[109]	[]	[1712639]
293_4132	chr6	7166409	7166809	+	1000	43.0	[]	[]	[6.7998433]	[150]	[]	[7166613]
293_4136	chr6	36118542	36118942	+	1000	43.0	[]	[]	[8.214792]	[167]	[]	[36118785]
293_4137	chr6	44247514	44247914	+	1000	43.0	[]	[]	[6.483479, 7.643828, 10.534392, 8.956747]	[57, 68, 148, 153]	[]	[44247668, 44247679, 44247759, 44247764]
293_4138	chr6	110958508	110958908	+	1000	43.0	[]	[]	[7.1055546, 12.265705]	[181, 185]	[]	[110958726, 110958730]
293_4142	chr7	73738949	73739349	+	1000	43.0	[7.0663056]	[181]	[]	[]	[73739183]	[]
293_4145	chr7	123557615	123558015	+	1000	43.0	[10.823473]	[99]	[]	[]	[123557783]	[]
293_4149	chr7	158856260	158856660	+	1000	43.0	[]	[]	[8.956747]	[193]	[]	[158856463]
293_4150	chr8	23508711	23509111	+	1000	43.0	[8.061124]	[202]	[]	[]	[23508935]	[]
293_4155	chr8	143553495	143553895	+	907	43.0	[]	[]	[7.5940995]	[129]	[]	[143553712]
293_4156	chr9	40991929	40992329	+	1000	43.0	[8.057231]	[110]	[7.1055546]	[99]	[40992127]	[40992116]
293_4159	chr9	128702388	128702788	+	1000	43.0	[8.797619]	[189]	[8.786449]	[176]	[128702612]	[128702599]
293_4169	chr1	45303898	45304298	+	886	42.5	[7.846622]	[125]	[]	[]	[45304097]	[]
293_4172	chr1	53196610	53197010	+	1000	42.5	[]	[]	[7.5088573, 7.5088573]	[75, 116]	[]	[53196779, 53196820]
293_4173	chr1	70410932	70411332	+	1000	42.5	[]	[]	[12.520998]	[163]	[]	[70411104]
293_4179	chr1	213050849	213051249	+	1000	42.5	[]	[]	[7.643828]	[80]	[]	[213051003]
293_418	chr1	31944352	31944752	+	1000	94.5	[10.534392]	[121]	[]	[]	[31944546]	[]
293_4182	chr1	227563541	227563941	+	1000	42.5	[]	[]	[6.483479, 6.149097]	[162, 166]	[]	[227563737, 227563741]
293_4183	chr10	29409732	29410132	+	1000	42.5	[12.265705]	[109]	[]	[]	[29409906]	[]
293_4184	chr10	63465146	63465546	+	1000	42.5	[]	[]	[8.797619]	[177]	[]	[63465378]
293_4188	chr11	9460520	9460920	+	1000	42.5	[]	[]	[6.0706253]	[182]	[]	[9460738]
293_4195	chr12	57459219	57459619	+	1000	42.5	[14.252311]	[111]	[]	[]	[57459412]	[]
293_4199	chr15	64095888	64096288	+	1000	42.5	[7.5088573]	[166]	[]	[]	[64096057]	[]
293_4202	chr16	67719187	67719587	+	769	42.5	[]	[]	[8.956747, 7.0663056, 8.956747]	[93, 98, 152]	[]	[67719339, 67719344, 67719398]
293_4208	chr19	3557521	3557921	+	1000	42.5	[]	[]	[12.265705]	[119]	[]	[3557710]
293_4209	chr19	17617408	17617808	+	1000	42.5	[]	[]	[7.2199736, 10.534392]	[113, 145]	[]	[17617615, 17617647]
293_421	chr14	50003306	50003706	+	1000	94.5	[12.265705]	[110]	[10.534392, 7.5088573]	[60, 122]	[50003512]	[50003462, 50003524]
293_4213	chr2	171522159	171522559	+	1000	42.5	[12.520998, 7.9846697]	[173, 175]	[7.9846697, 12.520998]	[139, 141]	[171522371, 171522373]	[171522337, 171522339]
293_4220	chr22	17098484	17098884	+	816	42.5	[11.779043]	[210]	[7.5940995]	[140]	[17098711]	[17098641]
293_4221	chr22	17920174	17920574	+	1000	42.5	[12.520998, 7.2199736]	[139, 175]	[]	[]	[17920358, 17920394]	[]
293_4234	chr22	22792917	22793317	+	1000	42.5	[8.786449]	[127]	[]	[]	[22793084]	[]
293_4238	chr22	23070804	23071204	+	1000	42.5	[]	[]	[8.956747]	[143]	[]	[23070985]
293_4240	chr3	32780719	32781119	+	1000	42.5	[10.534392]	[113]	[]	[]	[32780927]	[]
293_4243	chr3	124620601	124621001	+	1000	42.5	[]	[]	[9.495462]	[127]	[]	[124620767]
293_4244	chr3	149129345	149129745	+	834	42.5	[12.265705]	[131]	[10.534392]	[169]	[149129550]	[149129588]
293_4246	chr4	6892169	6892569	+	1000	42.5	[]	[]	[7.5940995]	[138]	[]	[6892395]
293_4250	chr5	28808983	28809383	+	1000	42.5	[]	[]	[6.763009]	[169]	[]	[28809183]
293_4251	chr5	32585295	32585695	+	1000	42.5	[12.265705]	[136]	[]	[]	[32585495]	[]
293_4253	chr5	179698259	179698659	+	1000	42.5	[8.797619]	[122]	[]	[]	[179698458]	[]
