#PeakID(python scan_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_15062	chr7	155004497	155004897	+	983	33.0	[10.276439]	[85]	[]	[]	[155004655]	[]
28_15064	chr8	22899969	22900369	+	725	33.0	[]	[]	[10.276439]	[88]	[]	[22900141]
28_15066	chr8	47734993	47735393	+	737	33.0	[9.601446]	[242]	[]	[]	[47735238]	[]
28_15067	chr8	60233277	60233677	+	848	33.0	[]	[]	[7.408826]	[100]	[]	[60233458]
28_15069	chr8	61875379	61875779	+	970	33.0	[]	[]	[7.657809]	[126]	[]	[61875599]
28_15071	chr8	99404179	99404579	+	705	33.0	[10.276439, 7.408826]	[111, 154]	[]	[]	[99404363, 99404406]	[]
28_15074	chr8	123183462	123183862	+	987	33.0	[7.408826]	[106]	[]	[]	[123183635]	[]
28_15077	chr8	128007557	128007957	+	996	33.0	[10.276439]	[149]	[]	[]	[128007803]	[]
28_15078	chr8	129677755	129678155	+	778	33.0	[]	[]	[7.408826]	[117]	[]	[129677919]
28_1508	chr6	119542078	119542478	+	1000	64.0	[7.0441737]	[148]	[]	[]	[119542317]	[]
28_15084	chr9	14522570	14522970	+	929	33.0	[7.408826]	[119]	[]	[]	[14522754]	[]
28_15085	chr9	35103000	35103400	+	728	33.0	[7.408826]	[94]	[]	[]	[35103168]	[]
28_15087	chr9	38380881	38381281	+	933	33.0	[]	[]	[7.408826]	[86]	[]	[38381048]
28_15088	chr9	70418534	70418934	+	596	33.0	[]	[]	[7.408826]	[62]	[]	[70418685]
28_15090	chr9	87812764	87813164	+	963	33.0	[10.276439]	[130]	[7.408826]	[187]	[87812944]	[87813001]
28_15091	chr9	96758449	96758849	+	731	33.0	[7.408826]	[118]	[]	[]	[96758634]	[]
28_15096	chr9	111904886	111905286	+	984	33.0	[7.0441737]	[112]	[]	[]	[111905094]	[]
28_15097	chr9	112458933	112459333	+	914	33.0	[]	[]	[10.276439]	[117]	[]	[112459132]
28_15102	chr9	131209770	131210170	+	1000	33.0	[7.0441737]	[153]	[]	[]	[131210017]	[]
28_15106	chrUn_KI270742v1	1860	2260	+	962	33.0	[7.0441737, 10.276439]	[115, 134]	[10.276439]	[160]	[2061, 2080]	[2106]
28_15116	chrX	123962783	123963183	+	922	33.0	[7.408826]	[116]	[]	[]	[123962981]	[]
28_15117	chrX	154818876	154819276	+	966	33.0	[7.408826]	[154]	[]	[]	[154819077]	[]
28_15118	chr1	1511679	1512079	+	877	32.5	[]	[]	[10.276439]	[136]	[]	[1511840]
28_1512	chr7	128860802	128861202	+	1000	64.0	[]	[]	[10.276439]	[216]	[]	[128861031]
28_15120	chr1	8422555	8422955	+	955	32.5	[7.408826]	[156]	[]	[]	[8422729]	[]
28_15121	chr1	8845262	8845662	+	950	32.5	[7.657809]	[182]	[]	[]	[8845513]	[]
28_15125	chr1	15514960	15515360	+	956	32.5	[]	[]	[7.408826]	[53]	[]	[15515112]
28_15127	chr1	15949658	15950058	+	861	32.5	[]	[]	[10.276439]	[136]	[]	[15949839]
28_15128	chr1	18903254	18903654	+	846	32.5	[7.408826]	[178]	[]	[]	[18903479]	[]
28_1513	chr7	135510210	135510610	+	1000	64.0	[]	[]	[9.601446]	[163]	[]	[135510420]
28_15136	chr1	23830269	23830669	+	961	32.5	[7.657809, 9.601446]	[105, 189]	[]	[]	[23830426, 23830510]	[]
28_15138	chr1	24764817	24765217	+	921	32.5	[10.276439]	[156]	[]	[]	[24765045]	[]
28_1514	chr8	125180967	125181367	+	1000	64.0	[]	[]	[10.276439, 7.657809]	[115, 149]	[]	[125181178, 125181212]
28_15140	chr1	25543051	25543451	+	753	32.5	[7.408826]	[78]	[]	[]	[25543227]	[]
28_15142	chr1	26391355	26391755	+	968	32.5	[10.276439]	[116]	[]	[]	[26391537]	[]
28_15146	chr1	27523338	27523738	+	645	32.5	[]	[]	[7.657809]	[154]	[]	[27523545]
28_15148	chr1	35178476	35178876	+	919	32.5	[7.0441737]	[195]	[]	[]	[35178723]	[]
28_15152	chr1	39173313	39173713	+	772	32.5	[7.408826]	[115]	[]	[]	[39173515]	[]
28_15154	chr1	40385166	40385566	+	873	32.5	[7.408826]	[70]	[10.276439]	[149]	[40385327]	[40385406]
28_15156	chr1	40450968	40451368	+	896	32.5	[9.601446]	[214]	[]	[]	[40451198]	[]
28_15158	chr1	40980550	40980950	+	752	32.5	[]	[]	[9.601446]	[132]	[]	[40980723]
28_15160	chr1	43390252	43390652	+	776	32.5	[7.0441737]	[142]	[]	[]	[43390469]	[]
28_15161	chr1	44318169	44318569	+	847	32.5	[7.408826]	[130]	[]	[]	[44318342]	[]
28_15164	chr1	51787872	51788272	+	946	32.5	[10.276439]	[161]	[]	[]	[51788045]	[]
28_15165	chr1	58881538	58881938	+	967	32.5	[7.0441737]	[175]	[7.408826]	[101]	[58881786]	[58881712]
28_15168	chr1	75726301	75726701	+	965	32.5	[7.408826]	[176]	[7.657809, 7.0441737]	[168, 188]	[75726490]	[75726482, 75726502]
28_15170	chr1	77978177	77978577	+	962	32.5	[]	[]	[7.0441737]	[81]	[]	[77978332]
28_15171	chr1	84574708	84575108	+	868	32.5	[]	[]	[7.657809]	[108]	[]	[84574873]
28_15172	chr1	88935983	88936383	+	945	32.5	[7.657809]	[56]	[]	[]	[88936135]	[]
28_15173	chr1	91502560	91502960	+	944	32.5	[10.276439, 10.276439, 7.408826]	[74, 86, 105]	[]	[]	[91502727, 91502739, 91502758]	[]
28_15174	chr1	94417617	94418017	+	780	32.5	[]	[]	[10.276439, 10.276439]	[161, 176]	[]	[94417845, 94417860]
28_15180	chr1	110203003	110203403	+	691	32.5	[]	[]	[7.408826]	[74]	[]	[110203174]
28_15181	chr1	111101939	111102339	+	941	32.5	[7.408826]	[124]	[]	[]	[111102136]	[]
28_15183	chr1	116420295	116420695	+	982	32.5	[]	[]	[7.657809]	[143]	[]	[116420525]
28_1519	chr1	19869993	19870393	+	1000	63.5	[7.657809]	[153]	[]	[]	[19870227]	[]
28_15191	chr1	154219463	154219863	+	900	32.5	[7.0441737, 7.0441737]	[69, 118]	[]	[]	[154219628, 154219677]	[]
28_15192	chr1	156727628	156728028	+	751	32.5	[]	[]	[7.408826]	[181]	[]	[156727854]
28_15193	chr1	161161958	161162358	+	955	32.5	[7.408826]	[104]	[]	[]	[161162118]	[]
28_15194	chr1	161636238	161636638	+	694	32.5	[7.408826]	[77]	[]	[]	[161636389]	[]
28_15195	chr1	162036998	162037398	+	637	32.5	[10.276439]	[146]	[10.276439]	[215]	[162037179]	[162037248]
28_15196	chr1	162562456	162562856	+	940	32.5	[]	[]	[9.601446]	[173]	[]	[162562681]
28_15197	chr1	165772740	165773140	+	897	32.5	[7.0441737]	[72]	[]	[]	[165772912]	[]
28_15198	chr1	165836406	165836806	+	913	32.5	[]	[]	[7.408826, 10.276439]	[80, 88]	[]	[165836560, 165836568]
28_15199	chr1	167625922	167626322	+	640	32.5	[7.408826]	[185]	[]	[]	[167626154]	[]
28_152	chr3	141805090	141805490	+	1000	151.0	[]	[]	[7.0441737, 10.276439]	[97, 146]	[]	[141805267, 141805316]
28_15200	chr1	172487054	172487454	+	849	32.5	[7.408826]	[156]	[]	[]	[172487277]	[]
28_15206	chr1	182029226	182029626	+	792	32.5	[7.408826]	[158]	[]	[]	[182029476]	[]
28_15207	chr1	184752399	184752799	+	940	32.5	[10.276439]	[125]	[]	[]	[184752589]	[]
28_15215	chr1	213122631	213123031	+	912	32.5	[7.408826]	[154]	[]	[]	[213122820]	[]
28_15217	chr1	219900172	219900572	+	923	32.5	[]	[]	[7.0441737]	[90]	[]	[219900362]
28_15218	chr1	223700902	223701302	+	961	32.5	[]	[]	[10.276439]	[71]	[]	[223701061]
28_15220	chr1	230150224	230150624	+	898	32.5	[10.276439]	[171]	[]	[]	[230150423]	[]
28_15222	chr1	234065806	234066206	+	966	32.5	[7.0441737]	[107]	[]	[]	[234065999]	[]
28_15224	chr1	241846493	241846893	+	956	32.5	[10.276439]	[222]	[]	[]	[241846716]	[]
28_15234	chr10	30557932	30558332	+	751	32.5	[7.657809]	[173]	[]	[]	[30558157]	[]
28_15237	chr10	43461719	43462119	+	891	32.5	[7.0441737]	[136]	[]	[]	[43461909]	[]
28_15238	chr10	45409460	45409860	+	979	32.5	[10.276439, 7.0441737]	[124, 174]	[]	[]	[45409644, 45409694]	[]
28_15240	chr10	50557576	50557976	+	889	32.5	[]	[]	[7.408826]	[110]	[]	[50557745]
28_15247	chr10	79374594	79374994	+	865	32.5	[]	[]	[7.0441737]	[186]	[]	[79374791]
28_15248	chr10	84257009	84257409	+	559	32.5	[]	[]	[7.0441737]	[97]	[]	[84257181]
28_15249	chr10	84267599	84267999	+	957	32.5	[7.408826]	[104]	[]	[]	[84267753]	[]
28_1525	chr1	143212952	143213352	+	1000	63.5	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[64, 74, 90, 116, 152]	[]	[143213111, 143213121, 143213137, 143213163, 143213199]
28_15250	chr10	92700011	92700411	+	884	32.5	[7.408826]	[96]	[]	[]	[92700192]	[]
28_15252	chr10	100359067	100359467	+	843	32.5	[7.408826, 7.408826]	[146, 189]	[]	[]	[100359227, 100359270]	[]
28_15253	chr10	101575918	101576318	+	744	32.5	[7.0441737]	[115]	[]	[]	[101576085]	[]
28_15259	chr11	18319078	18319478	+	657	32.5	[]	[]	[7.408826]	[85]	[]	[18319240]
28_15260	chr11	18328986	18329386	+	885	32.5	[7.657809]	[217]	[7.408826, 7.657809]	[138, 165]	[18329230]	[18329151, 18329178]
28_15262	chr11	33894551	33894951	+	927	32.5	[7.408826]	[177]	[]	[]	[33894750]	[]
28_15265	chr11	43748102	43748502	+	689	32.5	[]	[]	[7.657809]	[103]	[]	[43748263]
28_15266	chr11	47986156	47986556	+	595	32.5	[7.408826]	[94]	[10.276439]	[104]	[47986342]	[47986352]
28_15267	chr11	57761737	57762137	+	927	32.5	[]	[]	[7.408826]	[140]	[]	[57761917]
28_1527	chr1	167937549	167937949	+	1000	63.5	[7.657809]	[113]	[]	[]	[167937720]	[]
28_15270	chr11	61834419	61834819	+	961	32.5	[]	[]	[7.0441737]	[124]	[]	[61834581]
28_15271	chr11	62458347	62458747	+	950	32.5	[]	[]	[10.276439]	[63]	[]	[62458505]
28_15274	chr11	68272339	68272739	+	878	32.5	[]	[]	[10.276439]	[184]	[]	[68272550]
28_15276	chr11	72414150	72414550	+	970	32.5	[]	[]	[7.408826]	[203]	[]	[72414386]
28_15279	chr11	96389226	96389626	+	871	32.5	[]	[]	[7.408826]	[203]	[]	[96389448]
28_15280	chr11	114400695	114401095	+	736	32.5	[7.408826]	[173]	[]	[]	[114400929]	[]
28_15281	chr11	118715656	118716056	+	749	32.5	[7.657809]	[126]	[10.276439]	[84]	[118715856]	[118715814]
28_15283	chr12	6336373	6336773	+	752	32.5	[7.657809]	[170]	[]	[]	[6336612]	[]
28_15285	chr12	9757558	9757958	+	756	32.5	[]	[]	[7.408826, 7.657809]	[162, 179]	[]	[9757758, 9757775]
28_15287	chr12	24696000	24696400	+	861	32.5	[]	[]	[10.276439]	[90]	[]	[24696182]
28_15288	chr12	28110404	28110804	+	844	32.5	[]	[]	[7.408826]	[186]	[]	[28110617]
28_15294	chr12	52924999	52925399	+	717	32.5	[7.408826, 7.657809]	[119, 131]	[7.408826]	[136]	[52925170, 52925182]	[52925187]
28_15296	chr12	57377310	57377710	+	940	32.5	[7.408826]	[100]	[]	[]	[57377493]	[]
28_15297	chr12	57548490	57548890	+	766	32.5	[7.408826]	[131]	[]	[]	[57548706]	[]
28_1530	chr10	50593992	50594392	+	1000	63.5	[7.408826]	[82]	[7.0441737]	[144]	[50594148]	[50594210]
28_15300	chr12	68365278	68365678	+	932	32.5	[7.408826]	[218]	[]	[]	[68365522]	[]
28_15301	chr12	68497754	68498154	+	859	32.5	[7.657809]	[107]	[]	[]	[68497943]	[]
28_15302	chr12	70645780	70646180	+	952	32.5	[7.408826]	[128]	[]	[]	[70645975]	[]
28_15305	chr12	96061758	96062158	+	741	32.5	[]	[]	[7.657809]	[182]	[]	[96061997]
28_15306	chr12	104219983	104220383	+	661	32.5	[]	[]	[7.408826, 7.657809, 7.0441737]	[129, 145, 150]	[]	[104220190, 104220206, 104220211]
28_1531	chr11	78292102	78292502	+	1000	63.5	[7.657809]	[102]	[]	[]	[78292273]	[]
28_15310	chr12	122471551	122471951	+	928	32.5	[7.408826, 7.408826]	[133, 138]	[7.657809]	[204]	[122471725, 122471730]	[122471796]
28_15311	chr12	123458530	123458930	+	940	32.5	[7.657809]	[82]	[]	[]	[123458700]	[]
28_15322	chr14	101677888	101678288	+	582	32.5	[10.276439]	[57]	[]	[]	[101678043]	[]
28_15323	chr15	34662967	34663367	+	855	32.5	[7.657809]	[173]	[]	[]	[34663185]	[]
28_1533	chr16	29663364	29663764	+	1000	63.5	[]	[]	[10.276439]	[132]	[]	[29663572]
28_15331	chr15	45205217	45205617	+	961	32.5	[7.0441737]	[111]	[10.276439]	[59]	[45205421]	[45205369]
28_15332	chr15	50148363	50148763	+	964	32.5	[7.657809]	[78]	[]	[]	[50148538]	[]
28_15333	chr15	51888593	51888993	+	942	32.5	[10.276439]	[90]	[10.276439]	[170]	[51888750]	[51888830]
28_15335	chr15	55402816	55403216	+	939	32.5	[]	[]	[10.276439]	[94]	[]	[55402976]
28_1534	chr18	968186	968586	+	1000	63.5	[10.276439]	[137]	[]	[]	[968421]	[]
28_15345	chr15	81099002	81099402	+	937	32.5	[7.408826]	[149]	[9.601446]	[162]	[81099222]	[81099235]
28_15347	chr15	96356786	96357186	+	932	32.5	[7.657809]	[189]	[9.601446]	[129]	[96357019]	[96356959]
28_15350	chr16	12796467	12796867	+	963	32.5	[7.657809]	[165]	[10.276439]	[107]	[12796710]	[12796652]
28_15351	chr16	14632223	14632623	+	743	32.5	[]	[]	[10.276439]	[220]	[]	[14632458]
28_15352	chr16	16194936	16195336	+	947	32.5	[]	[]	[10.276439]	[113]	[]	[16195095]
28_15356	chr16	30805249	30805649	+	912	32.5	[]	[]	[10.276439, 7.408826]	[67, 162]	[]	[30805404, 30805499]
28_15358	chr16	57062355	57062755	+	924	32.5	[7.408826]	[152]	[10.276439]	[157]	[57062593]	[57062598]
28_15359	chr16	58495056	58495456	+	908	32.5	[7.408826, 10.276439]	[148, 190]	[]	[]	[58495245, 58495287]	[]
28_1536	chr18	3623748	3624148	+	1000	63.5	[7.408826]	[183]	[]	[]	[3623957]	[]
28_15366	chr16	83954222	83954622	+	962	32.5	[10.276439]	[135]	[]	[]	[83954416]	[]
28_15368	chr16	85037057	85037457	+	696	32.5	[]	[]	[7.0441737, 10.276439]	[135, 144]	[]	[85037292, 85037301]
28_15369	chr16	86901507	86901907	+	951	32.5	[10.276439, 10.276439]	[86, 117]	[]	[]	[86901676, 86901707]	[]
28_15370	chr16	87316759	87317159	+	795	32.5	[]	[]	[7.0441737]	[80]	[]	[87316932]
28_15371	chr16	87780727	87781127	+	915	32.5	[7.408826]	[115]	[]	[]	[87780938]	[]
28_15372	chr16	89020315	89020715	+	938	32.5	[]	[]	[7.657809]	[149]	[]	[89020560]
28_15373	chr17	4101080	4101480	+	870	32.5	[]	[]	[7.408826, 7.408826]	[163, 220]	[]	[4101247, 4101304]
28_15374	chr17	14161363	14161763	+	954	32.5	[10.276439]	[98]	[]	[]	[14161546]	[]
28_15376	chr17	22091238	22091638	+	899	32.5	[]	[]	[7.408826]	[158]	[]	[22091443]
28_15378	chr17	36546101	36546501	+	935	32.5	[7.657809]	[154]	[]	[]	[36546308]	[]
28_1538	chr19	51547730	51548130	+	1000	63.5	[]	[]	[9.601446]	[101]	[]	[51547912]
28_15380	chr17	40418154	40418554	+	872	32.5	[7.408826]	[141]	[7.408826]	[148]	[40418350]	[40418357]
28_15381	chr17	41966041	41966441	+	781	32.5	[]	[]	[7.408826]	[230]	[]	[41966290]
28_15382	chr17	42274781	42275181	+	949	32.5	[]	[]	[7.657809]	[211]	[]	[42275024]
28_15384	chr17	42531474	42531874	+	971	32.5	[7.408826]	[178]	[]	[]	[42531714]	[]
28_15386	chr17	42843386	42843786	+	952	32.5	[7.0441737]	[83]	[]	[]	[42843567]	[]
28_15387	chr17	44523141	44523541	+	944	32.5	[10.276439]	[157]	[]	[]	[44523362]	[]
28_15388	chr17	46110625	46111025	+	653	32.5	[]	[]	[7.657809]	[144]	[]	[46110829]
28_1539	chr2	3575018	3575418	+	1000	63.5	[9.601446, 9.601446]	[165, 188]	[]	[]	[3575246, 3575269]	[]
28_15390	chr17	48074225	48074625	+	848	32.5	[]	[]	[7.408826, 10.276439]	[128, 213]	[]	[48074384, 48074469]
28_15392	chr17	48632371	48632771	+	949	32.5	[7.0441737]	[137]	[]	[]	[48632566]	[]
28_15393	chr17	48632906	48633306	+	730	32.5	[]	[]	[10.276439]	[127]	[]	[48633112]
28_15396	chr17	59423277	59423677	+	914	32.5	[]	[]	[10.276439]	[116]	[]	[59423447]
28_15397	chr17	66507175	66507575	+	870	32.5	[10.276439]	[147]	[]	[]	[66507379]	[]
28_15398	chr17	68458058	68458458	+	963	32.5	[]	[]	[10.276439]	[137]	[]	[68458243]
28_15399	chr17	73011113	73011513	+	932	32.5	[]	[]	[7.408826]	[77]	[]	[73011287]
28_154	chr1_KI270709v1_random	7138	7538	+	1000	147.0	[7.657809, 7.657809, 7.0441737, 7.657809]	[84, 100, 126, 149]	[]	[]	[7314, 7330, 7356, 7379]	[]
28_15400	chr17	75033695	75034095	+	827	32.5	[]	[]	[7.408826]	[78]	[]	[75033850]
28_15404	chr17	77999909	78000309	+	887	32.5	[10.276439]	[84]	[]	[]	[78000086]	[]
28_15405	chr17	78013895	78014295	+	822	32.5	[7.657809]	[213]	[]	[]	[78014144]	[]
28_15407	chr18	657050	657450	+	791	32.5	[]	[]	[10.276439]	[172]	[]	[657296]
28_15410	chr18	3213393	3213793	+	956	32.5	[]	[]	[7.408826]	[186]	[]	[3213607]
28_15411	chr18	3250117	3250517	+	746	32.5	[]	[]	[7.408826]	[137]	[]	[3250339]
28_15416	chr18	9143697	9144097	+	593	32.5	[7.408826]	[127]	[]	[]	[9143895]	[]
28_15422	chr19	4638768	4639168	+	944	32.5	[]	[]	[7.657809]	[131]	[]	[4638941]
28_15426	chr19	10474951	10475351	+	688	32.5	[10.276439]	[134]	[]	[]	[10475143]	[]
28_15427	chr19	10961798	10962198	+	759	32.5	[]	[]	[9.601446]	[154]	[]	[10962031]
28_15432	chr19	16584268	16584668	+	961	32.5	[]	[]	[7.408826]	[86]	[]	[16584449]
28_1544	chr4	82898652	82899052	+	1000	63.5	[7.657809]	[126]	[7.408826]	[149]	[82898860]	[82898883]
28_15440	chr19	44695790	44696190	+	874	32.5	[]	[]	[7.408826]	[132]	[]	[44696017]
28_15441	chr19	44943508	44943908	+	942	32.5	[7.657809]	[141]	[]	[]	[44943692]	[]
28_15442	chr19	45444490	45444890	+	958	32.5	[]	[]	[7.408826]	[150]	[]	[45444692]
28_15444	chr19	47515341	47515741	+	947	32.5	[]	[]	[10.276439, 7.408826]	[162, 183]	[]	[47515537, 47515558]
28_15450	chr19	55207120	55207520	+	952	32.5	[7.408826]	[191]	[]	[]	[55207359]	[]
28_15455	chr2	12456277	12456677	+	865	32.5	[7.408826]	[149]	[]	[]	[12456511]	[]
28_15456	chr2	20348559	20348959	+	825	32.5	[]	[]	[7.408826]	[83]	[]	[20348732]
28_15457	chr2	27016739	27017139	+	937	32.5	[]	[]	[10.276439]	[212]	[]	[27016979]
28_15459	chr2	38581371	38581771	+	895	32.5	[10.276439, 7.408826]	[138, 194]	[]	[]	[38581562, 38581618]	[]
28_15460	chr2	43221265	43221665	+	976	32.5	[]	[]	[10.276439]	[138]	[]	[43221491]
28_15463	chr2	55862727	55863127	+	910	32.5	[10.276439]	[207]	[]	[]	[55862956]	[]
28_15476	chr2	108589374	108589774	+	902	32.5	[7.408826, 7.0441737]	[72, 117]	[]	[]	[108589533, 108589578]	[]
28_15477	chr2	111663554	111663954	+	946	32.5	[7.0441737, 7.657809]	[99, 177]	[]	[]	[111663714, 111663792]	[]
28_15478	chr2	112542880	112543280	+	837	32.5	[7.408826]	[107]	[]	[]	[112543078]	[]
28_15481	chr2	137952589	137952989	+	932	32.5	[7.408826]	[124]	[]	[]	[137952796]	[]
28_15485	chr2	169694057	169694457	+	961	32.5	[7.408826]	[147]	[]	[]	[169694267]	[]
28_15489	chr2	177683515	177683915	+	768	32.5	[7.657809]	[65]	[]	[]	[177683678]	[]
28_1549	chr6	41787480	41787880	+	1000	63.5	[10.276439]	[117]	[]	[]	[41787690]	[]
28_15490	chr2	230611251	230611651	+	854	32.5	[10.276439]	[231]	[]	[]	[230611490]	[]
28_15493	chr20	5024138	5024538	+	940	32.5	[]	[]	[7.657809]	[89]	[]	[5024326]
28_15494	chr20	23092437	23092837	+	922	32.5	[]	[]	[10.276439]	[81]	[]	[23092618]
28_15498	chr20	34302342	34302742	+	976	32.5	[]	[]	[7.408826]	[182]	[]	[34302578]
28_15499	chr20	35463641	35464041	+	946	32.5	[7.657809, 7.408826]	[141, 219]	[]	[]	[35463812, 35463890]	[]
28_155	chrX	111681492	111681892	+	1000	147.0	[7.408826]	[73]	[]	[]	[111681661]	[]
28_15500	chr20	35664160	35664560	+	954	32.5	[10.276439]	[112]	[]	[]	[35664311]	[]
28_15503	chr20	50085795	50086195	+	780	32.5	[7.408826]	[133]	[]	[]	[50085974]	[]
28_15506	chr20	59011551	59011951	+	924	32.5	[7.657809]	[218]	[10.276439]	[202]	[59011770]	[59011754]
28_15508	chr21	14528382	14528782	+	900	32.5	[]	[]	[10.276439]	[153]	[]	[14528550]
28_15510	chr21	29306182	29306582	+	873	32.5	[7.408826, 7.408826]	[106, 138]	[]	[]	[29306343, 29306375]	[]
28_15511	chr21	29315264	29315664	+	943	32.5	[7.657809]	[123]	[10.276439]	[118]	[29315481]	[29315476]
28_15513	chr21	35028301	35028701	+	615	32.5	[]	[]	[7.657809]	[189]	[]	[35028497]
28_15517	chr22	16616098	16616498	+	909	32.5	[7.408826]	[155]	[7.408826]	[215]	[16616276]	[16616336]
28_15523	chr22	19849538	19849938	+	933	32.5	[7.408826, 10.276439, 10.276439]	[88, 110, 143]	[]	[]	[19849707, 19849729, 19849762]	[]
28_15524	chr22	20026855	20027255	+	666	32.5	[]	[]	[7.408826, 7.408826]	[185, 208]	[]	[20027070, 20027093]
28_15526	chr22	20627224	20627624	+	959	32.5	[]	[]	[7.657809]	[199]	[]	[20627433]
28_15528	chr22	21453066	21453466	+	975	32.5	[7.657809]	[220]	[]	[]	[21453288]	[]
28_1553	chr9	108094196	108094596	+	1000	63.5	[]	[]	[7.657809]	[102]	[]	[108094356]
28_15531	chr22	21970422	21970822	+	947	32.5	[10.276439]	[79]	[]	[]	[21970590]	[]
28_15533	chr22	22563016	22563416	+	944	32.5	[7.408826]	[177]	[]	[]	[22563257]	[]
28_15535	chr22	22721681	22722081	+	793	32.5	[7.408826, 7.657809]	[121, 178]	[7.657809]	[154]	[22721867, 22721924]	[22721900]
28_15542	chr22	38240802	38241202	+	812	32.5	[]	[]	[7.408826]	[173]	[]	[38241037]
28_15546	chr3	9638937	9639337	+	882	32.5	[7.408826, 7.408826]	[123, 154]	[]	[]	[9639118, 9639149]	[]
28_15547	chr3	9730874	9731274	+	859	32.5	[10.276439, 10.276439]	[158, 195]	[]	[]	[9731083, 9731120]	[]
28_15548	chr3	12891057	12891457	+	955	32.5	[7.0441737]	[154]	[]	[]	[12891296]	[]
28_15550	chr3	17645079	17645479	+	954	32.5	[]	[]	[7.408826]	[107]	[]	[17645259]
28_15554	chr3	28241078	28241478	+	935	32.5	[]	[]	[7.0441737]	[83]	[]	[28241247]
28_15555	chr3	31522057	31522457	+	892	32.5	[]	[]	[7.408826]	[144]	[]	[31522251]
28_15556	chr3	45387824	45388224	+	906	32.5	[7.408826]	[137]	[7.408826]	[116]	[45388054]	[45388033]
28_15557	chr3	46629815	46630215	+	948	32.5	[]	[]	[7.0441737]	[104]	[]	[46630009]
28_1556	chr1	1896560	1896960	+	1000	63.0	[]	[]	[7.657809]	[142]	[]	[1896765]
28_15563	chr3	129428700	129429100	+	753	32.5	[]	[]	[7.408826]	[147]	[]	[129428916]
28_15564	chr3	138823764	138824164	+	891	32.5	[]	[]	[7.657809]	[100]	[]	[138823929]
28_15565	chr3	148943580	148943980	+	954	32.5	[]	[]	[10.276439]	[106]	[]	[148943757]
28_15568	chr3	156535342	156535742	+	960	32.5	[7.657809]	[194]	[]	[]	[156535573]	[]
28_15570	chr3	157146755	157147155	+	893	32.5	[10.276439]	[139]	[]	[]	[157146984]	[]
28_15575	chr3	184766684	184767084	+	952	32.5	[7.657809]	[148]	[10.276439]	[158]	[184766900]	[184766910]
28_15576	chr3	184911679	184912079	+	936	32.5	[]	[]	[7.0441737]	[134]	[]	[184911869]
28_15578	chr3	195194500	195194900	+	958	32.5	[]	[]	[7.0441737]	[124]	[]	[195194706]
28_1558	chr1	10510895	10511295	+	1000	63.0	[]	[]	[7.0441737]	[207]	[]	[10511132]
28_15583	chr3	197962023	197962423	+	952	32.5	[]	[]	[7.657809]	[122]	[]	[197962226]
28_15586	chr4	55733905	55734305	+	693	32.5	[]	[]	[7.0441737]	[146]	[]	[55734112]
28_15587	chr4	56389468	56389868	+	934	32.5	[10.276439]	[151]	[]	[]	[56389683]	[]
28_15589	chr4	78784380	78784780	+	748	32.5	[]	[]	[7.408826]	[118]	[]	[78784576]
28_1559	chr1	12529280	12529680	+	1000	63.0	[]	[]	[7.657809]	[66]	[]	[12529446]
28_15596	chr4	152640279	152640679	+	635	32.5	[]	[]	[7.0441737]	[170]	[]	[152640496]
28_15597	chr4	154551999	154552399	+	943	32.5	[]	[]	[7.408826]	[98]	[]	[154552157]
28_15598	chr4	183472235	183472635	+	958	32.5	[]	[]	[7.408826]	[200]	[]	[183472463]
28_1560	chr1	23691665	23692065	+	1000	63.0	[7.408826]	[98]	[]	[]	[23691855]	[]
28_15600	chr5	10307191	10307591	+	816	32.5	[10.276439]	[99]	[7.408826]	[138]	[10307346]	[10307385]
28_15604	chr5	38660171	38660571	+	810	32.5	[7.408826]	[77]	[]	[]	[38660346]	[]
28_15612	chr5	68405114	68405514	+	950	32.5	[]	[]	[7.408826]	[102]	[]	[68405289]
28_15614	chr5	90932129	90932529	+	940	32.5	[10.276439]	[145]	[]	[]	[90932309]	[]
28_15616	chr5	103117520	103117920	+	918	32.5	[7.657809]	[95]	[]	[]	[103117678]	[]
28_15618	chr5	108735765	108736165	+	912	32.5	[7.408826]	[87]	[7.0441737]	[141]	[108735945]	[108735999]
28_15626	chr5	149044436	149044836	+	980	32.5	[]	[]	[7.408826]	[119]	[]	[149044647]
28_15627	chr5	159262429	159262829	+	616	32.5	[10.276439, 7.408826]	[86, 133]	[7.408826]	[148]	[159262590, 159262637]	[159262652]
28_15629	chr5	173618997	173619397	+	923	32.5	[]	[]	[9.601446]	[63]	[]	[173619157]
28_1563	chr1	110034198	110034598	+	1000	63.0	[]	[]	[10.276439]	[151]	[]	[110034446]
28_15641	chr6	11956721	11957121	+	726	32.5	[7.408826]	[103]	[]	[]	[11956922]	[]
28_15647	chr6	18154665	18155065	+	939	32.5	[9.601446]	[149]	[]	[]	[18154882]	[]
28_15650	chr6	26552197	26552597	+	954	32.5	[]	[]	[7.0441737, 7.408826]	[136, 158]	[]	[26552388, 26552410]
28_15651	chr6	27274791	27275191	+	861	32.5	[]	[]	[10.276439]	[94]	[]	[27274962]
