#PeakID(python identify_motif.py ./ENCODE_processed_files/EGR1_idr.fa EGR1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
124_10003	chr22	31084698	31085098	+	1000	64.5	[9.087717]	[114]	[11.022005, 8.912237]	[140, 170]	[31084885]	[31084911, 31084941]
124_17612	chr5	140174768	140175168	+	1000	41.5	[8.246249, 8.046877]	[169, 193]	[7.6593366]	[136]	[140174966, 140174990]	[140174933]
124_17613	chr5	173625244	173625644	+	1000	41.5	[9.865129, 10.900947]	[118, 122]	[]	[]	[173625453, 173625457]	[]
124_1762	chr22	19144476	19144876	+	1000	188.0	[]	[]	[10.977412]	[131]	[]	[19144688]
124_17623	chr6	35776399	35776799	+	868	41.5	[10.9346075]	[185]	[7.589096]	[128]	[35776607]	[35776550]
124_17627	chr6	52577062	52577462	+	970	41.5	[]	[]	[9.356474, 10.540331]	[71, 81]	[]	[52577223, 52577233]
124_17630	chr7	207912	208312	+	995	41.5	[]	[]	[9.302566, 6.646445, 7.597954, 7.0521564, 14.2495985, 7.5214887, 7.7244816, 8.449994]	[134, 138, 177, 179, 183, 187, 189, 193]	[]	[208094, 208098, 208137, 208139, 208143, 208147, 208149, 208153]
124_17632	chr7	5530469	5530869	+	1000	41.5	[7.62843, 7.097008, 7.6307635]	[148, 191, 215]	[]	[]	[5530633, 5530676, 5530700]	[]
124_17637	chr7	44638043	44638443	+	1000	41.5	[10.945539]	[128]	[]	[]	[44638262]	[]
124_17639	chr7	76206638	76207038	+	1000	41.5	[13.844391, 6.526993]	[92, 98]	[]	[]	[76206818, 76206824]	[]
124_17641	chr7	107815198	107815598	+	570	41.5	[]	[]	[11.70845, 7.49792]	[116, 136]	[]	[107815408, 107815428]
124_17645	chr7	130132383	130132783	+	1000	41.5	[7.245736]	[156]	[]	[]	[130132614]	[]
124_17653	chr8	38938466	38938866	+	1000	41.5	[6.90567]	[113]	[]	[]	[38938648]	[]
124_17661	chr8	142936970	142937370	+	1000	41.5	[]	[]	[8.206155, 8.206155, 8.206155]	[74, 76, 156]	[]	[142937124, 142937126, 142937206]
124_17662	chr8	144466701	144467101	+	1000	41.5	[]	[]	[11.417694]	[103]	[]	[144466866]
124_17666	chr9	136567576	136567976	+	992	41.5	[]	[]	[12.609271]	[101]	[]	[136567760]
124_17668	chr9	136741867	136742267	+	1000	41.5	[7.4649444]	[151]	[13.765835]	[113]	[136742072]	[136742034]
124_1768	chr1	183470053	183470453	+	1000	187.5	[]	[]	[12.958331, 6.894214]	[122, 135]	[]	[183470273, 183470286]
124_17689	chr1	29325001	29325401	+	799	41.0	[]	[]	[7.3242927]	[119]	[]	[29325193]
124_17692	chr1	39102979	39103379	+	741	41.0	[8.894457]	[101]	[]	[]	[39103179]	[]
124_17693	chr1	53196639	53197039	+	1000	41.0	[]	[]	[7.1750174, 8.979067]	[168, 222]	[]	[53196816, 53196870]
124_17694	chr1	58699840	58700240	+	681	41.0	[7.79173, 8.979067]	[84, 90]	[]	[]	[58699992, 58699998]	[]
124_177	chr6	18154882	18155282	+	1000	398.5	[9.356474, 6.817416, 8.874801]	[120, 132, 156]	[]	[]	[18155094, 18155106, 18155130]	[]
124_17700	chr1	116167499	116167899	+	924	41.0	[11.787007]	[101]	[]	[]	[116167688]	[]
124_17707	chr1	156907293	156907693	+	1000	41.0	[]	[]	[7.0828924]	[144]	[]	[156907531]
124_1771	chr17	42312610	42313010	+	1000	187.5	[7.9519277]	[220]	[9.043064]	[214]	[42312831]	[42312825]
124_17714	chr10	42367796	42368196	+	881	41.0	[9.624041, 8.205074]	[120, 126]	[]	[]	[42367989, 42367995]	[]
124_17715	chr10	61781976	61782376	+	869	41.0	[6.5733037]	[104]	[]	[]	[61782157]	[]
124_17717	chr10	78407185	78407585	+	961	41.0	[]	[]	[13.844391]	[109]	[]	[78407383]
124_1772	chr20	31607219	31607619	+	1000	187.5	[]	[]	[9.401702]	[105]	[]	[31607411]
124_17720	chr10	133257532	133257932	+	1000	41.0	[]	[]	[11.123285]	[116]	[]	[133257714]
124_17727	chr11	68042769	68043169	+	994	41.0	[13.765835, 8.55247]	[88, 117]	[]	[]	[68042953, 68042982]	[]
124_17731	chr11	119381343	119381743	+	1000	41.0	[]	[]	[7.1260567]	[144]	[]	[119381524]
124_17732	chr11	123261433	123261833	+	1000	41.0	[]	[]	[13.081168]	[101]	[]	[123261627]
124_17736	chr12	48811105	48811505	+	915	41.0	[]	[]	[10.275942, 9.727532]	[90, 92]	[]	[48811286, 48811288]
124_17739	chr12	55717941	55718341	+	822	41.0	[11.123285]	[129]	[]	[]	[55718136]	[]
124_1774	chrX	19343556	19343956	+	1000	187.5	[7.907247, 6.6443834, 9.234492]	[72, 103, 109]	[7.7370796]	[59]	[19343721, 19343752, 19343758]	[19343708]
124_17744	chr13	26221827	26222227	+	986	41.0	[]	[]	[10.3937025]	[145]	[]	[26222048]
124_17749	chr14	21026827	21027227	+	935	41.0	[]	[]	[6.742392, 8.568877]	[108, 110]	[]	[21026998, 21027000]
124_1775	chr11	45982966	45983366	+	1000	187.0	[]	[]	[13.090944]	[96]	[]	[45983161]
124_17751	chr14	59484100	59484500	+	1000	41.0	[7.045864]	[137]	[9.142367, 6.9884195]	[119, 161]	[59484298]	[59484280, 59484322]
124_17753	chr14	102088460	102088860	+	1000	41.0	[9.121621]	[89]	[7.062146]	[81]	[102088633]	[102088625]
124_17757	chr15	75023569	75023969	+	891	41.0	[]	[]	[9.065902, 8.111577]	[116, 120]	[]	[75023777, 75023781]
124_17760	chr16	11793819	11794219	+	954	41.0	[12.417288]	[115]	[]	[]	[11794029]	[]
124_17766	chr17	1648464	1648864	+	1000	41.0	[]	[]	[9.087717, 9.121621]	[129, 146]	[]	[1648646, 1648663]
124_1777	chr17	58518025	58518425	+	1000	187.0	[]	[]	[6.8153253]	[96]	[]	[58518217]
124_17774	chr17	50264551	50264951	+	903	41.0	[]	[]	[6.6161695, 10.977412]	[99, 108]	[]	[50264734, 50264743]
124_17785	chr19	1103679	1104079	+	1000	41.0	[11.100249, 9.384275]	[73, 140]	[]	[]	[1103849, 1103916]	[]
124_17786	chr19	1449876	1450276	+	1000	41.0	[7.005785, 10.628352]	[91, 135]	[]	[]	[1450065, 1450109]	[]
124_17787	chr19	4182481	4182881	+	1000	41.0	[9.237138]	[114]	[]	[]	[4182651]	[]
124_17790	chr19	10602453	10602853	+	1000	41.0	[7.7370796]	[176]	[9.865129]	[99]	[10602681]	[10602604]
124_17792	chr19	12666388	12666788	+	1000	41.0	[]	[]	[8.516824]	[205]	[]	[12666602]
124_17795	chr19	18596616	18597016	+	1000	41.0	[]	[]	[13.844391]	[161]	[]	[18596838]
124_17799	chr19	38736757	38737157	+	746	41.0	[10.977412]	[169]	[]	[]	[38736938]	[]
124_178	chr16	31179891	31180291	+	1000	398.0	[]	[]	[6.96298, 10.855719]	[92, 103]	[]	[31180081, 31180092]
124_17810	chr2	96536439	96536839	+	593	41.0	[7.728117]	[114]	[]	[]	[96536628]	[]
124_17812	chr2	169694129	169694529	+	935	41.0	[6.9883585]	[237]	[]	[]	[169694368]	[]
124_17814	chr2	171523514	171523914	+	929	41.0	[]	[]	[10.628352]	[94]	[]	[171523677]
124_17815	chr2	218406104	218406504	+	917	41.0	[]	[]	[10.628352, 11.459085]	[94, 100]	[]	[218406288, 218406294]
124_17818	chr20	20393190	20393590	+	974	41.0	[12.609271]	[95]	[]	[]	[20393378]	[]
124_17823	chr20	64057814	64058214	+	917	41.0	[]	[]	[10.472259]	[103]	[]	[64058000]
124_17825	chr22	11973873	11974273	+	1000	41.0	[14.474671, 8.178177]	[147, 207]	[]	[]	[11974044, 11974104]	[]
124_17842	chr3	15330141	15330541	+	1000	41.0	[10.3937025]	[95]	[]	[]	[15330332]	[]
124_17849	chr3	126476543	126476943	+	883	41.0	[8.568877, 7.29909]	[127, 145]	[]	[]	[126476749, 126476767]	[]
124_17851	chr3	141660301	141660701	+	912	41.0	[7.1391287]	[141]	[13.844391]	[160]	[141660524]	[141660543]
124_1786	chr1	26280010	26280410	+	1000	186.5	[]	[]	[7.4446535]	[121]	[]	[26280163]
124_17868	chr5	142290536	142290936	+	945	41.0	[13.844391]	[157]	[]	[]	[142290756]	[]
124_1787	chr1	32200503	32200903	+	1000	186.5	[]	[]	[9.35822, 13.844391]	[136, 142]	[]	[32200730, 32200736]
124_17873	chr6	37177295	37177695	+	765	41.0	[7.549896]	[172]	[]	[]	[37177497]	[]
124_17876	chr6	90399948	90400348	+	1000	41.0	[]	[]	[7.0521564, 12.609271]	[99, 103]	[]	[90400141, 90400145]
124_17880	chr6	158340257	158340657	+	658	41.0	[]	[]	[8.235274, 9.783957, 12.190124]	[93, 99, 103]	[]	[158340444, 158340450, 158340454]
124_17881	chr6	160557037	160557437	+	809	41.0	[15.82531]	[106]	[]	[]	[160557214]	[]
124_17887	chr7	76048161	76048561	+	1000	41.0	[]	[]	[8.38398]	[176]	[]	[76048398]
124_1789	chr11	47176989	47177389	+	1000	186.5	[12.609271, 9.540544, 10.503105, 6.96298, 9.468438]	[58, 86, 88, 97, 128]	[8.412784]	[116]	[47177141, 47177169, 47177171, 47177180, 47177211]	[47177199]
124_17896	chr7	138161437	138161837	+	963	41.0	[7.299422]	[204]	[]	[]	[138161658]	[]
124_179	chr19	47035516	47035916	+	1000	398.0	[9.865129, 13.767925, 11.031469]	[75, 79, 92]	[12.958331]	[116]	[47035690, 47035694, 47035707]	[47035731]
124_1790	chr16	88264852	88265252	+	1000	186.5	[]	[]	[7.496786]	[101]	[]	[88265033]
124_17901	chr8	143246392	143246792	+	1000	41.0	[]	[]	[9.522328, 8.113635, 10.977412]	[109, 122, 137]	[]	[143246579, 143246592, 143246607]
124_1791	chr18	79505394	79505794	+	1000	186.5	[]	[]	[10.549796, 12.609271]	[80, 137]	[]	[79505569, 79505626]
124_17917	chr9	133163752	133164152	+	1000	41.0	[9.777108, 8.070797]	[242, 262]	[]	[]	[133163976, 133163996]	[]
124_17919	chr9	136579654	136580054	+	611	41.0	[8.656574]	[70]	[]	[]	[136579813]	[]
124_1792	chr19	4326863	4327263	+	1000	186.5	[]	[]	[8.550716, 13.844391]	[60, 113]	[]	[4327016, 4327069]
124_17920	chrX	47649255	47649655	+	1000	41.0	[]	[]	[7.549896, 8.568877]	[127, 129]	[]	[47649482, 47649484]
124_17923	chr1	14929496	14929896	+	689	40.5	[]	[]	[9.097199, 11.028823, 7.8153796]	[155, 159, 161]	[]	[14929715, 14929719, 14929721]
124_17925	chr1	21815039	21815439	+	1000	40.5	[8.847424, 9.540544, 8.44363, 6.9169784, 6.920839]	[89, 105, 107, 111, 141]	[]	[]	[21815206, 21815222, 21815224, 21815228, 21815258]	[]
124_17930	chr1	26862714	26863114	+	1000	40.5	[9.7179985]	[197]	[]	[]	[26862942]	[]
124_17945	chr1	150982087	150982487	+	730	40.5	[10.209206]	[139]	[]	[]	[150982278]	[]
124_17955	chr1	207644845	207645245	+	969	40.5	[8.953689, 9.58397, 10.258781]	[185, 218, 229]	[]	[]	[207645044, 207645077, 207645088]	[]
124_1796	chr3	28348962	28349362	+	1000	186.5	[]	[]	[7.5615997, 8.874801]	[114, 137]	[]	[28349160, 28349183]
124_17962	chr1	248858657	248859057	+	1000	40.5	[8.376895, 9.727532, 9.591275, 6.896305]	[80, 163, 165, 169]	[]	[]	[248858814, 248858897, 248858899, 248858903]	[]
124_17964	chr10	33927357	33927757	+	1000	40.5	[]	[]	[7.994332]	[138]	[]	[33927586]
124_17969	chr10	80454715	80455115	+	1000	40.5	[10.364898]	[126]	[]	[]	[80454911]	[]
124_17970	chr10	91409569	91409969	+	756	40.5	[]	[]	[8.093134]	[181]	[]	[91409816]
124_17972	chr11	12263235	12263635	+	979	40.5	[]	[]	[10.190709]	[122]	[]	[12263417]
124_17977	chr11	61150170	61150570	+	881	40.5	[11.784916]	[172]	[]	[]	[61150421]	[]
124_1798	chr4	82374055	82374455	+	1000	186.5	[13.844391]	[114]	[]	[]	[82374259]	[]
124_17982	chr11	67356897	67357297	+	1000	40.5	[]	[]	[9.865129]	[149]	[]	[67357058]
124_17987	chr12	4270471	4270871	+	957	40.5	[6.778187, 9.109602, 11.787007, 9.116732]	[98, 101, 105, 107]	[]	[]	[4270661, 4270664, 4270668, 4270670]	[]
124_17989	chr12	39442162	39442562	+	1000	40.5	[7.006427, 8.351447]	[148, 150]	[9.624041, 11.607694]	[158, 224]	[39442335, 39442337]	[39442345, 39442411]
124_17992	chr12	120194444	120194844	+	872	40.5	[6.558424]	[207]	[]	[]	[120194667]	[]
124_17997	chr14	20305810	20306210	+	838	40.5	[9.03239]	[79]	[]	[]	[20305980]	[]
124_17998	chr14	49768676	49769076	+	951	40.5	[10.346803, 8.482947]	[103, 107]	[]	[]	[49768870, 49768874]	[]
124_18	chr6	13273941	13274341	+	1000	601.0	[9.673146, 11.787007, 14.326064]	[82, 86, 99]	[]	[]	[13274111, 13274115, 13274128]	[]
124_180	chr6	15905883	15906283	+	1000	398.0	[8.305424, 10.223966]	[87, 100]	[]	[]	[15906065, 15906078]	[]
124_1800	chr5	115841794	115842194	+	1000	186.5	[8.522126, 8.511846, 13.844391, 6.526993, 7.0285068]	[90, 92, 96, 102, 117]	[]	[]	[115841983, 115841985, 115841989, 115841995, 115842010]	[]
124_18000	chr15	45401997	45402397	+	976	40.5	[8.688838]	[157]	[]	[]	[45402230]	[]
124_18005	chr15	78944780	78945180	+	963	40.5	[]	[]	[7.045864, 6.817416]	[111, 144]	[]	[78944986, 78945019]
124_18006	chr15	95259804	95260204	+	869	40.5	[11.110025]	[170]	[7.5214887, 8.305424]	[137, 157]	[95260041]	[95260008, 95260028]
124_1801	chr5	131796898	131797298	+	1000	186.5	[]	[]	[12.266589, 7.0970693]	[164, 170]	[]	[131797136, 131797142]
124_18010	chr16	46831336	46831736	+	569	40.5	[]	[]	[10.9346075]	[78]	[]	[46831508]
124_18012	chr16	84032765	84033165	+	992	40.5	[]	[]	[10.945539, 7.994332, 11.505457, 7.006427, 8.201398, 9.524539, 7.006427, 8.201398, 9.524539, 7.006427, 8.201398]	[153, 163, 167, 173, 181, 195, 201, 209, 223, 229, 237]	[]	[84032928, 84032938, 84032942, 84032948, 84032956, 84032970, 84032976, 84032984, 84032998, 84033004, 84033012]
124_18013	chr16	84948857	84949257	+	1000	40.5	[]	[]	[8.206155, 8.206155, 8.206155, 8.206155]	[128, 130, 132, 134]	[]	[84949084, 84949086, 84949088, 84949090]
124_18017	chr17	4263641	4264041	+	1000	40.5	[6.619774, 9.237138, 10.4342785]	[136, 156, 185]	[]	[]	[4263832, 4263852, 4263881]	[]
124_18020	chr17	29622990	29623390	+	1000	40.5	[]	[]	[11.459085]	[171]	[]	[29623149]
124_18023	chr17	57532204	57532604	+	1000	40.5	[9.742292]	[73]	[11.70845, 8.514492]	[98, 102]	[57532367]	[57532392, 57532396]
124_1803	chr7	103344639	103345039	+	1000	186.5	[7.0978427, 9.865129, 11.787007, 6.9604893]	[82, 86, 90, 96]	[8.537281]	[102]	[103344812, 103344816, 103344820, 103344826]	[103344832]
124_18032	chr17	81422987	81423387	+	973	40.5	[7.8050995, 13.081168, 7.600748]	[96, 100, 128]	[]	[]	[81423140, 81423144, 81423172]	[]
124_1804	chrX	48597621	48598021	+	1000	186.5	[]	[]	[8.365884]	[140]	[]	[48597832]
124_18044	chr19	17859872	17860272	+	1000	40.5	[]	[]	[11.068636]	[106]	[]	[17860045]
124_18051	chr19	55173790	55174190	+	969	40.5	[]	[]	[6.76094]	[189]	[]	[55174013]
124_18057	chr2	62215630	62216030	+	1000	40.5	[]	[]	[10.900947, 9.591275, 7.4831595]	[143, 147, 149]	[]	[62215864, 62215868, 62215870]
124_18058	chr2	111148552	111148952	+	982	40.5	[9.727532, 6.903809]	[100, 102]	[]	[]	[111148733, 111148735]	[]
124_18059	chr2	112584499	112584899	+	1000	40.5	[6.76094]	[78]	[]	[]	[112584663]	[]
124_1806	chr16	1342815	1343215	+	1000	186.0	[]	[]	[10.900947, 12.958331, 10.461775, 10.344157, 8.253369]	[108, 124, 137, 141, 147]	[]	[1343019, 1343035, 1343048, 1343052, 1343058]
124_18066	chr2	219536985	219537385	+	694	40.5	[]	[]	[10.275942, 9.727532]	[104, 106]	[]	[219537186, 219537188]
124_1807	chr22	22298191	22298591	+	1000	186.0	[]	[]	[12.609271]	[98]	[]	[22298386]
124_18074	chr20	63699059	63699459	+	967	40.5	[7.3365264, 9.727532, 9.591275]	[128, 148, 150]	[]	[]	[63699280, 63699300, 63699302]	[]
124_18076	chr21	43824484	43824884	+	931	40.5	[12.190124]	[154]	[]	[]	[43824715]	[]
124_18080	chr22	20581491	20581891	+	590	40.5	[8.044148]	[81]	[12.190124]	[147]	[20581651]	[20581717]
124_18081	chr22	20783949	20784349	+	1000	40.5	[]	[]	[8.549684]	[142]	[]	[20784128]
124_18093	chr22	23849556	23849956	+	1000	40.5	[]	[]	[8.875133, 10.540331]	[95, 145]	[]	[23849727, 23849777]
124_18094	chr22	31127057	31127457	+	892	40.5	[7.7197247, 8.404391]	[104, 115]	[]	[]	[31127256, 31127267]	[]
124_18095	chr22	36334370	36334770	+	1000	40.5	[]	[]	[8.070797]	[100]	[]	[36334541]
124_18096	chr22	40679390	40679790	+	565	40.5	[]	[]	[13.767925]	[120]	[]	[40679596]
124_18098	chr22	46538700	46539100	+	1000	40.5	[]	[]	[12.4531765]	[143]	[]	[46538920]
124_1810	chr1	179882805	179883205	+	1000	185.5	[]	[]	[7.284421, 13.844391, 8.511846, 8.522126]	[129, 131, 135, 137]	[]	[179883022, 179883024, 179883028, 179883030]
124_18100	chr3	69739710	69740110	+	965	40.5	[]	[]	[12.493753, 7.128622]	[101, 103]	[]	[69739911, 69739913]
124_18102	chr3	105836549	105836949	+	865	40.5	[9.727532, 9.591275]	[114, 116]	[9.626775]	[175]	[105836725, 105836727]	[105836786]
124_1811	chr1	193121661	193122061	+	1000	185.5	[]	[]	[11.170612, 7.8132887, 6.687192]	[98, 100, 138]	[]	[193121823, 193121825, 193121863]
124_18110	chr4	53377222	53377622	+	922	40.5	[]	[]	[7.758964, 11.784916]	[161, 163]	[]	[53377467, 53377469]
124_18117	chr5	56688361	56688761	+	1000	40.5	[8.886065]	[183]	[]	[]	[56688592]	[]
124_18119	chr5	68475584	68475984	+	938	40.5	[10.549796]	[108]	[]	[]	[68475784]	[]
124_1812	chr1	226940101	226940501	+	1000	185.5	[]	[]	[7.495274, 7.138398, 6.9215894, 9.872764, 8.874801]	[86, 88, 117, 154, 160]	[]	[226940278, 226940280, 226940309, 226940346, 226940352]
124_18123	chr5	96741961	96742361	+	1000	40.5	[]	[]	[10.223966]	[143]	[]	[96742176]
124_18124	chr5	135491840	135492240	+	710	40.5	[]	[]	[11.787007]	[95]	[]	[135492032]
124_18126	chr5	175517797	175518197	+	911	40.5	[6.8841524]	[178]	[]	[]	[175518030]	[]
124_18128	chr5	181200017	181200417	+	1000	40.5	[8.201398, 8.798335]	[103, 107]	[]	[]	[181200201, 181200205]	[]
124_18129	chr5	181217303	181217703	+	1000	40.5	[7.1260567]	[210]	[]	[]	[181217514]	[]
124_18130	chr6	3156633	3157033	+	1000	40.5	[8.511846, 11.784916, 7.758964, 7.994332, 10.549796, 6.864414, 7.758964]	[87, 91, 93, 97, 123, 148, 150]	[]	[]	[3156815, 3156819, 3156821, 3156825, 3156851, 3156876, 3156878]	[]
124_18148	chr6	166940634	166941034	+	981	40.5	[8.779411, 7.528815]	[137, 141]	[]	[]	[166940870, 166940874]	[]
124_18149	chr6	169224257	169224657	+	858	40.5	[7.0608387]	[105]	[]	[]	[169224443]	[]
124_1815	chr15	34650149	34650549	+	1000	185.5	[]	[]	[11.70845]	[97]	[]	[34650345]
124_18156	chr7	102748692	102749092	+	958	40.5	[6.5358667]	[82]	[]	[]	[102748851]	[]
124_1816	chr15	73632637	73633037	+	1000	185.5	[13.844391]	[268]	[]	[]	[73632798]	[]
124_18162	chr8	61139129	61139529	+	812	40.5	[7.737893]	[143]	[8.845333]	[169]	[61139311]	[61139337]
124_1817	chr16	2968710	2969110	+	1000	185.5	[]	[]	[14.326064]	[87]	[]	[2968896]
124_18175	chr9	128892448	128892848	+	892	40.5	[9.742292]	[231]	[8.44363, 7.509916, 6.6161695]	[156, 158, 188]	[128892680]	[128892605, 128892607, 128892637]
124_18177	chr9	130299631	130300031	+	991	40.5	[11.023784, 11.023784]	[109, 133]	[]	[]	[130299839, 130299863]	[]
124_18183	chr9	135526544	135526944	+	1000	40.5	[]	[]	[11.787007, 7.758964, 7.0828924]	[204, 208, 210]	[]	[135526785, 135526789, 135526791]
124_18184	chr9	136109417	136109817	+	1000	40.5	[9.237138]	[153]	[]	[]	[136109652]	[]
124_18186	chrX	48071409	48071809	+	830	40.5	[]	[]	[13.440004]	[146]	[]	[48071636]
124_1819	chr17	67717686	67718086	+	1000	185.5	[8.73304]	[105]	[8.156144]	[163]	[67717863]	[67717921]
124_18190	chr1	1324640	1325040	+	989	40.0	[]	[]	[8.385501]	[66]	[]	[1324794]
124_18194	chr1	9349346	9349746	+	1000	40.0	[]	[]	[13.767925, 11.023784, 7.622278]	[136, 140, 144]	[]	[9349562, 9349566, 9349570]
124_182	chr2	97645718	97646118	+	1000	397.0	[7.4628534, 13.844391]	[62, 124]	[12.958331]	[145]	[97645877, 97645939]	[97645960]
124_18207	chr1	212413930	212414330	+	1000	40.0	[]	[]	[8.287208]	[120]	[]	[212414128]
124_18210	chr1	231041528	231041928	+	1000	40.0	[6.810029]	[241]	[]	[]	[231041777]	[]
124_1822	chr19	56367968	56368368	+	1000	185.5	[8.033333]	[76]	[]	[]	[56368125]	[]
124_18224	chr11	859808	860208	+	935	40.0	[]	[]	[14.2495985]	[128]	[]	[860024]
124_18229	chr11	121351387	121351787	+	710	40.0	[9.540544, 11.784916]	[86, 101]	[]	[]	[121351569, 121351584]	[]
124_1823	chr3	191499626	191500026	+	1000	185.5	[13.844391]	[123]	[13.090944]	[112]	[191499831]	[191499820]
124_18232	chr12	27014219	27014619	+	954	40.0	[]	[]	[12.606625, 8.304699]	[225, 236]	[]	[27014451, 27014462]
124_18238	chr12	70982260	70982660	+	910	40.0	[]	[]	[13.090944]	[119]	[]	[70982456]
124_1824	chr3	197959815	197960215	+	1000	185.5	[8.886065, 7.1776633]	[65, 101]	[8.246249]	[119]	[197959966, 197960002]	[197960020]
124_18245	chr12	131912475	131912875	+	995	40.0	[]	[]	[11.787007]	[132]	[]	[131912693]
124_18247	chr13	110615265	110615665	+	960	40.0	[]	[]	[7.541476, 8.874801]	[87, 163]	[]	[110615436, 110615512]
124_1825	chr4	39182190	39182590	+	1000	185.5	[8.779411, 9.360311]	[114, 118]	[]	[]	[39182374, 39182378]	[]
124_18258	chr16	1167119	1167519	+	737	40.0	[8.284562]	[76]	[6.556362, 11.6000185, 9.739647]	[113, 119, 139]	[1167285]	[1167322, 1167328, 1167348]
124_1826	chr5	132293515	132293915	+	1000	185.5	[9.142367]	[137]	[]	[]	[132293697]	[]
124_18260	chr16	4115047	4115447	+	690	40.0	[12.958331, 10.953932]	[235, 253]	[]	[]	[4115237, 4115255]	[]
124_18267	chr16	57757167	57757567	+	985	40.0	[9.401702]	[69]	[8.414874]	[84]	[57757332]	[57757347]
124_1827	chr7	102512540	102512940	+	1000	185.5	[]	[]	[6.6756563, 6.6756563]	[75, 162]	[]	[102512701, 102512788]
124_18276	chr17	8152233	8152633	+	987	40.0	[9.522328]	[199]	[9.862483]	[123]	[8152484]	[8152408]
124_18284	chr17	48045695	48046095	+	990	40.0	[]	[]	[8.920029]	[70]	[]	[48045856]
124_18285	chr17	48532245	48532645	+	991	40.0	[14.2495985]	[144]	[]	[]	[48532452]	[]
124_1829	chr9	111661105	111661505	+	1000	185.5	[12.958331, 7.852597, 11.899368]	[97, 115, 121]	[7.53383]	[81]	[111661301, 111661319, 111661325]	[111661285]
124_18292	chr17	82716859	82717259	+	888	40.0	[8.979067]	[122]	[10.540331]	[169]	[82717019]	[82717066]
124_1830	chrX	153673083	153673483	+	1000	185.5	[7.296999, 7.0521564, 7.475117, 10.628352]	[86, 119, 121, 127]	[]	[]	[153673259, 153673292, 153673294, 153673300]	[]
124_18303	chr19	14450307	14450707	+	726	40.0	[10.877466]	[142]	[]	[]	[14450543]	[]
124_18304	chr19	15379293	15379693	+	992	40.0	[6.558424]	[130]	[]	[]	[15379486]	[]
124_18307	chr19	38726776	38727176	+	779	40.0	[11.022005]	[86]	[10.904808]	[113]	[38726937]	[38726964]
124_1832	chr11	819350	819750	+	1000	185.0	[8.912237, 13.844391, 8.874801, 9.302566, 6.630428]	[91, 97, 130, 141, 158]	[]	[]	[819512, 819518, 819551, 819562, 819579]	[]
124_18323	chr2	74502940	74503340	+	967	40.0	[]	[]	[6.982304, 8.044148]	[126, 162]	[]	[74503132, 74503168]
124_18324	chr2	118310047	118310447	+	730	40.0	[7.8499513]	[109]	[13.844391]	[102]	[118310234]	[118310227]
124_1833	chr11	76235958	76236358	+	1000	185.0	[13.844391]	[117]	[]	[]	[76236163]	[]
124_18330	chr20	38446477	38446877	+	944	40.0	[7.128622, 7.062146]	[121, 123]	[7.883855]	[141]	[38446658, 38446660]	[38446678]
124_18338	chr21	43810448	43810848	+	1000	40.0	[8.38398, 8.38398]	[55, 134]	[]	[]	[43810603, 43810682]	[]
124_1834	chr16	23378971	23379371	+	1000	185.0	[7.620757, 13.767925, 7.620757, 13.767925]	[97, 101, 159, 163]	[]	[]	[23379153, 23379157, 23379215, 23379219]	[]
124_18346	chr22	21450193	21450593	+	989	40.0	[13.081168, 10.900947]	[117, 121]	[]	[]	[21450400, 21450404]	[]
124_18359	chr22	39938423	39938823	+	720	40.0	[7.3008356, 11.123285]	[99, 175]	[]	[]	[39938593, 39938669]	[]
124_1836	chr22	49971166	49971566	+	1000	185.0	[]	[]	[7.728117, 7.1517196, 7.6370344, 10.628352]	[78, 103, 135, 164]	[]	[49971329, 49971354, 49971386, 49971415]
124_18363	chr22	42614574	42614974	+	997	40.0	[10.628352, 6.734695]	[80, 153]	[]	[]	[42614733, 42614806]	[]
124_18365	chr3	13420823	13421223	+	997	40.0	[7.0282426, 8.44363, 7.868061]	[128, 130, 136]	[]	[]	[13420996, 13420998, 13421004]	[]
124_18367	chr3	121749755	121750155	+	990	40.0	[]	[]	[12.958331, 10.344157]	[139, 143]	[]	[121749994, 121749998]
124_1837	chr3	11846677	11847077	+	1000	185.0	[7.0970693, 9.796298, 7.044854, 7.432312]	[138, 142, 144, 148]	[13.081168]	[95]	[11846895, 11846899, 11846901, 11846905]	[11846852]
124_18373	chr3	171960865	171961265	+	706	40.0	[7.245736]	[129]	[]	[]	[171961085]	[]
124_1838	chr3	39052259	39052659	+	1000	185.0	[6.715671]	[59]	[13.562841, 7.04851, 7.6307635, 14.326064]	[105, 111, 120, 135]	[39052418]	[39052464, 39052470, 39052479, 39052494]
124_18381	chr4	87235674	87236074	+	1000	40.0	[]	[]	[6.9934435]	[151]	[]	[87235903]
124_18385	chr5	39424853	39425253	+	999	40.0	[8.243047]	[152]	[]	[]	[39425024]	[]
