#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_2765	chr1	145281118	145281518	+	1000	49.0	[]	[]	[7.9705]	[117]	[]	[145281332]
293_2766	chr1	203026028	203026428	+	1000	49.0	[]	[]	[8.956747]	[173]	[]	[203026248]
293_2767	chr1	223244412	223244812	+	1000	49.0	[12.520998]	[92]	[]	[]	[223244603]	[]
293_277	chr7	45111544	45111944	+	1000	113.5	[6.7998433, 7.801938, 9.788544]	[138, 160, 179]	[]	[]	[45111754, 45111776, 45111795]	[]
293_2772	chr11	61967565	61967965	+	1000	49.0	[10.534392]	[92]	[8.956747]	[109]	[61967738]	[61967755]
293_2774	chr11	67288308	67288708	+	1000	49.0	[]	[]	[7.643828, 9.495462]	[108, 114]	[]	[67288496, 67288502]
293_2776	chr12	79935115	79935515	+	1000	49.0	[]	[]	[14.252311]	[107]	[]	[79935319]
293_2777	chr12	108119188	108119588	+	1000	49.0	[14.252311]	[99]	[]	[]	[108119367]	[]
293_2779	chr15	40045040	40045440	+	1000	49.0	[12.265705]	[76]	[6.224293]	[110]	[40045201]	[40045235]
293_2780	chr15	66292226	66292626	+	1000	49.0	[]	[]	[11.779043, 12.265705]	[120, 175]	[]	[66292408, 66292463]
293_2781	chr16	2155463	2155863	+	1000	49.0	[7.0663056]	[153]	[]	[]	[2155640]	[]
293_2783	chr17	27106591	27106991	+	1000	49.0	[]	[]	[12.520998, 9.09216]	[151, 156]	[]	[27106828, 27106833]
293_2784	chr17	41737943	41738343	+	1000	49.0	[14.252311]	[75]	[]	[]	[41738116]	[]
293_2786	chr17	51260185	51260585	+	1000	49.0	[11.226776]	[119]	[10.534392]	[161]	[51260363]	[51260405]
293_2789	chr19	11435298	11435698	+	1000	49.0	[6.224293]	[188]	[]	[]	[11435541]	[]
293_279	chr9	128340120	128340520	+	1000	113.0	[]	[]	[7.5940995, 7.643828]	[123, 128]	[]	[128340289, 128340294]
293_2791	chr19	17865683	17866083	+	1000	49.0	[]	[]	[12.265705]	[123]	[]	[17865884]
293_2792	chr19	29811171	29811571	+	1000	49.0	[7.5940995, 10.534392]	[105, 170]	[]	[]	[29811344, 29811409]	[]
293_2793	chr2	26503329	26503729	+	1000	49.0	[]	[]	[7.0663056]	[169]	[]	[26503544]
293_2795	chr2	169711930	169712330	+	1000	49.0	[9.495462, 7.9846697]	[68, 70]	[]	[]	[169712097, 169712099]	[]
293_2796	chr2	177251949	177252349	+	1000	49.0	[11.779043]	[167]	[]	[]	[177252172]	[]
293_2798	chr21	8212990	8213390	+	1000	49.0	[]	[]	[9.792437, 7.643828]	[128, 142]	[]	[8213166, 8213180]
293_2799	chr22	20071531	20071931	+	1000	49.0	[7.1046667]	[143]	[8.786449]	[152]	[20071687]	[20071696]
293_280	chr20	36465444	36465844	+	1000	112.5	[11.779043]	[156]	[12.520998]	[101]	[36465685]	[36465630]
293_2802	chr22	21098214	21098614	+	1000	49.0	[]	[]	[6.149097]	[150]	[]	[21098444]
293_2804	chr22	21625441	21625841	+	1000	49.0	[7.5940995, 7.846622]	[133, 157]	[]	[]	[21625650, 21625674]	[]
293_281	chr6	7106652	7107052	+	1000	112.5	[]	[]	[7.5940995, 12.520998]	[83, 148]	[]	[7106814, 7106879]
293_2810	chr22	22870045	22870445	+	1000	49.0	[7.643828]	[126]	[6.224293]	[167]	[22870225]	[22870266]
293_2811	chr22	22909309	22909709	+	1000	49.0	[]	[]	[8.214792]	[114]	[]	[22909490]
293_2812	chr22	22976124	22976524	+	1000	49.0	[7.5940995]	[91]	[]	[]	[22976294]	[]
293_2814	chr3	4741640	4742040	+	1000	49.0	[]	[]	[9.577935]	[156]	[]	[4741828]
293_2815	chr3	5122071	5122471	+	1000	49.0	[]	[]	[12.265705, 7.5940995]	[156, 200]	[]	[5122269, 5122313]
293_2816	chr3	38346593	38346993	+	1000	49.0	[]	[]	[7.5088573, 7.1055546]	[132, 144]	[]	[38346759, 38346771]
293_2817	chr3	128123764	128124164	+	1000	49.0	[12.265705]	[196]	[]	[]	[128124011]	[]
293_2818	chr3	134485800	134486200	+	1000	49.0	[12.265705, 6.253357, 6.253357, 6.253357, 6.253357, 8.956747]	[109, 114, 115, 116, 117, 121]	[7.5940995, 6.313181]	[167, 173]	[134485987, 134485992, 134485993, 134485994, 134485995, 134485999]	[134486045, 134486051]
293_2819	chr3	183447268	183447668	+	1000	49.0	[14.252311]	[192]	[]	[]	[183447463]	[]
293_2821	chr4	75514347	75514747	+	1000	49.0	[8.061124]	[157]	[9.2401705]	[173]	[75514559]	[75514575]
293_2826	chr5	108382120	108382520	+	1000	49.0	[8.836867, 8.956747]	[83, 88]	[8.836867]	[127]	[108382275, 108382280]	[108382319]
293_2827	chr5	115841437	115841837	+	1000	49.0	[]	[]	[8.836867]	[142]	[]	[115841602]
293_2828	chr5	140168358	140168758	+	1000	49.0	[14.252311]	[120]	[]	[]	[140168541]	[]
293_283	chr8	38368503	38368903	+	1000	112.5	[7.1046667, 14.252311]	[93, 153]	[]	[]	[38368667, 38368727]	[]
293_2831	chr6	149749735	149750135	+	1000	49.0	[7.5088573]	[165]	[]	[]	[149749968]	[]
293_2832	chr7	44123575	44123975	+	1000	49.0	[]	[]	[10.534392, 7.782383]	[118, 190]	[]	[44123734, 44123806]
293_2833	chr7	66115323	66115723	+	1000	49.0	[]	[]	[9.495462, 11.779043, 7.5940995, 11.779043]	[67, 119, 121, 127]	[]	[66115485, 66115537, 66115539, 66115545]
293_2834	chr7	92134390	92134790	+	1000	49.0	[12.265705]	[87]	[]	[]	[92134552]	[]
293_2838	chr8	67366754	67367154	+	1000	49.0	[8.214792]	[127]	[]	[]	[67366938]	[]
293_2839	chr8	143815633	143816033	+	1000	49.0	[8.836867, 7.1055546]	[80, 171]	[]	[]	[143815789, 143815880]	[]
293_284	chr12	124914487	124914887	+	1000	112.0	[14.252311]	[85]	[]	[]	[124914658]	[]
293_2841	chr9	124868929	124869329	+	1000	49.0	[7.5088573, 10.534392]	[90, 95]	[7.1055546]	[139]	[124869086, 124869091]	[124869135]
293_2843	chr9	130908217	130908617	+	1000	49.0	[]	[]	[7.9846697, 10.0477295, 7.846622]	[174, 176, 180]	[]	[130908400, 130908402, 130908406]
293_2845	chr9	131056513	131056913	+	1000	49.0	[]	[]	[6.483479]	[92]	[]	[131056686]
293_2846	chr9	132669677	132670077	+	1000	49.0	[6.313181]	[116]	[]	[]	[132669854]	[]
293_285	chr21	46635773	46636173	+	1000	112.0	[10.7842245, 7.9705, 10.68806, 12.265705, 9.09216]	[127, 146, 162, 191, 195]	[]	[]	[46635949, 46635968, 46635984, 46636013, 46636017]	[]
293_2853	chr1	25895375	25895775	+	1000	48.5	[]	[]	[9.09216, 9.052912]	[110, 196]	[]	[25895534, 25895620]
293_2855	chr1	40691721	40692121	+	1000	48.5	[]	[]	[8.956747]	[157]	[]	[40691922]
293_2856	chr1	43367999	43368399	+	1000	48.5	[9.052912, 7.1055546]	[100, 125]	[]	[]	[43368174, 43368199]	[]
293_2859	chr10	1056398	1056798	+	1000	48.5	[]	[]	[12.520998, 7.591329]	[173, 179]	[]	[1056630, 1056636]
293_2860	chr11	6554781	6555181	+	1000	48.5	[9.495462]	[155]	[]	[]	[6554994]	[]
293_2864	chr11	65418921	65419321	+	1000	48.5	[]	[]	[8.956747, 8.057231, 7.9846697, 12.520998]	[120, 150, 201, 203]	[]	[65419088, 65419118, 65419169, 65419171]
293_2865	chr11	74171112	74171512	+	1000	48.5	[7.5940995]	[151]	[]	[]	[74171359]	[]
293_2866	chr11	125625454	125625854	+	1000	48.5	[6.0706253]	[76]	[]	[]	[125625617]	[]
293_2867	chr14	19372990	19373390	+	1000	48.5	[]	[]	[10.534392]	[87]	[]	[19373174]
293_2869	chr15	51652152	51652552	+	1000	48.5	[]	[]	[14.252311]	[112]	[]	[51652339]
293_287	chr3	16264806	16265206	+	1000	112.0	[7.5088573]	[131]	[]	[]	[16265024]	[]
293_2872	chr16	67562016	67562416	+	1000	48.5	[7.5088573, 12.520998]	[197, 211]	[]	[]	[67562246, 67562260]	[]
293_2875	chr17	7479871	7480271	+	1000	48.5	[11.779043]	[119]	[]	[]	[7480074]	[]
293_2876	chr17	28711399	28711799	+	1000	48.5	[10.534392]	[60]	[]	[]	[28711555]	[]
293_2877	chr17	28861833	28862233	+	1000	48.5	[]	[]	[12.520998]	[101]	[]	[28862027]
293_2878	chr17	38296740	38297140	+	1000	48.5	[9.2401705]	[138]	[]	[]	[38296957]	[]
293_2879	chr17	68634367	68634767	+	1000	48.5	[]	[]	[9.495462]	[91]	[]	[68634558]
293_288	chr1	203861389	203861789	+	1000	111.5	[]	[]	[10.823473]	[160]	[]	[203861634]
293_2884	chr18	54224528	54224928	+	1000	48.5	[]	[]	[12.265705]	[88]	[]	[54224704]
293_2886	chr19	9584346	9584746	+	1000	48.5	[]	[]	[10.534392]	[134]	[]	[9584577]
293_2887	chr19	13102683	13103083	+	1000	48.5	[]	[]	[10.534392]	[189]	[]	[13102916]
293_2888	chr19	13905943	13906343	+	1000	48.5	[7.0663056]	[77]	[]	[]	[13906096]	[]
293_2889	chr19	35628738	35629138	+	1000	48.5	[]	[]	[14.252311]	[205]	[]	[35628972]
293_289	chr5	40835126	40835526	+	1000	111.5	[]	[]	[8.057231]	[153]	[]	[40835321]
293_2892	chr2	126308280	126308680	+	1000	48.5	[8.786449, 12.265705]	[105, 144]	[7.9846697, 9.495462]	[121, 123]	[126308437, 126308476]	[126308453, 126308455]
293_2893	chr2	219245361	219245761	+	1000	48.5	[]	[]	[9.09216, 6.224293]	[176, 190]	[]	[219245574, 219245588]
293_2896	chr20	50278983	50279383	+	1000	48.5	[]	[]	[14.252311]	[107]	[]	[50279172]
293_2897	chr22	20266823	20267223	+	1000	48.5	[]	[]	[7.9705, 10.68806]	[140, 146]	[]	[20267003, 20267009]
293_2899	chr22	21854252	21854652	+	1000	48.5	[]	[]	[6.3204575]	[157]	[]	[21854465]
293_290	chr6	110815423	110815823	+	1000	111.5	[7.5940995, 6.7998433, 8.956747]	[82, 88, 129]	[]	[]	[110815580, 110815586, 110815627]	[]
293_2900	chr22	22003409	22003809	+	1000	48.5	[7.643828]	[134]	[]	[]	[22003566]	[]
293_2903	chr22	22649673	22650073	+	1000	48.5	[]	[]	[7.782383]	[158]	[]	[22649902]
293_2905	chr22	22798528	22798928	+	1000	48.5	[7.5940995]	[146]	[7.315276]	[185]	[22798696]	[22798735]
293_2907	chr22	22921168	22921568	+	1000	48.5	[]	[]	[11.779043, 7.5940995]	[144, 164]	[]	[22921355, 22921375]
293_2908	chr22	22938151	22938551	+	1000	48.5	[]	[]	[10.0477295, 6.313181, 10.0477295]	[85, 89, 141]	[]	[22938333, 22938337, 22938389]
293_2910	chr22	23044653	23045053	+	1000	48.5	[]	[]	[6.763009]	[140]	[]	[23044849]
293_2911	chr3	13537826	13538226	+	1000	48.5	[]	[]	[7.7586894]	[130]	[]	[13538050]
293_2912	chr3	39180759	39181159	+	1000	48.5	[9.792437]	[144]	[10.534392]	[164]	[39180986]	[39181006]
293_2914	chr3	139389548	139389948	+	1000	48.5	[10.534392]	[159]	[]	[]	[139389737]	[]
293_2916	chr4	1347005	1347405	+	1000	48.5	[]	[]	[10.534392, 6.7998433, 8.057231, 7.5940995, 10.534392]	[184, 189, 217, 223, 241]	[]	[1347199, 1347204, 1347232, 1347238, 1347256]
293_2917	chr4	25312527	25312927	+	1000	48.5	[10.534392]	[74]	[]	[]	[25312694]	[]
293_2918	chr4	40311906	40312306	+	1000	48.5	[14.252311]	[65]	[]	[]	[40312065]	[]
293_292	chr17	74715075	74715475	+	1000	111.0	[10.7842245]	[130]	[7.2199736, 10.823473]	[98, 153]	[74715263]	[74715231, 74715286]
293_2920	chr5	32312806	32313206	+	1000	48.5	[10.534392, 10.534392]	[125, 144]	[]	[]	[32313006, 32313025]	[]
293_2921	chr5	112707352	112707752	+	1000	48.5	[]	[]	[10.534392, 14.252311]	[139, 144]	[]	[112707549, 112707554]
293_2923	chr5	160508778	160509178	+	1000	48.5	[10.823473]	[161]	[]	[]	[160509018]	[]
293_2924	chr5	180803598	180803998	+	1000	48.5	[6.7998433, 9.09216]	[77, 121]	[10.0477295]	[160]	[180803750, 180803794]	[180803833]
293_2925	chr5	180810337	180810737	+	1000	48.5	[]	[]	[7.5088573, 8.956747, 6.7998433]	[127, 138, 143]	[]	[180810541, 180810552, 180810557]
293_2928	chr6	31734710	31735110	+	1000	48.5	[]	[]	[7.5940995]	[115]	[]	[31734873]
293_2930	chr6	37653923	37654323	+	1000	48.5	[]	[]	[12.265705]	[129]	[]	[37654135]
293_2934	chr7	66740336	66740736	+	1000	48.5	[8.057231]	[143]	[]	[]	[66740510]	[]
293_2936	chr7	108538280	108538680	+	1000	48.5	[7.846622]	[89]	[]	[]	[108538451]	[]
293_2939	chr8	96261655	96262055	+	1000	48.5	[10.534392]	[148]	[]	[]	[96261878]	[]
293_2940	chr8	96644800	96645200	+	1000	48.5	[7.846622]	[128]	[]	[]	[96645000]	[]
293_2944	chr9	135468818	135469218	+	1000	48.5	[7.846622, 12.520998]	[117, 158]	[]	[]	[135468990, 135469031]	[]
293_2949	chr1	30913949	30914349	+	1000	48.0	[]	[]	[7.591329]	[103]	[]	[30914148]
293_295	chr22	20393745	20394145	+	1000	111.0	[]	[]	[7.5940995]	[150]	[]	[20393980]
293_2950	chr1	35557572	35557972	+	1000	48.0	[]	[]	[7.9846697, 12.520998, 7.9846697, 9.495462, 6.224293]	[136, 138, 142, 144, 170]	[]	[35557762, 35557764, 35557768, 35557770, 35557796]
293_2951	chr1	42658104	42658504	+	1000	48.0	[]	[]	[7.5088573]	[141]	[]	[42658329]
293_2954	chr1	85576870	85577270	+	1000	48.0	[]	[]	[10.534392]	[145]	[]	[85577112]
293_2955	chr1	109984512	109984912	+	1000	48.0	[6.0706253, 8.956747]	[107, 119]	[]	[]	[109984701, 109984713]	[]
293_2957	chr1	154957288	154957688	+	1000	48.0	[14.252311, 12.520998]	[95, 115]	[]	[]	[154957476, 154957496]	[]
293_2959	chr1	155309453	155309853	+	1000	48.0	[]	[]	[8.956747, 9.052912]	[139, 165]	[]	[155309667, 155309693]
293_2960	chr1	205631889	205632289	+	1000	48.0	[]	[]	[7.782383, 7.5940995, 7.643828]	[85, 117, 122]	[]	[205632055, 205632087, 205632092]
293_2961	chr1	205749312	205749712	+	1000	48.0	[12.520998, 7.9846697, 7.5088573]	[152, 154, 197]	[8.057231, 10.68806]	[216, 221]	[205749485, 205749487, 205749530]	[205749549, 205749554]
293_2962	chr1	211515497	211515897	+	1000	48.0	[7.0663056]	[124]	[]	[]	[211515708]	[]
293_2963	chr1	229753749	229754149	+	1000	48.0	[7.5940995]	[122]	[10.68806]	[74]	[229753955]	[229753907]
293_2964	chr1	244366853	244367253	+	1000	48.0	[]	[]	[6.149097, 7.9846697, 9.052912, 7.9705]	[58, 122, 124, 135]	[]	[244367009, 244367073, 244367075, 244367086]
293_2965	chr10	123135067	123135467	+	1000	48.0	[8.956747, 8.956747]	[167, 174]	[]	[]	[123135278, 123135285]	[]
293_2966	chr11	45826491	45826891	+	1000	48.0	[7.846622]	[102]	[8.786449]	[161]	[45826666]	[45826725]
293_2969	chr11	66510408	66510808	+	1000	48.0	[]	[]	[10.534392]	[144]	[]	[66510625]
293_297	chr22	22262706	22263106	+	1000	110.5	[14.252311]	[106]	[]	[]	[22262903]	[]
293_2970	chr11	73182740	73183140	+	1000	48.0	[9.495462]	[139]	[]	[]	[73182954]	[]
293_2972	chr12	49069684	49070084	+	1000	48.0	[]	[]	[10.7842245]	[128]	[]	[49069848]
293_2973	chr12	107685713	107686113	+	1000	48.0	[9.792437]	[120]	[]	[]	[107685878]	[]
293_2974	chr12	113966194	113966594	+	1000	48.0	[10.7842245]	[164]	[7.801938, 9.09216]	[132, 178]	[113966405]	[113966373, 113966419]
293_2978	chr15	64387532	64387932	+	1000	48.0	[]	[]	[7.0663056]	[86]	[]	[64387718]
293_2979	chr16	3124334	3124734	+	1000	48.0	[7.1055546, 10.534392]	[163, 168]	[]	[]	[3124563, 3124568]	[]
293_298	chr12	107903597	107903997	+	1000	110.0	[12.265705, 12.265705]	[156, 166]	[]	[]	[107903819, 107903829]	[]
293_2980	chr16	11345310	11345710	+	1000	48.0	[]	[]	[7.9705]	[139]	[]	[11345512]
293_2982	chr16	57244955	57245355	+	1000	48.0	[]	[]	[9.2401705]	[148]	[]	[57245178]
293_2983	chr16	67521261	67521661	+	1000	48.0	[7.5940995]	[103]	[]	[]	[67521450]	[]
293_2985	chr16	87765789	87766189	+	1000	48.0	[]	[]	[7.5088573]	[115]	[]	[87765969]
293_2986	chr17	64496979	64497379	+	1000	48.0	[10.534392, 8.956747]	[112, 175]	[]	[]	[64497143, 64497206]	[]
293_299	chr16	81730197	81730597	+	1000	110.0	[]	[]	[7.0663056]	[62]	[]	[81730351]
293_2990	chr18	3652670	3653070	+	1000	48.0	[8.214792]	[221]	[]	[]	[3652918]	[]
293_2992	chr19	962254	962654	+	1000	48.0	[7.0663056]	[108]	[12.265705]	[128]	[962456]	[962476]
293_2994	chr19	1507746	1508146	+	623	48.0	[]	[]	[10.534392]	[182]	[]	[1507979]
293_2997	chr19	12868525	12868925	+	1000	48.0	[]	[]	[7.5940995]	[186]	[]	[12868758]
293_2999	chr2	73214049	73214449	+	1000	48.0	[]	[]	[14.252311, 6.0706253]	[103, 123]	[]	[73214208, 73214228]
293_300	chr22	23145234	23145634	+	1000	110.0	[10.534392]	[109]	[]	[]	[23145424]	[]
293_3000	chr2	110212382	110212782	+	1000	48.0	[]	[]	[12.520998, 8.797619]	[137, 142]	[]	[110212592, 110212597]
293_3001	chr2	130181388	130181788	+	1000	48.0	[12.265705]	[173]	[7.0663056]	[188]	[130181618]	[130181633]
293_3002	chr2	178450649	178451049	+	1000	48.0	[7.5940995]	[163]	[10.534392, 7.801938]	[147, 175]	[178450837]	[178450821, 178450849]
293_3005	chr22	21803060	21803460	+	1000	48.0	[]	[]	[6.224293]	[156]	[]	[21803246]
293_3018	chr22	23116570	23116970	+	1000	48.0	[]	[]	[6.224293, 14.252311]	[178, 185]	[]	[23116784, 23116791]
293_3021	chr3	3126721	3127121	+	1000	48.0	[6.7998433]	[78]	[]	[]	[3126873]	[]
293_3022	chr3	13085195	13085595	+	1000	48.0	[]	[]	[10.534392]	[105]	[]	[13085399]
293_3023	chr3	128680589	128680989	+	1000	48.0	[10.7842245]	[105]	[]	[]	[128680750]	[]
293_3024	chr3	193925549	193925949	+	1000	48.0	[]	[]	[11.779043]	[113]	[]	[193925717]
293_3025	chr5	138492012	138492412	+	1000	48.0	[7.1055546]	[151]	[]	[]	[138492250]	[]
293_3026	chr5	176388755	176389155	+	1000	48.0	[]	[]	[7.9705]	[135]	[]	[176388980]
293_3027	chr5	179858660	179859060	+	1000	48.0	[10.534392]	[107]	[]	[]	[179858857]	[]
293_3028	chr6	15019249	15019649	+	1000	48.0	[]	[]	[7.9846697, 7.846622]	[102, 104]	[]	[15019401, 15019403]
293_303	chr6	27773835	27774235	+	1000	109.5	[12.265705]	[99]	[]	[]	[27774018]	[]
293_3031	chr7	106111822	106112222	+	1000	48.0	[10.68806]	[84]	[]	[]	[106112006]	[]
293_3032	chr8	142403271	142403671	+	1000	48.0	[7.5088573]	[122]	[]	[]	[142403481]	[]
293_3034	chr9	87792689	87793089	+	1000	48.0	[7.5940995]	[159]	[8.797619]	[150]	[87792887]	[87792878]
293_3036	chr9	130986115	130986515	+	1000	48.0	[]	[]	[10.68806]	[176]	[]	[130986347]
293_3043	chr1	1358584	1358984	+	1000	47.5	[7.9705]	[80]	[8.956747, 7.846622]	[66, 71]	[1358759]	[1358745, 1358750]
293_3045	chr1	3796336	3796736	+	1000	47.5	[10.0477295]	[113]	[]	[]	[3796499]	[]
293_3046	chr1	9775090	9775490	+	1000	47.5	[7.5940995, 12.520998]	[77, 163]	[]	[]	[9775245, 9775331]	[]
293_3048	chr1	16609066	16609466	+	1000	47.5	[]	[]	[7.5940995, 7.782383]	[94, 100]	[]	[16609250, 16609256]
293_305	chr6	157393162	157393562	+	1000	109.5	[]	[]	[11.226776]	[101]	[]	[157393337]
293_3050	chr1	27785760	27786160	+	1000	47.5	[]	[]	[12.520998]	[126]	[]	[27785950]
293_3051	chr1	27914769	27915169	+	1000	47.5	[9.052912]	[150]	[]	[]	[27914958]	[]
293_3052	chr1	33036810	33037210	+	1000	47.5	[7.1055546]	[107]	[]	[]	[33036963]	[]
293_3054	chr1	46053716	46054116	+	1000	47.5	[11.779043]	[117]	[]	[]	[46053926]	[]
293_3055	chr1	50960100	50960500	+	1000	47.5	[7.5088573]	[76]	[]	[]	[50960254]	[]
293_3056	chr1	108876751	108877151	+	1000	47.5	[]	[]	[7.591329]	[127]	[]	[108876939]
293_3059	chr1	147084617	147085017	+	1000	47.5	[7.5940995, 8.786449]	[62, 77]	[]	[]	[147084779, 147084794]	[]
293_306	chr19	2096112	2096512	+	1000	109.0	[7.5940995, 7.9705]	[137, 153]	[]	[]	[2096342, 2096358]	[]
293_3061	chr1	154936509	154936909	+	1000	47.5	[7.801938]	[91]	[]	[]	[154936693]	[]
293_3062	chr1	173868388	173868788	+	1000	47.5	[7.9846697, 8.061124, 8.956747, 8.956747]	[133, 169, 187, 217]	[]	[]	[173868554, 173868590, 173868608, 173868638]	[]
293_3064	chr1	203692496	203692896	+	1000	47.5	[12.520998]	[103]	[]	[]	[203692673]	[]
293_3066	chr1	225928171	225928571	+	1000	47.5	[7.662525]	[149]	[]	[]	[225928404]	[]
293_3068	chr10	73940619	73941019	+	1000	47.5	[]	[]	[7.9846697]	[186]	[]	[73940857]
293_3071	chr11	65873553	65873953	+	1000	47.5	[6.0706253, 7.1055546]	[106, 117]	[]	[]	[65873740, 65873751]	[]
293_3074	chr12	62260002	62260402	+	1000	47.5	[]	[]	[10.534392]	[162]	[]	[62260209]
293_3075	chr12	131860846	131861246	+	1000	47.5	[7.5940995]	[170]	[]	[]	[131861025]	[]
293_3076	chr14	75278469	75278869	+	1000	47.5	[]	[]	[6.0706253]	[187]	[]	[75278662]
293_3078	chr15	82849482	82849882	+	1000	47.5	[]	[]	[10.534392]	[166]	[]	[82849689]
293_3079	chr16	20806372	20806772	+	1000	47.5	[10.534392]	[145]	[12.265705, 10.68806]	[182, 189]	[20806567]	[20806604, 20806611]
293_3080	chr16	28925561	28925961	+	1000	47.5	[12.520998, 7.9846697, 7.591329]	[109, 111, 171]	[]	[]	[28925735, 28925737, 28925797]	[]
293_3081	chr16	67504325	67504725	+	1000	47.5	[14.252311]	[181]	[9.495462]	[156]	[67504547]	[67504522]
293_3082	chr16	85553384	85553784	+	1000	47.5	[]	[]	[6.0706253]	[70]	[]	[85553543]
293_3083	chr17	49708075	49708475	+	1000	47.5	[]	[]	[7.5940995, 6.0706253, 7.0663056, 9.788544]	[59, 106, 111, 121]	[]	[49708231, 49708278, 49708283, 49708293]
293_3084	chr17	76737249	76737649	+	1000	47.5	[10.534392]	[116]	[7.1055546]	[153]	[76737455]	[76737492]
293_3085	chr17	78840885	78841285	+	1000	47.5	[7.0663056, 6.3597064]	[63, 136]	[]	[]	[78841043, 78841116]	[]
293_3086	chr17	81057098	81057498	+	1000	47.5	[9.495462, 10.7842245]	[131, 176]	[7.5940995]	[143]	[81057255, 81057300]	[81057267]
293_3088	chr17	82886003	82886403	+	1000	47.5	[6.483479]	[140]	[]	[]	[82886203]	[]
293_309	chr10	42638058	42638458	+	1000	108.0	[]	[]	[9.2401705]	[144]	[]	[42638271]
293_3092	chr19	12839435	12839835	+	1000	47.5	[10.7842245]	[154]	[]	[]	[12839674]	[]
293_3094	chr19	19489322	19489722	+	1000	47.5	[7.2199736]	[96]	[7.846622]	[137]	[19489482]	[19489523]
293_3096	chr19	48259665	48260065	+	1000	47.5	[8.956747]	[194]	[]	[]	[48259889]	[]
293_31	chr1	161166361	161166761	+	1000	407.5	[]	[]	[14.252311]	[121]	[]	[161166572]
293_3100	chr2	73926699	73927099	+	1000	47.5	[]	[]	[9.052912]	[108]	[]	[73926904]
293_3102	chr2	231650492	231650892	+	1000	47.5	[]	[]	[12.265705]	[105]	[]	[231650689]
293_3103	chr20	36050500	36050900	+	1000	47.5	[]	[]	[8.057231, 9.052912]	[200, 205]	[]	[36050728, 36050733]
293_3104	chr21	25607331	25607731	+	1000	47.5	[7.5088573]	[80]	[]	[]	[25607509]	[]
293_3106	chr21	42666008	42666408	+	1000	47.5	[]	[]	[12.265705, 12.265705, 12.265705]	[64, 83, 103]	[]	[42666170, 42666189, 42666209]
293_3108	chr22	20741093	20741493	+	1000	47.5	[10.534392]	[189]	[]	[]	[20741328]	[]
293_3109	chr22	21101372	21101772	+	1000	47.5	[]	[]	[12.265705]	[163]	[]	[21101553]
293_311	chr9	129406355	129406755	+	1000	108.0	[8.057231]	[106]	[8.836867]	[121]	[129406535]	[129406550]
293_3110	chr22	21587286	21587686	+	1000	47.5	[]	[]	[6.3204575]	[111]	[]	[21587455]
293_3111	chr22	21614810	21615210	+	1000	47.5	[]	[]	[14.252311]	[201]	[]	[21615012]
293_3113	chr22	21807155	21807555	+	1000	47.5	[]	[]	[8.057231]	[91]	[]	[21807317]
293_3116	chr22	22197910	22198310	+	1000	47.5	[9.788544]	[85]	[8.797619]	[62]	[22198092]	[22198069]
293_3117	chr22	22572162	22572562	+	1000	47.5	[]	[]	[7.315276, 7.5940995]	[181, 183]	[]	[22572377, 22572379]
293_312	chr1	44035859	44036259	+	1000	107.5	[]	[]	[10.534392]	[96]	[]	[44036039]
293_3122	chr22	23112396	23112796	+	1000	47.5	[]	[]	[9.052912]	[184]	[]	[23112583]
293_3123	chr22	23193964	23194364	+	1000	47.5	[]	[]	[10.823473]	[89]	[]	[23194128]
293_3125	chr22	23230774	23231174	+	1000	47.5	[6.313181]	[112]	[]	[]	[23230975]	[]
293_3126	chr22	27726741	27727141	+	1000	47.5	[14.252311, 7.5940995]	[105, 139]	[]	[]	[27726927, 27726961]	[]
293_3128	chr3	41199200	41199600	+	1000	47.5	[10.534392]	[124]	[]	[]	[41199398]	[]
293_3129	chr3	170908626	170909026	+	1000	47.5	[7.5088573]	[65]	[]	[]	[170908783]	[]
293_313	chr1	84506035	84506435	+	1000	107.5	[9.495462, 14.252311]	[99, 147]	[]	[]	[84506230, 84506278]	[]
293_3132	chr5	123423220	123423620	+	1000	47.5	[7.0663056]	[144]	[]	[]	[123423457]	[]
293_3133	chr5	141968966	141969366	+	983	47.5	[]	[]	[7.5088573]	[127]	[]	[141969187]
293_3134	chr5	150161173	150161573	+	1000	47.5	[11.779043]	[235]	[7.5940995]	[187]	[150161423]	[150161375]
293_3135	chr5	159337548	159337948	+	1000	47.5	[12.520998, 10.68806]	[106, 144]	[]	[]	[159337716, 159337754]	[]
293_3136	chr6	25992414	25992814	+	1000	47.5	[10.534392]	[93]	[]	[]	[25992606]	[]
293_3137	chr6	31862659	31863059	+	1000	47.5	[7.1055546]	[189]	[]	[]	[31862871]	[]
293_3139	chr6	37059297	37059697	+	1000	47.5	[9.577935]	[159]	[]	[]	[37059531]	[]
293_3140	chr6	132512771	132513171	+	1000	47.5	[8.956747]	[156]	[]	[]	[132512985]	[]
293_3142	chr6	151040908	151041308	+	1000	47.5	[]	[]	[14.252311, 10.68806]	[116, 135]	[]	[151041105, 151041124]
293_3143	chr7	102811	103211	+	1000	47.5	[9.495462, 9.495462, 9.495462]	[85, 108, 137]	[]	[]	[102984, 103007, 103036]	[]
