#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_21507	chr16	88663162	88663562	+	1000	68.0	[]	[]	[8.801346]	[155]	[]	[88663337]
203_21510	chr17	29846288	29846688	+	1000	68.0	[8.235647]	[133]	[]	[]	[29846509]	[]
203_21514	chr17	39536421	39536821	+	1000	68.0	[]	[]	[8.235647]	[107]	[]	[39536603]
203_21518	chr17	57852924	57853324	+	1000	68.0	[8.272243]	[125]	[]	[]	[57853139]	[]
203_21520	chr17	58335824	58336224	+	1000	68.0	[7.5073967]	[93]	[]	[]	[58336014]	[]
203_21525	chr17	76072358	76072758	+	1000	68.0	[7.8923073]	[117]	[9.166563]	[103]	[76072558]	[76072544]
203_2153	chr11	3878677	3879077	+	1000	389.0	[8.643063]	[65]	[]	[]	[3878837]	[]
203_21532	chr18	3481856	3482256	+	1000	68.0	[8.643063]	[128]	[8.643063]	[115]	[3482076]	[3482063]
203_21538	chr18	57664598	57664998	+	1000	68.0	[]	[]	[7.5855, 7.5073967]	[96, 119]	[]	[57664793, 57664816]
203_21539	chr19	11482496	11482896	+	1000	68.0	[9.540733]	[103]	[9.540733]	[102]	[11482695]	[11482694]
203_2154	chr11	14657062	14657462	+	1000	389.0	[8.332749]	[106]	[]	[]	[14657267]	[]
203_21542	chr19	18699712	18700112	+	1000	68.0	[]	[]	[12.754859]	[94]	[]	[18699905]
203_21543	chr19	18832648	18833048	+	1000	68.0	[7.8923073, 7.5073967]	[72, 110]	[]	[]	[18832811, 18832849]	[]
203_21544	chr19	35330410	35330810	+	1000	68.0	[]	[]	[12.754859]	[164]	[]	[35330657]
203_2155	chr12	111741371	111741771	+	1000	389.0	[8.52607]	[73]	[]	[]	[111741537]	[]
203_21553	chr19	48625351	48625751	+	1000	68.0	[8.52607]	[78]	[]	[]	[48625524]	[]
203_21557	chr2	8324454	8324854	+	1000	68.0	[9.540733]	[69]	[]	[]	[8324608]	[]
203_2156	chr18	774152	774552	+	1000	389.0	[12.754859]	[68]	[]	[]	[774318]	[]
203_21562	chr2	69796217	69796617	+	1000	68.0	[7.5855]	[68]	[]	[]	[69796384]	[]
203_21564	chr2	74922839	74923239	+	1000	68.0	[7.5073967]	[113]	[]	[]	[74923042]	[]
203_21566	chr2	102664368	102664768	+	1000	68.0	[]	[]	[8.332749]	[168]	[]	[102664566]
203_21569	chr2	139925887	139926287	+	1000	68.0	[]	[]	[8.643063]	[122]	[]	[139926103]
203_21571	chr2	151557894	151558294	+	1000	68.0	[]	[]	[8.235647]	[95]	[]	[151558089]
203_21572	chr2	168455980	168456380	+	1000	68.0	[]	[]	[9.166563]	[71]	[]	[168456134]
203_21575	chr2	170300986	170301386	+	1000	68.0	[8.643063]	[130]	[]	[]	[170301208]	[]
203_21576	chr2	177262194	177262594	+	1000	68.0	[]	[]	[7.5855]	[132]	[]	[177262423]
203_2158	chr2	177639537	177639937	+	1000	389.0	[8.643063]	[138]	[]	[]	[177639772]	[]
203_21581	chr20	5112944	5113344	+	1000	68.0	[12.754859]	[192]	[]	[]	[5113177]	[]
203_21583	chr20	44475638	44476038	+	1000	68.0	[8.498569]	[111]	[]	[]	[44475828]	[]
203_21585	chr20	50540754	50541154	+	1000	68.0	[12.754859]	[142]	[]	[]	[50540961]	[]
203_21587	chr21	29657468	29657868	+	1000	68.0	[]	[]	[8.272243]	[114]	[]	[29657671]
203_2160	chr6	13355425	13355825	+	1000	389.0	[]	[]	[8.235647]	[126]	[]	[13355646]
203_21600	chr22	50314310	50314710	+	1000	68.0	[]	[]	[8.332749]	[141]	[]	[50314538]
203_21602	chr3	4320388	4320788	+	1000	68.0	[]	[]	[8.332749]	[100]	[]	[4320559]
203_21605	chr3	14402149	14402549	+	1000	68.0	[8.272243]	[176]	[]	[]	[14402367]	[]
203_21606	chr3	14432180	14432580	+	1000	68.0	[]	[]	[8.332749]	[158]	[]	[14432428]
203_21607	chr3	20008655	20009055	+	1000	68.0	[8.235647]	[77]	[]	[]	[20008813]	[]
203_21610	chr3	40457063	40457463	+	1000	68.0	[8.498569]	[151]	[]	[]	[40457309]	[]
203_21613	chr3	101170412	101170812	+	1000	68.0	[12.754859, 8.643063, 8.643063]	[72, 93, 154]	[]	[]	[101170577, 101170598, 101170659]	[]
203_2162	chr8	73747824	73748224	+	1000	389.0	[8.272243]	[77]	[]	[]	[73747998]	[]
203_21620	chr3	185813899	185814299	+	1000	68.0	[9.540733, 8.386223]	[96, 150]	[]	[]	[185814093, 185814147]	[]
203_21625	chr4	38673637	38674037	+	1000	68.0	[]	[]	[8.235647]	[154]	[]	[38673887]
203_21629	chr4	105473867	105474267	+	1000	68.0	[]	[]	[8.679044]	[178]	[]	[105474111]
203_21631	chr4	128720233	128720633	+	1000	68.0	[7.8923073]	[167]	[]	[]	[128720479]	[]
203_21632	chr4	139514680	139515080	+	1000	68.0	[8.52607]	[143]	[]	[]	[139514903]	[]
203_21641	chr5	54389995	54390395	+	1000	68.0	[8.235647, 7.5073967]	[73, 85]	[]	[]	[54390147, 54390159]	[]
203_2165	chr10	13415625	13416025	+	1000	388.0	[]	[]	[8.643063]	[53]	[]	[13415776]
203_21650	chr5	138542969	138543369	+	1000	68.0	[8.679044, 8.643063]	[144, 165]	[8.643063, 8.498569]	[164, 170]	[138543175, 138543196]	[138543195, 138543201]
203_21655	chr5	178290127	178290527	+	1000	68.0	[7.8923073]	[142]	[]	[]	[178290367]	[]
203_21658	chr6	3571263	3571663	+	1000	68.0	[8.498569, 8.332749]	[94, 130]	[]	[]	[3571454, 3571490]	[]
203_21660	chr6	5003703	5004103	+	1000	68.0	[]	[]	[8.679044]	[138]	[]	[5003912]
203_21662	chr6	14211660	14212060	+	1000	68.0	[]	[]	[8.643063, 8.801346]	[62, 135]	[]	[14211812, 14211885]
203_21669	chr6	26158081	26158481	+	1000	68.0	[8.679044]	[232]	[7.8923073]	[217]	[26158325]	[26158310]
203_21672	chr6	27478642	27479042	+	1000	68.0	[]	[]	[7.5073967]	[135]	[]	[27478869]
203_21676	chr6	33711421	33711821	+	1000	68.0	[]	[]	[7.8880606]	[112]	[]	[33711593]
203_2168	chr17	45332913	45333313	+	1000	388.0	[]	[]	[12.754859]	[111]	[]	[45333108]
203_21680	chr6	37225363	37225763	+	1000	68.0	[8.52607]	[102]	[]	[]	[37225536]	[]
203_21685	chr6	113959239	113959639	+	1000	68.0	[]	[]	[8.643063]	[93]	[]	[113959428]
203_21687	chr6	138403929	138404329	+	1000	68.0	[8.52607]	[125]	[]	[]	[138404136]	[]
203_21689	chr6	158007952	158008352	+	1000	68.0	[8.235647, 8.332749]	[82, 94]	[]	[]	[158008126, 158008138]	[]
203_21690	chr6	158475341	158475741	+	1000	68.0	[]	[]	[8.643063]	[119]	[]	[158475538]
203_21694	chr7	16260150	16260550	+	1000	68.0	[]	[]	[8.235647]	[114]	[]	[16260357]
203_21695	chr7	29401416	29401816	+	1000	68.0	[]	[]	[7.5855]	[71]	[]	[29401578]
203_21696	chr7	30284130	30284530	+	1000	68.0	[9.540733]	[114]	[]	[]	[30284313]	[]
203_21698	chr7	43582649	43583049	+	1000	68.0	[7.5855]	[137]	[]	[]	[43582865]	[]
203_217	chr10	46001272	46001672	+	1000	699.0	[]	[]	[7.8923073]	[78]	[]	[46001448]
203_2170	chr2	157786769	157787169	+	1000	388.0	[7.5855]	[58]	[7.5855]	[117]	[157786922]	[157786981]
203_21701	chr7	74657264	74657664	+	1000	68.0	[]	[]	[8.272243]	[91]	[]	[74657418]
203_21705	chr7	77714889	77715289	+	1000	68.0	[]	[]	[7.8923073, 8.498569]	[74, 168]	[]	[77715045, 77715139]
203_21706	chr7	98301011	98301411	+	1000	68.0	[8.643063, 8.332749]	[99, 139]	[]	[]	[98301204, 98301244]	[]
203_2171	chr22	22559046	22559446	+	1000	388.0	[]	[]	[9.166563]	[54]	[]	[22559199]
203_21710	chr7	123557686	123558086	+	1000	68.0	[7.8923073]	[66]	[]	[]	[123557845]	[]
203_21713	chr7	142716627	142717027	+	1000	68.0	[8.643063]	[148]	[]	[]	[142716866]	[]
203_21716	chr7	155296072	155296472	+	1000	68.0	[8.272243, 7.8923073]	[123, 151]	[]	[]	[155296273, 155296301]	[]
203_2172	chr5	148806442	148806842	+	1000	388.0	[]	[]	[7.5855]	[64]	[]	[148806594]
203_21728	chr8	105662770	105663170	+	1000	68.0	[12.754859]	[71]	[]	[]	[105662939]	[]
203_21735	chr9	19799207	19799607	+	1000	68.0	[8.801346]	[88]	[8.498569]	[68]	[19799392]	[19799372]
203_21736	chr9	92180888	92181288	+	1000	68.0	[]	[]	[8.235647]	[161]	[]	[92181124]
203_21740	chr9	130915567	130915967	+	1000	68.0	[7.8923073]	[111]	[]	[]	[130915778]	[]
203_21748	chrX	66118693	66119093	+	1000	68.0	[8.52607]	[136]	[]	[]	[66118918]	[]
203_2175	chr1	192123688	192124088	+	1000	387.0	[]	[]	[8.643063]	[119]	[]	[192123907]
203_21753	chr1	11099743	11100143	+	1000	67.0	[8.801346]	[158]	[]	[]	[11099970]	[]
203_21754	chr1	12229783	12230183	+	1000	67.0	[8.679044]	[127]	[]	[]	[12229988]	[]
203_21757	chr1	18238517	18238917	+	1000	67.0	[8.498569]	[77]	[]	[]	[18238680]	[]
203_21761	chr1	24440881	24441281	+	1000	67.0	[7.8880606, 7.8880606]	[58, 117]	[]	[]	[24441033, 24441092]	[]
203_21765	chr1	39092886	39093286	+	1000	67.0	[]	[]	[8.52607]	[82]	[]	[39093058]
203_21767	chr1	42682903	42683303	+	1000	67.0	[9.540733]	[164]	[]	[]	[42683140]	[]
203_21769	chr1	45011096	45011496	+	1000	67.0	[]	[]	[8.332749]	[123]	[]	[45011269]
203_21791	chr1	172449919	172450319	+	1000	67.0	[8.643063]	[124]	[]	[]	[172450123]	[]
203_21796	chr1	197595265	197595665	+	1000	67.0	[12.754859]	[117]	[]	[]	[197595482]	[]
203_21797	chr1	204466026	204466426	+	1000	67.0	[]	[]	[8.498569]	[180]	[]	[204466265]
203_218	chr5	154834886	154835286	+	1000	699.0	[8.235647]	[67]	[]	[]	[154835052]	[]
203_21800	chr1	208159857	208160257	+	1000	67.0	[8.643063]	[136]	[]	[]	[208160075]	[]
203_21803	chr1	212285272	212285672	+	1000	67.0	[7.5855]	[101]	[]	[]	[212285426]	[]
203_21805	chr1	220272254	220272654	+	1000	67.0	[]	[]	[8.801346]	[230]	[]	[220272502]
203_21807	chr1	224330259	224330659	+	1000	67.0	[]	[]	[8.272243]	[78]	[]	[224330436]
203_21808	chr1	225927286	225927686	+	1000	67.0	[]	[]	[8.332749]	[129]	[]	[225927507]
203_2181	chr2	72901425	72901825	+	1000	387.0	[8.235647]	[88]	[]	[]	[72901610]	[]
203_21812	chr1	244089526	244089926	+	1000	67.0	[8.643063]	[100]	[8.643063]	[99]	[244089714]	[244089713]
203_21813	chr1	244300826	244301226	+	1000	67.0	[7.5855]	[163]	[]	[]	[244301077]	[]
203_21815	chr1	247856952	247857352	+	1000	67.0	[8.801346]	[136]	[]	[]	[247857151]	[]
203_21816	chr10	22374749	22375149	+	1000	67.0	[7.8880606]	[113]	[]	[]	[22374957]	[]
203_21821	chr10	96858646	96859046	+	1000	67.0	[]	[]	[8.235647]	[101]	[]	[96858843]
203_21825	chr10	124648772	124649172	+	1000	67.0	[8.643063]	[136]	[8.643063]	[135]	[124648995]	[124648994]
203_21826	chr10	124686792	124687192	+	1000	67.0	[]	[]	[8.272243]	[104]	[]	[124686994]
203_21827	chr11	207454	207854	+	1000	67.0	[8.801346]	[80]	[]	[]	[207611]	[]
203_21831	chr11	32434371	32434771	+	1000	67.0	[]	[]	[8.643063]	[142]	[]	[32434589]
203_21836	chr11	59753971	59754371	+	1000	67.0	[7.5073967]	[145]	[]	[]	[59754172]	[]
203_21839	chr11	64181557	64181957	+	1000	67.0	[]	[]	[8.643063]	[94]	[]	[64181741]
203_21842	chr11	66729138	66729538	+	1000	67.0	[]	[]	[8.386223]	[107]	[]	[66729309]
203_21843	chr11	66958589	66958989	+	1000	67.0	[]	[]	[9.540733]	[116]	[]	[66958785]
203_21848	chr11	86211657	86212057	+	1000	67.0	[]	[]	[12.754859]	[91]	[]	[86211836]
203_21854	chr12	6430546	6430946	+	1000	67.0	[8.498569]	[148]	[]	[]	[6430790]	[]
203_21857	chr12	28883613	28884013	+	1000	67.0	[]	[]	[8.235647]	[176]	[]	[28883858]
203_21860	chr12	44021431	44021831	+	1000	67.0	[8.235647]	[116]	[]	[]	[44021642]	[]
203_21864	chr12	52052490	52052890	+	1000	67.0	[7.5073967]	[87]	[8.272243]	[139]	[52052672]	[52052724]
203_21865	chr12	52929371	52929771	+	1000	67.0	[8.52607]	[153]	[]	[]	[52929614]	[]
203_21873	chr12	105107553	105107953	+	1000	67.0	[9.540733]	[118]	[]	[]	[105107718]	[]
203_2188	chr1	247110575	247110975	+	1000	386.0	[]	[]	[8.52607]	[75]	[]	[247110750]
203_21882	chr13	107864522	107864922	+	1000	67.0	[7.5073967]	[139]	[]	[]	[107864759]	[]
203_21885	chr14	103250870	103251270	+	1000	67.0	[8.332749]	[106]	[]	[]	[103251061]	[]
203_21887	chr15	27663547	27663947	+	1000	67.0	[8.643063]	[122]	[8.643063]	[121]	[27663757]	[27663756]
203_21890	chr15	51705387	51705787	+	1000	67.0	[]	[]	[8.272243]	[94]	[]	[51705563]
203_21895	chr15	74460922	74461322	+	1000	67.0	[]	[]	[8.679044]	[191]	[]	[74461140]
203_21896	chr15	77642682	77643082	+	1000	67.0	[]	[]	[8.235647]	[127]	[]	[77642907]
203_21897	chr15	82750345	82750745	+	1000	67.0	[]	[]	[7.5855]	[226]	[]	[82750577]
203_21898	chr15	84966934	84967334	+	1000	67.0	[7.8923073, 8.643063]	[90, 96]	[8.643063]	[95]	[84967122, 84967128]	[84967127]
203_21899	chr15	92904015	92904415	+	1000	67.0	[]	[]	[7.8923073]	[64]	[]	[92904175]
203_21900	chr15	101137652	101138052	+	1000	67.0	[8.643063]	[99]	[]	[]	[101137813]	[]
203_21901	chr16	740802	741202	+	1000	67.0	[8.643063]	[57]	[12.754859]	[112]	[740953]	[741008]
203_21905	chr16	15642484	15642884	+	1000	67.0	[9.166563]	[129]	[]	[]	[15642683]	[]
203_21909	chr16	28994409	28994809	+	1000	67.0	[8.643063]	[85]	[]	[]	[28994587]	[]
203_21910	chr16	29178128	29178528	+	1000	67.0	[8.643063]	[147]	[]	[]	[29178367]	[]
203_21911	chr16	30092499	30092899	+	1000	67.0	[8.498569]	[116]	[]	[]	[30092687]	[]
203_21916	chr16	84972478	84972878	+	1000	67.0	[]	[]	[8.332749]	[148]	[]	[84972670]
203_21917	chr16	85141454	85141854	+	1000	67.0	[]	[]	[8.235647]	[143]	[]	[85141695]
203_21923	chr17	35801824	35802224	+	1000	67.0	[]	[]	[8.272243]	[95]	[]	[35802005]
203_21924	chr17	39104029	39104429	+	1000	67.0	[8.801346]	[98]	[8.643063]	[114]	[39104193]	[39104209]
203_21928	chr17	44108974	44109374	+	1000	67.0	[]	[]	[8.235647]	[144]	[]	[44109211]
203_21929	chr17	45197789	45198189	+	1000	67.0	[12.754859]	[89]	[9.166563]	[148]	[45197971]	[45198030]
203_21937	chr17	60037004	60037404	+	1000	67.0	[12.754859]	[123]	[]	[]	[60037187]	[]
203_21938	chr17	75033661	75034061	+	1000	67.0	[9.540733]	[142]	[]	[]	[75033894]	[]
203_2194	chr8	143387801	143388201	+	1000	386.0	[8.235647]	[123]	[]	[]	[143388016]	[]
203_21941	chr17	80856429	80856829	+	1000	67.0	[]	[]	[8.272243]	[66]	[]	[80856582]
203_21943	chr18	5738576	5738976	+	1000	67.0	[8.332749]	[164]	[]	[]	[5738824]	[]
203_21946	chr19	35819894	35820294	+	1000	67.0	[8.498569]	[126]	[]	[]	[35820107]	[]
203_2195	chr9	76359288	76359688	+	1000	386.0	[8.272243]	[109]	[]	[]	[76359494]	[]
203_21955	chr2	9234712	9235112	+	1000	67.0	[7.5855]	[82]	[]	[]	[9234873]	[]
203_2196	chr1	44044131	44044531	+	1000	385.0	[]	[]	[8.272243]	[98]	[]	[44044326]
203_21966	chr2	64524035	64524435	+	1000	67.0	[8.801346, 12.754859]	[70, 164]	[]	[]	[64524191, 64524285]	[]
203_21972	chr2	127453427	127453827	+	1000	67.0	[8.235647]	[104]	[8.679044]	[114]	[127453615]	[127453625]
203_21976	chr2	157327464	157327864	+	1000	67.0	[]	[]	[8.235647]	[129]	[]	[157327643]
203_21984	chr20	37095835	37096235	+	1000	67.0	[12.754859, 8.643063]	[94, 122]	[8.643063]	[121]	[37096001, 37096029]	[37096028]
203_21985	chr20	38825990	38826390	+	1000	67.0	[8.643063]	[90]	[8.52607]	[59]	[38826176]	[38826145]
203_21991	chr21	43810759	43811159	+	1000	67.0	[8.643063]	[90]	[]	[]	[43810925]	[]
203_21992	chr22	16810203	16810603	+	1000	67.0	[8.498569]	[151]	[]	[]	[16810433]	[]
203_21994	chr22	19957442	19957842	+	1000	67.0	[8.643063, 9.540733, 8.235647]	[86, 134, 140]	[8.498569, 8.498569, 8.498569, 12.754859]	[145, 156, 167, 173]	[19957605, 19957653, 19957659]	[19957664, 19957675, 19957686, 19957692]
203_22	chr1	30768898	30769298	+	1000	874.0	[]	[]	[8.643063, 8.332749]	[87, 141]	[]	[30769085, 30769139]
203_2200	chr22	23251799	23252199	+	1000	385.0	[]	[]	[8.272243]	[125]	[]	[23252023]
203_22005	chr22	37633920	37634320	+	1000	67.0	[]	[]	[8.235647]	[158]	[]	[37634162]
203_22006	chr22	38141533	38141933	+	1000	67.0	[8.643063]	[108]	[9.166563]	[137]	[38141734]	[38141763]
203_2201	chr3	143563778	143564178	+	1000	385.0	[7.8923073]	[98]	[]	[]	[143563974]	[]
203_22013	chr3	47164050	47164450	+	1000	67.0	[]	[]	[8.643063]	[90]	[]	[47164230]
203_22019	chr3	128416786	128417186	+	1000	67.0	[]	[]	[7.8923073]	[174]	[]	[128417028]
203_22021	chr3	136685891	136686291	+	1000	67.0	[]	[]	[12.754859, 7.5073967, 8.643063]	[79, 126, 139]	[]	[136686067, 136686114, 136686127]
203_22023	chr3	158118201	158118601	+	1000	67.0	[]	[]	[8.498569]	[79]	[]	[158118377]
203_22025	chr3	191329156	191329556	+	1000	67.0	[7.8923073]	[78]	[]	[]	[191329314]	[]
203_22027	chr3	194043502	194043902	+	1000	67.0	[8.643063]	[107]	[]	[]	[194043699]	[]
203_22031	chr4	1594049	1594449	+	1000	67.0	[]	[]	[8.332749]	[155]	[]	[1594289]
203_22036	chr4	75514110	75514510	+	1000	67.0	[8.332749]	[180]	[]	[]	[75514293]	[]
203_22037	chr4	102828199	102828599	+	1000	67.0	[9.540733]	[146]	[]	[]	[102828434]	[]
203_2204	chr6	36478072	36478472	+	1000	385.0	[8.643063]	[86]	[8.643063]	[85]	[36478248]	[36478247]
203_22050	chr5	134591009	134591409	+	1000	67.0	[12.754859]	[130]	[]	[]	[134591229]	[]
203_22052	chr5	151924554	151924954	+	1000	67.0	[7.8923073]	[136]	[]	[]	[151924777]	[]
203_22053	chr5	159209560	159209960	+	1000	67.0	[8.272243, 9.540733]	[139, 176]	[]	[]	[159209759, 159209796]	[]
203_22056	chr6	306572	306972	+	1000	67.0	[]	[]	[12.754859]	[167]	[]	[306812]
203_22059	chr6	4864981	4865381	+	1000	67.0	[12.754859, 12.754859]	[75, 104]	[]	[]	[4865154, 4865183]	[]
203_22064	chr6	13328172	13328572	+	1000	67.0	[]	[]	[8.801346]	[172]	[]	[13328384]
203_22066	chr6	15304652	15305052	+	1000	67.0	[]	[]	[8.643063]	[169]	[]	[15304901]
203_22068	chr6	26196927	26197327	+	1000	67.0	[]	[]	[8.679044]	[134]	[]	[26197149]
203_22069	chr6	28267011	28267411	+	1000	67.0	[]	[]	[8.272243]	[136]	[]	[28267210]
203_22074	chr6	31493705	31494105	+	1000	67.0	[]	[]	[7.8923073]	[146]	[]	[31493924]
203_22075	chr6	32140398	32140798	+	1000	67.0	[8.643063]	[140]	[]	[]	[32140605]	[]
203_22076	chr6	33323374	33323774	+	1000	67.0	[8.498569]	[150]	[8.643063, 8.272243]	[105, 121]	[33323598]	[33323553, 33323569]
203_22078	chr6	37222583	37222983	+	1000	67.0	[8.679044]	[221]	[8.332749]	[137]	[37222831]	[37222747]
203_2208	chr1	44610115	44610515	+	1000	384.0	[9.166563]	[129]	[]	[]	[44610340]	[]
203_22083	chr6	67496213	67496613	+	781	67.0	[8.643063]	[81]	[8.52607]	[128]	[67496374]	[67496421]
203_22091	chr6	137389101	137389501	+	1000	67.0	[]	[]	[8.332749]	[141]	[]	[137389332]
203_22097	chr6	166381840	166382240	+	1000	67.0	[8.272243]	[109]	[12.754859]	[122]	[166382037]	[166382050]
203_22098	chr6	170553036	170553436	+	1000	67.0	[8.801346]	[160]	[]	[]	[170553253]	[]
203_2210	chr1	212793600	212794000	+	1000	384.0	[]	[]	[8.332749]	[136]	[]	[212793835]
203_22101	chr7	33103281	33103681	+	1000	67.0	[7.5855, 8.643063]	[86, 115]	[]	[]	[33103455, 33103484]	[]
203_22111	chr7	108538962	108539362	+	1000	67.0	[8.272243, 8.272243]	[79, 124]	[]	[]	[108539120, 108539165]	[]
203_22112	chr7	116930436	116930836	+	1000	67.0	[]	[]	[12.754859]	[73]	[]	[116930609]
203_22118	chr7	137975191	137975591	+	1000	67.0	[8.235647]	[154]	[]	[]	[137975438]	[]
203_22119	chr7	143506949	143507349	+	1000	67.0	[8.332749, 8.498569]	[74, 94]	[]	[]	[143507111, 143507131]	[]
203_22122	chr7	150367888	150368288	+	1000	67.0	[12.754859, 12.754859, 9.540733]	[62, 97, 152]	[]	[]	[150368048, 150368083, 150368138]	[]
203_22125	chr7	152675970	152676370	+	1000	67.0	[9.166563]	[194]	[]	[]	[152676172]	[]
203_22129	chr8	21971108	21971508	+	1000	67.0	[7.8923073]	[135]	[]	[]	[21971336]	[]
203_2213	chr16	27756207	27756607	+	1000	384.0	[]	[]	[8.643063]	[138]	[]	[27756440]
203_22131	chr8	27980998	27981398	+	1000	67.0	[]	[]	[7.8923073]	[128]	[]	[27981193]
203_22132	chr8	40593666	40594066	+	1000	67.0	[7.8880606]	[67]	[7.8923073]	[143]	[40593820]	[40593896]
203_22136	chr8	85258423	85258823	+	1000	67.0	[]	[]	[8.272243]	[143]	[]	[85258656]
203_22138	chr8	92945145	92945545	+	1000	67.0	[8.332749]	[114]	[]	[]	[92945347]	[]
203_2214	chr17	64006685	64007085	+	1000	384.0	[9.540733]	[60]	[]	[]	[64006843]	[]
203_22142	chr8	102716912	102717312	+	1000	67.0	[]	[]	[7.5855]	[72]	[]	[102717076]
203_22146	chr8	125450352	125450752	+	1000	67.0	[]	[]	[8.52607]	[109]	[]	[125450547]
203_22147	chr8	127859797	127860197	+	1000	67.0	[8.272243, 8.332749]	[103, 156]	[]	[]	[127859957, 127860010]	[]
203_22148	chr8	140558311	140558711	+	1000	67.0	[8.235647]	[135]	[]	[]	[140558538]	[]
203_2215	chr19	961270	961670	+	1000	384.0	[12.754859]	[146]	[]	[]	[961509]	[]
203_22150	chr8	143194884	143195284	+	1000	67.0	[8.332749]	[100]	[]	[]	[143195079]	[]
203_22151	chr9	4924173	4924573	+	1000	67.0	[12.754859]	[96]	[]	[]	[4924364]	[]
203_22155	chr9	93582082	93582482	+	1000	67.0	[8.272243]	[75]	[8.332749]	[67]	[93582248]	[93582240]
203_22157	chr9	122474545	122474945	+	1000	67.0	[8.235647]	[90]	[7.5073967]	[109]	[122474708]	[122474727]
203_22162	chr9	130834543	130834943	+	1000	67.0	[]	[]	[9.540733]	[101]	[]	[130834732]
203_22163	chr9	131085261	131085661	+	1000	67.0	[]	[]	[8.332749]	[121]	[]	[131085476]
203_22165	chr9	131174909	131175309	+	1000	67.0	[]	[]	[8.52607]	[78]	[]	[131175078]
203_22166	chr9	131297132	131297532	+	1000	67.0	[]	[]	[12.754859]	[151]	[]	[131297375]
203_22167	chrX	2463978	2464378	+	1000	67.0	[]	[]	[8.498569]	[113]	[]	[2464187]
203_22169	chrX	7110725	7111125	+	1000	67.0	[]	[]	[7.8923073]	[155]	[]	[7110953]
203_2217	chr4	184451745	184452145	+	1000	384.0	[]	[]	[8.643063]	[82]	[]	[184451920]
203_22170	chrX	10047195	10047595	+	1000	67.0	[8.235647]	[101]	[]	[]	[10047375]	[]
203_22175	chrX	110159266	110159666	+	1000	67.0	[]	[]	[7.5073967]	[112]	[]	[110159471]
203_22176	chrX	119745453	119745853	+	1000	67.0	[]	[]	[8.52607]	[117]	[]	[119745663]
203_22178	chrX	153926732	153927132	+	1000	67.0	[8.643063, 12.754859]	[136, 142]	[8.643063]	[135]	[153926965, 153926971]	[153926964]
203_22179	chr1	2197812	2198212	+	1000	66.0	[8.332749]	[89]	[]	[]	[2197989]	[]
203_22182	chr1	15791924	15792324	+	1000	66.0	[]	[]	[8.235647]	[124]	[]	[15792140]
203_22187	chr1	26789127	26789527	+	1000	66.0	[]	[]	[8.801346]	[149]	[]	[26789334]
203_22193	chr1	35268412	35268812	+	1000	66.0	[8.643063]	[74]	[8.643063]	[73]	[35268569]	[35268568]
203_22197	chr1	40449893	40450293	+	1000	66.0	[]	[]	[8.801346]	[71]	[]	[40450058]
203_22198	chr1	40645124	40645524	+	1000	66.0	[]	[]	[8.498569]	[107]	[]	[40645328]
203_222	chr15	28911232	28911632	+	1000	697.0	[]	[]	[8.643063]	[104]	[]	[28911435]
203_2220	chr1	8004672	8005072	+	1000	383.0	[8.272243]	[64]	[]	[]	[8004832]	[]
203_22200	chr1	46603961	46604361	+	1000	66.0	[]	[]	[7.8923073]	[158]	[]	[46604168]
203_22205	chr1	93754344	93754744	+	1000	66.0	[]	[]	[8.235647]	[100]	[]	[93754531]
203_22206	chr1	100440107	100440507	+	1000	66.0	[8.498569]	[74]	[]	[]	[100440277]	[]
203_22208	chr1	155981224	155981624	+	1000	66.0	[]	[]	[7.5855]	[127]	[]	[155981448]
203_22209	chr1	156003399	156003799	+	1000	66.0	[7.5855]	[141]	[]	[]	[156003640]	[]
203_2221	chr12	68474467	68474867	+	1000	383.0	[]	[]	[7.8923073]	[127]	[]	[68474686]
203_22211	chr1	160652379	160652779	+	1000	66.0	[8.52607]	[75]	[]	[]	[160652551]	[]
203_22213	chr1	168266923	168267323	+	1000	66.0	[]	[]	[8.52607]	[130]	[]	[168267152]
203_22219	chr1	207827997	207828397	+	1000	66.0	[8.643063]	[144]	[]	[]	[207828238]	[]
203_22220	chr1	208164646	208165046	+	1000	66.0	[]	[]	[8.801346, 8.332749, 7.5073967]	[62, 144, 151]	[]	[208164807, 208164889, 208164896]
203_22221	chr1	209428343	209428743	+	1000	66.0	[7.5073967]	[146]	[]	[]	[209428577]	[]
203_22230	chr10	50574219	50574619	+	1000	66.0	[8.52607]	[141]	[]	[]	[50574453]	[]
203_22238	chr10	92967642	92968042	+	1000	66.0	[8.643063]	[114]	[]	[]	[92967846]	[]
203_22239	chr10	95314135	95314535	+	1000	66.0	[8.235647]	[148]	[]	[]	[95314371]	[]
203_2224	chr6	36862233	36862633	+	1000	383.0	[]	[]	[12.754859]	[64]	[]	[36862396]
203_22240	chr10	101830494	101830894	+	1000	66.0	[9.166563]	[77]	[8.801346]	[168]	[101830654]	[101830745]
203_22242	chr10	125799476	125799876	+	1000	66.0	[8.643063, 8.52607]	[80, 105]	[8.643063]	[79]	[125799647, 125799672]	[125799646]
