#PeakID(python scan_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_14125	chr2	118013592	118013992	+	861	33.5	[1.7249256]	[153]	[]	[]	[118013754]	[]
874_14127	chr2	121736466	121736866	+	880	33.5	[2.288842]	[171]	[]	[]	[121736679]	[]
874_14131	chr2	175168465	175168865	+	837	33.5	[]	[]	[1.7927794]	[201]	[]	[175168692]
874_14133	chr2	177148742	177149142	+	787	33.5	[5.214603]	[114]	[]	[]	[177148893]	[]
874_14143	chr20	49989733	49990133	+	795	33.5	[3.7171848]	[126]	[]	[]	[49989951]	[]
874_14144	chr20	51541300	51541700	+	708	33.5	[3.3985085]	[149]	[]	[]	[51541529]	[]
874_14145	chr20	62641943	62642343	+	688	33.5	[2.1843832]	[208]	[]	[]	[62642157]	[]
874_14156	chr21	43865703	43866103	+	847	33.5	[]	[]	[9.248549, 3.767643]	[163, 164]	[]	[43865923, 43865924]
874_14158	chr21	44846793	44847193	+	859	33.5	[]	[]	[3.5557413, 4.960578, 3.4503276]	[113, 115, 116]	[]	[44846960, 44846962, 44846963]
874_14163	chr22	19043080	19043480	+	832	33.5	[5.70111, 3.8841686, 4.4404054]	[117, 120, 122]	[]	[]	[19043280, 19043283, 19043285]	[]
874_14165	chr22	19089170	19089570	+	869	33.5	[3.0287929, 7.0564046]	[134, 139]	[]	[]	[19089348, 19089353]	[]
874_14170	chr22	19409570	19409970	+	855	33.5	[]	[]	[4.9482155]	[164]	[]	[19409773]
874_14177	chr22	19849597	19849997	+	863	33.5	[3.057618]	[163]	[16.376839, 6.381018]	[89, 92]	[19849846]	[19849772, 19849775]
874_14180	chr22	20039685	20040085	+	856	33.5	[7.830048]	[95]	[7.798741, 4.706187]	[164, 166]	[20039848]	[20039917, 20039919]
874_14182	chr22	20049293	20049693	+	810	33.5	[]	[]	[3.2920926]	[128]	[]	[20049515]
874_14183	chr22	20051986	20052386	+	865	33.5	[]	[]	[3.0411043, 10.576997]	[183, 188]	[]	[20052204, 20052209]
874_14189	chr22	20228183	20228583	+	798	33.5	[4.6115894]	[130]	[6.902933, 3.7895782]	[97, 107]	[20228384]	[20228351, 20228361]
874_14190	chr22	20229172	20229572	+	617	33.5	[]	[]	[2.2845972, 2.3478878]	[174, 194]	[]	[20229391, 20229411]
874_14191	chr22	20260012	20260412	+	868	33.5	[2.0701647]	[175]	[]	[]	[20260256]	[]
874_14192	chr22	20602671	20603071	+	855	33.5	[]	[]	[4.1373587, 4.475753]	[168, 170]	[]	[20602894, 20602896]
874_14193	chr22	20619827	20620227	+	838	33.5	[]	[]	[2.0991576]	[211]	[]	[20620060]
874_14194	chr22	20723353	20723753	+	742	33.5	[]	[]	[3.5145001, 4.778447]	[96, 98]	[]	[20723549, 20723551]
874_14196	chr22	20763417	20763817	+	875	33.5	[3.5073545]	[66]	[]	[]	[20763583]	[]
874_14198	chr22	20932354	20932754	+	855	33.5	[]	[]	[6.074593, 7.6084185]	[117, 119]	[]	[20932540, 20932542]
874_14200	chr22	21705898	21706298	+	865	33.5	[]	[]	[1.9982615]	[147]	[]	[21706059]
874_14201	chr22	22014483	22014883	+	679	33.5	[2.1343372, 2.5359976, 3.3466473, 11.821689, 2.5012777, 16.72636, 7.0363846, 6.6623206, 6.8177075, 4.9261765, 11.890232, 3.0604153]	[110, 114, 116, 117, 119, 120, 122, 123, 124, 125, 128, 129]	[]	[]	[22014645, 22014649, 22014651, 22014652, 22014654, 22014655, 22014657, 22014658, 22014659, 22014660, 22014663, 22014664]	[]
874_14204	chr22	22453974	22454374	+	865	33.5	[]	[]	[2.2275114]	[87]	[]	[22454149]
874_14209	chr22	39283271	39283671	+	842	33.5	[]	[]	[1.808577]	[111]	[]	[39283476]
874_14216	chr3	37860689	37861089	+	869	33.5	[2.573607]	[114]	[]	[]	[37860886]	[]
874_1422	chr19	7522386	7522786	+	1000	63.5	[]	[]	[7.493094]	[81]	[]	[7522545]
874_14224	chr3	153160769	153161169	+	693	33.5	[8.6248]	[106]	[]	[]	[153160953]	[]
874_14227	chr3	170726934	170727334	+	814	33.5	[]	[]	[2.3207867]	[149]	[]	[170727106]
874_14233	chr3	197750506	197750906	+	873	33.5	[]	[]	[2.7029684, 1.6574349]	[93, 98]	[]	[197750685, 197750690]
874_14239	chr4	122700140	122700540	+	841	33.5	[3.4100926]	[178]	[]	[]	[122700376]	[]
874_14240	chr4	165112344	165112744	+	686	33.5	[2.1853163]	[88]	[]	[]	[165112509]	[]
874_14241	chr4	169757584	169757984	+	642	33.5	[3.483838]	[133]	[]	[]	[169757786]	[]
874_14242	chr4	177442041	177442441	+	876	33.5	[1.6259215, 2.6421988]	[57, 98]	[]	[]	[177442194, 177442235]	[]
874_14245	chr5	1633181	1633581	+	890	33.5	[8.240557, 9.637036]	[107, 108]	[]	[]	[1633383, 1633384]	[]
874_14247	chr5	61162413	61162813	+	743	33.5	[]	[]	[12.399986, 6.9547944, 5.3015723]	[165, 169, 171]	[]	[61162595, 61162599, 61162601]
874_1425	chr1_KI270713v1_random	28581	28981	+	1000	63.5	[3.314961]	[171]	[]	[]	[28768]	[]
874_14251	chr5	83473478	83473878	+	629	33.5	[]	[]	[7.5756955]	[171]	[]	[83473697]
874_14253	chr5	132419658	132420058	+	779	33.5	[5.0143547, 6.1958604]	[104, 105]	[]	[]	[132419841, 132419842]	[]
874_14256	chr5	138337317	138337717	+	861	33.5	[4.4633994]	[61]	[3.6834283, 3.767643]	[128, 131]	[138337473]	[138337540, 138337543]
874_14257	chr5	138353056	138353456	+	616	33.5	[7.325345, 3.0795531]	[182, 184]	[]	[]	[138353272, 138353274]	[]
874_14258	chr5	149367426	149367826	+	669	33.5	[2.693127]	[127]	[]	[]	[149367630]	[]
874_1426	chr20	47358832	47359232	+	1000	63.5	[]	[]	[4.2955246]	[143]	[]	[47359065]
874_14264	chr6	6661941	6662341	+	839	33.5	[3.5777905]	[173]	[]	[]	[6662172]	[]
874_14265	chr6	6891417	6891817	+	738	33.5	[2.535894, 2.787183]	[148, 149]	[]	[]	[6891614, 6891615]	[]
874_14266	chr6	7680558	7680958	+	622	33.5	[]	[]	[1.7419773]	[156]	[]	[7680725]
874_14267	chr6	14799980	14800380	+	637	33.5	[11.806899]	[93]	[]	[]	[14800154]	[]
874_14276	chr6	31741367	31741767	+	572	33.5	[]	[]	[3.3309536, 6.225631, 1.6757346]	[115, 119, 120]	[]	[31741541, 31741545, 31741546]
874_1428	chr22	20997926	20998326	+	1000	63.5	[9.127282, 14.485308, 10.004963]	[134, 136, 138]	[]	[]	[20998111, 20998113, 20998115]	[]
874_14285	chr6	43947825	43948225	+	873	33.5	[5.2986712]	[125]	[]	[]	[43948026]	[]
874_14286	chr6	47420343	47420743	+	856	33.5	[]	[]	[3.2630997]	[202]	[]	[47420557]
874_1429	chr22	21716348	21716748	+	1000	63.5	[1.9121536, 3.8641264, 3.0719993]	[65, 66, 116]	[]	[]	[21716504, 21716505, 21716555]	[]
874_14294	chr6	166330561	166330961	+	773	33.5	[7.791061]	[123]	[13.827438, 12.6871]	[164, 165]	[166330769]	[166330810, 166330811]
874_143	chr7	45089297	45089697	+	1000	168.0	[]	[]	[2.417364]	[122]	[]	[45089475]
874_14300	chr7	22673052	22673452	+	597	33.5	[7.6602798]	[94]	[5.5721197]	[73]	[22673232]	[22673211]
874_14301	chr7	25849711	25850111	+	835	33.5	[2.3215652, 2.4937015, 7.374478, 2.9761534]	[139, 140, 142, 145]	[]	[]	[25849933, 25849934, 25849936, 25849939]	[]
874_14308	chr7	76394971	76395371	+	839	33.5	[4.003051, 4.2245255, 5.2144055, 2.6105254]	[187, 188, 189, 198]	[]	[]	[76395204, 76395205, 76395206, 76395215]	[]
874_14309	chr7	91553547	91553947	+	823	33.5	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.1186657, 4.007244]	[133, 135, 137, 139, 141, 143, 145, 147, 149, 151]	[]	[]	[91553750, 91553752, 91553754, 91553756, 91553758, 91553760, 91553762, 91553764, 91553766, 91553768]	[]
874_14311	chr7	100825732	100826132	+	607	33.5	[4.221728, 2.4812355, 5.9620657, 7.2736855, 3.9820755]	[135, 144, 145, 146, 147]	[]	[]	[100825935, 100825944, 100825945, 100825946, 100825947]	[]
874_14313	chr7	100897097	100897497	+	882	33.5	[]	[]	[14.1850395, 8.93054, 2.7870793, 3.0409071, 5.2795334, 4.9933014, 2.249662, 6.310857, 12.397035, 13.697221, 8.824389]	[179, 180, 181, 183, 184, 185, 186, 187, 188, 190, 193]	[]	[100897327, 100897328, 100897329, 100897331, 100897332, 100897333, 100897334, 100897335, 100897336, 100897338, 100897341]
874_14314	chr7	102404533	102404933	+	850	33.5	[]	[]	[6.3785157, 12.127533]	[162, 165]	[]	[102404723, 102404726]
874_14315	chr7	105820701	105821101	+	828	33.5	[6.6823406]	[112]	[]	[]	[105820865]	[]
874_14316	chr7	107008909	107009309	+	770	33.5	[]	[]	[1.7495311, 4.1479316, 9.917796, 7.3019934]	[162, 166, 169, 171]	[]	[107009110, 107009114, 107009117, 107009119]
874_1432	chr22	22911458	22911858	+	1000	63.5	[]	[]	[5.680853, 4.377115, 12.314433, 3.228802]	[211, 224, 228, 231]	[]	[22911670, 22911683, 22911687, 22911690]
874_14321	chr7	123662060	123662460	+	607	33.5	[1.6554775, 4.9491487]	[98, 100]	[]	[]	[123662255, 123662257]	[]
874_14322	chr7	128812483	128812883	+	845	33.5	[5.4684396, 6.5462646]	[120, 121]	[]	[]	[128812691, 128812692]	[]
874_14327	chr7	131544924	131545324	+	857	33.5	[2.4883811, 4.7979555]	[141, 143]	[]	[]	[131545146, 131545148]	[]
874_14328	chr7	134932881	134933281	+	838	33.5	[3.046765]	[221]	[]	[]	[134933132]	[]
874_14331	chr7	139645840	139646240	+	792	33.5	[6.8301735, 4.357977, 13.0343, 4.1373587, 4.357977, 13.0343, 4.1373587]	[167, 171, 172, 173, 176, 177, 178]	[3.7975268]	[202]	[139646014, 139646018, 139646019, 139646020, 139646023, 139646024, 139646025]	[139646049]
874_14335	chr7	149714192	149714592	+	840	33.5	[2.2704132]	[185]	[]	[]	[149714440]	[]
874_14338	chr8	26265879	26266279	+	836	33.5	[]	[]	[10.203494, 8.772529, 8.180452, 4.9280696, 10.2235365, 8.471915]	[145, 146, 147, 149, 150, 152]	[]	[26266064, 26266065, 26266066, 26266068, 26266069, 26266071]
874_14339	chr8	28622165	28622565	+	676	33.5	[]	[]	[2.9568896, 2.624457]	[131, 132]	[]	[28622362, 28622363]
874_1434	chr22	23159334	23159734	+	1000	63.5	[1.7125633]	[177]	[]	[]	[23159554]	[]
874_14343	chr8	37900310	37900710	+	799	33.5	[7.2508683, 2.703596]	[74, 77]	[]	[]	[37900474, 37900477]	[]
874_14345	chr8	55847863	55848263	+	688	33.5	[]	[]	[3.1149008, 2.3241897]	[133, 217]	[]	[55848027, 55848111]
874_14349	chr8	90231169	90231569	+	868	33.5	[1.9630817]	[86]	[]	[]	[90231349]	[]
874_1435	chr22	23193452	23193852	+	1000	63.5	[]	[]	[3.3468022]	[94]	[]	[23193614]
874_14350	chr8	93916286	93916686	+	599	33.5	[3.4951892, 4.5914435, 7.85009, 11.884979, 5.2022915]	[130, 132, 134, 135, 140]	[]	[]	[93916467, 93916469, 93916471, 93916472, 93916477]	[]
874_14352	chr8	125429513	125429913	+	860	33.5	[]	[]	[4.358988, 7.189269]	[131, 132]	[]	[125429719, 125429720]
874_14358	chr9	87713437	87713837	+	828	33.5	[5.5721107]	[89]	[]	[]	[87713607]	[]
874_14367	chr9	128078195	128078595	+	831	33.5	[12.230219]	[131]	[]	[]	[128078410]	[]
874_1437	chr22	23233176	23233576	+	1000	63.5	[2.1334553]	[132]	[]	[]	[23233388]	[]
874_14370	chr9	129860839	129861239	+	864	33.5	[]	[]	[7.813164, 2.7264135]	[128, 129]	[]	[129861063, 129861064]
874_14371	chr9	131245994	131246394	+	735	33.5	[4.4731283, 4.8753524, 10.507444]	[87, 92, 97]	[]	[]	[131246161, 131246166, 131246171]	[]
874_14372	chr9	132354606	132355006	+	793	33.5	[9.467226]	[175]	[]	[]	[132354795]	[]
874_1438	chr22	23260193	23260593	+	1000	63.5	[]	[]	[2.9276016, 2.0384915]	[127, 160]	[]	[23260375, 23260408]
874_14380	chrUn_GL000219v1	137505	137905	+	821	33.5	[7.524204]	[167]	[]	[]	[137677]	[]
874_14382	chrX	48794948	48795348	+	748	33.5	[]	[]	[8.559211]	[164]	[]	[48795164]
874_14383	chrX	154534800	154535200	+	592	33.5	[]	[]	[9.519088]	[123]	[]	[154535002]
874_14385	chr1	8817483	8817883	+	810	33.0	[2.4206731]	[155]	[]	[]	[8817700]	[]
874_14389	chr1	12496827	12497227	+	791	33.0	[3.800836]	[113]	[3.6454492, 2.35039]	[70, 73]	[12497026]	[12496983, 12496986]
874_1439	chr22	23283817	23284217	+	1000	63.5	[]	[]	[1.914778, 4.539737]	[118, 121]	[]	[23284009, 23284012]
874_14390	chr1	16014524	16014924	+	826	33.0	[2.6773293]	[142]	[]	[]	[16014738]	[]
874_14391	chr1	16715687	16716087	+	827	33.0	[2.3530145]	[138]	[]	[]	[16715857]	[]
874_14392	chr1	18404347	18404747	+	736	33.0	[6.2456737, 2.3848555, 13.847481, 3.7895782, 4.85531, 8.249404]	[146, 147, 149, 150, 154, 159]	[]	[]	[18404509, 18404510, 18404512, 18404513, 18404517, 18404522]	[]
874_14395	chr1	21768168	21768568	+	811	33.0	[3.7043526]	[181]	[]	[]	[21768414]	[]
874_14396	chr1	21909578	21909978	+	837	33.0	[5.2144055, 2.6202633, 4.339677, 4.4432025, 1.9964719, 2.1210928]	[122, 127, 132, 133, 137, 139]	[]	[]	[21909739, 21909744, 21909749, 21909750, 21909754, 21909756]	[]
874_14399	chr1	23868542	23868942	+	816	33.0	[]	[]	[4.2436633]	[219]	[]	[23868769]
874_14400	chr1	24084934	24085334	+	781	33.0	[]	[]	[5.3734756, 5.7756996]	[150, 154]	[]	[24085090, 24085094]
874_14402	chr1	26078270	26078670	+	766	33.0	[3.599726]	[191]	[]	[]	[26078491]	[]
874_14403	chr1	26697103	26697503	+	651	33.0	[9.73352, 3.3591135, 7.9290524, 3.1956089, 4.7093925, 5.4693213, 4.781296, 10.290661, 6.8168254, 4.5914435, 6.787936]	[115, 118, 121, 123, 124, 125, 130, 131, 133, 134, 137]	[]	[]	[26697262, 26697265, 26697268, 26697270, 26697271, 26697272, 26697277, 26697278, 26697280, 26697281, 26697284]	[]
874_14405	chr1	27598352	27598752	+	799	33.0	[]	[]	[6.4627814]	[149]	[]	[27598519]
874_14412	chr1	32335004	32335404	+	607	33.0	[5.4693213, 3.2630997]	[209, 230]	[]	[]	[32335219, 32335240]	[]
874_1442	chr6	31619891	31620291	+	1000	63.5	[8.000956, 4.289219]	[138, 142]	[]	[]	[31620129, 31620133]	[]
874_14421	chr1	51534970	51535370	+	804	33.0	[3.8374763, 2.9424663, 1.7609605, 2.1950033]	[94, 99, 102, 103]	[]	[]	[51535139, 51535144, 51535147, 51535148]	[]
874_14424	chr1	67736177	67736577	+	775	33.0	[8.971164, 5.0845156, 8.697828, 10.847431, 1.8244057]	[161, 165, 166, 168, 171]	[]	[]	[67736399, 67736403, 67736404, 67736406, 67736409]	[]
874_14426	chr1	91591181	91591581	+	819	33.0	[3.98632]	[60]	[]	[]	[91591337]	[]
874_14427	chr1	92485593	92485993	+	830	33.0	[1.9024156, 2.1950033]	[113, 122]	[]	[]	[92485778, 92485787]	[]
874_14432	chr1	112696841	112697241	+	837	33.0	[]	[]	[9.923372]	[181]	[]	[112697075]
874_14435	chr1	119645893	119646293	+	677	33.0	[]	[]	[3.0596879]	[152]	[]	[119646068]
874_14436	chr1	151057837	151058237	+	794	33.0	[14.993169, 2.7773926, 2.9269638]	[161, 202, 203]	[]	[]	[151058011, 151058052, 151058053]	[]
874_14441	chr1	161505297	161505697	+	734	33.0	[]	[]	[1.8157738]	[153]	[]	[161505545]
874_14445	chr1	167984954	167985354	+	794	33.0	[3.6329832]	[97]	[3.3434417, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.5991845, 9.146593, 14.422017, 13.10252, 15.057342]	[157, 159, 161, 163, 165, 167, 169, 171, 172, 173, 175, 177, 179]	[167985123]	[167985183, 167985185, 167985187, 167985189, 167985191, 167985193, 167985195, 167985197, 167985198, 167985199, 167985201, 167985203, 167985205]
874_14447	chr1	183993267	183993667	+	847	33.0	[]	[]	[2.2179976]	[119]	[]	[183993425]
874_14450	chr1	203796236	203796636	+	826	33.0	[3.5038803]	[196]	[]	[]	[203796477]	[]
874_14451	chr1	207635568	207635968	+	733	33.0	[]	[]	[5.5182304]	[199]	[]	[207635784]
874_14457	chr1	225478229	225478629	+	718	33.0	[]	[]	[2.1309345]	[163]	[]	[225478437]
874_14458	chr1	225931216	225931616	+	621	33.0	[6.361707, 2.9205308]	[124, 129]	[]	[]	[225931368, 225931373]	[]
874_1446	chr7	139108956	139109356	+	1000	63.5	[3.7014003]	[133]	[3.7043526]	[81]	[139109173]	[139109121]
874_14465	chr1	236352687	236353087	+	836	33.0	[]	[]	[2.8064325]	[163]	[]	[236352868]
874_14467	chr1	244394620	244395020	+	687	33.0	[5.858343]	[105]	[]	[]	[244394803]	[]
874_14472	chr10	59905797	59906197	+	734	33.0	[]	[]	[2.3550847, 3.4099379, 5.9234066, 4.2436633]	[202, 211, 214, 218]	[]	[59906030, 59906039, 59906042, 59906046]
874_14491	chr11	2885436	2885836	+	812	33.0	[]	[]	[2.1854894]	[103]	[]	[2885637]
874_14492	chr11	3091700	3092100	+	685	33.0	[]	[]	[9.718627, 3.7994199, 1.9665881]	[135, 139, 140]	[]	[3091932, 3091936, 3091937]
874_14493	chr11	43577000	43577400	+	742	33.0	[]	[]	[3.1149008]	[125]	[]	[43577217]
874_14495	chr11	61917477	61917877	+	754	33.0	[4.4222784, 1.6290799, 7.1245627]	[146, 202, 203]	[]	[]	[61917660, 61917716, 61917717]	[]
874_14496	chr11	62467452	62467852	+	781	33.0	[4.0194097, 4.9261765]	[229, 232]	[]	[]	[62467683, 62467686]	[]
874_14498	chr11	67504831	67505231	+	808	33.0	[5.385838, 4.4423203, 2.3848555, 9.212835]	[214, 217, 221, 225]	[]	[]	[67505061, 67505064, 67505068, 67505072]	[]
874_14504	chr11	76318666	76319066	+	558	33.0	[7.8657618, 7.1692266]	[82, 83]	[]	[]	[76318826, 76318827]	[]
874_14507	chr11	86932871	86933271	+	810	33.0	[]	[]	[4.0856524, 5.9234066]	[127, 130]	[]	[86933081, 86933084]
874_14509	chr11	118790392	118790792	+	848	33.0	[1.9982615]	[112]	[]	[]	[118790571]	[]
874_1451	chr9	128688662	128689062	+	1000	63.5	[]	[]	[2.0112615]	[158]	[]	[128688865]
874_14510	chr11	119374715	119375115	+	859	33.0	[]	[]	[2.419791]	[204]	[]	[119374923]
874_14515	chr12	27521020	27521420	+	820	33.0	[]	[]	[5.1478057]	[62]	[]	[27521182]
874_1452	chr9	130823574	130823974	+	1000	63.5	[]	[]	[2.902231]	[185]	[]	[130823777]
874_14521	chr12	54306600	54307000	+	718	33.0	[3.3591135, 4.546043, 14.205964]	[94, 96, 137]	[]	[]	[54306781, 54306783, 54306824]	[]
874_14522	chr12	54379614	54380014	+	696	33.0	[4.6453238]	[66]	[9.148663]	[146]	[54379768]	[54379848]
874_14528	chr12	68363813	68364213	+	766	33.0	[5.459635]	[140]	[]	[]	[68364044]	[]
874_14529	chr12	68560096	68560496	+	823	33.0	[]	[]	[1.8790642]	[160]	[]	[68560329]
874_14531	chr12	75892869	75893269	+	629	33.0	[3.326605]	[108]	[]	[]	[75893069]	[]
874_14532	chr12	76764237	76764637	+	755	33.0	[]	[]	[6.5947657, 3.9705424, 1.6767458, 4.200649, 6.5462646, 1.8673072]	[104, 105, 131, 132, 133, 137]	[]	[76764412, 76764413, 76764439, 76764440, 76764441, 76764445]
874_14538	chr12	116759626	116760026	+	803	33.0	[]	[]	[3.5777905]	[174]	[]	[116759801]
874_14546	chr13	25352338	25352738	+	837	33.0	[]	[]	[4.1892195]	[92]	[]	[25352522]
874_14552	chr13	89936366	89936766	+	748	33.0	[1.6290799]	[196]	[]	[]	[89936612]	[]
874_14554	chr13	90763874	90764274	+	780	33.0	[3.4310167, 6.162126, 5.305817, 3.5663614]	[101, 105, 107, 128]	[]	[]	[90764026, 90764030, 90764032, 90764053]	[]
874_14556	chr13	91367661	91368061	+	715	33.0	[]	[]	[2.8389406, 4.9291286]	[95, 100]	[]	[91367849, 91367854]
874_1456	chr9	131198219	131198619	+	1000	63.5	[6.952274, 3.4310167]	[209, 212]	[]	[]	[131198466, 131198469]	[]
874_14568	chr13	108008278	108008678	+	841	33.0	[3.3591135, 4.546043]	[133, 135]	[]	[]	[108008470, 108008472]	[]
874_14576	chr15	21262395	21262795	+	777	33.0	[2.1661785, 2.6510456, 3.7806902, 5.755657]	[82, 88, 138, 141]	[]	[]	[21262555, 21262561, 21262611, 21262614]	[]
874_14578	chr15	35547987	35548387	+	817	33.0	[]	[]	[3.325827]	[107]	[]	[35548163]
874_14581	chr15	40873724	40874124	+	738	33.0	[1.8031348]	[65]	[]	[]	[40873887]	[]
874_14583	chr15	49170198	49170598	+	720	33.0	[]	[]	[2.4367168]	[187]	[]	[49170406]
874_14585	chr15	51228238	51228638	+	752	33.0	[1.9630817]	[102]	[]	[]	[51228436]	[]
874_14588	chr15	67065613	67066013	+	818	33.0	[6.3519783]	[143]	[]	[]	[67065801]	[]
874_14590	chr15	70086577	70086977	+	618	33.0	[5.064258, 2.1021097]	[181, 189]	[]	[]	[70086783, 70086791]	[]
874_14592	chr15	74340078	74340478	+	765	33.0	[]	[]	[8.9559, 15.629375, 3.208656]	[182, 184, 187]	[]	[74340286, 74340288, 74340291]
874_14597	chr15	95709990	95710390	+	848	33.0	[]	[]	[3.1103833]	[74]	[]	[95710157]
874_14598	chr16	1610727	1611127	+	827	33.0	[4.6136594]	[212]	[]	[]	[1610948]	[]
874_146	chrUn_KI270754v1	17993	18393	+	1000	165.0	[]	[]	[2.2062407]	[85]	[]	[18176]
874_14602	chr16	29973679	29974079	+	731	33.0	[]	[]	[7.4088793]	[168]	[]	[29973918]
874_14604	chr16	48244156	48244556	+	750	33.0	[]	[]	[3.5136182]	[85]	[]	[48244310]
874_14605	chr16	48609656	48610056	+	714	33.0	[2.2062407]	[165]	[]	[]	[48609875]	[]
874_14606	chr16	57623579	57623979	+	833	33.0	[]	[]	[6.7008734, 2.735373]	[85, 87]	[]	[57623758, 57623760]
874_14612	chr16	84084884	84085284	+	830	33.0	[2.6905024, 1.7767869]	[129, 132]	[]	[]	[84085069, 84085072]	[]
874_14619	chr17	36608683	36609083	+	599	33.0	[]	[]	[7.643354]	[173]	[]	[36608927]
874_14620	chr17	39953270	39953670	+	829	33.0	[]	[]	[2.368863]	[166]	[]	[39953490]
874_14624	chr17	46109711	46110111	+	682	33.0	[]	[]	[3.1272955]	[157]	[]	[46109952]
874_14626	chr17	50273095	50273495	+	788	33.0	[8.907095, 3.4827232]	[113, 115]	[]	[]	[50273257, 50273259]	[]
874_14627	chr17	50947966	50948366	+	854	33.0	[3.7192457]	[100]	[]	[]	[50948141]	[]
874_14629	chr17	63478937	63479337	+	825	33.0	[]	[]	[4.8849764]	[209]	[]	[63479173]
874_1463	chr1	38816033	38816433	+	1000	63.0	[1.6574349]	[135]	[]	[]	[38816238]	[]
874_14632	chr17	78186731	78187131	+	839	33.0	[2.3331492]	[121]	[]	[]	[78186887]	[]
874_14633	chr17	78748813	78749213	+	817	33.0	[14.961328]	[139]	[]	[]	[78749008]	[]
874_14634	chr17	79810470	79810870	+	819	33.0	[]	[]	[4.007244, 5.45365, 7.3422284, 4.007244, 7.3422284, 2.1186657, 4.007244, 5.45365, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[151, 153, 155, 157, 159, 163, 167, 169, 171, 173, 175, 177, 179]	[]	[79810676, 79810678, 79810680, 79810682, 79810684, 79810688, 79810692, 79810694, 79810696, 79810698, 79810700, 79810702, 79810704]
874_14635	chr17	80833079	80833479	+	644	33.0	[]	[]	[3.0287929]	[146]	[]	[80833307]
874_14636	chr17	81094555	81094955	+	825	33.0	[4.0318756, 5.9522953, 2.9250705, 16.070993, 2.9962428, 4.4361606]	[224, 226, 227, 228, 230, 231]	[]	[]	[81094781, 81094783, 81094784, 81094785, 81094787, 81094788]	[]
874_14637	chr18	111485	111885	+	798	33.0	[]	[]	[3.5480838]	[177]	[]	[111678]
874_1464	chr1	44721502	44721902	+	1000	63.0	[12.178357, 4.9280696, 13.674554, 5.6535974, 2.4006531, 8.116384]	[168, 169, 189, 191, 192, 193]	[3.345335]	[149]	[44721723, 44721724, 44721744, 44721746, 44721747, 44721748]	[44721704]
874_14641	chr18	9951083	9951483	+	860	33.0	[2.8265781]	[118]	[]	[]	[9951289]	[]
874_14647	chr19	1249261	1249661	+	636	33.0	[1.9665881]	[121]	[]	[]	[1249468]	[]
874_14648	chr19	4124172	4124572	+	775	33.0	[]	[]	[1.9754441]	[173]	[]	[4124381]
874_1465	chr1	109426184	109426584	+	1000	63.0	[2.1950033, 9.801383, 11.371952, 2.626527]	[115, 133, 148, 156]	[]	[]	[109426376, 109426394, 109426409, 109426417]	[]
874_14652	chr19	7605208	7605608	+	796	33.0	[3.0184376, 15.852317, 3.1913643]	[75, 77, 78]	[]	[]	[7605364, 7605366, 7605367]	[]
874_14659	chr19	17998451	17998851	+	759	33.0	[5.0662155]	[73]	[]	[]	[17998623]	[]
874_14662	chr19	19225001	19225401	+	853	33.0	[1.7611152]	[211]	[]	[]	[19225227]	[]
874_14663	chr19	21082242	21082642	+	761	33.0	[]	[]	[6.8368454]	[114]	[]	[21082410]
874_14664	chr19	29660948	29661348	+	735	33.0	[]	[]	[6.518836]	[153]	[]	[29661125]
874_14666	chr19	38361379	38361779	+	817	33.0	[]	[]	[7.4097614, 13.423154]	[79, 83]	[]	[38361556, 38361560]
874_14669	chr19	40715603	40716003	+	746	33.0	[2.5032744, 1.834757]	[124, 126]	[7.3422284, 7.3422284, 7.3422284, 7.3422284]	[162, 164, 166, 168]	[40715809, 40715811]	[40715847, 40715849, 40715851, 40715853]
874_14670	chr19	41262074	41262474	+	779	33.0	[2.9573596]	[140]	[]	[]	[41262286]	[]
874_14675	chr19	47231337	47231737	+	818	33.0	[4.6453238, 3.1755667, 2.5351157]	[82, 88, 110]	[]	[]	[47231501, 47231507, 47231529]	[]
874_14681	chr19	49818236	49818636	+	778	33.0	[]	[]	[8.640801]	[77]	[]	[49818398]
874_14682	chr19	49875846	49876246	+	594	33.0	[]	[]	[2.702865]	[195]	[]	[49876061]
874_14684	chr19	51543230	51543630	+	812	33.0	[2.67197, 3.0753083, 3.0532694]	[169, 175, 181]	[]	[]	[51543415, 51543421, 51543427]	[]
874_14687	chr19	55207057	55207457	+	825	33.0	[1.9322995]	[88]	[]	[]	[55207227]	[]
