#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_23493	chr19	45667686	45668086	+	1000	68.0	[6.650379]	[167]	[7.142337]	[127]	[45667923]	[45667883]
658_235	chr5	124629082	124629482	+	1000	500.0	[14.058652]	[137]	[15.887955]	[137]	[124629312]	[124629312]
658_23507	chr2	48134749	48135149	+	1000	68.0	[]	[]	[6.5323415]	[97]	[]	[48134941]
658_23517	chr2	111494861	111495261	+	1000	68.0	[15.887955]	[143]	[14.058652]	[143]	[111495104]	[111495104]
658_23519	chr2	159118574	159118974	+	1000	68.0	[6.231771]	[74]	[6.23582]	[74]	[159118744]	[159118744]
658_23524	chr2	174074731	174075131	+	1000	68.0	[]	[]	[7.6028485]	[75]	[]	[174074898]
658_23530	chr2	215904111	215904511	+	1000	68.0	[13.200696]	[107]	[12.340323]	[107]	[215904307]	[215904307]
658_2355	chr22	29031330	29031730	+	1000	271.0	[14.169626]	[99]	[7.6028485, 11.371393]	[87, 99]	[29031522]	[29031510, 29031522]
658_23550	chr21	38095222	38095622	+	1000	68.0	[12.655612]	[111]	[11.393932]	[111]	[38095418]	[38095418]
658_23551	chr21	39003961	39004361	+	1000	68.0	[10.164422, 7.9295206]	[114, 129]	[9.005888, 10.037228]	[114, 129]	[39004148, 39004163]	[39004148, 39004163]
658_23555	chr22	16825266	16825666	+	1000	68.0	[7.3772798, 11.393932]	[80, 125]	[6.168242, 12.655612]	[80, 125]	[16825438, 16825483]	[16825438, 16825483]
658_23560	chr22	36330753	36331153	+	1000	68.0	[11.371393]	[98]	[14.169626]	[98]	[36330944]	[36330944]
658_23562	chr22	38696585	38696985	+	1000	68.0	[10.508272, 12.128834]	[100, 143]	[11.437814, 12.132883]	[100, 143]	[38696759, 38696802]	[38696759, 38696802]
658_23574	chr3	101676009	101676409	+	1000	68.0	[8.480081]	[103]	[]	[]	[101676185]	[]
658_23575	chr3	114056489	114056889	+	1000	68.0	[7.106525]	[152]	[]	[]	[114056730]	[]
658_23576	chr3	119418220	119418620	+	1000	68.0	[]	[]	[8.170471]	[91]	[]	[119418397]
658_23577	chr3	124513207	124513607	+	1000	68.0	[10.9372835]	[101]	[8.706673]	[101]	[124513398]	[124513398]
658_2358	chr6	30886049	30886449	+	1000	271.0	[15.887955]	[103]	[14.058652]	[103]	[30886252]	[30886252]
658_23583	chr3	142828678	142829078	+	1000	68.0	[]	[]	[7.2844954]	[78]	[]	[142828853]
658_23584	chr3	143443741	143444141	+	1000	68.0	[]	[]	[6.876749]	[79]	[]	[143443903]
658_23586	chr3	170749762	170750162	+	1000	68.0	[8.230886]	[115]	[]	[]	[170749969]	[]
658_23604	chr4	138263418	138263818	+	1000	68.0	[9.990892]	[98]	[8.16159]	[98]	[138263614]	[138263614]
658_2361	chr8	58595773	58596173	+	1000	271.0	[11.393932]	[81]	[12.655612]	[81]	[58595950]	[58595950]
658_23612	chr5	14406471	14406871	+	1000	68.0	[9.653064]	[103]	[11.482367]	[103]	[14406673]	[14406673]
658_23614	chr5	73498169	73498569	+	1000	68.0	[7.4180017]	[184]	[]	[]	[73498402]	[]
658_23621	chr5	149605924	149606324	+	1000	68.0	[7.6028485, 7.4997025]	[103, 126]	[]	[]	[149606113, 149606136]	[]
658_23637	chr6	26234743	26235143	+	1000	68.0	[]	[]	[6.235381]	[144]	[]	[26234958]
658_23647	chr6	34243059	34243459	+	1000	68.0	[10.032628, 11.393932]	[94, 108]	[8.369106, 12.655612]	[94, 108]	[34243235, 34243249]	[34243235, 34243249]
658_2366	chr11	70399771	70400171	+	1000	270.0	[9.653064, 8.16159]	[110, 132]	[11.482367, 9.990892]	[110, 132]	[70399977, 70399999]	[70399977, 70399999]
658_23666	chr7	10939907	10940307	+	1000	68.0	[6.3186293]	[135]	[8.446094]	[135]	[10940134]	[10940134]
658_23671	chr7	33987259	33987659	+	1000	68.0	[11.393932, 14.169626]	[102, 116]	[12.655612, 11.371393]	[102, 116]	[33987458, 33987472]	[33987458, 33987472]
658_23672	chr7	44019089	44019489	+	1000	68.0	[]	[]	[7.6741476]	[117]	[]	[44019302]
658_23681	chr7	112487465	112487865	+	1000	68.0	[10.9372835]	[97]	[8.706673]	[97]	[112487643]	[112487643]
658_2369	chr2	85585008	85585408	+	1000	270.0	[9.116862, 10.508272]	[99, 115]	[11.437814]	[115]	[85585197, 85585213]	[85585213]
658_23693	chr8	42155592	42155992	+	1000	68.0	[14.058652]	[101]	[7.6028485, 15.887955]	[80, 101]	[42155791]	[42155770, 42155791]
658_23696	chr8	85264626	85265026	+	1000	68.0	[7.4997025]	[98]	[]	[]	[85264821]	[]
658_23699	chr8	97646434	97646834	+	1000	68.0	[15.887955]	[114]	[14.058652]	[114]	[97646633]	[97646633]
658_23705	chr9	91193590	91193990	+	1000	68.0	[7.6028485]	[81]	[]	[]	[91193748]	[]
658_23707	chr9	96420384	96420784	+	1000	68.0	[12.128834]	[113]	[12.132883]	[113]	[96420575]	[96420575]
658_23723	chrX	118553342	118553742	+	1000	68.0	[13.200696]	[100]	[12.340323]	[100]	[118553537]	[118553537]
658_23724	chrX	151789104	151789504	+	1000	68.0	[11.371393]	[124]	[14.169626]	[124]	[151789320]	[151789320]
658_23726	chr1	6517504	6517904	+	1000	67.0	[7.5111504]	[84]	[6.4849963]	[84]	[6517676]	[6517676]
658_23727	chr1	8818473	8818873	+	1000	67.0	[10.410505]	[144]	[9.445623]	[144]	[8818689]	[8818689]
658_2375	chr9	91197889	91198289	+	1000	270.0	[13.200696]	[110]	[12.340323]	[110]	[91198098]	[91198098]
658_23753	chr1	84698651	84699051	+	1000	67.0	[12.132883]	[89]	[12.128834]	[89]	[84698839]	[84698839]
658_23757	chr1	119816453	119816853	+	1000	67.0	[11.371393]	[99]	[14.169626]	[99]	[119816643]	[119816643]
658_2376	chr1	119645869	119646269	+	1000	269.0	[7.0539017]	[102]	[8.595078]	[102]	[119646059]	[119646059]
658_23771	chr1	218377314	218377714	+	1000	67.0	[12.132883]	[142]	[12.128834]	[142]	[218377549]	[218377549]
658_2378	chr1	164772674	164773074	+	1000	269.0	[7.218002, 9.990892, 8.318899]	[64, 111, 130]	[8.16159]	[111]	[164772831, 164772878, 164772897]	[164772878]
658_23780	chr10	87242	87642	+	1000	67.0	[]	[]	[6.1218357]	[141]	[]	[87458]
658_23783	chr10	29120207	29120607	+	1000	67.0	[8.16159, 14.058652]	[73, 111]	[9.990892, 15.887955]	[73, 111]	[29120377, 29120415]	[29120377, 29120415]
658_2380	chr11	34652133	34652533	+	1000	269.0	[15.887955]	[87]	[14.058652, 7.592848, 8.791267]	[87, 108, 131]	[34652319]	[34652319, 34652340, 34652363]
658_23801	chr10	110764801	110765201	+	1000	67.0	[9.445623]	[134]	[10.410505]	[134]	[110765011]	[110765011]
658_23803	chr11	908235	908635	+	1000	67.0	[8.16159]	[145]	[9.990892]	[145]	[908465]	[908465]
658_23808	chr11	62082006	62082406	+	1000	67.0	[7.1781626, 6.495161]	[57, 145]	[6.7809033]	[57]	[62082159, 62082247]	[62082159]
658_2381	chr12	75977880	75978280	+	1000	269.0	[11.482367, 12.128834]	[76, 120]	[9.653064, 12.132883]	[76, 120]	[75978051, 75978095]	[75978051, 75978095]
658_23811	chr11	64915970	64916370	+	1000	67.0	[9.107981]	[92]	[10.535975]	[92]	[64916148]	[64916148]
658_23815	chr11	72741455	72741855	+	1000	67.0	[]	[]	[7.2844954]	[90]	[]	[72741643]
658_2382	chr12	98754022	98754422	+	1000	269.0	[10.826309]	[123]	[13.223235]	[123]	[98754235]	[98754235]
658_23820	chr11	117026639	117027039	+	1000	67.0	[14.058652]	[89]	[15.887955]	[89]	[117026821]	[117026821]
658_23831	chr12	52794275	52794675	+	1000	67.0	[10.826309]	[133]	[13.223235]	[133]	[52794502]	[52794502]
658_2384	chr12	110269565	110269965	+	1000	269.0	[14.058652]	[110]	[15.887955]	[110]	[110269766]	[110269766]
658_23851	chr12	124436360	124436760	+	1000	67.0	[]	[]	[6.332342]	[154]	[]	[124436599]
658_23859	chr13	110712961	110713361	+	1000	67.0	[8.860666]	[95]	[8.279789]	[95]	[110713128]	[110713128]
658_23870	chr14	95483178	95483578	+	1000	67.0	[11.482367, 14.169626]	[88, 108]	[9.653064, 11.371393]	[88, 108]	[95483364, 95483384]	[95483364, 95483384]
658_2388	chr2	20430876	20431276	+	1000	269.0	[6.950027, 14.169626]	[89, 99]	[11.371393]	[99]	[20431057, 20431067]	[20431067]
658_23886	chr15	63610118	63610518	+	1000	67.0	[7.6028485]	[68]	[]	[]	[63610276]	[]
658_2389	chr3	150469641	150470041	+	1000	269.0	[13.223235]	[97]	[10.826309]	[97]	[150469836]	[150469836]
658_23894	chr15	87477756	87478156	+	1000	67.0	[12.340323, 6.1040077]	[90, 130]	[13.200696]	[90]	[87477931, 87477971]	[87477931]
658_2390	chr3	171967174	171967574	+	1000	269.0	[8.335119]	[78]	[10.835192]	[78]	[171967345]	[171967345]
658_23903	chr16	13919639	13920039	+	1000	67.0	[6.323601]	[164]	[6.184894]	[164]	[13919886]	[13919886]
658_23910	chr16	46621207	46621607	+	1000	67.0	[7.106525]	[99]	[]	[]	[46621398]	[]
658_23911	chr16	57260339	57260739	+	1000	67.0	[13.200696]	[120]	[12.340323]	[120]	[57260541]	[57260541]
658_23913	chr16	79764393	79764793	+	1000	67.0	[12.340323]	[133]	[13.200696]	[133]	[79764616]	[79764616]
658_23916	chr16	88151165	88151565	+	1000	67.0	[10.9372835]	[81]	[8.706673]	[81]	[88151341]	[88151341]
658_23917	chr16	89602417	89602817	+	1000	67.0	[6.876749]	[109]	[]	[]	[89602615]	[]
658_23919	chr17	28248217	28248617	+	1000	67.0	[]	[]	[8.539239]	[127]	[]	[28248425]
658_2392	chr5	5340346	5340746	+	1000	269.0	[11.547925, 12.655612]	[102, 121]	[9.998118, 11.393932]	[102, 121]	[5340539, 5340558]	[5340539, 5340558]
658_23923	chr17	39740538	39740938	+	1000	67.0	[9.608511]	[159]	[12.337575]	[159]	[39740778]	[39740778]
658_23930	chr17	55445003	55445403	+	1000	67.0	[13.200696]	[97]	[12.340323]	[97]	[55445199]	[55445199]
658_23940	chr17	81898590	81898990	+	1000	67.0	[11.371393, 7.0941033]	[116, 139]	[14.169626]	[116]	[81898788, 81898811]	[81898788]
658_23942	chr17	83056050	83056450	+	1000	67.0	[11.482367, 10.575411]	[131, 152]	[9.653064, 8.680293]	[131, 152]	[83056271, 83056292]	[83056271, 83056292]
658_23943	chr18	813295	813695	+	1000	67.0	[]	[]	[8.170471]	[145]	[]	[813519]
658_23950	chr18	25223198	25223598	+	1000	67.0	[7.592848]	[91]	[]	[]	[25223361]	[]
658_23961	chr19	16373586	16373986	+	1000	67.0	[11.482367]	[111]	[9.653064]	[111]	[16373792]	[16373792]
658_23964	chr19	18341160	18341560	+	1000	67.0	[9.107981]	[101]	[10.535975]	[101]	[18341328]	[18341328]
658_23970	chr19	43753004	43753404	+	1000	67.0	[15.887955]	[119]	[14.058652]	[119]	[43753219]	[43753219]
658_23986	chr2	37877465	37877865	+	1000	67.0	[6.650379, 14.169626]	[59, 142]	[11.371393]	[142]	[37877617, 37877700]	[37877700]
658_23995	chr2	92081122	92081522	+	1000	67.0	[]	[]	[6.2084436]	[81]	[]	[92081302]
658_240	chr15	40266799	40267199	+	1000	498.0	[9.653064, 9.107981]	[101, 128]	[11.482367, 10.535975]	[101, 128]	[40266998, 40267025]	[40266998, 40267025]
658_24000	chr2	152505457	152505857	+	1000	67.0	[6.7809033]	[87]	[7.1781626]	[87]	[152505634]	[152505634]
658_24008	chr20	973755	974155	+	1000	67.0	[8.791267]	[140]	[]	[]	[973978]	[]
658_24015	chr20	62752549	62752949	+	1000	67.0	[11.482367]	[86]	[9.653064]	[86]	[62752729]	[62752729]
658_24016	chr21	33975596	33975996	+	1000	67.0	[11.827421]	[100]	[9.718622]	[100]	[33975796]	[33975796]
658_24018	chr21	43369095	43369495	+	1000	67.0	[14.058652]	[102]	[15.887955]	[102]	[43369294]	[43369294]
658_24035	chr22	47716788	47717188	+	1000	67.0	[11.393932]	[118]	[12.655612]	[118]	[47716988]	[47716988]
658_24042	chr3	45716976	45717376	+	1000	67.0	[14.058652]	[96]	[15.887955]	[96]	[45717159]	[45717159]
658_24045	chr3	52237478	52237878	+	1000	67.0	[11.393932]	[114]	[12.655612]	[114]	[52237689]	[52237689]
658_24067	chr4	53019775	53020175	+	1000	67.0	[7.890182]	[90]	[9.650316]	[90]	[53019957]	[53019957]
658_24074	chr4	105963504	105963904	+	1000	67.0	[9.990892]	[107]	[8.16159]	[107]	[105963700]	[105963700]
658_24075	chr4	107792710	107793110	+	1000	67.0	[12.340323]	[109]	[13.200696]	[109]	[107792914]	[107792914]
658_24079	chr4	151695105	151695505	+	1000	67.0	[12.340323]	[107]	[13.200696]	[107]	[151695296]	[151695296]
658_24086	chr5	7868905	7869305	+	1000	67.0	[6.800286]	[86]	[]	[]	[7869062]	[]
658_2409	chr11	118012169	118012569	+	1000	268.0	[13.200696]	[89]	[12.340323]	[89]	[118012354]	[118012354]
658_24098	chr5	79133599	79133999	+	1000	67.0	[7.678693, 7.3108587]	[82, 147]	[8.582502, 9.829596]	[82, 147]	[79133775, 79133840]	[79133775, 79133840]
658_2410	chr12	1605983	1606383	+	1000	268.0	[10.826309]	[102]	[13.223235]	[102]	[1606181]	[1606181]
658_24137	chr6	84847800	84848200	+	1000	67.0	[12.340323]	[130]	[13.200696]	[130]	[84848015]	[84848015]
658_24139	chr6	106548113	106548513	+	1000	67.0	[10.414554]	[103]	[9.441575]	[103]	[106548312]	[106548312]
658_24140	chr6	136607206	136607606	+	1000	67.0	[10.508272]	[141]	[11.437814]	[141]	[136607429]	[136607429]
658_24155	chr7	38127881	38128281	+	1000	67.0	[11.437814]	[137]	[10.508272]	[137]	[38128102]	[38128102]
658_24165	chr7	112505549	112505949	+	1000	67.0	[11.393932]	[127]	[12.655612]	[127]	[112505757]	[112505757]
658_24169	chr7	117827889	117828289	+	1000	67.0	[13.200696]	[95]	[12.340323]	[95]	[117828081]	[117828081]
658_24179	chr8	23761535	23761935	+	1000	67.0	[11.393932]	[130]	[12.655612]	[130]	[23761756]	[23761756]
658_24187	chr8	134778095	134778495	+	1000	67.0	[15.887955]	[101]	[14.058652]	[101]	[134778288]	[134778288]
658_24188	chr9	5851545	5851945	+	1000	67.0	[9.653064]	[97]	[11.482367]	[97]	[5851741]	[5851741]
658_242	chr21	36429974	36430374	+	1000	498.0	[6.4862795]	[101]	[9.162701]	[101]	[36430164]	[36430164]
658_2420	chr3	171797776	171798176	+	1000	268.0	[15.887955]	[95]	[14.058652]	[95]	[171797969]	[171797969]
658_24200	chr9	109817877	109818277	+	1000	67.0	[]	[]	[6.398835]	[148]	[]	[109818116]
658_24205	chr9	124392750	124393150	+	1000	67.0	[6.1959457]	[124]	[]	[]	[124392970]	[]
658_24218	chrX	8067785	8068185	+	1000	67.0	[12.340323]	[116]	[13.200696]	[116]	[8067988]	[8067988]
658_24228	chr1	8412169	8412569	+	868	66.0	[13.200696]	[109]	[12.340323]	[109]	[8412374]	[8412374]
658_2424	chr6	31948858	31949258	+	1000	268.0	[14.169626]	[125]	[11.371393]	[125]	[31949066]	[31949066]
658_24242	chr1	44652841	44653241	+	1000	66.0	[7.4997025]	[87]	[]	[]	[44653016]	[]
658_24245	chr1	54403841	54404241	+	1000	66.0	[6.231771]	[128]	[6.23582]	[128]	[54404065]	[54404065]
658_2425	chr6	44456667	44457067	+	1000	268.0	[11.371393]	[107]	[14.169626]	[107]	[44456874]	[44456874]
658_24254	chr1	109792151	109792551	+	1000	66.0	[12.655612]	[104]	[11.393932]	[104]	[109792350]	[109792350]
658_24259	chr1	117929609	117930009	+	1000	66.0	[6.489596]	[117]	[7.0715647]	[117]	[117929783]	[117929783]
658_24261	chr1	151347281	151347681	+	1000	66.0	[]	[]	[7.8874335]	[86]	[]	[151347465]
658_24271	chr1	204705924	204706324	+	1000	66.0	[9.608511]	[106]	[12.337575]	[106]	[204706128]	[204706128]
658_24275	chr1	206905335	206905735	+	1000	66.0	[9.653064]	[83]	[11.482367]	[83]	[206905514]	[206905514]
658_24276	chr1	207221960	207222360	+	1000	66.0	[11.437814]	[122]	[10.508272]	[122]	[207222163]	[207222163]
658_24278	chr1	223103165	223103565	+	1000	66.0	[7.287559]	[116]	[7.4771633]	[116]	[223103371]	[223103371]
658_24279	chr1	227762395	227762795	+	1000	66.0	[6.93208]	[57]	[6.341168]	[57]	[227762549]	[227762549]
658_24284	chr1	235910618	235911018	+	1000	66.0	[7.0539017, 7.031363, 8.595078]	[72, 125, 143]	[8.595078, 10.109092, 7.0539017]	[72, 125, 143]	[235910788, 235910841, 235910859]	[235910788, 235910841, 235910859]
658_24297	chr10	63084383	63084783	+	1000	66.0	[15.887955]	[98]	[14.058652]	[98]	[63084578]	[63084578]
658_24302	chr10	93077957	93078357	+	1000	66.0	[10.257568]	[109]	[8.353066]	[109]	[93078160]	[93078160]
658_2431	chr10	69088896	69089296	+	1000	267.0	[7.821013, 8.147932]	[101, 111]	[9.719484, 6.6167903]	[101, 111]	[69089094, 69089104]	[69089094, 69089104]
658_2432	chr12	45355775	45356175	+	1000	267.0	[14.058652]	[118]	[15.887955]	[118]	[45355987]	[45355987]
658_24321	chr11	64710412	64710812	+	1000	66.0	[12.132883]	[117]	[12.128834]	[117]	[64710617]	[64710617]
658_24327	chr11	71772147	71772547	+	1000	66.0	[7.287559, 8.90054]	[78, 120]	[7.4771633, 9.464114]	[78, 120]	[71772316, 71772358]	[71772316, 71772358]
658_2433	chr15	90869707	90870107	+	1000	267.0	[9.653064]	[101]	[11.482367]	[101]	[90869908]	[90869908]
658_24332	chr11	118060872	118061272	+	1000	66.0	[8.706673]	[87]	[10.9372835]	[87]	[118061054]	[118061054]
658_24334	chr11	119684363	119684763	+	1000	66.0	[11.482367]	[116]	[9.653064]	[116]	[119684570]	[119684570]
658_24336	chr12	25699473	25699873	+	1000	66.0	[9.653064]	[91]	[11.482367]	[91]	[25699662]	[25699662]
658_24339	chr12	48296488	48296888	+	1000	66.0	[8.16159]	[55]	[9.990892]	[55]	[48296641]	[48296641]
658_24355	chr12	119340591	119340991	+	1000	66.0	[12.340323]	[96]	[13.200696]	[96]	[119340779]	[119340779]
658_24367	chr13	114115321	114115721	+	1000	66.0	[9.468163, 8.221637]	[81, 112]	[8.896491]	[81]	[114115488, 114115519]	[114115488]
658_24369	chr14	24213337	24213737	+	1000	66.0	[10.164422]	[121]	[9.005888]	[121]	[24213509]	[24213509]
658_24375	chr14	64986609	64987009	+	1000	66.0	[6.1040077]	[113]	[]	[]	[64986795]	[]
658_24376	chr14	69543640	69544040	+	1000	66.0	[12.340323]	[96]	[13.200696]	[96]	[69543829]	[69543829]
658_24380	chr14	90849341	90849741	+	1000	66.0	[13.223235]	[100]	[10.826309]	[100]	[90849540]	[90849540]
658_24384	chr15	40894886	40895286	+	1000	66.0	[8.860666]	[157]	[8.279789]	[157]	[40895115]	[40895115]
658_24385	chr15	51098029	51098429	+	1000	66.0	[15.887955]	[80]	[14.058652]	[80]	[51098208]	[51098208]
658_24387	chr15	59350076	59350476	+	1000	66.0	[10.535975, 10.535975]	[119, 153]	[9.107981, 9.107981]	[119, 153]	[59350289, 59350323]	[59350289, 59350323]
658_24398	chr15	75029249	75029649	+	1000	66.0	[6.1959457]	[122]	[]	[]	[75029471]	[]
658_2440	chr22	22037796	22038196	+	1000	267.0	[8.706673]	[113]	[10.9372835]	[113]	[22038000]	[22038000]
658_24404	chr16	2361148	2361548	+	1000	66.0	[14.058652]	[98]	[15.887955]	[98]	[2361325]	[2361325]
658_24407	chr16	9077306	9077706	+	1000	66.0	[7.182211]	[94]	[6.776855]	[94]	[9077478]	[9077478]
658_2443	chr5	17118641	17119041	+	1000	267.0	[7.4997025, 15.887955]	[98, 109]	[14.058652]	[109]	[17118833, 17118844]	[17118844]
658_24441	chr18	395681	396081	+	1000	66.0	[13.223235]	[141]	[10.826309]	[141]	[395897]	[395897]
658_2445	chr7	128827426	128827826	+	1000	267.0	[8.706673, 8.16159]	[94, 147]	[10.9372835, 9.990892]	[94, 147]	[128827620, 128827673]	[128827620, 128827673]
658_24452	chr18	79248665	79249065	+	1000	66.0	[8.578454]	[155]	[7.6827416]	[155]	[79248904]	[79248904]
658_2447	chr8	9006592	9006992	+	1000	267.0	[9.653064]	[99]	[11.482367]	[99]	[9006783]	[9006783]
658_24472	chr2	675896	676296	+	1000	66.0	[12.128834]	[77]	[12.132883]	[77]	[676073]	[676073]
658_24479	chr2	26970633	26971033	+	1000	66.0	[8.16159]	[109]	[9.990892]	[109]	[26970837]	[26970837]
658_24488	chr2	70085105	70085505	+	1000	66.0	[6.776855]	[168]	[7.182211]	[168]	[70085302]	[70085302]
658_24489	chr2	71784944	71785344	+	560	66.0	[12.128834, 6.4272976, 11.371393]	[96, 100, 124]	[8.464041, 12.132883, 6.498447, 14.169626]	[85, 96, 100, 124]	[71785139, 71785143, 71785167]	[71785128, 71785139, 71785143, 71785167]
658_2449	chr1	109389818	109390218	+	1000	266.0	[7.0539017]	[133]	[8.595078]	[133]	[109390035]	[109390035]
658_24496	chr2	144441622	144442022	+	1000	66.0	[7.1472135]	[116]	[6.33509]	[116]	[144441780]	[144441780]
658_24505	chr2	173027438	173027838	+	966	66.0	[10.835192]	[88]	[8.335119]	[88]	[173027620]	[173027620]
658_24525	chr20	51437503	51437903	+	1000	66.0	[12.655612]	[146]	[11.393932]	[146]	[51437713]	[51437713]
658_24526	chr20	63968949	63969349	+	1000	66.0	[14.058652]	[127]	[15.887955]	[127]	[63969160]	[63969160]
658_24531	chr21	29221468	29221868	+	1000	66.0	[7.6516085]	[153]	[6.4015837]	[153]	[29221714]	[29221714]
658_2454	chr12	123967085	123967485	+	1000	266.0	[12.655612]	[98]	[11.393932]	[98]	[123967278]	[123967278]
658_24558	chr3	37054436	37054836	+	1000	66.0	[14.169626]	[106]	[11.371393]	[106]	[37054638]	[37054638]
658_24562	chr3	48016300	48016700	+	1000	66.0	[7.6028485]	[155]	[]	[]	[48016539]	[]
658_24578	chr3	184748084	184748484	+	1000	66.0	[11.437814]	[106]	[10.508272]	[106]	[184748287]	[184748287]
658_24587	chr4	83305181	83305581	+	1000	66.0	[11.827421]	[93]	[9.718622]	[93]	[83305366]	[83305366]
658_24592	chr4	118765347	118765747	+	1000	66.0	[11.371393]	[97]	[14.169626]	[97]	[118765539]	[118765539]
658_24602	chr5	62233400	62233800	+	1000	66.0	[12.655612, 8.16159]	[103, 120]	[11.393932, 9.990892]	[103, 120]	[62233595, 62233612]	[62233595, 62233612]
658_24606	chr5	95773727	95774127	+	1000	66.0	[12.655612]	[129]	[11.393932]	[129]	[95773946]	[95773946]
658_24610	chr5	105238570	105238970	+	1000	66.0	[8.706673]	[111]	[10.9372835]	[111]	[105238776]	[105238776]
658_24614	chr5	138641792	138642192	+	1000	66.0	[11.393932]	[134]	[12.655612]	[134]	[138642022]	[138642022]
658_24627	chr6	7106669	7107069	+	1000	66.0	[7.6028485]	[93]	[]	[]	[7106851]	[]
658_24628	chr6	7130207	7130607	+	1000	66.0	[10.9372835]	[90]	[8.706673, 6.7746572]	[90, 109]	[7130393]	[7130393, 7130412]
658_24631	chr6	13272481	13272881	+	1000	66.0	[7.6516085]	[115]	[6.4015837]	[115]	[13272663]	[13272663]
658_24632	chr6	13927164	13927564	+	1000	66.0	[6.7809033]	[156]	[6.1378756, 7.1781626]	[139, 156]	[13927409]	[13927392, 13927409]
658_24643	chr6	35393305	35393705	+	1000	66.0	[]	[]	[8.857082, 6.526481]	[81, 140]	[]	[35393477, 35393536]
658_24646	chr6	42404426	42404826	+	1000	66.0	[7.7272944]	[79]	[7.723246]	[79]	[42404599]	[42404599]
658_24652	chr6	52319113	52319513	+	1000	66.0	[9.990892]	[103]	[8.16159]	[103]	[52319305]	[52319305]
658_24663	chr6	161225894	161226294	+	1000	66.0	[10.082722]	[87]	[8.110663]	[87]	[161226081]	[161226081]
658_24664	chr6	170529800	170530200	+	1000	66.0	[9.608511]	[97]	[12.337575]	[97]	[170529993]	[170529993]
658_24667	chr7	7799130	7799530	+	1000	66.0	[11.393932]	[94]	[12.655612]	[94]	[7799318]	[7799318]
658_24669	chr7	26156345	26156745	+	1000	66.0	[6.5797467]	[151]	[6.1941433]	[151]	[26156577]	[26156577]
658_2467	chr8	101149548	101149948	+	1000	266.0	[9.464114]	[149]	[8.90054]	[149]	[101149796]	[101149796]
658_24673	chr7	44147335	44147735	+	1000	66.0	[7.025225]	[66]	[]	[]	[44147489]	[]
658_24684	chr7	128431142	128431542	+	1000	66.0	[8.16159]	[97]	[9.990892]	[97]	[128431326]	[128431326]
658_2470	chr1	19312547	19312947	+	1000	265.0	[8.706673]	[98]	[10.9372835]	[98]	[19312744]	[19312744]
658_24716	chr9	91302788	91303188	+	1000	66.0	[12.655612]	[94]	[11.393932, 7.218002]	[94, 155]	[91302960]	[91302960, 91303021]
658_24717	chr9	91403897	91404297	+	1000	66.0	[7.3430686]	[123]	[]	[]	[91404117]	[]
658_2472	chr10	50586469	50586869	+	1000	265.0	[9.653064]	[99]	[11.482367]	[99]	[50586666]	[50586666]
