#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_1396	chr7	150960959	150961359	+	1000	64.0	[]	[]	[3.493576]	[175]	[]	[150961186]
874_13966	chr12	39442650	39443050	+	820	33.5	[3.2430575]	[172]	[]	[]	[39442882]	[]
874_13971	chr12	100266837	100267237	+	842	33.5	[3.4100926, 7.893338]	[223, 228]	[]	[]	[100267079, 100267084]	[]
874_13983	chr13	90689881	90690281	+	793	33.5	[]	[]	[1.8040168]	[190]	[]	[90690104]
874_13985	chr13	91406600	91407000	+	874	33.5	[1.6574349]	[177]	[]	[]	[91406813]	[]
874_13999	chr14	104582213	104582613	+	864	33.5	[]	[]	[2.2169385, 4.0082555, 12.178357]	[131, 132, 133]	[]	[104582418, 104582419, 104582420]
874_14015	chr15	90930082	90930482	+	745	33.5	[5.520146]	[108]	[]	[]	[90930274]	[]
874_14017	chr15	92917731	92918131	+	800	33.5	[6.5515175, 4.4236946]	[203, 204]	[]	[]	[92917980, 92917981]	[]
874_14040	chr16	85321792	85322192	+	844	33.5	[]	[]	[2.8415651]	[165]	[]	[85322040]
874_14042	chr16	89240761	89241161	+	723	33.5	[]	[]	[4.4404054, 3.9256542]	[99, 108]	[]	[89240920, 89240929]
874_14043	chr16	89641027	89641427	+	866	33.5	[]	[]	[3.3591135, 4.0223618]	[160, 171]	[]	[89641215, 89641226]
874_1405	chr1	44610212	44610612	+	1000	63.5	[2.38748, 1.9665881]	[90, 146]	[]	[]	[44610375, 44610431]	[]
874_14051	chr17	42121286	42121686	+	778	33.5	[5.0143547]	[209]	[]	[]	[42121506]	[]
874_14055	chr17	50661870	50662270	+	655	33.5	[]	[]	[5.2330317]	[227]	[]	[50662103]
874_14066	chr17	81119275	81119675	+	851	33.5	[]	[]	[1.9665881]	[179]	[]	[81119471]
874_14076	chr19	1074876	1075276	+	845	33.5	[6.2096386, 4.1180477, 5.234448, 2.5546238]	[55, 56, 58, 59]	[]	[]	[1075027, 1075028, 1075030, 1075031]	[]
874_14086	chr19	9819529	9819929	+	819	33.5	[]	[]	[3.9712095, 4.6453238, 10.361682]	[84, 118, 166]	[]	[9819695, 9819729, 9819777]
874_14098	chr19	45639116	45639516	+	820	33.5	[]	[]	[5.807415, 4.912181]	[113, 120]	[]	[45639324, 45639331]
874_14115	chr2	61017701	61018101	+	792	33.5	[1.9954863]	[216]	[1.6259215, 3.3466473]	[192, 193]	[61017947]	[61017923, 61017924]
874_1412	chr1	230978537	230978937	+	1000	63.5	[3.7553318]	[135]	[]	[]	[230978730]	[]
874_14143	chr20	49989733	49990133	+	795	33.5	[3.7171848]	[126]	[]	[]	[49989951]	[]
874_14144	chr20	51541300	51541700	+	708	33.5	[3.3985085]	[149]	[]	[]	[51541529]	[]
874_14156	chr21	43865703	43866103	+	847	33.5	[]	[]	[9.248549, 3.767643]	[163, 164]	[]	[43865923, 43865924]
874_14163	chr22	19043080	19043480	+	832	33.5	[5.70111, 3.8841686, 4.4404054]	[117, 120, 122]	[]	[]	[19043280, 19043283, 19043285]	[]
874_14165	chr22	19089170	19089570	+	869	33.5	[3.0287929, 7.0564046]	[134, 139]	[]	[]	[19089348, 19089353]	[]
874_14170	chr22	19409570	19409970	+	855	33.5	[]	[]	[4.9482155]	[164]	[]	[19409773]
874_14177	chr22	19849597	19849997	+	863	33.5	[3.057618]	[163]	[16.376839, 6.381018]	[89, 92]	[19849846]	[19849772, 19849775]
874_14182	chr22	20049293	20049693	+	810	33.5	[]	[]	[3.2920926]	[128]	[]	[20049515]
874_14190	chr22	20229172	20229572	+	617	33.5	[]	[]	[2.2845972, 2.3478878]	[174, 194]	[]	[20229391, 20229411]
874_14193	chr22	20619827	20620227	+	838	33.5	[]	[]	[2.0991576]	[211]	[]	[20620060]
874_14194	chr22	20723353	20723753	+	742	33.5	[]	[]	[3.5145001, 4.778447]	[96, 98]	[]	[20723549, 20723551]
874_14196	chr22	20763417	20763817	+	875	33.5	[3.5073545]	[66]	[]	[]	[20763583]	[]
874_14198	chr22	20932354	20932754	+	855	33.5	[]	[]	[6.074593, 7.6084185]	[117, 119]	[]	[20932540, 20932542]
874_14200	chr22	21705898	21706298	+	865	33.5	[]	[]	[1.9982615]	[147]	[]	[21706059]
874_14201	chr22	22014483	22014883	+	679	33.5	[2.1343372, 2.5359976, 3.3466473, 11.821689, 2.5012777, 16.72636, 7.0363846, 6.6623206, 6.8177075, 4.9261765, 11.890232, 3.0604153]	[110, 114, 116, 117, 119, 120, 122, 123, 124, 125, 128, 129]	[]	[]	[22014645, 22014649, 22014651, 22014652, 22014654, 22014655, 22014657, 22014658, 22014659, 22014660, 22014663, 22014664]	[]
874_14204	chr22	22453974	22454374	+	865	33.5	[]	[]	[2.2275114]	[87]	[]	[22454149]
874_14209	chr22	39283271	39283671	+	842	33.5	[]	[]	[1.808577]	[111]	[]	[39283476]
874_14227	chr3	170726934	170727334	+	814	33.5	[]	[]	[2.3207867]	[149]	[]	[170727106]
874_14233	chr3	197750506	197750906	+	873	33.5	[]	[]	[2.7029684, 1.6574349]	[93, 98]	[]	[197750685, 197750690]
874_14239	chr4	122700140	122700540	+	841	33.5	[3.4100926]	[178]	[]	[]	[122700376]	[]
874_1425	chr1_KI270713v1_random	28581	28981	+	1000	63.5	[3.314961]	[171]	[]	[]	[28768]	[]
874_14251	chr5	83473478	83473878	+	629	33.5	[]	[]	[7.5756955]	[171]	[]	[83473697]
874_14258	chr5	149367426	149367826	+	669	33.5	[2.693127]	[127]	[]	[]	[149367630]	[]
874_1426	chr20	47358832	47359232	+	1000	63.5	[]	[]	[4.2955246]	[143]	[]	[47359065]
874_14264	chr6	6661941	6662341	+	839	33.5	[3.5777905]	[173]	[]	[]	[6662172]	[]
874_14265	chr6	6891417	6891817	+	738	33.5	[2.535894, 2.787183]	[148, 149]	[]	[]	[6891614, 6891615]	[]
874_14266	chr6	7680558	7680958	+	622	33.5	[]	[]	[1.7419773]	[156]	[]	[7680725]
874_14267	chr6	14799980	14800380	+	637	33.5	[11.806899]	[93]	[]	[]	[14800154]	[]
874_14276	chr6	31741367	31741767	+	572	33.5	[]	[]	[3.3309536, 6.225631, 1.6757346]	[115, 119, 120]	[]	[31741541, 31741545, 31741546]
874_14285	chr6	43947825	43948225	+	873	33.5	[5.2986712]	[125]	[]	[]	[43948026]	[]
874_1429	chr22	21716348	21716748	+	1000	63.5	[1.9121536, 3.8641264, 3.0719993]	[65, 66, 116]	[]	[]	[21716504, 21716505, 21716555]	[]
874_14294	chr6	166330561	166330961	+	773	33.5	[7.791061]	[123]	[13.827438, 12.6871]	[164, 165]	[166330769]	[166330810, 166330811]
874_14300	chr7	22673052	22673452	+	597	33.5	[7.6602798]	[94]	[5.5721197]	[73]	[22673232]	[22673211]
874_14308	chr7	76394971	76395371	+	839	33.5	[4.003051, 4.2245255, 5.2144055, 2.6105254]	[187, 188, 189, 198]	[]	[]	[76395204, 76395205, 76395206, 76395215]	[]
874_14309	chr7	91553547	91553947	+	823	33.5	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.1186657, 4.007244]	[133, 135, 137, 139, 141, 143, 145, 147, 149, 151]	[]	[]	[91553750, 91553752, 91553754, 91553756, 91553758, 91553760, 91553762, 91553764, 91553766, 91553768]	[]
874_14311	chr7	100825732	100826132	+	607	33.5	[4.221728, 2.4812355, 5.9620657, 7.2736855, 3.9820755]	[135, 144, 145, 146, 147]	[]	[]	[100825935, 100825944, 100825945, 100825946, 100825947]	[]
874_14314	chr7	102404533	102404933	+	850	33.5	[]	[]	[6.3785157, 12.127533]	[162, 165]	[]	[102404723, 102404726]
874_14315	chr7	105820701	105821101	+	828	33.5	[6.6823406]	[112]	[]	[]	[105820865]	[]
874_14316	chr7	107008909	107009309	+	770	33.5	[]	[]	[1.7495311, 4.1479316, 9.917796, 7.3019934]	[162, 166, 169, 171]	[]	[107009110, 107009114, 107009117, 107009119]
874_14328	chr7	134932881	134933281	+	838	33.5	[3.046765]	[221]	[]	[]	[134933132]	[]
874_14331	chr7	139645840	139646240	+	792	33.5	[6.8301735, 4.357977, 13.0343, 4.1373587, 4.357977, 13.0343, 4.1373587]	[167, 171, 172, 173, 176, 177, 178]	[3.7975268]	[202]	[139646014, 139646018, 139646019, 139646020, 139646023, 139646024, 139646025]	[139646049]
874_14335	chr7	149714192	149714592	+	840	33.5	[2.2704132]	[185]	[]	[]	[149714440]	[]
874_14339	chr8	28622165	28622565	+	676	33.5	[]	[]	[2.9568896, 2.624457]	[131, 132]	[]	[28622362, 28622363]
874_1434	chr22	23159334	23159734	+	1000	63.5	[1.7125633]	[177]	[]	[]	[23159554]	[]
874_14345	chr8	55847863	55848263	+	688	33.5	[]	[]	[3.1149008, 2.3241897]	[133, 217]	[]	[55848027, 55848111]
874_14349	chr8	90231169	90231569	+	868	33.5	[1.9630817]	[86]	[]	[]	[90231349]	[]
874_14350	chr8	93916286	93916686	+	599	33.5	[3.4951892, 4.5914435, 7.85009, 11.884979, 5.2022915]	[130, 132, 134, 135, 140]	[]	[]	[93916467, 93916469, 93916471, 93916472, 93916477]	[]
874_14358	chr9	87713437	87713837	+	828	33.5	[5.5721107]	[89]	[]	[]	[87713607]	[]
874_14367	chr9	128078195	128078595	+	831	33.5	[12.230219]	[131]	[]	[]	[128078410]	[]
874_1437	chr22	23233176	23233576	+	1000	63.5	[2.1334553]	[132]	[]	[]	[23233388]	[]
874_14371	chr9	131245994	131246394	+	735	33.5	[4.4731283, 4.8753524, 10.507444]	[87, 92, 97]	[]	[]	[131246161, 131246166, 131246171]	[]
874_14385	chr1	8817483	8817883	+	810	33.0	[2.4206731]	[155]	[]	[]	[8817700]	[]
874_14389	chr1	12496827	12497227	+	791	33.0	[3.800836]	[113]	[3.6454492, 2.35039]	[70, 73]	[12497026]	[12496983, 12496986]
874_14391	chr1	16715687	16716087	+	827	33.0	[2.3530145]	[138]	[]	[]	[16715857]	[]
874_14392	chr1	18404347	18404747	+	736	33.0	[6.2456737, 2.3848555, 13.847481, 3.7895782, 4.85531, 8.249404]	[146, 147, 149, 150, 154, 159]	[]	[]	[18404509, 18404510, 18404512, 18404513, 18404517, 18404522]	[]
874_14395	chr1	21768168	21768568	+	811	33.0	[3.7043526]	[181]	[]	[]	[21768414]	[]
874_14399	chr1	23868542	23868942	+	816	33.0	[]	[]	[4.2436633]	[219]	[]	[23868769]
874_14400	chr1	24084934	24085334	+	781	33.0	[]	[]	[5.3734756, 5.7756996]	[150, 154]	[]	[24085090, 24085094]
874_14402	chr1	26078270	26078670	+	766	33.0	[3.599726]	[191]	[]	[]	[26078491]	[]
874_14403	chr1	26697103	26697503	+	651	33.0	[9.73352, 3.3591135, 7.9290524, 3.1956089, 4.7093925, 5.4693213, 4.781296, 10.290661, 6.8168254, 4.5914435, 6.787936]	[115, 118, 121, 123, 124, 125, 130, 131, 133, 134, 137]	[]	[]	[26697262, 26697265, 26697268, 26697270, 26697271, 26697272, 26697277, 26697278, 26697280, 26697281, 26697284]	[]
874_14421	chr1	51534970	51535370	+	804	33.0	[3.8374763, 2.9424663, 1.7609605, 2.1950033]	[94, 99, 102, 103]	[]	[]	[51535139, 51535144, 51535147, 51535148]	[]
874_14432	chr1	112696841	112697241	+	837	33.0	[]	[]	[9.923372]	[181]	[]	[112697075]
874_14445	chr1	167984954	167985354	+	794	33.0	[3.6329832]	[97]	[3.3434417, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.5991845, 9.146593, 14.422017, 13.10252, 15.057342]	[157, 159, 161, 163, 165, 167, 169, 171, 172, 173, 175, 177, 179]	[167985123]	[167985183, 167985185, 167985187, 167985189, 167985191, 167985193, 167985195, 167985197, 167985198, 167985199, 167985201, 167985203, 167985205]
874_14451	chr1	207635568	207635968	+	733	33.0	[]	[]	[5.5182304]	[199]	[]	[207635784]
874_14457	chr1	225478229	225478629	+	718	33.0	[]	[]	[2.1309345]	[163]	[]	[225478437]
874_14458	chr1	225931216	225931616	+	621	33.0	[6.361707, 2.9205308]	[124, 129]	[]	[]	[225931368, 225931373]	[]
874_14465	chr1	236352687	236353087	+	836	33.0	[]	[]	[2.8064325]	[163]	[]	[236352868]
874_14491	chr11	2885436	2885836	+	812	33.0	[]	[]	[2.1854894]	[103]	[]	[2885637]
874_14492	chr11	3091700	3092100	+	685	33.0	[]	[]	[9.718627, 3.7994199, 1.9665881]	[135, 139, 140]	[]	[3091932, 3091936, 3091937]
874_14495	chr11	61917477	61917877	+	754	33.0	[4.4222784, 1.6290799, 7.1245627]	[146, 202, 203]	[]	[]	[61917660, 61917716, 61917717]	[]
874_14496	chr11	62467452	62467852	+	781	33.0	[4.0194097, 4.9261765]	[229, 232]	[]	[]	[62467683, 62467686]	[]
874_14504	chr11	76318666	76319066	+	558	33.0	[7.8657618, 7.1692266]	[82, 83]	[]	[]	[76318826, 76318827]	[]
874_1451	chr9	128688662	128689062	+	1000	63.5	[]	[]	[2.0112615]	[158]	[]	[128688865]
874_14510	chr11	119374715	119375115	+	859	33.0	[]	[]	[2.419791]	[204]	[]	[119374923]
874_14515	chr12	27521020	27521420	+	820	33.0	[]	[]	[5.1478057]	[62]	[]	[27521182]
874_1452	chr9	130823574	130823974	+	1000	63.5	[]	[]	[2.902231]	[185]	[]	[130823777]
874_14521	chr12	54306600	54307000	+	718	33.0	[3.3591135, 4.546043, 14.205964]	[94, 96, 137]	[]	[]	[54306781, 54306783, 54306824]	[]
874_14528	chr12	68363813	68364213	+	766	33.0	[5.459635]	[140]	[]	[]	[68364044]	[]
874_14538	chr12	116759626	116760026	+	803	33.0	[]	[]	[3.5777905]	[174]	[]	[116759801]
874_14546	chr13	25352338	25352738	+	837	33.0	[]	[]	[4.1892195]	[92]	[]	[25352522]
874_14552	chr13	89936366	89936766	+	748	33.0	[1.6290799]	[196]	[]	[]	[89936612]	[]
874_14554	chr13	90763874	90764274	+	780	33.0	[3.4310167, 6.162126, 5.305817, 3.5663614]	[101, 105, 107, 128]	[]	[]	[90764026, 90764030, 90764032, 90764053]	[]
874_14556	chr13	91367661	91368061	+	715	33.0	[]	[]	[2.8389406, 4.9291286]	[95, 100]	[]	[91367849, 91367854]
874_1456	chr9	131198219	131198619	+	1000	63.5	[6.952274, 3.4310167]	[209, 212]	[]	[]	[131198466, 131198469]	[]
874_14568	chr13	108008278	108008678	+	841	33.0	[3.3591135, 4.546043]	[133, 135]	[]	[]	[108008470, 108008472]	[]
874_14576	chr15	21262395	21262795	+	777	33.0	[2.1661785, 2.6510456, 3.7806902, 5.755657]	[82, 88, 138, 141]	[]	[]	[21262555, 21262561, 21262611, 21262614]	[]
874_14578	chr15	35547987	35548387	+	817	33.0	[]	[]	[3.325827]	[107]	[]	[35548163]
874_14581	chr15	40873724	40874124	+	738	33.0	[1.8031348]	[65]	[]	[]	[40873887]	[]
874_14590	chr15	70086577	70086977	+	618	33.0	[5.064258, 2.1021097]	[181, 189]	[]	[]	[70086783, 70086791]	[]
874_146	chrUn_KI270754v1	17993	18393	+	1000	165.0	[]	[]	[2.2062407]	[85]	[]	[18176]
874_14602	chr16	29973679	29974079	+	731	33.0	[]	[]	[7.4088793]	[168]	[]	[29973918]
874_14604	chr16	48244156	48244556	+	750	33.0	[]	[]	[3.5136182]	[85]	[]	[48244310]
874_14605	chr16	48609656	48610056	+	714	33.0	[2.2062407]	[165]	[]	[]	[48609875]	[]
874_14606	chr16	57623579	57623979	+	833	33.0	[]	[]	[6.7008734, 2.735373]	[85, 87]	[]	[57623758, 57623760]
874_14619	chr17	36608683	36609083	+	599	33.0	[]	[]	[7.643354]	[173]	[]	[36608927]
874_14624	chr17	46109711	46110111	+	682	33.0	[]	[]	[3.1272955]	[157]	[]	[46109952]
874_14626	chr17	50273095	50273495	+	788	33.0	[8.907095, 3.4827232]	[113, 115]	[]	[]	[50273257, 50273259]	[]
874_14627	chr17	50947966	50948366	+	854	33.0	[3.7192457]	[100]	[]	[]	[50948141]	[]
874_14633	chr17	78748813	78749213	+	817	33.0	[14.961328]	[139]	[]	[]	[78749008]	[]
874_14634	chr17	79810470	79810870	+	819	33.0	[]	[]	[4.007244, 5.45365, 7.3422284, 4.007244, 7.3422284, 2.1186657, 4.007244, 5.45365, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[151, 153, 155, 157, 159, 163, 167, 169, 171, 173, 175, 177, 179]	[]	[79810676, 79810678, 79810680, 79810682, 79810684, 79810688, 79810692, 79810694, 79810696, 79810698, 79810700, 79810702, 79810704]
874_14637	chr18	111485	111885	+	798	33.0	[]	[]	[3.5480838]	[177]	[]	[111678]
874_1464	chr1	44721502	44721902	+	1000	63.0	[12.178357, 4.9280696, 13.674554, 5.6535974, 2.4006531, 8.116384]	[168, 169, 189, 191, 192, 193]	[3.345335]	[149]	[44721723, 44721724, 44721744, 44721746, 44721747, 44721748]	[44721704]
874_14641	chr18	9951083	9951483	+	860	33.0	[2.8265781]	[118]	[]	[]	[9951289]	[]
874_14647	chr19	1249261	1249661	+	636	33.0	[1.9665881]	[121]	[]	[]	[1249468]	[]
874_14664	chr19	29660948	29661348	+	735	33.0	[]	[]	[6.518836]	[153]	[]	[29661125]
874_14669	chr19	40715603	40716003	+	746	33.0	[2.5032744, 1.834757]	[124, 126]	[7.3422284, 7.3422284, 7.3422284, 7.3422284]	[162, 164, 166, 168]	[40715809, 40715811]	[40715847, 40715849, 40715851, 40715853]
874_14681	chr19	49818236	49818636	+	778	33.0	[]	[]	[8.640801]	[77]	[]	[49818398]
874_14684	chr19	51543230	51543630	+	812	33.0	[2.67197, 3.0753083, 3.0532694]	[169, 175, 181]	[]	[]	[51543415, 51543421, 51543427]	[]
874_14689	chr2	9642652	9643052	+	799	33.0	[]	[]	[6.331054]	[131]	[]	[9642825]
874_1469	chr1	204630519	204630919	+	1000	63.0	[1.64863]	[163]	[]	[]	[204630718]	[]
874_14700	chr2	73987336	73987736	+	813	33.0	[]	[]	[1.6259215]	[112]	[]	[73987516]
874_14703	chr2	112644971	112645371	+	825	33.0	[4.717227]	[191]	[]	[]	[112645178]	[]
874_14706	chr2	130340082	130340482	+	680	33.0	[6.1094246]	[187]	[]	[]	[130340303]	[]
874_1472	chr10	102455024	102455424	+	1000	63.0	[]	[]	[2.9050283, 3.6843104, 3.346751]	[105, 106, 107]	[]	[102455199, 102455200, 102455201]
874_14726	chr21	10341821	10342221	+	813	33.0	[]	[]	[7.611043]	[105]	[]	[10341994]
874_14729	chr21	20997837	20998237	+	792	33.0	[4.391496, 2.2845972]	[127, 128]	[]	[]	[20998053, 20998054]	[]
874_14738	chr22	16561198	16561598	+	818	33.0	[2.6393502, 4.2417703]	[180, 188]	[]	[]	[16561415, 16561423]	[]
874_14739	chr22	16585834	16586234	+	809	33.0	[7.5767546]	[107]	[]	[]	[16586024]	[]
874_14744	chr22	19153153	19153553	+	779	33.0	[5.9234066]	[171]	[1.6892118]	[122]	[19153364]	[19153315]
874_14751	chr22	19581337	19581737	+	832	33.0	[]	[]	[3.1113944]	[66]	[]	[19581491]
874_1476	chr16	57667526	57667926	+	1000	63.0	[4.358988]	[152]	[]	[]	[57667767]	[]
874_1477	chr16	68264159	68264559	+	1000	63.0	[]	[]	[2.5242498]	[96]	[]	[68264343]
874_14793	chr3	193921424	193921824	+	752	33.0	[7.3213043]	[159]	[]	[]	[193921667]	[]
874_14802	chr4	56908358	56908758	+	816	33.0	[2.1853163]	[194]	[]	[]	[56908600]	[]
874_14808	chr4	109872324	109872724	+	796	33.0	[]	[]	[4.86299]	[122]	[]	[109872546]
874_14826	chr5	139635773	139636173	+	823	33.0	[1.6767458]	[181]	[]	[]	[139636006]	[]
874_14827	chr5	139701191	139701591	+	767	33.0	[7.4088793, 4.8972874]	[150, 154]	[]	[]	[139701384, 139701388]	[]
874_14828	chr5	139710385	139710785	+	777	33.0	[]	[]	[7.648481, 2.7352602]	[200, 205]	[]	[139710626, 139710631]
874_14856	chr6	32191969	32192369	+	575	33.0	[]	[]	[9.351338, 5.5878043, 8.084439]	[99, 100, 175]	[]	[32192130, 32192131, 32192206]
874_14868	chr6	43965800	43966200	+	844	33.0	[1.667941]	[165]	[]	[]	[43966032]	[]
874_14881	chr6	144284965	144285365	+	766	33.0	[2.8608758]	[214]	[6.5462646]	[176]	[144285213]	[144285175]
874_14894	chr7	25735693	25736093	+	710	33.0	[3.1913643, 2.9769318]	[133, 134]	[]	[]	[25735844, 25735845]	[]
874_14902	chr7	101096470	101096870	+	828	33.0	[]	[]	[2.7782745]	[158]	[]	[101096639]
874_14908	chr7	130909419	130909819	+	825	33.0	[3.767643, 2.3511212, 4.6115894]	[216, 218, 220]	[]	[]	[130909656, 130909658, 130909660]	[]
874_14916	chr7	151245201	151245601	+	797	33.0	[2.693127, 3.8713233]	[202, 229]	[]	[]	[151245422, 151245449]	[]
874_14917	chr7	151520135	151520535	+	841	33.0	[]	[]	[5.5721107, 3.078542]	[125, 184]	[]	[151520290, 151520349]
874_14918	chr7	152406088	152406488	+	822	33.0	[]	[]	[3.5145001]	[150]	[]	[152406309]
874_14921	chr8	1759841	1760241	+	838	33.0	[6.5947657]	[150]	[]	[]	[1759997]	[]
874_14929	chr8	38081198	38081598	+	762	33.0	[3.4310167]	[91]	[]	[]	[38081363]	[]
874_14930	chr8	95225350	95225750	+	833	33.0	[]	[]	[3.8034604]	[156]	[]	[95225571]
874_14936	chr9	14322258	14322658	+	832	33.0	[2.9788249, 5.4570103]	[135, 142]	[]	[]	[14322483, 14322490]	[]
874_14945	chr9	127865859	127866259	+	805	33.0	[]	[]	[3.0532694, 6.5515175, 2.774717, 6.666669, 1.9708328, 2.1186657]	[150, 151, 153, 155, 189, 191]	[]	[127866042, 127866043, 127866045, 127866047, 127866081, 127866083]
874_14971	chr1	11926478	11926878	+	803	32.5	[4.5792785]	[146]	[]	[]	[11926663]	[]
874_1498	chr6	36350688	36351088	+	1000	63.0	[5.954189]	[129]	[]	[]	[36350873]	[]
874_1499	chr6	37207917	37208317	+	1000	63.0	[]	[]	[6.161235, 5.286506]	[181, 183]	[]	[37208117, 37208119]
874_14990	chr1	38001460	38001860	+	751	32.5	[]	[]	[3.3898957, 2.9788249, 10.511962, 9.467226]	[190, 191, 192, 193]	[]	[38001677, 38001678, 38001679, 38001680]
874_15004	chr1	112880972	112881372	+	791	32.5	[]	[]	[4.086534]	[121]	[]	[112881156]
874_15007	chr1	117363776	117364176	+	648	32.5	[4.2079496]	[166]	[]	[]	[117364009]	[]
874_15017	chr1	161427857	161428257	+	703	32.5	[3.314961]	[146]	[]	[]	[161428090]	[]
874_15021	chr1	179814991	179815391	+	818	32.5	[4.999973]	[67]	[]	[]	[179815145]	[]
874_15023	chr1	180515991	180516391	+	645	32.5	[3.2958229]	[77]	[]	[]	[180516164]	[]
874_15027	chr1	204503184	204503584	+	758	32.5	[]	[]	[5.0641456]	[150]	[]	[204503430]
874_15034	chr1	228139552	228139952	+	773	32.5	[]	[]	[2.0482295]	[146]	[]	[228139792]
874_15035	chr1	230140088	230140488	+	573	32.5	[]	[]	[3.9906883]	[172]	[]	[230140318]
874_15041	chr1	245156558	245156958	+	610	32.5	[3.8131983]	[110]	[]	[]	[245156735]	[]
874_15050	chr10	44913222	44913622	+	580	32.5	[7.3422284, 4.007244, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 5.2320204, 5.959441, 7.1235514, 4.9957285]	[167, 169, 171, 173, 175, 177, 179, 181, 183, 185, 187, 188]	[]	[]	[44913449, 44913451, 44913453, 44913455, 44913457, 44913459, 44913461, 44913463, 44913465, 44913467, 44913469, 44913470]	[]
874_15060	chr10	97497686	97498086	+	784	32.5	[4.9482665, 5.435024, 3.294941]	[125, 133, 136]	[]	[]	[97497879, 97497887, 97497890]	[]
874_15069	chr11	45355131	45355531	+	645	32.5	[]	[]	[2.9285345]	[72]	[]	[45355283]
874_1507	chr1	16513785	16514185	+	1000	62.5	[2.406791]	[127]	[]	[]	[16514010]	[]
874_15074	chr11	63567008	63567408	+	599	32.5	[8.252356, 2.7553024, 2.7870793, 2.4883811, 6.288922, 12.311809, 6.09039, 3.9993672]	[114, 117, 118, 119, 120, 122, 125, 127]	[]	[]	[63567208, 63567211, 63567212, 63567213, 63567214, 63567216, 63567219, 63567221]	[]
874_15076	chr11	64007677	64008077	+	682	32.5	[2.0701647]	[97]	[]	[]	[64007873]	[]
874_15077	chr11	64885535	64885935	+	676	32.5	[4.2079496]	[196]	[]	[]	[64885758]	[]
874_15085	chr12	6764237	6764637	+	759	32.5	[]	[]	[8.656473, 4.086534, 10.004859, 8.032733, 6.702383]	[226, 229, 230, 239, 243]	[]	[6764468, 6764471, 6764472, 6764481, 6764485]
874_15094	chr12	91633856	91634256	+	814	32.5	[]	[]	[3.5171247, 3.819462, 2.9636652]	[125, 126, 214]	[]	[91634008, 91634009, 91634097]
874_15100	chr12	123436372	123436772	+	560	32.5	[]	[]	[3.2651608]	[110]	[]	[123436544]
874_15108	chr13	80644584	80644984	+	668	32.5	[5.0845156]	[233]	[]	[]	[80644827]	[]
874_15115	chr13	91444996	91445396	+	695	32.5	[]	[]	[2.2338173]	[200]	[]	[91445231]
874_15127	chr13	107880616	107881016	+	732	32.5	[1.9121536]	[172]	[]	[]	[107880795]	[]
874_15141	chr15	58492962	58493362	+	761	32.5	[4.1698666]	[93]	[]	[]	[58493141]	[]
874_15144	chr15	64843119	64843519	+	811	32.5	[]	[]	[2.4744496, 1.6892118, 4.0223618]	[91, 144, 145]	[]	[64843305, 64843358, 64843359]
874_15145	chr15	65237149	65237549	+	827	32.5	[]	[]	[2.0673163]	[182]	[]	[65237332]
874_15147	chr15	75171412	75171812	+	805	32.5	[9.99179]	[61]	[]	[]	[75171564]	[]
874_15156	chr16	56263816	56264216	+	793	32.5	[3.227386]	[160]	[]	[]	[56263987]	[]
874_15158	chr16	67893257	67893657	+	737	32.5	[]	[]	[1.834757]	[135]	[]	[67893433]
874_15168	chr17	20008589	20008989	+	813	32.5	[]	[]	[4.8445864]	[140]	[]	[20008801]
874_15177	chr17	60170653	60171053	+	787	32.5	[]	[]	[3.0481038, 6.6843596]	[116, 149]	[]	[60170867, 60170900]
874_15184	chr17	77445350	77445750	+	718	32.5	[1.6892118]	[208]	[5.3533297, 7.3422284, 4.007244, 7.3422284, 2.1186657, 1.6768495, 6.518836, 3.1472118, 2.488536, 8.737223]	[134, 159, 161, 163, 167, 173, 175, 182, 228, 233]	[77445575]	[77445501, 77445526, 77445528, 77445530, 77445534, 77445540, 77445542, 77445549, 77445595, 77445600]
874_15187	chr17	82884780	82885180	+	823	32.5	[]	[]	[2.28217, 2.8608758, 2.0467622, 11.078597, 6.598126]	[160, 164, 166, 174, 177]	[]	[82884974, 82884978, 82884980, 82884988, 82884991]
874_15189	chr18	1062558	1062958	+	697	32.5	[]	[]	[2.2488835, 2.6710236]	[174, 177]	[]	[1062778, 1062781]
874_15190	chr18	2302953	2303353	+	807	32.5	[5.18352, 6.7527766]	[125, 126]	[]	[]	[2303105, 2303106]	[]
874_15191	chr18	8987804	8988204	+	629	32.5	[]	[]	[3.3248158]	[189]	[]	[8988043]
