#PeakID(python identify_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_12814	chr1	25361164	25361564	+	1000	71.0	[5.659805]	[106]	[]	[]	[25361358]	[]
420_12828	chr1	116331519	116331919	+	1000	71.0	[11.476549]	[121]	[]	[]	[116331724]	[]
420_1283	chr4	120083148	120083548	+	1000	274.0	[11.476549]	[111]	[]	[]	[120083355]	[]
420_12830	chr1	121556554	121556954	+	1000	71.0	[]	[]	[11.476549]	[108]	[]	[121556757]
420_12831	chr1	143271381	143271781	+	1000	71.0	[8.216044]	[87]	[]	[]	[143271567]	[]
420_12836	chr1	165842677	165843077	+	1000	71.0	[11.476549]	[131]	[]	[]	[165842895]	[]
420_12845	chr1	212202678	212203078	+	1000	71.0	[7.2262077, 7.2262077]	[145, 167]	[]	[]	[212202895, 212202917]	[]
420_12848	chr1	222589779	222590179	+	1000	71.0	[7.2262077]	[171]	[]	[]	[222590014]	[]
420_12853	chr1	241847993	241848393	+	1000	71.0	[5.659805]	[116]	[]	[]	[241848202]	[]
420_12856	chr10	28381814	28382214	+	1000	71.0	[11.476549]	[100]	[]	[]	[28382012]	[]
420_12863	chr10	79475235	79475635	+	1000	71.0	[]	[]	[8.216044]	[126]	[]	[79475445]
420_12864	chr10	86959100	86959500	+	1000	71.0	[7.2262077]	[113]	[]	[]	[86959313]	[]
420_12868	chr10	109982160	109982560	+	1000	71.0	[7.2262077, 11.476549]	[110, 119]	[]	[]	[109982366, 109982375]	[]
420_12869	chr10	114499643	114500043	+	1000	71.0	[7.2262077]	[110]	[5.659805]	[103]	[114499849]	[114499842]
420_12871	chr11	14619623	14620023	+	1000	71.0	[11.476549]	[113]	[8.216044]	[83]	[14619831]	[14619801]
420_12872	chr11	17152318	17152718	+	1000	71.0	[]	[]	[11.476549]	[104]	[]	[17152502]
420_12873	chr11	26858085	26858485	+	1000	71.0	[]	[]	[7.312882]	[120]	[]	[26858296]
420_12875	chr11	69336030	69336430	+	1000	71.0	[]	[]	[11.476549]	[95]	[]	[69336210]
420_1288	chr11	12639388	12639788	+	1000	273.0	[11.476549]	[106]	[]	[]	[12639589]	[]
420_12880	chr11	128695393	128695793	+	1000	71.0	[]	[]	[11.476549]	[107]	[]	[128695598]
420_12881	chr12	886196	886596	+	1000	71.0	[11.476549]	[111]	[]	[]	[886407]	[]
420_12882	chr12	29381069	29381469	+	1000	71.0	[]	[]	[7.312882, 7.312882]	[126, 137]	[]	[29381267, 29381278]
420_12883	chr12	42661537	42661937	+	1000	71.0	[11.476549]	[113]	[8.216044]	[97]	[42661747]	[42661731]
420_12887	chr12	80186658	80187058	+	1000	71.0	[]	[]	[11.476549]	[127]	[]	[80186884]
420_12889	chr12	103814347	103814747	+	1000	71.0	[11.476549]	[106]	[]	[]	[103814547]	[]
420_12894	chr13	90511848	90512248	+	1000	71.0	[]	[]	[5.659805]	[102]	[]	[90512002]
420_12897	chr14	32657081	32657481	+	1000	71.0	[]	[]	[11.476549, 11.476549, 8.216044]	[94, 104, 124]	[]	[32657268, 32657278, 32657298]
420_129	chr7	117792058	117792458	+	1000	531.0	[11.476549]	[92]	[]	[]	[117792246]	[]
420_12902	chr15	51004020	51004420	+	1000	71.0	[11.476549, 7.2262077, 11.476549]	[83, 151, 178]	[8.216044, 11.476549]	[95, 109]	[51004176, 51004244, 51004271]	[51004188, 51004202]
420_12910	chr17	36486339	36486739	+	1000	71.0	[]	[]	[11.476549]	[153]	[]	[36486588]
420_12911	chr17	39972331	39972731	+	1000	71.0	[]	[]	[8.216044, 11.476549]	[93, 146]	[]	[39972502, 39972555]
420_12913	chr17	57541817	57542217	+	1000	71.0	[]	[]	[11.476549]	[77]	[]	[57541978]
420_12921	chr19	37165616	37166016	+	892	71.0	[11.476549]	[55]	[11.476549]	[117]	[37165770]	[37165832]
420_12923	chr2	3377663	3378063	+	1000	71.0	[8.216044]	[118]	[]	[]	[3377878]	[]
420_12927	chr2	34103449	34103849	+	1000	71.0	[]	[]	[11.476549]	[105]	[]	[34103645]
420_12931	chr2	112784278	112784678	+	1000	71.0	[]	[]	[11.476549]	[77]	[]	[112784446]
420_12933	chr2	138019300	138019700	+	1000	71.0	[11.476549]	[55]	[]	[]	[138019454]	[]
420_12934	chr2	150466908	150467308	+	1000	71.0	[11.476549, 7.2262077]	[118, 129]	[]	[]	[150467120, 150467131]	[]
420_12937	chr2	158391371	158391771	+	1000	71.0	[11.476549]	[105]	[]	[]	[158391558]	[]
420_12939	chr2	178414629	178415029	+	1000	71.0	[]	[]	[5.659805]	[142]	[]	[178414868]
420_12940	chr2	198362788	198363188	+	1000	71.0	[8.216044, 8.216044]	[68, 108]	[11.476549]	[100]	[198362939, 198362979]	[198362971]
420_12941	chr2	207869853	207870253	+	1000	71.0	[]	[]	[7.312882]	[109]	[]	[207870056]
420_12945	chr21	35940033	35940433	+	1000	71.0	[]	[]	[11.476549]	[106]	[]	[35940232]
420_1295	chr1	243939220	243939620	+	1000	272.0	[7.312882, 7.312882]	[104, 132]	[]	[]	[243939415, 243939443]	[]
420_12966	chr3	97108134	97108534	+	1000	71.0	[11.476549]	[114]	[]	[]	[97108338]	[]
420_1297	chr10	126165872	126166272	+	1000	272.0	[]	[]	[11.476549]	[90]	[]	[126166059]
420_12971	chr3	167728554	167728954	+	1000	71.0	[11.476549]	[128]	[8.216044]	[156]	[167728760]	[167728788]
420_12972	chr3	171407729	171408129	+	1000	71.0	[11.476549, 7.2262077]	[100, 120]	[]	[]	[171407914, 171407934]	[]
420_12973	chr3	185822535	185822935	+	1000	71.0	[7.312882]	[144]	[7.2262077]	[154]	[185822756]	[185822766]
420_12974	chr4	41105038	41105438	+	1000	71.0	[]	[]	[11.476549]	[119]	[]	[41105247]
420_12980	chr4	128571745	128572145	+	1000	71.0	[]	[]	[11.476549]	[91]	[]	[128571925]
420_12981	chr4	145155283	145155683	+	1000	71.0	[]	[]	[11.476549]	[88]	[]	[145155469]
420_12985	chr5	34930574	34930974	+	1000	71.0	[]	[]	[11.476549]	[132]	[]	[34930787]
420_12987	chr5	61409489	61409889	+	544	71.0	[]	[]	[7.312882]	[88]	[]	[61409659]
420_13000	chr5	176851333	176851733	+	1000	71.0	[8.216044]	[141]	[11.476549]	[105]	[176851570]	[176851534]
420_13001	chr5	178750226	178750626	+	1000	71.0	[8.216044, 11.476549]	[87, 118]	[11.476549]	[110]	[178750402, 178750433]	[178750425]
420_13002	chr6	3338902	3339302	+	1000	71.0	[5.659805]	[156]	[7.2262077]	[142]	[3339151]	[3339137]
420_13003	chr6	5672537	5672937	+	1000	71.0	[]	[]	[7.2262077, 8.216044]	[73, 147]	[]	[5672701, 5672775]
420_13007	chr6	26087722	26088122	+	1000	71.0	[7.2262077]	[66]	[5.659805]	[133]	[26087882]	[26087949]
420_13017	chr6	135311408	135311808	+	1000	71.0	[]	[]	[7.312882]	[129]	[]	[135311629]
420_13018	chr6	149094191	149094591	+	1000	71.0	[]	[]	[11.476549]	[116]	[]	[149094391]
420_13024	chr7	73706383	73706783	+	1000	71.0	[7.2262077]	[70]	[]	[]	[73706547]	[]
420_13027	chr7	91899542	91899942	+	1000	71.0	[11.476549]	[133]	[]	[]	[91899766]	[]
420_1303	chr21	43768147	43768547	+	1000	272.0	[11.476549]	[102]	[]	[]	[43768347]	[]
420_13032	chr7	130917740	130918140	+	1000	71.0	[]	[]	[7.2262077]	[95]	[]	[130917913]
420_13037	chr8	33509527	33509927	+	1000	71.0	[7.312882]	[140]	[7.312882]	[128]	[33509751]	[33509739]
420_13049	chr9	112663674	112664074	+	1000	71.0	[11.476549]	[118]	[]	[]	[112663881]	[]
420_1305	chr4	73832688	73833088	+	1000	272.0	[]	[]	[11.476549]	[105]	[]	[73832893]
420_13072	chr1	108118431	108118831	+	1000	70.0	[8.216044]	[132]	[]	[]	[108118651]	[]
420_13073	chr1	109910146	109910546	+	1000	70.0	[]	[]	[11.476549]	[85]	[]	[109910309]
420_13076	chr1	115565787	115566187	+	1000	70.0	[11.476549]	[114]	[]	[]	[115565992]	[]
420_13077	chr1	143234852	143235252	+	1000	70.0	[8.216044, 8.216044]	[118, 144]	[]	[]	[143235070, 143235096]	[]
420_13080	chr1	164733711	164734111	+	1000	70.0	[]	[]	[11.476549]	[116]	[]	[164733916]
420_13084	chr1	196573210	196573610	+	1000	70.0	[]	[]	[7.312882, 11.476549]	[102, 130]	[]	[196573394, 196573422]
420_13085	chr1	202623101	202623501	+	1000	70.0	[]	[]	[11.476549]	[110]	[]	[202623297]
420_13088	chr1	236128764	236129164	+	1000	70.0	[]	[]	[11.476549]	[102]	[]	[236128963]
420_1309	chr1	172933870	172934270	+	1000	271.0	[]	[]	[11.476549]	[94]	[]	[172934064]
420_13094	chr10	60944541	60944941	+	1000	70.0	[]	[]	[11.476549]	[109]	[]	[60944743]
420_13096	chr10	79185100	79185500	+	1000	70.0	[]	[]	[11.476549]	[132]	[]	[79185323]
420_13099	chr10	101353697	101354097	+	1000	70.0	[5.659805]	[74]	[]	[]	[101353851]	[]
420_13101	chr10	117391738	117392138	+	1000	70.0	[]	[]	[11.476549]	[113]	[]	[117391934]
420_13105	chr11	12824377	12824777	+	1000	70.0	[]	[]	[11.476549]	[156]	[]	[12824609]
420_13106	chr11	16300172	16300572	+	1000	70.0	[]	[]	[7.2262077]	[139]	[]	[16300404]
420_13107	chr11	35030663	35031063	+	1000	70.0	[8.216044]	[159]	[7.2262077]	[102]	[35030907]	[35030850]
420_13109	chr11	57424703	57425103	+	1000	70.0	[5.659805]	[71]	[]	[]	[57424868]	[]
420_1311	chr11	72251047	72251447	+	1000	271.0	[]	[]	[11.476549]	[101]	[]	[72251242]
420_13110	chr11	62396612	62397012	+	1000	70.0	[11.476549]	[122]	[]	[]	[62396830]	[]
420_13113	chr11	86288755	86289155	+	1000	70.0	[7.2262077]	[102]	[]	[]	[86288956]	[]
420_13114	chr11	96642584	96642984	+	1000	70.0	[11.476549]	[100]	[]	[]	[96642784]	[]
420_13115	chr11	112797868	112798268	+	1000	70.0	[]	[]	[11.476549]	[66]	[]	[112798021]
420_13116	chr11	113690643	113691043	+	1000	70.0	[]	[]	[7.2262077]	[93]	[]	[113690830]
420_13117	chr11	130426459	130426859	+	1000	70.0	[11.476549]	[122]	[11.476549]	[115]	[130426665]	[130426658]
420_13120	chr12	43806393	43806793	+	1000	70.0	[11.476549]	[116]	[]	[]	[43806608]	[]
420_13129	chr13	79483203	79483603	+	1000	70.0	[7.2262077]	[157]	[7.2262077]	[110]	[79483448]	[79483401]
420_13130	chr13	91357521	91357921	+	1000	70.0	[]	[]	[11.476549]	[101]	[]	[91357706]
420_13134	chr14	89385852	89386252	+	1000	70.0	[11.476549]	[113]	[]	[]	[89386059]	[]
420_1314	chr18	1595165	1595565	+	1000	271.0	[11.476549]	[101]	[]	[]	[1595362]	[]
420_13141	chr15	70690458	70690858	+	1000	70.0	[]	[]	[11.476549]	[103]	[]	[70690655]
420_13143	chr15	81023713	81024113	+	1000	70.0	[7.2262077]	[109]	[]	[]	[81023899]	[]
420_13144	chr15	83709811	83710211	+	1000	70.0	[]	[]	[11.476549]	[98]	[]	[83710003]
420_13145	chr16	3306022	3306422	+	1000	70.0	[5.659805, 11.476549]	[95, 140]	[]	[]	[3306195, 3306240]	[]
420_13149	chr17	11950782	11951182	+	1000	70.0	[]	[]	[11.476549]	[107]	[]	[11950975]
420_13154	chr17	64544745	64545145	+	1000	70.0	[]	[]	[7.2262077]	[94]	[]	[64544937]
420_13155	chr17	66661343	66661743	+	1000	70.0	[8.216044]	[122]	[5.659805]	[90]	[66661545]	[66661513]
420_13160	chr17_KI270729v1_random	160842	161242	+	1000	70.0	[]	[]	[8.216044]	[111]	[]	[161052]
420_13161	chr18	8657880	8658280	+	1000	70.0	[11.476549]	[103]	[]	[]	[8658076]	[]
420_13162	chr18	23540923	23541323	+	1000	70.0	[11.476549]	[157]	[]	[]	[23541168]	[]
420_13164	chr18	49811014	49811414	+	1000	70.0	[]	[]	[11.476549]	[100]	[]	[49811211]
420_13165	chr18	74633639	74634039	+	1000	70.0	[11.476549]	[100]	[7.2262077]	[138]	[74633828]	[74633866]
420_13171	chr2	32165721	32166121	+	1000	70.0	[]	[]	[7.2262077]	[128]	[]	[32165938]
420_13173	chr2	51681861	51682261	+	1000	70.0	[11.476549]	[94]	[]	[]	[51682053]	[]
420_13178	chr2	99833801	99834201	+	1000	70.0	[11.476549]	[109]	[]	[]	[99834003]	[]
420_1318	chr6	147234674	147235074	+	1000	271.0	[11.476549]	[111]	[11.476549]	[103]	[147234884]	[147234876]
420_13186	chr2	177556159	177556559	+	1000	70.0	[7.312882]	[105]	[11.476549]	[98]	[177556361]	[177556354]
420_13187	chr2	187407386	187407786	+	1000	70.0	[]	[]	[11.476549]	[115]	[]	[187407598]
420_1319	chr7	133638837	133639237	+	1000	271.0	[11.476549]	[99]	[7.312882]	[92]	[133639034]	[133639027]
420_13191	chr20	5780806	5781206	+	1000	70.0	[]	[]	[5.659805]	[81]	[]	[5780981]
420_13192	chr20	8511994	8512394	+	1000	70.0	[8.216044]	[112]	[]	[]	[8512202]	[]
420_13193	chr21	17402792	17403192	+	1000	70.0	[11.476549, 11.476549]	[67, 126]	[]	[]	[17402951, 17403010]	[]
420_132	chr1	109792153	109792553	+	1000	528.0	[11.476549]	[109]	[]	[]	[109792355]	[]
420_13212	chr3	101325338	101325738	+	1000	70.0	[11.476549]	[115]	[]	[]	[101325537]	[]
420_13215	chr3	158709657	158710057	+	1000	70.0	[7.2262077]	[109]	[7.2262077]	[111]	[158709866]	[158709868]
420_13216	chr3	172846652	172847052	+	1000	70.0	[]	[]	[7.2262077, 8.216044]	[106, 145]	[]	[172846842, 172846881]
420_13225	chr4	105996822	105997222	+	1000	70.0	[5.659805]	[113]	[8.216044]	[106]	[105997031]	[105997024]
420_1323	chrX	154002137	154002537	+	1000	271.0	[11.476549]	[109]	[]	[]	[154002343]	[]
420_13248	chr5	172403143	172403543	+	1000	70.0	[]	[]	[11.476549]	[99]	[]	[172403340]
420_13251	chr6	13841456	13841856	+	1000	70.0	[8.216044]	[99]	[]	[]	[13841653]	[]
420_13256	chr6	31769752	31770152	+	1000	70.0	[]	[]	[11.476549]	[102]	[]	[31769915]
420_13257	chr6	32819671	32820071	+	1000	70.0	[]	[]	[7.2262077]	[143]	[]	[32819905]
420_13262	chr6	105043976	105044376	+	1000	70.0	[11.476549]	[113]	[11.476549]	[124]	[105044180]	[105044191]
420_13265	chr6	123383716	123384116	+	1000	70.0	[8.216044]	[102]	[7.312882]	[95]	[123383918]	[123383911]
420_13271	chr7	22156204	22156604	+	1000	70.0	[5.659805]	[111]	[]	[]	[22156415]	[]
420_13272	chr7	26365257	26365657	+	1000	70.0	[8.216044]	[120]	[7.2262077]	[77]	[26365471]	[26365428]
420_13276	chr7	116501866	116502266	+	1000	70.0	[]	[]	[11.476549]	[118]	[]	[116502080]
420_1328	chr15	56098499	56098899	+	1000	270.0	[]	[]	[7.2262077]	[90]	[]	[56098684]
420_13283	chr7	158656138	158656538	+	1000	70.0	[11.476549]	[106]	[]	[]	[158656343]	[]
420_1329	chr18	50151870	50152270	+	1000	270.0	[8.216044, 5.659805]	[98, 134]	[11.476549]	[91]	[50152068, 50152104]	[50152061]
420_13293	chr9	33762338	33762738	+	1000	70.0	[]	[]	[7.2262077]	[108]	[]	[33762541]
420_13298	chr9	121157939	121158339	+	1000	70.0	[]	[]	[7.2262077]	[64]	[]	[121158096]
420_133	chr5	1231503	1231903	+	1000	528.0	[11.476549]	[101]	[]	[]	[1231701]	[]
420_1330	chr2	68908466	68908866	+	1000	270.0	[11.476549]	[112]	[]	[]	[68908678]	[]
420_13301	chr9	131130979	131131379	+	1000	70.0	[]	[]	[8.216044]	[188]	[]	[131131204]
420_13307	chrX	118724815	118725215	+	1000	70.0	[8.216044]	[85]	[]	[]	[118725000]	[]
420_1331	chr22	47714054	47714454	+	1000	270.0	[11.476549]	[108]	[5.659805]	[101]	[47714256]	[47714249]
420_13314	chr1	31939788	31940188	+	1000	69.0	[5.659805]	[85]	[]	[]	[31939958]	[]
420_13316	chr1	39154705	39155105	+	1000	69.0	[11.476549]	[96]	[]	[]	[39154901]	[]
420_13319	chr1	47313995	47314395	+	1000	69.0	[]	[]	[11.476549]	[100]	[]	[47314193]
420_13322	chr1	61202891	61203291	+	1000	69.0	[]	[]	[11.476549]	[95]	[]	[61203086]
420_13324	chr1	94545080	94545480	+	1000	69.0	[11.476549]	[111]	[]	[]	[94545285]	[]
420_13326	chr1	150366755	150367155	+	1000	69.0	[11.476549, 7.2262077]	[101, 141]	[]	[]	[150366954, 150366994]	[]
420_13332	chr1	205810004	205810404	+	1000	69.0	[]	[]	[11.476549]	[100]	[]	[205810201]
420_13339	chr1	225444914	225445314	+	1000	69.0	[]	[]	[5.659805]	[152]	[]	[225445132]
420_13340	chr1	226804838	226805238	+	1000	69.0	[]	[]	[7.2262077]	[70]	[]	[226804992]
420_13341	chr1	228452361	228452761	+	1000	69.0	[]	[]	[11.476549, 7.2262077]	[71, 114]	[]	[228452529, 228452572]
420_13346	chr10	41850936	41851336	+	1000	69.0	[]	[]	[8.216044]	[106]	[]	[41851138]
420_13348	chr10	52933747	52934147	+	1000	69.0	[8.216044, 7.312882]	[73, 108]	[]	[]	[52933913, 52933948]	[]
420_13351	chr10	87930155	87930555	+	1000	69.0	[11.476549]	[126]	[]	[]	[87930379]	[]
420_13356	chr11	33708935	33709335	+	1000	69.0	[7.2262077]	[122]	[11.476549]	[115]	[33709153]	[33709146]
420_1336	chr5	149632455	149632855	+	1000	270.0	[7.2262077]	[121]	[7.2262077]	[146]	[149632671]	[149632696]
420_13360	chr11	65425293	65425693	+	1000	69.0	[11.476549]	[109]	[]	[]	[65425477]	[]
420_13367	chr12	24191121	24191521	+	1000	69.0	[11.476549]	[100]	[]	[]	[24191315]	[]
420_13369	chr12	53676012	53676412	+	1000	69.0	[7.2262077]	[69]	[]	[]	[53676180]	[]
420_13370	chr12	68808717	68809117	+	1000	69.0	[7.2262077]	[105]	[]	[]	[68808903]	[]
420_13378	chr13	89315297	89315697	+	1000	69.0	[11.476549, 11.476549]	[73, 97]	[]	[]	[89315465, 89315489]	[]
420_13379	chr13	92313356	92313756	+	1000	69.0	[5.659805]	[127]	[11.476549]	[95]	[92313582]	[92313550]
420_13381	chr13	112740681	112741081	+	1000	69.0	[]	[]	[11.476549]	[104]	[]	[112740882]
420_13383	chr14	68476213	68476613	+	1000	69.0	[]	[]	[11.476549, 11.476549]	[66, 93]	[]	[68476371, 68476398]
420_13392	chr15	89893770	89894170	+	1000	69.0	[11.476549]	[126]	[]	[]	[89893970]	[]
420_134	chr5	126831183	126831583	+	1000	528.0	[7.312882, 11.476549]	[73, 104]	[7.312882]	[69]	[126831352, 126831383]	[126831348]
420_1340	chr1	161539718	161540118	+	1000	269.0	[11.476549]	[78]	[]	[]	[161539896]	[]
420_13400	chr17	63275346	63275746	+	1000	69.0	[]	[]	[8.216044, 8.216044, 7.312882]	[54, 57, 128]	[]	[63275499, 63275502, 63275573]
420_13409	chr2	29579499	29579899	+	1000	69.0	[8.216044]	[99]	[]	[]	[29579694]	[]
420_13410	chr2	38997734	38998134	+	1000	69.0	[7.2262077]	[115]	[7.312882]	[108]	[38997924]	[38997917]
420_13413	chr2	72828186	72828586	+	1000	69.0	[11.476549, 11.476549]	[83, 114]	[]	[]	[72828367, 72828398]	[]
420_13416	chr2	111167236	111167636	+	1000	69.0	[11.476549]	[155]	[11.476549]	[106]	[111167486]	[111167437]
420_13418	chr2	129775941	129776341	+	1000	69.0	[11.476549]	[103]	[7.2262077]	[64]	[129776139]	[129776100]
420_13419	chr2	147952109	147952509	+	1000	69.0	[11.476549]	[103]	[]	[]	[147952309]	[]
420_13423	chr2	218745228	218745628	+	1000	69.0	[5.659805]	[119]	[7.2262077, 11.476549]	[107, 136]	[218745429]	[218745417, 218745446]
420_13430	chr20	31675186	31675586	+	1000	69.0	[]	[]	[5.659805, 11.476549]	[109, 123]	[]	[31675374, 31675388]
420_13431	chr20	36605377	36605777	+	1000	69.0	[]	[]	[11.476549]	[170]	[]	[36605624]
420_13434	chr20	50761632	50762032	+	1000	69.0	[7.2262077]	[132]	[7.312882]	[183]	[50761825]	[50761876]
420_13435	chr21	36430054	36430454	+	1000	69.0	[7.2262077]	[119]	[]	[]	[36430273]	[]
420_13446	chr3	15211925	15212325	+	1000	69.0	[]	[]	[11.476549]	[110]	[]	[15212127]
420_13450	chr3	109057611	109058011	+	1000	69.0	[]	[]	[8.216044]	[112]	[]	[109057809]
420_13451	chr3	128232525	128232925	+	1000	69.0	[7.2262077]	[114]	[]	[]	[128232739]	[]
420_13452	chr3	147939438	147939838	+	1000	69.0	[7.312882]	[95]	[11.476549]	[107]	[147939621]	[147939633]
420_13453	chr3	149872606	149873006	+	1000	69.0	[11.476549]	[125]	[]	[]	[149872813]	[]
420_13455	chr3	182365093	182365493	+	1000	69.0	[]	[]	[7.2262077]	[119]	[]	[182365298]
420_13459	chr4	48484741	48485141	+	1000	69.0	[8.216044]	[106]	[]	[]	[48484934]	[]
420_13462	chr4	72827924	72828324	+	1000	69.0	[]	[]	[11.476549]	[99]	[]	[72828122]
420_13463	chr4	75009134	75009534	+	1000	69.0	[7.2262077, 5.659805, 7.312882]	[78, 90, 114]	[8.216044]	[106]	[75009303, 75009315, 75009339]	[75009331]
420_13464	chr4	84967305	84967705	+	1000	69.0	[11.476549]	[103]	[]	[]	[84967504]	[]
420_13467	chr4	174198722	174199122	+	1000	69.0	[]	[]	[11.476549]	[106]	[]	[174198924]
420_13470	chr5	17118643	17119043	+	1000	69.0	[]	[]	[8.216044]	[106]	[]	[17118842]
420_13471	chr5	31324821	31325221	+	1000	69.0	[11.476549]	[127]	[]	[]	[31325043]	[]
420_13472	chr5	36269484	36269884	+	1000	69.0	[11.476549]	[93]	[]	[]	[36269676]	[]
420_13475	chr5	55907908	55908308	+	1000	69.0	[8.216044]	[125]	[7.312882, 7.2262077]	[77, 118]	[55908127]	[55908079, 55908120]
420_13476	chr5	56557236	56557636	+	1000	69.0	[]	[]	[11.476549]	[87]	[]	[56557417]
420_13479	chr5	81778677	81779077	+	1000	69.0	[11.476549]	[101]	[]	[]	[81778874]	[]
420_13480	chr5	82351752	82352152	+	1000	69.0	[11.476549]	[110]	[]	[]	[82351935]	[]
420_13481	chr5	89065861	89066261	+	1000	69.0	[]	[]	[11.476549]	[114]	[]	[89066062]
420_13485	chr5	146202985	146203385	+	1000	69.0	[]	[]	[7.2262077]	[121]	[]	[146203204]
420_13487	chr5	173303887	173304287	+	1000	69.0	[7.2262077]	[122]	[]	[]	[173304101]	[]
420_13493	chr6	28136679	28137079	+	1000	69.0	[7.312882]	[118]	[]	[]	[28136897]	[]
420_13499	chr6	42332858	42333258	+	1000	69.0	[11.476549]	[132]	[]	[]	[42333078]	[]
420_13503	chr6	55137905	55138305	+	1000	69.0	[11.476549]	[149]	[]	[]	[55138125]	[]
420_13505	chr6	107315118	107315518	+	1000	69.0	[11.476549]	[107]	[]	[]	[107315315]	[]
420_13508	chr6	114271402	114271802	+	1000	69.0	[]	[]	[11.476549]	[107]	[]	[114271598]
420_13511	chr6	148413701	148414101	+	1000	69.0	[]	[]	[8.216044]	[91]	[]	[148413884]
420_13518	chr7	12490932	12491332	+	1000	69.0	[7.2262077, 11.476549]	[83, 110]	[]	[]	[12491110, 12491137]	[]
420_1352	chr6	30616294	30616694	+	1000	269.0	[11.476549]	[104]	[]	[]	[30616498]	[]
420_13522	chr7	41796320	41796720	+	1000	69.0	[]	[]	[11.476549]	[106]	[]	[41796516]
420_13527	chr7	89456560	89456960	+	1000	69.0	[7.2262077]	[119]	[11.476549]	[112]	[89456766]	[89456759]
420_13532	chr7	131096530	131096930	+	1000	69.0	[11.476549]	[115]	[]	[]	[131096737]	[]
420_13543	chr8	8251169	8251569	+	1000	69.0	[]	[]	[11.476549]	[110]	[]	[8251369]
420_13544	chr8	10795966	10796366	+	1000	69.0	[]	[]	[11.476549]	[106]	[]	[10796162]
420_1355	chr1	167924820	167925220	+	1000	268.0	[]	[]	[7.312882]	[96]	[]	[167925014]
420_13553	chr8	106392443	106392843	+	1000	69.0	[11.476549]	[87]	[8.216044]	[68]	[106392623]	[106392604]
420_13554	chr8	115616595	115616995	+	1000	69.0	[11.476549]	[104]	[]	[]	[115616797]	[]
420_13558	chr8	143463848	143464248	+	1000	69.0	[11.476549]	[120]	[]	[]	[143464061]	[]
420_13559	chr9	19290094	19290494	+	1000	69.0	[11.476549]	[121]	[]	[]	[19290304]	[]
420_13561	chr9	74858981	74859381	+	1000	69.0	[11.476549]	[130]	[]	[]	[74859200]	[]
420_13563	chr9	111299292	111299692	+	1000	69.0	[11.476549]	[108]	[]	[]	[111299479]	[]
420_13567	chr9	135158590	135158990	+	1000	69.0	[]	[]	[11.476549]	[109]	[]	[135158781]
420_13569	chrX	4118666	4119066	+	1000	69.0	[7.2262077, 7.2262077]	[85, 133]	[7.2262077, 11.476549]	[87, 95]	[4118846, 4118894]	[4118848, 4118856]
420_13575	chrX	140206653	140207053	+	1000	69.0	[]	[]	[11.476549, 11.476549]	[93, 100]	[]	[140206842, 140206849]
420_13577	chrX	153065398	153065798	+	1000	69.0	[]	[]	[11.476549]	[105]	[]	[153065594]
420_13581	chr1	19436977	19437377	+	1000	68.0	[]	[]	[11.476549]	[102]	[]	[19437172]
420_13583	chr1	26950555	26950955	+	1000	68.0	[7.2262077]	[101]	[]	[]	[26950751]	[]
420_13588	chr1	70063857	70064257	+	1000	68.0	[11.476549]	[111]	[]	[]	[70064061]	[]
420_13592	chr1	112625679	112626079	+	1000	68.0	[7.2262077]	[76]	[]	[]	[112625853]	[]
420_13594	chr1	186375484	186375884	+	1000	68.0	[]	[]	[5.659805]	[227]	[]	[186375721]
420_13597	chr1	219797686	219798086	+	1000	68.0	[7.312882]	[115]	[]	[]	[219797890]	[]
420_13599	chr1	227481906	227482306	+	1000	68.0	[7.312882]	[127]	[5.659805]	[120]	[227482118]	[227482111]
420_13607	chr10	68469837	68470237	+	1000	68.0	[]	[]	[8.216044]	[96]	[]	[68470033]
420_13608	chr10	74433216	74433616	+	1000	68.0	[]	[]	[11.476549]	[95]	[]	[74433398]
420_13609	chr10	110957599	110957999	+	1000	68.0	[11.476549]	[122]	[]	[]	[110957803]	[]
420_13610	chr10	114684066	114684466	+	1000	68.0	[]	[]	[11.476549, 8.216044]	[104, 153]	[]	[114684261, 114684310]
420_13611	chr10	132065743	132066143	+	1000	68.0	[]	[]	[11.476549, 7.2262077]	[96, 117]	[]	[132065937, 132065958]
420_13613	chr11	44653249	44653649	+	1000	68.0	[]	[]	[11.476549]	[110]	[]	[44653455]
420_13615	chr11	64269896	64270296	+	1000	68.0	[5.659805]	[95]	[]	[]	[64270077]	[]
420_1362	chr3	39639271	39639671	+	1000	268.0	[]	[]	[5.659805]	[95]	[]	[39639466]
420_13620	chr11	96143025	96143425	+	1000	68.0	[]	[]	[11.476549]	[110]	[]	[96143235]
420_13629	chr12	29451882	29452282	+	1000	68.0	[11.476549, 7.2262077, 8.216044]	[152, 159, 177]	[]	[]	[29452105, 29452112, 29452130]	[]
