#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_19167	chr20	5023989	5024389	+	968	54.0	[7.407259, 6.48025]	[91, 148]	[7.0321693, 6.48025]	[91, 148]	[5024155, 5024212]	[5024155, 5024212]
49_19175	chr20	44190159	44190559	+	1000	54.0	[9.081313]	[87]	[9.081313]	[87]	[44190312]	[44190312]
49_19178	chr20	50470401	50470801	+	1000	54.0	[11.844076]	[90]	[8.562728]	[90]	[50470586]	[50470586]
49_1918	chr6	158869771	158870171	+	1000	163.0	[7.9199734]	[93]	[6.763919]	[93]	[158869952]	[158869952]
49_19187	chr21	42539859	42540259	+	1000	54.0	[2.8726838]	[142]	[]	[]	[42540081]	[]
49_19197	chr22	19859066	19859466	+	1000	54.0	[]	[]	[4.6835613]	[158]	[]	[19859290]
49_192	chr16	50458194	50458594	+	1000	786.0	[13.47666]	[101]	[12.689945]	[101]	[50458395]	[50458395]
49_1921	chrX	2549088	2549488	+	1000	163.0	[12.689945]	[94]	[13.47666]	[94]	[2549278]	[2549278]
49_19231	chr22	27627489	27627889	+	1000	54.0	[12.74905]	[138]	[12.51038]	[138]	[27627688]	[27627688]
49_19242	chr3	14031306	14031706	+	763	54.0	[8.161051]	[161]	[11.680565]	[161]	[14031536]	[14031536]
49_19247	chr3	33808828	33809228	+	935	54.0	[8.668092]	[101]	[10.9407625]	[101]	[33809023]	[33809023]
49_1925	chr11	47986157	47986557	+	1000	162.0	[8.669316]	[91]	[11.352449]	[91]	[47986345]	[47986345]
49_19259	chr3	52288689	52289089	+	644	54.0	[]	[]	[2.6004224]	[144]	[]	[52288844]
49_1926	chr11	102341777	102342177	+	1000	162.0	[3.9836245, 5.62807]	[86, 113]	[6.702948]	[86]	[102341960, 102341987]	[102341960]
49_19261	chr3	87796391	87796791	+	993	54.0	[7.7076006, 10.9407625]	[80, 109]	[6.6663632, 8.668092]	[80, 109]	[87796549, 87796578]	[87796549, 87796578]
49_19262	chr3	101936662	101937062	+	1000	54.0	[7.4772544]	[88]	[8.969119]	[88]	[101936830]	[101936830]
49_19265	chr3	142706610	142707010	+	1000	54.0	[2.4810548]	[70]	[5.128815]	[70]	[142706776]	[142706776]
49_1928	chr13	50203472	50203872	+	1000	162.0	[13.033171]	[108]	[9.68026]	[108]	[50203672]	[50203672]
49_19284	chr4	79855026	79855426	+	1000	54.0	[10.9407625]	[104]	[8.668092]	[104]	[79855219]	[79855219]
49_19286	chr4	83252732	83253132	+	1000	54.0	[5.65542]	[94]	[5.561468]	[94]	[83252904]	[83252904]
49_193	chr17	27106686	27107086	+	1000	785.0	[12.689945]	[92]	[13.47666]	[92]	[27106878]	[27106878]
49_1930	chr14	51066599	51066999	+	1000	162.0	[9.68026]	[98]	[13.033171]	[98]	[51066796]	[51066796]
49_19304	chr5	122773588	122773988	+	1000	54.0	[7.0321693]	[102]	[7.407259]	[102]	[122773788]	[122773788]
49_19306	chr5	126520223	126520623	+	998	54.0	[5.025913]	[165]	[2.6521945]	[165]	[126520443]	[126520443]
49_19310	chr5	132684362	132684762	+	1000	54.0	[12.147872]	[114]	[12.57791]	[114]	[132684557]	[132684557]
49_1932	chr16	25679501	25679901	+	1000	162.0	[12.689945]	[99]	[13.47666]	[99]	[25679694]	[25679694]
49_19328	chr6	10510511	10510911	+	1000	54.0	[6.3597226]	[68]	[7.780024]	[68]	[10510676]	[10510676]
49_1934	chr18	45998293	45998693	+	1000	162.0	[11.488216]	[101]	[8.601787]	[101]	[45998492]	[45998492]
49_1935	chr19	48190301	48190701	+	1000	162.0	[12.57791]	[94]	[12.613283]	[94]	[48190495]	[48190495]
49_19358	chr6	44071607	44072007	+	1000	54.0	[6.433223]	[148]	[3.4554012]	[148]	[44071839]	[44071839]
49_1936	chr20	51093485	51093885	+	1000	162.0	[13.47666]	[94]	[12.689945]	[94]	[51093672]	[51093672]
49_19362	chr6	116272203	116272603	+	1000	54.0	[3.4554012]	[100]	[6.433223]	[100]	[116272402]	[116272402]
49_19365	chr6	145816410	145816810	+	1000	54.0	[6.2082367]	[87]	[3.368263]	[87]	[145816589]	[145816589]
49_19385	chr7	39810163	39810563	+	1000	54.0	[6.1983833]	[121]	[5.924115]	[121]	[39810355]	[39810355]
49_19386	chr7	76294812	76295212	+	1000	54.0	[6.9351807]	[136]	[8.07037]	[136]	[76294999]	[76294999]
49_19387	chr7	76598892	76599292	+	1000	54.0	[4.2738113]	[131]	[7.0031357]	[131]	[76599107]	[76599107]
49_19395	chr7	102390571	102390971	+	1000	54.0	[5.026892]	[57]	[]	[]	[102390726]	[]
49_194	chr21	37536900	37537300	+	1000	782.0	[7.3365355]	[102]	[3.350037]	[102]	[37537101]	[37537101]
49_1940	chr5	38099749	38100149	+	1000	162.0	[14.892951]	[94]	[17.54071]	[94]	[38099943]	[38099943]
49_19403	chr7	116971179	116971579	+	911	54.0	[4.300635]	[137]	[]	[]	[116971409]	[]
49_1942	chrX	37786614	37787014	+	1000	162.0	[8.562728]	[110]	[11.844076]	[110]	[37786814]	[37786814]
49_19422	chr8	2030525	2030925	+	1000	54.0	[11.444276]	[94]	[8.668092]	[94]	[2030706]	[2030706]
49_19424	chr8	22237215	22237615	+	1000	54.0	[2.3744664]	[134]	[5.6204414]	[134]	[22237433]	[22237433]
49_19428	chr8	28576361	28576761	+	1000	54.0	[14.892951]	[107]	[17.54071]	[107]	[28576557]	[28576557]
49_19429	chr8	29534533	29534933	+	1000	54.0	[14.294004]	[102]	[13.588854]	[102]	[29534735]	[29534735]
49_19432	chr8	54105347	54105747	+	1000	54.0	[13.47666]	[128]	[12.689945]	[128]	[54105562]	[54105562]
49_19433	chr8	54135645	54136045	+	1000	54.0	[3.427942]	[106]	[]	[]	[54135833]	[]
49_19437	chr8	95092683	95093083	+	1000	54.0	[7.407259]	[127]	[7.0321693]	[127]	[95092891]	[95092891]
49_19444	chr8	123631145	123631545	+	1000	54.0	[]	[]	[4.3933625]	[138]	[]	[123631346]
49_19445	chr8	123824460	123824860	+	1000	54.0	[9.68026]	[98]	[13.033171]	[98]	[123824655]	[123824655]
49_19446	chr8	124440349	124440749	+	1000	54.0	[2.7283988]	[69]	[2.4212346]	[69]	[124440508]	[124440508]
49_19447	chr8	124637422	124637822	+	1000	54.0	[6.119391]	[174]	[2.5564928]	[174]	[124637663]	[124637663]
49_19459	chr9	91419297	91419697	+	822	54.0	[4.752501]	[135]	[2.4444578]	[135]	[91419511]	[91419511]
49_1946	chr1	115668652	115669052	+	1000	161.0	[7.407259]	[108]	[5.0038557, 7.0321693]	[56, 108]	[115668857]	[115668805, 115668857]
49_19462	chr9	98442791	98443191	+	1000	54.0	[13.033171]	[94]	[9.68026]	[94]	[98442976]	[98442976]
49_19463	chr9	98796510	98796910	+	1000	54.0	[3.200361]	[107]	[3.9055116]	[107]	[98796693]	[98796693]
49_1948	chr11	35073984	35074384	+	1000	161.0	[10.38541]	[100]	[12.32802]	[100]	[35074182]	[35074182]
49_19492	chrX	15179556	15179956	+	1000	54.0	[9.68026]	[104]	[13.033171]	[104]	[15179758]	[15179758]
49_19497	chrX	125398890	125399290	+	1000	54.0	[]	[]	[4.527515]	[140]	[]	[125399101]
49_195	chr5	132972135	132972535	+	1000	781.0	[13.47666]	[93]	[12.689945]	[93]	[132972325]	[132972325]
49_1951	chr15	31224640	31225040	+	1000	161.0	[13.47666]	[102]	[12.689945]	[102]	[31224841]	[31224841]
49_19515	chr1	21853022	21853422	+	880	53.0	[9.200371]	[114]	[8.293994]	[114]	[21853228]	[21853228]
49_19520	chr1	24909475	24909875	+	1000	53.0	[]	[]	[5.62807]	[146]	[]	[24909689]
49_19529	chr1	30895567	30895967	+	1000	53.0	[4.766046]	[137]	[]	[]	[30895800]	[]
49_19542	chr1	61866716	61867116	+	1000	53.0	[7.3365355, 12.689945]	[77, 117]	[3.350037, 13.47666]	[77, 117]	[61866883, 61866923]	[61866883, 61866923]
49_19552	chr1	110202980	110203380	+	1000	53.0	[5.114053]	[58]	[2.9714565]	[58]	[110203135]	[110203135]
49_19555	chr1	112821605	112822005	+	1000	53.0	[2.6168218]	[136]	[4.5958743]	[136]	[112821837]	[112821837]
49_1957	chr4	78552380	78552780	+	1000	161.0	[12.471321]	[104]	[13.104909]	[104]	[78552575]	[78552575]
49_19579	chr1	174998524	174998924	+	1000	53.0	[6.5254154]	[134]	[6.3221188]	[134]	[174998753]	[174998753]
49_1958	chr6	42046834	42047234	+	1000	161.0	[6.631385]	[111]	[4.0551877]	[111]	[42047035]	[42047035]
49_19580	chr1	183543662	183544062	+	696	53.0	[6.287725]	[176]	[5.84601]	[176]	[183543883]	[183543883]
49_19584	chr1	193070079	193070479	+	1000	53.0	[6.28306]	[145]	[6.8812747]	[145]	[193070296]	[193070296]
49_19591	chr1	205327106	205327506	+	545	53.0	[3.4919982]	[76]	[6.809537]	[76]	[205327273]	[205327273]
49_19598	chr1	210866552	210866952	+	822	53.0	[6.433223]	[106]	[3.4554012]	[106]	[210866758]	[210866758]
49_196	chr2	186575238	186575638	+	1000	780.0	[12.201596]	[91]	[12.576686]	[91]	[186575429]	[186575429]
49_1961	chr8	93551893	93552293	+	1000	161.0	[7.408483]	[98]	[7.443856]	[98]	[93552087]	[93552087]
49_19613	chr1	244821306	244821706	+	1000	53.0	[7.1464367]	[87]	[6.99331]	[87]	[244821488]	[244821488]
49_19619	chr10	15209838	15210238	+	1000	53.0	[2.5716562]	[108]	[4.715904]	[108]	[15210039]	[15210039]
49_1962	chr8	95101366	95101766	+	1000	161.0	[5.1727195]	[104]	[7.8204803]	[104]	[95101562]	[95101562]
49_19622	chr10	39951194	39951594	+	1000	53.0	[3.7932866]	[135]	[]	[]	[39951427]	[]
49_1963	chr1	64801855	64802255	+	1000	160.0	[12.689945]	[112]	[13.47666]	[112]	[64802056]	[64802056]
49_19630	chr10	69229393	69229793	+	1000	53.0	[2.5716562]	[130]	[4.715904]	[130]	[69229615]	[69229615]
49_19632	chr10	70124412	70124812	+	1000	53.0	[6.753136, 13.632117]	[89, 106]	[5.84601, 13.632117]	[89, 106]	[70124594, 70124611]	[70124594, 70124611]
49_19665	chr11	67463262	67463662	+	1000	53.0	[]	[]	[4.527515]	[143]	[]	[67463467]
49_1967	chr13	86946730	86947130	+	1000	160.0	[5.1727195]	[138]	[7.8204803]	[138]	[86946950]	[86946950]
49_19675	chr11	75538447	75538847	+	1000	53.0	[11.317077]	[86]	[8.704689]	[86]	[75538624]	[75538624]
49_1968	chr15	63841900	63842300	+	1000	160.0	[6.433223]	[101]	[3.4554012]	[101]	[63842091]	[63842091]
49_19681	chr11	114651373	114651773	+	957	53.0	[9.68026]	[125]	[13.033171]	[125]	[114651575]	[114651575]
49_19684	chr12	961228	961628	+	1000	53.0	[13.588854]	[119]	[14.294004]	[119]	[961442]	[961442]
49_1969	chr16	26985349	26985749	+	1000	160.0	[13.47666]	[120]	[12.689945]	[120]	[26985565]	[26985565]
49_197	chr3	14646512	14646912	+	1000	780.0	[9.68026]	[90]	[13.033171]	[90]	[14646699]	[14646699]
49_19707	chr12	112559744	112560144	+	972	53.0	[3.350037]	[98]	[7.3365355]	[98]	[112559941]	[112559941]
49_1971	chr19	11535933	11536333	+	1000	160.0	[6.5049605]	[93]	[6.246463]	[93]	[11536124]	[11536124]
49_19733	chr15	27468159	27468559	+	876	53.0	[7.4690695]	[144]	[7.2148223]	[144]	[27468377]	[27468377]
49_19734	chr15	27946290	27946690	+	1000	53.0	[6.2082367]	[82]	[3.368263]	[82]	[27946451]	[27946451]
49_19737	chr15	40137673	40138073	+	938	53.0	[6.763919]	[135]	[7.9199734]	[135]	[40137889]	[40137889]
49_19745	chr15	69005704	69006104	+	695	53.0	[17.54071]	[110]	[14.892951]	[110]	[69005896]	[69005896]
49_19747	chr15	77634416	77634816	+	1000	53.0	[]	[]	[5.132279]	[82]	[]	[77634590]
49_1975	chr4	139202934	139203334	+	1000	160.0	[9.196315]	[103]	[11.210488]	[103]	[139203133]	[139203133]
49_19758	chr16	9092583	9092983	+	1000	53.0	[10.38541]	[143]	[12.32802]	[143]	[9092801]	[9092801]
49_1976	chr5	180781992	180782392	+	1000	160.0	[7.0321693]	[103]	[7.407259]	[103]	[180782194]	[180782194]
49_19763	chr16	20302952	20303352	+	1000	53.0	[]	[]	[4.527515]	[209]	[]	[20303187]
49_19769	chr16	55483195	55483595	+	1000	53.0	[14.892951]	[112]	[17.54071]	[112]	[55483397]	[55483397]
49_19777	chr16	83956735	83957135	+	1000	53.0	[6.516847]	[130]	[6.353051]	[130]	[83956947]	[83956947]
49_1978	chr6	158543565	158543965	+	1000	160.0	[13.033171]	[105]	[9.68026]	[105]	[158543766]	[158543766]
49_19789	chr17	27599778	27600178	+	1000	53.0	[5.685446]	[125]	[6.3750186]	[125]	[27600002]	[27600002]
49_198	chr14	69696901	69697301	+	1000	779.0	[12.689945]	[100]	[13.47666]	[100]	[69697096]	[69697096]
49_19804	chr17	55737939	55738339	+	1000	53.0	[3.0080535]	[109]	[4.986854]	[109]	[55738114]	[55738114]
49_19814	chr17	81354876	81355276	+	1000	53.0	[4.527515]	[162]	[]	[]	[81355113]	[]
49_19825	chr18	35407903	35408303	+	629	53.0	[2.4444578]	[110]	[4.2870903]	[110]	[35408090]	[35408090]
49_19832	chr19	3788965	3789365	+	810	53.0	[18.801544]	[124]	[18.801544]	[124]	[3789179]	[3789179]
49_19837	chr19	11931503	11931903	+	1000	53.0	[7.407259, 5.654196]	[92, 117]	[7.0321693, 5.6151924]	[92, 117]	[11931695, 11931720]	[11931695, 11931720]
49_1984	chr1	64757138	64757538	+	1000	159.0	[7.892218]	[110]	[7.9637814]	[110]	[64757327]	[64757327]
49_19865	chr19	50878864	50879264	+	673	53.0	[5.655814]	[96]	[]	[]	[50879054]	[]
49_19875	chr2	19305631	19306031	+	1000	53.0	[3.368263]	[101]	[6.2082367]	[101]	[19305822]	[19305822]
49_19877	chr2	26745735	26746135	+	1000	53.0	[]	[]	[4.663143]	[117]	[]	[26745939]
49_19888	chr2	64915128	64915528	+	1000	53.0	[4.628766]	[161]	[]	[]	[64915355]	[]
49_19894	chr2	70146481	70146881	+	706	53.0	[]	[]	[5.655814]	[208]	[]	[70146703]
49_19896	chr2	72088602	72089002	+	920	53.0	[13.47666]	[133]	[12.689945]	[133]	[72088814]	[72088814]
49_19898	chr2	74313547	74313947	+	1000	53.0	[7.728707]	[189]	[7.562104]	[189]	[74313789]	[74313789]
49_1991	chr13	19811388	19811788	+	1000	159.0	[14.892951]	[100]	[17.54071]	[100]	[19811580]	[19811580]
49_19917	chr2	178783367	178783767	+	1000	53.0	[14.294004, 7.4690695, 8.9991455]	[98, 108, 127]	[13.588854, 7.276857, 8.49522]	[98, 108, 127]	[178783548, 178783558, 178783577]	[178783548, 178783558, 178783577]
49_19919	chr2	193183332	193183732	+	993	53.0	[4.752501, 17.54071]	[62, 90]	[2.4444578, 14.892951]	[62, 90]	[193183492, 193183520]	[193183492, 193183520]
49_19921	chr2	217362622	217363022	+	933	53.0	[2.7510905]	[122]	[3.384678]	[122]	[217362836]	[217362836]
49_19925	chr2	241279437	241279837	+	1000	53.0	[3.368263]	[213]	[6.2082367]	[213]	[241279686]	[241279686]
49_1993	chr17	15972369	15972769	+	1000	159.0	[6.807183]	[101]	[7.320121]	[101]	[15972553]	[15972553]
49_1994	chr17	28059672	28060072	+	1000	159.0	[14.892951]	[93]	[17.54071]	[93]	[28059863]	[28059863]
49_19947	chr21	41572104	41572504	+	1000	53.0	[8.669316]	[92]	[10.887038]	[92]	[41572290]	[41572290]
49_19950	chr22	12555067	12555467	+	930	53.0	[13.104909]	[89]	[12.471321]	[89]	[12555256]	[12555256]
49_19954	chr22	19273926	19274326	+	1000	53.0	[7.3365355]	[133]	[3.350037]	[133]	[19274148]	[19274148]
49_19967	chr22	21750241	21750641	+	1000	53.0	[6.1491013]	[125]	[6.2855215]	[125]	[21750451]	[21750451]
49_19983	chr22	24728811	24729211	+	1000	53.0	[4.527515]	[85]	[]	[]	[24728984]	[]
49_19987	chr22	37891074	37891474	+	1000	53.0	[9.68026]	[126]	[13.033171]	[126]	[37891289]	[37891289]
49_19989	chr22	39212664	39213064	+	997	53.0	[4.619341]	[166]	[]	[]	[39212895]	[]
49_19998	chr3	14313697	14314097	+	1000	53.0	[9.68026]	[167]	[13.033171]	[167]	[14313931]	[14313931]
49_20	chr7	106774732	106775132	+	1000	1366.0	[12.689945]	[94]	[13.47666]	[94]	[106774925]	[106774925]
49_2001	chr3	155089504	155089904	+	1000	159.0	[14.892951]	[96]	[17.54071]	[96]	[155089700]	[155089700]
49_20018	chr3	139341922	139342322	+	963	53.0	[14.892951]	[149]	[17.54071]	[149]	[139342144]	[139342144]
49_2002	chr4	48212122	48212522	+	1000	159.0	[6.9367356]	[95]	[3.4554012]	[95]	[48212312]	[48212312]
49_20024	chr3	155218859	155219259	+	1000	53.0	[12.689945]	[122]	[13.47666]	[122]	[155219065]	[155219065]
49_20028	chr3	169953539	169953939	+	1000	53.0	[7.0321693]	[99]	[7.407259]	[99]	[169953736]	[169953736]
49_20033	chr3	195717310	195717710	+	1000	53.0	[3.4554012]	[111]	[6.9367356]	[111]	[195717498]	[195717498]
49_2004	chr5	168581068	168581468	+	1000	159.0	[6.6517253]	[99]	[6.3779483]	[99]	[168581267]	[168581267]
49_20046	chr4	25310426	25310826	+	1000	53.0	[9.68026]	[100]	[13.033171]	[100]	[25310595]	[25310595]
49_2005	chr6	14950613	14951013	+	1000	159.0	[2.7454853, 7.892218]	[100, 110]	[7.9637814]	[110]	[14950775, 14950785]	[14950785]
49_20059	chr4	184885593	184885993	+	1000	53.0	[18.801544]	[138]	[18.801544]	[138]	[184885813]	[184885813]
49_2007	chr7	91456439	91456839	+	1000	159.0	[9.68026]	[110]	[13.033171]	[110]	[91456639]	[91456639]
49_20082	chr5	149371339	149371739	+	1000	53.0	[2.707981]	[136]	[2.4427254]	[136]	[149371573]	[149371573]
49_20084	chr5	150459676	150460076	+	992	53.0	[2.481365]	[99]	[2.8564546]	[99]	[150459863]	[150459863]
49_20085	chr5	172802652	172803052	+	1000	53.0	[7.320121]	[146]	[6.807183]	[146]	[172802829]	[172802829]
49_20087	chr5	178505438	178505838	+	753	53.0	[13.033171]	[108]	[9.68026]	[108]	[178505646]	[178505646]
49_20092	chr6	6639551	6639951	+	1000	53.0	[17.54071]	[114]	[14.892951]	[114]	[6639764]	[6639764]
49_201	chr19	45439781	45440181	+	1000	772.0	[11.352449]	[96]	[8.669316]	[96]	[45439975]	[45439975]
49_2010	chrX	42992154	42992554	+	1000	159.0	[17.54071]	[122]	[14.892951]	[122]	[42992367]	[42992367]
49_2012	chr11	36026576	36026976	+	1000	158.0	[13.47666]	[112]	[12.689945]	[112]	[36026783]	[36026783]
49_20124	chr6	110495924	110496324	+	1000	53.0	[3.9118865]	[95]	[3.9118865]	[95]	[110496119]	[110496119]
49_20148	chr7	21642425	21642825	+	1000	53.0	[10.9407625]	[115]	[8.668092]	[115]	[21642632]	[21642632]
49_20153	chr7	49812538	49812938	+	1000	53.0	[13.588854, 9.68026]	[93, 125]	[14.294004, 13.033171]	[93, 125]	[49812731, 49812763]	[49812731, 49812763]
49_20155	chr7	86998537	86998937	+	806	53.0	[18.801544]	[150]	[18.801544]	[150]	[86998758]	[86998758]
49_20163	chr7	111642359	111642759	+	1000	53.0	[]	[]	[5.0922184]	[98]	[]	[111642553]
49_20172	chr7	132773200	132773600	+	972	53.0	[18.801544]	[133]	[18.801544]	[133]	[132773430]	[132773430]
49_20185	chr7	157271838	157272238	+	1000	53.0	[13.033171, 6.3750186]	[97, 107]	[9.68026, 5.685446]	[97, 107]	[157272025, 157272035]	[157272025, 157272035]
49_20192	chr8	42122618	42123018	+	1000	53.0	[12.689945]	[75]	[13.47666]	[75]	[42122790]	[42122790]
49_20196	chr8	72134323	72134723	+	1000	53.0	[5.655814]	[164]	[]	[]	[72134558]	[]
49_202	chr3	58059660	58060060	+	1000	772.0	[3.6277652]	[103]	[6.742007]	[103]	[58059857]	[58059857]
49_20220	chr9	98340404	98340804	+	1000	53.0	[7.251801]	[126]	[6.089997]	[126]	[98340624]	[98340624]
49_20223	chr9	98860800	98861200	+	1000	53.0	[5.6025786]	[138]	[5.6025786]	[138]	[98860951]	[98860951]
49_20228	chr9	112210817	112211217	+	932	53.0	[18.801544]	[118]	[18.801544]	[118]	[112211025]	[112211025]
49_20238	chr9	128035245	128035645	+	1000	53.0	[6.2855215]	[138]	[6.1491013]	[138]	[128035440]	[128035440]
49_2025	chr5	74595194	74595594	+	1000	158.0	[18.801544]	[129]	[18.801544]	[129]	[74595410]	[74595410]
49_20290	chr1	21645976	21646376	+	1000	52.0	[18.801544]	[109]	[18.801544]	[109]	[21646180]	[21646180]
49_20305	chr1	58892556	58892956	+	1000	52.0	[9.68026]	[127]	[13.033171]	[127]	[58892781]	[58892781]
49_20309	chr1	78084756	78085156	+	673	52.0	[8.263968]	[96]	[8.182405]	[96]	[78084908]	[78084908]
49_20325	chr1	146007098	146007498	+	571	52.0	[7.9199734]	[71]	[6.763919]	[71]	[146007253]	[146007253]
49_20334	chr1	161192438	161192838	+	1000	52.0	[6.8767114]	[131]	[6.4650865]	[131]	[161192669]	[161192669]
49_20337	chr1	165914168	165914568	+	1000	52.0	[4.3933625]	[110]	[]	[]	[165914369]	[]
49_20347	chr1	181937506	181937906	+	1000	52.0	[13.632117]	[149]	[13.632117]	[149]	[181937728]	[181937728]
49_20349	chr1	192955645	192956045	+	1000	52.0	[9.68026]	[127]	[13.033171]	[127]	[192955870]	[192955870]
49_20351	chr1	203338399	203338799	+	1000	52.0	[5.62807]	[151]	[]	[]	[203338637]	[]
49_2036	chr12	123997489	123997889	+	1000	157.0	[13.033171]	[105]	[9.68026]	[105]	[123997694]	[123997694]
49_2037	chr16	28019206	28019606	+	1000	157.0	[13.47666]	[102]	[12.689945]	[102]	[28019407]	[28019407]
49_20376	chr1	229347508	229347908	+	1000	52.0	[6.246463]	[99]	[7.0084734]	[99]	[229347696]	[229347696]
49_20379	chr1	234856133	234856533	+	1000	52.0	[13.632117]	[94]	[13.632117]	[94]	[234856311]	[234856311]
49_20381	chr1	236567611	236568011	+	1000	52.0	[7.9199734]	[81]	[6.763919]	[81]	[236567770]	[236567770]
49_20382	chr1	236732625	236733025	+	1000	52.0	[13.033171]	[132]	[9.68026]	[132]	[236732847]	[236732847]
49_20383	chr1	246155940	246156340	+	943	52.0	[5.1727195]	[92]	[7.8204803]	[92]	[246156124]	[246156124]
49_204	chr14	49858343	49858743	+	1000	768.0	[13.033171]	[94]	[9.68026]	[94]	[49858537]	[49858537]
49_20401	chr10	72737276	72737676	+	1000	52.0	[6.437053, 7.5356817]	[107, 120]	[5.685446, 7.407259]	[107, 120]	[72737466, 72737479]	[72737466, 72737479]
49_20414	chr11	3920072	3920472	+	1000	52.0	[3.7564287]	[88]	[2.9697142]	[88]	[3920259]	[3920259]
49_20426	chr11	44519268	44519668	+	1000	52.0	[13.632117, 2.8726838]	[136, 154]	[13.632117]	[136]	[44519485, 44519503]	[44519485]
49_20442	chr11	66886025	66886425	+	809	52.0	[5.492303]	[204]	[]	[]	[66886261]	[]
49_2045	chr6	41189053	41189453	+	1000	157.0	[17.54071]	[95]	[14.892951]	[95]	[41189244]	[41189244]
49_20452	chr11	93618794	93619194	+	752	52.0	[13.033171]	[103]	[9.68026]	[103]	[93618994]	[93618994]
49_20459	chr11	120344435	120344835	+	1000	52.0	[]	[]	[3.0281417]	[112]	[]	[120344634]
49_2046	chr7	97694367	97694767	+	1000	157.0	[13.033171]	[103]	[9.68026]	[103]	[97694568]	[97694568]
49_2047	chr7	156765986	156766386	+	1000	157.0	[9.68026]	[99]	[13.033171]	[99]	[156766178]	[156766178]
49_20481	chr12	69534345	69534745	+	965	52.0	[2.596367, 12.32802]	[121, 140]	[4.9856296, 10.38541]	[121, 140]	[69534534, 69534553]	[69534534, 69534553]
49_20483	chr12	89574584	89574984	+	1000	52.0	[3.384678]	[97]	[2.7510905]	[97]	[89574780]	[89574780]
49_20485	chr12	98439968	98440368	+	1000	52.0	[4.585177]	[87]	[2.3791316]	[87]	[98440133]	[98440133]
49_20490	chr12	113017070	113017470	+	1000	52.0	[17.54071]	[74]	[14.892951]	[74]	[113017232]	[113017232]
49_20498	chr13	107979016	107979416	+	1000	52.0	[4.688775]	[162]	[5.9977975]	[162]	[107979206]	[107979206]
49_205	chr8	98605340	98605740	+	1000	760.0	[12.576686]	[91]	[12.201596]	[91]	[98605529]	[98605529]
49_20509	chr14	70875723	70876123	+	964	52.0	[12.689945]	[95]	[13.47666]	[95]	[70875916]	[70875916]
49_20518	chr15	41288430	41288830	+	557	52.0	[13.033171]	[112]	[9.68026]	[112]	[41288636]	[41288636]
49_20524	chr15	66903631	66904031	+	1000	52.0	[7.276857]	[127]	[7.4690695]	[127]	[66903834]	[66903834]
49_20541	chr16	11405525	11405925	+	1000	52.0	[2.7442608]	[102]	[]	[]	[11405715]	[]
49_20550	chr16	69396098	69396498	+	1000	52.0	[4.7906027]	[211]	[2.4444578]	[211]	[69396342]	[69396342]
49_20551	chr16	70634035	70634435	+	901	52.0	[6.742007]	[126]	[3.6277652]	[126]	[70634252]	[70634252]
49_20554	chr16	84065497	84065897	+	871	52.0	[6.1491013]	[80]	[6.2855215]	[80]	[84065670]	[84065670]
49_20563	chr17	32319404	32319804	+	1000	52.0	[6.305939]	[117]	[6.631123]	[117]	[32319617]	[32319617]
49_20564	chr17	32893449	32893849	+	631	52.0	[18.801544]	[132]	[18.801544]	[132]	[32893664]	[32893664]
49_20570	chr17	41510323	41510723	+	1000	52.0	[2.4444578]	[145]	[4.752501]	[145]	[41510524]	[41510524]
49_20579	chr17	50274243	50274643	+	895	52.0	[6.4814744]	[154]	[5.923013]	[154]	[50274425]	[50274425]
49_2058	chr15	73019713	73020113	+	1000	156.0	[14.294004]	[104]	[13.588854]	[104]	[73019911]	[73019911]
49_20600	chr18	13720870	13721270	+	1000	52.0	[13.033171]	[124]	[9.68026]	[124]	[13721061]	[13721061]
