#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_1	chr4	8303572	8303972	+	1000	782.0	[16.412586, 16.412586, 16.412586, 16.412586]	[64, 90, 116, 142]	[7.2059402, 7.2059402]	[62, 88]	[8303732, 8303758, 8303784, 8303810]	[8303730, 8303756]
593_2758	chr10	12221866	12222266	+	1000	43.0	[13.902448]	[145]	[13.45553]	[143]	[12222098]	[12222096]
593_2759	chr10	21175115	21175515	+	1000	43.0	[13.902448]	[101]	[9.189399]	[99]	[21175315]	[21175313]
593_2761	chr10	93043062	93043462	+	1000	43.0	[9.716079]	[102]	[7.1146708, 13.902448]	[60, 100]	[93043256]	[93043214, 93043254]
593_2765	chr12	31732828	31733228	+	1000	43.0	[7.0733485, 12.673135]	[137, 153]	[12.540544, 10.945392]	[135, 151]	[31733058, 31733074]	[31733056, 31733072]
593_2766	chr12	49368679	49369079	+	1000	43.0	[13.45553]	[107]	[13.902448]	[105]	[49368845]	[49368843]
593_2767	chr12	71935543	71935943	+	1000	43.0	[7.0733485]	[145]	[11.6737585]	[143]	[71935788]	[71935786]
593_2770	chr16	19283707	19284107	+	1000	43.0	[16.412586]	[67]	[]	[]	[19283858]	[]
593_2772	chr17	3809089	3809489	+	1000	43.0	[7.8001075, 16.412586]	[76, 133]	[7.0733485]	[131]	[3809252, 3809309]	[3809307]
593_2773	chr17	28599504	28599904	+	1000	43.0	[10.030405, 6.2946467]	[127, 151]	[16.412586]	[125]	[28599706, 28599730]	[28599704]
593_2775	chr17	39650159	39650559	+	1000	43.0	[]	[]	[16.412586]	[70]	[]	[39650311]
593_2777	chr17	65785117	65785517	+	1000	43.0	[7.2059402]	[150]	[16.412586]	[148]	[65785348]	[65785346]
593_2780	chr19	7680470	7680870	+	1000	43.0	[7.078671]	[61]	[]	[]	[7680622]	[]
593_2782	chr2	18558500	18558900	+	1000	43.0	[11.296419]	[126]	[8.036991, 8.78628, 6.5879908]	[124, 155, 163]	[18558692]	[18558690, 18558721, 18558729]
593_2783	chr2	102080468	102080868	+	1000	43.0	[16.412586]	[141]	[7.0733485]	[139]	[102080690]	[102080688]
593_2786	chr20	34899714	34900114	+	1000	43.0	[7.0733485]	[141]	[16.412586]	[139]	[34899943]	[34899941]
593_2788	chr20	62088515	62088915	+	1000	43.0	[9.716079]	[138]	[9.636316]	[136]	[62088695]	[62088693]
593_279	chr2	191571394	191571794	+	1000	182.0	[13.902448]	[110]	[9.5834875]	[108]	[191571603]	[191571601]
593_2792	chr22	35212012	35212412	+	1000	43.0	[10.030405]	[149]	[9.716079]	[147]	[35212246]	[35212244]
593_2793	chr3	17632433	17632833	+	1000	43.0	[13.902448, 6.864906]	[124, 145]	[13.45553]	[122]	[17632649, 17632670]	[17632647]
593_2795	chr3	101780640	101781040	+	1000	43.0	[13.902448]	[106]	[13.45553]	[104]	[101780841]	[101780839]
593_2798	chr4	83378421	83378821	+	1000	43.0	[16.412586]	[102]	[7.2059402]	[100]	[83378610]	[83378608]
593_2799	chr4	143813710	143814110	+	1000	43.0	[]	[]	[10.162996]	[180]	[]	[143813961]
593_280	chr3	9870933	9871333	+	1000	182.0	[7.0733485]	[121]	[16.412586]	[119]	[9871147]	[9871145]
593_2800	chr4	153804766	153805166	+	1000	43.0	[6.6497006, 13.902448]	[82, 96]	[8.684887, 16.412586]	[80, 94]	[153804947, 153804961]	[153804945, 153804959]
593_2802	chr5	54742270	54742670	+	1000	43.0	[11.977605]	[119]	[8.127419]	[117]	[54742463]	[54742461]
593_2805	chr5	173688661	173689061	+	1000	43.0	[10.162996]	[110]	[16.412586]	[108]	[173688867]	[173688865]
593_2806	chr6	17057208	17057608	+	1000	43.0	[7.0733485]	[161]	[16.412586]	[159]	[17057444]	[17057442]
593_2807	chr6	17875940	17876340	+	1000	43.0	[16.412586]	[106]	[9.818272]	[104]	[17876134]	[17876132]
593_2808	chr6	27407481	27407881	+	1000	43.0	[7.2059402]	[81]	[16.412586]	[79]	[27407656]	[27407654]
593_281	chr22	47307320	47307720	+	1000	181.0	[9.818272, 7.2059402]	[86, 110]	[16.412586, 16.412586]	[84, 108]	[47307494, 47307518]	[47307492, 47307516]
593_2817	chr6	125812698	125813098	+	1000	43.0	[13.45553]	[91]	[7.2059402]	[89]	[125812886]	[125812884]
593_282	chr2	111698845	111699245	+	1000	180.0	[13.902448, 13.45553]	[97, 148]	[9.189399, 13.902448]	[95, 146]	[111699025, 111699076]	[111699023, 111699074]
593_2821	chr7	20219781	20220181	+	1000	43.0	[]	[]	[8.085031]	[188]	[]	[20220015]
593_2823	chr7	29557924	29558324	+	1000	43.0	[16.412586]	[131]	[13.902448]	[129]	[29558152]	[29558150]
593_2826	chr7	99330506	99330906	+	1000	43.0	[]	[]	[7.904591]	[75]	[]	[99330670]
593_2827	chr7	100444381	100444781	+	1000	43.0	[]	[]	[6.670341]	[89]	[]	[100444568]
593_283	chr3	72018336	72018736	+	1000	180.0	[10.945392]	[97]	[16.412586]	[95]	[72018529]	[72018527]
593_2830	chr7	130009864	130010264	+	1000	43.0	[10.772233, 10.854122]	[112, 144]	[6.7715845, 6.614336]	[81, 161]	[130010058, 130010090]	[130010027, 130010107]
593_2831	chr7	138439233	138439633	+	1000	43.0	[6.7715845, 10.162996]	[122, 143]	[9.189399]	[141]	[138439452, 138439473]	[138439471]
593_2832	chr7	153036392	153036792	+	1000	43.0	[7.0733485]	[113]	[16.412586]	[111]	[153036592]	[153036590]
593_2834	chr8	9099655	9100055	+	1000	43.0	[7.2059402]	[165]	[16.412586]	[163]	[9099879]	[9099877]
593_2835	chr8	12856139	12856539	+	1000	43.0	[7.2059402]	[89]	[16.412586]	[87]	[12856307]	[12856305]
593_2836	chr8	58647350	58647750	+	1000	43.0	[16.412586]	[124]	[7.2059402]	[122]	[58647557]	[58647555]
593_2842	chr9	131053186	131053586	+	1000	43.0	[6.9115763]	[154]	[]	[]	[131053348]	[]
593_2845	chr9	131185872	131186272	+	1000	43.0	[]	[]	[6.3696322]	[110]	[]	[131186070]
593_2849	chrX	111302277	111302677	+	1000	43.0	[7.0733485]	[113]	[16.412586]	[111]	[111302482]	[111302480]
593_285	chr3	45273719	45274119	+	1000	179.0	[9.72495]	[130]	[12.235088, 7.6381135]	[59, 128]	[45273944]	[45273873, 45273942]
593_2852	chr1	4135832	4136232	+	1000	42.0	[6.3859158]	[180]	[7.9979124]	[178]	[4136055]	[4136053]
593_2856	chr1	46158512	46158912	+	1000	42.0	[10.030405]	[134]	[9.716079]	[132]	[46158697]	[46158695]
593_2858	chr1	100750213	100750613	+	1000	42.0	[7.2059402]	[100]	[13.45553]	[98]	[100750391]	[100750389]
593_2859	chr1	101259669	101260069	+	1000	42.0	[]	[]	[9.342972]	[145]	[]	[101259894]
593_286	chr4	152106177	152106577	+	1000	179.0	[16.412586, 11.999462]	[111, 130]	[13.902448, 11.977605]	[109, 128]	[152106383, 152106402]	[152106381, 152106400]
593_2866	chr1	197178912	197179312	+	1000	42.0	[]	[]	[11.85311]	[126]	[]	[197179131]
593_2869	chr1	230127044	230127444	+	1000	42.0	[]	[]	[6.614336]	[152]	[]	[230127218]
593_287	chr1	168392898	168393298	+	1000	178.0	[7.2059402]	[99]	[16.412586]	[97]	[168393096]	[168393094]
593_2874	chr10	50621952	50622352	+	1000	42.0	[7.915286]	[115]	[11.977605]	[113]	[50622158]	[50622156]
593_2878	chr11	15580006	15580406	+	1000	42.0	[7.209631, 16.412586]	[51, 74]	[6.8453712, 13.902448, 8.237969]	[53, 72, 137]	[15580157, 15580180]	[15580159, 15580178, 15580243]
593_2880	chr11	71962491	71962891	+	1000	42.0	[7.2059402]	[142]	[16.412586]	[140]	[71962729]	[71962727]
593_2883	chr12	54935260	54935660	+	1000	42.0	[12.146455, 10.945392]	[111, 147]	[6.264672, 6.6792603, 16.412586]	[93, 109, 145]	[54935463, 54935499]	[54935445, 54935461, 54935497]
593_2886	chr15	21428872	21429272	+	1000	42.0	[13.45553]	[77]	[7.2059402]	[75]	[21429046]	[21429044]
593_2887	chr15	66661612	66662012	+	1000	42.0	[12.673135, 7.424376]	[99, 132]	[9.818272]	[97]	[66661786, 66661819]	[66661784]
593_2888	chr16	1944169	1944569	+	1000	42.0	[7.8970656, 16.412586]	[107, 142]	[13.902448, 8.2620945]	[140, 162]	[1944355, 1944390]	[1944388, 1944410]
593_2889	chr16	20280251	20280651	+	1000	42.0	[16.412586]	[102]	[7.0733485]	[100]	[20280452]	[20280450]
593_289	chr11	76035036	76035436	+	1000	178.0	[7.2059402]	[88]	[16.412586]	[86]	[76035223]	[76035221]
593_2890	chr16	46962615	46963015	+	1000	42.0	[7.2059402]	[110]	[16.412586]	[108]	[46962812]	[46962810]
593_2892	chr18	13597118	13597518	+	1000	42.0	[6.6792603]	[107]	[13.45553]	[105]	[13597316]	[13597314]
593_2893	chr18	57925761	57926161	+	1000	42.0	[16.412586]	[88]	[]	[]	[57925942]	[]
593_2894	chr19	4840930	4841330	+	1000	42.0	[11.409169]	[104]	[]	[]	[4841105]	[]
593_2895	chr19	9914726	9915126	+	1000	42.0	[12.673135]	[112]	[10.945392]	[110]	[9914903]	[9914901]
593_2896	chr19	27824120	27824520	+	1000	42.0	[7.0733485]	[110]	[16.412586]	[108]	[27824329]	[27824327]
593_29	chr16	65975085	65975485	+	1000	519.0	[16.412586, 16.412586, 16.412586]	[96, 116, 136]	[7.2059402, 7.2059402, 7.2059402]	[94, 114, 134]	[65975268, 65975288, 65975308]	[65975266, 65975286, 65975306]
593_2900	chr2	26462482	26462882	+	1000	42.0	[9.716079]	[142]	[13.902448]	[140]	[26462698]	[26462696]
593_2901	chr2	47334263	47334663	+	1000	42.0	[7.1146708]	[147]	[]	[]	[47334456]	[]
593_2902	chr2	47639478	47639878	+	1000	42.0	[16.412586]	[123]	[7.2059402]	[121]	[47639686]	[47639684]
593_2904	chr2	100291071	100291471	+	1000	42.0	[7.2059402]	[158]	[13.45553]	[156]	[100291307]	[100291305]
593_2905	chr2	123154186	123154586	+	1000	42.0	[16.412586]	[95]	[7.0733485]	[93]	[123154371]	[123154369]
593_291	chr1	109719301	109719701	+	1000	177.0	[16.412586]	[96]	[6.7715845, 6.6792603]	[84, 94]	[109719488]	[109719476, 109719486]
593_2910	chr21	14388290	14388690	+	1000	42.0	[16.412586]	[100]	[7.0733485]	[98]	[14388478]	[14388476]
593_2915	chr22	20071862	20072262	+	1000	42.0	[9.042406]	[97]	[11.977605]	[95]	[20072052]	[20072050]
593_2917	chr22	20961799	20962199	+	1000	42.0	[]	[]	[6.8557186, 6.1340055]	[167, 192]	[]	[20962020, 20962045]
593_2922	chr22	23004657	23005057	+	1000	42.0	[11.999462]	[194]	[]	[]	[23004895]	[]
593_2925	chr3	13574873	13575273	+	1000	42.0	[9.125032, 6.2946467]	[155, 180]	[]	[]	[13575083, 13575108]	[]
593_2927	chr3	38516545	38516945	+	1000	42.0	[7.711474, 16.412586]	[103, 182]	[8.127419, 10.030405]	[101, 180]	[38516700, 38516779]	[38516698, 38516777]
593_2929	chr4	48219416	48219816	+	1000	42.0	[6.6765213]	[139]	[]	[]	[48219648]	[]
593_293	chr8	100881985	100882385	+	1000	177.0	[7.2059402]	[93]	[16.412586]	[91]	[100882178]	[100882176]
593_2930	chr4	76301275	76301675	+	1000	42.0	[11.195025]	[110]	[13.45553]	[156]	[76301478]	[76301524]
593_2932	chr5	38601778	38602178	+	1000	42.0	[13.45553]	[110]	[8.4563675]	[133]	[38601977]	[38602000]
593_2933	chr5	95647829	95648229	+	1000	42.0	[]	[]	[8.210046]	[118]	[]	[95648046]
593_2934	chr5	141919081	141919481	+	1000	42.0	[16.412586]	[134]	[10.945392]	[132]	[141919283]	[141919281]
593_2935	chr5	149357276	149357676	+	1000	42.0	[8.085031]	[118]	[]	[]	[149357493]	[]
593_2936	chr6	22025706	22026106	+	1000	42.0	[8.4563675]	[117]	[13.902448]	[115]	[22025893]	[22025891]
593_2939	chr6	31690302	31690702	+	1000	42.0	[9.818272]	[147]	[16.412586]	[145]	[31690523]	[31690521]
593_294	chr16	25048495	25048895	+	1000	176.0	[16.412586]	[103]	[9.818272]	[101]	[25048694]	[25048692]
593_2944	chr7	30403395	30403795	+	1000	42.0	[16.412586]	[138]	[10.945392]	[136]	[30403621]	[30403619]
593_2945	chr7	72211178	72211578	+	1000	42.0	[16.412586]	[116]	[8.036991]	[138]	[72211378]	[72211400]
593_295	chr7	149494789	149495189	+	1000	176.0	[11.13416]	[96]	[6.7210364]	[115]	[149494982]	[149495001]
593_2952	chr8	106011355	106011755	+	1000	42.0	[7.0733485]	[107]	[16.412586]	[105]	[106011551]	[106011549]
593_2953	chr9	34876103	34876503	+	1000	42.0	[16.412586]	[128]	[7.0733485]	[126]	[34876306]	[34876304]
593_2958	chr9	137268496	137268896	+	1000	42.0	[]	[]	[12.235088]	[87]	[]	[137268676]
593_2959	chrUn_GL000216v2	5453	5853	+	1000	42.0	[]	[]	[7.260634]	[111]	[]	[5659]
593_296	chr8	11346884	11347284	+	1000	176.0	[16.412586]	[102]	[13.902448]	[100]	[11347082]	[11347080]
593_2960	chrUn_GL000219v1	40148	40548	+	1000	42.0	[]	[]	[10.54713]	[113]	[]	[40360]
593_2961	chrX	148856496	148856896	+	1000	42.0	[7.0733485]	[113]	[7.0327816, 16.412586]	[57, 111]	[148856708]	[148856652, 148856706]
593_2965	chr1	93124913	93125313	+	1000	41.0	[16.412586]	[175]	[9.163619]	[173]	[93125163]	[93125161]
593_297	chr16	85124969	85125369	+	1000	175.0	[7.4181294, 7.2059402]	[86, 115]	[16.412586]	[113]	[85125150, 85125179]	[85125177]
593_2970	chr10	44938924	44939324	+	1000	41.0	[7.0733485]	[125]	[16.412586]	[123]	[44939144]	[44939142]
593_2971	chr10	48410475	48410875	+	1000	41.0	[7.0733485]	[99]	[16.412586]	[97]	[48410666]	[48410664]
593_2974	chr10	98464174	98464574	+	1000	41.0	[]	[]	[7.5371265]	[169]	[]	[98464400]
593_298	chr18	57586786	57587186	+	1000	175.0	[16.412586]	[102]	[7.2059402]	[100]	[57586981]	[57586979]
593_2980	chr11	86163180	86163580	+	1000	41.0	[9.57195]	[102]	[8.896054]	[100]	[86163373]	[86163371]
593_2981	chr11	86183062	86183462	+	1000	41.0	[]	[]	[16.412586]	[99]	[]	[86183214]
593_2982	chr11	94729320	94729720	+	968	41.0	[16.412586]	[130]	[]	[]	[94729536]	[]
593_2984	chr12	25100182	25100582	+	1000	41.0	[16.412586]	[89]	[7.0733485]	[87]	[25100368]	[25100366]
593_2986	chr12	131860461	131860861	+	1000	41.0	[12.235088]	[176]	[]	[]	[131860690]	[]
593_2989	chr13	51154159	51154559	+	560	41.0	[7.0733485]	[103]	[16.412586]	[101]	[51154361]	[51154359]
593_299	chr1	11908324	11908724	+	1000	174.0	[]	[]	[6.5257025]	[92]	[]	[11908512]
593_2993	chr14	90758459	90758859	+	1000	41.0	[13.902448]	[125]	[12.673135]	[123]	[90758656]	[90758654]
593_2994	chr15	66999127	66999527	+	1000	41.0	[16.412586]	[147]	[7.0733485]	[145]	[66999355]	[66999353]
593_2995	chr16	4526791	4527191	+	983	41.0	[]	[]	[13.45553]	[103]	[]	[4526990]
593_2998	chr17	31078250	31078650	+	1000	41.0	[12.32841]	[131]	[8.495638, 13.902448]	[100, 129]	[31078479]	[31078448, 31078477]
593_30	chr22	21108659	21109059	+	1000	501.0	[16.412586]	[101]	[7.0733485]	[99]	[21108854]	[21108852]
593_3000	chr17	76623299	76623699	+	1000	41.0	[10.945392, 6.1916084]	[87, 114]	[7.407627]	[85]	[76623467, 76623494]	[76623465]
593_3001	chr18	47387872	47388272	+	1000	41.0	[7.2059402]	[114]	[16.412586, 6.594735]	[112, 164]	[47388056]	[47388054, 47388106]
593_3002	chr19	40268495	40268895	+	1000	41.0	[8.2620945]	[83]	[]	[]	[40268673]	[]
593_3005	chr19	51350674	51351074	+	1000	41.0	[16.412586]	[81]	[9.818272]	[79]	[51350850]	[51350848]
593_3006	chr2	8737760	8738160	+	1000	41.0	[7.0733485]	[134]	[16.412586]	[132]	[8737979]	[8737977]
593_3007	chr2	27162142	27162542	+	1000	41.0	[7.017528, 16.412586]	[123, 143]	[]	[]	[27162337, 27162357]	[]
593_3008	chr2	38215992	38216392	+	1000	41.0	[7.2059402]	[100]	[16.412586]	[98]	[38216189]	[38216187]
593_3009	chr2	42254544	42254944	+	1000	41.0	[16.412586]	[137]	[]	[]	[42254762]	[]
593_301	chr19	38688860	38689260	+	1000	174.0	[16.412586]	[102]	[7.0733485]	[100]	[38689059]	[38689057]
593_3014	chr2	100292079	100292479	+	1000	41.0	[13.45553]	[107]	[7.2059402]	[105]	[100292277]	[100292275]
593_3015	chr2	171244704	171245104	+	1000	41.0	[11.977605]	[78]	[7.260634]	[76]	[171244876]	[171244874]
593_3021	chr22	20857350	20857750	+	1000	41.0	[]	[]	[10.54713]	[167]	[]	[20857588]
593_303	chr11	45557370	45557770	+	1000	173.0	[7.2059402]	[74]	[16.412586]	[72]	[45557537]	[45557535]
593_3031	chr3	129229152	129229552	+	1000	41.0	[6.2166324, 16.412586]	[115, 139]	[6.1820455, 9.818272]	[92, 137]	[129229349, 129229373]	[129229326, 129229371]
593_3032	chr3	152682472	152682872	+	1000	41.0	[16.412586]	[113]	[10.030405]	[111]	[152682678]	[152682676]
593_3038	chr4	108685077	108685477	+	1000	41.0	[]	[]	[11.999462]	[104]	[]	[108685275]
593_3039	chr4	131470375	131470775	+	1000	41.0	[13.902448]	[90]	[9.716079]	[88]	[131470560]	[131470558]
593_304	chr11	46427358	46427758	+	1000	173.0	[16.412586]	[124]	[11.296419, 10.030405]	[64, 122]	[46427581]	[46427521, 46427579]
593_3040	chr5	43001715	43002115	+	1000	41.0	[9.342972]	[108]	[]	[]	[43001920]	[]
593_3042	chr5	130796914	130797314	+	1000	41.0	[16.412586]	[98]	[7.2059402]	[96]	[130797099]	[130797097]
593_3043	chr5	131481521	131481921	+	1000	41.0	[7.2059402]	[106]	[13.45553]	[104]	[131481724]	[131481722]
593_3044	chr6	10144775	10145175	+	1000	41.0	[16.412586]	[90]	[7.0733485]	[88]	[10144958]	[10144956]
593_305	chr17	42928964	42929364	+	1000	173.0	[16.412586]	[88]	[6.6792603]	[86]	[42929141]	[42929139]
593_3051	chr6	35152308	35152708	+	1000	41.0	[16.412586]	[97]	[7.0733485]	[95]	[35152498]	[35152496]
593_3053	chr6	157833533	157833933	+	1000	41.0	[12.540544]	[130]	[7.2059402]	[128]	[157833750]	[157833748]
593_3054	chr7	4632991	4633391	+	1000	41.0	[]	[]	[16.412586, 7.915286]	[115, 131]	[]	[4633198, 4633214]
593_3057	chr7	93171843	93172243	+	1000	41.0	[13.902448, 7.2059402, 7.2059402]	[132, 166, 173]	[16.412586, 11.6737585, 9.716079, 6.5575905]	[130, 164, 171, 189]	[93172023, 93172057, 93172064]	[93172021, 93172055, 93172062, 93172080]
593_306	chr2	47088964	47089364	+	1000	173.0	[16.412586]	[109]	[7.2059402]	[107]	[47089169]	[47089167]
593_3060	chr7	128738874	128739274	+	1000	41.0	[]	[]	[11.296419]	[77]	[]	[128739035]
593_3063	chr8	18066808	18067208	+	1000	41.0	[7.2059402]	[137]	[12.540544]	[135]	[18067036]	[18067034]
593_3065	chr9	19154137	19154537	+	1000	41.0	[13.45553]	[137]	[13.902448]	[135]	[19154355]	[19154353]
593_307	chr1	227357139	227357539	+	1000	172.0	[13.902448]	[98]	[6.7231274, 9.5834875]	[53, 96]	[227357337]	[227357292, 227357335]
593_3071	chrX	44570473	44570873	+	1000	41.0	[7.0733485]	[168]	[16.412586]	[166]	[44570720]	[44570718]
593_3074	chr1	32989203	32989603	+	1000	40.0	[8.062279]	[157]	[13.902448]	[155]	[32989433]	[32989431]
593_3075	chr1	48396155	48396555	+	1000	40.0	[16.412586]	[111]	[7.0733485]	[109]	[48396357]	[48396355]
593_308	chr6	41917503	41917903	+	1000	172.0	[7.0733485]	[105]	[16.412586]	[103]	[41917701]	[41917699]
593_3080	chr1	154466224	154466624	+	1000	40.0	[8.085031]	[161]	[12.235088]	[159]	[154466473]	[154466471]
593_3082	chr1	241779878	241780278	+	1000	40.0	[13.902448]	[142]	[9.5834875]	[140]	[241780093]	[241780091]
593_3083	chr10	16891472	16891872	+	1000	40.0	[]	[]	[16.412586]	[157]	[]	[16891658]
593_3087	chr10	54363441	54363841	+	1000	40.0	[7.0733485]	[135]	[16.412586]	[133]	[54363639]	[54363637]
593_3088	chr10	71893902	71894302	+	1000	40.0	[]	[]	[8.495638]	[139]	[]	[71894113]
593_3089	chr10	75138060	75138460	+	1000	40.0	[10.030405]	[134]	[6.887727, 12.146455]	[106, 132]	[75138272]	[75138244, 75138270]
593_309	chr12	116559727	116560127	+	1000	171.0	[10.030405]	[95]	[16.412586]	[93]	[116559920]	[116559918]
593_3090	chr10	76040834	76041234	+	1000	40.0	[]	[]	[12.235088, 12.235088]	[62, 86]	[]	[76040988, 76041012]
593_3092	chr11	3957425	3957825	+	1000	40.0	[12.235088]	[109]	[7.904591, 7.1189213, 8.085031]	[68, 90, 107]	[3957630]	[3957589, 3957611, 3957628]
593_3093	chr11	5284717	5285117	+	1000	40.0	[]	[]	[16.412586]	[106]	[]	[5284909]
593_3095	chr11	88434542	88434942	+	1000	40.0	[6.9820795, 7.2059402]	[100, 177]	[16.412586]	[175]	[88434707, 88434784]	[88434782]
593_3099	chr12	104219331	104219731	+	1000	40.0	[]	[]	[7.1189213]	[90]	[]	[104219514]
593_31	chr1	204647512	204647912	+	1000	493.0	[16.412586]	[106]	[10.995752, 7.0733485]	[92, 104]	[204647712]	[204647698, 204647710]
593_310	chr17	53749216	53749616	+	1000	171.0	[12.540544, 16.412586]	[70, 90]	[13.902448, 12.673135]	[88, 138]	[53749385, 53749405]	[53749403, 53749453]
593_3100	chr13	54034064	54034464	+	1000	40.0	[16.412586]	[89]	[7.2059402]	[87]	[54034242]	[54034240]
593_3101	chr15	50885790	50886190	+	1000	40.0	[11.13416]	[123]	[7.394709]	[91]	[50885989]	[50885957]
593_3103	chr15	82398354	82398754	+	1000	40.0	[]	[]	[16.412586]	[135]	[]	[82398583]
593_3105	chr16	12796499	12796899	+	1000	40.0	[16.412586]	[123]	[7.0733485]	[121]	[12796700]	[12796698]
593_3106	chr16	28596341	28596741	+	1000	40.0	[16.412586]	[116]	[10.945392]	[114]	[28596547]	[28596545]
593_3111	chr19	1601501	1601901	+	1000	40.0	[12.146455]	[180]	[9.163619]	[178]	[1601726]	[1601724]
593_3113	chr19	23304221	23304621	+	1000	40.0	[7.0733485]	[111]	[16.412586]	[109]	[23304427]	[23304425]
593_3114	chr19	44553835	44554235	+	1000	40.0	[12.082088]	[145]	[7.9689574]	[132]	[44554058]	[44554045]
593_3115	chr1_KI270709v1_random	6326	6726	+	1000	40.0	[]	[]	[9.042406]	[91]	[]	[6517]
593_3117	chr2	11950897	11951297	+	1000	40.0	[16.412586]	[116]	[10.030405]	[114]	[11951108]	[11951106]
593_3118	chr2	88924516	88924916	+	1000	40.0	[13.45553]	[112]	[7.2059402]	[110]	[88924727]	[88924725]
593_3120	chr2	170577360	170577760	+	675	40.0	[16.412586]	[126]	[]	[]	[170577561]	[]
593_3123	chr20	30570572	30570972	+	1000	40.0	[11.195025]	[132]	[]	[]	[30570802]	[]
593_3124	chr20	41047889	41048289	+	1000	40.0	[16.412586]	[159]	[13.902448]	[157]	[41048123]	[41048121]
593_3125	chr20	49915731	49916131	+	1000	40.0	[10.995752]	[123]	[]	[]	[49915917]	[]
593_313	chr4	13208808	13209208	+	1000	170.0	[13.902448]	[117]	[7.904591, 12.540544]	[62, 115]	[13209017]	[13208962, 13209015]
593_3136	chr22	22000867	22001267	+	1000	40.0	[]	[]	[6.7810044]	[61]	[]	[22001026]
593_314	chr6	10518889	10519289	+	1000	170.0	[9.716079]	[88]	[13.902448]	[86]	[10519068]	[10519066]
593_3140	chr22	22417752	22418152	+	1000	40.0	[]	[]	[11.85311]	[122]	[]	[22417974]
593_3146	chr3	38327512	38327912	+	1000	40.0	[6.6792603, 13.902448]	[102, 138]	[16.412586, 11.6737585]	[100, 136]	[38327712, 38327748]	[38327710, 38327746]
593_3147	chr3	58052286	58052686	+	1000	40.0	[7.2059402]	[80]	[16.412586, 7.7689347, 11.85311]	[78, 102, 115]	[58052464]	[58052462, 58052486, 58052499]
593_3148	chr3	128867787	128868187	+	1000	40.0	[13.902448]	[108]	[9.5834875]	[106]	[128867984]	[128867982]
593_3150	chr3	141341070	141341470	+	1000	40.0	[16.412586]	[131]	[7.2059402]	[129]	[141341280]	[141341278]
593_3151	chr3	150515243	150515643	+	1000	40.0	[16.412586]	[104]	[7.0733485]	[102]	[150515442]	[150515440]
593_3152	chr3	185659933	185660333	+	1000	40.0	[13.902448]	[104]	[12.673135, 11.13416]	[102, 140]	[185660127]	[185660125, 185660163]
593_3154	chr4	53479047	53479447	+	1000	40.0	[6.6792603, 13.902448]	[126, 150]	[8.062279, 8.062279]	[124, 148]	[53479241, 53479265]	[53479239, 53479263]
593_3156	chr4	72374979	72375379	+	1000	40.0	[12.146455]	[128]	[7.0733485]	[126]	[72375183]	[72375181]
593_3157	chr4	80125169	80125569	+	1000	40.0	[11.6737585]	[93]	[6.6792603]	[91]	[80125361]	[80125359]
593_3158	chr4	85196010	85196410	+	1000	40.0	[16.412586]	[111]	[7.2059402, 6.86587]	[109, 150]	[85196210]	[85196208, 85196249]
593_316	chr1	66383181	66383581	+	1000	168.0	[16.412586]	[111]	[11.111503, 7.2059402]	[86, 109]	[66383379]	[66383354, 66383377]
593_3160	chr4	143241876	143242276	+	1000	40.0	[16.412586]	[99]	[7.2059402]	[97]	[143242074]	[143242072]
593_3161	chr4	183348862	183349262	+	1000	40.0	[8.4563675]	[187]	[13.902448]	[185]	[183349104]	[183349102]
593_3162	chr5	135966807	135967207	+	1000	40.0	[7.0733485]	[112]	[16.412586]	[110]	[135967016]	[135967014]
593_3164	chr6	28335484	28335884	+	1000	40.0	[6.2166324]	[169]	[16.412586]	[138]	[28335690]	[28335659]
593_3165	chr6	34723206	34723606	+	1000	40.0	[13.902448]	[143]	[8.062279]	[141]	[34723448]	[34723446]
593_3168	chr6	118387005	118387405	+	1000	40.0	[16.412586]	[88]	[7.2059402]	[86]	[118387168]	[118387166]
593_317	chr11	92888703	92889103	+	1000	168.0	[7.2059402, 16.412586]	[97, 119]	[7.8970656, 16.412586, 7.0733485]	[65, 95, 117]	[92888897, 92888919]	[92888865, 92888895, 92888917]
