#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1	chrM	12078	12478	+	1000	1345.0	[5.465889, 6.002267]	[92, 147]	[]	[]	[12259, 12314]	[]
582_14202	chr5	56984061	56984461	+	813	42.0	[11.910557]	[92]	[10.229654]	[91]	[56984251]	[56984250]
582_14203	chr5	62773482	62773882	+	805	42.0	[5.5711503]	[141]	[5.5146813]	[155]	[62773675]	[62773689]
582_14216	chr6	6634075	6634475	+	780	42.0	[6.0291443]	[133]	[5.465889]	[157]	[6634285]	[6634309]
582_14217	chr6	7649045	7649445	+	847	42.0	[14.722584]	[104]	[11.247147]	[103]	[7649236]	[7649235]
582_14239	chr6	134177740	134178140	+	570	42.0	[]	[]	[6.7822714]	[104]	[]	[134177944]
582_1424	chr13	93259658	93260058	+	1000	125.5	[]	[]	[6.0351205]	[155]	[]	[93259905]
582_14240	chr6	136607147	136607547	+	856	42.0	[10.1494055]	[102]	[7.947534]	[101]	[136607347]	[136607346]
582_14242	chr6	142752337	142752737	+	849	42.0	[14.722584]	[102]	[11.247147]	[101]	[142752537]	[142752536]
582_14245	chr6	158655164	158655564	+	711	42.0	[6.7822714, 5.873225]	[103, 122]	[]	[]	[158655354, 158655373]	[]
582_14249	chr7	25939937	25940337	+	731	42.0	[6.5180492]	[127]	[]	[]	[25940148]	[]
582_14253	chr7	61003703	61004103	+	795	42.0	[11.910557]	[197]	[10.636991]	[196]	[61003941]	[61003940]
582_14262	chr7	134916641	134917041	+	804	42.0	[]	[]	[5.9220176]	[91]	[]	[134916815]
582_14268	chr8	10125556	10125956	+	576	42.0	[11.910557]	[104]	[10.636991]	[103]	[10125753]	[10125752]
582_14273	chr8	89757516	89757916	+	810	42.0	[6.532173]	[103]	[]	[]	[89757717]	[]
582_14274	chr8	96227016	96227416	+	855	42.0	[11.503221]	[109]	[10.636991]	[108]	[96227220]	[96227219]
582_14275	chr8	104768938	104769338	+	813	42.0	[5.3427215]	[156]	[]	[]	[104769153]	[]
582_14276	chr8	115291107	115291507	+	712	42.0	[5.9220176]	[105]	[]	[]	[115291310]	[]
582_14277	chr8	116874781	116875181	+	795	42.0	[]	[]	[8.625322]	[184]	[]	[116875029]
582_14295	chrX	77895516	77895916	+	852	42.0	[5.830307]	[123]	[6.8953743]	[122]	[77895727]	[77895726]
582_14307	chr1	108033653	108034053	+	828	41.5	[10.810822]	[138]	[11.009659]	[137]	[108033877]	[108033876]
582_1431	chr3	43695446	43695846	+	1000	125.5	[10.636991]	[102]	[11.910557]	[101]	[43695631]	[43695630]
582_14310	chr1	162386537	162386937	+	831	41.5	[11.910557]	[174]	[10.636991]	[173]	[162386787]	[162386786]
582_14327	chr1	228405138	228405538	+	614	41.5	[5.5146813]	[150]	[]	[]	[228405360]	[]
582_14329	chr1	232940102	232940502	+	730	41.5	[5.3427215]	[83]	[]	[]	[232940258]	[]
582_1433	chr5	42876461	42876861	+	1000	125.5	[5.830307]	[122]	[7.3027105]	[121]	[42876678]	[42876677]
582_14336	chr10	17905994	17906394	+	683	41.5	[]	[]	[5.9220176]	[104]	[]	[17906196]
582_14338	chr10	49161452	49161852	+	826	41.5	[]	[]	[8.710281]	[136]	[]	[49161649]
582_1434	chr6	107956691	107957091	+	1000	125.5	[10.636991]	[137]	[7.485369]	[136]	[107956908]	[107956907]
582_14347	chr11	4936742	4937142	+	830	41.5	[]	[]	[10.902532]	[113]	[]	[4936946]
582_14349	chr11	15073279	15073679	+	824	41.5	[10.902532]	[90]	[]	[]	[15073462]	[]
582_1435	chr8	63213411	63213811	+	1000	125.5	[7.947534, 6.409603]	[97, 133]	[10.1494055]	[96]	[63213601, 63213637]	[63213600]
582_14350	chr11	26749884	26750284	+	820	41.5	[]	[]	[5.9220176]	[170]	[]	[26750120]
582_14360	chr11	82195254	82195654	+	809	41.5	[5.9220176]	[92]	[8.79053]	[154]	[82195441]	[82195503]
582_14361	chr11	91905409	91905809	+	838	41.5	[7.3027105]	[123]	[]	[]	[91905625]	[]
582_14363	chr11	133168004	133168404	+	644	41.5	[15.617505]	[105]	[15.617505]	[104]	[133168209]	[133168208]
582_14365	chr12	22641641	22642041	+	795	41.5	[10.636991]	[93]	[11.503221]	[92]	[22641833]	[22641832]
582_1437	chr1	220046098	220046498	+	1000	125.0	[5.5146813]	[109]	[9.156013]	[57]	[220046304]	[220046252]
582_14370	chr12	82184835	82185235	+	839	41.5	[11.910557]	[108]	[10.636991]	[107]	[82185035]	[82185034]
582_14376	chr13	90134580	90134980	+	833	41.5	[5.172857]	[232]	[]	[]	[90134817]	[]
582_14377	chr13	90238020	90238420	+	845	41.5	[6.2118034]	[196]	[7.485369]	[195]	[90238270]	[90238269]
582_14378	chr13	90265510	90265910	+	830	41.5	[6.9300427]	[191]	[6.9300427]	[190]	[90265744]	[90265743]
582_14379	chr13	90921398	90921798	+	814	41.5	[5.6604424]	[177]	[5.5682983]	[176]	[90921627]	[90921626]
582_14380	chr13	90921968	90922368	+	607	41.5	[5.094671]	[139]	[]	[]	[90922134]	[]
582_14381	chr13	90951354	90951754	+	844	41.5	[7.947534]	[91]	[10.1494055]	[90]	[90951544]	[90951543]
582_14389	chr13	108269458	108269858	+	798	41.5	[9.623465]	[119]	[10.481071]	[118]	[108269670]	[108269669]
582_1439	chr2	64312393	64312793	+	1000	125.0	[7.540198]	[105]	[9.742069]	[104]	[64312586]	[64312585]
582_14393	chr15	51318829	51319229	+	810	41.5	[15.210169]	[118]	[15.617505]	[117]	[51319038]	[51319037]
582_14395	chr15	62732016	62732416	+	831	41.5	[]	[]	[10.495195]	[146]	[]	[62732247]
582_14398	chr15	84983338	84983738	+	844	41.5	[7.540198]	[116]	[9.742069]	[115]	[84983500]	[84983499]
582_14402	chr16	87636235	87636635	+	610	41.5	[9.216128]	[187]	[10.481071]	[186]	[87636457]	[87636456]
582_14404	chr17	27856642	27857042	+	836	41.5	[]	[]	[5.9220176]	[99]	[]	[27856831]
582_14409	chr17	43068857	43069257	+	806	41.5	[11.910557]	[103]	[10.229654]	[102]	[43069055]	[43069054]
582_14411	chr17	53278462	53278862	+	800	41.5	[10.636991]	[140]	[11.910557]	[139]	[53278669]	[53278668]
582_14426	chr19	31516015	31516415	+	797	41.5	[15.210169]	[111]	[15.210169, 5.830307]	[110, 132]	[31516218]	[31516217, 31516239]
582_14437	chr2	98849096	98849496	+	840	41.5	[14.722584]	[146]	[11.247147]	[145]	[98849320]	[98849319]
582_14444	chr2	146733996	146734396	+	698	41.5	[5.5146813, 10.073735]	[62, 111]	[9.216128]	[110]	[146734155, 146734204]	[146734203]
582_14447	chr2	170721605	170722005	+	836	41.5	[5.093221, 11.009659]	[91, 132]	[10.403485]	[131]	[170721796, 170721837]	[170721836]
582_14456	chr20	49747709	49748109	+	654	41.5	[10.759561]	[130]	[6.741709]	[129]	[49747930]	[49747929]
582_14460	chr21	18499728	18500128	+	563	41.5	[5.422971]	[122]	[7.3027105]	[121]	[18499927]	[18499926]
582_14461	chr21	18673797	18674197	+	617	41.5	[11.910557]	[103]	[10.636991]	[102]	[18673986]	[18673985]
582_14466	chr22	16730209	16730609	+	774	41.5	[]	[]	[5.5711503]	[161]	[]	[16730388]
582_14468	chr22	18035758	18036158	+	846	41.5	[]	[]	[5.5146813]	[145]	[]	[18035983]
582_14490	chr3	52651587	52651987	+	796	41.5	[7.947534]	[106]	[10.1494055]	[105]	[52651789]	[52651788]
582_14495	chr3	171460935	171461335	+	808	41.5	[5.5572405]	[125]	[]	[]	[171461139]	[]
582_14498	chr3	185813173	185813573	+	721	41.5	[7.275833]	[127]	[]	[]	[185813394]	[]
582_14509	chr5	38502975	38503375	+	843	41.5	[5.9220176]	[91]	[]	[]	[38503138]	[]
582_1451	chr6	139338839	139339239	+	1000	124.5	[5.9220176]	[97]	[]	[]	[139339036]	[]
582_14511	chr5	42630185	42630585	+	791	41.5	[10.1494055]	[89]	[7.947534]	[88]	[42630351]	[42630350]
582_14513	chr5	56919918	56920318	+	770	41.5	[11.910557]	[164]	[10.636991]	[163]	[56920151]	[56920150]
582_14522	chr5	94746656	94747056	+	841	41.5	[]	[]	[6.4773445]	[125]	[]	[94746864]
582_14523	chr5	105344583	105344983	+	844	41.5	[10.1494055]	[94]	[7.947534]	[93]	[105344741]	[105344740]
582_1453	chr8	93026986	93027386	+	1000	124.5	[5.830307]	[132]	[7.3027105]	[131]	[93027207]	[93027206]
582_14536	chr6	70414821	70415221	+	778	41.5	[7.947534]	[103]	[10.1494055]	[102]	[70415011]	[70415010]
582_14541	chr6	104463192	104463592	+	841	41.5	[11.654483]	[121]	[15.12992]	[120]	[104463399]	[104463398]
582_14543	chr6	114310094	114310494	+	781	41.5	[11.910557]	[66]	[10.636991, 11.015635]	[65, 136]	[114310247]	[114310246, 114310317]
582_14544	chr6	135323277	135323677	+	793	41.5	[]	[]	[5.873225]	[171]	[]	[135323520]
582_14545	chr6	140857952	140858352	+	820	41.5	[10.1494055]	[158]	[7.540198]	[157]	[140858165]	[140858164]
582_14547	chr6	154675652	154676052	+	850	41.5	[]	[]	[6.253684]	[132]	[]	[154675835]
582_14558	chr7	50307132	50307532	+	722	41.5	[5.830307]	[69]	[]	[]	[50307291]	[]
582_14563	chr7	77226474	77226874	+	739	41.5	[5.830307]	[93]	[7.3027105, 5.7037597]	[92, 139]	[77226641]	[77226640, 77226687]
582_1458	chr12	24948942	24949342	+	1000	124.0	[]	[]	[5.9220176]	[107]	[]	[24949141]
582_14584	chr7	141014480	141014880	+	796	41.5	[]	[]	[5.670906]	[102]	[]	[141014675]
582_14589	chr7	156455995	156456395	+	835	41.5	[10.636991]	[171]	[11.910557]	[170]	[156456232]	[156456231]
582_14593	chr8	48925808	48926208	+	770	41.5	[11.015635]	[59]	[]	[]	[48925963]	[]
582_14599	chr8	113437654	113438054	+	818	41.5	[7.485369, 9.009261]	[102, 121]	[10.636991, 6.96493]	[101, 120]	[113437850, 113437869]	[113437849, 113437868]
582_1460	chr16	34018243	34018643	+	1000	124.0	[5.9220176, 5.9220176]	[87, 100]	[]	[]	[34018426, 34018439]	[]
582_14614	chr1	8712674	8713074	+	835	41.0	[]	[]	[5.465889]	[139]	[]	[8712894]
582_1462	chr2	151922826	151923226	+	1000	124.0	[10.636991]	[87]	[11.503221]	[86]	[151923006]	[151923005]
582_14623	chr1	83834575	83834975	+	827	41.0	[10.636991]	[130]	[11.910557]	[129]	[83834795]	[83834794]
582_14626	chr1	99392479	99392879	+	548	41.0	[11.910557]	[107]	[10.636991]	[106]	[99392681]	[99392680]
582_14632	chr1	151537084	151537484	+	827	41.0	[]	[]	[5.9220176]	[139]	[]	[151537299]
582_1464	chr4	87391053	87391453	+	1000	124.0	[11.009659]	[126]	[6.3856335]	[125]	[87391250]	[87391249]
582_14640	chr1	189894904	189895304	+	825	41.0	[10.636991]	[100]	[11.910557]	[99]	[189895090]	[189895089]
582_14645	chr1	196367071	196367471	+	792	41.0	[5.4476857]	[122]	[5.9220176]	[149]	[196367263]	[196367290]
582_14646	chr1	202861543	202861943	+	794	41.0	[9.915899]	[68]	[]	[]	[202861701]	[]
582_14653	chr1	233257713	233258113	+	657	41.0	[5.476728, 7.103873, 6.9977837]	[116, 139, 152]	[9.197866, 6.6739683]	[115, 151]	[233257917, 233257940, 233257953]	[233257916, 233257952]
582_14658	chr10	11171023	11171423	+	545	41.0	[]	[]	[5.422971]	[214]	[]	[11171267]
582_14659	chr10	15856135	15856535	+	833	41.0	[10.759561]	[98]	[11.166897, 5.5822563]	[97, 111]	[15856329]	[15856328, 15856342]
582_14662	chr10	46019472	46019872	+	774	41.0	[11.422971]	[108]	[6.6739683]	[107]	[46019676]	[46019675]
582_14666	chr10	65491788	65492188	+	723	41.0	[5.9220176]	[115]	[]	[]	[65491993]	[]
582_14668	chr10	110650205	110650605	+	762	41.0	[8.728543]	[113]	[6.110713]	[112]	[110650416]	[110650415]
582_14674	chr11	47394735	47395135	+	780	41.0	[6.6965365]	[142]	[6.0291443]	[141]	[47394943]	[47394942]
582_1468	chr9	130871446	130871846	+	1000	124.0	[5.9220176]	[105]	[]	[]	[130871640]	[]
582_14685	chr12	29340890	29341290	+	612	41.0	[11.910557]	[97]	[10.636991]	[96]	[29341082]	[29341081]
582_1469	chr1	2234539	2234939	+	1000	123.5	[6.3856335, 5.7242174]	[74, 111]	[11.009659, 7.947534]	[73, 110]	[2234713, 2234750]	[2234712, 2234749]
582_14691	chr12	49268600	49269000	+	791	41.0	[11.422971]	[152]	[6.266632]	[151]	[49268845]	[49268844]
582_14693	chr12	70427578	70427978	+	793	41.0	[6.253684, 11.910557]	[136, 144]	[10.636991, 7.3027105]	[143, 153]	[70427807, 70427815]	[70427814, 70427824]
582_14704	chr13	52809373	52809773	+	788	41.0	[]	[]	[10.902532]	[128]	[]	[52809588]
582_1471	chr10	69392471	69392871	+	1000	123.5	[6.7822714]	[99]	[]	[]	[69392669]	[]
582_14722	chr14	64501524	64501924	+	802	41.0	[9.742069]	[122]	[7.947534]	[121]	[64501718]	[64501717]
582_14728	chr15	39670655	39671055	+	603	41.0	[14.722584]	[108]	[7.229295]	[107]	[39670842]	[39670841]
582_14733	chr15	70087966	70088366	+	822	41.0	[10.229654]	[90]	[11.910557]	[89]	[70088151]	[70088150]
582_1477	chr2	145157996	145158396	+	1000	123.5	[10.636991]	[120]	[11.910557]	[119]	[145158205]	[145158204]
582_14770	chr2	49928461	49928861	+	766	41.0	[5.9220176]	[145]	[]	[]	[49928699]	[]
582_14777	chr2	142088164	142088564	+	690	41.0	[11.247147]	[109]	[15.12992]	[108]	[142088365]	[142088364]
582_14778	chr2	145682735	145683135	+	823	41.0	[11.910557]	[150]	[10.229654]	[149]	[145682957]	[145682956]
582_14780	chr2	159139530	159139930	+	824	41.0	[5.688512]	[113]	[]	[]	[159139734]	[]
582_14782	chr2	210546388	210546788	+	810	41.0	[]	[]	[5.9220176]	[177]	[]	[210546630]
582_14788	chr20	25219961	25220361	+	771	41.0	[11.247147]	[112]	[15.12992]	[111]	[25220171]	[25220170]
582_14795	chr21	33530983	33531383	+	819	41.0	[10.636991]	[121]	[11.910557]	[120]	[33531199]	[33531198]
582_1481	chr6	21305877	21306277	+	1000	123.5	[11.654483, 5.234844, 5.9220176]	[91, 99, 120]	[15.12992, 9.4143305]	[90, 98]	[21306065, 21306073, 21306094]	[21306064, 21306072]
582_14812	chr22	45742837	45743237	+	829	41.0	[10.810822, 5.3023133]	[124, 156]	[6.584471, 6.409603]	[123, 155]	[45743027, 45743059]	[45743026, 45743058]
582_14817	chr3	33799103	33799503	+	752	41.0	[]	[]	[5.3427215]	[150]	[]	[33799330]
582_14829	chr3	170708955	170709355	+	818	41.0	[5.873225]	[138]	[]	[]	[170709165]	[]
582_14838	chr4	82358750	82359150	+	752	41.0	[6.055884]	[91]	[5.198277]	[90]	[82358933]	[82358932]
582_14839	chr4	169810333	169810733	+	831	41.0	[]	[]	[5.095232]	[149]	[]	[169810574]
582_14843	chr5	22920943	22921343	+	801	41.0	[5.9220176]	[117]	[]	[]	[22921149]	[]
582_14844	chr5	31471032	31471432	+	832	41.0	[9.1358795]	[144]	[6.5180492]	[143]	[31471234]	[31471233]
582_14850	chr5	94620254	94620654	+	549	41.0	[7.046636]	[98]	[10.3232355]	[97]	[94620450]	[94620449]
582_14853	chr5	111440385	111440785	+	739	41.0	[]	[]	[5.9220176]	[96]	[]	[111440580]
582_14855	chr5	121975248	121975648	+	767	41.0	[7.229295]	[204]	[14.722584]	[203]	[121975489]	[121975488]
582_1486	chr1	1780344	1780744	+	1000	123.0	[10.636991]	[120]	[11.503221]	[119]	[1780557]	[1780556]
582_14862	chr5	141957658	141958058	+	716	41.0	[]	[]	[5.5146813]	[116]	[]	[141957842]
582_14871	chr6	25855471	25855871	+	730	41.0	[11.166897]	[148]	[11.166897]	[147]	[25855686]	[25855685]
582_14880	chr6	78438133	78438533	+	585	41.0	[]	[]	[5.9220176]	[92]	[]	[78438323]
582_14881	chr6	81802346	81802746	+	809	41.0	[]	[]	[5.9220176]	[114]	[]	[81802550]
582_14885	chr6	125232403	125232803	+	789	41.0	[9.1358795]	[128]	[6.5180492]	[127]	[125232610]	[125232609]
582_14886	chr6	125944542	125944942	+	819	41.0	[7.3027105]	[86]	[5.830307]	[85]	[125944726]	[125944725]
582_14888	chr6	137734748	137735148	+	833	41.0	[11.910557]	[139]	[10.229654]	[138]	[137734970]	[137734969]
582_14889	chr6	144742791	144743191	+	828	41.0	[7.3027105]	[104]	[5.830307]	[103]	[144742989]	[144742988]
582_1489	chr1	117003419	117003819	+	1000	123.0	[10.636991]	[99]	[11.910557]	[98]	[117003612]	[117003611]
582_14898	chr7	69362386	69362786	+	823	41.0	[5.5146813]	[100]	[]	[]	[69362580]	[]
582_14899	chr7	77799522	77799922	+	807	41.0	[6.266632]	[134]	[6.9977837]	[133]	[77799697]	[77799696]
582_149	chr8	123167513	123167913	+	1000	280.0	[11.910557]	[73]	[10.636991, 5.5146813]	[72, 94]	[123167686]	[123167685, 123167707]
582_1492	chr13	90374184	90374584	+	1000	123.0	[11.910557]	[104]	[10.636991]	[103]	[90374383]	[90374382]
582_14939	chrX	13647786	13648186	+	826	41.0	[6.208951]	[85]	[]	[]	[13647965]	[]
582_14947	chr1	32012681	32013081	+	796	40.5	[5.198277, 5.5146813]	[149, 186]	[5.468101]	[148]	[32012888, 32012925]	[32012887]
582_1495	chr3	197309590	197309990	+	1000	123.0	[5.9220176]	[97]	[]	[]	[197309777]	[]
582_14959	chr1	162632189	162632589	+	570	40.5	[]	[]	[5.5822563]	[182]	[]	[162632394]
582_1496	chr6	11575475	11575875	+	1000	123.0	[6.2118034]	[76]	[11.910557]	[75]	[11575648]	[11575647]
582_14963	chr1	183423527	183423927	+	619	40.5	[11.910557]	[108]	[6.2118034]	[107]	[183423732]	[183423731]
582_14968	chr1	226406559	226406959	+	757	40.5	[5.830307]	[146]	[7.3027105]	[145]	[226406772]	[226406771]
582_14975	chr10	45152661	45153061	+	718	40.5	[10.481071]	[66]	[5.5146813]	[93]	[45152823]	[45152850]
582_1498	chr7	111531939	111532339	+	1000	123.0	[8.710281]	[100]	[5.9388933]	[99]	[111532138]	[111532137]
582_14980	chr10	78974512	78974912	+	617	40.5	[5.3023133]	[144]	[]	[]	[78974696]	[]
582_14981	chr10	83917814	83918214	+	760	40.5	[]	[]	[9.1358795]	[168]	[]	[83918065]
582_14985	chr10	89346500	89346900	+	801	40.5	[10.902532]	[149]	[]	[]	[89346656]	[]
582_14996	chr12	18564308	18564708	+	756	40.5	[11.910557]	[111]	[10.636991]	[110]	[18564511]	[18564510]
582_14997	chr12	44101449	44101849	+	719	40.5	[15.617505]	[104]	[5.172857, 15.617505]	[87, 103]	[44101648]	[44101631, 44101647]
582_150	chr6	146857472	146857872	+	1000	278.0	[14.722584]	[102]	[7.229295]	[101]	[146857674]	[146857673]
582_1500	chr8	123541155	123541555	+	1000	123.0	[11.503221]	[128]	[10.229654]	[127]	[123541374]	[123541373]
582_15009	chr13	87952152	87952552	+	597	40.5	[10.636991, 5.830307]	[154, 182]	[11.910557, 7.3027105]	[153, 181]	[87952372, 87952400]	[87952371, 87952399]
582_1501	chr9	83708393	83708793	+	1000	123.0	[9.556101]	[145]	[]	[]	[83708592]	[]
582_15031	chr15	63306671	63307071	+	783	40.5	[7.947534]	[103]	[10.1494055]	[102]	[63306868]	[63306867]
582_15032	chr15	64216718	64217118	+	796	40.5	[11.910557]	[103]	[10.636991]	[102]	[64216913]	[64216912]
582_15040	chr16	6258083	6258483	+	811	40.5	[7.947534]	[79]	[10.1494055]	[78]	[6258258]	[6258257]
582_15041	chr16	17768329	17768729	+	785	40.5	[]	[]	[5.9220176]	[95]	[]	[17768524]
582_15044	chr16	82514278	82514678	+	551	40.5	[]	[]	[5.9220176]	[95]	[]	[82514472]
582_15045	chr16	88784303	88784703	+	551	40.5	[5.5146813]	[88]	[]	[]	[88784474]	[]
582_1505	chr17	38415511	38415911	+	1000	122.5	[]	[]	[5.9220176]	[100]	[]	[38415709]
582_15056	chr18	3155544	3155944	+	758	40.5	[10.229654]	[108]	[7.275833, 11.910557]	[75, 107]	[3155744]	[3155711, 3155743]
582_15078	chr2	68845048	68845448	+	654	40.5	[7.947534]	[89]	[10.1494055]	[88]	[68845236]	[68845235]
582_15083	chr2	121755461	121755861	+	803	40.5	[]	[]	[8.11434]	[151]	[]	[121755655]
582_15086	chr2	174339552	174339952	+	820	40.5	[11.009659]	[138]	[10.810822]	[137]	[174339770]	[174339769]
582_15090	chr2	224042410	224042810	+	615	40.5	[15.12992]	[101]	[11.247147]	[100]	[224042611]	[224042610]
582_15098	chr21	21010224	21010624	+	771	40.5	[5.8086514, 10.1494055]	[99, 117]	[7.947534]	[116]	[21010419, 21010437]	[21010436]
582_15099	chr21	29641890	29642290	+	699	40.5	[]	[]	[9.8982935]	[99]	[]	[29642049]
582_151	chr3	9422658	9423058	+	1000	277.5	[]	[]	[5.9220176]	[112]	[]	[9422862]
582_1510	chr9	130847578	130847978	+	1000	122.5	[7.540198]	[155]	[5.7242174]	[154]	[130847825]	[130847824]
582_15118	chr3	4644179	4644579	+	776	40.5	[10.229654]	[123]	[11.503221]	[122]	[4644399]	[4644398]
582_1512	chr1	194693239	194693639	+	1000	122.0	[11.910557]	[113]	[10.636991]	[112]	[194693439]	[194693438]
582_1513	chr10	100912675	100913075	+	1000	122.0	[8.601925]	[110]	[11.390118]	[109]	[100912855]	[100912854]
582_15133	chr3	114879028	114879428	+	799	40.5	[11.910557]	[108]	[10.636991]	[107]	[114879228]	[114879227]
582_15142	chr4	24820941	24821341	+	813	40.5	[7.947534]	[105]	[10.1494055]	[104]	[24821126]	[24821125]
582_15147	chr4	109729240	109729640	+	758	40.5	[10.481071]	[175]	[5.198277]	[174]	[109729437]	[109729436]
582_15148	chr4	124749008	124749408	+	721	40.5	[14.722584]	[98]	[11.654483]	[97]	[124749163]	[124749162]
582_15149	chr4	138406178	138406578	+	787	40.5	[5.830307]	[85]	[5.7660985, 6.8953743]	[69, 84]	[138406347]	[138406331, 138406346]
582_15151	chr4	150491103	150491503	+	780	40.5	[]	[]	[5.9220176]	[118]	[]	[150491312]
582_15152	chr4	153233657	153234057	+	766	40.5	[7.947534]	[101]	[10.1494055]	[100]	[153233857]	[153233856]
582_15158	chr5	74251112	74251512	+	768	40.5	[9.1358795]	[173]	[6.5180492]	[172]	[74251353]	[74251352]
582_15159	chr5	83645960	83646360	+	810	40.5	[]	[]	[5.5146813]	[121]	[]	[83646157]
582_15160	chr5	86526668	86527068	+	779	40.5	[9.494579]	[129]	[]	[]	[86526886]	[]
582_15162	chr5	96094878	96095278	+	801	40.5	[6.2118034]	[127]	[11.910557]	[126]	[96095081]	[96095080]
582_15170	chr5	164376821	164377221	+	692	40.5	[9.623465]	[119]	[10.481071]	[118]	[164377030]	[164377029]
582_15173	chr5	178231231	178231631	+	786	40.5	[5.9220176]	[107]	[]	[]	[178231420]	[]
582_15178	chr6	5205775	5206175	+	799	40.5	[7.0526123]	[142]	[6.186383]	[141]	[5206006]	[5206005]
582_15179	chr6	7730452	7730852	+	825	40.5	[]	[]	[9.5156]	[201]	[]	[7730700]
582_1519	chr20	53652286	53652686	+	1000	122.0	[10.604535]	[102]	[15.210169]	[101]	[53652465]	[53652464]
582_15196	chr6	127457352	127457752	+	743	40.5	[7.947534]	[155]	[10.1494055]	[154]	[127457583]	[127457582]
582_15197	chr6	129690652	129691052	+	770	40.5	[6.8953743]	[145]	[5.830307]	[144]	[129690826]	[129690825]
582_152	chr4	81405822	81406222	+	1000	277.0	[11.910557]	[105]	[10.636991]	[104]	[81406021]	[81406020]
582_1520	chr3	172710611	172711011	+	1000	122.0	[7.229295]	[93]	[15.12992]	[92]	[172710801]	[172710800]
582_15201	chr6	147834431	147834831	+	735	40.5	[5.3427215]	[149]	[5.9220176]	[90]	[147834674]	[147834615]
582_15204	chr6	161045198	161045598	+	787	40.5	[6.6739683]	[91]	[]	[]	[161045349]	[]
582_15205	chr6	169454511	169454911	+	763	40.5	[6.2118034]	[111]	[11.503221, 5.32064]	[110, 155]	[169454704]	[169454703, 169454748]
582_15210	chr7	40412319	40412719	+	791	40.5	[15.12992]	[107]	[7.229295]	[106]	[40412524]	[40412523]
582_15212	chr7	98620023	98620423	+	811	40.5	[]	[]	[10.902532]	[115]	[]	[98620231]
582_1522	chr8	99715515	99715915	+	1000	122.0	[5.9220176, 5.1868024]	[97, 129]	[6.522706]	[62]	[99715711, 99715743]	[99715676]
582_15222	chr7	131365892	131366292	+	808	40.5	[10.636991]	[70]	[11.910557]	[69]	[131366060]	[131366059]
582_15236	chr8	105954061	105954461	+	805	40.5	[]	[]	[5.9220176]	[126]	[]	[105954245]
582_15237	chr8	112203472	112203872	+	778	40.5	[5.490918, 10.636991]	[114, 134]	[11.910557]	[133]	[112203671, 112203691]	[112203690]
582_15249	chrUn_GL000219v1	101231	101631	+	802	40.5	[5.7978506]	[152]	[5.9966884]	[151]	[101456]	[101455]
582_15253	chrX	13128109	13128509	+	799	40.5	[7.103873]	[113]	[5.7660985, 6.0291443]	[91, 112]	[13128310]	[13128288, 13128309]
582_15255	chrX	80331290	80331690	+	823	40.5	[5.9220176]	[107]	[]	[]	[80331482]	[]
582_15295	chr1	219124197	219124597	+	578	40.0	[]	[]	[5.9220176]	[145]	[]	[219124442]
582_15296	chr1	219179369	219179769	+	725	40.0	[10.073735]	[85]	[9.623465]	[84]	[219179530]	[219179529]
582_15301	chr1	246111534	246111934	+	786	40.0	[6.186383]	[116]	[]	[]	[246111722]	[]
582_15302	chr10	4131230	4131630	+	782	40.0	[11.503221]	[155]	[10.229654]	[154]	[4131465]	[4131464]
582_15303	chr10	6348538	6348938	+	722	40.0	[10.759561]	[143]	[11.166897]	[142]	[6348763]	[6348762]
582_15305	chr10	30542267	30542667	+	713	40.0	[]	[]	[9.068516]	[150]	[]	[30542435]
