#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_18433	chr19	909182	909582	+	1000	58.0	[4.611834, 11.270045]	[113, 141]	[4.611834, 11.270045]	[113, 141]	[909383, 909411]	[909383, 909411]
345_18434	chr19	11843751	11844151	+	1000	58.0	[9.465482]	[106]	[4.611834]	[106]	[11843955]	[11843955]
345_18435	chr19	12965530	12965930	+	1000	58.0	[4.611834]	[159]	[4.611834]	[159]	[12965757]	[12965757]
345_18436	chr19	19444745	19445145	+	1000	58.0	[4.611834]	[127]	[4.611834]	[127]	[19444967]	[19444967]
345_18439	chr19	39391207	39391607	+	1000	58.0	[4.611834, 4.611834]	[133, 146]	[4.611834, 4.611834]	[133, 146]	[39391435, 39391448]	[39391435, 39391448]
345_18440	chr19	57712228	57712628	+	1000	58.0	[9.465482, 4.611834]	[73, 111]	[4.611834, 4.611834]	[73, 111]	[57712400, 57712438]	[57712400, 57712438]
345_18442	chr2	32611320	32611720	+	1000	58.0	[4.611834, 4.611834, 4.611834]	[100, 108, 149]	[4.611834, 4.611834, 4.611834]	[100, 108, 149]	[32611520, 32611528, 32611569]	[32611520, 32611528, 32611569]
345_18444	chr2	44354752	44355152	+	1000	58.0	[4.611834]	[94]	[9.465482]	[94]	[44354936]	[44354936]
345_18447	chr2	85314730	85315130	+	1000	58.0	[11.270045, 4.611834, 4.611834]	[100, 125, 132]	[11.270045, 4.611834, 8.356634]	[100, 125, 132]	[85314925, 85314950, 85314957]	[85314925, 85314950, 85314957]
345_18448	chr2	101682346	101682746	+	1000	58.0	[11.270045]	[64]	[11.270045]	[64]	[101682500]	[101682500]
345_18449	chr2	102143608	102144008	+	1000	58.0	[4.611834, 9.465482, 4.611834, 9.465482]	[70, 86, 99, 148]	[4.611834, 4.611834, 4.611834, 4.611834]	[70, 86, 99, 148]	[102143765, 102143781, 102143794, 102143843]	[102143765, 102143781, 102143794, 102143843]
345_18450	chr2	108845913	108846313	+	1000	58.0	[4.611834, 4.611834]	[59, 123]	[4.611834, 4.611834]	[59, 123]	[108846070, 108846134]	[108846070, 108846134]
345_18451	chr2	131037652	131038052	+	1000	58.0	[11.270045]	[161]	[11.270045]	[161]	[131037898]	[131037898]
345_18453	chr2	171433683	171434083	+	1000	58.0	[4.611834]	[123]	[4.611834]	[123]	[171433855]	[171433855]
345_18454	chr2	177712413	177712813	+	1000	58.0	[11.270045, 4.611834]	[103, 155]	[11.270045, 4.611834]	[103, 155]	[177712607, 177712659]	[177712607, 177712659]
345_18458	chr2	202337935	202338335	+	1000	58.0	[11.270045]	[147]	[11.270045]	[147]	[202338180]	[202338180]
345_18459	chr2	216933175	216933575	+	1000	58.0	[4.611834]	[129]	[4.611834]	[129]	[216933378]	[216933378]
345_1846	chr1	186195280	186195680	+	1000	441.0	[4.611834, 4.611834, 4.611834]	[67, 93, 148]	[4.611834, 4.611834, 9.465482]	[67, 93, 148]	[186195437, 186195463, 186195518]	[186195437, 186195463, 186195518]
345_18461	chr2	240249621	240250021	+	1000	58.0	[11.270045]	[64]	[11.270045]	[64]	[240249784]	[240249784]
345_18462	chr20	4090973	4091373	+	1000	58.0	[4.611834]	[101]	[4.611834]	[101]	[4091167]	[4091167]
345_18464	chr21	34996249	34996649	+	1000	58.0	[4.611834]	[101]	[4.611834]	[101]	[34996450]	[34996450]
345_18465	chr21	35550411	35550811	+	1000	58.0	[4.611834]	[153]	[5.088419]	[153]	[35550654]	[35550654]
345_18466	chr21	39173978	39174378	+	1000	58.0	[9.465482, 11.270045]	[58, 133]	[4.611834, 11.270045]	[58, 133]	[39174131, 39174206]	[39174131, 39174206]
345_18467	chr21	39587355	39587755	+	1000	58.0	[4.611834, 4.611834]	[63, 66]	[4.611834, 4.611834]	[63, 66]	[39587514, 39587517]	[39587514, 39587517]
345_18469	chr21	46172533	46172933	+	1000	58.0	[9.465482, 9.465482, 4.611834]	[96, 106, 115]	[4.611834, 4.611834, 4.611834]	[96, 106, 115]	[46172711, 46172721, 46172730]	[46172711, 46172721, 46172730]
345_18471	chr22	20129113	20129513	+	1000	58.0	[4.611834]	[148]	[9.465482]	[148]	[20129325]	[20129325]
345_18472	chr22	20488268	20488668	+	1000	58.0	[5.088419]	[94]	[4.611834]	[94]	[20488448]	[20488448]
345_18473	chr22	22955909	22956309	+	1000	58.0	[4.611834]	[100]	[9.465482]	[100]	[22956099]	[22956099]
345_18474	chr22	29579827	29580227	+	1000	58.0	[4.611834]	[100]	[4.611834]	[100]	[29580017]	[29580017]
345_18478	chr3	8913154	8913554	+	1000	58.0	[4.611834, 4.611834]	[110, 133]	[4.611834, 4.611834]	[110, 133]	[8913361, 8913384]	[8913361, 8913384]
345_18479	chr3	12995542	12995942	+	1000	58.0	[4.611834, 4.611834]	[87, 156]	[4.611834, 8.356634]	[87, 156]	[12995716, 12995785]	[12995716, 12995785]
345_1848	chr16	24707775	24708175	+	1000	441.0	[4.611834, 4.611834]	[74, 134]	[8.356634, 4.611834]	[74, 134]	[24707943, 24708003]	[24707943, 24708003]
345_18481	chr3	39639290	39639690	+	1000	58.0	[8.356634]	[125]	[4.611834]	[125]	[39639515]	[39639515]
345_18482	chr3	48915392	48915792	+	1000	58.0	[11.270045, 4.611834]	[116, 124]	[11.270045, 4.611834]	[116, 124]	[48915601, 48915609]	[48915601, 48915609]
345_18486	chr3	107464033	107464433	+	1000	58.0	[11.270045]	[107]	[11.270045]	[107]	[107464232]	[107464232]
345_1849	chr20	51373955	51374355	+	1000	441.0	[4.611834, 4.611834]	[99, 102]	[4.611834, 4.611834]	[99, 102]	[51374151, 51374154]	[51374151, 51374154]
345_18490	chr3	128380740	128381140	+	1000	58.0	[5.088419, 4.611834, 4.611834]	[96, 113, 126]	[4.611834, 9.465482, 4.611834]	[96, 113, 126]	[128380929, 128380946, 128380959]	[128380929, 128380946, 128380959]
345_18491	chr3	132887225	132887625	+	1000	58.0	[8.356634]	[144]	[4.611834]	[144]	[132887451]	[132887451]
345_18493	chr3	150600663	150601063	+	1000	58.0	[4.611834]	[146]	[4.611834]	[146]	[150600902]	[150600902]
345_18494	chr3	151998722	151999122	+	1000	58.0	[4.611834]	[77]	[4.611834]	[77]	[151998889]	[151998889]
345_18495	chr3	152348714	152349114	+	1000	58.0	[5.088419]	[148]	[4.611834]	[148]	[152348935]	[152348935]
345_18496	chr3	157313096	157313496	+	1000	58.0	[4.611834, 11.270045]	[105, 137]	[4.611834, 11.270045]	[105, 137]	[157313297, 157313329]	[157313297, 157313329]
345_18497	chr3	158700913	158701313	+	1000	58.0	[4.611834]	[69]	[4.611834]	[69]	[158701082]	[158701082]
345_18498	chr3	170622804	170623204	+	1000	58.0	[9.465482, 4.611834]	[134, 152]	[4.611834, 4.611834]	[134, 152]	[170623035, 170623053]	[170623035, 170623053]
345_18499	chr3	186950427	186950827	+	1000	58.0	[4.611834]	[99]	[4.611834]	[99]	[186950625]	[186950625]
345_185	chr12	49233020	49233420	+	1000	708.0	[4.611834, 11.270045]	[75, 127]	[4.611834, 11.270045]	[75, 127]	[49233181, 49233233]	[49233181, 49233233]
345_1850	chr6	33840417	33840817	+	1000	441.0	[11.270045, 4.611834]	[115, 128]	[11.270045, 4.611834]	[115, 128]	[33840626, 33840639]	[33840626, 33840639]
345_18500	chr3	196049521	196049921	+	1000	58.0	[4.611834]	[160]	[4.611834]	[160]	[196049747]	[196049747]
345_18501	chr4	26860340	26860740	+	1000	58.0	[4.611834]	[155]	[4.611834]	[155]	[26860581]	[26860581]
345_18502	chr4	54386321	54386721	+	1000	58.0	[4.611834]	[157]	[4.611834]	[157]	[54386556]	[54386556]
345_18504	chr4	96440787	96441187	+	1000	58.0	[4.611834, 4.611834]	[83, 161]	[8.356634, 4.611834]	[83, 161]	[96440946, 96441024]	[96440946, 96441024]
345_18505	chr4	172088581	172088981	+	1000	58.0	[5.088419, 4.611834]	[122, 140]	[4.611834, 4.611834]	[122, 140]	[172088797, 172088815]	[172088797, 172088815]
345_18507	chr5	17399925	17400325	+	1000	58.0	[9.465482]	[63]	[4.611834]	[63]	[17400076]	[17400076]
345_18509	chr5	39116694	39117094	+	1000	58.0	[4.611834]	[88]	[9.465482]	[88]	[39116870]	[39116870]
345_1851	chr6	42028557	42028957	+	1000	441.0	[4.611834]	[69]	[4.611834]	[69]	[42028724]	[42028724]
345_18510	chr5	39260227	39260627	+	1000	58.0	[9.465482]	[54]	[4.611834]	[54]	[39260381]	[39260381]
345_18511	chr5	56058976	56059376	+	1000	58.0	[4.611834]	[121]	[4.611834]	[121]	[56059187]	[56059187]
345_18514	chr5	68419424	68419824	+	1000	58.0	[4.611834, 4.611834]	[136, 148]	[4.611834, 4.611834]	[136, 148]	[68419640, 68419652]	[68419640, 68419652]
345_18515	chr5	73805447	73805847	+	1000	58.0	[4.611834]	[63]	[4.611834]	[63]	[73805602]	[73805602]
345_18519	chr5	113047696	113048096	+	1000	58.0	[4.611834, 9.465482]	[64, 123]	[5.088419, 4.611834]	[64, 123]	[113047849, 113047908]	[113047849, 113047908]
345_18520	chr5	135985934	135986334	+	1000	58.0	[4.611834, 4.611834]	[124, 133]	[9.465482, 4.611834]	[124, 133]	[135986149, 135986158]	[135986149, 135986158]
345_18521	chr5	139475399	139475799	+	1000	58.0	[4.611834]	[186]	[4.611834]	[186]	[139475636]	[139475636]
345_18522	chr5	139709127	139709527	+	1000	58.0	[5.088419, 4.611834, 4.611834]	[69, 75, 99]	[4.611834, 4.611834, 9.465482]	[69, 75, 99]	[139709295, 139709301, 139709325]	[139709295, 139709301, 139709325]
345_18525	chr5	150248906	150249306	+	1000	58.0	[4.611834, 4.611834]	[128, 151]	[4.611834, 4.611834]	[128, 151]	[150249126, 150249149]	[150249126, 150249149]
345_18528	chr6	11964933	11965333	+	1000	58.0	[5.088419]	[128]	[4.611834]	[128]	[11965137]	[11965137]
345_18529	chr6	15997931	15998331	+	1000	58.0	[4.611834]	[92]	[4.611834]	[92]	[15998123]	[15998123]
345_1853	chr8	60325959	60326359	+	1000	441.0	[4.611834]	[118]	[4.611834]	[118]	[60326172]	[60326172]
345_18531	chr6	16204630	16205030	+	1000	58.0	[4.611834, 4.611834]	[99, 124]	[4.611834, 4.611834]	[99, 124]	[16204822, 16204847]	[16204822, 16204847]
345_18535	chr6	30725667	30726067	+	1000	58.0	[4.611834, 11.270045]	[99, 155]	[4.611834, 11.270045]	[99, 155]	[30725855, 30725911]	[30725855, 30725911]
345_18537	chr6	30877716	30878116	+	1000	58.0	[4.611834]	[71]	[5.088419]	[71]	[30877874]	[30877874]
345_18539	chr6	42745821	42746221	+	1000	58.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[97, 126, 129, 132, 140]	[4.611834, 4.611834, 4.611834, 4.611834, 8.356634]	[97, 126, 129, 132, 140]	[42746014, 42746043, 42746046, 42746049, 42746057]	[42746014, 42746043, 42746046, 42746049, 42746057]
345_18540	chr6	57046388	57046788	+	1000	58.0	[4.611834]	[177]	[4.611834]	[177]	[57046635]	[57046635]
345_18543	chr6	109342467	109342867	+	1000	58.0	[9.465482]	[127]	[4.611834]	[127]	[109342679]	[109342679]
345_18544	chr6	110939458	110939858	+	1000	58.0	[8.356634]	[75]	[4.611834]	[75]	[110939629]	[110939629]
345_18545	chr6	113038992	113039392	+	1000	58.0	[11.270045]	[127]	[11.270045]	[127]	[113039211]	[113039211]
345_18547	chr6	129701695	129702095	+	1000	58.0	[4.611834]	[101]	[4.611834]	[101]	[129701894]	[129701894]
345_18548	chr6	131819799	131820199	+	1000	58.0	[11.270045]	[107]	[11.270045]	[107]	[131819998]	[131819998]
345_18549	chr6	160979066	160979466	+	1000	58.0	[4.611834, 11.270045, 4.611834, 11.270045]	[102, 105, 121, 133]	[4.611834, 11.270045, 4.611834, 11.270045]	[102, 105, 121, 133]	[160979255, 160979258, 160979274, 160979286]	[160979255, 160979258, 160979274, 160979286]
345_1855	chr1	112462886	112463286	+	1000	440.0	[4.611834]	[107]	[5.088419]	[107]	[112463092]	[112463092]
345_18550	chr6	163729479	163729879	+	1000	58.0	[5.088419]	[105]	[4.611834]	[105]	[163729678]	[163729678]
345_18551	chr6	164300762	164301162	+	1000	58.0	[4.611834]	[78]	[9.465482]	[78]	[164300933]	[164300933]
345_18552	chr7	2099241	2099641	+	1000	58.0	[4.611834, 11.270045]	[84, 123]	[4.611834, 11.270045]	[84, 123]	[2099420, 2099459]	[2099420, 2099459]
345_18553	chr7	5524296	5524696	+	1000	58.0	[11.270045, 4.611834]	[76, 96]	[11.270045, 4.611834]	[76, 96]	[5524453, 5524473]	[5524453, 5524473]
345_18554	chr7	8827364	8827764	+	1000	58.0	[4.611834]	[137]	[4.611834]	[137]	[8827565]	[8827565]
345_18556	chr7	66459779	66460179	+	1000	58.0	[9.465482]	[168]	[4.611834]	[168]	[66460013]	[66460013]
345_18558	chr7	103564417	103564817	+	1000	58.0	[9.465482]	[111]	[4.611834]	[111]	[103564619]	[103564619]
345_18559	chr7	103809657	103810057	+	1000	58.0	[4.611834, 4.611834]	[91, 108]	[4.611834, 4.611834]	[91, 108]	[103809844, 103809861]	[103809844, 103809861]
345_1856	chr11	10899526	10899926	+	1000	440.0	[9.465482, 9.465482, 9.465482]	[76, 93, 103]	[4.611834, 4.611834, 4.611834]	[76, 93, 103]	[10899699, 10899716, 10899726]	[10899699, 10899716, 10899726]
345_18560	chr7	105664861	105665261	+	1000	58.0	[4.611834, 4.611834, 11.270045, 11.270045]	[62, 78, 81, 96]	[4.611834, 4.611834, 11.270045, 11.270045]	[62, 78, 81, 96]	[105665020, 105665036, 105665039, 105665054]	[105665020, 105665036, 105665039, 105665054]
345_18561	chr7	106562983	106563383	+	1000	58.0	[11.270045, 4.611834]	[111, 114]	[11.270045, 4.611834]	[111, 114]	[106563188, 106563191]	[106563188, 106563191]
345_18563	chr7	108526348	108526748	+	1000	58.0	[4.611834, 4.611834]	[104, 164]	[4.611834, 4.611834]	[104, 164]	[108526520, 108526580]	[108526520, 108526580]
345_18565	chr7	112714915	112715315	+	1000	58.0	[4.611834]	[71]	[5.088419]	[71]	[112715071]	[112715071]
345_18567	chr7	121394804	121395204	+	1000	58.0	[4.611834]	[128]	[9.465482]	[128]	[121395027]	[121395027]
345_18568	chr7	127983338	127983738	+	1000	58.0	[4.611834]	[88]	[9.465482]	[88]	[127983522]	[127983522]
345_1857	chr12	26846020	26846420	+	1000	440.0	[9.465482]	[120]	[4.611834]	[120]	[26846234]	[26846234]
345_18570	chr7	148941309	148941709	+	1000	58.0	[8.356634]	[81]	[4.611834]	[81]	[148941487]	[148941487]
345_18571	chr7	149628363	149628763	+	1000	58.0	[4.611834]	[144]	[4.611834]	[144]	[149628596]	[149628596]
345_18572	chr7	150404397	150404797	+	1000	58.0	[11.270045, 4.611834]	[120, 127]	[11.270045, 4.611834]	[120, 127]	[150404616, 150404623]	[150404616, 150404623]
345_18574	chr8	1784161	1784561	+	1000	58.0	[4.611834]	[113]	[4.611834]	[113]	[1784366]	[1784366]
345_18576	chr8	23129226	23129626	+	1000	58.0	[11.270045, 4.611834, 4.611834]	[89, 109, 150]	[11.270045, 5.088419, 4.611834]	[89, 109, 150]	[23129399, 23129419, 23129460]	[23129399, 23129419, 23129460]
345_18577	chr8	30934147	30934547	+	1000	58.0	[4.611834]	[201]	[5.088419]	[201]	[30934366]	[30934366]
345_18579	chr8	58813491	58813891	+	1000	58.0	[4.611834]	[108]	[8.356634]	[108]	[58813691]	[58813691]
345_1858	chr2	47078978	47079378	+	1000	440.0	[4.611834]	[90]	[4.611834]	[90]	[47079162]	[47079162]
345_18580	chr8	67339533	67339933	+	765	58.0	[4.611834, 4.611834, 8.356634]	[73, 111, 141]	[4.611834, 4.611834, 4.611834]	[73, 111, 141]	[67339700, 67339738, 67339768]	[67339700, 67339738, 67339768]
345_18581	chr8	101090878	101091278	+	1000	58.0	[4.611834, 4.611834]	[106, 151]	[4.611834, 8.356634]	[106, 151]	[101091070, 101091115]	[101091070, 101091115]
345_18585	chr9	73370046	73370446	+	1000	58.0	[4.611834]	[86]	[9.465482]	[86]	[73370208]	[73370208]
345_18586	chr9	93587970	93588370	+	1000	58.0	[4.611834, 11.270045, 4.611834, 9.465482]	[68, 71, 89, 123]	[4.611834, 11.270045, 4.611834, 4.611834]	[68, 71, 89, 123]	[93588125, 93588128, 93588146, 93588180]	[93588125, 93588128, 93588146, 93588180]
345_18589	chr9	135441374	135441774	+	1000	58.0	[4.611834]	[101]	[4.611834]	[101]	[135441560]	[135441560]
345_1859	chr21	35547975	35548375	+	1000	440.0	[4.611834, 4.611834]	[82, 133]	[5.088419, 4.611834]	[82, 133]	[35548151, 35548202]	[35548151, 35548202]
345_18591	chrX	70833358	70833758	+	1000	58.0	[4.611834, 4.611834]	[57, 131]	[9.465482, 8.356634]	[57, 131]	[70833513, 70833587]	[70833513, 70833587]
345_18592	chrX	103404975	103405375	+	1000	58.0	[5.088419]	[115]	[4.611834]	[115]	[103405186]	[103405186]
345_18593	chrX	154398757	154399157	+	1000	58.0	[4.611834]	[179]	[4.611834]	[179]	[154399006]	[154399006]
345_18596	chr1	15328736	15329136	+	1000	57.0	[4.611834, 4.611834]	[110, 113]	[4.611834, 4.611834]	[110, 113]	[15328922, 15328925]	[15328922, 15328925]
345_18598	chr1	18478803	18479203	+	1000	57.0	[4.611834, 4.611834]	[80, 83]	[4.611834, 4.611834]	[80, 83]	[18478980, 18478983]	[18478980, 18478983]
345_18599	chr1	19206874	19207274	+	1000	57.0	[9.465482]	[113]	[4.611834]	[113]	[19207086]	[19207086]
345_1860	chr22	36982135	36982535	+	1000	440.0	[11.270045]	[61]	[11.270045]	[61]	[36982294]	[36982294]
345_18606	chr1	61253345	61253745	+	1000	57.0	[9.465482, 4.611834]	[109, 147]	[4.611834, 4.611834]	[109, 147]	[61253549, 61253587]	[61253549, 61253587]
345_1861	chr9	105647486	105647886	+	1000	440.0	[4.611834]	[112]	[4.611834]	[112]	[105647697]	[105647697]
345_18611	chr1	95138212	95138612	+	1000	57.0	[4.611834, 4.611834]	[97, 120]	[4.611834, 4.611834]	[97, 120]	[95138389, 95138412]	[95138389, 95138412]
345_18612	chr1	111641324	111641724	+	1000	57.0	[4.611834]	[118]	[4.611834]	[118]	[111641535]	[111641535]
345_18614	chr1	119204907	119205307	+	1000	57.0	[4.611834, 4.611834]	[67, 75]	[4.611834, 4.611834]	[67, 75]	[119205073, 119205081]	[119205073, 119205081]
345_1862	chrM	4759	5159	+	1000	440.0	[8.356634, 4.611834]	[109, 134]	[4.611834, 4.611834]	[109, 134]	[4964, 4989]	[4964, 4989]
345_18621	chr1	161639198	161639598	+	1000	57.0	[4.611834]	[99]	[4.611834]	[99]	[161639394]	[161639394]
345_18623	chr1	167462995	167463395	+	1000	57.0	[4.611834]	[63]	[4.611834]	[63]	[167463154]	[167463154]
345_18624	chr1	167864633	167865033	+	1000	57.0	[9.465482, 4.611834, 11.270045]	[168, 188, 191]	[4.611834, 4.611834, 11.270045]	[168, 188, 191]	[167864854, 167864874, 167864877]	[167864854, 167864874, 167864877]
345_18625	chr1	192265500	192265900	+	1000	57.0	[9.465482, 4.611834]	[107, 127]	[4.611834, 4.611834]	[107, 127]	[192265702, 192265722]	[192265702, 192265722]
345_18626	chr1	193059179	193059579	+	1000	57.0	[4.611834]	[131]	[5.088419]	[131]	[193059410]	[193059410]
345_18628	chr1	203006981	203007381	+	1000	57.0	[5.088419]	[122]	[4.611834]	[122]	[203007161]	[203007161]
345_18629	chr1	203711226	203711626	+	1000	57.0	[4.611834]	[124]	[4.611834]	[124]	[203711431]	[203711431]
345_1863	chr1	116758040	116758440	+	1000	439.0	[4.611834, 4.611834]	[77, 147]	[4.611834, 4.611834]	[77, 147]	[116758211, 116758281]	[116758211, 116758281]
345_18630	chr1	204647485	204647885	+	1000	57.0	[9.465482, 4.611834]	[101, 144]	[4.611834, 4.611834]	[101, 144]	[204647674, 204647717]	[204647674, 204647717]
345_18632	chr1	205930785	205931185	+	1000	57.0	[4.611834]	[102]	[4.611834]	[102]	[205930960]	[205930960]
345_18633	chr1	207318094	207318494	+	1000	57.0	[11.270045]	[68]	[11.270045]	[68]	[207318249]	[207318249]
345_18637	chr1	233631053	233631453	+	1000	57.0	[5.088419]	[103]	[4.611834]	[103]	[233631252]	[233631252]
345_18639	chr10	17025673	17026073	+	1000	57.0	[4.611834]	[161]	[4.611834]	[161]	[17025921]	[17025921]
345_1864	chr1	151596449	151596849	+	1000	439.0	[4.611834, 11.270045]	[102, 105]	[4.611834, 11.270045]	[102, 105]	[151596650, 151596653]	[151596650, 151596653]
345_18642	chr10	70660702	70661102	+	1000	57.0	[9.465482]	[127]	[4.611834]	[127]	[70660916]	[70660916]
345_18643	chr10	101749556	101749956	+	1000	57.0	[4.611834, 11.270045]	[68, 123]	[4.611834, 11.270045]	[68, 123]	[101749713, 101749768]	[101749713, 101749768]
345_18646	chr10	124798355	124798755	+	1000	57.0	[11.270045, 4.611834, 4.611834]	[89, 122, 136]	[11.270045, 4.611834, 4.611834]	[89, 122, 136]	[124798542, 124798575, 124798589]	[124798542, 124798575, 124798589]
345_18647	chr11	5087229	5087629	+	1000	57.0	[4.611834, 11.270045]	[93, 123]	[4.611834, 11.270045]	[93, 123]	[5087417, 5087447]	[5087417, 5087447]
345_18649	chr11	57741262	57741662	+	1000	57.0	[4.611834]	[175]	[4.611834]	[175]	[57741478]	[57741478]
345_1865	chr1	169309103	169309503	+	1000	439.0	[11.270045]	[52]	[11.270045]	[52]	[169309254]	[169309254]
345_18650	chr11	59810550	59810950	+	1000	57.0	[4.611834, 4.611834]	[108, 126]	[4.611834, 4.611834]	[108, 126]	[59810725, 59810743]	[59810725, 59810743]
345_18651	chr11	62850491	62850891	+	1000	57.0	[4.611834, 4.611834]	[77, 80]	[4.611834, 4.611834]	[77, 80]	[62850659, 62850662]	[62850659, 62850662]
345_18652	chr11	64318731	64319131	+	1000	57.0	[5.088419, 11.270045]	[73, 120]	[4.611834, 11.270045]	[73, 120]	[64318884, 64318931]	[64318884, 64318931]
345_18653	chr11	72815666	72816066	+	1000	57.0	[4.611834]	[150]	[4.611834]	[150]	[72815901]	[72815901]
345_18654	chr11	75982332	75982732	+	1000	57.0	[5.088419]	[112]	[4.611834]	[112]	[75982530]	[75982530]
345_18655	chr11	76699742	76700142	+	1000	57.0	[4.611834]	[126]	[9.465482]	[126]	[76699943]	[76699943]
345_18656	chr11	86193448	86193848	+	1000	57.0	[4.611834]	[132]	[4.611834]	[132]	[86193647]	[86193647]
345_18658	chr11	93721500	93721900	+	1000	57.0	[11.270045]	[138]	[11.270045]	[138]	[93721726]	[93721726]
345_1866	chr1	203300416	203300816	+	1000	439.0	[11.270045, 4.611834]	[62, 93]	[11.270045, 4.611834]	[62, 93]	[203300578, 203300609]	[203300578, 203300609]
345_18661	chr12	42385358	42385758	+	1000	57.0	[11.270045, 4.611834]	[100, 136]	[11.270045, 4.611834]	[100, 136]	[42385557, 42385593]	[42385557, 42385593]
345_18662	chr12	42790764	42791164	+	1000	57.0	[4.611834]	[73]	[4.611834]	[73]	[42790929]	[42790929]
345_18663	chr12	46372520	46372920	+	1000	57.0	[4.611834, 4.611834]	[115, 162]	[4.611834, 4.611834]	[115, 162]	[46372720, 46372767]	[46372720, 46372767]
345_18664	chr12	50275579	50275979	+	1000	57.0	[5.088419]	[104]	[4.611834]	[104]	[50275780]	[50275780]
345_18665	chr12	57027194	57027594	+	1000	57.0	[4.611834]	[91]	[4.611834]	[91]	[57027383]	[57027383]
345_18666	chr12	70619418	70619818	+	1000	57.0	[4.611834]	[83]	[4.611834]	[83]	[70619601]	[70619601]
345_18669	chr12	120196053	120196453	+	1000	57.0	[4.611834, 4.611834]	[118, 156]	[4.611834, 8.356634]	[118, 156]	[120196212, 120196250]	[120196212, 120196250]
345_18670	chr13	22813980	22814380	+	1000	57.0	[4.611834, 4.611834]	[67, 133]	[8.356634, 4.611834]	[67, 133]	[22814145, 22814211]	[22814145, 22814211]
345_18672	chr13	95542091	95542491	+	1000	57.0	[5.088419]	[144]	[4.611834]	[144]	[95542328]	[95542328]
345_18676	chr13	110617606	110618006	+	1000	57.0	[4.611834]	[81]	[9.465482]	[81]	[110617782]	[110617782]
345_18677	chr14	31405892	31406292	+	1000	57.0	[9.465482, 4.611834]	[105, 112]	[4.611834, 4.611834]	[105, 112]	[31406082, 31406089]	[31406082, 31406089]
