#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_16767	chr13	91589300	91589700	+	717	29.0	[7.309482]	[115]	[]	[]	[91589515]	[]
681_16768	chr13	91609583	91609983	+	670	29.0	[7.589001, 8.903656]	[157, 184]	[]	[]	[91609751, 91609778]	[]
681_16771	chr13	91726564	91726964	+	846	29.0	[6.8722434]	[150]	[]	[]	[91726763]	[]
681_16772	chr13	91752612	91753012	+	695	29.0	[]	[]	[8.683034]	[139]	[]	[91752768]
681_16773	chr13	92295977	92296377	+	731	29.0	[11.136818]	[161]	[]	[]	[92296183]	[]
681_1678	chr10	70297194	70297594	+	1000	72.0	[13.574681, 15.375314]	[141, 148]	[]	[]	[70297428, 70297435]	[]
681_16782	chr13	107906976	107907376	+	820	29.0	[]	[]	[10.185661]	[135]	[]	[107907153]
681_16785	chr14	68210598	68210998	+	648	29.0	[]	[]	[7.8784423]	[154]	[]	[68210836]
681_16786	chr14	69606246	69606646	+	683	29.0	[11.136818, 11.258537]	[86, 93]	[]	[]	[69606422, 69606429]	[]
681_16787	chr14	74018703	74019103	+	798	29.0	[]	[]	[6.9654317]	[178]	[]	[74018885]
681_16792	chr14	105398366	105398766	+	808	29.0	[7.294452]	[207]	[]	[]	[105398615]	[]
681_16797	chr15	40383027	40383427	+	820	29.0	[]	[]	[7.7873144]	[134]	[]	[40383225]
681_16798	chr15	40436157	40436557	+	803	29.0	[10.016101]	[150]	[]	[]	[40436340]	[]
681_168	chr20	36885365	36885765	+	1000	190.0	[]	[]	[15.375314]	[74]	[]	[36885537]
681_1680	chr16	11100425	11100825	+	1000	72.0	[6.9793944]	[88]	[]	[]	[11100599]	[]
681_16803	chr15	66698364	66698764	+	620	29.0	[]	[]	[7.417145]	[162]	[]	[66698596]
681_16808	chr15	74954559	74954959	+	697	29.0	[7.3238416]	[193]	[]	[]	[74954805]	[]
681_1681	chr16	67935319	67935719	+	1000	72.0	[]	[]	[12.716828]	[121]	[]	[67935534]
681_16811	chr15	81099315	81099715	+	606	29.0	[]	[]	[7.881086, 6.7671185]	[114, 139]	[]	[81099517, 81099542]
681_16814	chr15	88466936	88467336	+	700	29.0	[7.7873144]	[151]	[7.129322]	[139]	[88467127]	[88467115]
681_16815	chr15	89095512	89095912	+	781	29.0	[10.822892]	[65]	[]	[]	[89095668]	[]
681_1682	chr16	81582780	81583180	+	1000	72.0	[]	[]	[6.726127, 9.075708, 7.8130794]	[110, 132, 139]	[]	[81582972, 81582994, 81583001]
681_16824	chr16	369834	370234	+	815	29.0	[10.278964]	[175]	[]	[]	[370068]	[]
681_16829	chr16	1942869	1943269	+	685	29.0	[]	[]	[6.929461]	[144]	[]	[1943101]
681_16832	chr16	4473839	4474239	+	543	29.0	[9.064944]	[84]	[]	[]	[4474000]	[]
681_16833	chr16	4585545	4585945	+	747	29.0	[6.726127]	[226]	[6.7508655]	[176]	[4585776]	[4585726]
681_16834	chr16	4625072	4625472	+	637	29.0	[12.716828]	[145]	[]	[]	[4625274]	[]
681_16835	chr16	15590389	15590789	+	620	29.0	[10.016101]	[177]	[]	[]	[15590613]	[]
681_1684	chr17	29155319	29155719	+	1000	72.0	[]	[]	[11.8274975]	[147]	[]	[29155553]
681_16840	chr16	31200759	31201159	+	785	29.0	[8.917174]	[111]	[9.389633]	[97]	[31200968]	[31200954]
681_16841	chr16	31713432	31713832	+	780	29.0	[8.66444]	[168]	[]	[]	[31713637]	[]
681_16844	chr16	53530226	53530626	+	725	29.0	[13.574681]	[167]	[]	[]	[53530457]	[]
681_16847	chr16	57682705	57683105	+	730	29.0	[]	[]	[6.7778077]	[161]	[]	[57682934]
681_16850	chr16	67159908	67160308	+	849	29.0	[]	[]	[8.683034]	[142]	[]	[67160072]
681_16855	chr16	79891435	79891835	+	708	29.0	[12.02581]	[136]	[]	[]	[79891637]	[]
681_16861	chr16	85559262	85559662	+	820	29.0	[6.7505236]	[186]	[]	[]	[85559477]	[]
681_16864	chr16	86090422	86090822	+	655	29.0	[]	[]	[6.726127, 9.5113535, 15.375314]	[100, 145, 152]	[]	[86090616, 86090661, 86090668]
681_16868	chr16	88973807	88974207	+	635	29.0	[]	[]	[6.7563543]	[115]	[]	[88974005]
681_1687	chr19	14091335	14091735	+	1000	72.0	[]	[]	[11.8274975]	[76]	[]	[14091504]
681_16871	chr17	7579011	7579411	+	748	29.0	[]	[]	[10.225179]	[215]	[]	[7579261]
681_16872	chr17	17206394	17206794	+	762	29.0	[]	[]	[9.965039]	[118]	[]	[17206589]
681_16875	chr17	27070818	27071218	+	721	29.0	[]	[]	[10.916196]	[99]	[]	[27071014]
681_16876	chr17	27474117	27474517	+	592	29.0	[]	[]	[10.25437]	[172]	[]	[27474329]
681_16877	chr17	28033651	28034051	+	682	29.0	[]	[]	[7.3564353]	[142]	[]	[28033885]
681_16878	chr17	28722158	28722558	+	837	29.0	[7.807559]	[200]	[]	[]	[28722406]	[]
681_1688	chr19	55653579	55653979	+	1000	72.0	[11.258537]	[72]	[]	[]	[55653749]	[]
681_16881	chr17	32894275	32894675	+	623	29.0	[]	[]	[7.877071]	[128]	[]	[32894495]
681_16883	chr17	36706129	36706529	+	684	29.0	[6.9376044]	[72]	[6.9182286]	[108]	[36706297]	[36706333]
681_16884	chr17	36950743	36951143	+	800	29.0	[10.225179, 15.375314]	[159, 166]	[]	[]	[36950953, 36950960]	[]
681_16886	chr17	39621918	39622318	+	814	29.0	[]	[]	[10.026865, 10.026865]	[81, 118]	[]	[39622093, 39622130]
681_16889	chr17	40287226	40287626	+	829	29.0	[7.6377664]	[105]	[]	[]	[40287388]	[]
681_16893	chr17	41499814	41500214	+	784	29.0	[]	[]	[9.5113535]	[183]	[]	[41500040]
681_16895	chr17	42067301	42067701	+	673	29.0	[]	[]	[8.477994]	[204]	[]	[42067546]
681_16896	chr17	42121264	42121664	+	593	29.0	[7.473389]	[189]	[]	[]	[42121514]	[]
681_169	chr20	57389859	57390259	+	1000	190.0	[]	[]	[10.822892, 13.574681]	[88, 95]	[]	[57390037, 57390044]
681_16900	chr17	45893995	45894395	+	796	29.0	[]	[]	[9.5113535]	[144]	[]	[45894153]
681_16902	chr17	46186958	46187358	+	661	29.0	[]	[]	[11.846873]	[105]	[]	[46187150]
681_16906	chr17	47275474	47275874	+	734	29.0	[]	[]	[10.046241]	[165]	[]	[47275716]
681_16907	chr17	48542294	48542694	+	722	29.0	[10.314935]	[152]	[]	[]	[48542505]	[]
681_16909	chr17	49551398	49551798	+	817	29.0	[15.375314, 11.846873]	[100, 107]	[]	[]	[49551591, 49551598]	[]
681_1691	chr21	37267794	37268194	+	1000	72.0	[]	[]	[7.8524485]	[148]	[]	[37268032]
681_16912	chr17	57991538	57991938	+	794	29.0	[6.7065535, 7.874239]	[121, 134]	[8.453737]	[147]	[57991745, 57991758]	[57991771]
681_16921	chr17	76072721	76073121	+	730	29.0	[9.075708]	[227]	[]	[]	[76072954]	[]
681_16922	chr17	76239751	76240151	+	711	29.0	[7.3683796]	[131]	[]	[]	[76239925]	[]
681_16924	chr17	76601506	76601906	+	826	29.0	[9.6081915]	[77]	[]	[]	[76601680]	[]
681_16929	chr17	78256623	78257023	+	685	29.0	[8.268917]	[97]	[]	[]	[78256817]	[]
681_16930	chr17	78315815	78316215	+	573	29.0	[]	[]	[6.7505236]	[149]	[]	[78316061]
681_16931	chr17	79607899	79608299	+	800	29.0	[7.417145]	[148]	[]	[]	[79608136]	[]
681_16935	chr17	81552763	81553163	+	701	29.0	[]	[]	[8.274998]	[186]	[]	[81552980]
681_16937	chr17	82461176	82461576	+	810	29.0	[]	[]	[10.016101]	[131]	[]	[82461394]
681_1694	chr22	21972313	21972713	+	1000	72.0	[]	[]	[7.375241]	[159]	[]	[21972498]
681_16940	chr17_GL000205v2_random	154134	154534	+	727	29.0	[8.565256]	[66]	[]	[]	[154287]	[]
681_16942	chr18	3380239	3380639	+	727	29.0	[]	[]	[7.699957]	[111]	[]	[3380438]
681_16943	chr18	3452073	3452473	+	720	29.0	[7.2750764]	[140]	[]	[]	[3452255]	[]
681_16949	chr18	22667216	22667616	+	757	29.0	[11.816733]	[196]	[]	[]	[22667429]	[]
681_16954	chr19	1253485	1253885	+	775	29.0	[]	[]	[11.341519]	[106]	[]	[1253677]
681_16955	chr19	1945943	1946343	+	675	29.0	[]	[]	[6.9793944]	[98]	[]	[1946108]
681_16958	chr19	4576193	4576593	+	546	29.0	[7.375241, 10.026865]	[147, 165]	[]	[]	[4576410, 4576428]	[]
681_16964	chr19	10380791	10381191	+	758	29.0	[11.8274975]	[153]	[]	[]	[10380984]	[]
681_16965	chr19	10388998	10389398	+	759	29.0	[]	[]	[6.860204]	[122]	[]	[10389213]
681_16976	chr19	18415324	18415724	+	730	29.0	[]	[]	[6.7505236]	[110]	[]	[18415510]
681_16977	chr19	18572399	18572799	+	723	29.0	[7.699957]	[92]	[]	[]	[18572557]	[]
681_1698	chr22	23140081	23140481	+	1000	72.0	[]	[]	[6.907464]	[131]	[]	[23140260]
681_16989	chr19	40445601	40446001	+	650	29.0	[]	[]	[7.3683796]	[150]	[]	[40445840]
681_16994	chr19	44844535	44844935	+	709	29.0	[]	[]	[7.355865]	[225]	[]	[44844773]
681_16996	chr19	45177907	45178307	+	624	29.0	[7.0178723]	[84]	[]	[]	[45178089]	[]
681_170	chr4	186191280	186191680	+	1000	190.0	[12.623525]	[68]	[]	[]	[186191444]	[]
681_1700	chr3	24644979	24645379	+	1000	72.0	[6.929461]	[117]	[]	[]	[24645196]	[]
681_17002	chr19	48398937	48399337	+	587	29.0	[]	[]	[6.9376044]	[52]	[]	[48399089]
681_17004	chr19	48875399	48875799	+	840	29.0	[]	[]	[8.423179]	[142]	[]	[48875627]
681_17008	chr19	51380851	51381251	+	654	29.0	[]	[]	[7.699957]	[191]	[]	[51381093]
681_17009	chr19	51468203	51468603	+	713	29.0	[]	[]	[8.9727955]	[169]	[]	[51468421]
681_1701	chr4	70993507	70993907	+	1000	72.0	[]	[]	[7.595884]	[78]	[]	[70993673]
681_17010	chr19	54168301	54168701	+	833	29.0	[]	[]	[10.314935]	[107]	[]	[54168480]
681_17011	chr19	54205981	54206381	+	695	29.0	[]	[]	[7.874239, 10.016101]	[57, 150]	[]	[54206138, 54206231]
681_17013	chr19	55581285	55581685	+	813	29.0	[7.3451004, 7.417145]	[126, 173]	[]	[]	[55581481, 55581528]	[]
681_17016	chr2	9539161	9539561	+	825	29.0	[6.907464, 6.907464]	[88, 96]	[]	[]	[9539336, 9539344]	[]
681_17018	chr2	10392457	10392857	+	836	29.0	[]	[]	[8.615948, 10.400684]	[172, 178]	[]	[10392695, 10392701]
681_17019	chr2	11742782	11743182	+	725	29.0	[]	[]	[12.716828]	[123]	[]	[11742988]
681_1702	chr5	10577383	10577783	+	1000	72.0	[8.917174]	[133]	[11.8274975]	[124]	[10577603]	[10577594]
681_17022	chr2	17642521	17642921	+	705	29.0	[12.623525]	[96]	[]	[]	[17642711]	[]
681_17024	chr2	26171505	26171905	+	830	29.0	[]	[]	[7.3877554]	[177]	[]	[26171709]
681_17025	chr2	32274854	32275254	+	777	29.0	[]	[]	[6.8722434]	[119]	[]	[32275006]
681_17026	chr2	42238676	42239076	+	587	29.0	[10.466044]	[113]	[]	[]	[42238868]	[]
681_17027	chr2	43060403	43060803	+	793	29.0	[8.917174]	[124]	[12.716828]	[78]	[43060612]	[43060566]
681_17030	chr2	47237390	47237790	+	808	29.0	[]	[]	[9.093951]	[195]	[]	[47237638]
681_17033	chr2	48145873	48146273	+	558	29.0	[]	[]	[8.176768]	[169]	[]	[48146050]
681_17035	chr2	54955503	54955903	+	753	29.0	[6.9793944]	[144]	[]	[]	[54955706]	[]
681_17039	chr2	68878231	68878631	+	793	29.0	[11.846873]	[146]	[11.136818]	[130]	[68878430]	[68878414]
681_17040	chr2	71545678	71546078	+	854	29.0	[]	[]	[8.166003]	[118]	[]	[71545880]
681_17041	chr2	79054782	79055182	+	751	29.0	[9.064944]	[139]	[]	[]	[79054984]	[]
681_17043	chr2	85990066	85990466	+	791	29.0	[10.016101]	[119]	[]	[]	[85990262]	[]
681_17045	chr2	94874160	94874560	+	743	29.0	[]	[]	[9.188388]	[140]	[]	[94874367]
681_17048	chr2	108583778	108584178	+	840	29.0	[]	[]	[7.759486]	[221]	[]	[108584021]
681_17050	chr2	111484058	111484458	+	731	29.0	[]	[]	[10.016101, 12.02581]	[86, 93]	[]	[111484237, 111484244]
681_17052	chr2	120899369	120899769	+	628	29.0	[]	[]	[7.4022975]	[97]	[]	[120899560]
681_17053	chr2	144508471	144508871	+	649	29.0	[6.9793944]	[149]	[]	[]	[144508687]	[]
681_17058	chr2	169162688	169163088	+	827	29.0	[9.530729]	[174]	[]	[]	[169162923]	[]
681_1706	chr5	72818954	72819354	+	1000	72.0	[]	[]	[8.423179, 6.7671185]	[127, 134]	[]	[72819176, 72819183]
681_17062	chr2	172102032	172102432	+	597	29.0	[]	[]	[9.066098]	[164]	[]	[172102207]
681_17064	chr2	173355213	173355613	+	774	29.0	[8.49737]	[196]	[]	[]	[173355436]	[]
681_17068	chr2	183078950	183079350	+	757	29.0	[7.3451004]	[84]	[]	[]	[183079107]	[]
681_1707	chr6	27892929	27893329	+	1000	72.0	[9.188388, 6.8143425]	[110, 163]	[]	[]	[27893104, 27893157]	[]
681_17070	chr2	198059710	198060110	+	630	29.0	[7.309482]	[206]	[]	[]	[198059924]	[]
681_17071	chr2	201116710	201117110	+	795	29.0	[7.9920163]	[99]	[]	[]	[201116882]	[]
681_17072	chr2	207692181	207692581	+	623	29.0	[10.016101]	[77]	[]	[]	[207692355]	[]
681_17073	chr2	219160208	219160608	+	658	29.0	[]	[]	[8.477994]	[140]	[]	[219160448]
681_17077	chr2	230713591	230713991	+	740	29.0	[]	[]	[10.314935]	[146]	[]	[230713798]
681_17079	chr2	237967335	237967735	+	598	29.0	[]	[]	[12.716828]	[191]	[]	[237967552]
681_1708	chr6	28776663	28777063	+	1000	72.0	[]	[]	[7.6651616]	[102]	[]	[28776865]
681_17080	chr20	369622	370022	+	780	29.0	[6.907464, 8.423179]	[78, 128]	[]	[]	[369797, 369847]	[]
681_17081	chr20	375244	375644	+	800	29.0	[7.264312]	[132]	[]	[]	[375402]	[]
681_17082	chr20	1325607	1326007	+	624	29.0	[8.453737]	[164]	[]	[]	[1325848]	[]
681_17084	chr20	23180307	23180707	+	724	29.0	[]	[]	[8.67447, 10.314935]	[93, 121]	[]	[23180496, 23180524]
681_17086	chr20	32473954	32474354	+	697	29.0	[9.066098]	[209]	[]	[]	[32474180]	[]
681_17089	chr20	35462345	35462745	+	614	29.0	[8.718861]	[163]	[7.6564493]	[148]	[35462564]	[35462549]
681_17091	chr20	36861560	36861960	+	840	29.0	[]	[]	[10.822892]	[92]	[]	[36861731]
681_17092	chr20	37379035	37379435	+	845	29.0	[]	[]	[7.161431]	[207]	[]	[37379282]
681_17093	chr20	37406360	37406760	+	726	29.0	[6.8441687]	[186]	[]	[]	[37406595]	[]
681_17099	chr20	48831764	48832164	+	574	29.0	[7.877071, 11.258537]	[130, 137]	[]	[]	[48831968, 48831975]	[]
681_1710	chr6	82247699	82248099	+	1000	72.0	[8.738236, 8.164407]	[92, 122]	[]	[]	[82247873, 82247903]	[]
681_17103	chr20	62419209	62419609	+	648	29.0	[]	[]	[7.699957]	[88]	[]	[62419373]
681_1711	chr6	106856285	106856685	+	1000	72.0	[7.2529516]	[115]	[15.375314]	[127]	[106856454]	[106856466]
681_17111	chr21	31732270	31732670	+	787	29.0	[6.8824015]	[170]	[6.917256]	[154]	[31732515]	[31732499]
681_17113	chr21	34615135	34615535	+	703	29.0	[8.780026]	[202]	[]	[]	[34615371]	[]
681_17114	chr21	36028430	36028830	+	635	29.0	[]	[]	[9.066098]	[136]	[]	[36028617]
681_17129	chr22	19046302	19046702	+	729	29.0	[7.699957]	[142]	[]	[]	[19046533]	[]
681_1713	chr7	25495328	25495728	+	1000	72.0	[]	[]	[12.02581]	[117]	[]	[25495541]
681_17131	chr22	19054644	19055044	+	802	29.0	[]	[]	[7.699957]	[160]	[]	[19054885]
681_17136	chr22	19164115	19164515	+	750	29.0	[8.073071]	[161]	[10.016101]	[193]	[19164283]	[19164315]
681_1714	chr7	94509528	94509928	+	1000	72.0	[7.5666924]	[100]	[]	[]	[94509723]	[]
681_17142	chr22	19301261	19301661	+	783	29.0	[]	[]	[10.016101]	[166]	[]	[19301456]
681_17144	chr22	19365685	19366085	+	562	29.0	[8.423179]	[128]	[]	[]	[19365882]	[]
681_17145	chr22	19402725	19403125	+	772	29.0	[]	[]	[8.028181]	[139]	[]	[19402896]
681_17148	chr22	19543881	19544281	+	761	29.0	[7.2750764]	[177]	[7.608377]	[135]	[19544097]	[19544055]
681_1715	chr9	130975205	130975605	+	1000	72.0	[10.07563]	[66]	[]	[]	[130975363]	[]
681_17150	chr22	19573488	19573888	+	660	29.0	[7.816506]	[148]	[]	[]	[19573677]	[]
681_17153	chr22	19754295	19754695	+	774	29.0	[6.9824934]	[213]	[]	[]	[19754536]	[]
681_17155	chr22	19795613	19796013	+	622	29.0	[]	[]	[10.046241]	[206]	[]	[19795858]
681_17160	chr22	20142452	20142852	+	682	29.0	[]	[]	[7.874239]	[70]	[]	[20142614]
681_17164	chr22	20184622	20185022	+	793	29.0	[6.7505236]	[198]	[]	[]	[20184856]	[]
681_17171	chr22	20976841	20977241	+	808	29.0	[7.6448336]	[136]	[]	[]	[20977073]	[]
681_17174	chr22	21108846	21109246	+	740	29.0	[10.07563]	[144]	[]	[]	[21109074]	[]
681_17176	chr22	21966625	21967025	+	661	29.0	[]	[]	[10.046241]	[84]	[]	[21966794]
681_17177	chr22	22047013	22047413	+	815	29.0	[]	[]	[11.341519]	[150]	[]	[22047180]
681_17178	chr22	22145558	22145958	+	730	29.0	[]	[]	[7.417145]	[129]	[]	[22145786]
681_1718	chr1	30929382	30929782	+	1000	71.0	[10.400684]	[57]	[]	[]	[30929534]	[]
681_17189	chr22	28962162	28962562	+	561	29.0	[11.341519, 9.064944]	[89, 96]	[]	[]	[28962345, 28962352]	[]
681_17190	chr22	30423521	30423921	+	680	29.0	[]	[]	[11.846873]	[85]	[]	[30423706]
681_17191	chr22	32413536	32413936	+	818	29.0	[6.907464, 6.9376044]	[82, 148]	[]	[]	[32413716, 32413782]	[]
681_17193	chr22	37608961	37609361	+	717	29.0	[10.225179]	[80]	[]	[]	[37609137]	[]
681_17195	chr22	38086985	38087385	+	641	29.0	[]	[]	[7.415039, 7.415039]	[154, 163]	[]	[38087170, 38087179]
681_17196	chr22	39212715	39213115	+	740	29.0	[]	[]	[8.453737]	[105]	[]	[39212889]
681_17198	chr22	41414430	41414830	+	626	29.0	[8.245195, 11.846873, 8.176768]	[103, 109, 142]	[]	[]	[41414633, 41414639, 41414672]	[]
681_172	chr1	43389749	43390149	+	1000	189.0	[7.3877554]	[129]	[8.164407, 10.225179]	[64, 71]	[43389970]	[43389905, 43389912]
681_1720	chr1	44807817	44808217	+	1000	71.0	[15.375314]	[127]	[]	[]	[44808022]	[]
681_17209	chr3	38454244	38454644	+	816	29.0	[10.046241]	[86]	[6.917256]	[116]	[38454421]	[38454451]
681_17211	chr3	42572261	42572661	+	800	29.0	[]	[]	[7.710721]	[133]	[]	[42572483]
681_17212	chr3	43619594	43619994	+	650	29.0	[]	[]	[13.574681]	[99]	[]	[43619791]
681_17216	chr3	44237216	44237616	+	785	29.0	[]	[]	[7.145733, 8.718861]	[137, 173]	[]	[44237421, 44237457]
681_17217	chr3	44624121	44624521	+	797	29.0	[11.846873, 8.718861]	[134, 141]	[]	[]	[44624347, 44624354]	[]
681_1722	chr1	160989981	160990381	+	1000	71.0	[]	[]	[7.699957]	[143]	[]	[160990165]
681_17221	chr3	46395060	46395460	+	573	29.0	[7.578237]	[168]	[]	[]	[46395309]	[]
681_17222	chr3	46895154	46895554	+	609	29.0	[9.188388]	[176]	[]	[]	[46895397]	[]
681_17227	chr3	98986081	98986481	+	639	29.0	[]	[]	[15.375314, 6.907464]	[120, 146]	[]	[98986280, 98986306]
681_17229	chr3	119293100	119293500	+	614	29.0	[13.574681]	[92]	[12.02581, 12.93745]	[116, 123]	[119293273]	[119293297, 119293304]
681_1723	chr1	228838418	228838818	+	1000	71.0	[10.016101]	[91]	[10.225179]	[97]	[228838598]	[228838604]
681_17232	chr3	150703331	150703731	+	630	29.0	[]	[]	[11.258537]	[191]	[]	[150703574]
681_17233	chr3	156553921	156554321	+	710	29.0	[]	[]	[7.2561, 8.196144]	[72, 106]	[]	[156554074, 156554108]
681_17237	chr3	182911762	182912162	+	621	29.0	[7.051181]	[66]	[]	[]	[182911921]	[]
681_17239	chr3	194333711	194334111	+	753	29.0	[9.103049]	[154]	[]	[]	[194333958]	[]
681_1724	chr1	234874527	234874927	+	1000	71.0	[]	[]	[9.709666]	[110]	[]	[234874737]
681_17243	chr3	196175733	196176133	+	807	29.0	[9.540887]	[129]	[]	[]	[196175920]	[]
681_17245	chr3	196339427	196339827	+	730	29.0	[]	[]	[7.0734897]	[155]	[]	[196339672]
681_17246	chr3	196978619	196979019	+	653	29.0	[7.900682]	[139]	[]	[]	[196978831]	[]
681_17249	chr4	984973	985373	+	828	29.0	[8.073071]	[130]	[]	[]	[985140]	[]
681_17253	chr4	2441671	2442071	+	678	29.0	[]	[]	[7.0428286]	[149]	[]	[2441865]
681_17256	chr4	8303253	8303653	+	616	29.0	[]	[]	[10.822892]	[218]	[]	[8303497]
681_17258	chr4	26319094	26319494	+	795	29.0	[10.822892]	[108]	[]	[]	[26319259]	[]
681_1726	chr10	32960080	32960480	+	1000	71.0	[7.563146]	[119]	[9.064944, 11.816733]	[98, 133]	[32960286]	[32960265, 32960300]
681_17262	chr4	54064088	54064488	+	763	29.0	[]	[]	[7.355865]	[224]	[]	[54064325]
681_17264	chr4	74444966	74445366	+	762	29.0	[]	[]	[9.103049]	[161]	[]	[74445166]
681_17266	chr4	87422277	87422677	+	799	29.0	[7.563146]	[84]	[]	[]	[87422443]	[]
681_1727	chr10	71266261	71266661	+	1000	71.0	[]	[]	[8.274998]	[71]	[]	[71266432]
681_17272	chr4	127967781	127968181	+	793	29.0	[]	[]	[7.807559]	[162]	[]	[127968002]
681_17273	chr4	143907795	143908195	+	776	29.0	[]	[]	[13.574681]	[75]	[]	[143907953]
681_17275	chr4	152957246	152957646	+	679	29.0	[]	[]	[7.69079]	[97]	[]	[152957423]
681_17276	chr4	154416144	154416544	+	758	29.0	[7.264312]	[96]	[]	[]	[154416331]	[]
681_1728	chr10	133075013	133075413	+	1000	71.0	[13.574681, 13.574681]	[121, 130]	[]	[]	[133075228, 133075237]	[]
681_17286	chr5	34731706	34732106	+	742	29.0	[8.780026]	[101]	[]	[]	[34731876]	[]
681_17289	chr5	43039436	43039836	+	742	29.0	[]	[]	[6.7065535]	[101]	[]	[43039612]
681_1729	chr11	45917502	45917902	+	1000	71.0	[]	[]	[11.2237425, 15.375314]	[75, 103]	[]	[45917654, 45917682]
681_17291	chr5	68334126	68334526	+	717	29.0	[7.877071, 7.473389, 7.7950444]	[156, 171, 183]	[10.016101]	[150]	[68334304, 68334319, 68334331]	[68334298]
681_17294	chr5	80407537	80407937	+	734	29.0	[]	[]	[6.9631176]	[126]	[]	[80407707]
681_173	chr19	13051588	13051988	+	1000	189.0	[7.699957, 10.225179]	[58, 80]	[]	[]	[13051739, 13051761]	[]
681_1730	chr11	57741169	57741569	+	1000	71.0	[]	[]	[8.245195]	[153]	[]	[57741412]
681_17302	chr5	119299978	119300378	+	653	29.0	[6.929461]	[110]	[]	[]	[119300153]	[]
681_17307	chr5	135329680	135330080	+	620	29.0	[13.05917, 7.69079, 7.0354786]	[56, 63, 70]	[]	[]	[135329836, 135329843, 135329850]	[]
681_1731	chr11	64800665	64801065	+	1000	71.0	[6.907464]	[154]	[8.164407, 12.02581]	[96, 124]	[64800896]	[64800838, 64800866]
681_17311	chr5	139689552	139689952	+	603	29.0	[]	[]	[6.9654317]	[187]	[]	[139689779]
681_17312	chr5	140145670	140146070	+	806	29.0	[10.916196]	[101]	[]	[]	[140145869]	[]
681_17315	chr5	149028195	149028595	+	551	29.0	[]	[]	[10.400684]	[94]	[]	[149028389]
681_17316	chr5	149317421	149317821	+	828	29.0	[]	[]	[12.716828, 10.016101]	[84, 95]	[]	[149317587, 149317598]
681_1732	chr12	31757097	31757497	+	1000	71.0	[13.574681]	[86]	[]	[]	[31757281]	[]
681_17320	chr5	151223448	151223848	+	799	29.0	[]	[]	[10.026865]	[92]	[]	[151223629]
681_17321	chr5	170297365	170297765	+	809	29.0	[9.103049]	[193]	[9.075708]	[205]	[170297575]	[170297587]
681_17323	chr5	173736962	173737362	+	747	29.0	[7.874239]	[132]	[7.730097, 11.816733]	[75, 86]	[173737179]	[173737122, 173737133]
681_17325	chr5	176537572	176537972	+	826	29.0	[13.574681]	[186]	[]	[]	[176537792]	[]
681_17328	chr5	178231882	178232282	+	633	29.0	[9.075708]	[94]	[9.066098]	[111]	[178232074]	[178232091]
681_1733	chr12	132494215	132494615	+	1000	71.0	[]	[]	[11.846873]	[87]	[]	[132494391]
681_17331	chr5	180830717	180831117	+	625	29.0	[11.724585]	[235]	[]	[]	[180830963]	[]
681_17335	chr6	3383486	3383886	+	802	29.0	[]	[]	[7.007602, 7.145733]	[97, 113]	[]	[3383661, 3383677]
681_17338	chr6	4382200	4382600	+	804	29.0	[]	[]	[7.415039]	[87]	[]	[4382384]
681_1734	chr13	29508607	29509007	+	1000	71.0	[]	[]	[15.375314]	[106]	[]	[29508791]
681_17340	chr6	7112648	7113048	+	702	29.0	[7.589001]	[235]	[]	[]	[7112889]	[]
681_17342	chr6	10725010	10725410	+	784	29.0	[11.8274975]	[172]	[]	[]	[10725197]	[]
681_17343	chr6	11917959	11918359	+	717	29.0	[8.49737]	[80]	[]	[]	[11918134]	[]
681_17346	chr6	14451587	14451987	+	811	29.0	[7.0178723, 7.238494]	[82, 169]	[]	[]	[14451746, 14451833]	[]
681_17347	chr6	15298253	15298653	+	755	29.0	[]	[]	[10.016101]	[120]	[]	[15298468]
681_17348	chr6	15491233	15491633	+	761	29.0	[]	[]	[7.0734897]	[172]	[]	[15491471]
681_17349	chr6	17703839	17704239	+	825	29.0	[]	[]	[7.807559]	[135]	[]	[17704073]
681_17350	chr6	17725189	17725589	+	784	29.0	[7.2718024]	[134]	[]	[]	[17725403]	[]
681_17351	chr6	17981434	17981834	+	643	29.0	[7.807559]	[153]	[]	[]	[17981651]	[]
681_17355	chr6	26020667	26021067	+	608	29.0	[]	[]	[7.417145]	[150]	[]	[26020854]
681_17356	chr6	26233464	26233864	+	785	29.0	[]	[]	[6.9824934]	[155]	[]	[26233711]
681_17357	chr6	26383046	26383446	+	772	29.0	[]	[]	[9.540887]	[187]	[]	[26383295]
681_17360	chr6	27752445	27752845	+	725	29.0	[]	[]	[6.731148]	[136]	[]	[27752626]
681_17364	chr6	28921842	28922242	+	791	29.0	[6.9523535]	[145]	[]	[]	[28922027]	[]
681_17367	chr6	30915577	30915977	+	739	29.0	[7.4022975]	[153]	[7.0354786]	[180]	[30915771]	[30915798]
681_17369	chr6	31655621	31656021	+	778	29.0	[]	[]	[8.917174, 7.1155686]	[209, 216]	[]	[31655858, 31655865]
681_1737	chr16	142978	143378	+	1000	71.0	[9.169012]	[65]	[7.355865]	[117]	[143143]	[143195]
681_17370	chr6	31658433	31658833	+	811	29.0	[]	[]	[8.710301]	[200]	[]	[31658675]
