#PeakID(python identify_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_165	chr11	78292174	78292574	+	1000	271.5	[6.9489045]	[77]	[6.9489045]	[77]	[78292341]	[78292341]
466_16504	chr12	9448180	9448580	+	1000	43.5	[]	[]	[11.465191]	[113]	[]	[9448387]
466_16507	chr12	48105197	48105597	+	1000	43.5	[]	[]	[6.975399]	[131]	[]	[48105417]
466_16512	chr12	53352628	53353028	+	1000	43.5	[6.53501]	[90]	[]	[]	[53352806]	[]
466_16514	chr12	54017452	54017852	+	1000	43.5	[11.465191]	[122]	[]	[]	[54017671]	[]
466_16517	chr12	56449208	56449608	+	1000	43.5	[6.9489045]	[237]	[6.9489045]	[237]	[56449446]	[56449446]
466_16518	chr12	57127164	57127564	+	1000	43.5	[6.53501]	[71]	[]	[]	[57127331]	[]
466_16532	chr14	31265732	31266132	+	1000	43.5	[6.975399]	[117]	[11.465191]	[148]	[31265918]	[31265949]
466_16533	chr14	39267138	39267538	+	1000	43.5	[]	[]	[6.672127, 6.672127]	[72, 133]	[]	[39267292, 39267353]
466_16537	chr15	40564988	40565388	+	1000	43.5	[6.9489045]	[183]	[6.9489045]	[183]	[40565206]	[40565206]
466_16545	chr15	90530667	90531067	+	972	43.5	[11.465191]	[153]	[]	[]	[90530896]	[]
466_1655	chr6	12008389	12008789	+	1000	114.0	[6.975399]	[155]	[]	[]	[12008581]	[]
466_16552	chr16	21525350	21525750	+	600	43.5	[]	[]	[6.672127]	[69]	[]	[21525518]
466_16561	chr16	84617298	84617698	+	1000	43.5	[6.975399]	[122]	[]	[]	[84617498]	[]
466_16590	chr18	36187155	36187555	+	1000	43.5	[6.672127]	[110]	[11.465191]	[126]	[36187348]	[36187364]
466_16594	chr19	6718533	6718933	+	1000	43.5	[]	[]	[11.465191]	[85]	[]	[6718714]
466_16605	chr19	39412646	39413046	+	1000	43.5	[]	[]	[11.465191]	[83]	[]	[39412827]
466_1661	chr10	75108329	75108729	+	1000	113.5	[6.975399]	[152]	[]	[]	[75108572]	[]
466_16610	chr19	51565687	51566087	+	1000	43.5	[]	[]	[6.975399]	[193]	[]	[51565936]
466_16612	chr19	55544961	55545361	+	1000	43.5	[11.465191]	[139]	[]	[]	[55545113]	[]
466_16613	chr2	8544922	8545322	+	1000	43.5	[]	[]	[6.672127]	[89]	[]	[8545109]
466_16620	chr2	39437953	39438353	+	1000	43.5	[11.465191, 6.9489045]	[79, 94]	[6.9489045]	[94]	[39438113, 39438128]	[39438128]
466_16626	chr2	74269644	74270044	+	1000	43.5	[11.465191]	[128]	[]	[]	[74269852]	[]
466_16628	chr2	88350853	88351253	+	1000	43.5	[6.53501]	[113]	[]	[]	[88351027]	[]
466_16632	chr2	112904878	112905278	+	1000	43.5	[11.465191, 6.53501]	[109, 147]	[]	[]	[112905085, 112905123]	[]
466_1664	chr15	58142894	58143294	+	1000	113.5	[6.975399]	[132]	[]	[]	[58143123]	[]
466_16655	chr22	20258613	20259013	+	1000	43.5	[]	[]	[11.465191]	[131]	[]	[20258832]
466_16674	chr3	45631380	45631780	+	1000	43.5	[]	[]	[6.53501]	[78]	[]	[45631539]
466_16680	chr3	143443798	143444198	+	1000	43.5	[]	[]	[6.53501]	[93]	[]	[143443990]
466_16690	chr4	74320495	74320895	+	1000	43.5	[11.465191]	[177]	[]	[]	[74320734]	[]
466_16691	chr4	74446519	74446919	+	1000	43.5	[6.975399]	[140]	[]	[]	[74446750]	[]
466_16705	chr5	105033673	105034073	+	1000	43.5	[]	[]	[6.53501]	[117]	[]	[105033857]
466_16713	chr5	146190832	146191232	+	998	43.5	[11.465191]	[173]	[]	[]	[146191049]	[]
466_16715	chr5	150758853	150759253	+	923	43.5	[6.9489045]	[147]	[6.9489045]	[147]	[150759031]	[150759031]
466_16746	chr6	56492043	56492443	+	1000	43.5	[6.975399]	[94]	[]	[]	[56492224]	[]
466_1676	chr1	235367305	235367705	+	1000	113.0	[11.465191]	[85]	[11.465191]	[104]	[235367483]	[235367502]
466_16761	chr6	161370726	161371126	+	1000	43.5	[]	[]	[11.465191]	[145]	[]	[161370958]
466_16797	chr8	42843174	42843574	+	1000	43.5	[]	[]	[11.465191]	[229]	[]	[42843420]
466_16807	chr8	125434565	125434965	+	1000	43.5	[]	[]	[11.465191]	[132]	[]	[125434756]
466_16813	chr9	87726191	87726591	+	1000	43.5	[]	[]	[6.672127, 6.975399]	[173, 183]	[]	[87726386, 87726396]
466_16814	chr9	93671665	93672065	+	1000	43.5	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191]	[61, 97, 109, 133]	[]	[93671817, 93671853, 93671865, 93671889]
466_16821	chr9	127608303	127608703	+	1000	43.5	[11.465191, 6.9489045, 6.672127]	[102, 124, 177]	[6.9489045]	[124]	[127608473, 127608495, 127608548]	[127608495]
466_16832	chrX	11352167	11352567	+	1000	43.5	[]	[]	[6.975399]	[170]	[]	[11352392]
466_16839	chr1	1309095	1309495	+	1000	43.0	[11.465191, 6.672127]	[57, 66]	[11.465191]	[77]	[1309251, 1309260]	[1309271]
466_16845	chr1	20199388	20199788	+	1000	43.0	[11.465191]	[133]	[]	[]	[20199592]	[]
466_16858	chr1	38292020	38292420	+	878	43.0	[6.53501]	[104]	[]	[]	[38292209]	[]
466_16871	chr1	117368775	117369175	+	1000	43.0	[6.975399]	[133]	[]	[]	[117369002]	[]
466_16886	chr1	205748885	205749285	+	1000	43.0	[]	[]	[6.672127]	[153]	[]	[205749124]
466_16892	chr1	212858718	212859118	+	1000	43.0	[11.465191]	[135]	[]	[]	[212858944]	[]
466_16902	chr10	5404659	5405059	+	1000	43.0	[11.465191]	[141]	[]	[]	[5404879]	[]
466_16913	chr11	8682327	8682727	+	1000	43.0	[6.53501]	[138]	[]	[]	[8682542]	[]
466_16924	chr11	69288131	69288531	+	1000	43.0	[6.672127]	[178]	[]	[]	[69288367]	[]
466_16927	chr11	82791072	82791472	+	1000	43.0	[11.465191]	[232]	[]	[]	[82791313]	[]
466_16935	chr12	1917715	1918115	+	1000	43.0	[6.672127]	[145]	[11.465191]	[156]	[1917927]	[1917938]
466_16937	chr12	7995137	7995537	+	1000	43.0	[6.53501]	[91]	[]	[]	[7995328]	[]
466_16940	chr12	21437441	21437841	+	1000	43.0	[6.672127]	[86]	[]	[]	[21437606]	[]
466_16948	chr12	53231779	53232179	+	1000	43.0	[11.465191]	[95]	[]	[]	[53231971]	[]
466_16972	chr15	35546200	35546600	+	1000	43.0	[6.53501]	[151]	[]	[]	[35546388]	[]
466_16973	chr15	38254502	38254902	+	1000	43.0	[6.9489045]	[170]	[6.9489045]	[170]	[38254738]	[38254738]
466_16993	chr16	80540648	80541048	+	1000	43.0	[]	[]	[11.465191]	[109]	[]	[80540852]
466_16996	chr16	85558230	85558630	+	1000	43.0	[11.465191]	[115]	[11.465191, 11.465191]	[88, 153]	[85558416]	[85558389, 85558454]
466_16998	chr17	8164235	8164635	+	1000	43.0	[6.672127]	[156]	[6.672127]	[124]	[8164437]	[8164405]
466_170	chr8	99013026	99013426	+	1000	269.5	[6.672127]	[135]	[]	[]	[99013255]	[]
466_17025	chr17	80832964	80833364	+	1000	43.0	[6.672127]	[209]	[]	[]	[80833193]	[]
466_17031	chr18	31101082	31101482	+	1000	43.0	[6.672127]	[150]	[]	[]	[31101275]	[]
466_1704	chr2	69975926	69976326	+	1000	112.5	[6.9489045]	[148]	[11.465191, 6.9489045]	[113, 148]	[69976174]	[69976139, 69976174]
466_17051	chr19	50794358	50794758	+	1000	43.0	[11.465191]	[134]	[]	[]	[50794553]	[]
466_17076	chr2	135056775	135057175	+	1000	43.0	[]	[]	[11.465191]	[105]	[]	[135056964]
466_1709	chr3	100002822	100003222	+	1000	112.5	[6.975399]	[128]	[]	[]	[100003027]	[]
466_17091	chr2	218567926	218568326	+	1000	43.0	[6.975399]	[166]	[]	[]	[218568175]	[]
466_17092	chr2	230907585	230907985	+	1000	43.0	[11.465191]	[95]	[]	[]	[230907751]	[]
466_17107	chr22	19657201	19657601	+	1000	43.0	[]	[]	[11.465191, 11.465191]	[109, 146]	[]	[19657381, 19657418]
466_1711	chr5	68434137	68434537	+	1000	112.5	[6.975399]	[122]	[]	[]	[68434337]	[]
466_17131	chr3	46539012	46539412	+	1000	43.0	[]	[]	[11.465191]	[96]	[]	[46539166]
466_17138	chr3	123201538	123201938	+	732	43.0	[]	[]	[11.465191, 6.672127]	[139, 173]	[]	[123201737, 123201771]
466_17159	chr4	89110916	89111316	+	1000	43.0	[11.465191, 6.9489045]	[123, 174]	[6.9489045]	[174]	[89111102, 89111153]	[89111153]
466_17160	chr4	103198290	103198690	+	934	43.0	[6.9489045]	[96]	[6.9489045]	[96]	[103198468]	[103198468]
466_17162	chr4	122602546	122602946	+	1000	43.0	[]	[]	[6.53501]	[103]	[]	[122602748]
466_17163	chr4	150321125	150321525	+	931	43.0	[6.9489045]	[61]	[6.9489045]	[61]	[150321285]	[150321285]
466_17188	chr6	1703861	1704261	+	1000	43.0	[6.53501]	[87]	[]	[]	[1704035]	[]
466_17205	chr6	33208203	33208603	+	1000	43.0	[6.672127]	[154]	[]	[]	[33208423]	[]
466_17237	chr7	88218013	88218413	+	925	43.0	[11.465191, 11.465191]	[102, 122]	[]	[]	[88218215, 88218235]	[]
466_17244	chr7	140517901	140518301	+	1000	43.0	[]	[]	[11.465191]	[108]	[]	[140518090]
466_17245	chr7	150405597	150405997	+	1000	43.0	[]	[]	[6.672127]	[199]	[]	[150405802]
466_1728	chr3	4825534	4825934	+	1000	112.0	[6.975399]	[138]	[]	[]	[4825694]	[]
466_17280	chr9	136673665	136674065	+	1000	43.0	[11.465191]	[163]	[11.465191]	[101]	[136673908]	[136673846]
466_17281	chrX	24153126	24153526	+	1000	43.0	[6.53501]	[146]	[]	[]	[24153337]	[]
466_17284	chrX	66728933	66729333	+	1000	43.0	[]	[]	[11.465191]	[128]	[]	[66729145]
466_17285	chrX	71095041	71095441	+	1000	43.0	[]	[]	[6.672127]	[124]	[]	[71095197]
466_17288	chr1	7975222	7975622	+	1000	42.5	[11.465191]	[90]	[]	[]	[7975398]	[]
466_1729	chr5	149708988	149709388	+	1000	112.0	[]	[]	[11.465191, 6.975399]	[72, 128]	[]	[149709159, 149709215]
466_17295	chr1	23530423	23530823	+	1000	42.5	[]	[]	[11.465191]	[112]	[]	[23530609]
466_1730	chr6	37257473	37257873	+	1000	112.0	[11.465191]	[69]	[]	[]	[37257641]	[]
466_17302	chr1	33472508	33472908	+	1000	42.5	[]	[]	[6.672127]	[98]	[]	[33472699]
466_17329	chr1	155262122	155262522	+	1000	42.5	[6.9489045]	[239]	[6.9489045]	[239]	[155262366]	[155262366]
466_17331	chr1	161307240	161307640	+	1000	42.5	[6.53501]	[197]	[]	[]	[161307453]	[]
466_17340	chr1	211490763	211491163	+	875	42.5	[6.53501]	[76]	[]	[]	[211490932]	[]
466_17344	chr1	225446019	225446419	+	1000	42.5	[6.975399, 11.465191, 11.465191]	[91, 98, 107]	[6.975399]	[119]	[225446194, 225446201, 225446210]	[225446222]
466_17350	chr10	14185352	14185752	+	1000	42.5	[]	[]	[6.975399]	[188]	[]	[14185596]
466_17361	chr11	2890614	2891014	+	1000	42.5	[]	[]	[11.465191]	[156]	[]	[2890837]
466_17368	chr11	46537814	46538214	+	1000	42.5	[11.465191, 6.53501]	[131, 167]	[]	[]	[46538016, 46538052]	[]
466_17373	chr11	61129707	61130107	+	1000	42.5	[]	[]	[11.465191]	[126]	[]	[61129910]
466_17377	chr11	65506017	65506417	+	1000	42.5	[]	[]	[11.465191]	[141]	[]	[65506231]
466_17389	chr11	119095073	119095473	+	1000	42.5	[]	[]	[6.975399]	[165]	[]	[119095239]
466_17395	chr12	28191264	28191664	+	1000	42.5	[]	[]	[6.53501]	[89]	[]	[28191431]
466_17396	chr12	32036475	32036875	+	1000	42.5	[]	[]	[6.975399]	[89]	[]	[32036636]
466_174	chr3	173007151	173007551	+	1000	266.0	[]	[]	[11.465191]	[87]	[]	[173007338]
466_17402	chr12	49742051	49742451	+	1000	42.5	[]	[]	[11.465191]	[208]	[]	[49742278]
466_17406	chr12	52139526	52139926	+	639	42.5	[11.465191]	[105]	[11.465191]	[114]	[52139730]	[52139739]
466_17407	chr12	52790101	52790501	+	1000	42.5	[11.465191]	[129]	[]	[]	[52790320]	[]
466_17408	chr12	52904984	52905384	+	1000	42.5	[11.465191]	[96]	[11.465191]	[120]	[52905171]	[52905195]
466_17410	chr12	54352007	54352407	+	1000	42.5	[11.465191]	[81]	[]	[]	[54352166]	[]
466_17412	chr12	57751692	57752092	+	1000	42.5	[6.9489045]	[180]	[6.9489045]	[180]	[57751922]	[57751922]
466_17432	chr14	61695015	61695415	+	1000	42.5	[6.9489045]	[129]	[6.9489045]	[129]	[61695244]	[61695244]
466_17437	chr15	43824456	43824856	+	1000	42.5	[11.465191]	[101]	[]	[]	[43824657]	[]
466_1744	chr6	27157472	27157872	+	1000	111.5	[6.975399, 11.465191]	[158, 213]	[]	[]	[27157631, 27157686]	[]
466_17459	chr16	54927091	54927491	+	1000	42.5	[11.465191]	[97]	[]	[]	[54927283]	[]
466_17475	chr17	48055628	48056028	+	1000	42.5	[]	[]	[11.465191]	[128]	[]	[48055854]
466_17484	chr17	66503107	66503507	+	1000	42.5	[11.465191]	[162]	[11.465191]	[132]	[66503345]	[66503315]
466_17497	chr18	31102949	31103349	+	1000	42.5	[]	[]	[6.975399]	[152]	[]	[31103192]
466_17503	chr19	4343030	4343430	+	1000	42.5	[6.672127]	[183]	[]	[]	[4343274]	[]
466_17507	chr19	13833734	13834134	+	921	42.5	[]	[]	[11.465191]	[153]	[]	[13833964]
466_17513	chr19	35717129	35717529	+	1000	42.5	[6.672127]	[223]	[]	[]	[35717360]	[]
466_17522	chr2	12604416	12604816	+	989	42.5	[]	[]	[11.465191]	[143]	[]	[12604652]
466_17525	chr2	37925220	37925620	+	1000	42.5	[]	[]	[11.465191]	[128]	[]	[37925423]
466_1753	chr13	113208540	113208940	+	1000	111.0	[]	[]	[6.672127]	[114]	[]	[113208742]
466_17532	chr2	120253594	120253994	+	1000	42.5	[6.975399]	[127]	[]	[]	[120253817]	[]
466_1755	chr17	36534325	36534725	+	1000	111.0	[]	[]	[11.465191]	[110]	[]	[36534524]
466_17552	chr20	56415220	56415620	+	1000	42.5	[6.53501]	[134]	[]	[]	[56415378]	[]
466_17562	chr22	19579902	19580302	+	1000	42.5	[6.672127]	[143]	[11.465191]	[96]	[19580126]	[19580079]
466_17572	chr22	29029903	29030303	+	1000	42.5	[]	[]	[6.975399]	[98]	[]	[29030061]
466_17586	chr3	47406223	47406623	+	1000	42.5	[]	[]	[6.975399]	[104]	[]	[47406403]
466_17606	chr4	1693393	1693793	+	780	42.5	[6.53501]	[60]	[]	[]	[1693549]	[]
466_17610	chr4	88283652	88284052	+	1000	42.5	[]	[]	[6.672127]	[134]	[]	[88283822]
466_17613	chr4	168568937	168569337	+	990	42.5	[6.975399]	[99]	[]	[]	[168569122]	[]
466_17614	chr4	183098716	183099116	+	1000	42.5	[11.465191]	[215]	[]	[]	[183098959]	[]
466_17618	chr5	78245747	78246147	+	1000	42.5	[]	[]	[6.975399]	[124]	[]	[78245956]
466_17619	chr5	87267313	87267713	+	1000	42.5	[6.672127]	[159]	[]	[]	[87267560]	[]
466_1762	chr22	19179046	19179446	+	1000	111.0	[11.465191]	[105]	[]	[]	[19179251]	[]
466_17622	chr5	143224637	143225037	+	1000	42.5	[]	[]	[11.465191]	[163]	[]	[143224838]
466_17626	chr5	177509541	177509941	+	1000	42.5	[6.53501, 6.975399, 11.465191]	[146, 150, 171]	[]	[]	[177509751, 177509755, 177509776]	[]
466_17629	chr6	2911658	2912058	+	1000	42.5	[6.53501]	[141]	[]	[]	[2911881]	[]
466_1763	chr22	22357176	22357576	+	1000	111.0	[]	[]	[11.465191]	[96]	[]	[22357333]
466_17631	chr6	3742244	3742644	+	1000	42.5	[]	[]	[11.465191]	[187]	[]	[3742479]
466_17633	chr6	6886374	6886774	+	1000	42.5	[6.9489045]	[136]	[6.9489045]	[136]	[6886610]	[6886610]
466_1764	chr22	22809990	22810390	+	1000	111.0	[]	[]	[11.465191, 11.465191]	[115, 154]	[]	[22810200, 22810239]
466_17653	chr6	45156056	45156456	+	911	42.5	[11.465191]	[118]	[]	[]	[45156272]	[]
466_17654	chr6	45495851	45496251	+	640	42.5	[6.53501]	[149]	[6.53501]	[135]	[45496083]	[45496069]
466_17662	chr6	138773378	138773778	+	1000	42.5	[6.672127]	[107]	[]	[]	[138773572]	[]
466_1767	chr6	27250981	27251381	+	1000	111.0	[]	[]	[11.465191, 11.465191]	[64, 141]	[]	[27251137, 27251214]
466_17671	chr7	2405760	2406160	+	915	42.5	[]	[]	[11.465191]	[232]	[]	[2406007]
466_17674	chr7	6271590	6271990	+	1000	42.5	[11.465191, 11.465191]	[95, 111]	[]	[]	[6271753, 6271769]	[]
466_17683	chr7	73706361	73706761	+	988	42.5	[]	[]	[6.672127]	[101]	[]	[73706555]
466_17688	chr7	108497108	108497508	+	1000	42.5	[6.53501]	[106]	[]	[]	[108497305]	[]
466_17703	chr8	25458832	25459232	+	1000	42.5	[]	[]	[11.465191]	[138]	[]	[25459022]
466_17704	chr8	47263893	47264293	+	1000	42.5	[]	[]	[11.465191]	[69]	[]	[47264045]
466_17708	chr8	73008500	73008900	+	1000	42.5	[]	[]	[11.465191, 11.465191]	[186, 213]	[]	[73008710, 73008737]
466_17709	chr8	85939406	85939806	+	1000	42.5	[6.53501]	[108]	[]	[]	[85939568]	[]
466_1771	chr8	101198412	101198812	+	1000	111.0	[11.465191]	[110]	[]	[]	[101198603]	[]
466_17718	chr9	35730410	35730810	+	1000	42.5	[]	[]	[6.975399]	[137]	[]	[35730621]
466_17724	chr9	123265752	123266152	+	1000	42.5	[]	[]	[6.53501]	[176]	[]	[123265931]
466_17728	chr9	128127952	128128352	+	1000	42.5	[]	[]	[11.465191]	[135]	[]	[128128169]
466_17738	chr9	133022312	133022712	+	1000	42.5	[]	[]	[11.465191]	[116]	[]	[133022518]
466_1774	chr1	8004668	8005068	+	1000	110.5	[11.465191]	[85]	[]	[]	[8004832]	[]
466_17750	chr1	20696804	20697204	+	1000	42.0	[6.9489045]	[169]	[6.9489045]	[169]	[20697045]	[20697045]
466_17787	chr1	154626939	154627339	+	1000	42.0	[11.465191]	[174]	[6.975399]	[121]	[154627181]	[154627128]
466_1779	chr20	31608468	31608868	+	1000	110.5	[]	[]	[11.465191]	[58]	[]	[31608622]
466_1780	chr20	38472391	38472791	+	1000	110.5	[]	[]	[6.975399, 6.975399, 6.53501]	[64, 99, 132]	[]	[38472544, 38472579, 38472612]
466_17805	chr1	221887226	221887626	+	1000	42.0	[11.465191]	[159]	[]	[]	[221887460]	[]
466_17815	chr1	247936909	247937309	+	1000	42.0	[11.465191, 6.672127]	[78, 174]	[11.465191]	[147]	[247937063, 247937159]	[247937132]
466_17819	chr10	5317704	5318104	+	1000	42.0	[6.9489045]	[111]	[6.9489045, 11.465191]	[111, 145]	[5317914]	[5317914, 5317948]
466_17820	chr10	21496608	21497008	+	1000	42.0	[6.672127]	[73]	[]	[]	[21496762]	[]
466_17824	chr10	29471511	29471911	+	1000	42.0	[]	[]	[11.465191]	[137]	[]	[29471740]
466_17834	chr10	63236362	63236762	+	1000	42.0	[11.465191]	[131]	[]	[]	[63236570]	[]
466_1784	chr6	7106908	7107308	+	1000	110.5	[11.465191]	[145]	[]	[]	[7107134]	[]
466_17847	chr11	16738109	16738509	+	1000	42.0	[]	[]	[6.53501]	[117]	[]	[16738313]
466_17853	chr11	62791742	62792142	+	1000	42.0	[]	[]	[11.465191]	[146]	[]	[62791930]
466_17867	chr11	119318644	119319044	+	1000	42.0	[]	[]	[11.465191]	[139]	[]	[119318856]
466_17870	chr12	9798007	9798407	+	1000	42.0	[11.465191]	[153]	[]	[]	[9798244]	[]
466_17883	chr12	113854312	113854712	+	947	42.0	[11.465191]	[145]	[]	[]	[113854541]	[]
466_17891	chr13	60226573	60226973	+	1000	42.0	[6.975399]	[200]	[]	[]	[60226802]	[]
466_17901	chr15	45118088	45118488	+	1000	42.0	[]	[]	[6.53501]	[135]	[]	[45118317]
466_17906	chr15	64444271	64444671	+	1000	42.0	[6.672127]	[128]	[]	[]	[64444461]	[]
466_17926	chr16	71883100	71883500	+	1000	42.0	[11.465191]	[162]	[]	[]	[71883325]	[]
466_17933	chr17	27893365	27893765	+	1000	42.0	[6.975399]	[68]	[]	[]	[27893522]	[]
466_17938	chr17	40417773	40418173	+	1000	42.0	[6.53501]	[188]	[]	[]	[40418010]	[]
466_17944	chr17	50719514	50719914	+	1000	42.0	[]	[]	[6.672127]	[165]	[]	[50719690]
466_1795	chr5	134632648	134633048	+	1000	110.0	[]	[]	[6.672127]	[96]	[]	[134632843]
466_17951	chr17	82224562	82224962	+	1000	42.0	[6.672127, 11.465191]	[123, 169]	[]	[]	[82224725, 82224771]	[]
466_17952	chr17	82647304	82647704	+	1000	42.0	[11.465191, 11.465191]	[100, 155]	[]	[]	[82647500, 82647555]	[]
466_17964	chr19	19120639	19121039	+	1000	42.0	[11.465191]	[199]	[6.975399, 6.975399]	[154, 209]	[19120859]	[19120814, 19120869]
466_17965	chr19	29610610	29611010	+	1000	42.0	[]	[]	[6.672127]	[119]	[]	[29610805]
466_17977	chr2	11129890	11130290	+	1000	42.0	[]	[]	[11.465191]	[92]	[]	[11130080]
466_17979	chr2	20186454	20186854	+	742	42.0	[]	[]	[11.465191]	[140]	[]	[20186672]
466_18	chr16	90032042	90032442	+	1000	740.0	[]	[]	[6.975399, 11.465191, 11.465191, 11.465191, 11.465191, 6.975399, 11.465191]	[127, 138, 146, 185, 193, 203, 213]	[]	[90032202, 90032213, 90032221, 90032260, 90032268, 90032278, 90032288]
466_180	chr15	89893874	89894274	+	1000	263.5	[]	[]	[11.465191]	[149]	[]	[89894121]
466_18000	chr2	109279227	109279627	+	1000	42.0	[11.465191]	[70]	[]	[]	[109279396]	[]
466_18005	chr2	134207746	134208146	+	1000	42.0	[11.465191]	[139]	[]	[]	[134207953]	[]
466_18011	chr2	178478126	178478526	+	1000	42.0	[]	[]	[6.975399]	[116]	[]	[178478308]
466_18012	chr20	2101931	2102331	+	1000	42.0	[]	[]	[6.975399]	[188]	[]	[2102173]
466_18019	chr20	45791636	45792036	+	1000	42.0	[6.53501]	[119]	[]	[]	[45791825]	[]
466_18022	chr20	62623442	62623842	+	1000	42.0	[]	[]	[11.465191]	[128]	[]	[62623640]
466_18042	chr22	37807314	37807714	+	1000	42.0	[11.465191]	[146]	[]	[]	[37807523]	[]
466_18045	chr22	40187386	40187786	+	1000	42.0	[]	[]	[11.465191]	[110]	[]	[40187594]
466_18061	chr3	157534755	157535155	+	896	42.0	[6.975399]	[166]	[]	[]	[157534961]	[]
466_18067	chr4	38673587	38673987	+	680	42.0	[11.465191]	[104]	[]	[]	[38673750]	[]
466_1807	chr1	212261459	212261859	+	1000	109.5	[]	[]	[11.465191]	[57]	[]	[212261614]
466_18070	chr4	74483276	74483676	+	959	42.0	[]	[]	[11.465191]	[110]	[]	[74483452]
466_18072	chr4	112285836	112286236	+	1000	42.0	[]	[]	[6.975399]	[142]	[]	[112286007]
466_18085	chr5	132501078	132501478	+	1000	42.0	[]	[]	[11.465191]	[161]	[]	[132501285]
466_18086	chr5	138033175	138033575	+	1000	42.0	[]	[]	[11.465191]	[145]	[]	[138033419]
466_18090	chr5	139709102	139709502	+	1000	42.0	[]	[]	[11.465191]	[104]	[]	[139709295]
466_18095	chr5	181190015	181190415	+	1000	42.0	[11.465191]	[142]	[11.465191]	[63]	[181190257]	[181190178]
466_18098	chr6	4135004	4135404	+	1000	42.0	[6.672127]	[121]	[6.672127]	[99]	[4135197]	[4135175]
466_18114	chr6	43014105	43014505	+	1000	42.0	[]	[]	[6.975399]	[183]	[]	[43014346]
466_18123	chr6	125889279	125889679	+	1000	42.0	[]	[]	[11.465191]	[78]	[]	[125889438]
466_1815	chr2	183124674	183125074	+	1000	109.5	[6.9489045]	[156]	[6.9489045]	[156]	[183124892]	[183124892]
466_18156	chr7	99504526	99504926	+	1000	42.0	[]	[]	[6.672127, 6.672127]	[58, 153]	[]	[99504681, 99504776]
466_18161	chr7	127895359	127895759	+	1000	42.0	[6.9489045]	[119]	[6.9489045]	[119]	[127895557]	[127895557]
466_18182	chr9	99819324	99819724	+	1000	42.0	[6.672127]	[147]	[]	[]	[99819481]	[]
466_18187	chr9	123268666	123269066	+	1000	42.0	[11.465191, 11.465191]	[102, 174]	[]	[]	[123268836, 123268908]	[]
466_18189	chr9	124941008	124941408	+	1000	42.0	[]	[]	[6.672127]	[148]	[]	[124941223]
466_1819	chr6	157824158	157824558	+	1000	109.5	[6.975399]	[139]	[]	[]	[157824362]	[]
466_18190	chr9	129139156	129139556	+	1000	42.0	[]	[]	[6.53501]	[91]	[]	[129139320]
466_1820	chr8	91070181	91070581	+	1000	109.5	[6.975399]	[107]	[]	[]	[91070373]	[]
466_18222	chr1	43367251	43367651	+	1000	41.5	[6.672127]	[203]	[]	[]	[43367483]	[]
466_18223	chr1	43401922	43402322	+	1000	41.5	[6.975399, 11.465191]	[124, 145]	[6.975399]	[88]	[43402139, 43402160]	[43402103]
466_1826	chr11	118252174	118252574	+	1000	109.0	[]	[]	[6.975399]	[80]	[]	[118252349]
466_18260	chr1	220337319	220337719	+	1000	41.5	[6.975399]	[130]	[]	[]	[220337549]	[]
466_18289	chr11	6927297	6927697	+	1000	41.5	[11.465191]	[196]	[]	[]	[6927501]	[]
466_1829	chr3	194572344	194572744	+	1000	109.0	[6.9489045]	[85]	[6.9489045]	[85]	[194572529]	[194572529]
466_18291	chr11	13463173	13463573	+	1000	41.5	[]	[]	[6.672127]	[135]	[]	[13463390]
466_18316	chr12	54207753	54208153	+	1000	41.5	[]	[]	[11.465191]	[93]	[]	[54207923]
466_18321	chr12	92467931	92468331	+	1000	41.5	[6.53501]	[153]	[]	[]	[92468177]	[]
466_18323	chr12	104604107	104604507	+	1000	41.5	[]	[]	[6.53501]	[153]	[]	[104604296]
466_18340	chr14	77040568	77040968	+	999	41.5	[]	[]	[11.465191]	[120]	[]	[77040778]
466_18353	chr15	84980194	84980594	+	1000	41.5	[11.465191]	[78]	[]	[]	[84980368]	[]
466_18359	chr16	8868540	8868940	+	1000	41.5	[]	[]	[11.465191]	[89]	[]	[8868700]
466_18383	chr17	39738057	39738457	+	1000	41.5	[11.465191]	[147]	[11.465191]	[128]	[39738256]	[39738237]
466_18384	chr17	40113168	40113568	+	1000	41.5	[6.9489045]	[181]	[6.9489045]	[181]	[40113414]	[40113414]
466_18389	chr17	48996247	48996647	+	1000	41.5	[11.465191]	[138]	[6.672127]	[113]	[48996473]	[48996448]
466_184	chr1	161021124	161021524	+	1000	261.0	[]	[]	[11.465191]	[59]	[]	[161021278]
466_1840	chr1	220927437	220927837	+	1000	108.5	[11.465191]	[191]	[]	[]	[220927685]	[]
466_18406	chr18	51195432	51195832	+	1000	41.5	[]	[]	[6.975399]	[133]	[]	[51195621]
466_18408	chr19	4007149	4007549	+	1000	41.5	[11.465191]	[171]	[]	[]	[4007371]	[]
466_18416	chr19	10424113	10424513	+	1000	41.5	[]	[]	[11.465191]	[179]	[]	[10424349]
