#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_1494	chr22	22506972	22507372	+	1000	67.0	[]	[]	[8.044104]	[169]	[]	[22507220]
39_14947	chr15	77620272	77620672	+	1000	34.0	[]	[]	[8.892592]	[128]	[]	[77620460]
39_14948	chr15	81095668	81096068	+	1000	34.0	[]	[]	[8.044104]	[153]	[]	[81095908]
39_14950	chr15	82680560	82680960	+	1000	34.0	[8.260495]	[206]	[]	[]	[82680779]	[]
39_14957	chr15	96067150	96067550	+	1000	34.0	[8.892592]	[92]	[]	[]	[96067331]	[]
39_14958	chr15	99251010	99251410	+	1000	34.0	[]	[]	[7.7944894]	[123]	[]	[99251195]
39_14959	chr16	137129	137529	+	1000	34.0	[8.044104]	[119]	[]	[]	[137326]	[]
39_1496	chr22	23214345	23214745	+	1000	67.0	[8.892592]	[130]	[]	[]	[23214499]	[]
39_14960	chr16	388019	388419	+	1000	34.0	[]	[]	[10.370103]	[153]	[]	[388231]
39_14962	chr16	565677	566077	+	1000	34.0	[8.502309]	[212]	[]	[]	[565907]	[]
39_14964	chr16	1408211	1408611	+	1000	34.0	[]	[]	[8.260495]	[171]	[]	[1408414]
39_14974	chr16	19086537	19086937	+	1000	34.0	[]	[]	[8.892592]	[197]	[]	[19086772]
39_14976	chr16	22216221	22216621	+	1000	34.0	[8.044104, 8.044104]	[190, 207]	[]	[]	[22216427, 22216444]	[]
39_14983	chr16	30941962	30942362	+	1000	34.0	[8.892592, 12.064187]	[131, 189]	[]	[]	[30942133, 30942191]	[]
39_14987	chr16	50279154	50279554	+	1000	34.0	[8.260495]	[135]	[]	[]	[50279384]	[]
39_14989	chr16	56356389	56356789	+	1000	34.0	[]	[]	[8.329008]	[93]	[]	[56356575]
39_1499	chr3	45574109	45574509	+	1000	67.0	[8.502309]	[104]	[10.370103]	[150]	[45574298]	[45574344]
39_14995	chr16	68085711	68086111	+	1000	34.0	[8.329008, 9.738007]	[134, 174]	[]	[]	[68085913, 68085953]	[]
39_14998	chr16	71289073	71289473	+	1000	34.0	[]	[]	[10.370103]	[146]	[]	[71289268]
39_14999	chr16	74743567	74743967	+	1000	34.0	[]	[]	[10.586677]	[166]	[]	[74743793]
39_15003	chr16	81697199	81697599	+	1000	34.0	[]	[]	[8.892592]	[133]	[]	[81697376]
39_15009	chr16	85620397	85620797	+	1000	34.0	[8.502309]	[120]	[]	[]	[85620605]	[]
39_1501	chr5	10504071	10504471	+	1000	67.0	[8.892592]	[89]	[]	[]	[10504243]	[]
39_15011	chr16	88882225	88882625	+	1000	34.0	[9.738007, 10.370103, 9.738007, 10.370103]	[90, 96, 120, 126]	[]	[]	[88882400, 88882406, 88882430, 88882436]	[]
39_15017	chr17	21199363	21199763	+	910	34.0	[]	[]	[12.064187]	[121]	[]	[21199573]
39_15019	chr17	27455769	27456169	+	1000	34.0	[]	[]	[9.738007]	[163]	[]	[27456006]
39_1502	chr5	145854658	145855058	+	1000	67.0	[]	[]	[10.370103]	[149]	[]	[145854858]
39_15021	chr17	29617780	29618180	+	850	34.0	[]	[]	[10.370103]	[190]	[]	[29617972]
39_15026	chr17	35969433	35969833	+	1000	34.0	[10.370103]	[161]	[]	[]	[35969677]	[]
39_15029	chr17	38852752	38853152	+	1000	34.0	[]	[]	[10.370103]	[139]	[]	[38852962]
39_1503	chr6	7165094	7165494	+	1000	67.0	[10.586677]	[77]	[]	[]	[7165260]	[]
39_15031	chr17	39334896	39335296	+	1000	34.0	[10.370103]	[64]	[]	[]	[39335047]	[]
39_15040	chr17	43937994	43938394	+	1000	34.0	[]	[]	[10.586677]	[119]	[]	[43938170]
39_15047	chr17	50178337	50178737	+	1000	34.0	[]	[]	[9.738007]	[60]	[]	[50178493]
39_15054	chr17	62692909	62693309	+	1000	34.0	[8.329008]	[97]	[]	[]	[62693093]	[]
39_15055	chr17	64262306	64262706	+	807	34.0	[8.329008, 8.892592]	[65, 75]	[8.892592]	[153]	[64262462, 64262472]	[64262550]
39_15056	chr17	67217432	67217832	+	1000	34.0	[]	[]	[8.892592, 7.151105]	[161, 188]	[]	[67217641, 67217668]
39_15057	chr17	73304997	73305397	+	1000	34.0	[7.151105]	[150]	[]	[]	[73305212]	[]
39_15058	chr17	74284624	74285024	+	1000	34.0	[]	[]	[10.586677]	[111]	[]	[74284805]
39_15059	chr17	74463406	74463806	+	1000	34.0	[10.370103, 8.892592]	[122, 178]	[]	[]	[74463577, 74463633]	[]
39_15063	chr17	75652896	75653296	+	1000	34.0	[]	[]	[7.2151175]	[154]	[]	[75653095]
39_15064	chr17	76014183	76014583	+	1000	34.0	[]	[]	[8.892592]	[104]	[]	[76014385]
39_15066	chr17	77141504	77141904	+	1000	34.0	[12.064187]	[107]	[]	[]	[77141686]	[]
39_15078	chr17	82106177	82106577	+	802	34.0	[]	[]	[8.260495, 7.7944894, 7.151105]	[277, 302, 308]	[]	[82106383, 82106408, 82106414]
39_15079	chr17	82230828	82231228	+	1000	34.0	[10.370103]	[80]	[]	[]	[82230985]	[]
39_15085	chr18	2659336	2659736	+	1000	34.0	[8.892592, 7.3683157]	[104, 141]	[]	[]	[2659537, 2659574]	[]
39_15090	chr18	8943891	8944291	+	1000	34.0	[]	[]	[9.738007]	[77]	[]	[8944058]
39_15093	chr18	22557161	22557561	+	1000	34.0	[7.7944894]	[84]	[]	[]	[22557327]	[]
39_15095	chr18	25223155	25223555	+	1000	34.0	[]	[]	[10.370103]	[130]	[]	[25223384]
39_1510	chr7	30761127	30761527	+	1000	67.0	[]	[]	[7.7944894]	[163]	[]	[30761325]
39_15102	chr19	2648444	2648844	+	1000	34.0	[]	[]	[7.2151175]	[117]	[]	[2648649]
39_15105	chr19	3183647	3184047	+	1000	34.0	[8.892592]	[86]	[]	[]	[3183808]	[]
39_15107	chr19	3971041	3971441	+	1000	34.0	[]	[]	[9.738007]	[122]	[]	[3971235]
39_15110	chr19	5093426	5093826	+	1000	34.0	[]	[]	[9.738007]	[215]	[]	[5093673]
39_15114	chr19	8252977	8253377	+	1000	34.0	[8.329008, 8.260495]	[114, 135]	[]	[]	[8253157, 8253178]	[]
39_15120	chr19	11137730	11138130	+	1000	34.0	[]	[]	[8.260495]	[157]	[]	[11137944]
39_15124	chr19	13116527	13116927	+	1000	34.0	[7.397283]	[130]	[]	[]	[13116757]	[]
39_1513	chr7	101100130	101100530	+	1000	67.0	[10.586677]	[155]	[]	[]	[101100368]	[]
39_15131	chr19	17074364	17074764	+	1000	34.0	[8.892592]	[161]	[]	[]	[17074594]	[]
39_15132	chr19	17267154	17267554	+	1000	34.0	[]	[]	[7.7944894]	[131]	[]	[17267317]
39_15152	chr19	35642342	35642742	+	953	34.0	[]	[]	[7.2151175]	[195]	[]	[35642546]
39_15159	chr19	42229786	42230186	+	1000	34.0	[]	[]	[8.329008]	[139]	[]	[42230025]
39_1516	chr7	106978547	106978947	+	1000	67.0	[]	[]	[8.260495]	[135]	[]	[106978765]
39_15160	chr19	43463662	43464062	+	1000	34.0	[]	[]	[8.329008]	[181]	[]	[43463875]
39_15161	chr19	44689129	44689529	+	1000	34.0	[7.7944894, 7.151105]	[59, 66]	[8.329008]	[143]	[44689280, 44689287]	[44689364]
39_15163	chr19	45098246	45098646	+	1000	34.0	[]	[]	[10.370103]	[135]	[]	[45098429]
39_15166	chr19	46991178	46991578	+	1000	34.0	[]	[]	[7.7944894]	[123]	[]	[46991368]
39_15172	chr19	49200084	49200484	+	1000	34.0	[7.2151175]	[147]	[]	[]	[49200277]	[]
39_15173	chr19	49672245	49672645	+	1000	34.0	[10.586677]	[108]	[]	[]	[49672411]	[]
39_15178	chr19	50383316	50383716	+	1000	34.0	[8.329008]	[97]	[]	[]	[50383489]	[]
39_15194	chr2	8693245	8693645	+	1000	34.0	[7.151105]	[166]	[]	[]	[8693495]	[]
39_15199	chr2	26330023	26330423	+	1000	34.0	[12.064187]	[152]	[]	[]	[26330267]	[]
39_152	chr6	31777083	31777483	+	1000	153.0	[]	[]	[10.370103]	[94]	[]	[31777269]
39_15201	chr2	28392566	28392966	+	1000	34.0	[7.7944894]	[130]	[]	[]	[28392786]	[]
39_15202	chr2	28566665	28567065	+	1000	34.0	[7.3683157]	[142]	[]	[]	[28566866]	[]
39_15206	chr2	46464467	46464867	+	1000	34.0	[]	[]	[10.586677]	[100]	[]	[46464652]
39_15208	chr2	53786556	53786956	+	1000	34.0	[9.738007]	[126]	[]	[]	[53786739]	[]
39_1521	chr9	128275046	128275446	+	1000	67.0	[]	[]	[7.748347]	[141]	[]	[128275255]
39_15211	chr2	65430421	65430821	+	1000	34.0	[]	[]	[8.260495]	[161]	[]	[65430653]
39_15214	chr2	72137436	72137836	+	1000	34.0	[]	[]	[9.738007]	[70]	[]	[72137593]
39_15218	chr2	108612082	108612482	+	1000	34.0	[8.017088, 8.909202, 10.586677]	[108, 114, 150]	[]	[]	[108612283, 108612289, 108612325]	[]
39_1522	chr9	130869873	130870273	+	1000	67.0	[]	[]	[8.329008]	[129]	[]	[130870099]
39_15227	chr2	135985734	135986134	+	1000	34.0	[]	[]	[8.502309]	[91]	[]	[135985901]
39_15228	chr2	159921817	159922217	+	1000	34.0	[8.892592]	[168]	[7.2151175]	[205]	[159922031]	[159922068]
39_15237	chr2	190462647	190463047	+	1000	34.0	[8.892592]	[160]	[]	[]	[190462871]	[]
39_15243	chr20	3446869	3447269	+	1000	34.0	[10.586677]	[108]	[12.064187]	[72]	[3447060]	[3447024]
39_15244	chr20	17507042	17507442	+	1000	34.0	[7.397283]	[83]	[12.064187]	[119]	[17507195]	[17507231]
39_15245	chr20	23156102	23156502	+	1000	34.0	[12.064187]	[158]	[]	[]	[23156347]	[]
39_15247	chr20	32537039	32537439	+	1000	34.0	[8.892592]	[174]	[]	[]	[32537241]	[]
39_15248	chr20	33423185	33423585	+	971	34.0	[8.892592]	[143]	[10.586677]	[132]	[33423424]	[33423413]
39_15249	chr20	33674660	33675060	+	1000	34.0	[]	[]	[8.260495]	[93]	[]	[33674820]
39_1525	chr9	131173998	131174398	+	1000	67.0	[7.397283]	[133]	[]	[]	[131174185]	[]
39_15250	chr20	34083094	34083494	+	1000	34.0	[10.370103]	[129]	[8.892592]	[217]	[34083249]	[34083337]
39_15252	chr20	36556472	36556872	+	919	34.0	[]	[]	[10.370103, 7.2151175]	[112, 145]	[]	[36556652, 36556685]
39_15257	chr20	41693358	41693758	+	1000	34.0	[8.044104]	[89]	[]	[]	[41693516]	[]
39_15261	chr20	53738448	53738848	+	1000	34.0	[]	[]	[8.017088, 7.2151175]	[143, 166]	[]	[53738641, 53738664]
39_15263	chr20	62686116	62686516	+	1000	34.0	[]	[]	[8.502309]	[142]	[]	[62686343]
39_15271	chr21	44024961	44025361	+	1000	34.0	[8.892592]	[153]	[]	[]	[44025118]	[]
39_15273	chr21	46264823	46265223	+	1000	34.0	[]	[]	[8.892592]	[86]	[]	[46264987]
39_15275	chr22	19046649	19047049	+	1000	34.0	[]	[]	[8.260495]	[190]	[]	[19046866]
39_15277	chr22	19116790	19117190	+	1000	34.0	[]	[]	[7.748347]	[199]	[]	[19117000]
39_15279	chr22	19231925	19232325	+	1000	34.0	[]	[]	[9.738007]	[83]	[]	[19232084]
39_1528	chr1	29156825	29157225	+	1000	66.0	[7.151105]	[128]	[]	[]	[29157023]	[]
39_15280	chr22	19238386	19238786	+	1000	34.0	[8.017088]	[118]	[8.329008, 8.044104, 7.2151175]	[98, 136, 194]	[19238561]	[19238541, 19238579, 19238637]
39_15283	chr22	19389217	19389617	+	1000	34.0	[]	[]	[8.017088]	[114]	[]	[19389413]
39_15284	chr22	19411988	19412388	+	935	34.0	[]	[]	[8.892592]	[197]	[]	[19412231]
39_15287	chr22	19429435	19429835	+	1000	34.0	[7.151105]	[82]	[]	[]	[19429611]	[]
39_1529	chr1	32757308	32757708	+	1000	66.0	[]	[]	[7.748347]	[118]	[]	[32757525]
39_15294	chr22	19843458	19843858	+	1000	34.0	[]	[]	[8.260495]	[109]	[]	[19843653]
39_15295	chr22	19869819	19870219	+	1000	34.0	[9.738007]	[190]	[]	[]	[19870056]	[]
39_15298	chr22	19995940	19996340	+	1000	34.0	[7.7944894]	[109]	[10.586677]	[154]	[19996128]	[19996173]
39_153	chr6	34562863	34563263	+	1000	153.0	[]	[]	[8.502309]	[102]	[]	[34563049]
39_15301	chr22	20090633	20091033	+	1000	34.0	[7.2151175]	[96]	[]	[]	[20090793]	[]
39_15302	chr22	20101654	20102054	+	1000	34.0	[7.7944894]	[166]	[]	[]	[20101874]	[]
39_15303	chr22	20138950	20139350	+	1000	34.0	[]	[]	[8.329008]	[139]	[]	[20139121]
39_15305	chr22	20400299	20400699	+	1000	34.0	[8.044104]	[145]	[]	[]	[20400530]	[]
39_15311	chr22	20748167	20748567	+	1000	34.0	[8.329008, 9.738007]	[132, 179]	[]	[]	[20748365, 20748412]	[]
39_15313	chr22	20872822	20873222	+	1000	34.0	[7.7944894]	[163]	[]	[]	[20873018]	[]
39_15318	chr22	20987558	20987958	+	1000	34.0	[10.370103]	[153]	[]	[]	[20987807]	[]
39_15319	chr22	20994266	20994666	+	1000	34.0	[]	[]	[8.260495]	[192]	[]	[20994469]
39_1532	chr1	58815207	58815607	+	1000	66.0	[]	[]	[10.370103, 8.260495]	[89, 103]	[]	[58815371, 58815385]
39_15322	chr22	21658956	21659356	+	1000	34.0	[8.892592, 10.370103, 8.017088]	[134, 142, 161]	[]	[]	[21659119, 21659127, 21659146]	[]
39_15323	chr22	21677022	21677422	+	1000	34.0	[7.7944894]	[90]	[]	[]	[21677210]	[]
39_15324	chr22	21786540	21786940	+	1000	34.0	[]	[]	[8.909202]	[148]	[]	[21786761]
39_15325	chr22	21833843	21834243	+	1000	34.0	[]	[]	[8.329008]	[147]	[]	[21834078]
39_15329	chr22	22013657	22014057	+	1000	34.0	[]	[]	[7.2151175]	[90]	[]	[22013844]
39_15330	chr22	22068706	22069106	+	1000	34.0	[8.892592]	[81]	[]	[]	[22068859]	[]
39_15334	chr22	22470626	22471026	+	1000	34.0	[]	[]	[8.329008]	[160]	[]	[22470835]
39_15337	chr22	22786455	22786855	+	1000	34.0	[]	[]	[8.260495]	[90]	[]	[22786609]
39_15339	chr22	23012080	23012480	+	1000	34.0	[12.064187]	[84]	[]	[]	[23012247]	[]
39_15342	chr22	23539522	23539922	+	1000	34.0	[]	[]	[9.738007]	[116]	[]	[23539695]
39_1535	chr1	112880921	112881321	+	1000	66.0	[]	[]	[8.892592]	[128]	[]	[112881122]
39_15351	chr22	40683033	40683433	+	1000	34.0	[8.260495]	[146]	[]	[]	[40683239]	[]
39_15353	chr22	41666590	41666990	+	1000	34.0	[]	[]	[8.044104]	[72]	[]	[41666749]
39_15356	chr3	6540988	6541388	+	1000	34.0	[]	[]	[8.892592]	[130]	[]	[6541217]
39_15359	chr3	12706442	12706842	+	1000	34.0	[7.397283]	[93]	[]	[]	[12706632]	[]
39_1536	chr1	167984969	167985369	+	1000	66.0	[8.329008]	[143]	[]	[]	[167985208]	[]
39_15368	chr3	42179062	42179462	+	1000	34.0	[10.370103]	[140]	[]	[]	[42179281]	[]
39_1537	chr1	179017012	179017412	+	1000	66.0	[10.586677]	[138]	[12.064187]	[107]	[179017248]	[179017217]
39_15370	chr3	45125739	45126139	+	1000	34.0	[7.748347]	[224]	[]	[]	[45125974]	[]
39_15373	chr3	47850825	47851225	+	1000	34.0	[]	[]	[8.044104]	[76]	[]	[47850996]
39_15376	chr3	50226048	50226448	+	1000	34.0	[]	[]	[8.329008]	[158]	[]	[50226288]
39_1538	chr1	200154198	200154598	+	1000	66.0	[10.370103]	[118]	[]	[]	[200154402]	[]
39_15381	chr3	65500472	65500872	+	1000	34.0	[8.502309]	[123]	[]	[]	[65500683]	[]
39_15387	chr3	138834358	138834758	+	1000	34.0	[]	[]	[12.064187]	[118]	[]	[138834558]
39_15389	chr3	141192284	141192684	+	1000	34.0	[]	[]	[10.586677]	[71]	[]	[141192439]
39_15391	chr3	150727795	150728195	+	1000	34.0	[7.151105]	[148]	[]	[]	[150728035]	[]
39_15397	chr3	183253602	183254002	+	1000	34.0	[10.586677]	[129]	[]	[]	[183253825]	[]
39_15399	chr3	186616994	186617394	+	1000	34.0	[]	[]	[8.260495]	[127]	[]	[186617156]
39_154	chr1	144560596	144560996	+	1000	152.0	[]	[]	[12.064187]	[97]	[]	[144560787]
39_15400	chr3	187522283	187522683	+	1000	34.0	[]	[]	[10.370103]	[146]	[]	[187522527]
39_15403	chr3	196080967	196081367	+	1000	34.0	[]	[]	[10.586677]	[126]	[]	[196081170]
39_15407	chr4	2220000	2220400	+	1000	34.0	[7.151105]	[166]	[]	[]	[2220240]	[]
39_15409	chr4	10181971	10182371	+	1000	34.0	[9.738007, 8.892592]	[123, 163]	[]	[]	[10182151, 10182191]	[]
39_15413	chr4	40289618	40290018	+	1000	34.0	[8.502309]	[103]	[]	[]	[40289813]	[]
39_15414	chr4	40309104	40309504	+	1000	34.0	[7.3683157]	[134]	[]	[]	[40309260]	[]
39_15418	chr4	54064362	54064762	+	1000	34.0	[]	[]	[7.151105, 12.064187]	[109, 154]	[]	[54064557, 54064602]
39_15420	chr4	86972939	86973339	+	1000	34.0	[10.370103]	[66]	[]	[]	[86973097]	[]
39_15421	chr4	87391122	87391522	+	1000	34.0	[8.892592]	[234]	[]	[]	[87391361]	[]
39_15422	chr4	98686857	98687257	+	1000	34.0	[]	[]	[8.044104]	[67]	[]	[98687010]
39_15424	chr4	108620235	108620635	+	1000	34.0	[]	[]	[8.260495]	[125]	[]	[108620404]
39_15430	chr4	150318951	150319351	+	1000	34.0	[12.064187]	[142]	[]	[]	[150319165]	[]
39_15433	chr4	185115788	185116188	+	1000	34.0	[8.044104]	[188]	[]	[]	[185115983]	[]
39_15436	chr5	188569	188969	+	1000	34.0	[]	[]	[8.329008, 7.748347]	[103, 144]	[]	[188761, 188802]
39_15441	chr5	36442351	36442751	+	1000	34.0	[8.260495]	[114]	[]	[]	[36442555]	[]
39_15451	chr5	79612428	79612828	+	1000	34.0	[7.3683157]	[218]	[]	[]	[79612665]	[]
39_15452	chr5	82357299	82357699	+	1000	34.0	[10.370103]	[152]	[]	[]	[82357478]	[]
39_15468	chr5	143206967	143207367	+	1000	34.0	[12.064187, 7.748347]	[162, 190]	[]	[]	[143207149, 143207177]	[]
39_1547	chr11	65419026	65419426	+	1000	66.0	[8.017088]	[89]	[]	[]	[65419186]	[]
39_15470	chr5	149430318	149430718	+	1000	34.0	[7.2151175]	[127]	[10.370103]	[110]	[149430542]	[149430525]
39_15474	chr5	171494669	171495069	+	1000	34.0	[8.329008]	[186]	[]	[]	[171494875]	[]
39_15478	chr5	176574064	176574464	+	1000	34.0	[]	[]	[9.738007]	[139]	[]	[176574235]
39_15484	chr5	178683759	178684159	+	1000	34.0	[8.892592]	[88]	[8.329008]	[126]	[178683916]	[178683954]
39_15487	chr5	181053354	181053754	+	1000	34.0	[9.738007]	[145]	[]	[]	[181053568]	[]
39_15488	chr6	604446	604846	+	1000	34.0	[]	[]	[8.892592, 10.370103]	[111, 136]	[]	[604629, 604654]
39_15490	chr6	2738374	2738774	+	1000	34.0	[8.329008]	[151]	[8.044104]	[141]	[2738622]	[2738612]
39_15497	chr6	7675359	7675759	+	1000	34.0	[8.892592]	[132]	[]	[]	[7675572]	[]
39_155	chr1	157279518	157279918	+	1000	152.0	[7.7944894]	[72]	[]	[]	[157279682]	[]
39_15503	chr6	13276010	13276410	+	1000	34.0	[10.370103]	[163]	[7.151105, 8.260495]	[82, 150]	[13276258]	[13276177, 13276245]
39_15505	chr6	15662115	15662515	+	1000	34.0	[8.892592]	[185]	[]	[]	[15662334]	[]
39_15509	chr6	27650757	27651157	+	1000	34.0	[]	[]	[7.397283, 7.397283]	[88, 148]	[]	[27650921, 27650981]
39_15511	chr6	28315599	28315999	+	729	34.0	[9.738007]	[143]	[]	[]	[28315754]	[]
39_15519	chr6	31498106	31498506	+	1000	34.0	[7.7944894]	[136]	[]	[]	[31498269]	[]
39_1552	chr16	69865668	69866068	+	1000	66.0	[]	[]	[12.064187, 12.064187]	[89, 149]	[]	[69865843, 69865903]
39_15522	chr6	31789485	31789885	+	1000	34.0	[]	[]	[8.892592, 8.892592]	[149, 172]	[]	[31789690, 31789713]
39_1553	chr16	70415128	70415528	+	1000	66.0	[]	[]	[8.329008]	[113]	[]	[70415338]
39_15532	chr6	37111932	37112332	+	1000	34.0	[]	[]	[8.260495]	[159]	[]	[37112144]
39_15536	chr6	41895795	41896195	+	1000	34.0	[]	[]	[7.2151175]	[125]	[]	[41895982]
39_15537	chr6	42745181	42745581	+	1000	34.0	[8.260495]	[181]	[]	[]	[42745380]	[]
39_15539	chr6	43669893	43670293	+	1000	34.0	[]	[]	[12.064187]	[103]	[]	[43670088]
39_1554	chr17	27570180	27570580	+	1000	66.0	[12.064187]	[116]	[]	[]	[27570391]	[]
39_15540	chr6	43738033	43738433	+	1000	34.0	[8.329008, 7.2151175, 7.2151175]	[154, 181, 200]	[]	[]	[43738218, 43738245, 43738264]	[]
39_15541	chr6	44234096	44234496	+	1000	34.0	[]	[]	[8.892592]	[164]	[]	[44234327]
39_15543	chr6	44268003	44268403	+	1000	34.0	[7.2151175]	[80]	[8.892592]	[98]	[44268170]	[44268188]
39_15547	chr6	73422442	73422842	+	1000	34.0	[12.064187]	[196]	[10.370103]	[125]	[73422674]	[73422603]
39_15551	chr6	87472708	87473108	+	1000	34.0	[]	[]	[10.586677]	[140]	[]	[87472921]
39_15552	chr6	88963365	88963765	+	1000	34.0	[]	[]	[9.738007]	[143]	[]	[88963608]
39_15553	chr6	90587193	90587593	+	1000	34.0	[7.7944894]	[162]	[]	[]	[90587399]	[]
39_15554	chr6	106519610	106520010	+	1000	34.0	[]	[]	[10.370103]	[65]	[]	[106519769]
39_15563	chr6	146902009	146902409	+	1000	34.0	[]	[]	[8.017088]	[173]	[]	[146902248]
39_15564	chr6	150276274	150276674	+	1000	34.0	[10.370103]	[87]	[]	[]	[150276429]	[]
39_15565	chr6	151229298	151229698	+	1000	34.0	[]	[]	[8.260495]	[106]	[]	[151229481]
39_1557	chr17	68019732	68020132	+	1000	66.0	[]	[]	[9.738007, 8.329008]	[103, 156]	[]	[68019916, 68019969]
39_15578	chr7	6392818	6393218	+	1000	34.0	[8.329008]	[164]	[]	[]	[6393049]	[]
39_1558	chr19	50269607	50270007	+	1000	66.0	[7.151105]	[81]	[]	[]	[50269768]	[]
39_15580	chr7	22727166	22727566	+	1000	34.0	[8.892592]	[168]	[]	[]	[22727349]	[]
39_15582	chr7	30564234	30564634	+	1000	34.0	[9.738007]	[136]	[]	[]	[30564455]	[]
39_15586	chr7	44609223	44609623	+	930	34.0	[8.329008]	[124]	[]	[]	[44609439]	[]
39_15591	chr7	74275258	74275658	+	1000	34.0	[7.151105, 9.738007]	[82, 120]	[]	[]	[74275437, 74275475]	[]
39_15592	chr7	74279620	74280020	+	1000	34.0	[]	[]	[8.909202]	[157]	[]	[74279856]
39_15596	chr7	87108470	87108870	+	1000	34.0	[]	[]	[8.260495]	[151]	[]	[87108647]
39_156	chr1	203311756	203312156	+	1000	152.0	[10.586677]	[97]	[]	[]	[203311945]	[]
39_15601	chr7	99422136	99422536	+	1000	34.0	[7.151105]	[150]	[]	[]	[99422338]	[]
39_15606	chr7	104174629	104175029	+	1000	34.0	[]	[]	[8.017088]	[184]	[]	[104174856]
39_15607	chr7	105538265	105538665	+	1000	34.0	[8.260495]	[156]	[8.329008]	[85]	[105538494]	[105538423]
39_15608	chr7	106113043	106113443	+	881	34.0	[10.586677]	[182]	[]	[]	[106113248]	[]
39_15611	chr7	107893490	107893890	+	1000	34.0	[8.044104]	[71]	[]	[]	[107893656]	[]
39_15615	chr7	116218056	116218456	+	839	34.0	[8.017088]	[80]	[]	[]	[116218207]	[]
39_15616	chr7	116598253	116598653	+	1000	34.0	[10.586677]	[146]	[7.151105]	[117]	[116598481]	[116598452]
39_15617	chr7	117087614	117088014	+	1000	34.0	[]	[]	[10.370103]	[100]	[]	[117087794]
39_1562	chr2	196459527	196459927	+	1000	66.0	[12.064187, 7.397283]	[70, 131]	[10.586677, 10.586677]	[116, 123]	[196459692, 196459753]	[196459738, 196459745]
39_15622	chr7	128353241	128353641	+	1000	34.0	[]	[]	[8.260495]	[91]	[]	[128353429]
39_15625	chr7	131329156	131329556	+	1000	34.0	[12.064187]	[94]	[]	[]	[131329326]	[]
39_15626	chr7	133253467	133253867	+	1000	34.0	[8.017088]	[79]	[8.892592, 10.370103]	[119, 125]	[133253628]	[133253668, 133253674]
39_15627	chr7	133853876	133854276	+	1000	34.0	[8.329008]	[69]	[8.044104]	[88]	[133854034]	[133854053]
39_1563	chr20	57451891	57452291	+	1000	66.0	[]	[]	[12.064187]	[99]	[]	[57452076]
39_15631	chr7	137933689	137934089	+	1000	34.0	[]	[]	[7.748347]	[229]	[]	[137933939]
39_15633	chr7	138000168	138000568	+	1000	34.0	[]	[]	[8.260495]	[94]	[]	[138000341]
39_15634	chr7	140242694	140243094	+	1000	34.0	[]	[]	[7.151105]	[150]	[]	[140242925]
39_15637	chr7	145893888	145894288	+	1000	34.0	[]	[]	[8.502309]	[80]	[]	[145894068]
39_15638	chr7	148527605	148528005	+	1000	34.0	[7.397283]	[101]	[]	[]	[148527774]	[]
39_15639	chr7	149715723	149716123	+	1000	34.0	[]	[]	[8.909202]	[190]	[]	[149715928]
39_1564	chr21	42547014	42547414	+	1000	66.0	[8.502309]	[66]	[8.017088]	[118]	[42547179]	[42547231]
39_15640	chr7	149735969	149736369	+	1000	34.0	[7.2151175]	[154]	[]	[]	[149736146]	[]
39_15642	chr7	157319690	157320090	+	1000	34.0	[]	[]	[8.892592]	[149]	[]	[157319904]
39_15643	chr8	8318839	8319239	+	1000	34.0	[7.2151175]	[168]	[7.151105]	[87]	[8319085]	[8319004]
39_15649	chr8	27315284	27315684	+	1000	34.0	[]	[]	[10.370103]	[77]	[]	[27315436]
39_1565	chr21	43646627	43647027	+	1000	66.0	[8.892592]	[126]	[]	[]	[43646840]	[]
39_15667	chr8	102756136	102756536	+	1000	34.0	[]	[]	[12.064187, 10.370103]	[109, 119]	[]	[102756342, 102756352]
39_15672	chr8	142402195	142402595	+	1000	34.0	[]	[]	[10.370103, 8.909202]	[133, 153]	[]	[142402406, 142402426]
39_15673	chr8	143609740	143610140	+	1000	34.0	[]	[]	[10.586677]	[174]	[]	[143609983]
39_15677	chr8	144684296	144684696	+	1000	34.0	[7.748347]	[108]	[]	[]	[144684499]	[]
39_15679	chr8	144791104	144791504	+	1000	34.0	[]	[]	[12.064187]	[172]	[]	[144791278]
39_1568	chr22	19122137	19122537	+	1000	66.0	[]	[]	[8.044104]	[195]	[]	[19122379]
39_15682	chr9	35924251	35924651	+	1000	34.0	[12.064187]	[123]	[]	[]	[35924473]	[]
39_15683	chr9	37486426	37486826	+	1000	34.0	[8.909202, 8.892592]	[153, 165]	[]	[]	[37486646, 37486658]	[]
39_15687	chr9	38066121	38066521	+	1000	34.0	[10.370103]	[73]	[]	[]	[38066290]	[]
39_15690	chr9	91898668	91899068	+	1000	34.0	[]	[]	[8.892592]	[182]	[]	[91898892]
39_15692	chr9	93119888	93120288	+	870	34.0	[]	[]	[8.260495]	[184]	[]	[93120131]
39_15694	chr9	96857979	96858379	+	1000	34.0	[]	[]	[10.370103]	[218]	[]	[96858214]
39_15696	chr9	120859611	120860011	+	1000	34.0	[]	[]	[7.7944894]	[85]	[]	[120859792]
