#PeakID(python scan_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_16987	chr16	1763530	1763930	+	1000	56.0	[7.5613456, 9.957076]	[80, 92]	[9.957076]	[93]	[1763705, 1763717]	[1763718]
640_16988	chr16	1771560	1771960	+	1000	56.0	[7.5613456, 8.344066]	[149, 163]	[8.334265, 8.415534]	[150, 164]	[1771749, 1771763]	[1771750, 1771764]
640_16989	chr16	11133247	11133647	+	1000	56.0	[9.3206]	[115]	[9.3206]	[116]	[11133444]	[11133445]
640_16990	chr16	28316043	28316443	+	1000	56.0	[12.820818]	[90]	[12.820818]	[91]	[28316233]	[28316234]
640_16991	chr16	29620597	29620997	+	1000	56.0	[]	[]	[7.5613456]	[125]	[]	[29620818]
640_16993	chr16	30941926	30942326	+	1000	56.0	[7.5613456]	[92]	[]	[]	[30942112]	[]
640_16996	chr16	75702278	75702678	+	1000	56.0	[12.820818]	[134]	[9.3206]	[135]	[75702501]	[75702502]
640_170	chr9	19154062	19154462	+	1000	433.0	[12.820818]	[87]	[12.820818]	[88]	[19154245]	[19154246]
640_17001	chr17	17681135	17681535	+	1000	56.0	[8.334265]	[122]	[7.5613456]	[123]	[17681319]	[17681320]
640_17002	chr17	17819645	17820045	+	1000	56.0	[9.081068]	[86]	[8.415787]	[87]	[17819829]	[17819830]
640_17005	chr17	31371700	31372100	+	1000	56.0	[9.957076, 12.820818]	[107, 123]	[9.859796, 9.957076]	[108, 124]	[31371879, 31371895]	[31371880, 31371896]
640_17007	chr17	40322709	40323109	+	1000	56.0	[9.3206]	[137]	[12.820818]	[138]	[40322945]	[40322946]
640_17010	chr17	43760387	43760787	+	1000	56.0	[8.334265]	[141]	[]	[]	[43760589]	[]
640_17012	chr17	47693686	47694086	+	1000	56.0	[12.820818]	[169]	[12.820818]	[170]	[47693910]	[47693911]
640_17014	chr17	48623520	48623920	+	1000	56.0	[8.415787]	[95]	[9.081068]	[96]	[48623675]	[48623676]
640_17017	chr17	68011159	68011559	+	1000	56.0	[8.344066]	[125]	[]	[]	[68011360]	[]
640_1702	chr1	43969787	43970187	+	1000	209.0	[12.820818]	[110]	[9.859796]	[111]	[43969991]	[43969992]
640_17024	chr18	839325	839725	+	1000	56.0	[8.334265]	[92]	[7.5613456]	[93]	[839515]	[839516]
640_17026	chr18	22557171	22557571	+	1000	56.0	[]	[]	[7.1483927]	[134]	[]	[22557403]
640_17029	chr18	62186470	62186870	+	1000	56.0	[]	[]	[8.415787]	[102]	[]	[62186645]
640_1703	chr1	155194327	155194727	+	1000	209.0	[9.957076]	[89]	[7.981569, 12.820818]	[56, 90]	[155194513]	[155194480, 155194514]
640_17032	chr19	2391268	2391668	+	1000	56.0	[7.981569]	[125]	[]	[]	[2391489]	[]
640_17033	chr19	3302753	3303153	+	1000	56.0	[12.820818]	[128]	[8.415787, 9.859796]	[94, 129]	[3302976]	[3302942, 3302977]
640_17037	chr19	11888055	11888455	+	1000	56.0	[8.344066, 7.4328523]	[107, 135]	[8.415787]	[147]	[11888243, 11888271]	[11888283]
640_17041	chr19	18408140	18408540	+	1000	56.0	[7.1483927]	[138]	[]	[]	[18408355]	[]
640_17046	chr19	40598545	40598945	+	1000	56.0	[8.334265]	[128]	[]	[]	[40598769]	[]
640_1705	chr10	67884317	67884717	+	1000	209.0	[12.820818, 8.415534]	[126, 155]	[9.3206, 8.344066]	[127, 156]	[67884532, 67884561]	[67884533, 67884562]
640_17051	chr19	50328094	50328494	+	1000	56.0	[9.081068]	[97]	[8.415534]	[73]	[50328279]	[50328255]
640_17052	chr19	50893090	50893490	+	1000	56.0	[7.2921777]	[125]	[9.081068]	[112]	[50893287]	[50893274]
640_17056	chr2	8312866	8313266	+	1000	56.0	[8.415787]	[74]	[9.081068]	[75]	[8313030]	[8313031]
640_1706	chr11	17353552	17353952	+	1000	209.0	[7.3805842]	[123]	[7.981569]	[124]	[17353762]	[17353763]
640_17060	chr2	24362326	24362726	+	1000	56.0	[9.957076]	[121]	[12.820818]	[122]	[24362546]	[24362547]
640_17063	chr2	84939632	84940032	+	1000	56.0	[9.957076]	[108]	[12.820818]	[109]	[84939833]	[84939834]
640_17064	chr2	85420660	85421060	+	1000	56.0	[]	[]	[7.4328523]	[105]	[]	[85420844]
640_17066	chr2	112941734	112942134	+	1000	56.0	[]	[]	[8.415787]	[77]	[]	[112941905]
640_17067	chr2	134132357	134132757	+	1000	56.0	[9.957076]	[59]	[9.3206]	[60]	[134132511]	[134132512]
640_17068	chr2	151923294	151923694	+	1000	56.0	[7.3984704]	[89]	[]	[]	[151923476]	[]
640_1707	chr11	61816770	61817170	+	1000	209.0	[7.981569]	[85]	[7.3805842]	[86]	[61816938]	[61816939]
640_17078	chr2	201116469	201116869	+	1000	56.0	[]	[]	[8.334265]	[90]	[]	[201116644]
640_1708	chr11	66371039	66371439	+	1000	209.0	[7.3805842]	[99]	[7.981569]	[100]	[66371212]	[66371213]
640_1709	chr12	49265393	49265793	+	1000	209.0	[7.981569]	[98]	[]	[]	[49265582]	[]
640_17091	chr20	35172100	35172500	+	1000	56.0	[]	[]	[9.081068]	[98]	[]	[35172285]
640_17093	chr20	49037938	49038338	+	1000	56.0	[9.957076]	[90]	[9.957076]	[91]	[49038117]	[49038118]
640_17094	chr20	50119624	50120024	+	1000	56.0	[12.820818]	[91]	[12.820818]	[92]	[50119809]	[50119810]
640_17096	chr20	64316675	64317075	+	1000	56.0	[]	[]	[8.344066]	[102]	[]	[64316858]
640_17099	chr22	21855705	21856105	+	1000	56.0	[9.081068]	[98]	[]	[]	[21855893]	[]
640_171	chr1	89823013	89823413	+	1000	432.0	[9.081068]	[97]	[8.415787]	[98]	[89823210]	[89823211]
640_17100	chr22	28883360	28883760	+	1000	56.0	[9.3206]	[134]	[12.820818]	[135]	[28883581]	[28883582]
640_17101	chr22	37020175	37020575	+	1000	56.0	[12.820818]	[168]	[12.820818]	[169]	[37020396]	[37020397]
640_17106	chr3	9398334	9398734	+	1000	56.0	[7.3984704]	[163]	[7.4328523]	[164]	[9398553]	[9398554]
640_17108	chr3	49429020	49429420	+	1000	56.0	[8.334265]	[81]	[7.5613456, 9.081068]	[82, 106]	[49429185]	[49429186, 49429210]
640_17109	chr3	50235798	50236198	+	1000	56.0	[8.415534]	[126]	[8.344066]	[127]	[50235996]	[50235997]
640_1711	chr14	91510364	91510764	+	1000	209.0	[]	[]	[7.981569]	[145]	[]	[91510600]
640_17111	chr3	52682023	52682423	+	1000	56.0	[7.3538165]	[96]	[8.415787]	[72]	[52682219]	[52682195]
640_17112	chr3	58491754	58492154	+	1000	56.0	[]	[]	[7.3805842]	[132]	[]	[58491971]
640_1712	chr16	1772905	1773305	+	1000	209.0	[]	[]	[8.415534]	[67]	[]	[1773066]
640_17122	chr3	194326187	194326587	+	1000	56.0	[]	[]	[9.081068]	[129]	[]	[194326414]
640_17126	chr4	38663717	38664117	+	1000	56.0	[7.981569]	[80]	[7.3805842]	[81]	[38663888]	[38663889]
640_17127	chr4	47913733	47914133	+	1000	56.0	[7.5613456]	[118]	[8.415534]	[127]	[47913936]	[47913945]
640_17128	chr4	55386803	55387203	+	1000	56.0	[]	[]	[8.334265]	[115]	[]	[55387013]
640_1713	chr17	64506583	64506983	+	1000	209.0	[8.415534]	[139]	[]	[]	[64506818]	[]
640_17135	chr4	139606568	139606968	+	1000	56.0	[9.957076]	[102]	[9.859796]	[103]	[139606764]	[139606765]
640_17136	chr4	140884456	140884856	+	1000	56.0	[9.859796]	[107]	[9.957076]	[108]	[140884654]	[140884655]
640_17138	chr4	182969881	182970281	+	1000	56.0	[]	[]	[7.4328523]	[95]	[]	[182970056]
640_17140	chr4	186201839	186202239	+	1000	56.0	[12.820818]	[98]	[9.859796]	[99]	[186202016]	[186202017]
640_17145	chr5	77881509	77881909	+	1000	56.0	[7.981569]	[88]	[7.3805842]	[89]	[77881679]	[77881680]
640_17146	chr5	91314149	91314549	+	1000	56.0	[]	[]	[9.081068]	[121]	[]	[91314356]
640_17148	chr5	135457418	135457818	+	1000	56.0	[7.5613456]	[140]	[7.1483927, 8.334265]	[102, 141]	[135457653]	[135457615, 135457654]
640_17154	chr5	149887828	149888228	+	1000	56.0	[]	[]	[8.415787]	[100]	[]	[149888025]
640_17155	chr5	159094767	159095167	+	1000	56.0	[8.415534]	[92]	[]	[]	[159094956]	[]
640_17157	chr5	172834110	172834510	+	1000	56.0	[8.344066]	[181]	[8.415534]	[182]	[172834357]	[172834358]
640_17158	chr5	173581640	173582040	+	1000	56.0	[9.957076]	[141]	[9.859796]	[142]	[173581876]	[173581877]
640_17162	chr6	3414717	3415117	+	1000	56.0	[12.820818]	[140]	[12.820818]	[141]	[3414944]	[3414945]
640_17166	chr6	16770950	16771350	+	1000	56.0	[]	[]	[8.415787]	[166]	[]	[16771201]
640_17169	chr6	28383170	28383570	+	1000	56.0	[9.3206]	[162]	[9.957076]	[163]	[28383414]	[28383415]
640_1717	chr3	127591031	127591431	+	1000	209.0	[8.344066, 8.344066]	[90, 144]	[8.415534]	[145]	[127591213, 127591267]	[127591268]
640_17171	chr6	30730816	30731216	+	1000	56.0	[8.334265, 8.334265]	[123, 144]	[]	[]	[30731028, 30731049]	[]
640_17172	chr6	30942612	30943012	+	1000	56.0	[9.081068]	[172]	[8.415787]	[173]	[30942860]	[30942861]
640_17173	chr6	31403238	31403638	+	1000	56.0	[8.415534]	[110]	[]	[]	[31403392]	[]
640_17175	chr6	34527131	34527531	+	1000	56.0	[7.5613456]	[129]	[8.334265]	[130]	[34527328]	[34527329]
640_17179	chr6	39228116	39228516	+	1000	56.0	[]	[]	[7.4328523]	[165]	[]	[39228357]
640_1718	chr4	22997353	22997753	+	1000	209.0	[9.081068]	[149]	[8.415787]	[150]	[22997602]	[22997603]
640_17182	chr6	99603600	99604000	+	1000	56.0	[9.859796]	[88]	[9.957076]	[89]	[99603776]	[99603777]
640_17183	chr6	122484839	122485239	+	1000	56.0	[9.081068]	[156]	[8.415787]	[157]	[122485080]	[122485081]
640_17188	chr6	161370785	161371185	+	1000	56.0	[]	[]	[8.334265]	[75]	[]	[161370958]
640_17189	chr6	169790082	169790482	+	1000	56.0	[]	[]	[7.3984704]	[155]	[]	[169790305]
640_1719	chr4	70713972	70714372	+	1000	209.0	[8.415787]	[107]	[]	[]	[70714173]	[]
640_17192	chr7	27740655	27741055	+	1000	56.0	[]	[]	[7.5613456]	[116]	[]	[27740868]
640_17195	chr7	74206550	74206950	+	1000	56.0	[7.3805842]	[105]	[7.981569]	[106]	[74206749]	[74206750]
640_17199	chr7	99369960	99370360	+	1000	56.0	[7.2921777]	[121]	[]	[]	[99370153]	[]
640_172	chr19	1672306	1672706	+	1000	432.0	[12.820818, 9.859796]	[119, 133]	[9.957076, 9.957076]	[120, 134]	[1672523, 1672537]	[1672524, 1672538]
640_1720	chr5	111092078	111092478	+	1000	209.0	[9.081068]	[91]	[]	[]	[111092262]	[]
640_17200	chr7	100547915	100548315	+	1000	56.0	[9.3206]	[111]	[9.859796]	[112]	[100548120]	[100548121]
640_17201	chr7	101165420	101165820	+	1000	56.0	[9.3206]	[121]	[12.820818]	[122]	[101165617]	[101165618]
640_17209	chr7	152674753	152675153	+	1000	56.0	[9.081068]	[82]	[]	[]	[152674914]	[]
640_1721	chr6	35688926	35689326	+	1000	209.0	[12.820818]	[110]	[9.859796]	[111]	[35689136]	[35689137]
640_17210	chr8	18083170	18083570	+	1000	56.0	[]	[]	[7.3805842]	[156]	[]	[18083415]
640_17211	chr8	20078929	20079329	+	1000	56.0	[7.981569, 8.334265]	[83, 105]	[7.5613456]	[106]	[20079110, 20079132]	[20079133]
640_17212	chr8	27727205	27727605	+	1000	56.0	[8.415534, 8.334265]	[89, 129]	[]	[]	[27727384, 27727424]	[]
640_17213	chr8	55853186	55853586	+	1000	56.0	[7.3538165]	[144]	[]	[]	[55853398]	[]
640_17215	chr8	105244002	105244402	+	1000	56.0	[7.3538165]	[126]	[]	[]	[105244224]	[]
640_17217	chr8	123760696	123761096	+	758	56.0	[9.081068]	[162]	[]	[]	[123760942]	[]
640_17218	chr8	124109161	124109561	+	1000	56.0	[9.859796]	[104]	[12.820818]	[105]	[124109365]	[124109366]
640_1722	chr6	37423803	37424203	+	1000	209.0	[]	[]	[7.3538165]	[67]	[]	[37423954]
640_17220	chr8	133045830	133046230	+	1000	56.0	[12.820818]	[88]	[9.3206]	[89]	[133046015]	[133046016]
640_17221	chr8	140597666	140598066	+	1000	56.0	[8.334265]	[142]	[7.5613456]	[143]	[140597902]	[140597903]
640_17226	chr9	100437829	100438229	+	1000	56.0	[8.415787]	[79]	[]	[]	[100437995]	[]
640_17228	chr9	123268582	123268982	+	1000	56.0	[7.3538165]	[112]	[7.5613456]	[121]	[123268783]	[123268792]
640_17234	chr9	135449518	135449918	+	1000	56.0	[]	[]	[7.1483927]	[148]	[]	[135449761]
640_17235	chr9	135478867	135479267	+	1000	56.0	[]	[]	[9.081068]	[139]	[]	[135479066]
640_17236	chrX	3589435	3589835	+	1000	56.0	[12.820818]	[106]	[12.820818]	[107]	[3589622]	[3589623]
640_17240	chrX	71146029	71146429	+	1000	56.0	[]	[]	[7.3805842]	[118]	[]	[71146235]
640_17241	chrX	101051745	101052145	+	1000	56.0	[]	[]	[7.3984704]	[116]	[]	[101051946]
640_17242	chrX	123731580	123731980	+	1000	56.0	[7.981569]	[134]	[]	[]	[123731812]	[]
640_17243	chrX	130120666	130121066	+	1000	56.0	[8.334265]	[117]	[8.415534]	[124]	[130120872]	[130120879]
640_17244	chrX	136742988	136743388	+	1000	56.0	[]	[]	[9.081068]	[158]	[]	[136743219]
640_17245	chr1	1891527	1891927	+	1000	55.0	[7.3984704]	[134]	[7.4328523]	[135]	[1891717]	[1891718]
640_17246	chr1	2091582	2091982	+	1000	55.0	[7.5613456]	[137]	[8.334265]	[138]	[2091794]	[2091795]
640_17247	chr1	9539956	9540356	+	1000	55.0	[]	[]	[7.4328523]	[183]	[]	[9540140]
640_17248	chr1	11804887	11805287	+	1000	55.0	[8.334265]	[116]	[]	[]	[11805047]	[]
640_1725	chr1	159015427	159015827	+	1000	208.0	[]	[]	[9.081068]	[75]	[]	[159015595]
640_17252	chr1	21768283	21768683	+	1000	55.0	[8.415787]	[69]	[]	[]	[21768451]	[]
640_17253	chr1	22976374	22976774	+	1000	55.0	[9.081068]	[149]	[]	[]	[22976619]	[]
640_17256	chr1	36188125	36188525	+	1000	55.0	[8.334265]	[119]	[7.5613456]	[120]	[36188339]	[36188340]
640_17258	chr1	43580022	43580422	+	1000	55.0	[9.957076, 9.081068]	[93, 136]	[12.820818, 8.415787]	[94, 137]	[43580203, 43580246]	[43580204, 43580247]
640_17259	chr1	45084532	45084932	+	1000	55.0	[12.820818]	[109]	[9.3206]	[110]	[45084737]	[45084738]
640_17260	chr1	52614092	52614492	+	1000	55.0	[8.415787]	[95]	[]	[]	[52614254]	[]
640_17261	chr1	58754855	58755255	+	1000	55.0	[7.981569]	[64]	[]	[]	[58755017]	[]
640_17265	chr1	86939461	86939861	+	1000	55.0	[9.859796]	[178]	[9.859796]	[179]	[86939710]	[86939711]
640_17269	chr1	114388406	114388806	+	1000	55.0	[7.1483927]	[120]	[]	[]	[114388626]	[]
640_1727	chr11	119084746	119085146	+	1000	208.0	[12.820818]	[112]	[9.859796]	[113]	[119084937]	[119084938]
640_17272	chr1	154463114	154463514	+	1000	55.0	[8.415787]	[132]	[9.081068]	[133]	[154463344]	[154463345]
640_17273	chr1	155120183	155120583	+	1000	55.0	[]	[]	[8.415787]	[132]	[]	[155120378]
640_17276	chr1	176241385	176241785	+	1000	55.0	[7.3538165]	[131]	[]	[]	[176241616]	[]
640_17277	chr1	202184639	202185039	+	1000	55.0	[7.5613456]	[123]	[8.334265]	[124]	[202184857]	[202184858]
640_17279	chr1	223698210	223698610	+	1000	55.0	[12.820818]	[81]	[12.820818]	[82]	[223698371]	[223698372]
640_1728	chr12	53501311	53501711	+	1000	208.0	[]	[]	[7.5613456]	[143]	[]	[53501541]
640_17284	chr10	3074240	3074640	+	1000	55.0	[]	[]	[8.334265]	[151]	[]	[3074434]
640_17285	chr10	3539098	3539498	+	1000	55.0	[7.981569]	[122]	[7.3805842]	[123]	[3539309]	[3539310]
640_17287	chr10	5317679	5318079	+	1000	55.0	[9.859796]	[151]	[12.820818]	[152]	[5317913]	[5317914]
640_17288	chr10	21526457	21526857	+	1000	55.0	[7.1483927]	[183]	[]	[]	[21526687]	[]
640_17291	chr10	77965372	77965772	+	1000	55.0	[9.081068]	[144]	[]	[]	[77965611]	[]
640_17296	chr10	100371155	100371555	+	1000	55.0	[8.344066]	[198]	[8.415534]	[199]	[100371389]	[100371390]
640_17297	chr10	110871512	110871912	+	1000	55.0	[8.415787]	[175]	[]	[]	[110871736]	[]
640_17298	chr10	112843609	112844009	+	1000	55.0	[12.820818]	[160]	[8.415787, 9.3206]	[70, 161]	[112843854]	[112843764, 112843855]
640_17299	chr10	119030339	119030739	+	1000	55.0	[9.859796]	[103]	[9.859796]	[104]	[119030541]	[119030542]
640_173	chr9	37119939	37120339	+	1000	432.0	[12.820818]	[111]	[12.820818]	[112]	[37120150]	[37120151]
640_17305	chr11	5247066	5247466	+	1000	55.0	[]	[]	[7.3805842]	[95]	[]	[5247251]
640_17306	chr11	12746536	12746936	+	1000	55.0	[]	[]	[7.3538165]	[69]	[]	[12746695]
640_17307	chr11	35943910	35944310	+	1000	55.0	[9.081068]	[94]	[8.415787]	[95]	[35944097]	[35944098]
640_1731	chr16	9068393	9068793	+	1000	208.0	[8.415787, 9.3206]	[122, 132]	[12.820818]	[133]	[9068614, 9068624]	[9068625]
640_17312	chr11	65510737	65511137	+	1000	55.0	[8.334265]	[71]	[7.5613456]	[72]	[65510903]	[65510904]
640_17318	chr11	124644347	124644747	+	1000	55.0	[8.415787, 8.415787]	[84, 113]	[9.081068]	[85]	[124644506, 124644535]	[124644507]
640_17323	chr12	30531751	30532151	+	1000	55.0	[9.081068]	[122]	[8.415787]	[123]	[30531953]	[30531954]
640_17324	chr12	42238161	42238561	+	1000	55.0	[9.957076]	[121]	[9.3206]	[122]	[42238373]	[42238374]
640_17327	chr12	52790153	52790553	+	1000	55.0	[8.334265]	[93]	[]	[]	[52790319]	[]
640_1733	chr17	5419895	5420295	+	1000	208.0	[12.820818]	[72]	[12.820818]	[73]	[5420067]	[5420068]
640_17332	chr12	111741320	111741720	+	1000	55.0	[8.334265]	[138]	[]	[]	[111741536]	[]
640_17333	chr12	115932101	115932501	+	1000	55.0	[9.957076]	[120]	[12.820818]	[121]	[115932301]	[115932302]
640_17334	chr12	118061020	118061420	+	1000	55.0	[]	[]	[9.081068]	[101]	[]	[118061185]
640_17335	chr12	118346933	118347333	+	1000	55.0	[9.859796]	[124]	[9.859796]	[125]	[118347147]	[118347148]
640_17339	chr13	39036168	39036568	+	1000	55.0	[]	[]	[9.081068]	[108]	[]	[39036371]
640_1734	chr17	64505399	64505799	+	1000	208.0	[8.415787]	[135]	[9.081068]	[136]	[64505630]	[64505631]
640_17341	chr13	99982069	99982469	+	1000	55.0	[]	[]	[9.081068]	[62]	[]	[99982230]
640_17343	chr13	114280480	114280880	+	1000	55.0	[8.415534]	[116]	[]	[]	[114280691]	[]
640_17344	chr14	23322143	23322543	+	1000	55.0	[]	[]	[8.415534]	[95]	[]	[23322314]
640_17345	chr14	24090572	24090972	+	1000	55.0	[9.957076]	[158]	[9.3206]	[159]	[24090816]	[24090817]
640_17346	chr14	73758280	73758680	+	1000	55.0	[]	[]	[7.5613456]	[103]	[]	[73758471]
640_17348	chr14	93139091	93139491	+	1000	55.0	[9.3206]	[99]	[12.820818]	[100]	[93139272]	[93139273]
640_17349	chr14	95560930	95561330	+	1000	55.0	[8.344066]	[169]	[8.334265]	[112]	[95561180]	[95561123]
640_1735	chr19	10960648	10961048	+	1000	208.0	[]	[]	[7.981569]	[159]	[]	[10960895]
640_17350	chr14	99572402	99572802	+	1000	55.0	[7.5613456]	[152]	[]	[]	[99572649]	[]
640_17351	chr14	102941581	102941981	+	1000	55.0	[]	[]	[8.415534]	[100]	[]	[102941752]
640_17353	chr14	103104925	103105325	+	1000	55.0	[]	[]	[8.344066]	[157]	[]	[103105159]
640_17355	chr14	104768820	104769220	+	1000	55.0	[12.820818]	[108]	[7.5613456, 12.820818]	[84, 109]	[104768999]	[104768975, 104769000]
640_17356	chr15	29822163	29822563	+	1000	55.0	[]	[]	[7.4328523]	[108]	[]	[29822349]
640_17358	chr15	52009013	52009413	+	1000	55.0	[]	[]	[9.081068, 8.415787]	[106, 157]	[]	[52009210, 52009261]
640_17359	chr15	58518127	58518527	+	1000	55.0	[12.820818]	[134]	[9.859796]	[135]	[58518330]	[58518331]
640_1736	chr2	38376623	38377023	+	1000	208.0	[8.344066]	[135]	[8.415534]	[136]	[38376854]	[38376855]
640_17368	chr16	15427569	15427969	+	1000	55.0	[]	[]	[8.334265]	[80]	[]	[15427742]
640_17369	chr16	20901389	20901789	+	1000	55.0	[9.081068]	[86]	[8.415787]	[87]	[20901574]	[20901575]
640_1737	chr5	154682437	154682837	+	1000	208.0	[12.820818, 7.4328523]	[85, 95]	[9.859796]	[86]	[154682622, 154682632]	[154682623]
640_17370	chr16	53056457	53056857	+	1000	55.0	[]	[]	[7.3984704, 8.344066]	[99, 110]	[]	[53056633, 53056644]
640_17376	chr16	68085726	68086126	+	1000	55.0	[]	[]	[7.2921777]	[176]	[]	[68085966]
640_1738	chr5	173327641	173328041	+	1000	208.0	[9.957076]	[104]	[9.957076]	[105]	[173327842]	[173327843]
640_17381	chr17	20908299	20908699	+	1000	55.0	[7.3805842]	[97]	[7.981569]	[98]	[20908480]	[20908481]
640_17382	chr17	21286369	21286769	+	1000	55.0	[7.981569]	[122]	[7.3805842]	[123]	[21286585]	[21286586]
640_17383	chr17	28643940	28644340	+	1000	55.0	[8.334265]	[162]	[7.3538165]	[136]	[28644184]	[28644158]
640_17385	chr17	35764080	35764480	+	1000	55.0	[]	[]	[8.334265]	[73]	[]	[35764234]
640_17386	chr17	38728249	38728649	+	1000	55.0	[]	[]	[8.415787]	[170]	[]	[38728493]
640_1739	chr6	17705913	17706313	+	1000	208.0	[9.859796]	[64]	[9.859796]	[65]	[17706073]	[17706074]
640_17395	chr17	76189780	76190180	+	1000	55.0	[7.3538165]	[118]	[9.081068]	[111]	[76189988]	[76189981]
640_17396	chr17	76414562	76414962	+	1000	55.0	[]	[]	[7.3538165]	[149]	[]	[76414803]
640_17397	chr17	76465905	76466305	+	1000	55.0	[9.081068, 7.3538165]	[77, 136]	[8.415787]	[78]	[76466077, 76466136]	[76466078]
640_17407	chr18	66257947	66258347	+	1000	55.0	[9.081068]	[87]	[8.415787]	[88]	[66258130]	[66258131]
640_17408	chr19	532762	533162	+	1000	55.0	[]	[]	[8.334265]	[99]	[]	[532938]
640_17410	chr19	7500939	7501339	+	1000	55.0	[]	[]	[7.981569]	[147]	[]	[7501168]
640_17413	chr19	12401048	12401448	+	1000	55.0	[]	[]	[8.334265]	[98]	[]	[12401203]
640_17415	chr19	14425815	14426215	+	1000	55.0	[9.081068]	[145]	[8.415787]	[146]	[14426051]	[14426052]
640_17416	chr19	15300596	15300996	+	1000	55.0	[7.3538165]	[86]	[]	[]	[15300781]	[]
640_17417	chr19	15836085	15836485	+	1000	55.0	[]	[]	[8.415787]	[162]	[]	[15836252]
640_17418	chr19	16141028	16141428	+	1000	55.0	[12.820818]	[108]	[9.859796]	[109]	[16141214]	[16141215]
640_17420	chr19	21134961	21135361	+	1000	55.0	[9.081068]	[134]	[8.415787]	[135]	[21135190]	[21135191]
640_17425	chr19	41350902	41351302	+	1000	55.0	[9.859796]	[109]	[9.957076]	[110]	[41351099]	[41351100]
640_17426	chr19	41957780	41958180	+	1000	55.0	[8.334265]	[90]	[7.5613456, 8.415787]	[91, 170]	[41957938]	[41957939, 41958018]
640_17427	chr19	44113117	44113517	+	1000	55.0	[]	[]	[8.334265]	[115]	[]	[44113299]
640_17429	chr19	46638528	46638928	+	1000	55.0	[8.415787]	[97]	[]	[]	[46638720]	[]
640_1743	chr6	149545920	149546320	+	1000	208.0	[8.344066]	[67]	[]	[]	[149546080]	[]
640_17430	chr19	46954969	46955369	+	1000	55.0	[9.081068]	[148]	[7.981569]	[63]	[46955207]	[46955122]
640_17432	chr19	47480125	47480525	+	1000	55.0	[12.820818]	[89]	[12.820818]	[90]	[47480313]	[47480314]
640_17433	chr19	49527625	49528025	+	1000	55.0	[]	[]	[7.2921777]	[144]	[]	[49527864]
640_17435	chr19	52527009	52527409	+	1000	55.0	[]	[]	[8.334265]	[74]	[]	[52527183]
640_17437	chr19	52690775	52691175	+	1000	55.0	[8.334265]	[86]	[]	[]	[52690957]	[]
640_17438	chr19	54190988	54191388	+	1000	55.0	[]	[]	[8.334265]	[169]	[]	[54191215]
640_17440	chr2	26978146	26978546	+	1000	55.0	[9.081068]	[94]	[]	[]	[26978333]	[]
640_17441	chr2	41840648	41841048	+	1000	55.0	[]	[]	[7.981569, 7.3538165]	[72, 95]	[]	[41840818, 41840841]
640_17442	chr2	42925316	42925716	+	1000	55.0	[9.081068]	[139]	[8.334265]	[96]	[42925535]	[42925492]
640_1745	chr8	6708822	6709222	+	1000	208.0	[9.957076]	[92]	[9.957076]	[93]	[6709008]	[6709009]
640_17454	chr2	121895841	121896241	+	1000	55.0	[12.820818]	[85]	[9.957076]	[86]	[121896014]	[121896015]
640_17455	chr2	127415785	127416185	+	1000	55.0	[9.957076]	[94]	[12.820818]	[95]	[127415959]	[127415960]
640_17463	chr2	229922612	229923012	+	1000	55.0	[8.415534, 8.415534]	[75, 141]	[]	[]	[229922781, 229922847]	[]
640_17464	chr2	231985983	231986383	+	1000	55.0	[]	[]	[9.081068]	[161]	[]	[231986229]
640_1747	chr9	136372868	136373268	+	1000	208.0	[12.820818]	[110]	[12.820818]	[111]	[136373077]	[136373078]
640_17471	chr20	44745646	44746046	+	1000	55.0	[8.415534]	[99]	[8.344066]	[100]	[44745820]	[44745821]
640_17473	chr21	15065797	15066197	+	1000	55.0	[]	[]	[7.981569]	[59]	[]	[15065948]
640_17476	chr21	37533122	37533522	+	1000	55.0	[7.981569]	[82]	[7.3805842]	[83]	[37533303]	[37533304]
640_17478	chr21	42199432	42199832	+	1000	55.0	[]	[]	[9.081068]	[105]	[]	[42199635]
640_17479	chr21	44021650	44022050	+	1000	55.0	[8.334265]	[94]	[]	[]	[44021817]	[]
