#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_19521	chr1	146937455	146937855	+	1000	68.5	[9.411099]	[91]	[]	[]	[146937646]	[]
758_19522	chr1	151322038	151322438	+	1000	68.5	[6.7661796]	[132]	[]	[]	[151322253]	[]
758_19523	chr1	153059314	153059714	+	1000	68.5	[9.438231]	[93]	[]	[]	[153059504]	[]
758_19524	chr1	153791193	153791593	+	899	68.5	[11.575829]	[92]	[]	[]	[153791349]	[]
758_19525	chr1	153991847	153992247	+	1000	68.5	[8.458068]	[136]	[]	[]	[153992076]	[]
758_19526	chr1	162419468	162419868	+	1000	68.5	[7.25846]	[110]	[]	[]	[162419656]	[]
758_19529	chr1	179227272	179227672	+	1000	68.5	[]	[]	[9.802997, 11.575829]	[126, 148]	[]	[179227482, 179227504]
758_1953	chr1	167249057	167249457	+	1000	255.5	[]	[]	[6.7416005]	[127]	[]	[167249272]
758_19530	chr1	203732940	203733340	+	1000	68.5	[]	[]	[11.127567, 11.575829]	[94, 126]	[]	[203733123, 203733155]
758_19531	chr1	205775253	205775653	+	1000	68.5	[]	[]	[6.673559]	[130]	[]	[205775470]
758_19533	chr1	228290508	228290908	+	1000	68.5	[]	[]	[11.127567]	[164]	[]	[228290733]
758_19534	chr1	230977802	230978202	+	1000	68.5	[9.442706]	[96]	[]	[]	[230977981]	[]
758_19535	chr1	246139652	246140052	+	1000	68.5	[7.87297]	[88]	[]	[]	[246139830]	[]
758_19536	chr10	5449208	5449608	+	1000	68.5	[]	[]	[7.220394, 8.056022]	[79, 142]	[]	[5449385, 5449448]
758_19540	chr10	50336010	50336410	+	1000	68.5	[7.5565295, 7.87297]	[142, 147]	[]	[]	[50336224, 50336229]	[]
758_19541	chr10	70576629	70577029	+	1000	68.5	[]	[]	[6.863072]	[88]	[]	[70576795]
758_19545	chr10	73785196	73785596	+	1000	68.5	[]	[]	[11.575829]	[134]	[]	[73785429]
758_19547	chr10	78972140	78972540	+	1000	68.5	[]	[]	[6.743228]	[162]	[]	[78972386]
758_19548	chr10	96124711	96125111	+	1000	68.5	[7.0754085]	[196]	[]	[]	[96124940]	[]
758_19551	chr11	57800603	57801003	+	1000	68.5	[]	[]	[6.738754, 10.256007]	[88, 138]	[]	[57800770, 57800820]
758_19552	chr11	64752559	64752959	+	1000	68.5	[]	[]	[7.3734775, 7.3734775]	[84, 92]	[]	[64752734, 64752742]
758_19553	chr11	65468847	65469247	+	1000	68.5	[6.743228]	[121]	[]	[]	[65469057]	[]
758_19554	chr11	66348111	66348511	+	1000	68.5	[]	[]	[6.673559]	[125]	[]	[66348310]
758_19555	chr11	66965949	66966349	+	1000	68.5	[]	[]	[10.7555, 11.362798]	[81, 116]	[]	[66966129, 66966164]
758_19556	chr11	68128702	68129102	+	1000	68.5	[]	[]	[6.673559]	[136]	[]	[68128924]
758_19557	chr11	75072617	75073017	+	1000	68.5	[]	[]	[7.037342, 9.919872]	[164, 176]	[]	[75072783, 75072795]
758_19558	chr11	86172946	86173346	+	1000	68.5	[6.8401775]	[140]	[]	[]	[86173173]	[]
758_19559	chr11	118924449	118924849	+	1000	68.5	[]	[]	[8.056022]	[120]	[]	[118924626]
758_1956	chr11	73784355	73784755	+	1000	255.5	[]	[]	[10.256007]	[148]	[]	[73784584]
758_19563	chr12	53746567	53746967	+	1000	68.5	[]	[]	[6.738754]	[108]	[]	[53746772]
758_19564	chr12	79936673	79937073	+	1000	68.5	[]	[]	[9.543426]	[115]	[]	[79936877]
758_19565	chr12	116557273	116557673	+	1000	68.5	[8.458068]	[200]	[]	[]	[116557520]	[]
758_19566	chr12	119883803	119884203	+	1000	68.5	[7.6377397, 8.693299, 11.575829]	[73, 132, 139]	[]	[]	[119883966, 119884025, 119884032]	[]
758_19567	chr12	122894715	122895115	+	1000	68.5	[6.780856]	[192]	[]	[]	[122894911]	[]
758_19568	chr14	22956074	22956474	+	1000	68.5	[]	[]	[7.25846, 8.245038]	[86, 129]	[]	[22956255, 22956298]
758_19570	chr14	28766021	28766421	+	1000	68.5	[]	[]	[11.127567]	[167]	[]	[28766201]
758_19573	chr14	55398714	55399114	+	1000	68.5	[9.56255]	[118]	[]	[]	[55398931]	[]
758_19576	chr15	52137769	52138169	+	1000	68.5	[11.575829]	[183]	[]	[]	[52137957]	[]
758_19577	chr15	55408309	55408709	+	1000	68.5	[]	[]	[9.442706]	[182]	[]	[55408527]
758_19578	chr15	63899105	63899505	+	1000	68.5	[]	[]	[8.458068]	[116]	[]	[63899317]
758_19580	chr15	64507360	64507760	+	1000	68.5	[7.652416]	[97]	[]	[]	[64507557]	[]
758_19582	chr15	70463321	70463721	+	1000	68.5	[9.802997]	[86]	[]	[]	[70463500]	[]
758_19584	chr15	81958026	81958426	+	1000	68.5	[]	[]	[7.6377397]	[91]	[]	[81958189]
758_19585	chr15	96309187	96309587	+	1000	68.5	[6.773207]	[114]	[6.685237]	[163]	[96309371]	[96309420]
758_19591	chr17	2716629	2717029	+	1000	68.5	[]	[]	[8.859356]	[229]	[]	[2716865]
758_19596	chr17	38894358	38894758	+	1000	68.5	[]	[]	[7.037342]	[121]	[]	[38894560]
758_19597	chr17	42676522	42676922	+	1000	68.5	[6.6800203]	[145]	[]	[]	[42676689]	[]
758_196	chr1	227357379	227357779	+	1000	566.0	[]	[]	[6.780856]	[98]	[]	[227357564]
758_19604	chr17_GL000205v2_random	81640	82040	+	1000	68.5	[6.738754]	[126]	[]	[]	[81865]	[]
758_19605	chr18	841810	842210	+	1000	68.5	[]	[]	[9.957938, 11.127567]	[115, 143]	[]	[842015, 842043]
758_19608	chr18	74337534	74337934	+	1000	68.5	[]	[]	[11.575829, 7.652416, 8.690641, 6.8401775]	[124, 130, 138, 145]	[]	[74337747, 74337753, 74337761, 74337768]
758_1961	chr1	44290345	44290745	+	1000	255.0	[7.220394]	[106]	[7.1035194]	[78]	[44290532]	[44290504]
758_19619	chr19	19261967	19262367	+	1000	68.5	[8.87635]	[148]	[]	[]	[19262187]	[]
758_1962	chr1	161132802	161133202	+	1000	255.0	[6.743228]	[101]	[]	[]	[161133000]	[]
758_19620	chr19	35903448	35903848	+	1000	68.5	[]	[]	[8.693299]	[160]	[]	[35903692]
758_19622	chr19	39335088	39335488	+	1000	68.5	[6.863072]	[171]	[]	[]	[39335327]	[]
758_19624	chr19	40444823	40445223	+	1000	68.5	[]	[]	[10.7555]	[173]	[]	[40445023]
758_19625	chr19	43503787	43504187	+	1000	68.5	[]	[]	[8.87635, 9.438231]	[85, 145]	[]	[43503951, 43504011]
758_19627	chr19	51137157	51137557	+	1000	68.5	[]	[]	[9.442706, 9.438231, 10.770176, 8.458068]	[72, 82, 118, 162]	[]	[51137308, 51137318, 51137354, 51137398]
758_1963	chr10	110304909	110305309	+	1000	255.0	[]	[]	[6.780856]	[111]	[]	[110305116]
758_19630	chr2	12441888	12442288	+	1000	68.5	[6.7687325]	[76]	[8.693299]	[96]	[12442056]	[12442076]
758_19631	chr2	25252586	25252986	+	1000	68.5	[7.5565295]	[124]	[]	[]	[25252805]	[]
758_19632	chr2	27369390	27369790	+	1000	68.5	[6.7416005]	[111]	[]	[]	[27369593]	[]
758_19633	chr2	32356377	32356777	+	1000	68.5	[9.957938]	[83]	[]	[]	[32356560]	[]
758_19634	chr2	55106147	55106547	+	1000	68.5	[]	[]	[7.6377397]	[96]	[]	[55106318]
758_19635	chr2	55279395	55279795	+	1000	68.5	[11.362798]	[73]	[]	[]	[55279546]	[]
758_1964	chr11	3169316	3169716	+	1000	255.0	[]	[]	[9.241764]	[132]	[]	[3169536]
758_19648	chr21	31728178	31728578	+	1000	68.5	[]	[]	[9.543426]	[176]	[]	[31728420]
758_19650	chr21	41957462	41957862	+	1000	68.5	[]	[]	[8.693299]	[136]	[]	[41957686]
758_19651	chr22	19448649	19449049	+	1000	68.5	[7.5565295]	[142]	[]	[]	[19448865]	[]
758_19653	chr22	20013341	20013741	+	1000	68.5	[8.428089]	[168]	[]	[]	[20013543]	[]
758_19654	chr22	20924692	20925092	+	1000	68.5	[8.734424]	[67]	[]	[]	[20924851]	[]
758_19656	chr22	46124595	46124995	+	1000	68.5	[7.3734775]	[106]	[]	[]	[46124794]	[]
758_19657	chr3	9643483	9643883	+	1000	68.5	[7.037342]	[126]	[]	[]	[9643706]	[]
758_19658	chr3	12964244	12964644	+	1000	68.5	[8.056022, 14.245327]	[101, 117]	[]	[]	[12964440, 12964456]	[]
758_1966	chr11	78400071	78400471	+	1000	255.0	[6.780856]	[109]	[]	[]	[78400276]	[]
758_19660	chr3	15292934	15293334	+	1000	68.5	[6.780856]	[232]	[]	[]	[15293169]	[]
758_19661	chr3	31114082	31114482	+	1000	68.5	[]	[]	[6.685237]	[153]	[]	[31114303]
758_19667	chr3	143443741	143444141	+	1000	68.5	[11.127567]	[126]	[7.037342]	[154]	[143443946]	[143443974]
758_19668	chr3	183099574	183099974	+	1000	68.5	[]	[]	[7.652416]	[97]	[]	[183099766]
758_19669	chr3	195896596	195896996	+	1000	68.5	[7.280349]	[145]	[]	[]	[195896824]	[]
758_1967	chr13	97257885	97258285	+	1000	255.0	[8.693299, 7.280349]	[84, 113]	[]	[]	[97258063, 97258092]	[]
758_19671	chr4	2382889	2383289	+	1000	68.5	[9.56255]	[171]	[]	[]	[2383098]	[]
758_19672	chr4	2860852	2861252	+	1000	68.5	[]	[]	[9.442706]	[106]	[]	[2861030]
758_19673	chr4	6908464	6908864	+	1000	68.5	[6.773207]	[130]	[6.7687325]	[170]	[6908622]	[6908662]
758_19674	chr4	39792631	39793031	+	1000	68.5	[10.770176]	[113]	[]	[]	[39792832]	[]
758_19677	chr4	139686070	139686470	+	1000	68.5	[8.87635]	[144]	[8.734424]	[134]	[139686310]	[139686300]
758_1968	chr3	115239800	115240200	+	1000	255.0	[8.693299]	[117]	[]	[]	[115240012]	[]
758_19683	chr5	36877341	36877741	+	1000	68.5	[9.081597]	[202]	[]	[]	[36877573]	[]
758_19684	chr5	39115786	39116186	+	1000	68.5	[7.5565295]	[112]	[]	[]	[39115997]	[]
758_19685	chr5	56039998	56040398	+	1000	68.5	[11.575829]	[118]	[]	[]	[56040210]	[]
758_19686	chr5	98939470	98939870	+	1000	68.5	[6.685237]	[146]	[]	[]	[98939691]	[]
758_19687	chr5	112205815	112206215	+	948	68.5	[]	[]	[7.3734775, 7.037342]	[82, 144]	[]	[112205979, 112206041]
758_1969	chr5	181191471	181191871	+	1000	255.0	[9.802997]	[101]	[6.773207]	[75]	[181191668]	[181191642]
758_19694	chr5	173932654	173933054	+	1000	68.5	[11.575829]	[90]	[]	[]	[173932842]	[]
758_19697	chr6	14975471	14975871	+	1000	68.5	[]	[]	[10.7555, 11.362798]	[87, 93]	[]	[14975648, 14975654]
758_197	chr19	39308882	39309282	+	1000	566.0	[]	[]	[6.685237, 11.575829, 8.245038]	[70, 100, 117]	[]	[39309045, 39309075, 39309092]
758_19700	chr6	28896784	28897184	+	1000	68.5	[]	[]	[6.7661796]	[125]	[]	[28896986]
758_19701	chr6	34761649	34762049	+	1000	68.5	[7.3734775]	[64]	[]	[]	[34761806]	[]
758_19702	chr6	37130633	37131033	+	1000	68.5	[]	[]	[7.6377397]	[199]	[]	[37130867]
758_19703	chr6	43938130	43938530	+	1000	68.5	[7.87297, 8.458068]	[155, 166]	[]	[]	[43938350, 43938361]	[]
758_19704	chr6	89321564	89321964	+	1000	68.5	[9.919872]	[96]	[]	[]	[89321759]	[]
758_19707	chr6	119510219	119510619	+	1000	68.5	[]	[]	[6.685237]	[114]	[]	[119510409]
758_19709	chr6	139544576	139544976	+	1000	68.5	[8.708212]	[77]	[]	[]	[139544733]	[]
758_1971	chr8	38128770	38129170	+	1000	255.0	[]	[]	[7.3734775]	[118]	[]	[38128976]
758_19712	chr6	159981784	159982184	+	1000	68.5	[9.802997]	[199]	[]	[]	[159982007]	[]
758_19715	chr7	43039209	43039609	+	1000	68.5	[]	[]	[8.458068]	[133]	[]	[43039437]
758_19716	chr7	43926715	43927115	+	1000	68.5	[6.780856, 6.685237, 6.7416005]	[79, 108, 132]	[]	[]	[43926882, 43926911, 43926935]	[]
758_1972	chr9	6681279	6681679	+	1000	255.0	[]	[]	[8.458068]	[93]	[]	[6681472]
758_19720	chr7	99831618	99832018	+	1000	68.5	[6.7687325, 8.458068]	[154, 157]	[]	[]	[99831838, 99831841]	[]
758_19721	chr7	100049799	100050199	+	1000	68.5	[]	[]	[6.773207]	[148]	[]	[100050043]
758_19724	chr7	140924952	140925352	+	1000	68.5	[]	[]	[6.685237, 11.575829]	[149, 157]	[]	[140925152, 140925160]
758_19725	chr7	142866274	142866674	+	1000	68.5	[]	[]	[10.7555, 6.863072]	[107, 136]	[]	[142866464, 142866493]
758_19726	chr7	148696894	148697294	+	1000	68.5	[7.25846]	[147]	[]	[]	[148697112]	[]
758_19727	chr7	159310762	159311162	+	1000	68.5	[]	[]	[6.738754]	[97]	[]	[159310955]
758_19729	chr8	42843248	42843648	+	1000	68.5	[8.245038]	[195]	[]	[]	[42843481]	[]
758_1973	chr1	23384713	23385113	+	1000	254.5	[10.770176]	[104]	[]	[]	[23384914]	[]
758_19730	chr8	90165484	90165884	+	1000	68.5	[]	[]	[7.250373]	[131]	[]	[90165703]
758_19731	chr8	125942364	125942764	+	1000	68.5	[6.660896]	[198]	[]	[]	[125942567]	[]
758_19732	chr8	129973400	129973800	+	1000	68.5	[]	[]	[11.575829]	[112]	[]	[129973607]
758_19734	chr9	120497851	120498251	+	1000	68.5	[8.056022]	[188]	[]	[]	[120498090]	[]
758_19735	chr9	121372245	121372645	+	1000	68.5	[6.7416005]	[169]	[]	[]	[121372480]	[]
758_19737	chr9	132042344	132042744	+	1000	68.5	[]	[]	[8.245038]	[89]	[]	[132042528]
758_19739	chrX	54497417	54497817	+	1000	68.5	[]	[]	[6.7661796, 6.7687325]	[105, 155]	[]	[54497611, 54497661]
758_19741	chrX	131985268	131985668	+	1000	68.5	[]	[]	[8.245038, 6.7035384]	[81, 85]	[]	[131985428, 131985432]
758_19744	chr1	6424259	6424659	+	1000	68.0	[]	[]	[6.6800203]	[93]	[]	[6424436]
758_19745	chr1	11913416	11913816	+	1000	68.0	[10.7555]	[180]	[]	[]	[11913597]	[]
758_19746	chr1	19462816	19463216	+	740	68.0	[7.25846]	[104]	[6.743228, 9.957938]	[113, 161]	[19462986]	[19462995, 19463043]
758_19747	chr1	19704551	19704951	+	1000	68.0	[]	[]	[7.220394]	[100]	[]	[19704745]
758_19749	chr1	27779852	27780252	+	1000	68.0	[]	[]	[8.458068]	[146]	[]	[27780096]
758_19752	chr1	51238025	51238425	+	1000	68.0	[]	[]	[6.873926]	[95]	[]	[51238186]
758_19755	chr1	149775487	149775887	+	1000	68.0	[6.780856, 6.780856]	[79, 101]	[7.87297, 8.458068, 6.7687325, 9.919872]	[73, 116, 119, 147]	[149775666, 149775688]	[149775660, 149775703, 149775706, 149775734]
758_19756	chr1	151300862	151301262	+	1000	68.0	[8.708212]	[76]	[7.1035194]	[128]	[151301021]	[151301073]
758_19757	chr1	155140316	155140716	+	1000	68.0	[]	[]	[6.5722647]	[166]	[]	[155140560]
758_1976	chr19	35247877	35248277	+	1000	254.5	[6.5722647]	[75]	[]	[]	[35248033]	[]
758_19760	chr1	180155188	180155588	+	1000	68.0	[]	[]	[11.575829]	[98]	[]	[180155365]
758_19764	chr1	214602795	214603195	+	1000	68.0	[8.859356]	[153]	[]	[]	[214603037]	[]
758_19765	chr1	223702697	223703097	+	1000	68.0	[7.3734775]	[74]	[]	[]	[223702869]	[]
758_19766	chr1	225428681	225429081	+	1000	68.0	[]	[]	[6.8401775]	[145]	[]	[225428918]
758_19767	chr1	233603971	233604371	+	1000	68.0	[]	[]	[8.734424]	[125]	[]	[233604174]
758_19769	chr1	245270107	245270507	+	1000	68.0	[]	[]	[7.87297, 7.87297, 7.6377397, 10.7555, 7.87297, 8.458068]	[55, 65, 70, 118, 125, 140]	[]	[245270260, 245270270, 245270275, 245270323, 245270330, 245270345]
758_1977	chr2	23814924	23815324	+	1000	254.5	[8.1006775]	[121]	[]	[]	[23815119]	[]
758_19771	chr10	16417276	16417676	+	1000	68.0	[]	[]	[6.7416005, 7.6377397]	[63, 79]	[]	[16417429, 16417445]
758_19772	chr10	21528704	21529104	+	1000	68.0	[]	[]	[10.256007]	[140]	[]	[21528938]
758_19774	chr10	35312729	35313129	+	1000	68.0	[]	[]	[7.280349, 6.9204674]	[96, 122]	[]	[35312919, 35312945]
758_19776	chr10	69215447	69215847	+	1000	68.0	[]	[]	[11.362798, 7.87297]	[87, 132]	[]	[69215632, 69215677]
758_19777	chr10	71868425	71868825	+	1000	68.0	[6.873926]	[81]	[]	[]	[71868585]	[]
758_19778	chr10	72305616	72306016	+	1000	68.0	[]	[]	[6.743228]	[126]	[]	[72305842]
758_19779	chr10	96596433	96596833	+	1000	68.0	[]	[]	[7.250373]	[98]	[]	[96596605]
758_19781	chr10	102432650	102433050	+	1000	68.0	[]	[]	[7.6377397, 7.2884393]	[92, 122]	[]	[102432826, 102432856]
758_19783	chr11	5621130	5621530	+	1000	68.0	[]	[]	[6.673559]	[172]	[]	[5621361]
758_19784	chr11	62728537	62728937	+	1000	68.0	[6.780856]	[180]	[6.863072, 8.245038]	[163, 198]	[62728724]	[62728707, 62728742]
758_19785	chr11	64845122	64845522	+	1000	68.0	[8.458068]	[126]	[]	[]	[64845282]	[]
758_19786	chr11	65482417	65482817	+	1000	68.0	[6.863072]	[102]	[]	[]	[65482617]	[]
758_19789	chr11	66510335	66510735	+	1000	68.0	[7.5565295]	[169]	[]	[]	[66510516]	[]
758_1979	chr4	55638104	55638504	+	1000	254.5	[]	[]	[7.652416]	[66]	[]	[55638265]
758_19792	chr12	7995070	7995470	+	1000	68.0	[]	[]	[6.873926]	[103]	[]	[7995250]
758_19793	chr12	48753401	48753801	+	1000	68.0	[]	[]	[6.7035384, 8.220124]	[121, 137]	[]	[48753591, 48753607]
758_19794	chr12	49422213	49422613	+	1000	68.0	[]	[]	[8.693299, 11.127567, 7.6377397]	[85, 106, 119]	[]	[49422382, 49422403, 49422416]
758_19795	chr12	50246535	50246935	+	1000	68.0	[]	[]	[7.6377397, 9.802997, 8.6123495]	[79, 121, 136]	[]	[50246704, 50246746, 50246761]
758_19799	chr12	108700979	108701379	+	1000	68.0	[6.7661796, 10.7555]	[89, 153]	[]	[]	[108701140, 108701204]	[]
758_198	chr19	21458050	21458450	+	1000	565.0	[]	[]	[9.56255, 6.780856, 7.6377397]	[82, 88, 101]	[]	[21458232, 21458238, 21458251]
758_1980	chr11	61860252	61860652	+	1000	254.0	[]	[]	[6.8930507, 14.245327]	[120, 135]	[]	[61860471, 61860486]
758_19800	chr12	109111739	109112139	+	1000	68.0	[]	[]	[8.1006775]	[138]	[]	[109111971]
758_19801	chr12	110449645	110450045	+	1000	68.0	[8.458068, 7.0754085]	[126, 142]	[]	[]	[110449871, 110449887]	[]
758_19807	chr14	33941701	33942101	+	764	68.0	[7.87297]	[154]	[]	[]	[33941931]	[]
758_19808	chr14	65411530	65411930	+	1000	68.0	[9.411099]	[169]	[]	[]	[65411767]	[]
758_19810	chr14	76977746	76978146	+	1000	68.0	[]	[]	[6.7687325, 11.575829]	[97, 103]	[]	[76977924, 76977930]
758_19811	chr14	77098226	77098626	+	1000	68.0	[8.693299, 6.7687325]	[146, 152]	[]	[]	[77098461, 77098467]	[]
758_19813	chr15	34119311	34119711	+	1000	68.0	[7.037342, 8.245038]	[111, 124]	[7.3734775]	[119]	[34119508, 34119521]	[34119516]
758_19816	chr15	82849632	82850032	+	1000	68.0	[6.780856]	[86]	[]	[]	[82849788]	[]
758_19821	chr16	30996353	30996753	+	1000	68.0	[]	[]	[11.127567]	[94]	[]	[30996529]
758_19822	chr16	55847041	55847441	+	1000	68.0	[]	[]	[7.6377397, 6.8930507, 7.6377397]	[60, 97, 156]	[]	[55847193, 55847230, 55847289]
758_19823	chr16	57276568	57276968	+	1000	68.0	[8.245038]	[95]	[]	[]	[57276746]	[]
758_19824	chr16	66511949	66512349	+	1000	68.0	[10.7555]	[159]	[]	[]	[66512196]	[]
758_19826	chr16	81728412	81728812	+	1000	68.0	[]	[]	[7.6377397, 7.87297, 7.87297]	[148, 160, 177]	[]	[81728617, 81728629, 81728646]
758_19828	chr16	87780696	87781096	+	1000	68.0	[]	[]	[11.54585]	[143]	[]	[87780939]
758_19829	chr16	88799904	88800304	+	1000	68.0	[]	[]	[6.660896]	[58]	[]	[88800062]
758_19830	chr16	89115194	89115594	+	1000	68.0	[]	[]	[14.245327, 7.2884393]	[87, 93]	[]	[89115356, 89115362]
758_19832	chr17	28834355	28834755	+	1000	68.0	[8.859356]	[57]	[8.458068]	[105]	[28834506]	[28834554]
758_19833	chr17	30093434	30093834	+	1000	68.0	[]	[]	[7.220394, 6.8401775]	[129, 166]	[]	[30093634, 30093671]
758_19835	chr17	33889029	33889429	+	1000	68.0	[6.9204674]	[174]	[]	[]	[33889270]	[]
758_19837	chr17	36920426	36920826	+	1000	68.0	[]	[]	[8.458068, 7.6377397, 8.458068]	[93, 109, 131]	[]	[36920602, 36920618, 36920640]
758_19838	chr17	39740499	39740899	+	1000	68.0	[]	[]	[9.543426]	[75]	[]	[39740660]
758_1984	chr19	3607772	3608172	+	1000	254.0	[]	[]	[7.3734775]	[131]	[]	[3607964]
758_19840	chr17	47820032	47820432	+	1000	68.0	[8.245038]	[115]	[]	[]	[47820244]	[]
758_19843	chr17	50631510	50631910	+	1000	68.0	[7.3734775]	[93]	[]	[]	[50631699]	[]
758_19844	chr17	57993696	57994096	+	1000	68.0	[]	[]	[7.5865083, 11.575829]	[94, 113]	[]	[57993881, 57993900]
758_19846	chr17	64921026	64921426	+	1000	68.0	[6.743228]	[144]	[]	[]	[64921262]	[]
758_19847	chr17	64995506	64995906	+	1000	68.0	[7.037342]	[116]	[]	[]	[64995703]	[]
758_19849	chr17	76363047	76363447	+	1000	68.0	[11.362798]	[170]	[]	[]	[76363282]	[]
758_19855	chr19	1101492	1101892	+	1000	68.0	[8.245038, 7.037342]	[98, 106]	[]	[]	[1101683, 1101691]	[]
758_19859	chr19	17545655	17546055	+	1000	68.0	[6.863072]	[117]	[]	[]	[17545815]	[]
758_1986	chr1	30778514	30778914	+	1000	253.5	[]	[]	[7.87297]	[137]	[]	[30778744]
758_19861	chr19	35448621	35449021	+	1000	68.0	[]	[]	[6.7416005]	[86]	[]	[35448790]
758_19863	chr19	48951137	48951537	+	1000	68.0	[14.245327]	[128]	[]	[]	[48951357]	[]
758_19865	chr19	57651249	57651649	+	1000	68.0	[7.652416]	[97]	[]	[]	[57651428]	[]
758_19866	chr2	807340	807740	+	1000	68.0	[9.442706]	[134]	[7.1035194, 6.780856]	[91, 154]	[807543]	[807500, 807563]
758_19868	chr2	10918931	10919331	+	1000	68.0	[10.7555]	[110]	[]	[]	[10919127]	[]
758_1987	chr1	53015407	53015807	+	1000	253.5	[8.87635]	[88]	[6.7661796]	[126]	[53015586]	[53015624]
758_19870	chr2	25210283	25210683	+	1000	68.0	[7.5565295]	[144]	[]	[]	[25210516]	[]
758_19873	chr2	36536719	36537119	+	984	68.0	[8.87635]	[134]	[6.7661796]	[151]	[36536937]	[36536954]
758_19874	chr2	38386275	38386675	+	1000	68.0	[8.693299]	[116]	[]	[]	[38386461]	[]
758_19877	chr2	68193127	68193527	+	1000	68.0	[]	[]	[7.250373]	[179]	[]	[68193370]
758_19878	chr2	127810249	127810649	+	1000	68.0	[9.56255]	[210]	[]	[]	[127810471]	[]
758_19879	chr2	130920392	130920792	+	1000	68.0	[]	[]	[7.5565295]	[138]	[]	[130920629]
758_1988	chr11	102341856	102342256	+	1000	253.5	[6.7416005, 6.8401775]	[103, 145]	[]	[]	[102342055, 102342097]	[]
758_19881	chr2	203364142	203364542	+	1000	68.0	[]	[]	[7.037342]	[108]	[]	[203364317]
758_19884	chr20	59040849	59041249	+	1000	68.0	[6.6800203, 7.3734775]	[75, 131]	[]	[]	[59041022, 59041078]	[]
758_19885	chr21	14752322	14752722	+	1000	68.0	[8.734424, 6.7416005, 14.245327]	[108, 146, 177]	[]	[]	[14752484, 14752522, 14752553]	[]
758_19887	chr21	37370423	37370823	+	1000	68.0	[11.54585]	[74]	[10.770176]	[62]	[37370586]	[37370574]
758_19892	chr22	23240763	23241163	+	1000	68.0	[]	[]	[10.7555]	[232]	[]	[23241013]
758_19895	chr3	48684405	48684805	+	1000	68.0	[6.660896]	[159]	[7.0754085]	[137]	[48684586]	[48684564]
758_19896	chr3	72155548	72155948	+	1000	68.0	[6.863072, 7.1035194]	[124, 164]	[]	[]	[72155752, 72155792]	[]
758_19897	chr3	88076776	88077176	+	1000	68.0	[6.8930507]	[91]	[]	[]	[88076929]	[]
758_19898	chr3	88149670	88150070	+	1000	68.0	[]	[]	[9.919872]	[138]	[]	[88149884]
758_199	chr10	73649014	73649414	+	1000	564.5	[6.6800203]	[146]	[7.037342]	[93]	[73649260]	[73649207]
758_19900	chr3	119638030	119638430	+	828	68.0	[]	[]	[11.54585]	[102]	[]	[119638218]
758_19902	chr3	139353916	139354316	+	1000	68.0	[]	[]	[11.127567, 6.738754]	[66, 91]	[]	[139354073, 139354098]
758_19903	chr3	152190693	152191093	+	1000	68.0	[]	[]	[6.8930507, 8.056022]	[93, 142]	[]	[152190886, 152190935]
758_19904	chr3	152850295	152850695	+	1000	68.0	[10.7555]	[81]	[]	[]	[152850459]	[]
758_19906	chr3	170734364	170734764	+	1000	68.0	[]	[]	[11.127567, 6.7035384]	[97, 133]	[]	[170734555, 170734591]
758_19907	chr3	186753116	186753516	+	1000	68.0	[9.802997]	[74]	[8.458068]	[123]	[186753278]	[186753327]
758_19908	chr3	195612163	195612563	+	900	68.0	[]	[]	[7.87297, 7.250373]	[116, 138]	[]	[195612350, 195612372]
758_19914	chr4	1247687	1248087	+	1000	68.0	[6.743228]	[141]	[]	[]	[1247909]	[]
758_19916	chr4	110231823	110232223	+	1000	68.0	[9.919872]	[91]	[]	[]	[110232013]	[]
758_19917	chr4	126919885	126920285	+	1000	68.0	[11.575829]	[140]	[]	[]	[126920036]	[]
758_19918	chr4	129097102	129097502	+	1000	68.0	[7.87297]	[121]	[8.458068]	[132]	[129097302]	[129097313]
758_19920	chr5	39075149	39075549	+	1000	68.0	[]	[]	[7.2884393]	[135]	[]	[39075373]
758_19924	chr5	76791939	76792339	+	1000	68.0	[]	[]	[6.7035384, 11.575829]	[61, 91]	[]	[76792099, 76792129]
758_19928	chr6	13328119	13328519	+	1000	68.0	[8.87635]	[200]	[]	[]	[13328346]	[]
758_1993	chr3	44518286	44518686	+	1000	253.5	[]	[]	[11.54585]	[139]	[]	[44518496]
758_19930	chr6	27388722	27389122	+	1000	68.0	[]	[]	[6.673559, 7.2884393]	[78, 133]	[]	[27388883, 27388938]
758_19931	chr6	31680860	31681260	+	1000	68.0	[6.7661796, 6.9204674]	[92, 117]	[]	[]	[31681020, 31681045]	[]
758_19937	chr6	46849044	46849444	+	1000	68.0	[9.957938]	[149]	[11.362798]	[69]	[46849288]	[46849208]
758_19938	chr6	67882701	67883101	+	1000	68.0	[9.438231]	[159]	[]	[]	[67882912]	[]
758_19940	chr6	129677649	129678049	+	1000	68.0	[7.25846]	[113]	[6.9204674, 6.7661796]	[85, 100]	[129677839]	[129677811, 129677826]
758_19943	chr7	2962839	2963239	+	1000	68.0	[7.250373, 11.575829]	[112, 130]	[]	[]	[2963015, 2963033]	[]
