#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_14949	chr1	28518918	28519318	+	701	45.5	[]	[]	[8.320784]	[147]	[]	[28519100]
368_14950	chr1	46340592	46340992	+	676	45.5	[8.182954]	[109]	[]	[]	[46340759]	[]
368_14953	chr1	111592808	111593208	+	685	45.5	[]	[]	[8.182954]	[211]	[]	[111592992]
368_14956	chr1	172401877	172402277	+	685	45.5	[]	[]	[12.567606]	[138]	[]	[172402070]
368_1496	chr1	42936265	42936665	+	1000	387.5	[]	[]	[8.320784]	[108]	[]	[42936472]
368_14962	chr11	17268521	17268921	+	614	45.5	[8.069409]	[148]	[]	[]	[17268768]	[]
368_14968	chr12	52790116	52790516	+	715	45.5	[8.182954, 12.567606]	[77, 125]	[]	[]	[52790272, 52790320]	[]
368_14974	chr13	98546402	98546802	+	623	45.5	[8.320784]	[93]	[]	[]	[98546574]	[]
368_14976	chr13	113298295	113298695	+	670	45.5	[8.001244]	[178]	[]	[]	[113298533]	[]
368_14979	chr15	40694484	40694884	+	672	45.5	[8.891774]	[164]	[]	[]	[40694697]	[]
368_14981	chr15	58176655	58177055	+	632	45.5	[9.473919, 7.549868]	[162, 203]	[]	[]	[58176851, 58176892]	[]
368_14984	chr16	31199340	31199740	+	660	45.5	[]	[]	[8.02331, 8.090539]	[121, 162]	[]	[31199543, 31199584]
368_14985	chr16	69290548	69290948	+	586	45.5	[12.567606]	[180]	[8.001244]	[169]	[69290793]	[69290782]
368_14989	chr17	45021826	45022226	+	711	45.5	[8.320784, 8.891774]	[88, 110]	[8.891774, 8.069409]	[109, 120]	[45022011, 45022033]	[45022032, 45022043]
368_14999	chr2	144475555	144475955	+	612	45.5	[]	[]	[12.567606]	[101]	[]	[144475714]
368_15	chr1	228513225	228513625	+	1000	839.0	[]	[]	[8.069409]	[58]	[]	[228513383]
368_150	chr6	11938593	11938993	+	1000	697.0	[12.567606]	[144]	[]	[]	[11938830]	[]
368_15001	chr2	202064943	202065343	+	635	45.5	[]	[]	[8.320784]	[145]	[]	[202065166]
368_15006	chr3	9890049	9890449	+	690	45.5	[8.320784]	[196]	[]	[]	[9890203]	[]
368_15009	chr3	184006008	184006408	+	646	45.5	[8.320784]	[182]	[]	[]	[184006206]	[]
368_1501	chr19	21128785	21129185	+	1000	387.0	[8.891774]	[116]	[]	[]	[21128992]	[]
368_15013	chr6	14452652	14453052	+	675	45.5	[8.069409, 8.320784]	[87, 167]	[]	[]	[14452813, 14452893]	[]
368_15016	chr6	37205818	37206218	+	598	45.5	[8.02331]	[237]	[]	[]	[37206024]	[]
368_15019	chr7	99848832	99849232	+	588	45.5	[]	[]	[12.567606]	[117]	[]	[99849020]
368_15020	chr7	123715146	123715546	+	700	45.5	[7.7957826]	[293]	[]	[]	[123715390]	[]
368_15021	chr7	128738898	128739298	+	570	45.5	[8.968127]	[124]	[]	[]	[128739089]	[]
368_15028	chr9	37680009	37680409	+	679	45.5	[]	[]	[8.001244]	[156]	[]	[37680241]
368_15030	chr9	128339654	128340054	+	670	45.5	[]	[]	[8.779576]	[211]	[]	[128339877]
368_15033	chr9	131176327	131176727	+	627	45.5	[8.968127]	[206]	[]	[]	[131176571]	[]
368_15041	chr1	193070290	193070690	+	628	45.0	[]	[]	[8.069409]	[263]	[]	[193070473]
368_15042	chr1	206663902	206664302	+	679	45.0	[8.494345]	[197]	[]	[]	[206664101]	[]
368_15043	chr1	212030952	212031352	+	566	45.0	[8.891774]	[99]	[]	[]	[212031111]	[]
368_15044	chr1	230729681	230730081	+	701	45.0	[]	[]	[12.567606]	[170]	[]	[230729931]
368_15045	chr10	3785795	3786195	+	594	45.0	[8.182954]	[158]	[]	[]	[3786005]	[]
368_15049	chr10	107032349	107032749	+	547	45.0	[8.891774]	[113]	[]	[]	[107032509]	[]
368_1505	chr13	28408509	28408909	+	1000	386.5	[8.182954, 8.069409]	[98, 101]	[]	[]	[28408701, 28408704]	[]
368_15050	chr11	324650	325050	+	667	45.0	[]	[]	[8.968127]	[119]	[]	[324849]
368_15056	chr12	54280165	54280565	+	683	45.0	[8.805163]	[91]	[]	[]	[54280324]	[]
368_15057	chr12	55499978	55500378	+	629	45.0	[8.891774]	[89]	[]	[]	[55500138]	[]
368_15059	chr13	28744198	28744598	+	652	45.0	[8.320784]	[227]	[]	[]	[28744416]	[]
368_15065	chr15	98904443	98904843	+	687	45.0	[]	[]	[8.001244]	[120]	[]	[98904618]
368_15068	chr16	75062472	75062872	+	570	45.0	[]	[]	[7.7957826]	[150]	[]	[75062716]
368_15070	chr17	77834555	77834955	+	618	45.0	[]	[]	[8.228404]	[159]	[]	[77834799]
368_15074	chr19	6086974	6087374	+	645	45.0	[]	[]	[8.001244]	[155]	[]	[6087141]
368_15080	chr2	24016178	24016578	+	683	45.0	[]	[]	[12.567606]	[136]	[]	[24016405]
368_15081	chr2	27051009	27051409	+	666	45.0	[]	[]	[9.473919]	[117]	[]	[27051208]
368_15086	chr20	5491456	5491856	+	683	45.0	[8.182954]	[189]	[8.320784]	[158]	[5491675]	[5491644]
368_15087	chr20	34390792	34391192	+	646	45.0	[]	[]	[7.7957826]	[136]	[]	[34390964]
368_15088	chr20	46156053	46156453	+	696	45.0	[8.494345]	[137]	[8.182954]	[111]	[46156256]	[46156230]
368_15091	chr22	36152816	36153216	+	699	45.0	[]	[]	[8.069409, 8.182954]	[114, 136]	[]	[36153015, 36153037]
368_15092	chr3	15269491	15269891	+	658	45.0	[8.069409]	[192]	[]	[]	[15269737]	[]
368_15097	chr4	2738321	2738721	+	694	45.0	[8.891774]	[176]	[]	[]	[2738520]	[]
368_151	chr1	47181198	47181598	+	1000	695.5	[]	[]	[12.567606]	[146]	[]	[47181444]
368_1510	chr17	74332824	74333224	+	1000	386.0	[8.891774]	[134]	[]	[]	[74333052]	[]
368_15104	chr5	151126163	151126563	+	699	45.0	[]	[]	[8.891774, 8.069409]	[109, 173]	[]	[151126315, 151126379]
368_15109	chr6	27893286	27893686	+	619	45.0	[8.069409]	[234]	[]	[]	[27893485]	[]
368_1511	chr21	38089668	38090068	+	1000	386.0	[]	[]	[8.320784]	[84]	[]	[38089846]
368_15110	chr6	34190153	34190553	+	705	45.0	[]	[]	[8.891774]	[138]	[]	[34190368]
368_15117	chr7	99326733	99327133	+	694	45.0	[8.069409]	[257]	[]	[]	[99326982]	[]
368_15119	chr7	106865439	106865839	+	599	45.0	[]	[]	[12.567606]	[116]	[]	[106865610]
368_15124	chr9	124512886	124513286	+	697	45.0	[]	[]	[8.494345]	[174]	[]	[124513093]
368_15125	chr9	128913933	128914333	+	699	45.0	[]	[]	[8.069409, 8.182954]	[201, 223]	[]	[128914109, 128914131]
368_15133	chr1	37946187	37946587	+	675	44.5	[]	[]	[8.069409]	[223]	[]	[37946415]
368_15136	chr1	109895424	109895824	+	692	44.5	[]	[]	[8.228404]	[177]	[]	[109895617]
368_15139	chr1	156398397	156398797	+	644	44.5	[12.567606, 12.567606, 12.567606]	[75, 123, 152]	[]	[]	[156398559, 156398607, 156398636]	[]
368_15146	chr10	20682740	20683140	+	636	44.5	[12.567606]	[179]	[]	[]	[20682990]	[]
368_15147	chr10	30190737	30191137	+	587	44.5	[8.779576, 8.320784]	[86, 94]	[]	[]	[30190898, 30190906]	[]
368_1515	chr6	10749736	10750136	+	1000	386.0	[]	[]	[8.228404]	[128]	[]	[10749935]
368_15158	chr11	116840758	116841158	+	693	44.5	[8.228404]	[154]	[]	[]	[116841008]	[]
368_1516	chr7	136033443	136033843	+	1000	386.0	[8.891774]	[137]	[]	[]	[136033669]	[]
368_15160	chr12	110055695	110056095	+	649	44.5	[8.891774]	[221]	[]	[]	[110055932]	[]
368_15164	chr14	72965209	72965609	+	676	44.5	[8.320784]	[218]	[]	[]	[72965457]	[]
368_15167	chr16	3614399	3614799	+	690	44.5	[]	[]	[8.069409]	[138]	[]	[3614611]
368_15169	chr16	74608824	74609224	+	659	44.5	[]	[]	[8.090539]	[81]	[]	[74608978]
368_15171	chr17	68436176	68436576	+	631	44.5	[]	[]	[12.567606]	[188]	[]	[68436344]
368_15172	chr18	23718411	23718811	+	692	44.5	[8.228404]	[93]	[8.182954, 8.001244, 8.069409]	[65, 135, 147]	[23718602]	[23718574, 23718644, 23718656]
368_15174	chr19	12985161	12985561	+	681	44.5	[8.891774]	[174]	[]	[]	[12985346]	[]
368_15175	chr19	17715770	17716170	+	653	44.5	[]	[]	[12.567606]	[125]	[]	[17715959]
368_15176	chr19	17969851	17970251	+	665	44.5	[]	[]	[8.069409]	[148]	[]	[17970075]
368_15177	chr19	40715516	40715916	+	615	44.5	[12.567606]	[122]	[]	[]	[40715704]	[]
368_15178	chr19	45873768	45874168	+	690	44.5	[]	[]	[8.228404, 8.182954]	[153, 159]	[]	[45874013, 45874019]
368_15179	chr19	48638022	48638422	+	573	44.5	[]	[]	[8.228404]	[110]	[]	[48638205]
368_15182	chr2	43293686	43294086	+	687	44.5	[8.069409]	[217]	[]	[]	[43293909]	[]
368_15186	chr2	168763039	168763439	+	618	44.5	[8.891774]	[94]	[]	[]	[168763208]	[]
368_15187	chr2	191020165	191020565	+	595	44.5	[8.805163]	[190]	[]	[]	[191020390]	[]
368_15188	chr20	21159998	21160398	+	663	44.5	[8.891774]	[136]	[]	[]	[21160188]	[]
368_15190	chr20	62533625	62534025	+	688	44.5	[]	[]	[8.968127]	[105]	[]	[62533825]
368_1520	chr12	93115119	93115519	+	1000	385.5	[8.779576]	[139]	[]	[]	[93115349]	[]
368_15200	chr3	192830266	192830666	+	656	44.5	[8.891774]	[108]	[]	[]	[192830471]	[]
368_15202	chr3	194910405	194910805	+	590	44.5	[]	[]	[8.069409]	[122]	[]	[194910612]
368_15205	chr4	85743297	85743697	+	680	44.5	[]	[]	[8.069409]	[100]	[]	[85743472]
368_15207	chr5	103560869	103561269	+	551	44.5	[]	[]	[8.001244]	[134]	[]	[103561026]
368_15209	chr5	179994619	179995019	+	685	44.5	[]	[]	[8.001244, 12.567606, 7.549868]	[77, 118, 131]	[]	[179994770, 179994811, 179994824]
368_15213	chr6	27115285	27115685	+	638	44.5	[8.182954]	[169]	[8.779576]	[223]	[27115472]	[27115526]
368_15216	chr6	52027705	52028105	+	570	44.5	[]	[]	[8.001244]	[141]	[]	[52027910]
368_15218	chr6	105811172	105811572	+	696	44.5	[8.779576]	[146]	[]	[]	[105811327]	[]
368_15222	chr7	87253660	87254060	+	647	44.5	[7.549868]	[155]	[]	[]	[87253866]	[]
368_15224	chr7	112480683	112481083	+	687	44.5	[9.473919]	[127]	[8.069409]	[166]	[112480888]	[112480927]
368_15228	chr9	38227035	38227435	+	681	44.5	[8.891774]	[123]	[8.891774, 8.182954]	[122, 141]	[38227219]	[38227218, 38227237]
368_15230	chr9	84358224	84358624	+	669	44.5	[8.320784]	[58]	[]	[]	[84358375]	[]
368_15231	chr9	112141189	112141589	+	556	44.5	[8.779576]	[248]	[]	[]	[112141414]	[]
368_15234	chrX	49307739	49308139	+	624	44.5	[8.891774]	[148]	[8.891774]	[147]	[49307973]	[49307972]
368_15235	chrX	71532458	71532858	+	654	44.5	[]	[]	[8.891774]	[99]	[]	[71532621]
368_15237	chrX	149804051	149804451	+	644	44.5	[]	[]	[8.001244, 8.891774]	[91, 140]	[]	[149804205, 149804254]
368_15238	chr1	1376101	1376501	+	553	44.0	[8.001244]	[222]	[8.069409]	[174]	[1376304]	[1376256]
368_15241	chr1	45687954	45688354	+	661	44.0	[]	[]	[7.549868]	[84]	[]	[45688114]
368_15245	chr1	201019397	201019797	+	678	44.0	[8.182954]	[122]	[]	[]	[201019562]	[]
368_15247	chr10	3825234	3825634	+	594	44.0	[]	[]	[8.001244]	[87]	[]	[3825400]
368_1525	chr4	40290756	40291156	+	1000	385.0	[8.320784]	[161]	[]	[]	[40290999]	[]
368_15250	chr11	5581074	5581474	+	545	44.0	[8.001244, 8.228404]	[215, 225]	[]	[]	[5581308, 5581318]	[]
368_15253	chr12	24911215	24911615	+	616	44.0	[]	[]	[8.069409]	[152]	[]	[24911402]
368_15254	chr12	28540350	28540750	+	633	44.0	[8.320784]	[161]	[]	[]	[28540573]	[]
368_15263	chr16	2906975	2907375	+	552	44.0	[]	[]	[8.968127]	[264]	[]	[2907151]
368_15265	chr16	56861236	56861636	+	546	44.0	[]	[]	[8.891774]	[72]	[]	[56861407]
368_15269	chr17	80169054	80169454	+	592	44.0	[]	[]	[12.567606]	[105]	[]	[80169253]
368_1527	chr10	18735758	18736158	+	1000	384.5	[]	[]	[8.069409, 7.7957826]	[134, 140]	[]	[18735978, 18735984]
368_15270	chr19	3684151	3684551	+	573	44.0	[12.567606]	[144]	[]	[]	[3684333]	[]
368_15274	chr2	23690552	23690952	+	560	44.0	[8.069409, 8.891774]	[83, 158]	[8.891774]	[157]	[23690713, 23690788]	[23690787]
368_15276	chr2	216299447	216299847	+	689	44.0	[7.7957826, 8.891774]	[169, 172]	[]	[]	[216299683, 216299686]	[]
368_15277	chr2	218731565	218731965	+	681	44.0	[]	[]	[8.090539]	[105]	[]	[218731761]
368_15278	chr2	241451831	241452231	+	689	44.0	[12.567606, 8.001244]	[117, 169]	[]	[]	[241451997, 241452049]	[]
368_15279	chr20	32665305	32665705	+	592	44.0	[]	[]	[8.182954]	[109]	[]	[32665503]
368_1528	chr10	94299436	94299836	+	1000	384.5	[]	[]	[8.891774]	[67]	[]	[94299593]
368_15281	chr21	33491562	33491962	+	684	44.0	[7.7957826, 8.182954, 9.473919]	[189, 198, 279]	[8.182954]	[220]	[33491713, 33491722, 33491803]	[33491744]
368_15283	chr21	41706663	41707063	+	671	44.0	[8.182954, 8.527855]	[115, 141]	[]	[]	[41706844, 41706870]	[]
368_15284	chr21	44968300	44968700	+	647	44.0	[]	[]	[8.228404]	[85]	[]	[44968472]
368_15286	chr22	20866106	20866506	+	658	44.0	[8.891774, 8.001244]	[107, 138]	[]	[]	[20866279, 20866310]	[]
368_1529	chr15	82802516	82802916	+	1000	384.5	[]	[]	[7.549868]	[86]	[]	[82802698]
368_15291	chr3	73253998	73254398	+	617	44.0	[]	[]	[7.549868]	[104]	[]	[73254174]
368_15296	chr5	43042019	43042419	+	679	44.0	[8.494345, 8.891774]	[202, 284]	[8.891774]	[283]	[43042170, 43042252]	[43042251]
368_15300	chr6	27670728	27671128	+	679	44.0	[8.891774]	[220]	[]	[]	[27670976]	[]
368_15301	chr6	27772446	27772846	+	547	44.0	[9.473919]	[160]	[]	[]	[27772649]	[]
368_15303	chr6	31830193	31830593	+	649	44.0	[]	[]	[12.567606]	[209]	[]	[31830424]
368_15304	chr6	35409183	35409583	+	678	44.0	[8.779576]	[138]	[7.7957826]	[121]	[35409377]	[35409360]
368_15307	chr6	163729440	163729840	+	644	44.0	[]	[]	[8.320784]	[164]	[]	[163729677]
368_15311	chr7	73775013	73775413	+	673	44.0	[]	[]	[7.549868]	[224]	[]	[73775200]
368_15312	chr7	99616459	99616859	+	570	44.0	[]	[]	[12.567606]	[129]	[]	[99616671]
368_15314	chr7	107018031	107018431	+	630	44.0	[8.182954]	[102]	[8.228404]	[112]	[107018231]	[107018241]
368_15315	chr7	127516347	127516747	+	640	44.0	[]	[]	[12.567606]	[92]	[]	[127516534]
368_1532	chr7	157398298	157398698	+	1000	384.5	[8.001244, 8.069409]	[75, 97]	[8.069409]	[60]	[157398469, 157398491]	[157398454]
368_15328	chr1	25322065	25322465	+	630	43.5	[]	[]	[8.968127]	[112]	[]	[25322276]
368_1533	chr2	54077326	54077726	+	1000	384.0	[]	[]	[8.182954]	[107]	[]	[54077515]
368_15335	chr1	180126834	180127234	+	652	43.5	[]	[]	[8.320784]	[123]	[]	[180127056]
368_15337	chr1	221947672	221948072	+	648	43.5	[7.549868]	[95]	[8.069409]	[123]	[221947823]	[221947851]
368_15340	chr10	70960372	70960772	+	620	43.5	[]	[]	[8.090539]	[271]	[]	[70960603]
368_15344	chr11	60129756	60130156	+	572	43.5	[]	[]	[8.182954]	[127]	[]	[60129977]
368_15348	chr13	108006769	108007169	+	656	43.5	[8.320784]	[150]	[]	[]	[108007004]	[]
368_15349	chr15	44788727	44789127	+	558	43.5	[7.7957826]	[69]	[]	[]	[44788894]	[]
368_1535	chr6	157515036	157515436	+	1000	384.0	[]	[]	[7.7957826]	[92]	[]	[157515215]
368_15358	chr19	40159674	40160074	+	675	43.5	[]	[]	[7.7957826]	[109]	[]	[40159871]
368_15361	chr2	15421738	15422138	+	663	43.5	[8.069409]	[93]	[]	[]	[15421890]	[]
368_15364	chr2	238204306	238204706	+	673	43.5	[8.069409]	[187]	[]	[]	[238204547]	[]
368_15366	chr20	401903	402303	+	651	43.5	[]	[]	[8.02331]	[130]	[]	[402119]
368_15367	chr20	23087868	23088268	+	652	43.5	[]	[]	[8.182954]	[99]	[]	[23088060]
368_1537	chr16	10362334	10362734	+	1000	383.5	[]	[]	[8.968127]	[63]	[]	[10362489]
368_15372	chr22	30674486	30674886	+	565	43.5	[8.182954]	[95]	[]	[]	[30674644]	[]
368_15376	chr3	197124748	197125148	+	664	43.5	[8.891774]	[122]	[]	[]	[197124956]	[]
368_15377	chr3	197432726	197433126	+	677	43.5	[]	[]	[8.891774]	[149]	[]	[197432962]
368_15381	chr5	36230416	36230816	+	677	43.5	[]	[]	[8.001244]	[206]	[]	[36230631]
368_15383	chr5	90555651	90556051	+	603	43.5	[8.182954, 8.182954]	[137, 144]	[8.320784]	[149]	[90555833, 90555840]	[90555845]
368_15384	chr5	154654988	154655388	+	609	43.5	[]	[]	[8.090539]	[136]	[]	[154655159]
368_15390	chr6	30814774	30815174	+	646	43.5	[8.069409]	[92]	[]	[]	[30814956]	[]
368_15393	chr7	26676703	26677103	+	653	43.5	[]	[]	[9.473919]	[190]	[]	[26676905]
368_15394	chr7	112725925	112726325	+	567	43.5	[]	[]	[8.779576]	[196]	[]	[112726166]
368_1540	chr3	4224993	4225393	+	1000	383.5	[8.001244]	[124]	[]	[]	[4225209]	[]
368_15400	chr1	1057951	1058351	+	625	43.0	[8.320784]	[220]	[]	[]	[1058173]	[]
368_15401	chr1	28396607	28397007	+	568	43.0	[8.069409]	[83]	[]	[]	[28396766]	[]
368_15402	chr1	32421757	32422157	+	592	43.0	[]	[]	[7.549868]	[163]	[]	[32422008]
368_15403	chr1	39830163	39830563	+	574	43.0	[8.182954, 8.02331, 8.228404]	[127, 160, 183]	[]	[]	[39830349, 39830382, 39830405]	[]
368_15407	chr1	156114078	156114478	+	656	43.0	[7.7957826]	[223]	[]	[]	[156114303]	[]
368_15408	chr1	156123478	156123878	+	596	43.0	[8.228404]	[142]	[8.069409]	[214]	[156123652]	[156123724]
368_15410	chr1	203861281	203861681	+	665	43.0	[]	[]	[8.320784]	[123]	[]	[203861437]
368_15412	chr1	234842957	234843357	+	573	43.0	[]	[]	[8.069409]	[138]	[]	[234843151]
368_15415	chr11	3833812	3834212	+	645	43.0	[8.182954, 8.069409]	[108, 130]	[]	[]	[3834008, 3834030]	[]
368_15416	chr12	9448204	9448604	+	604	43.0	[]	[]	[8.320784]	[131]	[]	[9448386]
368_15417	chr12	92224810	92225210	+	558	43.0	[]	[]	[8.090539]	[150]	[]	[92224997]
368_15420	chr14	64775363	64775763	+	651	43.0	[]	[]	[12.567606]	[76]	[]	[64775523]
368_15421	chr14	72724152	72724552	+	634	43.0	[]	[]	[12.567606]	[128]	[]	[72724369]
368_15426	chr17	27380859	27381259	+	641	43.0	[8.968127]	[242]	[]	[]	[27381046]	[]
368_15430	chr19	10027669	10028069	+	667	43.0	[8.891774]	[111]	[8.891774]	[110]	[10027857]	[10027856]
368_15435	chr19	58326958	58327358	+	654	43.0	[]	[]	[7.549868]	[183]	[]	[58327165]
368_15438	chr22	17802792	17803192	+	570	43.0	[8.069409]	[175]	[]	[]	[17803014]	[]
368_1544	chr5	29796074	29796474	+	1000	383.0	[7.549868]	[85]	[8.001244]	[131]	[29796251]	[29796297]
368_15443	chr3	47479385	47479785	+	622	43.0	[]	[]	[12.567606]	[124]	[]	[47479576]
368_15450	chr6	6850986	6851386	+	591	43.0	[8.891774]	[68]	[8.527855]	[133]	[6851150]	[6851215]
368_15454	chr6	28979567	28979967	+	658	43.0	[8.891774]	[142]	[8.891774]	[141]	[28979807]	[28979806]
368_15459	chr7	12595188	12595588	+	562	43.0	[8.891774]	[156]	[8.891774]	[155]	[12595433]	[12595432]
368_15461	chr7	77171111	77171511	+	641	43.0	[8.891774]	[119]	[]	[]	[77171326]	[]
368_15463	chr7	101169166	101169566	+	647	43.0	[8.779576]	[260]	[]	[]	[101169417]	[]
368_15467	chr7	133082006	133082406	+	668	43.0	[]	[]	[8.779576]	[116]	[]	[133082216]
368_15468	chr7	148564205	148564605	+	635	43.0	[]	[]	[8.320784]	[98]	[]	[148564387]
368_1547	chr10	120145072	120145472	+	1000	382.5	[]	[]	[8.891774]	[80]	[]	[120145251]
368_15471	chr8	144429031	144429431	+	659	43.0	[8.891774]	[200]	[8.891774]	[151]	[144429263]	[144429214]
368_15479	chr1	45191153	45191553	+	663	42.5	[]	[]	[8.891774]	[250]	[]	[45191382]
368_1548	chr1	234978721	234979121	+	1000	382.0	[8.069409]	[82]	[8.228404, 8.891774]	[104, 141]	[234978903]	[234978925, 234978962]
368_15490	chr10	47311552	47311952	+	600	42.5	[7.7957826]	[149]	[8.891774, 12.567606]	[87, 171]	[47311780]	[47311718, 47311802]
368_15491	chr10	61981535	61981935	+	555	42.5	[]	[]	[7.549868]	[194]	[]	[61981781]
368_15492	chr10	68331685	68332085	+	627	42.5	[8.891774]	[170]	[9.473919]	[192]	[68331912]	[68331934]
368_15493	chr10	71319414	71319814	+	632	42.5	[8.891774]	[190]	[]	[]	[71319635]	[]
368_15498	chr13	110617608	110618008	+	643	42.5	[8.001244]	[82]	[]	[]	[110617782]	[]
368_15500	chr14	76956700	76957100	+	600	42.5	[]	[]	[8.228404, 8.968127]	[102, 127]	[]	[76956865, 76956890]
368_1551	chr3	143283361	143283761	+	1000	382.0	[8.069409]	[104]	[]	[]	[143283562]	[]
368_15511	chr19	5006245	5006645	+	542	42.5	[8.001244]	[97]	[]	[]	[5006423]	[]
368_15512	chr19	7853230	7853630	+	655	42.5	[12.567606]	[183]	[]	[]	[7853476]	[]
368_15513	chr2	68908367	68908767	+	652	42.5	[]	[]	[12.567606]	[105]	[]	[68908524]
368_15515	chr2	112713178	112713578	+	648	42.5	[]	[]	[8.001244]	[117]	[]	[112713384]
368_15517	chr2	136327506	136327906	+	658	42.5	[]	[]	[8.891774]	[131]	[]	[136327712]
368_15518	chr2	176001555	176001955	+	643	42.5	[8.779576]	[231]	[]	[]	[176001790]	[]
368_15519	chr2	181070161	181070561	+	661	42.5	[]	[]	[8.182954]	[272]	[]	[181070391]
368_15524	chr22	20606215	20606615	+	653	42.5	[]	[]	[8.069409]	[187]	[]	[20606392]
368_15525	chr3	4980234	4980634	+	657	42.5	[9.473919]	[176]	[]	[]	[4980473]	[]
368_15526	chr3	9782332	9782732	+	658	42.5	[8.001244]	[187]	[]	[]	[9782553]	[]
368_15527	chr3	32134900	32135300	+	579	42.5	[]	[]	[8.001244]	[115]	[]	[32135056]
368_15529	chr3	112759204	112759604	+	617	42.5	[]	[]	[8.320784]	[129]	[]	[112759417]
368_15530	chr3	128722387	128722787	+	567	42.5	[8.891774]	[78]	[]	[]	[128722553]	[]
368_15533	chr4	76687708	76688108	+	610	42.5	[]	[]	[8.069409]	[148]	[]	[76687909]
368_15535	chr5	68344498	68344898	+	540	42.5	[8.527855]	[59]	[]	[]	[68344654]	[]
368_15539	chr6	28353693	28354093	+	637	42.5	[]	[]	[8.02331]	[140]	[]	[28353927]
368_15540	chr6	31666036	31666436	+	547	42.5	[]	[]	[8.494345]	[154]	[]	[31666205]
368_15541	chr6	52539561	52539961	+	629	42.5	[]	[]	[8.069409]	[298]	[]	[52539762]
368_15548	chr8	60791157	60791557	+	639	42.5	[]	[]	[8.891774]	[136]	[]	[60791378]
368_1555	chr2	201901749	201902149	+	1000	381.5	[]	[]	[8.779576]	[134]	[]	[201901980]
368_15550	chr9	37415248	37415648	+	656	42.5	[9.473919]	[200]	[]	[]	[37415462]	[]
368_15554	chr1	43389767	43390167	+	648	42.0	[]	[]	[8.182954]	[216]	[]	[43389992]
368_15555	chr1	51550027	51550427	+	626	42.0	[]	[]	[8.02331]	[227]	[]	[51550268]
368_15556	chr1	89907069	89907469	+	603	42.0	[8.069409]	[225]	[]	[]	[89907299]	[]
368_15559	chr1	167678425	167678825	+	548	42.0	[12.567606]	[148]	[]	[]	[167678603]	[]
368_15564	chr1	236310996	236311396	+	650	42.0	[8.228404]	[205]	[]	[]	[236311177]	[]
368_15568	chr11	6606792	6607192	+	583	42.0	[]	[]	[8.001244]	[132]	[]	[6606966]
368_15569	chr11	44569154	44569554	+	562	42.0	[]	[]	[8.891774, 8.891774]	[135, 165]	[]	[44569372, 44569402]
368_15571	chr11	65418667	65419067	+	615	42.0	[8.805163]	[164]	[]	[]	[65418838]	[]
368_15573	chr12	57751592	57751992	+	614	42.0	[7.7957826]	[245]	[]	[]	[57751838]	[]
368_15577	chr14	21104202	21104602	+	650	42.0	[]	[]	[8.891774]	[167]	[]	[21104442]
368_15579	chr15	52255882	52256282	+	652	42.0	[]	[]	[8.090539, 8.320784]	[140, 198]	[]	[52256037, 52256095]
368_1558	chr11	120339518	120339918	+	1000	381.0	[]	[]	[9.473919]	[111]	[]	[120339723]
368_15582	chr16	74585876	74586276	+	658	42.0	[]	[]	[8.779576]	[150]	[]	[74586086]
368_15585	chr17	59838001	59838401	+	646	42.0	[]	[]	[8.320784]	[168]	[]	[59838206]
368_15588	chr18	55764994	55765394	+	582	42.0	[8.891774]	[80]	[8.069409, 8.182954]	[100, 122]	[55765173]	[55765193, 55765215]
368_15590	chr19	18401728	18402128	+	548	42.0	[8.891774]	[213]	[8.228404, 8.891774]	[140, 212]	[18401970]	[18401897, 18401969]
368_15594	chr21	43974921	43975321	+	639	42.0	[]	[]	[8.090539, 8.090539, 8.090539, 7.7957826]	[151, 161, 200, 223]	[]	[43975084, 43975094, 43975133, 43975156]
368_15596	chr22	19612452	19612852	+	650	42.0	[8.779576, 8.779576]	[232, 268]	[]	[]	[19612653, 19612689]	[]
368_15598	chr22	19944288	19944688	+	582	42.0	[]	[]	[8.182954]	[110]	[]	[19944455]
368_15599	chr22	23248755	23249155	+	551	42.0	[]	[]	[8.069409]	[120]	[]	[23248908]
368_156	chr1	229555103	229555503	+	1000	689.5	[12.567606]	[121]	[]	[]	[229555324]	[]
368_1560	chr9	98368366	98368766	+	1000	381.0	[8.069409]	[102]	[]	[]	[98368566]	[]
368_15603	chr4	152937586	152937986	+	554	42.0	[]	[]	[8.891774]	[102]	[]	[152937769]
368_15604	chr5	61408497	61408897	+	629	42.0	[]	[]	[8.02331]	[72]	[]	[61408653]
368_15605	chr5	65489117	65489517	+	631	42.0	[]	[]	[8.891774, 8.891774]	[81, 95]	[]	[65489285, 65489299]
368_15609	chr6	26032900	26033300	+	639	42.0	[]	[]	[8.527855]	[173]	[]	[26033092]
368_15614	chr6	139375363	139375763	+	638	42.0	[]	[]	[8.182954]	[172]	[]	[139375596]
368_15615	chr6	143450459	143450859	+	650	42.0	[]	[]	[8.891774]	[102]	[]	[143450627]
368_15623	chr9	87760545	87760945	+	567	42.0	[]	[]	[8.779576]	[106]	[]	[87760738]
