#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID1B_idr.fa ARID1B --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
892_11719	chr15	48722766	48723166	+	1000	182.0	[]	[]	[9.257497]	[163]	[]	[48722981]
892_1172	chr11	108014995	108015395	+	1000	854.5	[]	[]	[9.257497, 9.257497]	[124, 154]	[]	[108015206, 108015236]
892_11720	chr16	3873417	3873817	+	949	182.0	[9.257497]	[185]	[]	[]	[3873665]	[]
892_11722	chr17	63378432	63378832	+	1000	182.0	[]	[]	[9.257497, 9.257497, 9.257497]	[114, 136, 187]	[]	[63378607, 63378629, 63378680]
892_11724	chr19	21323024	21323424	+	1000	182.0	[9.257497, 9.257497]	[58, 109]	[]	[]	[21323182, 21323233]	[]
892_11725	chr2	9234724	9235124	+	1000	182.0	[]	[]	[9.257497]	[140]	[]	[9234951]
892_11729	chr3	19967809	19968209	+	1000	182.0	[9.257497, 9.257497]	[68, 88]	[]	[]	[19967963, 19967983]	[]
892_1173	chr1	110413136	110413536	+	1000	854.0	[9.257497]	[67]	[9.257497]	[138]	[110413302]	[110413373]
892_11731	chr3	106004053	106004453	+	1000	182.0	[9.257497]	[103]	[]	[]	[106004252]	[]
892_11733	chr5	76874227	76874627	+	1000	182.0	[9.257497]	[104]	[9.257497]	[71]	[76874430]	[76874397]
892_11734	chr5	181107629	181108029	+	1000	182.0	[]	[]	[9.257497, 9.257497]	[99, 142]	[]	[181107811, 181107854]
892_11735	chr6	126056607	126057007	+	1000	182.0	[9.257497]	[154]	[]	[]	[126056835]	[]
892_11738	chr8	55864415	55864815	+	1000	182.0	[]	[]	[9.257497]	[122]	[]	[55864626]
892_11739	chr9	75051337	75051737	+	1000	182.0	[]	[]	[9.257497]	[141]	[]	[75051539]
892_1174	chr10	94299432	94299832	+	1000	854.0	[9.257497]	[74]	[]	[]	[94299600]	[]
892_11741	chr9	123360193	123360593	+	1000	182.0	[]	[]	[9.257497]	[187]	[]	[123360356]
892_11742	chr9	137383197	137383597	+	1000	182.0	[]	[]	[9.257497, 9.257497]	[116, 121]	[]	[137383385, 137383390]
892_11744	chr1	28395262	28395662	+	1000	181.5	[9.257497]	[94]	[9.257497]	[63]	[28395444]	[28395413]
892_11745	chr1	86792264	86792664	+	1000	181.5	[]	[]	[9.257497]	[106]	[]	[86792466]
892_11746	chr1	180640503	180640903	+	1000	181.5	[9.257497]	[137]	[]	[]	[180640704]	[]
892_11749	chr10	113822137	113822537	+	1000	181.5	[9.257497]	[87]	[]	[]	[113822317]	[]
892_11753	chr12	30400313	30400713	+	1000	181.5	[9.257497]	[101]	[9.257497]	[139]	[30400509]	[30400547]
892_11757	chr16	12293212	12293612	+	1000	181.5	[]	[]	[9.257497]	[103]	[]	[12293385]
892_11758	chr16	15489617	15490017	+	1000	181.5	[9.257497]	[128]	[]	[]	[15489805]	[]
892_1176	chr3	193687962	193688362	+	1000	854.0	[9.257497, 9.257497]	[103, 136]	[]	[]	[193688158, 193688191]	[]
892_11760	chr16	76946830	76947230	+	1000	181.5	[]	[]	[9.257497]	[78]	[]	[76947005]
892_11765	chr19	40526274	40526674	+	1000	181.5	[9.257497]	[143]	[]	[]	[40526485]	[]
892_11766	chr19	41843408	41843808	+	1000	181.5	[9.257497]	[143]	[9.257497]	[116]	[41843588]	[41843561]
892_11768	chr2	128028591	128028991	+	1000	181.5	[]	[]	[9.257497]	[108]	[]	[128028791]
892_1177	chr5	133240468	133240868	+	1000	854.0	[9.257497]	[92]	[]	[]	[133240657]	[]
892_11772	chr22	25100992	25101392	+	1000	181.5	[]	[]	[9.257497]	[154]	[]	[25101221]
892_11774	chr3	172549081	172549481	+	1000	181.5	[]	[]	[9.257497]	[95]	[]	[172549257]
892_1178	chr12	98508989	98509389	+	1000	853.5	[]	[]	[9.257497]	[122]	[]	[98509200]
892_11781	chr7	16660930	16661330	+	1000	181.5	[9.257497]	[122]	[]	[]	[16661142]	[]
892_11783	chr8	30671669	30672069	+	1000	181.5	[9.257497]	[155]	[]	[]	[30671895]	[]
892_11785	chr9	128143412	128143812	+	1000	181.5	[]	[]	[9.257497]	[131]	[]	[128143618]
892_11789	chr1	92708400	92708800	+	1000	181.0	[]	[]	[9.257497]	[106]	[]	[92708571]
892_1179	chr19	38544094	38544494	+	1000	853.5	[9.257497]	[89]	[]	[]	[38544268]	[]
892_11795	chr11	98564240	98564640	+	1000	181.0	[9.257497]	[85]	[9.257497]	[128]	[98564423]	[98564466]
892_11796	chr12	50550423	50550823	+	1000	181.0	[9.257497]	[170]	[]	[]	[50550577]	[]
892_11798	chr13	68708332	68708732	+	1000	181.0	[]	[]	[9.257497]	[81]	[]	[68708513]
892_11799	chr15	77414792	77415192	+	1000	181.0	[]	[]	[9.257497]	[125]	[]	[77414997]
892_118	chr5	160260985	160261385	+	1000	1592.5	[]	[]	[9.257497]	[107]	[]	[160261139]
892_1180	chr12	120242264	120242664	+	1000	852.5	[9.257497]	[69]	[]	[]	[120242427]	[]
892_11800	chr16	88628604	88629004	+	1000	181.0	[]	[]	[9.257497]	[214]	[]	[88628764]
892_11802	chr17	36862351	36862751	+	1000	181.0	[]	[]	[9.257497, 9.257497, 9.257497]	[102, 148, 168]	[]	[36862524, 36862570, 36862590]
892_11804	chr17	46078722	46079122	+	1000	181.0	[9.257497, 9.257497]	[107, 124]	[]	[]	[46078911, 46078928]	[]
892_11806	chr17	80755999	80756399	+	1000	181.0	[9.257497]	[160]	[9.257497]	[134]	[80756232]	[80756206]
892_11807	chr19	10740877	10741277	+	1000	181.0	[9.257497]	[171]	[9.257497]	[86]	[10741116]	[10741031]
892_11808	chr19	11383115	11383515	+	1000	181.0	[]	[]	[9.257497]	[129]	[]	[11383327]
892_11809	chr2	156132054	156132454	+	1000	181.0	[9.257497]	[102]	[]	[]	[156132225]	[]
892_1181	chr1	28524986	28525386	+	1000	851.5	[9.257497]	[79]	[9.257497]	[148]	[28525155]	[28525224]
892_11811	chr21	36321658	36322058	+	1000	181.0	[]	[]	[9.257497]	[222]	[]	[36321900]
892_11814	chr4	40491795	40492195	+	1000	181.0	[9.257497]	[134]	[]	[]	[40492020]	[]
892_11815	chr5	82329397	82329797	+	1000	181.0	[]	[]	[9.257497]	[107]	[]	[82329596]
892_11816	chr6	12065689	12066089	+	1000	181.0	[]	[]	[9.257497]	[130]	[]	[12065842]
892_11819	chr7	16260174	16260574	+	1000	181.0	[9.257497]	[72]	[]	[]	[16260343]	[]
892_1182	chr11	86148289	86148689	+	1000	851.5	[9.257497]	[124]	[]	[]	[86148506]	[]
892_11821	chr7	135982327	135982727	+	1000	181.0	[9.257497]	[89]	[]	[]	[135982507]	[]
892_11823	chr7	150400372	150400772	+	1000	181.0	[9.257497]	[88]	[]	[]	[150400550]	[]
892_11824	chr8	22243487	22243887	+	1000	181.0	[9.257497]	[193]	[]	[]	[22243660]	[]
892_11828	chr1	146025774	146026174	+	1000	180.5	[9.257497]	[93]	[]	[]	[146025961]	[]
892_11829	chr1	204925676	204926076	+	1000	180.5	[]	[]	[9.257497]	[178]	[]	[204925916]
892_1183	chr2	38643736	38644136	+	1000	851.5	[9.257497]	[89]	[]	[]	[38643904]	[]
892_11830	chr10	1050093	1050493	+	1000	180.5	[]	[]	[9.257497]	[154]	[]	[1050324]
892_11831	chr10	32922195	32922595	+	1000	180.5	[9.257497]	[133]	[9.257497]	[72]	[32922420]	[32922359]
892_11832	chr10	77969037	77969437	+	1000	180.5	[9.257497]	[115]	[]	[]	[77969242]	[]
892_11833	chr11	13767468	13767868	+	1000	180.5	[]	[]	[9.257497]	[121]	[]	[13767673]
892_11835	chr12	104510222	104510622	+	573	180.5	[]	[]	[9.257497]	[103]	[]	[104510405]
892_11836	chr13	30504127	30504527	+	1000	180.5	[9.257497]	[74]	[9.257497]	[140]	[30504285]	[30504351]
892_11837	chr14	20044262	20044662	+	1000	180.5	[]	[]	[9.257497]	[114]	[]	[20044448]
892_1184	chr8	123922107	123922507	+	1000	851.5	[]	[]	[9.257497]	[141]	[]	[123922332]
892_11840	chr16	30319992	30320392	+	1000	180.5	[9.257497]	[137]	[]	[]	[30320208]	[]
892_11841	chr17	76252948	76253348	+	1000	180.5	[]	[]	[9.257497]	[109]	[]	[76253149]
892_11842	chr19	3089357	3089757	+	1000	180.5	[]	[]	[9.257497]	[204]	[]	[3089597]
892_11845	chr20	17935758	17936158	+	1000	180.5	[9.257497]	[86]	[]	[]	[17935935]	[]
892_11846	chr20	35166350	35166750	+	1000	180.5	[9.257497]	[123]	[]	[]	[35166558]	[]
892_11849	chr22	46234828	46235228	+	1000	180.5	[]	[]	[9.257497]	[169]	[]	[46235074]
892_11852	chr4	83262676	83263076	+	1000	180.5	[9.257497]	[120]	[]	[]	[83262873]	[]
892_11854	chr4	173461208	173461608	+	1000	180.5	[]	[]	[9.257497]	[133]	[]	[173461430]
892_11855	chr5	836209	836609	+	1000	180.5	[9.257497]	[132]	[]	[]	[836421]	[]
892_11857	chr6	31794281	31794681	+	1000	180.5	[9.257497]	[145]	[]	[]	[31794434]	[]
892_11859	chr6	106889807	106890207	+	1000	180.5	[9.257497]	[295]	[]	[]	[106890053]	[]
892_1186	chr16	89718984	89719384	+	1000	850.5	[9.257497]	[133]	[9.257497]	[107]	[89719209]	[89719183]
892_11860	chr6	156839538	156839938	+	1000	180.5	[]	[]	[9.257497]	[170]	[]	[156839760]
892_11861	chr7	20211386	20211786	+	1000	180.5	[]	[]	[9.257497]	[163]	[]	[20211617]
892_11862	chr7	66535951	66536351	+	1000	180.5	[]	[]	[9.257497]	[112]	[]	[66536162]
892_11868	chr1	111639869	111640269	+	1000	180.0	[9.257497, 9.257497]	[100, 156]	[]	[]	[111640039, 111640095]	[]
892_1187	chr19	21612134	21612534	+	1000	850.5	[9.257497]	[78]	[]	[]	[21612308]	[]
892_11871	chr10	30752587	30752987	+	1000	180.0	[9.257497, 9.257497]	[117, 139]	[]	[]	[30752781, 30752803]	[]
892_11874	chr10	74165524	74165924	+	1000	180.0	[]	[]	[9.257497]	[152]	[]	[74165741]
892_11875	chr10	132320092	132320492	+	1000	180.0	[]	[]	[9.257497]	[84]	[]	[132320263]
892_11876	chr11	7080888	7081288	+	1000	180.0	[9.257497]	[81]	[]	[]	[7081068]	[]
892_11879	chr15	41917668	41918068	+	1000	180.0	[]	[]	[9.257497]	[88]	[]	[41917846]
892_1188	chr22	31895829	31896229	+	1000	850.5	[]	[]	[9.257497]	[89]	[]	[31896011]
892_11884	chr19	39204766	39205166	+	1000	180.0	[]	[]	[9.257497]	[146]	[]	[39204989]
892_11886	chr2	101207533	101207933	+	1000	180.0	[9.257497, 9.257497]	[77, 82]	[]	[]	[101207699, 101207704]	[]
892_11887	chr20	19947818	19948218	+	1000	180.0	[]	[]	[9.257497]	[128]	[]	[19948017]
892_11888	chr20	45069309	45069709	+	1000	180.0	[9.257497]	[164]	[9.257497]	[133]	[45069521]	[45069490]
892_1189	chrX	152177077	152177477	+	1000	850.0	[9.257497]	[108]	[]	[]	[152177275]	[]
892_11890	chr3	183606181	183606581	+	1000	180.0	[]	[]	[9.257497]	[171]	[]	[183606412]
892_11893	chr4	143344761	143345161	+	1000	180.0	[9.257497]	[106]	[]	[]	[143344955]	[]
892_11894	chr5	72274239	72274639	+	1000	180.0	[9.257497]	[145]	[]	[]	[72274466]	[]
892_11895	chr5	103472858	103473258	+	1000	180.0	[9.257497]	[157]	[]	[]	[103473097]	[]
892_11896	chr6	118536459	118536859	+	1000	180.0	[]	[]	[9.257497]	[150]	[]	[118536677]
892_119	chr3	5428860	5429260	+	1000	1589.5	[9.257497]	[127]	[]	[]	[5429072]	[]
892_1190	chr1	93664289	93664689	+	1000	849.0	[9.257497]	[75]	[]	[]	[93664452]	[]
892_11900	chr8	15533700	15534100	+	1000	180.0	[9.257497]	[127]	[]	[]	[15533899]	[]
892_11903	chr9	128099447	128099847	+	1000	180.0	[]	[]	[9.257497]	[127]	[]	[128099631]
892_11905	chr9	133263631	133264031	+	1000	180.0	[9.257497]	[136]	[]	[]	[133263838]	[]
892_11906	chr9	135984754	135985154	+	1000	180.0	[9.257497, 9.257497]	[114, 124]	[]	[]	[135984936, 135984946]	[]
892_1191	chr2	48605772	48606172	+	1000	849.0	[9.257497]	[115]	[9.257497]	[63]	[48605987]	[48605935]
892_11910	chr1	51750219	51750619	+	1000	179.5	[9.257497, 9.257497]	[139, 146]	[]	[]	[51750444, 51750451]	[]
892_11911	chr1	198595742	198596142	+	1000	179.5	[]	[]	[9.257497]	[143]	[]	[198595972]
892_11912	chr10	71234986	71235386	+	1000	179.5	[9.257497]	[129]	[9.257497]	[65]	[71235205]	[71235141]
892_11913	chr10	123139493	123139893	+	1000	179.5	[9.257497]	[95]	[]	[]	[123139679]	[]
892_11914	chr11	5225508	5225908	+	593	179.5	[]	[]	[9.257497]	[140]	[]	[5225739]
892_11919	chr13	41465518	41465918	+	1000	179.5	[9.257497, 9.257497]	[125, 144]	[]	[]	[41465736, 41465755]	[]
892_1192	chrX	55015000	55015400	+	1000	849.0	[]	[]	[9.257497]	[94]	[]	[55015175]
892_11921	chr15	43169856	43170256	+	1000	179.5	[]	[]	[9.257497]	[123]	[]	[43170059]
892_11922	chr15	88542229	88542629	+	1000	179.5	[9.257497]	[155]	[]	[]	[88542463]	[]
892_11925	chr19	38784227	38784627	+	1000	179.5	[9.257497]	[248]	[9.257497]	[277]	[38784446]	[38784475]
892_11926	chr2	12448812	12449212	+	1000	179.5	[9.257497]	[78]	[]	[]	[12448979]	[]
892_1193	chr19	55467132	55467532	+	1000	848.5	[9.257497, 9.257497]	[75, 118]	[]	[]	[55467289, 55467332]	[]
892_11932	chr22	19292058	19292458	+	1000	179.5	[]	[]	[9.257497]	[138]	[]	[19292246]
892_11934	chr22	23228683	23229083	+	1000	179.5	[9.257497]	[161]	[]	[]	[23228847]	[]
892_11935	chr22	29270406	29270806	+	1000	179.5	[]	[]	[9.257497]	[111]	[]	[29270590]
892_11936	chr3	4989235	4989635	+	1000	179.5	[9.257497]	[179]	[]	[]	[4989460]	[]
892_1194	chr21	14454299	14454699	+	1000	848.5	[9.257497, 9.257497]	[65, 104]	[]	[]	[14454460, 14454499]	[]
892_11941	chr5	55316825	55317225	+	1000	179.5	[]	[]	[9.257497]	[125]	[]	[55317001]
892_11944	chr6	42128960	42129360	+	1000	179.5	[9.257497]	[100]	[]	[]	[42129135]	[]
892_11948	chr8	23049741	23050141	+	1000	179.5	[]	[]	[9.257497]	[163]	[]	[23049906]
892_1195	chr11	76702453	76702853	+	1000	847.5	[]	[]	[9.257497]	[148]	[]	[76702698]
892_11950	chr1	21608766	21609166	+	1000	179.0	[]	[]	[9.257497]	[97]	[]	[21608960]
892_11951	chr1	35180679	35181079	+	1000	179.0	[9.257497, 9.257497]	[129, 205]	[]	[]	[35180852, 35180928]	[]
892_11956	chr10	91607789	91608189	+	1000	179.0	[9.257497]	[63]	[]	[]	[91607941]	[]
892_1196	chr1	8626426	8626826	+	1000	847.0	[]	[]	[9.257497, 9.257497]	[56, 94]	[]	[8626582, 8626620]
892_11961	chr12	95169325	95169725	+	1000	179.0	[9.257497]	[144]	[]	[]	[95169560]	[]
892_11967	chr15	56972376	56972776	+	1000	179.0	[]	[]	[9.257497, 9.257497, 9.257497]	[134, 139, 176]	[]	[56972561, 56972566, 56972603]
892_11968	chr15	63341913	63342313	+	1000	179.0	[]	[]	[9.257497, 9.257497]	[55, 119]	[]	[63342064, 63342128]
892_11969	chr16	31243991	31244391	+	1000	179.0	[]	[]	[9.257497]	[147]	[]	[31244232]
892_1197	chr12	49233057	49233457	+	1000	847.0	[9.257497]	[100]	[]	[]	[49233229]	[]
892_11970	chr20	57560712	57561112	+	1000	179.0	[9.257497]	[132]	[]	[]	[57560942]	[]
892_11971	chr21	35325936	35326336	+	1000	179.0	[9.257497, 9.257497]	[86, 151]	[9.257497]	[134]	[35326106, 35326171]	[35326154]
892_11972	chr3	47186322	47186722	+	1000	179.0	[]	[]	[9.257497]	[122]	[]	[47186521]
892_11973	chr3	129056825	129057225	+	1000	179.0	[]	[]	[9.257497]	[151]	[]	[129057039]
892_11974	chr3	170154680	170155080	+	1000	179.0	[]	[]	[9.257497]	[106]	[]	[170154870]
892_11976	chr5	38379349	38379749	+	1000	179.0	[]	[]	[9.257497]	[167]	[]	[38379577]
892_11977	chr5	39102698	39103098	+	1000	179.0	[]	[]	[9.257497]	[154]	[]	[39102926]
892_11979	chr5	88929415	88929815	+	1000	179.0	[]	[]	[9.257497]	[137]	[]	[88929642]
892_1198	chr3	32972728	32973128	+	1000	846.5	[9.257497]	[67]	[9.257497]	[140]	[32972884]	[32972957]
892_11980	chr6	17703425	17703825	+	1000	179.0	[]	[]	[9.257497]	[150]	[]	[17703576]
892_11981	chr6	26303981	26304381	+	1000	179.0	[]	[]	[9.257497]	[122]	[]	[26304145]
892_11983	chr6	36427955	36428355	+	1000	179.0	[]	[]	[9.257497]	[113]	[]	[36428144]
892_11986	chr7	116339551	116339951	+	1000	179.0	[9.257497]	[116]	[9.257497]	[90]	[116339744]	[116339718]
892_11987	chr8	95064530	95064930	+	1000	179.0	[]	[]	[9.257497]	[152]	[]	[95064763]
892_11988	chr9	5633280	5633680	+	1000	179.0	[9.257497]	[114]	[]	[]	[5633469]	[]
892_1199	chr6	29964772	29965172	+	1000	846.0	[]	[]	[9.257497]	[146]	[]	[29965006]
892_11991	chrX	68897141	68897541	+	1000	179.0	[9.257497]	[94]	[]	[]	[68897320]	[]
892_11992	chr1	24848026	24848426	+	1000	178.5	[9.257497]	[118]	[]	[]	[24848217]	[]
892_11994	chr1	179876159	179876559	+	1000	178.5	[]	[]	[9.257497]	[144]	[]	[179876386]
892_11995	chr1	180527010	180527410	+	1000	178.5	[]	[]	[9.257497]	[232]	[]	[180527218]
892_11996	chr1	246582428	246582828	+	1000	178.5	[9.257497]	[177]	[]	[]	[246582659]	[]
892_11998	chr12	46379367	46379767	+	1000	178.5	[9.257497]	[222]	[]	[]	[46379588]	[]
892_11999	chr12	92208598	92208998	+	1000	178.5	[]	[]	[9.257497]	[143]	[]	[92208819]
892_12	chrM	8481	8881	+	1000	2424.0	[]	[]	[9.257497]	[116]	[]	[8697]
892_1200	chr8	23527786	23528186	+	1000	844.0	[]	[]	[9.257497]	[105]	[]	[23527975]
892_12002	chr14	67391280	67391680	+	1000	178.5	[]	[]	[9.257497]	[159]	[]	[67391501]
892_12007	chr19	19943882	19944282	+	1000	178.5	[]	[]	[9.257497, 9.257497]	[110, 140]	[]	[19944085, 19944115]
892_12008	chr2	16614200	16614600	+	1000	178.5	[9.257497]	[131]	[]	[]	[16614391]	[]
892_1201	chr3	196078938	196079338	+	1000	842.5	[9.257497]	[103]	[]	[]	[196079141]	[]
892_12010	chr2	69779236	69779636	+	1000	178.5	[]	[]	[9.257497]	[185]	[]	[69779461]
892_12011	chr2	216393435	216393835	+	1000	178.5	[9.257497]	[123]	[]	[]	[216393646]	[]
892_12014	chr21	34983378	34983778	+	1000	178.5	[9.257497]	[79]	[]	[]	[34983556]	[]
892_12016	chr22	19776672	19777072	+	1000	178.5	[9.257497]	[78]	[]	[]	[19776832]	[]
892_12017	chr3	46492926	46493326	+	1000	178.5	[9.257497]	[184]	[]	[]	[46493149]	[]
892_12019	chr3	151136080	151136480	+	1000	178.5	[9.257497]	[106]	[]	[]	[151136268]	[]
892_1202	chr9	128296635	128297035	+	1000	841.5	[]	[]	[9.257497]	[91]	[]	[128296814]
892_12020	chr3	157115281	157115681	+	1000	178.5	[9.257497]	[103]	[]	[]	[157115437]	[]
892_12021	chr4	108360021	108360421	+	1000	178.5	[]	[]	[9.257497]	[194]	[]	[108360256]
892_12022	chr4	118767207	118767607	+	1000	178.5	[]	[]	[9.257497]	[125]	[]	[118767427]
892_12024	chr5	146042608	146043008	+	1000	178.5	[]	[]	[9.257497]	[75]	[]	[146042775]
892_12028	chr6	139448073	139448473	+	1000	178.5	[9.257497]	[86]	[]	[]	[139448243]	[]
892_1203	chr21	42547103	42547503	+	1000	841.0	[9.257497]	[134]	[9.257497]	[124]	[42547323]	[42547313]
892_12032	chr8	27617030	27617430	+	1000	178.5	[9.257497]	[92]	[]	[]	[27617208]	[]
892_12035	chr9	91500445	91500845	+	1000	178.5	[9.257497]	[136]	[]	[]	[91500670]	[]
892_12040	chr11	12724280	12724680	+	1000	178.0	[9.257497]	[116]	[]	[]	[12724469]	[]
892_12041	chr11	47366198	47366598	+	1000	178.0	[9.257497]	[97]	[]	[]	[47366373]	[]
892_12042	chr11	94152210	94152610	+	1000	178.0	[9.257497]	[122]	[]	[]	[94152382]	[]
892_12043	chr11	118319339	118319739	+	1000	178.0	[]	[]	[9.257497]	[153]	[]	[118319543]
892_12044	chr14	72869631	72870031	+	1000	178.0	[9.257497]	[151]	[]	[]	[72869862]	[]
892_12046	chr15	27468120	27468520	+	1000	178.0	[9.257497]	[79]	[]	[]	[27468287]	[]
892_1205	chr5	154840737	154841137	+	1000	841.0	[9.257497]	[138]	[9.257497]	[124]	[154840965]	[154840951]
892_12050	chr16	11094144	11094544	+	1000	178.0	[]	[]	[9.257497]	[174]	[]	[11094339]
892_12053	chr19	47231697	47232097	+	1000	178.0	[9.257497]	[113]	[]	[]	[47231893]	[]
892_12056	chr20	35327195	35327595	+	1000	178.0	[9.257497]	[101]	[]	[]	[35327381]	[]
892_12059	chr5	56111011	56111411	+	1000	178.0	[9.257497]	[97]	[]	[]	[56111207]	[]
892_1206	chr2	217842071	217842471	+	1000	840.5	[9.257497]	[126]	[]	[]	[217842281]	[]
892_12060	chr5	143224664	143225064	+	1000	178.0	[9.257497]	[135]	[]	[]	[143224889]	[]
892_12062	chr6	18176224	18176624	+	1000	178.0	[9.257497]	[128]	[]	[]	[18176442]	[]
892_12063	chr7	12713842	12714242	+	1000	178.0	[9.257497]	[106]	[]	[]	[12714044]	[]
892_12064	chr7	44824840	44825240	+	1000	178.0	[9.257497]	[198]	[]	[]	[44825068]	[]
892_12065	chr7	108236990	108237390	+	1000	178.0	[9.257497]	[138]	[9.257497]	[60]	[108237225]	[108237147]
892_12067	chr8	60909031	60909431	+	1000	178.0	[]	[]	[9.257497]	[152]	[]	[60909259]
892_12069	chr9	121350857	121351257	+	1000	178.0	[9.257497, 9.257497]	[100, 117]	[]	[]	[121351040, 121351057]	[]
892_1207	chr6	119256994	119257394	+	1000	840.0	[]	[]	[9.257497]	[91]	[]	[119257177]
892_12071	chrX	11419129	11419529	+	1000	178.0	[9.257497]	[84]	[]	[]	[11419311]	[]
892_12072	chrX	18677393	18677793	+	1000	178.0	[9.257497]	[109]	[]	[]	[18677585]	[]
892_12077	chr1	156257090	156257490	+	1000	177.5	[]	[]	[9.257497]	[169]	[]	[156257338]
892_12079	chr11	5107295	5107695	+	1000	177.5	[9.257497]	[145]	[]	[]	[5107525]	[]
892_12080	chr11	94203092	94203492	+	1000	177.5	[]	[]	[9.257497]	[164]	[]	[94203332]
892_12082	chr12	12127233	12127633	+	1000	177.5	[]	[]	[9.257497]	[139]	[]	[12127468]
892_12083	chr12	32012291	32012691	+	1000	177.5	[9.257497]	[158]	[]	[]	[32012501]	[]
892_12084	chr12	88306668	88307068	+	1000	177.5	[9.257497]	[150]	[9.257497]	[133]	[88306871]	[88306854]
892_12086	chr12	92233347	92233747	+	1000	177.5	[]	[]	[9.257497]	[151]	[]	[92233581]
892_12087	chr16	47448839	47449239	+	1000	177.5	[9.257497]	[88]	[]	[]	[47449020]	[]
892_12088	chr16	49620528	49620928	+	1000	177.5	[9.257497]	[208]	[]	[]	[49620752]	[]
892_1209	chr12	6639144	6639544	+	1000	839.5	[]	[]	[9.257497, 9.257497]	[77, 148]	[]	[6639317, 6639388]
892_12090	chr16	72553434	72553834	+	1000	177.5	[]	[]	[9.257497]	[159]	[]	[72553636]
892_12091	chr17	14209183	14209583	+	1000	177.5	[]	[]	[9.257497, 9.257497]	[65, 134]	[]	[14209338, 14209407]
892_12094	chr2	46341060	46341460	+	1000	177.5	[9.257497, 9.257497]	[116, 136]	[]	[]	[46341229, 46341249]	[]
892_12096	chr2	74465370	74465770	+	1000	177.5	[9.257497]	[67]	[]	[]	[74465521]	[]
892_12097	chr2	134207858	134208258	+	1000	177.5	[]	[]	[9.257497]	[126]	[]	[134208071]
892_12099	chr2	219724656	219725056	+	1000	177.5	[9.257497]	[101]	[]	[]	[219724840]	[]
892_121	chr1	12448817	12449217	+	1000	1589.0	[]	[]	[9.257497, 9.257497, 9.257497]	[98, 118, 160]	[]	[12448997, 12449017, 12449059]
892_1210	chr16	19487844	19488244	+	1000	839.5	[]	[]	[9.257497]	[165]	[]	[19488091]
892_12104	chr21	14533919	14534319	+	1000	177.5	[9.257497]	[135]	[]	[]	[14534126]	[]
892_12107	chr3	43584102	43584502	+	1000	177.5	[9.257497]	[172]	[]	[]	[43584344]	[]
892_12109	chr3	133874751	133875151	+	1000	177.5	[]	[]	[9.257497]	[135]	[]	[133874973]
892_1211	chr8	28943248	28943648	+	1000	839.0	[]	[]	[9.257497, 9.257497]	[92, 157]	[]	[28943413, 28943478]
892_12111	chr4	138235369	138235769	+	1000	177.5	[9.257497]	[221]	[9.257497, 9.257497]	[148, 157]	[138235598]	[138235525, 138235534]
892_12115	chr7	133583736	133584136	+	1000	177.5	[]	[]	[9.257497]	[118]	[]	[133583938]
892_12117	chr8	11942183	11942583	+	1000	177.5	[]	[]	[9.257497, 9.257497]	[140, 151]	[]	[11942408, 11942419]
892_1212	chr1	34843607	34844007	+	1000	838.5	[9.257497]	[90]	[]	[]	[34843791]	[]
892_12120	chr9	89052588	89052988	+	1000	177.5	[]	[]	[9.257497]	[179]	[]	[89052836]
892_12125	chr1	8721705	8722105	+	1000	177.0	[9.257497]	[62]	[]	[]	[8721857]	[]
892_12129	chr1	172529961	172530361	+	1000	177.0	[9.257497]	[186]	[9.257497]	[93]	[172530207]	[172530114]
892_1213	chr3	50539451	50539851	+	1000	837.5	[]	[]	[9.257497]	[120]	[]	[50539669]
892_12135	chr12	96040665	96041065	+	1000	177.0	[9.257497, 9.257497, 9.257497]	[165, 193, 216]	[]	[]	[96040849, 96040877, 96040900]	[]
892_12136	chr12	109698090	109698490	+	1000	177.0	[9.257497]	[93]	[]	[]	[109698278]	[]
892_12141	chr17	48623678	48624078	+	1000	177.0	[]	[]	[9.257497]	[115]	[]	[48623855]
892_12143	chr18	23260274	23260674	+	1000	177.0	[9.257497]	[144]	[]	[]	[23260484]	[]
892_12145	chr19	56321206	56321606	+	1000	177.0	[9.257497]	[110]	[9.257497]	[157]	[56321400]	[56321447]
892_12146	chr2	119223501	119223901	+	1000	177.0	[]	[]	[9.257497]	[136]	[]	[119223734]
892_12148	chr21	34186126	34186526	+	1000	177.0	[]	[]	[9.257497]	[96]	[]	[34186306]
892_1215	chr3	13546713	13547113	+	1000	836.5	[]	[]	[9.257497]	[139]	[]	[13546936]
892_12150	chr22	23222231	23222631	+	1000	177.0	[]	[]	[9.257497]	[131]	[]	[23222458]
892_12151	chr3	6510724	6511124	+	1000	177.0	[9.257497]	[189]	[9.257497]	[113]	[6510967]	[6510891]
892_12157	chr5	57696895	57697295	+	1000	177.0	[]	[]	[9.257497, 9.257497]	[97, 126]	[]	[57697089, 57697118]
892_12158	chr5	143124598	143124998	+	1000	177.0	[9.257497]	[146]	[]	[]	[143124819]	[]
892_12159	chr6	37822815	37823215	+	1000	177.0	[9.257497]	[181]	[]	[]	[37823003]	[]
