#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_12643	chr19	51416963	51417363	+	1000	57.0	[]	[]	[11.338498, 9.382387]	[80, 151]	[]	[51417129, 51417200]
685_12648	chr2	25295151	25295551	+	1000	57.0	[]	[]	[7.1624103, 15.290571]	[67, 98]	[]	[25295317, 25295348]
685_12649	chr2	26970161	26970561	+	1000	57.0	[12.880268]	[116]	[]	[]	[26970371]	[]
685_12652	chr2	96868404	96868804	+	1000	57.0	[6.440981, 11.722843, 5.9633083]	[92, 100, 121]	[6.890789, 8.4412]	[140, 156]	[96868581, 96868589, 96868610]	[96868629, 96868645]
685_12657	chr2	152175559	152175959	+	1000	57.0	[]	[]	[6.970324]	[99]	[]	[152175758]
685_1266	chr2	169080310	169080710	+	1000	218.0	[]	[]	[21.247185]	[98]	[]	[169080506]
685_12660	chr2	201237713	201238113	+	1000	57.0	[12.356789]	[91]	[]	[]	[201237903]	[]
685_12661	chr20	31719410	31719810	+	856	57.0	[18.595427]	[106]	[]	[]	[31719579]	[]
685_12665	chr20	59940713	59941113	+	1000	57.0	[6.536687, 13.87197]	[67, 107]	[]	[]	[59940871, 59940911]	[]
685_1267	chr3	15290730	15291130	+	1000	218.0	[5.722979, 6.7431397, 16.122425, 9.843775]	[57, 63, 90, 112]	[]	[]	[15290887, 15290893, 15290920, 15290942]	[]
685_12673	chr22	22159405	22159805	+	1000	57.0	[]	[]	[8.047477, 8.012459, 6.4561014, 13.7883625, 8.580449]	[80, 92, 106, 121, 125]	[]	[22159581, 22159593, 22159607, 22159622, 22159626]
685_12674	chr22	22162475	22162875	+	1000	57.0	[15.162296]	[157]	[]	[]	[22162698]	[]
685_12675	chr22	22524461	22524861	+	1000	57.0	[]	[]	[8.002839]	[97]	[]	[22524653]
685_1268	chr6	13354406	13354806	+	1000	218.0	[7.6166334]	[92]	[]	[]	[13354596]	[]
685_12681	chr3	46953740	46954140	+	1000	57.0	[5.948031]	[99]	[10.375786, 9.834739]	[83, 148]	[46953908]	[46953892, 46953957]
685_12683	chr3	64996084	64996484	+	1000	57.0	[17.49398]	[142]	[]	[]	[64996306]	[]
685_12689	chr3	179562507	179562907	+	1000	57.0	[]	[]	[8.910757, 6.624923]	[104, 123]	[]	[179562685, 179562704]
685_12690	chr3	187986527	187986927	+	1000	57.0	[18.62852]	[81]	[]	[]	[187986707]	[]
685_12693	chr4	8427838	8428238	+	1000	57.0	[8.798917]	[85]	[]	[]	[8428023]	[]
685_12694	chr4	16582543	16582943	+	1000	57.0	[17.195818]	[108]	[]	[]	[16582740]	[]
685_12697	chr4	68318995	68319395	+	849	57.0	[7.70324]	[72]	[5.785421]	[103]	[68319167]	[68319198]
685_127	chr2	66481187	66481587	+	1000	438.0	[]	[]	[14.172218, 6.006735]	[100, 113]	[]	[66481387, 66481400]
685_12708	chr5	34838907	34839307	+	1000	57.0	[9.179086]	[88]	[]	[]	[34839085]	[]
685_1271	chr6	106847030	106847430	+	1000	218.0	[]	[]	[18.203526, 6.5301523, 6.092956]	[100, 106, 112]	[]	[106847229, 106847235, 106847241]
685_12710	chr5	69007725	69008125	+	1000	57.0	[]	[]	[11.737658]	[70]	[]	[69007891]
685_12711	chr5	72320060	72320460	+	1000	57.0	[6.96251, 12.885442]	[77, 103]	[]	[]	[72320234, 72320260]	[]
685_12712	chr5	122775757	122776157	+	1000	57.0	[]	[]	[10.10912, 9.143065]	[74, 116]	[]	[122775929, 122775971]
685_12714	chr5	124650061	124650461	+	1000	57.0	[]	[]	[10.634141]	[100]	[]	[124650260]
685_12716	chr5	148746833	148747233	+	1000	57.0	[10.333547]	[109]	[]	[]	[148747039]	[]
685_12725	chr6	26538160	26538560	+	1000	57.0	[]	[]	[7.9843163]	[101]	[]	[26538359]
685_12726	chr6	29632050	29632450	+	1000	57.0	[7.1704106, 11.957325]	[89, 105]	[]	[]	[29632234, 29632250]	[]
685_12728	chr6	34190202	34190602	+	1000	57.0	[10.749176, 12.299178]	[99, 131]	[]	[]	[34190396, 34190428]	[]
685_12729	chr6	34244115	34244515	+	1000	57.0	[]	[]	[13.659824, 9.541348]	[107, 113]	[]	[34244318, 34244324]
685_12737	chr6	90941112	90941512	+	1000	57.0	[]	[]	[16.122425, 6.0459294]	[104, 118]	[]	[90941311, 90941325]
685_12739	chr6	117482350	117482750	+	1000	57.0	[]	[]	[11.9476385]	[108]	[]	[117482554]
685_1274	chr7	107742969	107743369	+	1000	218.0	[]	[]	[15.944959, 8.943511]	[104, 121]	[]	[107743171, 107743188]
685_12740	chr6	125192346	125192746	+	1000	57.0	[8.638724]	[105]	[]	[]	[125192547]	[]
685_1275	chr9	37710024	37710424	+	1000	218.0	[8.259842, 15.4790535, 7.948557]	[83, 91, 139]	[]	[]	[37710207, 37710215, 37710263]	[]
685_12751	chr7	77798449	77798849	+	1000	57.0	[8.597162]	[121]	[]	[]	[77798654]	[]
685_12752	chr7	108599414	108599814	+	1000	57.0	[]	[]	[16.407028, 6.059409]	[108, 120]	[]	[108599616, 108599628]
685_12756	chr7	137656321	137656721	+	1000	57.0	[8.22834]	[152]	[12.839105]	[105]	[137656564]	[137656517]
685_12759	chr7	145543259	145543659	+	1000	57.0	[18.38044]	[93]	[]	[]	[145543448]	[]
685_12765	chr8	41651399	41651799	+	1000	57.0	[]	[]	[15.944959]	[100]	[]	[41651598]
685_12767	chr8	55524868	55525268	+	1000	57.0	[19.177654]	[88]	[]	[]	[55525052]	[]
685_12768	chr8	79770037	79770437	+	685	57.0	[]	[]	[11.4209175, 5.7363224]	[90, 146]	[]	[79770215, 79770271]
685_1277	chr1	110880063	110880463	+	1000	217.0	[12.455274, 6.9956126]	[94, 100]	[]	[]	[110880255, 110880261]	[]
685_12778	chr9	123861240	123861640	+	1000	57.0	[]	[]	[8.756673]	[113]	[]	[123861443]
685_1278	chr1	234623988	234624388	+	1000	217.0	[]	[]	[16.133993, 5.9836]	[103, 141]	[]	[234624189, 234624227]
685_12780	chr9	130766308	130766708	+	1000	57.0	[14.246131]	[91]	[]	[]	[130766496]	[]
685_12783	chrX	57586320	57586720	+	1000	57.0	[6.1896334]	[69]	[18.261488, 6.6447697]	[97, 105]	[57586489]	[57586517, 57586525]
685_12784	chrX	72126581	72126981	+	1000	57.0	[10.113597]	[90]	[9.982666, 8.961655]	[121, 127]	[72126766]	[72126797, 72126803]
685_12787	chrX	153926694	153927094	+	1000	57.0	[5.6941543]	[69]	[6.8325214, 10.700043]	[90, 136]	[153926853]	[153926874, 153926920]
685_12788	chrX	154020476	154020876	+	1000	57.0	[8.00661]	[129]	[]	[]	[154020681]	[]
685_1279	chr12	110449674	110450074	+	1000	217.0	[14.849025, 5.6488547]	[101, 125]	[]	[]	[110449870, 110449894]	[]
685_12795	chr1	25819741	25820141	+	1000	56.0	[11.921322]	[108]	[]	[]	[25819942]	[]
685_128	chr21	37364706	37365106	+	1000	438.0	[]	[]	[19.177654]	[101]	[]	[37364907]
685_12801	chr1	46527919	46528319	+	1000	56.0	[11.635236]	[116]	[7.1613326, 8.025132]	[74, 82]	[46528131]	[46528089, 46528097]
685_12809	chr1	160291769	160292169	+	1000	56.0	[11.538822]	[104]	[]	[]	[160291967]	[]
685_12811	chr1	162369796	162370196	+	1000	56.0	[]	[]	[14.667079]	[97]	[]	[162369992]
685_12815	chr1	173824539	173824939	+	1000	56.0	[]	[]	[12.5975485]	[111]	[]	[173824741]
685_12816	chr1	201786960	201787360	+	1000	56.0	[16.171165, 7.549574]	[91, 118]	[]	[]	[201787146, 201787173]	[]
685_12817	chr1	202348285	202348685	+	1000	56.0	[11.067533]	[110]	[]	[]	[202348459]	[]
685_12818	chr1	207626291	207626691	+	1000	56.0	[10.209406, 8.515673]	[121, 125]	[]	[]	[207626497, 207626501]	[]
685_12824	chr1	235907544	235907944	+	1000	56.0	[]	[]	[11.560198, 17.61965]	[60, 107]	[]	[235907703, 235907750]
685_12825	chr10	4107313	4107713	+	1000	56.0	[12.683474]	[91]	[]	[]	[4107498]	[]
685_12826	chr10	6123459	6123859	+	1000	56.0	[13.220068]	[109]	[]	[]	[6123662]	[]
685_12827	chr10	13659985	13660385	+	1000	56.0	[6.8333154]	[120]	[]	[]	[13660199]	[]
685_12834	chr10	80751889	80752289	+	1000	56.0	[]	[]	[11.293665]	[106]	[]	[80752093]
685_12835	chr10	124680665	124681065	+	1000	56.0	[]	[]	[15.162296]	[95]	[]	[124680855]
685_12836	chr11	3378926	3379326	+	1000	56.0	[12.935466]	[116]	[]	[]	[3379136]	[]
685_12837	chr11	9849364	9849764	+	1000	56.0	[7.0913525, 13.515328, 10.744702]	[65, 89, 120]	[]	[]	[9849522, 9849546, 9849577]	[]
685_12838	chr11	11583921	11584321	+	1000	56.0	[13.049875, 6.4105115]	[104, 113]	[]	[]	[11584116, 11584125]	[]
685_12843	chr11	48066933	48067333	+	811	56.0	[5.9617834, 10.704244]	[65, 69]	[12.880268]	[104]	[48067096, 48067100]	[48067135]
685_12844	chr11	57484328	57484728	+	1000	56.0	[]	[]	[15.584859, 10.405911]	[114, 126]	[]	[57484538, 57484550]
685_12845	chr11	64990121	64990521	+	1000	56.0	[]	[]	[8.868922, 12.066718]	[61, 99]	[]	[64990282, 64990320]
685_1285	chr3	57170066	57170466	+	1000	217.0	[7.2268953]	[119]	[13.078766]	[100]	[57170285]	[57170266]
685_12855	chr12	14961425	14961825	+	1000	56.0	[9.871115, 11.327551, 6.340672]	[95, 99, 142]	[6.825852]	[164]	[14961607, 14961611, 14961654]	[14961676]
685_12859	chr12	57846534	57846934	+	1000	56.0	[7.053305, 11.709482]	[93, 96]	[]	[]	[57846724, 57846727]	[]
685_1286	chr4	74444756	74445156	+	1000	217.0	[]	[]	[8.163391, 15.424449]	[94, 100]	[]	[74444950, 74444956]
685_12860	chr12	66268566	66268966	+	705	56.0	[]	[]	[11.262165, 8.33763, 18.191957]	[70, 76, 131]	[]	[66268718, 66268724, 66268779]
685_1287	chr4	121801087	121801487	+	1000	217.0	[]	[]	[9.217246]	[100]	[]	[121801287]
685_12871	chr14	68240099	68240499	+	1000	56.0	[8.183682]	[154]	[11.9773855]	[115]	[68240343]	[68240304]
685_12874	chr14	90796363	90796763	+	1000	56.0	[]	[]	[9.806845, 10.020276]	[99, 109]	[]	[90796557, 90796567]
685_12876	chr14	103122052	103122452	+	1000	56.0	[12.983541]	[127]	[]	[]	[103122262]	[]
685_12881	chr15	55289638	55290038	+	1000	56.0	[]	[]	[10.530684]	[91]	[]	[55289827]
685_12883	chr15	64094096	64094496	+	1000	56.0	[9.851347, 7.854712, 8.616653]	[89, 117, 139]	[11.092481]	[76]	[64094272, 64094300, 64094322]	[64094259]
685_12885	chr15	88608774	88609174	+	1000	56.0	[13.673182]	[115]	[6.4403615]	[102]	[88608985]	[88608972]
685_12893	chr16	27268643	27269043	+	1000	56.0	[]	[]	[9.179086]	[102]	[]	[27268844]
685_12894	chr16	85558293	85558693	+	1000	56.0	[10.71965, 13.932859]	[106, 112]	[]	[]	[85558491, 85558497]	[]
685_12896	chr17	2392283	2392683	+	1000	56.0	[12.973635]	[91]	[7.8403955]	[111]	[2392469]	[2392489]
685_1290	chr6	13272505	13272905	+	1000	217.0	[12.993834]	[88]	[]	[]	[13272692]	[]
685_12903	chr17	48483586	48483986	+	1000	56.0	[10.897924]	[95]	[]	[]	[48483777]	[]
685_12905	chr17	48908027	48908427	+	1000	56.0	[]	[]	[9.274684, 6.68413, 6.605979]	[63, 74, 76]	[]	[48908180, 48908191, 48908193]
685_12916	chr19	3285161	3285561	+	1000	56.0	[]	[]	[13.792375]	[94]	[]	[3285346]
685_1292	chr9	93453533	93453933	+	1000	217.0	[14.6272335]	[97]	[]	[]	[93453725]	[]
685_12921	chr19	16445301	16445701	+	1000	56.0	[6.6358714, 9.503908]	[52, 59]	[17.053406]	[98]	[16445452, 16445459]	[16445498]
685_12922	chr19	18995702	18996102	+	1000	56.0	[9.692464]	[96]	[]	[]	[18995897]	[]
685_12925	chr19	41397160	41397560	+	1000	56.0	[]	[]	[7.5251923, 11.23668]	[65, 107]	[]	[41397316, 41397358]
685_12926	chr19	44692064	44692464	+	1000	56.0	[7.2595344, 10.601402]	[77, 96]	[]	[]	[44692237, 44692256]	[]
685_12935	chr2	38070427	38070827	+	1000	56.0	[15.87502]	[128]	[]	[]	[38070637]	[]
685_12938	chr2	70580345	70580745	+	1000	56.0	[18.789831]	[111]	[6.5660005]	[63]	[70580550]	[70580502]
685_12939	chr2	84273410	84273810	+	1000	56.0	[10.386061]	[92]	[]	[]	[84273598]	[]
685_1294	chr1	166703600	166704000	+	1000	216.0	[]	[]	[10.314591, 5.943118]	[102, 115]	[]	[166703801, 166703814]
685_12941	chr2	88055102	88055502	+	1000	56.0	[]	[]	[11.957325, 9.568802]	[103, 150]	[]	[88055304, 88055351]
685_12945	chr2	134161138	134161538	+	1000	56.0	[5.7337003, 12.670934]	[97, 101]	[]	[]	[134161332, 134161336]	[]
685_12947	chr2	151633004	151633404	+	1000	56.0	[16.13724]	[93]	[5.9731326]	[138]	[151633195]	[151633240]
685_12956	chr2	178232979	178233379	+	1000	56.0	[12.356789]	[97]	[10.205003]	[143]	[178233175]	[178233221]
685_12957	chr2	189506514	189506914	+	1000	56.0	[]	[]	[7.7576265]	[89]	[]	[189506700]
685_1296	chr11	20477628	20478028	+	1000	216.0	[]	[]	[16.122425]	[92]	[]	[20477813]
685_12961	chr20	6034641	6035041	+	1000	56.0	[7.1629677, 12.159406, 7.803116]	[71, 93, 130]	[]	[]	[6034808, 6034830, 6034867]	[]
685_12966	chr20	35742556	35742956	+	1000	56.0	[15.990694, 6.334808, 8.8621235]	[92, 98, 122]	[]	[]	[35742738, 35742744, 35742768]	[]
685_12967	chr20	37179112	37179512	+	1000	56.0	[9.476962]	[95]	[]	[]	[37179306]	[]
685_1297	chr11	65422639	65423039	+	1000	216.0	[13.220068, 8.143787]	[105, 140]	[]	[]	[65422841, 65422876]	[]
685_12970	chr21	37562546	37562946	+	1000	56.0	[]	[]	[6.027196, 7.5863376, 9.186699, 9.545708]	[90, 93, 114, 148]	[]	[37562730, 37562733, 37562754, 37562788]
685_12971	chr21	43290399	43290799	+	1000	56.0	[14.736819]	[99]	[]	[]	[43290597]	[]
685_12973	chr22	20024595	20024995	+	1000	56.0	[10.86357]	[122]	[8.76011, 8.067086]	[78, 153]	[20024803]	[20024759, 20024834]
685_12975	chr22	22713008	22713408	+	1000	56.0	[17.231827]	[114]	[]	[]	[22713216]	[]
685_12977	chr22	22958410	22958810	+	1000	56.0	[10.799001]	[87]	[]	[]	[22958576]	[]
685_12978	chr22	23119573	23119973	+	1000	56.0	[7.401767]	[89]	[]	[]	[23119748]	[]
685_1298	chr11	66676295	66676695	+	1000	216.0	[15.217828]	[99]	[]	[]	[66676489]	[]
685_12980	chr22	30435717	30436117	+	1000	56.0	[]	[]	[9.123143, 9.367625, 6.7200685, 7.2691903]	[97, 118, 160, 164]	[]	[30435886, 30435907, 30435949, 30435953]
685_12990	chr3	48560280	48560680	+	1000	56.0	[]	[]	[15.609814]	[107]	[]	[48560484]
685_12997	chr3	152596069	152596469	+	1000	56.0	[6.6800323, 7.8002567]	[76, 82]	[]	[]	[152596236, 152596242]	[]
685_12998	chr3	155737701	155738101	+	1000	56.0	[11.269969, 10.744702, 14.0554085]	[90, 102, 152]	[]	[]	[155737883, 155737895, 155737945]	[]
685_13	chr1	160540143	160540543	+	1000	567.0	[16.68429]	[95]	[]	[]	[160540335]	[]
685_130	chr19	46862968	46863368	+	1000	437.0	[]	[]	[15.336779]	[100]	[]	[46863168]
685_13004	chr4	1723279	1723679	+	1000	56.0	[]	[]	[13.22104]	[105]	[]	[1723481]
685_13006	chr4	73213332	73213732	+	1000	56.0	[8.25146]	[147]	[8.002839]	[101]	[73213577]	[73213531]
685_13009	chr4	141352418	141352818	+	1000	56.0	[9.396895]	[133]	[11.123687, 7.5099425]	[114, 148]	[141352645]	[141352626, 141352660]
685_13010	chr4	152643329	152643729	+	1000	56.0	[]	[]	[16.633953]	[117]	[]	[152643541]
685_13012	chr4	174444398	174444798	+	1000	56.0	[]	[]	[15.584859]	[101]	[]	[174444594]
685_13017	chr5	38922235	38922635	+	1000	56.0	[12.606628, 16.720299, 7.779965, 7.3876686, 6.130467]	[86, 94, 100, 134, 141]	[]	[]	[38922419, 38922427, 38922433, 38922467, 38922474]	[]
685_13020	chr5	76674644	76675044	+	1000	56.0	[8.389484]	[119]	[6.914589]	[86]	[76674858]	[76674825]
685_13022	chr5	82426747	82427147	+	1000	56.0	[]	[]	[12.423825]	[94]	[]	[82426940]
685_13024	chr5	132778876	132779276	+	1000	56.0	[]	[]	[12.956508]	[103]	[]	[132779079]
685_13025	chr5	141313690	141314090	+	1000	56.0	[7.3640003, 15.360103, 11.28996]	[84, 90, 139]	[]	[]	[141313870, 141313876, 141313925]	[]
685_13028	chr5	172004948	172005348	+	1000	56.0	[10.870005]	[91]	[]	[]	[172005133]	[]
685_13031	chr6	337854	338254	+	1000	56.0	[15.727134]	[101]	[]	[]	[338049]	[]
685_13032	chr6	3226829	3227229	+	1000	56.0	[11.364446]	[96]	[]	[]	[3227022]	[]
685_13034	chr6	6918571	6918971	+	1000	56.0	[8.420035]	[102]	[]	[]	[6918761]	[]
685_13035	chr6	13274908	13275308	+	1000	56.0	[8.002839]	[99]	[]	[]	[13275102]	[]
685_13037	chr6	14638538	14638938	+	1000	56.0	[]	[]	[15.498934]	[101]	[]	[14638733]
685_13038	chr6	14729536	14729936	+	1000	56.0	[16.525896, 9.1009]	[100, 106]	[]	[]	[14729733, 14729739]	[]
685_13048	chr6	83193177	83193577	+	1000	56.0	[7.3552012]	[103]	[]	[]	[83193378]	[]
685_13049	chr6	108690620	108691020	+	1000	56.0	[11.3852625, 16.332783, 6.713429]	[150, 167, 173]	[]	[]	[108690840, 108690857, 108690863]	[]
685_1305	chr6	34273221	34273621	+	1000	216.0	[11.668126]	[102]	[9.733468]	[71]	[34273422]	[34273391]
685_13050	chr6	111724449	111724849	+	1000	56.0	[6.7537227, 19.689182]	[109, 115]	[10.719195]	[66]	[111724651, 111724657]	[111724608]
685_13052	chr6	156634094	156634494	+	878	56.0	[7.742198, 16.407028]	[84, 91]	[]	[]	[156634277, 156634284]	[]
685_13055	chr6	158409444	158409844	+	1000	56.0	[13.549834, 12.150057]	[83, 135]	[]	[]	[158409620, 158409672]	[]
685_1306	chr6	47414743	47415143	+	1000	216.0	[16.122425, 10.546647]	[90, 114]	[]	[]	[47414933, 47414957]	[]
685_13061	chr7	44044415	44044815	+	1000	56.0	[]	[]	[9.891986]	[125]	[]	[44044612]
685_13063	chr7	71444129	71444529	+	1000	56.0	[]	[]	[16.133993, 5.9694004]	[99, 110]	[]	[71444328, 71444339]
685_13065	chr7	74617459	74617859	+	1000	56.0	[]	[]	[11.325035, 9.378078]	[98, 151]	[]	[74617630, 74617683]
685_13069	chr7	135701602	135702002	+	1000	56.0	[7.9739747, 17.61965]	[83, 89]	[]	[]	[135701785, 135701791]	[]
685_13074	chr8	11858651	11859051	+	1000	56.0	[]	[]	[13.46061, 13.515328]	[117, 139]	[]	[11858861, 11858883]
685_13080	chr8	27366513	27366913	+	1000	56.0	[8.024242]	[117]	[5.943111]	[100]	[27366697]	[27366680]
685_13088	chr9	4862613	4863013	+	1000	56.0	[]	[]	[15.783648]	[120]	[]	[4862819]
685_13091	chr9	37992952	37993352	+	1000	56.0	[]	[]	[13.977564, 13.714117, 6.7811036]	[93, 99, 134]	[]	[37993136, 37993142, 37993177]
685_13096	chr9	117644581	117644981	+	1000	56.0	[]	[]	[12.356789]	[101]	[]	[117644772]
685_13101	chr9	135992668	135993068	+	1000	56.0	[7.286014]	[103]	[]	[]	[135992866]	[]
685_13102	chrX	11267570	11267970	+	1000	56.0	[7.7090116, 16.256191]	[78, 100]	[]	[]	[11267745, 11267767]	[]
685_13108	chrX	154759821	154760221	+	1000	56.0	[8.318531, 7.2624097]	[98, 138]	[]	[]	[154760014, 154760054]	[]
685_1311	chr1	26744083	26744483	+	1000	215.0	[]	[]	[12.982883]	[109]	[]	[26744285]
685_13110	chr1	11791359	11791759	+	1000	55.0	[]	[]	[14.505037]	[121]	[]	[11791569]
685_13117	chr1	21175279	21175679	+	1000	55.0	[]	[]	[12.983541, 9.096504]	[137, 143]	[]	[21175498, 21175504]
685_13120	chr1	26122185	26122585	+	1000	55.0	[10.752774]	[114]	[]	[]	[26122363]	[]
685_13124	chr1	45685526	45685926	+	1000	55.0	[]	[]	[7.734303]	[96]	[]	[45685721]
685_13131	chr1	58907384	58907784	+	1000	55.0	[]	[]	[18.633694]	[123]	[]	[58907590]
685_13133	chr1	108699932	108700332	+	1000	55.0	[6.5075536]	[131]	[18.107643]	[116]	[108700155]	[108700140]
685_13137	chr1	153058821	153059221	+	1000	55.0	[5.637092, 5.9602027, 13.875428, 6.920054]	[89, 92, 106, 112]	[]	[]	[153059002, 153059005, 153059019, 153059025]	[]
685_13139	chr1	159869603	159870003	+	888	55.0	[]	[]	[11.832608]	[86]	[]	[159869786]
685_13142	chr1	162386267	162386667	+	1000	55.0	[7.610982]	[98]	[]	[]	[162386452]	[]
685_13147	chr1	203126242	203126642	+	1000	55.0	[11.165283, 8.086186]	[81, 102]	[12.026929]	[120]	[203126400, 203126421]	[203126439]
685_1315	chr11	65378211	65378611	+	1000	215.0	[]	[]	[10.314591]	[101]	[]	[65378412]
685_13152	chr10	5890005	5890405	+	1000	55.0	[9.3341465]	[114]	[]	[]	[5890210]	[]
685_13156	chr10	60234548	60234948	+	1000	55.0	[8.551117]	[151]	[15.240896]	[100]	[60234794]	[60234743]
685_13158	chr10	71372971	71373371	+	1000	55.0	[15.063982, 10.097211]	[97, 137]	[]	[]	[71373158, 71373198]	[]
685_13160	chr10	79444389	79444789	+	1000	55.0	[]	[]	[12.786957]	[95]	[]	[79444584]
685_13161	chr10	79467649	79468049	+	1000	55.0	[]	[]	[8.167192]	[57]	[]	[79467806]
685_13164	chr11	9364116	9364516	+	1000	55.0	[5.749114]	[113]	[]	[]	[9364287]	[]
685_1317	chr3	19946901	19947301	+	1000	215.0	[10.673115, 9.028282, 10.418036]	[84, 92, 150]	[]	[]	[19947073, 19947081, 19947139]	[]
685_13171	chr11	95222770	95223170	+	1000	55.0	[]	[]	[7.424193, 13.220068]	[85, 91]	[]	[95222954, 95222960]
685_13176	chr11	124224828	124225228	+	1000	55.0	[]	[]	[9.559497, 10.791308]	[112, 115]	[]	[124225034, 124225037]
685_13177	chr11	126268730	126269130	+	1000	55.0	[]	[]	[6.9549923]	[98]	[]	[126268924]
685_13180	chr12	7832146	7832546	+	1000	55.0	[12.712896, 5.927617]	[102, 135]	[]	[]	[7832342, 7832375]	[]
685_13181	chr12	32265909	32266309	+	1000	55.0	[]	[]	[11.344745, 19.689182]	[103, 157]	[]	[32266073, 32266127]
685_13187	chr12	122423486	122423886	+	1000	55.0	[7.8551707, 6.6448536]	[81, 88]	[5.901627]	[145]	[122423667, 122423674]	[122423731]
685_13189	chr13	29677309	29677709	+	1000	55.0	[]	[]	[7.835703]	[111]	[]	[29677512]
685_13192	chr13	44439614	44440014	+	758	55.0	[8.298606, 13.0301485]	[90, 98]	[]	[]	[44439802, 44439810]	[]
685_13193	chr13	49628293	49628693	+	1000	55.0	[6.678816]	[74]	[6.0345244]	[117]	[49628466]	[49628509]
685_13195	chr13	51620688	51621088	+	1000	55.0	[7.8433166]	[76]	[7.6312857, 17.548697, 7.38302, 7.6783614]	[99, 105, 128, 143]	[51620848]	[51620871, 51620877, 51620900, 51620915]
685_13197	chr14	31410295	31410695	+	1000	55.0	[11.987937]	[82]	[]	[]	[31410477]	[]
685_132	chr1	181129112	181129512	+	1000	436.0	[21.247185]	[89]	[]	[]	[181129301]	[]
685_13201	chr14	69398437	69398837	+	1000	55.0	[6.1639776, 9.076949]	[101, 140]	[]	[]	[69398633, 69398672]	[]
685_13202	chr14	89303916	89304316	+	1000	55.0	[]	[]	[12.034145]	[112]	[]	[89304121]
685_13207	chr15	50232767	50233167	+	1000	55.0	[6.4403615, 9.9327545]	[93, 99]	[]	[]	[50232959, 50232965]	[]
685_13208	chr15	51829447	51829847	+	1000	55.0	[7.8317046]	[120]	[]	[]	[51829654]	[]
685_1321	chr6	219884	220284	+	1000	215.0	[10.374005]	[90]	[7.9368362, 5.867305]	[53, 60]	[220074]	[220037, 220044]
685_13210	chr15	63073636	63074036	+	1000	55.0	[]	[]	[13.673182]	[96]	[]	[63073829]
685_13211	chr15	64460069	64460469	+	1000	55.0	[10.7785]	[110]	[]	[]	[64460271]	[]
685_13215	chr15	67254504	67254904	+	1000	55.0	[]	[]	[7.3780713]	[98]	[]	[67254664]
685_13217	chr16	3305215	3305615	+	1000	55.0	[8.333464]	[95]	[]	[]	[3305409]	[]
685_1322	chr7	66740403	66740803	+	1000	215.0	[]	[]	[11.329099]	[98]	[]	[66740599]
685_13222	chr16	31700367	31700767	+	1000	55.0	[]	[]	[12.711719, 10.006279]	[107, 130]	[]	[31700570, 31700593]
685_13223	chr16	46673331	46673731	+	1000	55.0	[5.900177, 8.555651, 6.228519]	[82, 93, 98]	[]	[]	[46673511, 46673522, 46673527]	[]
685_13227	chr16	68084295	68084695	+	1000	55.0	[]	[]	[18.060225, 7.4060025]	[99, 142]	[]	[68084488, 68084531]
685_1323	chr8	81302458	81302858	+	1000	215.0	[]	[]	[8.443782, 6.3861666, 17.61965, 6.6476417]	[58, 76, 98, 104]	[]	[81302616, 81302634, 81302656, 81302662]
685_13233	chr16	89449971	89450371	+	1000	55.0	[]	[]	[16.22155]	[96]	[]	[89450166]
685_13236	chr17	36210644	36211044	+	1000	55.0	[]	[]	[13.515328, 5.865743]	[109, 143]	[]	[36210851, 36210885]
685_13237	chr17	40315588	40315988	+	1000	55.0	[]	[]	[8.961655, 16.102064]	[104, 113]	[]	[40315784, 40315793]
685_13238	chr17	45177570	45177970	+	745	55.0	[15.360103, 7.707711]	[91, 117]	[]	[]	[45177740, 45177766]	[]
685_1324	chr10	15344906	15345306	+	1000	214.0	[8.7040615]	[128]	[15.400449]	[98]	[15345134]	[15345104]
685_13240	chr17	58327429	58327829	+	1000	55.0	[]	[]	[15.162296, 6.238771]	[97, 103]	[]	[58327602, 58327608]
685_13244	chr17	82297742	82298142	+	1000	55.0	[6.3910217, 6.785854]	[162, 180]	[]	[]	[82297971, 82297989]	[]
685_13251	chr18	79508989	79509389	+	1000	55.0	[]	[]	[14.564423, 9.986488]	[137, 143]	[]	[79509206, 79509212]
685_13252	chr19	947651	948051	+	1000	55.0	[]	[]	[13.252807]	[97]	[]	[947847]
685_13253	chr19	1087731	1088131	+	1000	55.0	[8.476764, 13.7507715, 6.731836]	[60, 93, 149]	[]	[]	[1087889, 1087922, 1087978]	[]
685_13254	chr19	1812549	1812949	+	1000	55.0	[9.826922]	[92]	[]	[]	[1812740]	[]
685_13256	chr19	9406873	9407273	+	1000	55.0	[6.6328073]	[157]	[12.482394, 9.615648]	[101, 121]	[9407124]	[9407068, 9407088]
685_13261	chr19	40366079	40366479	+	728	55.0	[]	[]	[10.897924]	[105]	[]	[40366277]
