#PeakID(python scan_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_13619	chr18	31101166	31101566	+	819	35.0	[]	[]	[6.5886865]	[124]	[]	[31101383]
642_1362	chr10	21807130	21807530	+	1000	100.0	[]	[]	[3.4720602]	[126]	[]	[21807341]
642_13626	chr19	1856667	1857067	+	790	35.0	[]	[]	[5.6029005, 6.5886865]	[115, 121]	[]	[1856868, 1856874]
642_13627	chr19	2165374	2165774	+	1000	35.0	[10.266219]	[85]	[]	[]	[2165553]	[]
642_13629	chr19	2950957	2951357	+	1000	35.0	[]	[]	[3.3478272]	[190]	[]	[2951206]
642_1363	chr10	70579679	70580079	+	1000	100.0	[4.3336134, 16.66425]	[64, 124]	[]	[]	[70579834, 70579894]	[]
642_13631	chr19	4633279	4633679	+	1000	35.0	[4.3336134]	[154]	[3.3478272]	[133]	[4633522]	[4633501]
642_13639	chr19	11587614	11588014	+	1000	35.0	[]	[]	[10.991825]	[148]	[]	[11587854]
642_1364	chr12	93740677	93741077	+	1000	100.0	[]	[]	[12.261112, 10.266219]	[111, 117]	[]	[93740878, 93740884]
642_13644	chr19	13097005	13097405	+	1000	35.0	[]	[]	[5.3194]	[60]	[]	[13097161]
642_13647	chr19	16542374	16542774	+	1000	35.0	[5.6029005]	[126]	[5.6029005]	[213]	[16542531]	[16542618]
642_1365	chr13	49495730	49496130	+	1000	100.0	[5.863081, 16.66425]	[87, 109]	[3.2771003]	[145]	[49495904, 49495926]	[49495962]
642_13652	chr19	31285630	31286030	+	1000	35.0	[4.3336134, 16.66425, 18.919323, 6.5886865, 5.3194]	[91, 97, 103, 109, 113]	[]	[]	[31285805, 31285811, 31285817, 31285823, 31285827]	[]
642_13653	chr19	35702278	35702678	+	1000	35.0	[3.3478272]	[91]	[]	[]	[35702466]	[]
642_13654	chr19	38619011	38619411	+	1000	35.0	[5.6029005]	[241]	[6.848867]	[159]	[38619253]	[38619171]
642_13659	chr19	40716798	40717198	+	1000	35.0	[]	[]	[4.3336134]	[101]	[]	[40716973]
642_1366	chr16	81004067	81004467	+	1000	100.0	[10.006039, 18.919323]	[93, 99]	[]	[]	[81004257, 81004263]	[]
642_13660	chr19	40806775	40807175	+	1000	35.0	[]	[]	[5.863081]	[162]	[]	[40807001]
642_13661	chr19	42010258	42010658	+	639	35.0	[3.4720602]	[115]	[]	[]	[42010450]	[]
642_13663	chr19	44748043	44748443	+	1000	35.0	[4.3336134]	[122]	[]	[]	[44748242]	[]
642_13664	chr19	46661948	46662348	+	1000	35.0	[]	[]	[3.3478272]	[92]	[]	[46662134]
642_13667	chr19	47247280	47247680	+	1000	35.0	[3.2771003]	[92]	[]	[]	[47247460]	[]
642_1367	chr17	57946828	57947228	+	1000	100.0	[12.521293, 6.848867]	[106, 133]	[]	[]	[57947024, 57947051]	[]
642_13675	chr19	49224809	49225209	+	1000	35.0	[10.991825]	[87]	[]	[]	[49224971]	[]
642_13679	chr19	51514930	51515330	+	1000	35.0	[]	[]	[4.3336134, 4.593794]	[108, 115]	[]	[51515109, 51515116]
642_13680	chr19	52690241	52690641	+	914	35.0	[10.130272]	[108]	[]	[]	[52690428]	[]
642_13681	chr19	54959872	54960272	+	768	35.0	[]	[]	[4.3336134]	[111]	[]	[54960049]
642_13682	chr19	55146017	55146417	+	1000	35.0	[6.5886865]	[133]	[]	[]	[55146222]	[]
642_13684	chr19	55467162	55467562	+	864	35.0	[]	[]	[7.6802387, 5.863081, 4.3336134]	[65, 97, 103]	[]	[55467326, 55467358, 55467364]
642_13689	chr2	9967158	9967558	+	1000	35.0	[4.4393797]	[151]	[3.4720602]	[131]	[9967388]	[9967368]
642_1369	chr2	23380585	23380985	+	1000	100.0	[]	[]	[18.919323]	[117]	[]	[23380798]
642_13696	chr2	25877373	25877773	+	941	35.0	[]	[]	[5.6029005]	[154]	[]	[25877604]
642_137	chr1	112674657	112675057	+	1000	450.0	[]	[]	[12.521293, 10.006039]	[103, 109]	[]	[112674860, 112674866]
642_1370	chr2	24076209	24076609	+	1000	100.0	[3.3478272]	[158]	[]	[]	[24076459]	[]
642_13701	chr2	38364249	38364649	+	924	35.0	[7.7509656]	[183]	[]	[]	[38364489]	[]
642_13703	chr2	43219906	43220306	+	1000	35.0	[3.3478272, 3.6080077]	[115, 121]	[]	[]	[43220089, 43220095]	[]
642_13704	chr2	43725038	43725438	+	1000	35.0	[]	[]	[4.457846]	[128]	[]	[43725225]
642_13708	chr2	58730728	58731128	+	1000	35.0	[]	[]	[9.209706]	[135]	[]	[58730949]
642_1371	chr2	58039100	58039500	+	1000	100.0	[4.3336134]	[98]	[6.5886865, 13.246898, 5.9873137]	[132, 138, 144]	[58039297]	[58039331, 58039337, 58039343]
642_13710	chr2	62292244	62292644	+	1000	35.0	[12.521293]	[75]	[]	[]	[62292404]	[]
642_13711	chr2	69796166	69796566	+	1000	35.0	[]	[]	[10.991825]	[79]	[]	[69796327]
642_13713	chr2	74587613	74588013	+	1000	35.0	[8.949526]	[89]	[]	[]	[74587773]	[]
642_13714	chr2	80370805	80371205	+	1000	35.0	[]	[]	[13.246898]	[141]	[]	[80371031]
642_13716	chr2	86105905	86106305	+	1000	35.0	[]	[]	[10.006039]	[177]	[]	[86106129]
642_13722	chr2	100744601	100745001	+	1000	35.0	[18.919323]	[93]	[]	[]	[100744780]	[]
642_13725	chr2	128091729	128092129	+	1000	35.0	[]	[]	[16.66425]	[108]	[]	[128091893]
642_13727	chr2	138395568	138395968	+	1000	35.0	[12.261112]	[108]	[]	[]	[138395763]	[]
642_13728	chr2	144523106	144523506	+	1000	35.0	[]	[]	[3.3478272, 10.006039]	[136, 142]	[]	[144523336, 144523342]
642_13729	chr2	158214432	158214832	+	850	35.0	[]	[]	[5.6029005]	[164]	[]	[158214682]
642_13730	chr2	170005709	170006109	+	1000	35.0	[4.3336134, 4.3336134]	[75, 85]	[]	[]	[170005867, 170005877]	[]
642_13733	chr2	170705322	170705722	+	830	35.0	[10.006039, 6.5886865]	[63, 69]	[]	[]	[170705482, 170705488]	[]
642_13737	chr2	177289807	177290207	+	572	35.0	[7.7509656, 10.266219]	[96, 102]	[]	[]	[177289988, 177289994]	[]
642_13739	chr2	191571169	191571569	+	1000	35.0	[]	[]	[6.5886865, 3.6080077, 10.266219]	[122, 185, 195]	[]	[191571328, 191571391, 191571401]
642_1374	chr22	27492814	27493214	+	1000	100.0	[10.130272, 18.919323]	[74, 80]	[]	[]	[27492985, 27492991]	[]
642_13740	chr2	195368612	195369012	+	1000	35.0	[12.521293]	[174]	[]	[]	[195368858]	[]
642_13741	chr2	195513174	195513574	+	1000	35.0	[6.5886865]	[130]	[]	[]	[195513368]	[]
642_13742	chr2	196267993	196268393	+	1000	35.0	[16.66425]	[106]	[]	[]	[196268189]	[]
642_13745	chr2	219510094	219510494	+	1000	35.0	[]	[]	[3.4720602]	[110]	[]	[219510285]
642_13748	chr20	2664076	2664476	+	1000	35.0	[]	[]	[4.3336134]	[143]	[]	[2664317]
642_1375	chr4	76982584	76982984	+	1000	100.0	[]	[]	[14.409177]	[99]	[]	[76982770]
642_13751	chr20	31066786	31067186	+	1000	35.0	[4.3336134]	[121]	[]	[]	[31067006]	[]
642_13754	chr20	33733783	33734183	+	1000	35.0	[]	[]	[6.848867]	[128]	[]	[33733994]
642_13758	chr20	41664557	41664957	+	1000	35.0	[6.5886865, 6.5886865]	[79, 86]	[]	[]	[41664709, 41664716]	[]
642_13759	chr20	49934818	49935218	+	1000	35.0	[]	[]	[6.848867, 6.1232615]	[101, 107]	[]	[49935016, 49935022]
642_1376	chr4	122824528	122824928	+	1000	100.0	[]	[]	[18.919323]	[117]	[]	[122824735]
642_13762	chr20	58401099	58401499	+	1000	35.0	[]	[]	[3.3478272, 18.919323]	[128, 188]	[]	[58401287, 58401347]
642_13764	chr21	22209647	22210047	+	1000	35.0	[]	[]	[4.3336134, 5.3194, 6.5886865, 8.736752]	[145, 147, 151, 157]	[]	[22209807, 22209809, 22209813, 22209819]
642_1377	chr6	11978356	11978756	+	1000	100.0	[]	[]	[5.863081, 10.991825, 5.6029005]	[108, 119, 125]	[]	[11978563, 11978574, 11978580]
642_13770	chr21	36504168	36504568	+	1000	35.0	[4.3336134]	[110]	[]	[]	[36504324]	[]
642_13774	chr21	42388999	42389399	+	1000	35.0	[]	[]	[4.593794]	[114]	[]	[42389201]
642_13775	chr21	42433951	42434351	+	999	35.0	[]	[]	[4.457846]	[164]	[]	[42434175]
642_13776	chr21	44800045	44800445	+	1000	35.0	[7.7509656]	[126]	[]	[]	[44800201]	[]
642_13777	chr21	45309000	45309400	+	1000	35.0	[]	[]	[5.6029005]	[139]	[]	[45309229]
642_13781	chr22	19202021	19202421	+	993	35.0	[]	[]	[3.4720602]	[74]	[]	[19202189]
642_1379	chr7	75739619	75740019	+	1000	100.0	[]	[]	[6.1232615]	[118]	[]	[75739831]
642_13790	chr22	20658922	20659322	+	1000	35.0	[]	[]	[4.3336134, 3.3478272]	[131, 146]	[]	[20659136, 20659151]
642_13796	chr22	21089707	21090107	+	1000	35.0	[4.457846]	[163]	[]	[]	[21089943]	[]
642_13797	chr22	21093621	21094021	+	1000	35.0	[4.3336134]	[67]	[]	[]	[21093781]	[]
642_13799	chr22	21598328	21598728	+	810	35.0	[]	[]	[4.457846, 13.246898, 8.736752]	[158, 170, 176]	[]	[21598518, 21598530, 21598536]
642_138	chr2	151289731	151290131	+	1000	450.0	[4.3336134, 5.6029005]	[86, 139]	[13.246898, 10.266219]	[99, 105]	[151289916, 151289969]	[151289929, 151289935]
642_1380	chr7	111238796	111239196	+	1000	100.0	[7.6802387]	[120]	[18.919323, 13.352664]	[98, 104]	[111239012]	[111238990, 111238996]
642_13802	chr22	21792775	21793175	+	1000	35.0	[8.736752]	[160]	[]	[]	[21793021]	[]
642_13805	chr22	22013202	22013602	+	1000	35.0	[4.3336134, 4.3336134, 4.3336134]	[165, 203, 204]	[]	[]	[22013412, 22013450, 22013451]	[]
642_13808	chr22	22069145	22069545	+	1000	35.0	[4.3336134]	[154]	[]	[]	[22069316]	[]
642_13812	chr22	22518159	22518559	+	1000	35.0	[]	[]	[7.7509656]	[172]	[]	[22518408]
642_13816	chr22	22691092	22691492	+	1000	35.0	[3.3478272]	[171]	[]	[]	[22691309]	[]
642_13819	chr22	22781539	22781939	+	1000	35.0	[6.7129197, 6.5886865, 3.4720602]	[88, 94, 130]	[]	[]	[22781694, 22781700, 22781736]	[]
642_1382	chr9	113886396	113886796	+	1000	100.0	[18.919323, 10.266219, 6.5886865]	[100, 122, 154]	[]	[]	[113886584, 113886606, 113886638]	[]
642_13824	chr22	22987799	22988199	+	1000	35.0	[3.2771003]	[95]	[5.4251657]	[142]	[22987988]	[22988035]
642_13826	chr22	23041330	23041730	+	1000	35.0	[]	[]	[3.3478272]	[193]	[]	[23041559]
642_13827	chr22	23065447	23065847	+	943	35.0	[]	[]	[7.6802387]	[113]	[]	[23065638]
642_1383	chrX	1501139	1501539	+	1000	100.0	[]	[]	[12.261112, 3.3478272, 10.991825, 13.246898, 14.409177]	[84, 96, 102, 108, 114]	[]	[1501319, 1501331, 1501337, 1501343, 1501349]
642_13832	chr22	23189816	23190216	+	915	35.0	[3.3478272]	[146]	[]	[]	[23190024]	[]
642_13833	chr22	23208746	23209146	+	1000	35.0	[]	[]	[5.6029005]	[127]	[]	[23208927]
642_13838	chr22	36451656	36452056	+	942	35.0	[5.6029005]	[227]	[]	[]	[36451884]	[]
642_1384	chr1	16905120	16905520	+	1000	99.0	[4.3336134]	[194]	[]	[]	[16905344]	[]
642_13842	chr22	49808094	49808494	+	1000	35.0	[5.6029005]	[163]	[]	[]	[49808300]	[]
642_13843	chr3	5122772	5123172	+	1000	35.0	[12.261112]	[149]	[12.261112]	[100]	[5123004]	[5122955]
642_1385	chr1	40375735	40376135	+	1000	99.0	[]	[]	[12.521293]	[181]	[]	[40375977]
642_13854	chr3	33372820	33373220	+	1000	35.0	[]	[]	[3.3478272]	[139]	[]	[33373025]
642_13855	chr3	33911847	33912247	+	1000	35.0	[]	[]	[6.7129197]	[162]	[]	[33912075]
642_13862	chr3	47533966	47534366	+	1000	35.0	[4.3336134, 10.991825]	[109, 116]	[]	[]	[47534125, 47534132]	[]
642_13863	chr3	52770927	52771327	+	986	35.0	[]	[]	[4.3336134]	[119]	[]	[52771134]
642_13864	chr3	59554077	59554477	+	935	35.0	[13.246898]	[107]	[]	[]	[59554275]	[]
642_13865	chr3	101381790	101382190	+	1000	35.0	[14.409177]	[99]	[]	[]	[101381984]	[]
642_13866	chr3	128178141	128178541	+	1000	35.0	[12.521293, 5.863081]	[71, 77]	[]	[]	[128178312, 128178318]	[]
642_13867	chr3	128487014	128487414	+	587	35.0	[5.6029005, 10.266219]	[96, 110]	[]	[]	[128487209, 128487223]	[]
642_1387	chr1	234546050	234546450	+	1000	99.0	[]	[]	[12.521293]	[108]	[]	[234546257]
642_13872	chr3	144109941	144110341	+	1000	35.0	[3.7322407, 12.521293]	[85, 91]	[]	[]	[144110115, 144110121]	[]
642_13876	chr3	157089206	157089606	+	1000	35.0	[5.6029005]	[80]	[]	[]	[157089367]	[]
642_13877	chr3	160401747	160402147	+	1000	35.0	[]	[]	[5.7271333]	[77]	[]	[160401900]
642_1388	chr10	13492776	13493176	+	1000	99.0	[6.1232615, 12.521293]	[86, 92]	[]	[]	[13492959, 13492965]	[]
642_13896	chr4	55395437	55395837	+	1000	35.0	[3.3478272]	[182]	[]	[]	[55395683]	[]
642_13898	chr4	74700460	74700860	+	831	35.0	[3.6080077]	[78]	[]	[]	[74700614]	[]
642_139	chr1	65068475	65068875	+	1000	447.0	[]	[]	[16.66425, 7.7509656]	[107, 113]	[]	[65068681, 65068687]
642_1390	chr14	32897153	32897553	+	1000	99.0	[]	[]	[6.5886865, 18.919323, 10.991825]	[85, 129, 135]	[]	[32897326, 32897370, 32897376]
642_13902	chr4	105287021	105287421	+	1000	35.0	[]	[]	[12.521293, 10.266219, 3.3478272]	[106, 112, 142]	[]	[105287223, 105287229, 105287259]
642_13905	chr4	110193845	110194245	+	1000	35.0	[6.5886865]	[125]	[]	[]	[110194068]	[]
642_13906	chr4	110248801	110249201	+	1000	35.0	[8.949526]	[123]	[]	[]	[110249017]	[]
642_13907	chr4	128289438	128289838	+	1000	35.0	[3.3478272]	[136]	[]	[]	[128289624]	[]
642_13909	chr4	143188142	143188542	+	1000	35.0	[]	[]	[13.246898, 3.6080077]	[100, 150]	[]	[143188325, 143188375]
642_13910	chr4	143405217	143405617	+	1000	35.0	[]	[]	[16.66425]	[100]	[]	[143405413]
642_13914	chr4	177229313	177229713	+	1000	35.0	[]	[]	[16.66425]	[101]	[]	[177229507]
642_13915	chr4	184745804	184746204	+	1000	35.0	[]	[]	[5.6029005]	[120]	[]	[184745999]
642_13916	chr4	184814683	184815083	+	1000	35.0	[]	[]	[12.261112]	[105]	[]	[184814867]
642_13917	chr5	923410	923810	+	1000	35.0	[]	[]	[6.5886865]	[99]	[]	[923572]
642_13918	chr5	10606914	10607314	+	1000	35.0	[10.991825]	[104]	[]	[]	[10607107]	[]
642_1392	chr16	84700517	84700917	+	1000	99.0	[]	[]	[12.261112]	[109]	[]	[84700714]
642_13922	chr5	53481977	53482377	+	1000	35.0	[]	[]	[6.5886865, 14.409177, 6.7129197, 6.5886865]	[105, 111, 145, 155]	[]	[53482174, 53482180, 53482214, 53482224]
642_13924	chr5	62261667	62262067	+	1000	35.0	[]	[]	[4.3336134]	[182]	[]	[62261905]
642_1393	chr17	76446407	76446807	+	1000	99.0	[5.863081, 6.848867]	[63, 79]	[]	[]	[76446569, 76446585]	[]
642_13931	chr5	83077630	83078030	+	1000	35.0	[5.6029005]	[191]	[6.848867]	[154]	[83077877]	[83077840]
642_13933	chr5	96932724	96933124	+	1000	35.0	[6.694453]	[120]	[3.3478272]	[152]	[96932933]	[96932965]
642_13934	chr5	112704083	112704483	+	759	35.0	[]	[]	[6.694453]	[90]	[]	[112704262]
642_13935	chr5	115624160	115624560	+	1000	35.0	[]	[]	[16.66425, 4.3336134]	[132, 139]	[]	[115624357, 115624364]
642_1394	chr19	49580470	49580870	+	1000	99.0	[]	[]	[6.7129197]	[121]	[]	[49580688]
642_13941	chr5	138742254	138742654	+	1000	35.0	[]	[]	[5.863081, 13.246898]	[120, 126]	[]	[138742460, 138742466]
642_13949	chr5	149449285	149449685	+	1000	35.0	[3.2771003, 10.006039]	[138, 144]	[]	[]	[149449518, 149449524]	[]
642_1395	chr2	174395265	174395665	+	1000	99.0	[]	[]	[5.6029005, 12.261112]	[120, 126]	[]	[174395474, 174395480]
642_13954	chr5	159835572	159835972	+	1000	35.0	[10.991825, 12.521293, 5.6029005]	[93, 99, 105]	[]	[]	[159835764, 159835770, 159835776]	[]
642_13957	chr5	173293924	173294324	+	804	35.0	[4.3336134, 3.3478272, 4.3336134]	[128, 133, 159]	[]	[]	[173294129, 173294134, 173294160]	[]
642_13958	chr5	173766353	173766753	+	1000	35.0	[4.3336134]	[128]	[]	[]	[173766564]	[]
642_1396	chr20	22409873	22410273	+	1000	99.0	[10.266219, 18.919323]	[85, 91]	[]	[]	[22410058, 22410064]	[]
642_13962	chr6	3355676	3356076	+	1000	35.0	[4.3336134]	[156]	[]	[]	[3355905]	[]
642_13966	chr6	11111621	11112021	+	1000	35.0	[]	[]	[6.848867]	[107]	[]	[11111774]
642_13967	chr6	11144304	11144704	+	1000	35.0	[3.3478272]	[102]	[]	[]	[11144490]	[]
642_13968	chr6	13611630	13612030	+	1000	35.0	[16.66425]	[126]	[3.6080077, 10.006039]	[64, 71]	[13611845]	[13611783, 13611790]
642_1397	chr21	8234296	8234696	+	1000	99.0	[]	[]	[6.7129197]	[137]	[]	[8234529]
642_13971	chr6	15248970	15249370	+	1000	35.0	[7.7509656]	[92]	[]	[]	[15249156]	[]
642_13974	chr6	20291639	20292039	+	1000	35.0	[10.991825]	[144]	[]	[]	[20291883]	[]
642_13975	chr6	21914066	21914466	+	1000	35.0	[10.991825, 5.863081, 5.863081]	[86, 96, 136]	[]	[]	[21914223, 21914233, 21914273]	[]
642_13977	chr6	26021465	26021865	+	1000	35.0	[]	[]	[4.3336134, 5.6029005, 3.3478272]	[71, 81, 96]	[]	[26021634, 26021644, 26021659]
642_13981	chr6	26331262	26331662	+	861	35.0	[3.3478272]	[181]	[]	[]	[26331461]	[]
642_13984	chr6	26576345	26576745	+	691	35.0	[]	[]	[3.3478272]	[83]	[]	[26576500]
642_13986	chr6	28790523	28790923	+	1000	35.0	[10.266219]	[135]	[]	[]	[28790688]	[]
642_13987	chr6	28809873	28810273	+	1000	35.0	[7.7509656, 5.863081]	[150, 169]	[]	[]	[28810035, 28810054]	[]
642_13989	chr6	30103043	30103443	+	962	35.0	[]	[]	[4.3336134]	[113]	[]	[30103233]
642_13990	chr6	30213360	30213760	+	1000	35.0	[6.848867, 6.848867]	[146, 152]	[]	[]	[30213585, 30213591]	[]
642_13991	chr6	30597247	30597647	+	1000	35.0	[5.6029005]	[157]	[]	[]	[30597442]	[]
642_13993	chr6	31068768	31069168	+	1000	35.0	[5.7271333]	[108]	[]	[]	[31068939]	[]
642_13995	chr6	31791344	31791744	+	1000	35.0	[4.3336134]	[156]	[]	[]	[31791550]	[]
642_13996	chr6	31969608	31970008	+	1000	35.0	[5.7271333]	[122]	[6.694453]	[150]	[31969800]	[31969828]
642_13998	chr6	32255147	32255547	+	1000	35.0	[5.3194]	[169]	[]	[]	[32255348]	[]
642_14	chr1	35637332	35637732	+	1000	716.0	[]	[]	[6.5886865, 18.919323, 16.66425, 8.736752]	[98, 104, 110, 117]	[]	[35637526, 35637532, 35637538, 35637545]
642_140	chr15	44711189	44711589	+	1000	447.0	[10.991825, 6.848867, 4.3336134]	[85, 91, 99]	[]	[]	[44711373, 44711379, 44711387]	[]
642_14003	chr6	35737518	35737918	+	1000	35.0	[3.3478272]	[69]	[]	[]	[35737683]	[]
642_14004	chr6	35973682	35974082	+	1000	35.0	[]	[]	[5.863081]	[151]	[]	[35973922]
642_1401	chr3	138875863	138876263	+	1000	99.0	[15.607738]	[112]	[]	[]	[138876063]	[]
642_14012	chr6	44265600	44266000	+	1000	35.0	[]	[]	[3.4720602, 10.006039]	[91, 155]	[]	[44265785, 44265849]
642_14013	chr6	45293300	45293700	+	1000	35.0	[3.6080077, 12.521293, 7.7509656]	[139, 145, 178]	[]	[]	[45293497, 45293503, 45293536]	[]
642_14014	chr6	66988460	66988860	+	1000	35.0	[]	[]	[3.6080077, 4.3336134, 18.919323, 6.1232615]	[99, 100, 132, 138]	[]	[66988617, 66988618, 66988650, 66988656]
642_14015	chr6	82761956	82762356	+	941	35.0	[12.521293, 6.5886865]	[126, 132]	[]	[]	[82762161, 82762167]	[]
642_14017	chr6	106155287	106155687	+	1000	35.0	[6.694453]	[158]	[]	[]	[106155528]	[]
642_14018	chr6	116680787	116681187	+	1000	35.0	[5.6029005]	[124]	[]	[]	[116680993]	[]
642_14019	chr6	118706022	118706422	+	1000	35.0	[]	[]	[16.66425]	[90]	[]	[118706202]
642_1402	chr3	187889669	187890069	+	1000	99.0	[3.6080077, 12.521293]	[100, 106]	[]	[]	[187889854, 187889860]	[]
642_14021	chr6	126701775	126702175	+	1000	35.0	[]	[]	[12.521293, 10.006039]	[184, 190]	[]	[126702018, 126702024]
642_14022	chr6	127266375	127266775	+	1000	35.0	[]	[]	[5.6029005]	[135]	[]	[127266577]
642_14027	chr6	137955457	137955857	+	1000	35.0	[]	[]	[5.863081]	[172]	[]	[137955704]
642_14030	chr6	147044099	147044499	+	1000	35.0	[4.3336134]	[223]	[]	[]	[147044326]	[]
642_14033	chr6	151385177	151385577	+	986	35.0	[]	[]	[5.6029005, 10.266219]	[98, 108]	[]	[151385364, 151385374]
642_14035	chr6	156688044	156688444	+	1000	35.0	[]	[]	[3.3478272]	[81]	[]	[156688198]
642_14038	chr6	159761460	159761860	+	1000	35.0	[3.3478272]	[198]	[]	[]	[159761707]	[]
642_14039	chr6	159973992	159974392	+	1000	35.0	[]	[]	[3.6080077]	[152]	[]	[159974203]
642_14047	chr7	7103265	7103665	+	1000	35.0	[]	[]	[3.3478272]	[161]	[]	[7103467]
642_14048	chr7	22452151	22452551	+	998	35.0	[6.848867, 5.6029005]	[153, 163]	[3.6080077]	[182]	[22452344, 22452354]	[22452373]
642_14049	chr7	22663257	22663657	+	1000	35.0	[7.7509656]	[151]	[]	[]	[22663474]	[]
642_1405	chr5	43066148	43066548	+	1000	99.0	[12.521293]	[75]	[]	[]	[43066307]	[]
642_14050	chr7	23055551	23055951	+	884	35.0	[4.3336134]	[77]	[]	[]	[23055711]	[]
642_14051	chr7	24820091	24820491	+	1000	35.0	[7.7509656]	[147]	[]	[]	[24820266]	[]
642_14053	chr7	25180304	25180704	+	1000	35.0	[]	[]	[10.991825]	[100]	[]	[25180500]
642_14055	chr7	43764499	43764899	+	1000	35.0	[12.261112, 6.1232615]	[153, 159]	[]	[]	[43764742, 43764748]	[]
642_14059	chr7	74656126	74656526	+	1000	35.0	[4.593794]	[124]	[]	[]	[74656302]	[]
642_1406	chr6	39247629	39248029	+	1000	99.0	[]	[]	[6.5886865, 12.521293, 16.66425]	[108, 122, 128]	[]	[39247827, 39247841, 39247847]
642_14061	chr7	76606010	76606410	+	1000	35.0	[]	[]	[6.5886865]	[135]	[]	[76606206]
642_14062	chr7	86939234	86939634	+	1000	35.0	[3.6080077, 5.6029005]	[146, 152]	[]	[]	[86939457, 86939463]	[]
642_14064	chr7	93046581	93046981	+	1000	35.0	[]	[]	[4.3336134]	[119]	[]	[93046755]
642_14065	chr7	98133132	98133532	+	1000	35.0	[]	[]	[7.6802387]	[80]	[]	[98133301]
642_1407	chr6	119856172	119856572	+	1000	99.0	[]	[]	[4.3336134, 12.521293, 12.521293]	[99, 114, 120]	[]	[119856364, 119856379, 119856385]
642_14073	chr7	105257345	105257745	+	1000	35.0	[]	[]	[5.863081]	[129]	[]	[105257553]
642_14074	chr7	105309883	105310283	+	1000	35.0	[6.5886865, 3.3478272]	[108, 158]	[]	[]	[105310082, 105310132]	[]
642_1408	chr7	122136827	122137227	+	1000	99.0	[4.3336134]	[90]	[18.919323, 16.66425]	[140, 146]	[122136996]	[122137046, 122137052]
642_14080	chr7	123747015	123747415	+	1000	35.0	[]	[]	[4.4393797]	[158]	[]	[123747207]
642_14082	chr7	127365664	127366064	+	1000	35.0	[5.863081]	[165]	[]	[]	[127365892]	[]
642_14088	chr7	131328508	131328908	+	1000	35.0	[5.863081]	[115]	[4.3336134]	[149]	[131328712]	[131328746]
642_14089	chr7	131654631	131655031	+	878	35.0	[5.7271333]	[153]	[]	[]	[131654875]	[]
642_14090	chr7	131924863	131925263	+	1000	35.0	[3.3478272, 14.409177, 5.6029005, 5.6029005]	[57, 84, 115, 140]	[]	[]	[131925015, 131925042, 131925073, 131925098]	[]
642_14091	chr7	134107162	134107562	+	1000	35.0	[16.66425]	[74]	[]	[]	[134107330]	[]
642_14097	chr7	143263779	143264179	+	1000	35.0	[]	[]	[6.5886865]	[190]	[]	[143264014]
642_141	chrX	41331509	41331909	+	1000	446.0	[16.66425, 12.521293]	[90, 96]	[]	[]	[41331699, 41331705]	[]
642_1410	chrX	49308987	49309387	+	1000	99.0	[12.3853445, 12.261112, 12.3853445]	[87, 93, 99]	[]	[]	[49309172, 49309178, 49309184]	[]
642_14101	chr7	148976467	148976867	+	1000	35.0	[14.409177]	[150]	[]	[]	[148976702]	[]
642_14110	chr8	18132511	18132911	+	854	35.0	[5.4251657]	[177]	[]	[]	[18132762]	[]
642_14112	chr8	21965950	21966350	+	789	35.0	[]	[]	[4.3336134]	[118]	[]	[21966166]
642_14114	chr8	22440788	22441188	+	986	35.0	[5.6029005]	[148]	[]	[]	[22440969]	[]
642_14118	chr8	38850921	38851321	+	708	35.0	[3.2771003]	[177]	[]	[]	[38851164]	[]
642_1412	chr11	34053331	34053731	+	1000	98.0	[12.521293]	[118]	[]	[]	[34053527]	[]
642_14120	chr8	53731129	53731529	+	1000	35.0	[10.991825, 6.5886865, 5.6029005, 10.006039]	[187, 193, 199, 205]	[]	[]	[53731323, 53731329, 53731335, 53731341]	[]
642_14122	chr8	54106043	54106443	+	1000	35.0	[]	[]	[4.3336134]	[170]	[]	[54106270]
642_14123	chr8	61712089	61712489	+	1000	35.0	[]	[]	[6.5886865, 3.4720602]	[143, 183]	[]	[61712283, 61712323]
642_14127	chr8	89833631	89834031	+	1000	35.0	[]	[]	[6.848867, 4.593794]	[106, 112]	[]	[89833822, 89833828]
642_14129	chr8	95024665	95025065	+	652	35.0	[5.6029005]	[94]	[]	[]	[95024822]	[]
642_1413	chr12	121060025	121060425	+	1000	98.0	[12.521293]	[124]	[3.6080077]	[152]	[121060238]	[121060266]
642_14143	chr9	85610048	85610448	+	1000	35.0	[18.919323, 6.5886865, 3.6080077]	[84, 90, 124]	[]	[]	[85610210, 85610216, 85610250]	[]
642_14148	chr9	116437549	116437949	+	1000	35.0	[]	[]	[3.3478272]	[151]	[]	[116437800]
642_1415	chr19	48976169	48976569	+	1000	98.0	[10.130272]	[64]	[]	[]	[48976325]	[]
642_1416	chr21	43718765	43719165	+	1000	98.0	[6.5886865]	[79]	[12.261112]	[152]	[43718941]	[43719014]
642_14160	chr9	131104204	131104604	+	1000	35.0	[4.3336134]	[193]	[]	[]	[131104415]	[]
642_14166	chr9	137598926	137599326	+	789	35.0	[3.6080077]	[101]	[18.919323, 5.6029005]	[84, 159]	[137599106]	[137599089, 137599164]
